sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
R57,197957,0.047462236066058,0.24574630104184755,0.017916138138093438,0.008819873798242133,-0.01253092905688316,0.027017247645108582,0.007467119332118546,-0.010298261826038074,-0.0006984375264607333,0.0016721914414710658,0.0,0.0,0.0
R61,197961,-0.0004776171941035789,0.01012952875285232,0.0599092450189484,-0.05465159423876002,-0.013371704295917768,-0.0019960596229922642,-0.016537625290591204,0.0039333653392185685,-0.004071836991906838,-0.009725160226238818,0.0,0.0,0.0
R62,197962,-0.12178650809819584,-0.04417426901424743,0.06317144806169449,-0.002836585714263557,-0.04018925693864106,-0.0012762293665765057,0.02058851060017316,0.009505142531555275,0.011552948212360083,-0.00015426866596551374,0.0,0.0,0.0
R63,197963,-0.13331201743376406,-0.010379809508307023,0.08071300120857049,0.01587577369520268,0.0012499686883292716,-0.04848892725054751,0.011955394231541898,-0.018225219936650258,-0.007395981900504346,-0.00012829214731210556,0.0,0.0,0.0
R64,197964,-0.008136178610261667,-0.04848677148053044,-0.09843154807212266,-0.023759473726315906,0.0018096596751741624,0.019586142319611304,0.003660372947064922,-0.018693619470592886,-0.007323605727381116,-0.007747992050106616,0.0,0.0,0.0
R65,197965,-0.17427003787069845,-0.047032238088944654,0.07156707428205161,0.034733778179881374,0.04748772254359923,0.044218455045766596,-0.020219751008491688,0.00534043627116285,-0.004385274174200089,0.0017820891614859053,0.0,0.0,0.0
R66,197966,-0.022942427183078665,-0.00891819987800027,-0.019255207697301855,-0.09458440455679305,0.039357060019931084,0.0024397306760542063,0.017239484344641152,0.00506932375725513,0.005062586944202556,0.00672372184764704,0.0,0.0,0.0
R67,197967,0.07219631382193371,0.022825520796897373,-0.03171872136856105,0.029059069938581306,7.631461411638334e-05,-0.0024810701060635023,0.00812170980163302,0.03616035880537573,0.0027687606378438184,-0.0050382090996410845,0.0,0.0,0.0
R68,197968,0.161682885484411,-0.04107477343324177,-0.010303121156339466,0.0002733982897527342,-0.02848065163703311,-0.005375734687264811,-0.0019021905809447042,0.011402840825008595,-0.022626709174689782,0.007141417451271081,0.0,0.0,0.0
R69,197969,0.22425770731579034,-0.0040763707601793,0.013702902898174807,-0.009423982248675786,-0.0026853087561208447,-0.021758765194772805,-0.03853221638721449,-0.006301883690451477,0.012892417403939397,0.0025531977715495535,0.0,0.0,0.0
R70,197970,-0.30908619279858174,0.032367363091745184,-0.11240720197671403,0.018605311884527766,-0.016034283312407797,-0.020510460881238743,-0.0176602132823569,0.001921974576855303,0.0032085839125297207,0.0030689585063366507,0.0,0.0,0.0
R71,197971,0.10638796996418308,-0.10827177405812373,-0.00987217642088586,0.030412969105003598,-0.03128897640822381,0.03401234730602378,0.010375992886882006,-0.015447985138241405,0.008469896236671031,0.002124315910752883,0.0,0.0,0.0
R72,197972,0.15802386653630834,0.0013454925382326687,-0.024991832915608136,0.0474758655936163,0.05460038486407639,-0.02538667588310775,0.015443412405544409,-0.004366472044457492,0.0025466521475968713,-0.0022719699012487267,0.0,0.0,0.0
proportion_explained,0,0.6191374441473516,0.1822071586392558,0.09810411140889384,0.041011911479853884,0.023931988535973843,0.018093943221818527,0.008485735961186711,0.005955331736488705,0.00238997510305779,0.0006823997661193346,0.0,0.0,0.0
