16904,6.934,500.40979,Cer 33:4;O2|Cer 18:2;O2/15:2,[M+H-H2O]+,null,0.83,True,8.490,500.44620,C33H59NO3,Cer_NS,HPBIISVYNMBHGY-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16904,0,0.00,0.75,0.11,0.26,0.65,6.00,2.00,2.02,164.39,20240423_Mcap_pos_5,500.40829:10343417 501.41296:3869258 502.41763:619339,67.05471:29126 81.07022:42649 93.07014:57959 105.06998:37970 119.08547:48876 159.11635:20655 169.10051:18466 197.13139:15529 225.16177:17125 245.22414:10425 262.25226:44826 280.26141:11855 309.25598:8160 321.24033:8223,53505985,91388427,47766729,77652093,61930251,85523068,12745,0,125512108,40856724,8926,183589,0,54049916,106882826,35438112,77896754,37768,82928945,51204788,104163026,48829,60537779,65105891,89367975,40469892,24208794,45721158,85845094,0,63372548,96562533,143311433,68333282,103044359,96446191,161544514,76121,124771971,87672825,98742420,76568068,177918359,103053210,74183149,112461465,109923316,69306235,135925320,251415351,134798667,57452071,129138873,15677491,286283167,80819108,57238063,32452720,161926021,114396276,120233899,53266214,89560090,76454974,80891757,87017345,87012932,93545378,91390357,88633102,74339064.347383,83360845.6087838,82215560.5352936,73028999.8142383,40886.292815349,85049006.0285512,100930889.713578,88538096.4522519,86563829.3638651,158599631.885522,86420835.02786,28855522.3250494,41961654.039612,41045560.324249,30076656.5946738,59693.7941096548,31390390.7424285,48984467.8131961,40554031.2868993,40812684.7275892,91343052.4702903,5929374.38618685
17019,1.954,502.29196,LPE 20:4,[M+H]+,null,0.89,True,5.830,502.29279,C25H44NO7P,LPE,JPNPIRVRGLGTRE-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17019,0,0.00,1.00,0.44,0.42,0.60,2.00,2.00,2.23,18.08,20240423_Mcap_pos_36,502.29324:384939 503.29791:106968 504.30258:20920,71.33327:10326 81.07053:3026 86.67126:2858 93.06985:2728 105.07015:2626 107.08494:3000 107.78391:2504 119.08542:3867 185.53662:2728 196.16263:3594 203.17964:3765 242.32346:2909 309.01349:3026 327.25183:8094 361.27237:52253 407.57196:3128 434.99838:3166 502.29242:11974 502.36713:3890,3861829,13938388,5487001,6851356,2968562,22808161,58065,25267,4515957,4318128,20207,23874,42744,3843518,5835905,3893655,1630892,34230,4138623,6348964,9961347,27633,1363886,3300031,2682197,5781133,15238036,6317718,2925369,4484867,3279279,11223277,6694777,6767595,9067862,7229653,18997561,35946,10077715,5793806,6345604,4378534,892189,1984626,4338466,2495472,13648933,6406807,6243347,7561331,9099440,3693252,15017191,1665751,8750945,6670975,4442319,1453924,9222797,6909145,2912429,4115698,7570967,5399613,5542975,5838699,5930104,6200674,6590342,6369658,4844618.33866048,11775181.9370976,5905174.15572431,4334385.45633213,528092.45431171,6221735.9384253,7279589.26472977,5260046.24583043,6471332.06928548,6734990.65459892,5981723.411819,1574060.08065877,8005638.64503757,3654093.56994501,1936303.25546841,1483835.41200276,3870847.86491519,5248728.16309093,3424363.23824021,4684890.97262933,2517977.51916237,432689.828442352
17038,2.308,502.37363,CAR 24:5,[M+H]+,null,0.97,True,6.420,502.38910,C31H51NO4,CAR,AQYQJMYFFSCGBI-UHFFFAOYSA-N,O=C([O-])CC(OC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)C[N+](C)(C)C,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17038,0,0.00,0.95,0.19,0.30,0.85,2.00,2.00,2.23,13.97,20240423_Mcap_pos_19,502.37326:518831 503.37793:149115 504.38260:62399,51.31248:2391 52.03789:2840 57.07050:2876 63.65603:2907 71.08581:5304 71.89396:5144 71.89725:2564 85.10139:6169 86.91238:2565 89.06001:19335 121.06464:5650 133.08609:18484 139.65958:2968 152.37134:2918 165.09096:8580 177.11183:7263 209.11548:3799 247.20508:4884 291.23099:10767 327.25192:5638 359.20490:20696 485.34573:29884 502.37399:40769,12022103,13132791,10717622,13805669,4389163,14623398,18436502,6191202,11846903,12551194,6086536,4823740,8272155,17134429,12881205,6571025,14410258,4613908,10224316,7422439,21790879,2374127,11496447,11066471,14121220,5444865,6787913,7026164,6088741,7977950,6418949,8117864,13451673,9052153,7277412,12606539,9986779,5844653,12954187,7980821,3078933,4008294,12466515,12001050,8695107,9728373,9729462,12675416,13979484,13392975,13379211,4052880,12250368,4644314,7135413,8882562,8477979,8877854,7187160,3352988,11717554,7181525,4662207,10706196,10841533,10755292,10918962,11403753,11267740,11247661,8440207.43001994,10137485.0122117,11742223.9276459,9354011.89717118,7180085.93613927,10308025.6531407,12554190.5577207,9112528.6061465,10432064.3881844,7079131.77771333,11020162.3733581,3927441.41806564,3097777.51764229,3032181.52894029,5421816.09514155,4578866.06170879,2479688.11185393,5458589.0736454,3083428.29992982,2871681.15411553,3350578.89279882,280200.480977324
17049,6.330,502.42508,TG 25:0|TG 8:0_8:0_9:0,[M+NH4]+,null,0.47,True,7.760,502.41019,C28H52O6,TG,ZFBAEIFYUXKZGY-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCCC)CCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17049,0,0.00,0.96,0.49,0.59,0.75,4.00,2.00,2.32,21.63,20240423_Mcap_pos_46,502.42496:664154 503.42963:268063 504.43429:43297,90.64083:2566 96.52787:2538 102.12753:2783 103.73448:2733 134.81265:2860 139.42548:2666 171.83107:3621 327.25247:16054 341.22928:6691 502.35159:5040 502.42264:3931 506.62903:2891,4340296,7704531,5905592,6987872,3885936,7215923,5945,0,10566942,3055497,0,186259,11747,4621011,6407301,2489835,8345942,6603,5853608,6369064,5305048,7445,4610056,5103960,4759646,3533655,8051538,5037655,6381889,408,7869326,6017719,7935571,6685361,5887672,8983390,11662411,0,9613299,6766156,6087941,5203052,10228375,6710135,7662921,7228405,9422949,4200095,7115349,11360898,10571256,5591251,7691391,1586848,12817397,5515145,6407949,3903191,10626019,8600529,4536929,2871484,6007997,5484565,5590337,5815890,5887016,6321053,6007749,6376425,5524561.53303495,7038560.34300899,7409869.00360407,5084590.13203564,24267.5416504072,7926837.46072091,6773263.17911056,5761347.41166338,5731629.61467568,8732875.45876542,5926147.77925887,915683.794166599,2830737.8751237,2601075.94373456,2198680.69279152,60894.2306124904,2612574.3911345,2034713.74874936,2121127.35522266,1745157.7619681,3243009.72285801,338332.043018081
17051,6.723,502.42511,Cer 30:2;O2|Cer 18:2;O2/12:0,[M+Na]+,null,0.39,True,8.240,502.42310,C30H57NO3,Cer_NS,NXVZEXUWHYDJBT-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17051,0,0.00,1.00,0.80,0.79,0.75,2.00,2.00,2.45,53.52,20240423_Mcap_pos_31,502.42493:1762136 503.42959:583217 504.43426:96036,57.07050:4066 63.98273:2662 70.44437:2667 71.58089:9865 79.02862:2451 81.07053:4375 93.06999:3324 94.46353:2642 95.08572:4142 106.34101:2843 112.42512:2843 134.10399:2646 241.83473:2605 262.25159:7337 263.25662:10911 264.25998:3445 282.27078:3013 288.87628:3283 327.25348:14190 341.23080:5227 460.31772:4736 502.36792:250169 502.48587:150829,8729297,10673194,8556459,9136252,7580831,11612134,13015,0,19064776,3586121,7334,441677,10392,8140293,17913193,6272089,13272062,0,11917904,8630462,13448412,978,11718949,10859777,11527323,7835855,21317135,7044767,14090546,12207,9926817,13492571,13762110,10844862,15046076,16211096,20091536,12267,13438688,13727065,14118563,14139247,24915604,15398462,12603495,18739640,13269664,12449890,18486185,24925445,15454941,10626239,13790356,3852650,37833378,12632032,10449776,6013622,19028854,14994732,21978372,9043276,12489563,11183685,10760180,12058389,12627461,13943150,13086907,13163550,12475631.7298852,11750062.9432605,10726722.0516405,10806049.4856479,55318.5721153409,12443661.3988282,17361290.7171222,13369335.8127585,11766513.1033583,20417839.018439,12403331.7042911,5069041.26106895,4231032.94182378,3859773.74101715,3985037.56148823,144986.429602233,5357818.22687636,5054245.08283041,5437635.89095659,2240623.98851165,9673279.65766779,1138196.70207562
17096,13.552,503.32190,DG 26:2,[M+Na]+,null,1.00,True,8.030,503.37070,C29H52O5,DG,BGDIOBIONVKNIY-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17096,0,0.00,0.62,0.07,0.12,0.75,1.00,1.00,1.32,37.51,20240423_Mcap_pos_19,503.32169:348015 504.32635:108588 505.33102:0,57.07037:4526 66.14610:2515 66.35120:2762 71.06359:11764 71.08577:6563 85.10148:5609 89.05972:3014 109.70278:2539 116.98409:3053 119.62298:2773 124.69874:3116 173.54807:2584 261.22009:5055 263.81119:3007 443.26117:8750 461.27811:4475 503.33102:6272 503.47934:9144,3938910,4424005,5059975,3303869,1487841,5522370,1956785,2444127,4061539,1100404,2605648,465502,1992694,5742731,5688598,5351884,5897227,2000418,5381251,7102484,6007246,2974584,4935866,1540031,5206576,5729586,3380346,6686291,7187750,4584036,7497900,6778540,5675747,4358702,6019244,6036795,5468180,2643331,6084764,5526104,6463129,5695045,5677233,8275140,1072646,5851995,5860629,6503743,5788546,5082359,5459931,5838106,5090701,5047357,5576420,3398812,6009884,6672599,5785457,7729469,4940081,5291417,1425106,4874220,5232981,5655113,5866803,6215954,6546004,5980359,5099817.214653,5636390.13936759,5684113.54106758,5848467.84652616,2407458.39800892,4271652.23659266,5329873.95810787,5728965.25922342,4395123.71884988,5125356.45789638,5767347.78865302,930349.459888595,885337.060595043,1257237.02680886,2413674.90758836,1087853.25273006,2697549.10453751,999926.596684508,591090.862753628,1633475.33220535,1944783.04910633,571349.464339285
17097,6.262,503.34915,DG 26:2,[M+Na]+,null,0.87,True,8.030,503.37070,C29H52O5,DG,BGDIOBIONVKNIY-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17097,0,0.00,0.92,0.96,0.75,0.75,1.00,1.00,1.79,40.09,20240423_Mcap_pos_PBQC6,503.34952:3011432 504.35419:1071190 505.35885:173986,60.67424:2703 63.25740:3606 67.05455:3738 67.48912:2450 182.14407:2830 257.11560:4768 261.21967:3541 427.32855:3555 503.34866:669750,7796074,19773550,8575701,15187210,8115222,13068381,0,0,30409876,5410085,0,0,0,16812311,14297625,6665633,17794331,15177,20005603,12253442,12242072,0,10709120,12546844,11903758,8953516,20531566,10879359,16368480,0,24252530,22069083,22296901,11227988,20443812,28809685,25991841,7308,26523034,15919145,19325688,15215931,38341519,20024476,13516804,21804690,27368554,13695578,27675623,45639872,34993290,16384818,21774298,4240266,35476947,10667036,20111995,16260442,32328769,26209308,19746190,9731145,11052027,13115883,15425993,16738570,18206455,17988909,18895662,21137537,13842743.1247802,16821725.4110463,20272944.1840613,15253754.588294,2498.38433212596,21627922.3140744,19626725.3853905,18619068.1892561,14491285.8514685,26013670.8380681,17358430.0017021,5338846.4895147,6145946.65866439,8855507.01631304,7380452.94237438,5333.58862990044,9973488.22276708,9942901.94644406,8000424.97669292,5955624.46600098,13770210.519289,2578084.72604169
17179,6.178,504.43878,Cer 30:1;O2|Cer 13:0;O2/17:1,[M+Na]+,null,0.94,True,8.460,504.43869,C30H59NO3,Cer_NDS,UDVJXRFPONIRBN-UHFFFAOYSA-N,O=C(NC(CO)C(O)CCCCCCCCCC)CCCCCCCC=CCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17179,0,0.00,1.00,0.66,0.54,0.75,2.00,2.00,2.36,47.92,20240423_Mcap_pos_12,504.43817:651042 505.44284:288041 506.44751:58581,52.98553:2602 65.65106:3100 69.17303:2620 74.45251:2726 97.44825:5849 116.01676:2520 124.52985:2892 149.50128:2763 159.23564:2803 170.91853:2688 183.00090:2608 196.27560:2848 227.95389:3000 364.70660:3047 393.31427:3211 409.00674:3479 469.64578:2968 486.46652:7711 504.35260:75094 504.43655:267415,6107311,1190210,6129734,5626488,6068303,4527753,9794496,11372687,550007,5549358,12594974,8769582,10981401,8488012,6268034,8231287,5779908,9830420,5938850,7088799,6766554,13512701,5284181,6725279,6197415,8057755,6496306,7924319,7592059,11813825,9903115,8162531,998934,4572654,7094816,7261719,5840276,12976997,5616244,6946798,6837563,7757290,7314125,7785285,4958159,8036980,6583978,8495079,6566617,6672134,7024944,7035107,5377267,10215446,7179600,5207431,8443959,9102909,1595331,8713820,5073075,4473939,5043343,5663832,6295390,6825186,7034293,7436665,7774602,7906198,5959240.52804349,5260822.57561021,6845801.80806106,7963631.03187352,11294120.2071554,5801056.02197145,6689541.65156357,7644536.98996631,5275141.28153487,5973292.7293656,6990881.10794148,968281.316557164,2511417.53338392,1443917.84069014,981418.725166872,1604097.94414233,3095827.29811572,451105.143803199,1522499.34189902,2372630.84676615,2357030.61529616,808790.630658813
17180,7.610,504.44040,Cer 30:1;O2|Cer 18:1;O2/12:0,[M+Na]+,null,0.94,True,8.540,504.43869,C30H59NO3,Cer_NS,HXFPPRPLRSPNIB-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17180,0,0.00,1.00,0.49,0.61,0.75,2.00,2.00,2.34,1126.09,20240423_Mcap_pos_3,504.43942:50643932 505.44409:18849978 506.44876:3283126,65.11170:31622 71.00574:74915 71.00997:196909 97.44075:73543 104.22092:31094 161.32326:34165 233.17500:41370 264.30014:34811 314.14410:35918 504.44009:472623,323463680,514722449,288154067,391722494,298064939,473146033,448311,119740,549596175,229444151,284026,863937,95121,382186896,399540142,222119245,453044974,447330,449619847,421167188,434743144,345931,355022762,345595282,367276962,319690490,383767739,385244566,428753653,106772,510544166,508395153,563430062,388713558,533906364,597441041,463990202,1003931,622872760,461316919,536842034,439561852,725939548,519822139,404638007,539036283,588466377,423233104,607582478,814357591,667694804,409046642,517780529,165434524,466341004,362664588,496238361,382004499,676661412,620381252,444402932,353600438,381218677,422601781,437984493,475664176,479657293,485134781,493939289,513024836,398437152.045039,453810778.367148,483764016.185274,410967929.073823,412788.803669626,480021652.902084,474195650.205329,455230867.139852,410697285.63057,534482364.664378,472572378.443952,88610669.9701088,58473105.7989886,128575394.08231,144977840.746491,327285.201018959,141273909.602397,136878864.460292,153043292.294947,102685366.36003,171386400.410181,31633046.8387663
17184,7.139,504.44073,Cer 32:3;O3|Cer 18:2;O2/14:1;O,[M+H-H2O]+,null,0.84,True,8.180,504.44110,C32H59NO4,Cer_HS,VBCBIQCHPFZCTF-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCCCCCCCC)C(O)CCCCCCC=CCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17184,0,0.00,1.00,0.68,0.79,0.96,4.00,2.00,2.51,68.41,20240423_Mcap_pos_13,504.43982:1991124 505.44449:754157 506.44915:110898,59.19192:2415 72.67774:2653 79.07416:2476 98.04407:2536 116.60703:2772 228.37622:3431 233.22493:4699 248.23560:5133 250.25229:6792 262.25253:24531 280.26202:4190 319.66254:3442 504.47983:29857,15133637,38240874,24840937,30463384,13395599,32434598,141558,41929,48182574,11048654,82209,518422,46168,21077114,28980067,9196021,33763125,592254,25123835,24347797,24548160,23530,24385979,22747069,19849025,15585657,2325199,21665608,24142888,101061,31375814,28269034,34199328,26162660,24488850,40709853,3195060,216852,41484516,31745934,23586782,20654775,47252998,26844023,33959510,33943047,45670227,18784855,37936322,46309435,43256617,26792133,32845198,7990962,3358168,23680460,28824052,18050874,41953261,33963490,29039264,22094749,20874315,26321653,26105466,27191361,27184096,26479871,27696747,28848273,24259235.4397743,24856188.4219116,31447354.1558092,20543517.0362449,195997.979344631,35157771.9852363,24574049.8452667,27501522.2228354,25573948.1862235,26215473.6025695,27118209.7733022,4836411.61862019,12078199.9025906,10214524.4777835,8978062.9569193,212798.874159506,13475691.9960404,14498916.0372897,10538479.3853735,6928521.15187258,15733064.6303103,949134.968394406
17236,6.943,505.36475,DG 26:1,[M+Na]+,null,0.87,True,8.270,505.38629,C29H54O5,DG,KJIDXLFNTLKOKK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17236,0,0.00,0.91,0.99,0.75,0.75,1.00,1.00,1.79,111.13,20240423_Mcap_pos_52,505.36475:6667248 506.36941:2408709 507.37408:458528,99.62580:3967 119.69040:4388 227.97717:5105 259.13043:9483 259.71957:4210 505.36432:1966944,32349232,20130680,20301895,29249406,30835716,19087289,23717,12912,35074843,19395145,0,35305,0,37246980,31608017,22926878,34474701,52395,44818930,22830647,43810753,0,31586294,32914862,54472148,27764351,42871062,21891342,52271016,0,35735678,49185453,41084153,23670340,44409594,44733956,34386504,61205,36497383,35284385,41518676,48987771,93754524,57475980,21129462,51287128,28188002,43564056,56731454,87437843,47354254,28478998,35426806,16304985,71999082,29658877,43457469,28737398,42954900,49986409,41468416,17938708,24004175,30768883,35884173,39703328,42848327,44490853,45824898,45402952,31297926.3118028,26305216.250407,33034080.5028259,40339336.4911861,20614.8732766189,30709514.2968771,51821016.2751037,42268722.4126384,33072557.284808,54609131.4415564,40703345.0590386,8899966.07084089,10313112.7184022,8672751.23392831,12650727.8277686,24088.76041086,9665958.56528378,21786271.3270274,14613306.2190489,4728472.58390674,22314504.8621979,5629990.61144159
17309,4.383,506.32602,RIKEN P-VS1 ID-4316 from Mouse_Muscle_WT_CTX0_Ctr,[M+H]+,null,0.83,True,7.640,506.33939,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17309,0,0.00,0.96,0.02,0.16,0.18,7.00,0.14,0.62,39.00,20240423_Mcap_pos_51,506.32587:1213581 507.33053:506427 508.33520:4817056,67.05459:5338 81.07016:10745 103.03910:13214 129.06979:9179 141.06970:5844 157.10060:6934 265.10718:4061,2146234,12826343,1976028,8201414,1720919,12701010,94688,187705,18290493,2589837,136207,142543,211410,2397799,9374582,1022136,8037906,141832,7768416,5116871,7805192,138271,6363100,5023330,4668270,4039005,12988473,3103012,3634948,40152,8264687,7391074,11905746,2793861,7734603,10398253,15749646,190530,17866299,8027801,3088118,2636027,9755503,5190337,8222662,7714429,13885524,2638035,14168884,9193791,14187283,1927617,14120512,1311126,8992567,6849345,4250821,3294973,5935056,6426428,5226379,5230303,3165624,5720440,5950182,6352331,6412370,6728908,7046300,6646779,2859706.10925673,9312499.12211743,9115147.84410921,3232609.02650482,142593.108790243,10275242.6813296,8721103.74400437,7730288.21908005,8050172.90299886,5593002.28901653,6408187.06297453,1250309.34426005,5003082.51910137,5904655.33039566,2109739.18473211,52342.487935084,5377999.30752575,2754813.59002305,4071030.46297684,4031225.74728964,2936309.59996373,456960.777199046
17314,5.058,506.36227,Cer 31:7;O2|Cer 13:2;O2/18:5,[M+Na]+,null,0.87,True,6.750,506.36050,C31H49NO3,Cer_NS,GMBCAJPYMAPEEC-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCCC)CC=CCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17314,0,0.00,1.00,0.44,0.50,0.75,2.00,2.00,2.31,672.99,20240423_Mcap_pos_21,506.36209:5791726 507.36676:2150430 508.37143:539946,66.97803:2760 71.49529:9535 74.57187:2863 80.00849:3016 83.30509:3823 97.44752:3457 104.72821:3123 120.21386:4012 131.03339:4377 135.55817:3157 141.60217:3353 155.24663:3061 163.04265:3353 180.35678:3138 192.10471:3066 232.69917:3760 238.58615:3992 499.25604:4257 506.19727:7092 506.36139:53092,20366373,140307703,37275365,96352927,15797222,104669302,35998,0,155803136,34727282,48781,0,0,40041921,59777792,17340199,66466647,49522,69243562,82807885,51549552,18965,74407340,32043320,42771759,66897198,74046633,55190278,32120600,2955,138353787,62862899,109517888,29093832,80471632,138503377,154780089,149841,187273588,67662400,47526705,30407994,103695597,52725132,79991305,71023232,167541684,28968520,126303073,78253720,168350688,36892381,112720484,27884662,57321338,49835824,98068216,83358285,62825436,70368654,30812669,54097947,26322743,67012055,66640107,68671745,69109111,69330821,73097819,68006562,33661220.9395038,105788523.743546,109498735.432386,37540274.6692204,34006.8884491823,119153428.393976,68718827.4062358,70829971.4305455,74237009.0649441,47875305.1468449,68838317.3338552,9181310.93873482,37020611.6958125,55081366.4925831,21301732.093281,48140.9984599819,51164723.7461154,22081054.6945196,31615269.7610197,32110264.0885504,21229284.6310752,2134875.73791397
17332,8.324,506.45633,Cer 30:0;O2|Cer 15:0;O2/15:0,[M+Na]+,null,0.89,True,8.700,506.45441,C30H61NO3,Cer_NDS,GUGIJMABTIOSMM-UHFFFAOYSA-N,O=C(NC(CO)C(O)CCCCCCCCCCCC)CCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17332,0,0.00,1.00,0.63,0.62,0.75,2.00,2.00,2.38,1020.44,20240423_Mcap_pos_22,506.45578:28693246 507.46045:9961610 508.46512:1806763,50.20124:14615 51.27555:14641 51.67966:14044 62.93258:14108 69.23232:14191 112.83530:14997 159.30559:16913 170.39960:15621 222.90906:13460 224.26447:16659 360.46533:16612 483.64041:14953 506.39087:25984 506.45667:235781,93908214,128005918,88524189,142603148,102045209,146713211,0,0,189624997,69927095,37718,268939,0,116283984,191122634,67833557,159838139,3008,156231985,91610607,166281170,145391,160109782,140056514,130149966,107211692,258598166,99627989,147060645,0,143810687,197313233,209719209,125474558,198967535,180779379,213074344,180858,158003272,125785552,147055078,144361130,334395644,156501093,134682216,266868994,170914230,108052349,188550938,307199475,208627565,122639241,221354381,43973430,281156090,182240571,123438651,50859294,214943076,196708555,197805706,109824417,145572053,127289849,141847121,142692300,142609917,139313555,156258129,154288010,129234497.667512,135444524.716923,136593234.49195,124570791.066899,70657.0674030469,148289767.594102,213252519.178564,163120688.638469,170115358.274853,206715411.41382,143471268.760356,39956210.7663298,42262627.1512867,54663547.5460775,45368374.0336605,101658.845025623,43867934.6521307,72853303.26887,75122532.4526131,43131056.2970822,73336776.7940479,9692068.93272697
17393,7.683,507.38025,DG 26:0,[M+Na]+,null,0.86,True,8.500,507.40201,C29H56O5,DG,OTXDUPRFHFQSSG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC)CO)CCCCCCCCCCCCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17393,0,0.00,0.91,0.98,0.75,0.75,1.00,1.00,1.79,80.79,20240423_Mcap_pos_40,507.38022:2401686 508.38489:864885 509.38955:106113,63.27177:2707 142.81235:3495 484.61502:3681 507.38028:498269,20240685,17486216,10450124,13871864,12266260,12963107,0,10069,20007867,8877522,11357,20557,0,14573775,9305096,9177796,16639841,13159,18302770,14482934,15661767,0,12229769,11149630,16304939,9980999,8775991,13300033,16530397,0,15986353,17206567,15082059,13687615,17063745,21726852,13396217,9013,17941479,13859391,18370549,18022926,23742086,17272567,15143366,19806040,17604805,14724534,19147110,28148401,19189557,13920201,10569414,5870780,15087777,13003148,18862772,14241468,21041171,17806596,19406477,12454490,13785847,17253318,18006848,17935621,17356312,16670351,16010710,17839497,16012608.1826733,14940956.0346017,15864040.0623132,14303587.917815,7128.4481022736,16557794.0652508,15142270.6538113,15698776.3166796,12002503.1836754,18769419.7627718,17296093.8118293,3890497.53861283,2628664.72073347,2414635.28706851,3217469.49300418,7500.38807882032,4495155.82378576,5547480.2649739,5249527.4949221,1865702.08239943,5236165.04537137,736961.611429728
17394,7.829,507.38037,DG 26:0,[M+Na]+,null,0.61,True,8.500,507.40201,C29H56O5,DG,OTXDUPRFHFQSSG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC)CO)CCCCCCCCCCCCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,17394,0,0.00,0.91,0.98,0.75,0.75,1.00,1.00,1.79,95.64,20240423_Mcap_pos_41,507.38028:3896592 508.38495:1464501 509.38962:213642,53.63162:3084 54.12861:3361 64.38932:3027 79.48601:2735 155.87354:3219 237.11073:5395 507.38000:927794,3865020,17922017,4486331,13911545,3031981,15042390,0,0,21148365,7725069,0,0,0,7232835,18068772,3293131,19435465,0,22733446,12065000,11474377,0,24533537,14065804,17399875,12403887,12796261,11862332,7076947,0,16920822,19612850,17445743,4543704,21316948,27124304,16883977,0,17846967,14024540,6543443,6544258,35959496,5570253,16451711,23287314,17569383,5009902,24683805,12053941,20703912,6860381,19559086,5760788,7445556,17798937,22293646,14502836,8125348,8174512,7539516,13840084,5054262,11360311,11851215,12042586,12340810,12879644,13063416,12525237,5639732.4344231,16341185.7075517,16377175.9874044,5385435.83703863,0,17823275.8830919,19502621.5963029,18350457.2685649,17634499.0751939,7716718.8086807,12294745.5133471,1522962.26958535,3590364.44682048,3470168.96411849,2063177.36594023,0,6360805.02410043,8832054.76176026,7245707.58082176,4276875.36971314,2363245.76856286,594654.01110151
