ID,File,Class,Height,Area
162,20240423_Mcap_pos_53,NB_6C,2230710,24252715
162,20240423_Mcap_pos_54,WT_0C,1879829,18080170
162,20240423_Mcap_pos_55,B_0C,2697823,28934242
162,20240423_Mcap_pos_56,WT_3C,573001,4718084
162,20240423_Mcap_pos_57,NB_0C,2023624,20729769
162,20240423_Mcap_pos_58,NB_6C,275429,2334669
162,20240423_Mcap_pos_59,WT_0C,1314182,11547180
162,20240423_Mcap_pos_6,NB_0C,611549,5487194
162,20240423_Mcap_pos_60,B_3C,1571893,14604774
162,20240423_Mcap_pos_61,B_0C,1356260,12998943
162,20240423_Mcap_pos_62,WT_0C,1258648,11739210
162,20240423_Mcap_pos_63,WT_6C,1484566,14284860
162,20240423_Mcap_pos_7,WT_3C,435294,3742347
162,20240423_Mcap_pos_8,B_3C,717964,6217645
162,20240423_Mcap_pos_9,WT_0C,365796,3261900
162,20240423_Mcap_pos_PBQC1,PBQC,1161924,10798251
162,20240423_Mcap_pos_PBQC2,PBQC,1201918,10904058
162,20240423_Mcap_pos_PBQC3,PBQC,1309574,11366773
162,20240423_Mcap_pos_PBQC4,PBQC,1250269,11095190
162,20240423_Mcap_pos_PBQC5,PBQC,1513560,12776622
162,20240423_Mcap_pos_PBQC6,PBQC,1318255,11272287
162,20240423_Mcap_pos_PBQC7,PBQC,1314644,11868076
3419,20240423_Mcap_pos_1,WT_3C,222476,2429979
3419,20240423_Mcap_pos_10,B_3C,739872,12915993
3419,20240423_Mcap_pos_11,WT_3C,266116,5612420
3419,20240423_Mcap_pos_12,B_0C,731384,12200669
3419,20240423_Mcap_pos_13,WT_6C,243712,4865462
3419,20240423_Mcap_pos_14,B_3C,854638,14830065
3419,20240423_Mcap_pos_15,Blank,68946,1328064
3419,20240423_Mcap_pos_16,Blank,95340,1962529
3419,20240423_Mcap_pos_17,B_6C,734808,12824620
3419,20240423_Mcap_pos_18,B_6C,401488,7438590
3419,20240423_Mcap_pos_19,Blank,62483,615812
3419,20240423_Mcap_pos_2,Blank,81602,1372283
3419,20240423_Mcap_pos_20,Blank,22034,82013
3419,20240423_Mcap_pos_21,WT_6C,187544,3273750
3419,20240423_Mcap_pos_22,NB_3C,776125,13727584
3419,20240423_Mcap_pos_23,WT_6C,177237,1009888
3419,20240423_Mcap_pos_24,B_0C,561048,10717018
3419,20240423_Mcap_pos_25,Blank,23891,110711
3419,20240423_Mcap_pos_26,NB_6C,563086,9842391
3419,20240423_Mcap_pos_27,B_3C,578547,9708361
3419,20240423_Mcap_pos_28,NB_3C,736575,12809467
3419,20240423_Mcap_pos_29,Blank,98127,1780231
3419,20240423_Mcap_pos_3,NB_0C,420977,6759399
3419,20240423_Mcap_pos_30,NB_0C,550719,9777803
3419,20240423_Mcap_pos_31,NB_3C,505883,9568612
3419,20240423_Mcap_pos_32,NB_0C,456310,7057177
3419,20240423_Mcap_pos_33,NB_3C,978435,17429131
3419,20240423_Mcap_pos_34,B_0C,472226,8832619
3419,20240423_Mcap_pos_35,WT_0C,266107,4888691
3419,20240423_Mcap_pos_36,Blank,19695,35118
3419,20240423_Mcap_pos_37,B_6C,509938,9189642
3419,20240423_Mcap_pos_38,NB_6C,506233,9193399
3419,20240423_Mcap_pos_39,NB_0C,634650,10208729
3419,20240423_Mcap_pos_4,WT_3C,283446,4893172
3419,20240423_Mcap_pos_40,NB_3C,650947,11137548
3419,20240423_Mcap_pos_41,B_6C,598996,9336253
3419,20240423_Mcap_pos_42,B_3C,937374,15567262
3419,20240423_Mcap_pos_43,Blank,19633,51528
3419,20240423_Mcap_pos_44,B_0C,766865,12104727
3419,20240423_Mcap_pos_45,NB_6C,625068,10424128
3419,20240423_Mcap_pos_46,WT_3C,242725,5722756
3419,20240423_Mcap_pos_47,WT_0C,220892,3765794
3419,20240423_Mcap_pos_48,NB_3C,530158,8230744
3419,20240423_Mcap_pos_49,WT_6C,282520,5895000
3419,20240423_Mcap_pos_5,B_6C,636888,12867625
3419,20240423_Mcap_pos_50,NB_6C,537945,9990765
3419,20240423_Mcap_pos_51,B_6C,869115,14585946
3419,20240423_Mcap_pos_52,WT_6C,214294,2343727
3419,20240423_Mcap_pos_53,NB_6C,591559,9406260
3419,20240423_Mcap_pos_54,WT_0C,350437,5895597
3419,20240423_Mcap_pos_55,B_0C,803040,12316133
3419,20240423_Mcap_pos_56,WT_3C,264685,4775100
3419,20240423_Mcap_pos_57,NB_0C,1126172,18230756
3419,20240423_Mcap_pos_58,NB_6C,299792,4975895
3419,20240423_Mcap_pos_59,WT_0C,471162,9955352
3419,20240423_Mcap_pos_6,NB_0C,631386,9704367
3419,20240423_Mcap_pos_60,B_3C,404137,5880018
3419,20240423_Mcap_pos_61,B_0C,351190,5432564
3419,20240423_Mcap_pos_62,WT_0C,371050,7815036
3419,20240423_Mcap_pos_63,WT_6C,293784,4724358
3419,20240423_Mcap_pos_7,WT_3C,332580,6106572
3419,20240423_Mcap_pos_8,B_3C,573836,9493645
3419,20240423_Mcap_pos_9,WT_0C,403277,8205267
3419,20240423_Mcap_pos_PBQC1,PBQC,482779,8002558
3419,20240423_Mcap_pos_PBQC2,PBQC,428264,8677712
3419,20240423_Mcap_pos_PBQC3,PBQC,478438,8654240
3419,20240423_Mcap_pos_PBQC4,PBQC,470260,8589561
3419,20240423_Mcap_pos_PBQC5,PBQC,498750,9389059
3419,20240423_Mcap_pos_PBQC6,PBQC,504161,9865778
3419,20240423_Mcap_pos_PBQC7,PBQC,465772,8911537
3541,20240423_Mcap_pos_1,WT_3C,625877,10991729
3541,20240423_Mcap_pos_10,B_3C,1727500,26412233
3541,20240423_Mcap_pos_11,WT_3C,903012,14046795
3541,20240423_Mcap_pos_12,B_0C,1055549,17051607
3541,20240423_Mcap_pos_13,WT_6C,983199,15321326
3541,20240423_Mcap_pos_14,B_3C,1998826,27259291
3541,20240423_Mcap_pos_15,Blank,131380,2399481
3541,20240423_Mcap_pos_16,Blank,120492,1120192
3541,20240423_Mcap_pos_17,B_6C,955830,16790194
3541,20240423_Mcap_pos_18,B_6C,827736,13330410
3541,20240423_Mcap_pos_19,Blank,122329,882231
3541,20240423_Mcap_pos_2,Blank,136547,2464753
3541,20240423_Mcap_pos_20,Blank,127958,1527817
3541,20240423_Mcap_pos_21,WT_6C,990597,15474076
3541,20240423_Mcap_pos_22,NB_3C,1505541,24820380
3541,20240423_Mcap_pos_23,WT_6C,870391,13695572
3541,20240423_Mcap_pos_24,B_0C,513728,9436039
3541,20240423_Mcap_pos_25,Blank,125913,899317
3541,20240423_Mcap_pos_26,NB_6C,890745,15112724
3541,20240423_Mcap_pos_27,B_3C,1150653,17415912
3541,20240423_Mcap_pos_28,NB_3C,1442097,21584469
3541,20240423_Mcap_pos_29,Blank,127114,1083535
3541,20240423_Mcap_pos_3,NB_0C,451978,9017689
3541,20240423_Mcap_pos_30,NB_0C,888798,15680768
3541,20240423_Mcap_pos_31,NB_3C,676497,12766295
3541,20240423_Mcap_pos_32,NB_0C,976098,15468356
3541,20240423_Mcap_pos_33,NB_3C,2422682,42754768
3541,20240423_Mcap_pos_34,B_0C,1078229,16173368
3541,20240423_Mcap_pos_35,WT_0C,771871,13554401
3541,20240423_Mcap_pos_36,Blank,269233,7264061
3541,20240423_Mcap_pos_37,B_6C,1195945,19342791
3541,20240423_Mcap_pos_38,NB_6C,1397782,20590384
3541,20240423_Mcap_pos_39,NB_0C,2319066,32792314
3541,20240423_Mcap_pos_4,WT_3C,990103,15494498
3541,20240423_Mcap_pos_40,NB_3C,1648893,25023879
3541,20240423_Mcap_pos_41,B_6C,1329803,20694104
3541,20240423_Mcap_pos_42,B_3C,2564687,44801605
3541,20240423_Mcap_pos_43,Blank,136808,1644106
3541,20240423_Mcap_pos_44,B_0C,1848328,28947147
3541,20240423_Mcap_pos_45,NB_6C,1171260,18788997
3541,20240423_Mcap_pos_46,WT_3C,1440066,22368324
3541,20240423_Mcap_pos_47,WT_0C,959301,16303872
3541,20240423_Mcap_pos_48,NB_3C,729545,14314304
3541,20240423_Mcap_pos_49,WT_6C,874796,16182112
3541,20240423_Mcap_pos_5,B_6C,926940,15575593
3541,20240423_Mcap_pos_50,NB_6C,792228,14996989
3541,20240423_Mcap_pos_51,B_6C,2186674,31908758
3541,20240423_Mcap_pos_52,WT_6C,1199498,18872177
3541,20240423_Mcap_pos_53,NB_6C,1866852,27904823
3541,20240423_Mcap_pos_54,WT_0C,2279354,33641967
3541,20240423_Mcap_pos_55,B_0C,1825637,28447058
3541,20240423_Mcap_pos_56,WT_3C,1181537,18094066
3541,20240423_Mcap_pos_57,NB_0C,2393604,35639214
3541,20240423_Mcap_pos_58,NB_6C,643214,11709795
3541,20240423_Mcap_pos_59,WT_0C,1866276,35728330
3541,20240423_Mcap_pos_6,NB_0C,853995,15096421
3541,20240423_Mcap_pos_60,B_3C,978938,16605587
3541,20240423_Mcap_pos_61,B_0C,663034,12868969
3541,20240423_Mcap_pos_62,WT_0C,2356826,34933075
3541,20240423_Mcap_pos_63,WT_6C,2172925,30346160
3541,20240423_Mcap_pos_7,WT_3C,900282,14786985
3541,20240423_Mcap_pos_8,B_3C,870967,13998282
3541,20240423_Mcap_pos_9,WT_0C,1439374,22545937
3541,20240423_Mcap_pos_PBQC1,PBQC,945771,16054315
3541,20240423_Mcap_pos_PBQC2,PBQC,1098784,17076417
3541,20240423_Mcap_pos_PBQC3,PBQC,1115059,18774949
3541,20240423_Mcap_pos_PBQC4,PBQC,1177665,18565019
3541,20240423_Mcap_pos_PBQC5,PBQC,1250046,20140802
3541,20240423_Mcap_pos_PBQC6,PBQC,1352616,21273734
3541,20240423_Mcap_pos_PBQC7,PBQC,1260423,19792736
3752,20240423_Mcap_pos_1,WT_3C,913744,8549162
3752,20240423_Mcap_pos_10,B_3C,1727205,14616719
3752,20240423_Mcap_pos_11,WT_3C,802068,7386459
3752,20240423_Mcap_pos_12,B_0C,1520481,12407124
3752,20240423_Mcap_pos_13,WT_6C,973648,9722854
3752,20240423_Mcap_pos_14,B_3C,1361524,12031991
3752,20240423_Mcap_pos_15,Blank,23199,181180
3752,20240423_Mcap_pos_16,Blank,20945,129625
3752,20240423_Mcap_pos_17,B_6C,1893417,16171971
3752,20240423_Mcap_pos_18,B_6C,1176462,12606471
3752,20240423_Mcap_pos_19,Blank,158136,3873302
3752,20240423_Mcap_pos_2,Blank,51562,487096
3752,20240423_Mcap_pos_20,Blank,211576,2441598
3752,20240423_Mcap_pos_21,WT_6C,1120438,9891157
3752,20240423_Mcap_pos_22,NB_3C,1381157,12437135
3752,20240423_Mcap_pos_23,WT_6C,560703,5109836
3752,20240423_Mcap_pos_24,B_0C,1669006,13377567
3752,20240423_Mcap_pos_25,Blank,20263,241663
3752,20240423_Mcap_pos_26,NB_6C,1771269,15153112
3752,20240423_Mcap_pos_27,B_3C,981956,8688088
3752,20240423_Mcap_pos_28,NB_3C,1811496,15366565
3752,20240423_Mcap_pos_29,Blank,18575,115644
3752,20240423_Mcap_pos_3,NB_0C,1438209,11287774
3752,20240423_Mcap_pos_30,NB_0C,1322742,11171097
3752,20240423_Mcap_pos_31,NB_3C,1606184,13745368
3752,20240423_Mcap_pos_32,NB_0C,779304,7499697
3752,20240423_Mcap_pos_33,NB_3C,1776044,14082546
3752,20240423_Mcap_pos_34,B_0C,851042,7702507
3752,20240423_Mcap_pos_35,WT_0C,1404318,11624419
3752,20240423_Mcap_pos_36,Blank,230050,5079950
3752,20240423_Mcap_pos_37,B_6C,1529360,12739179
3752,20240423_Mcap_pos_38,NB_6C,1498578,13145598
3752,20240423_Mcap_pos_39,NB_0C,1798799,15838381
3752,20240423_Mcap_pos_4,WT_3C,1197853,10896895
3752,20240423_Mcap_pos_40,NB_3C,1580430,13902193
3752,20240423_Mcap_pos_41,B_6C,1719837,15120093
3752,20240423_Mcap_pos_42,B_3C,1769551,13441411
3752,20240423_Mcap_pos_43,Blank,18309,121728
3752,20240423_Mcap_pos_44,B_0C,2027993,17290626
3752,20240423_Mcap_pos_45,NB_6C,1491833,13311295
3752,20240423_Mcap_pos_46,WT_3C,1318689,11265810
3752,20240423_Mcap_pos_47,WT_0C,1057388,9420545
3752,20240423_Mcap_pos_48,NB_3C,3216813,27956373
3752,20240423_Mcap_pos_49,WT_6C,1812960,15162169
3752,20240423_Mcap_pos_5,B_6C,1386000,11642781
3752,20240423_Mcap_pos_50,NB_6C,1839909,15999166
3752,20240423_Mcap_pos_51,B_6C,1586020,14279869
3752,20240423_Mcap_pos_52,WT_6C,1054501,9077460
3752,20240423_Mcap_pos_53,NB_6C,2000005,16613427
3752,20240423_Mcap_pos_54,WT_0C,3067489,25928994
3752,20240423_Mcap_pos_55,B_0C,2631420,22310905
3752,20240423_Mcap_pos_56,WT_3C,1027601,9104507
3752,20240423_Mcap_pos_57,NB_0C,1588399,14969530
3752,20240423_Mcap_pos_58,NB_6C,410800,3724713
3752,20240423_Mcap_pos_59,WT_0C,2231493,17544306
3752,20240423_Mcap_pos_6,NB_0C,1144229,9998170
3752,20240423_Mcap_pos_60,B_3C,1155542,9777928
3752,20240423_Mcap_pos_61,B_0C,883581,7692514
3752,20240423_Mcap_pos_62,WT_0C,1910889,17104815
3752,20240423_Mcap_pos_63,WT_6C,1818615,15790447
3752,20240423_Mcap_pos_7,WT_3C,1761875,14926575
3752,20240423_Mcap_pos_8,B_3C,1235197,10521704
3752,20240423_Mcap_pos_9,WT_0C,1128790,9902149
3752,20240423_Mcap_pos_PBQC1,PBQC,1385035,12314113
3752,20240423_Mcap_pos_PBQC2,PBQC,1458781,12567600
3752,20240423_Mcap_pos_PBQC3,PBQC,1527700,12913686
3752,20240423_Mcap_pos_PBQC4,PBQC,1556381,13033976
3752,20240423_Mcap_pos_PBQC5,PBQC,1614668,13572248
3752,20240423_Mcap_pos_PBQC6,PBQC,1604062,13064544
3752,20240423_Mcap_pos_PBQC7,PBQC,1556050,13762607
4141,20240423_Mcap_pos_1,WT_3C,180022,3372447
4141,20240423_Mcap_pos_10,B_3C,1045567,15354376
4141,20240423_Mcap_pos_11,WT_3C,206596,5068484
4141,20240423_Mcap_pos_12,B_0C,696500,14105584
4141,20240423_Mcap_pos_13,WT_6C,214569,4040786
4141,20240423_Mcap_pos_14,B_3C,1032773,17363484
4141,20240423_Mcap_pos_15,Blank,26569,250550
4141,20240423_Mcap_pos_16,Blank,25525,115328
4141,20240423_Mcap_pos_17,B_6C,1482716,19457110
4141,20240423_Mcap_pos_18,B_6C,337655,6392284
4141,20240423_Mcap_pos_19,Blank,28396,168861
4141,20240423_Mcap_pos_2,Blank,28924,130317
4141,20240423_Mcap_pos_20,Blank,35101,251371
4141,20240423_Mcap_pos_21,WT_6C,192124,3715661
4141,20240423_Mcap_pos_22,NB_3C,861446,13881088
4141,20240423_Mcap_pos_23,WT_6C,130219,1423989
4141,20240423_Mcap_pos_24,B_0C,540940,9542022
4141,20240423_Mcap_pos_25,Blank,25976,190772
4141,20240423_Mcap_pos_26,NB_6C,685523,10789222
4141,20240423_Mcap_pos_27,B_3C,401356,6792218
4141,20240423_Mcap_pos_28,NB_3C,537108,11120891
4141,20240423_Mcap_pos_29,Blank,24298,176590
4141,20240423_Mcap_pos_3,NB_0C,448572,7660894
4141,20240423_Mcap_pos_30,NB_0C,526965,11135486
4141,20240423_Mcap_pos_31,NB_3C,366138,6949769
4141,20240423_Mcap_pos_32,NB_0C,284432,4907020
4141,20240423_Mcap_pos_33,NB_3C,1428368,20168814
4141,20240423_Mcap_pos_34,B_0C,335898,5974278
4141,20240423_Mcap_pos_35,WT_0C,274449,5100876
4141,20240423_Mcap_pos_36,Blank,28731,174402
4141,20240423_Mcap_pos_37,B_6C,661512,10559276
4141,20240423_Mcap_pos_38,NB_6C,474237,8149045
4141,20240423_Mcap_pos_39,NB_0C,1389689,18564439
4141,20240423_Mcap_pos_4,WT_3C,273526,5453272
4141,20240423_Mcap_pos_40,NB_3C,623105,10094642
4141,20240423_Mcap_pos_41,B_6C,685049,10081364
4141,20240423_Mcap_pos_42,B_3C,1402512,18637699
4141,20240423_Mcap_pos_43,Blank,26638,211443
4141,20240423_Mcap_pos_44,B_0C,1325574,16853110
4141,20240423_Mcap_pos_45,NB_6C,774472,11033470
4141,20240423_Mcap_pos_46,WT_3C,241931,4343887
4141,20240423_Mcap_pos_47,WT_0C,200949,3657154
4141,20240423_Mcap_pos_48,NB_3C,858051,11277419
4141,20240423_Mcap_pos_49,WT_6C,357803,6505924
4141,20240423_Mcap_pos_5,B_6C,723592,11813608
4141,20240423_Mcap_pos_50,NB_6C,723801,11560006
4141,20240423_Mcap_pos_51,B_6C,909160,14373640
4141,20240423_Mcap_pos_52,WT_6C,172870,3682290
4141,20240423_Mcap_pos_53,NB_6C,738959,11373750
4141,20240423_Mcap_pos_54,WT_0C,511049,8515389
4141,20240423_Mcap_pos_55,B_0C,1046338,14391764
4141,20240423_Mcap_pos_56,WT_3C,256561,4264367
4141,20240423_Mcap_pos_57,NB_0C,1271394,17842724
4141,20240423_Mcap_pos_58,NB_6C,136375,2532632
4141,20240423_Mcap_pos_59,WT_0C,536441,8141132
4141,20240423_Mcap_pos_6,NB_0C,402414,9103564
4141,20240423_Mcap_pos_60,B_3C,241739,4558282
4141,20240423_Mcap_pos_61,B_0C,262480,5223215
4141,20240423_Mcap_pos_62,WT_0C,565455,9782147
4141,20240423_Mcap_pos_63,WT_6C,350467,6379663
4141,20240423_Mcap_pos_7,WT_3C,362916,6665820
4141,20240423_Mcap_pos_8,B_3C,513571,9376485
4141,20240423_Mcap_pos_9,WT_0C,365549,8340277
4141,20240423_Mcap_pos_PBQC1,PBQC,426811,8177035
4141,20240423_Mcap_pos_PBQC2,PBQC,395173,6853176
4141,20240423_Mcap_pos_PBQC3,PBQC,434023,8782545
4141,20240423_Mcap_pos_PBQC4,PBQC,458148,7418782
4141,20240423_Mcap_pos_PBQC5,PBQC,516022,8860844
4141,20240423_Mcap_pos_PBQC6,PBQC,477546,9470562
4141,20240423_Mcap_pos_PBQC7,PBQC,471546,9109209
4311,20240423_Mcap_pos_1,WT_3C,266025,3941507
4311,20240423_Mcap_pos_10,B_3C,737343,12117766
4311,20240423_Mcap_pos_11,WT_3C,391142,5526856
4311,20240423_Mcap_pos_12,B_0C,683897,9024632
4311,20240423_Mcap_pos_13,WT_6C,165638,2614405
4311,20240423_Mcap_pos_14,B_3C,457240,6963568
4311,20240423_Mcap_pos_15,Blank,19866,101422
4311,20240423_Mcap_pos_16,Blank,23578,92095
4311,20240423_Mcap_pos_17,B_6C,737566,12008993
4311,20240423_Mcap_pos_18,B_6C,245476,3303323
4311,20240423_Mcap_pos_19,Blank,21499,147356
4311,20240423_Mcap_pos_2,Blank,29517,133637
4311,20240423_Mcap_pos_20,Blank,22192,157323
4311,20240423_Mcap_pos_21,WT_6C,301024,4879400
4311,20240423_Mcap_pos_22,NB_3C,802809,10843359
4311,20240423_Mcap_pos_23,WT_6C,176644,2672792
4311,20240423_Mcap_pos_24,B_0C,583018,8479224
4311,20240423_Mcap_pos_25,Blank,21770,135941
4311,20240423_Mcap_pos_26,NB_6C,623109,8169307
4311,20240423_Mcap_pos_27,B_3C,410526,5359259
4311,20240423_Mcap_pos_28,NB_3C,686208,9613505
4311,20240423_Mcap_pos_29,Blank,22462,107928
4311,20240423_Mcap_pos_3,NB_0C,575071,7514181
4311,20240423_Mcap_pos_30,NB_0C,358923,4899691
4311,20240423_Mcap_pos_31,NB_3C,450608,5872833
4311,20240423_Mcap_pos_32,NB_0C,500565,6769834
4311,20240423_Mcap_pos_33,NB_3C,836857,11999245
4311,20240423_Mcap_pos_34,B_0C,455794,6419539
4311,20240423_Mcap_pos_35,WT_0C,331966,4227735
4311,20240423_Mcap_pos_36,Blank,21246,128016
4311,20240423_Mcap_pos_37,B_6C,682139,9091096
4311,20240423_Mcap_pos_38,NB_6C,494382,6723900
4311,20240423_Mcap_pos_39,NB_0C,826970,11826849
4311,20240423_Mcap_pos_4,WT_3C,348275,4822516
4311,20240423_Mcap_pos_40,NB_3C,836351,11592861
4311,20240423_Mcap_pos_41,B_6C,630591,9383359
4311,20240423_Mcap_pos_42,B_3C,863575,12407516
4311,20240423_Mcap_pos_43,Blank,15716,36778
4311,20240423_Mcap_pos_44,B_0C,642158,10304381
4311,20240423_Mcap_pos_45,NB_6C,864811,12015367
4311,20240423_Mcap_pos_46,WT_3C,531316,7727622
4311,20240423_Mcap_pos_47,WT_0C,377811,5305183
4311,20240423_Mcap_pos_48,NB_3C,595650,8088863
4311,20240423_Mcap_pos_49,WT_6C,714892,10085131
4311,20240423_Mcap_pos_5,B_6C,505509,6410759
4311,20240423_Mcap_pos_50,NB_6C,637333,8740708
4311,20240423_Mcap_pos_51,B_6C,615575,9865027
4311,20240423_Mcap_pos_52,WT_6C,446467,6434804
4311,20240423_Mcap_pos_53,NB_6C,684147,9810821
4311,20240423_Mcap_pos_54,WT_0C,832746,12426245
4311,20240423_Mcap_pos_55,B_0C,902764,13763993
4311,20240423_Mcap_pos_56,WT_3C,485358,7076963
4311,20240423_Mcap_pos_57,NB_0C,812112,11920533
4311,20240423_Mcap_pos_58,NB_6C,224826,3177297
4311,20240423_Mcap_pos_59,WT_0C,638421,9522226
4311,20240423_Mcap_pos_6,NB_0C,582121,7745252
4311,20240423_Mcap_pos_60,B_3C,341441,4328099
4311,20240423_Mcap_pos_61,B_0C,294220,4047388
4311,20240423_Mcap_pos_62,WT_0C,745564,11748425
4311,20240423_Mcap_pos_63,WT_6C,661631,9446851
4311,20240423_Mcap_pos_7,WT_3C,633045,9036208
4311,20240423_Mcap_pos_8,B_3C,476212,6124814
4311,20240423_Mcap_pos_9,WT_0C,309824,5177743
4311,20240423_Mcap_pos_PBQC1,PBQC,578667,8354529
4311,20240423_Mcap_pos_PBQC2,PBQC,522513,7461333
4311,20240423_Mcap_pos_PBQC3,PBQC,543054,7663018
4311,20240423_Mcap_pos_PBQC4,PBQC,605409,8288205
4311,20240423_Mcap_pos_PBQC5,PBQC,606955,8484749
4311,20240423_Mcap_pos_PBQC6,PBQC,578128,8323096
4311,20240423_Mcap_pos_PBQC7,PBQC,603085,8366465
4431,20240423_Mcap_pos_1,WT_3C,882038,9404275
4431,20240423_Mcap_pos_10,B_3C,1285917,12060033
4431,20240423_Mcap_pos_11,WT_3C,690544,6385126
4431,20240423_Mcap_pos_12,B_0C,1156856,10750620
4431,20240423_Mcap_pos_13,WT_6C,1417148,13274510
4431,20240423_Mcap_pos_14,B_3C,1066299,9753224
4431,20240423_Mcap_pos_15,Blank,459560,4130651
4431,20240423_Mcap_pos_16,Blank,678635,6068746
4431,20240423_Mcap_pos_17,B_6C,1141369,10597904
4431,20240423_Mcap_pos_18,B_6C,2370866,22265755
4431,20240423_Mcap_pos_19,Blank,394630,3630353
4431,20240423_Mcap_pos_2,Blank,529582,5607483
4431,20240423_Mcap_pos_20,Blank,452654,4180906
4431,20240423_Mcap_pos_21,WT_6C,744303,7350025
4431,20240423_Mcap_pos_22,NB_3C,798992,7235978
4431,20240423_Mcap_pos_23,WT_6C,635771,6253857
4431,20240423_Mcap_pos_24,B_0C,958268,8746615
4431,20240423_Mcap_pos_25,Blank,614608,5504367
4431,20240423_Mcap_pos_26,NB_6C,1181941,10848402
4431,20240423_Mcap_pos_27,B_3C,1094540,9752266
4431,20240423_Mcap_pos_28,NB_3C,1674984,14571144
4431,20240423_Mcap_pos_29,Blank,608025,5477988
4431,20240423_Mcap_pos_3,NB_0C,829316,8118062
4431,20240423_Mcap_pos_30,NB_0C,926194,8525743
4431,20240423_Mcap_pos_31,NB_3C,1464301,13426357
4431,20240423_Mcap_pos_32,NB_0C,790926,7540722
4431,20240423_Mcap_pos_33,NB_3C,1083240,9699236
4431,20240423_Mcap_pos_34,B_0C,852482,7746559
4431,20240423_Mcap_pos_35,WT_0C,922338,8844681
4431,20240423_Mcap_pos_36,Blank,644056,6241833
4431,20240423_Mcap_pos_37,B_6C,1292103,11631241
4431,20240423_Mcap_pos_38,NB_6C,826971,7915923
4431,20240423_Mcap_pos_39,NB_0C,1521911,13122405
4431,20240423_Mcap_pos_4,WT_3C,1152206,10768286
4431,20240423_Mcap_pos_40,NB_3C,1183438,11069698
4431,20240423_Mcap_pos_41,B_6C,982691,9186872
4431,20240423_Mcap_pos_42,B_3C,1264643,11437238
4431,20240423_Mcap_pos_43,Blank,476469,4169212
4431,20240423_Mcap_pos_44,B_0C,1964535,17924669
4431,20240423_Mcap_pos_45,NB_6C,1096851,9744928
4431,20240423_Mcap_pos_46,WT_3C,1351331,12502538
4431,20240423_Mcap_pos_47,WT_0C,772001,7335622
4431,20240423_Mcap_pos_48,NB_3C,1595168,14370286
4431,20240423_Mcap_pos_49,WT_6C,1311530,12196565
4431,20240423_Mcap_pos_5,B_6C,929347,8801178
4431,20240423_Mcap_pos_50,NB_6C,1121703,10025017
4431,20240423_Mcap_pos_51,B_6C,1123923,10409982
4431,20240423_Mcap_pos_52,WT_6C,910879,8915939
