Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum
15670,6.283,481.36710,VAE 13:1,[M+H]+,null,0.84,True,10.020,481.40399,C33H52O2,VAE,DJZSSIHJPBIIRL-UHFFFAOYSA-N,O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15670,0,0.00,0.76,0.18,0.47,0.45,7.00,2.00,2.00,97.57,20240423_Mcap_pos_23,481.36700:862182 482.37167:300884 483.37634:44892,71.21812:7871 95.08564:5353 129.06995:5380 169.10078:6325 199.14761:7330 211.14722:5634 225.16336:6335 239.17886:6637
15671,5.984,481.36716,VAE 13:1,[M+H]+,null,0.34,True,10.020,481.40399,C33H52O2,VAE,DJZSSIHJPBIIRL-UHFFFAOYSA-N,O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15671,0,0.00,0.77,0.17,0.57,0.34,7.00,2.00,1.98,58.88,20240423_Mcap_pos_PBQC3,481.36801:1222817 482.37268:417217 483.37735:75222,97.44778:5650 121.10116:4673 169.10103:4025 199.14714:4622
15675,0.920,481.39938,RIKEN P-VS1 ID-3947 from Cell_HEK293_WT_N_Ctr,[M+H]+,null,0.33,True,2.940,481.39981,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15675,0,0.00,1.00,0.58,0.68,0.89,5.00,0.80,1.50,6.89,20240423_Mcap_pos_9,481.39938:623610 482.40405:309869 483.40872:64438,58.06572:30502 71.07689:12631 79.41584:2273 84.08088:3549 95.87917:3008 100.48809:2605 118.98129:3251 123.11642:4036 128.01149:2584 140.14301:33994 182.50577:2823 201.19923:3543 342.26321:9390 481.26135:46795 481.39847:161403
15722,3.802,482.32532,LPC O-16:0,[M+H]+,null,0.94,True,6.460,482.36050,C24H52NO6P,EtherLPC,RKKJZVVEVRCBJA-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCCC)CO,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15722,0,0.00,0.79,0.64,0.71,0.85,5.00,2.00,2.33,410.89,20240423_Mcap_pos_49,482.32635:20487292 483.33102:6632538 484.33569:1155107,61.25235:11740 61.94431:10408 70.96970:60227 86.09650:29468 87.04822:12500 89.05987:30004 104.10709:424901 124.99951:13185 126.89410:12249 133.08501:17561 141.56467:11637 184.07262:36483 234.65866:13752 283.17322:34087 425.15421:12341 482.20804:31659 482.32556:392657
15724,2.517,482.32550,Cer 29:5;O2|Cer 12:1;O2/17:4,[M+Na]+,null,0.41,True,6.970,482.36050,C29H49NO3,Cer_NS,MJZZTRKAMZIQEW-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCC)CCCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15724,0,0.00,0.78,0.30,0.45,0.75,2.00,2.00,2.16,57.70,20240423_Mcap_pos_14,482.32550:699436 483.33017:202468 484.33484:27768,68.88029:2353 71.08597:6044 89.06010:16270 97.44929:4596 104.10730:4441 126.99722:3194 133.08557:8406 137.11919:2480 141.62158:2645 146.97427:2434 177.11205:3372 180.14377:2707 219.54666:2630 283.17307:10990 465.37982:7263 482.32419:29496 482.40289:7122
15739,3.424,482.40436,CAR 22:1,[M+H]+,null,0.14,True,7.390,482.42041,C29H55NO4,CAR,WDWXOVLPQSTGNY-UHFFFAOYSA-N,O=C([O-])CC(OC(=O)CCCCCCCCCCCC=CCCCCCCCC)C[N+](C)(C)C,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15739,0,0.00,0.95,0.17,0.31,0.84,2.00,2.00,2.22,23.47,20240423_Mcap_pos_16,482.40424:709290 483.40890:196016 484.41357:24317,57.07053:6515 61.42587:2642 66.52853:2424 71.08614:7736 71.12148:10651 85.10138:6163 85.62579:3123 89.05994:49097 104.10708:40522 133.08569:30810 177.11206:8941 184.07394:5576 283.17438:25368 400.60672:3473 465.37927:39622 482.35544:23719 482.40564:29514
15789,5.069,483.28583,DG 25:5,[M+Na]+,null,0.87,True,6.160,483.30811,C28H44O5,DG,XSBNZPYZBDJQOK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC)CO)CCC=CCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15789,0,0.00,0.91,0.99,0.75,0.75,1.00,1.00,1.79,231.28,20240423_Mcap_pos_61,483.28641:10278623 484.29108:3446207 485.29574:579215,56.39156:6250 57.48829:6530 95.57329:6637 150.00984:7926 223.29152:6541 483.28607:3409895
15805,6.541,483.38278,NAGlySer 21:2;O,[M+H]+,null,0.86,True,6.220,483.34290,C26H46N2O6,NAGlySer,NANPLZJXOYSCOC-UHFFFAOYSA-N,O=C(O)C(NC(=O)CNC(=O)CC(O)CCCCCCCC=CCC=CCCCCCC)CO,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15805,0,0.00,0.73,0.16,0.33,0.58,2.00,2.00,2.00,87.06,20240423_Mcap_pos_PBQC3,483.38257:2125183 484.38724:833158 485.39190:142449,70.86396:8210 95.08579:6592 119.08530:5627 145.10095:7618
15807,6.936,483.38309,VAE 13:0,[M+H]+,null,0.84,True,10.910,483.41971,C33H54O2,VAE,ISXVHSCFFVPREE-UHFFFAOYSA-N,O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15807,0,0.00,0.76,0.18,0.41,0.65,7.00,2.00,2.07,98.95,20240423_Mcap_pos_PBQC4,483.38272:2595779 484.38739:783300 485.39206:120284,67.05473:6707 81.07027:7981 95.08570:9654 109.10116:7634 129.06992:9206 145.10085:9604 155.08537:10030 169.10094:9469 185.13231:9317 199.14723:12206 269.22562:8866
15853,4.180,484.34158,Cer 29:4;O2|Cer 14:0;O2/15:4,[M+Na]+,null,0.91,True,7.240,484.37610,C29H51NO3,Cer_NDS,ZOTMGEYIRXQYIS-UHFFFAOYSA-N,O=C(NC(CO)C(O)CCCCCCCCCCC)CC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15853,0,0.00,0.79,0.76,0.69,0.75,2.00,2.00,2.31,735.81,20240423_Mcap_pos_PBQC4,484.34158:20584760 485.34625:6874744 486.35092:1110712,72.25183:20465 72.25546:13097 76.07022:12188 81.44875:12106 82.67427:11258 82.84359:11653 101.71677:11769 102.65192:12398 104.76405:14377 147.41605:12162 151.84537:12835 190.83548:12786 210.25885:13209 232.54489:12685 345.54483:13588 484.34070:587819
15855,3.218,484.34225,Cer 29:4;O2|Cer 13:2;O2/16:2,[M+Na]+,null,0.86,True,7.300,484.37610,C29H51NO3,Cer_NS,ZTLIYBUUWMBKDG-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCCC)CCCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15855,0,0.00,0.80,0.59,0.65,0.75,2.00,2.00,2.27,38.50,20240423_Mcap_pos_63,484.34250:1043993 485.34717:364960 486.35183:213026,53.45404:2535 55.66254:2688 71.87529:3389 71.87891:5780 72.76504:2591 81.30688:2394 97.44625:3051 99.71190:2656 104.44337:2910 113.73024:2825 165.32088:2933 192.19466:3386 274.02975:3072 484.34030:50167
15884,5.840,484.47284,CAR 22:0,[M+H]+,null,0.20,True,7.820,484.43600,C29H57NO4,CAR,IUMXSSOVGPXXJL-UHFFFAOYSA-N,O=C([O-])CC(OC(=O)CCCCCCCCCCCCCCCCCCCCC)C[N+](C)(C)C,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15884,0,0.00,0.76,0.25,0.58,0.11,2.00,2.00,1.89,30.26,20240423_Mcap_pos_59,484.47284:1410973 485.47751:439990 486.48217:59335,58.06573:10408 85.02885:13782
15910,4.490,485.30136,DG 25:4,[M+Na]+,null,0.53,True,6.600,485.32370,C28H46O5,DG,XJIUNQSPNHVSOG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15910,0,0.00,0.91,0.97,0.75,0.75,1.00,1.00,1.79,202.87,20240423_Mcap_pos_54,485.30203:4291304 486.30670:1275318 487.31137:244689,67.56245:3306 68.07736:2834 70.92680:15308 87.57607:2569 91.91673:3034 140.82841:3244 196.35959:3052 256.46982:2920 444.25702:7325 483.13257:3824 485.30225:1394673
15911,5.629,485.30225,DG 25:4,[M+Na]+,null,0.46,True,6.600,485.32370,C28H46O5,DG,XJIUNQSPNHVSOG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15911,0,0.00,0.92,0.82,0.70,0.75,1.00,1.00,1.75,59.87,20240423_Mcap_pos_60,485.30273:1096743 486.30740:307374 487.31207:0,60.08099:2694 62.54396:3074 63.49145:2416 70.04728:2717 71.41705:9573 85.02867:6016 97.90976:2493 103.73708:2538 121.83638:3000 136.61044:2737 224.38376:2886 260.01682:2749 394.18192:2840 485.30103:295129 485.43646:18000
15914,6.091,485.30286,DG 25:4,[M+Na]+,null,0.87,True,6.600,485.32370,C28H46O5,DG,XJIUNQSPNHVSOG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15914,0,0.00,0.92,0.89,0.73,0.75,1.00,1.00,1.77,37.52,20240423_Mcap_pos_55,485.30292:908311 486.30759:284980 487.31225:51475,50.48221:2611 70.77938:12966 85.81558:2808 88.42250:3029 116.51472:2716 241.15573:9197 267.13519:6436 485.30182:325810
15929,7.664,485.39783,NAGlySer 21:1;O,[M+H]+,null,0.67,True,6.600,485.35849,C26H48N2O6,NAGlySer,GTLYSXOEXJPPPY-UHFFFAOYSA-N,O=C(O)C(NC(=O)CNC(=O)CC(O)CCCCCCCC=CCCCCCCCCC)CO,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15929,0,0.00,0.75,0.12,0.22,0.58,2.00,2.00,1.98,124.51,20240423_Mcap_pos_4,485.39667:970468 486.40134:304497 487.40600:45425,67.05466:5782 93.07005:7994 131.08530:8209 145.10094:8025 159.11610:8438
15930,7.212,485.39783,NAGlySer 21:1;O,[M+H]+,null,0.81,True,6.600,485.35849,C26H48N2O6,NAGlySer,GTLYSXOEXJPPPY-UHFFFAOYSA-N,O=C(O)C(NC(=O)CNC(=O)CC(O)CCCCCCCC=CCCCCCCCCC)CO,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15930,0,0.00,0.74,0.14,0.24,0.58,2.00,2.00,1.98,163.49,20240423_Mcap_pos_6,485.39755:1594222 486.40222:489557 487.40689:105833,67.05470:6010 95.08572:7547 121.10128:10122 145.10092:8483 213.16312:4306
15975,2.883,486.34613,LPE O-20:5,[M+H]+,null,1.00,True,5.950,486.29791,C25H44NO6P,EtherLPE,CPIMBPDFVOXGKK-UHFFFAOYSA-N,O=P(O)(OCCN)OCC(O)COCCCCC=CCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15975,0,0.00,0.64,0.42,0.91,0.37,3.00,2.00,2.04,84.66,20240423_Mcap_pos_16,486.34546:2445558 487.35013:37866100 488.35479:9575771,134.10422:7952 345.32632:84515
15977,4.600,486.35721,Cer 29:3;O2|Cer 14:1;O2/15:2,[M+Na]+,null,0.89,True,7.850,486.39182,C29H53NO3,Cer_NS,JJKDSTBHFYLHGQ-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCC)CCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,15977,0,0.00,0.79,0.28,0.23,0.75,2.00,2.00,2.11,117.82,20240423_Mcap_pos_45,486.35709:3916466 487.36175:1205792 488.36642:212718,59.54126:2586 67.06922:2375 69.16377:2493 70.83671:7932 70.84114:9235 116.42501:3220 120.61958:2674 155.07021:3359 208.25209:2724 296.87527:3150 366.97235:3083 454.32913:3875 462.84805:3163 486.30423:100496 486.35663:87043
16024,2.878,487.35120,DG 25:3,[M+Na]+,null,1.00,True,7.040,487.33939,C28H48O5,DG,GOZZGGIYHUWCIA-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16024,0,0.00,0.97,0.31,0.31,0.75,1.00,1.00,1.58,1392.82,20240423_Mcap_pos_43,487.35162:40258228 488.35629:10033098 489.36096:1626338,58.22736:26948 62.06058:924404 62.06360:48902 70.93607:146175 99.93362:29988 121.10142:44334 124.01599:30414 142.02618:33754 155.01039:97511 169.83510:26988 198.05205:57021 216.06287:66900 265.94623:27729 272.29538:104843 315.33774:218895 346.33255:3585795 426.29965:162478 469.34061:921504 487.35147:2907184
16223,4.365,490.33060,LPE O-20:3,[M+H]+,null,0.84,True,6.640,490.32919,C25H48NO6P,EtherLPE,DABXRYLPSUBPAR-UHFFFAOYSA-N,O=P(O)(OCCN)OCC(O)COCCCCCCCCCCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16223,0,0.00,1.00,0.10,0.29,0.31,3.00,2.00,2.00,29.95,20240423_Mcap_pos_45,490.33081:908849 491.33548:355193 492.34015:64580,50.19848:2315 51.86898:2532 57.07035:3011 70.81281:14098 97.44021:5450 144.30884:2513 211.53964:2856 320.90982:3077 328.25397:6662 329.25922:14079 442.66956:3273 447.28244:5162 490.29218:23496 490.34659:3845
16288,8.925,491.38562,DG 25:1,[M+Na]+,null,0.81,True,8.070,491.37070,C28H52O5,DG,ZFNLDEZNXCUYHV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16288,0,0.00,0.96,0.75,0.66,0.75,1.00,1.00,1.75,10.93,20240423_Mcap_pos_48,491.38528:971111 492.38995:278518 493.39462:47396,69.13643:2474 70.85770:2537 72.18095:3521 95.08576:2532 104.38561:2504 115.42359:2831 120.87082:3089 127.89092:2972 133.49437:2836 186.81909:2815 249.14713:4358 249.22005:3430 267.15775:9255 277.14984:2697 487.23547:3036 491.38464:149772
16302,7.004,491.40933,VAE 12:0,[M+Na]+,null,0.89,True,10.150,491.38599,C32H52O2,VAE,ZGISOPBIAXHOTQ-UHFFFAOYSA-N,O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16302,0,0.00,0.90,0.13,0.48,0.19,7.00,2.00,1.95,192.10,20240423_Mcap_pos_8,491.40836:4674050 492.41302:1590400 493.41769:266109,107.08556:14262 119.08558:9136 137.05946:59870 213.12735:33701
16403,5.521,493.34793,TG 24:0|TG 8:0_8:0_8:0,[M+Na]+,null,0.14,True,7.490,493.35001,C27H50O6,TG,VLPFTAMPNXLGLX-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCC)CCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16403,0,0.00,1.00,0.74,0.66,0.74,2.00,2.00,2.40,106.31,20240423_Mcap_pos_15,493.34915:1981663 494.35382:537592 495.35849:100878,51.96114:2753 53.17977:2615 57.07047:18942 63.20788:3161 71.29803:11679 78.83731:2896 89.55882:2899 96.94864:2878 99.44933:2892 105.22259:3090 109.10161:4901 111.80064:2748 127.11158:38093 132.22653:3135 138.09947:2672 208.82509:2865 327.25220:90985 349.23434:69357 367.03253:3329 493.34875:541261
16498,5.243,494.36182,Cer 30:6;O2|Cer 12:1;O2/18:5,[M+Na]+,null,0.96,True,6.890,494.36050,C30H49NO3,Cer_NS,DMSWOKLLUYEAGE-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCC)CC=CCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16498,0,0.00,1.00,0.60,0.60,0.75,2.00,2.00,2.36,5988.62,20240423_Mcap_pos_21,494.36142:92444240 495.36609:32420968 496.37076:5576863,61.86752:44700 68.88034:49247 69.94228:44558 91.76694:44826 97.44794:121695 115.46541:50780 158.74994:55398 171.09337:48828 180.18474:45776 211.50856:47609 239.60649:50500 296.61191:50143 336.90710:51415 414.03275:50604 494.36139:1014983
16552,4.897,495.28580,DG 26:6,[M+Na]+,null,0.87,True,6.040,495.30811,C29H44O5,DG,JYKPDYACDQFLDH-UHFFFAOYSA-N,O=C(OC(CO)COC(=O)CCC=CCCC)CC=CCC=CCC=CCC=CCC=CCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16552,0,0.00,0.91,0.98,0.75,0.75,1.00,1.00,1.79,228.12,20240423_Mcap_pos_52,495.28693:1364767 496.29159:503422 497.29626:91762,51.17746:2780 272.76660:3104 495.28610:371439
16562,5.244,495.36514,DG 26:6,[M+Na]+,null,0.96,True,6.040,495.30811,C29H44O5,DG,JYKPDYACDQFLDH-UHFFFAOYSA-N,O=C(OC(CO)COC(=O)CCC=CCCC)CC=CCC=CCC=CCC=CCC=CCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16562,0,0.00,0.77,0.97,0.75,0.75,1.00,1.00,1.72,1276.82,20240423_Mcap_pos_36,495.34381:6881312 496.34848:2257902 497.35315:0,52.03624:4375 58.25949:5197 70.81512:20418 70.81940:9837 87.36485:4631 142.15251:4091 145.05493:5978 294.42270:4832 495.34357:2090723
16616,1.178,496.20273,LPC 15:4,[M+Na]+,null,0.49,True,4.070,496.24350,C23H40NO7P,LPC,GWVFRIYGVYPPAR-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16616,0,0.00,0.72,0.22,0.34,0.41,5.00,2.00,1.94,24.96,20240423_Mcap_pos_14,496.20273:847321 497.20740:248044 498.21206:0,52.75986:2559 67.05509:2693 71.57691:6741 71.58046:5523 81.10251:2780 89.05982:2825 90.29315:2793 161.58461:3210 202.20563:2799 356.15579:2723 409.13150:30476 422.17065:3247 437.12393:13162 488.28763:3406 496.20026:127473 496.34274:5125
16617,1.228,496.20337,LPC 15:4,[M+Na]+,null,0.39,True,4.070,496.24350,C23H40NO7P,LPC,GWVFRIYGVYPPAR-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16617,0,0.00,0.73,0.23,0.38,0.47,5.00,2.00,1.98,36.77,20240423_Mcap_pos_54,496.20398:576870 497.20865:158678 498.21331:0,60.36130:2841 67.26259:2767 71.49928:5793 71.50337:6134 89.05998:3748 97.44038:3626 283.17517:5673 409.13278:23244 437.12912:12679 496.20142:78622 496.34494:8436
16627,2.774,496.33917,LPC 16:0/0:0,[M+H]+,null,0.89,True,6.210,496.33981,C24H50NO7P,LPC,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16627,0,0.00,1.00,0.59,0.70,0.87,3.00,2.00,2.44,22.06,20240423_Mcap_pos_40,496.33911:1375684 497.34378:359675 498.34845:49986,59.68226:2668 60.08120:3980 71.08644:2397 86.09679:12989 89.05997:12210 104.10712:192179 133.08591:7965 158.51903:2978 184.07300:223080 185.03697:2646 200.32520:3055 262.49817:3353 274.19009:2893 283.17480:7732 290.79907:3191 313.27145:5858 478.32794:26089 496.33917:252065 496.41684:21560
16630,4.060,496.34219,LPC 16:0/0:0,[M+H]+,null,0.76,True,6.210,496.33981,C24H50NO7P,LPC,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16630,0,0.00,1.00,0.09,0.25,0.56,3.00,2.00,2.10,20.32,20240423_Mcap_pos_12,496.34125:1946145 497.34592:616366 498.35058:110802,60.08140:3027 62.52878:2306 62.55379:2823 71.89427:8572 74.09689:3466 88.11233:54681 89.06004:20530 94.52026:2752 104.10674:7420 107.42896:2562 133.08568:20690 177.11180:7766 184.07248:3683 266.28836:2805 283.17407:33539 311.16818:3329 410.63498:3114 496.33664:37566 496.41840:9439
16632,3.450,496.37756,LPC 16:0,[M+H]+,null,0.07,True,6.210,496.33981,C24H50NO7P,LPC,ASWBNKHCZGQVJV-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16632,0,0.00,0.75,0.16,0.39,0.38,3.00,2.00,1.94,7.85,20240423_Mcap_pos_17,496.37772:544296 497.38238:185555 498.38705:28597,88.11237:19313 184.07275:6472
16656,3.767,496.42059,CAR 23:1,[M+H]+,null,0.99,True,7.630,496.43600,C30H57NO4,CAR,DTQFHIGRBSFXNG-UHFFFAOYSA-N,O=C([O-])CC(OC(=O)CCCCCCCCCCC=CCCCCCCCCCC)C[N+](C)(C)C,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16656,0,0.00,0.95,0.14,0.25,0.84,2.00,2.00,2.20,21.60,20240423_Mcap_pos_16,496.41998:610634 497.42465:192825 498.42932:25321,57.07044:3960 58.19043:2630 64.06538:2461 68.41140:2383 71.08583:5819 83.17863:2338 85.10175:5038 88.45461:2650 89.05993:44520 89.37078:2618 133.08563:41952 177.11198:13315 182.39432:2844 189.11427:2816 191.41434:2984 236.92310:2529 283.17450:46844 311.16873:3728 421.17438:3071 479.39227:32709 496.42746:38218
16691,5.406,497.30099,DG 26:5,[M+Na]+,null,0.90,True,6.490,497.32370,C29H46O5,DG,LFQQBMCSQGTBCP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CC=CCC=CCC=CCC=CCC=CCC)CO)CCCCCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16691,0,0.00,0.91,0.99,0.75,0.75,1.00,1.00,1.79,1136.50,20240423_Mcap_pos_56,497.30212:10362879 498.30679:3728073 499.31146:603121,58.09505:6107 62.39388:5553 68.48339:5662 97.44801:16114 228.44070:8345 429.63504:7154 497.30173:3438888
16696,7.618,497.33896,NAGlySer 22:2;O,[M+H]+,null,0.87,True,6.430,497.35849,C27H48N2O6,NAGlySer,LSORBBOCYBRIJX-UHFFFAOYSA-N,O=C(O)C(NC(=O)CNC(=O)CC(O)CCCCCCCCCC=CCC=CCCCCC)CO,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16696,0,0.00,0.92,0.59,0.88,0.58,2.00,2.00,2.31,141.22,20240423_Mcap_pos_7,497.33774:3539377 498.34241:1083800 499.34707:0,145.10059:3766
16760,6.510,498.39371,Cer 30:4;O2|Cer 16:3;O2/14:1,[M+Na]+,null,0.74,True,7.510,498.39182,C30H53NO3,Cer_NS,HNWCALOUTVFJEB-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCC=CCCC=CCCC)CCCCCCCC=CCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,16760,0,0.00,1.00,0.79,0.69,0.75,2.00,2.00,2.42,128.18,20240423_Mcap_pos_PBQC4,498.39383:2965030 499.39850:1069634 500.40316:1305146,64.38036:2510 85.02872:4526 89.43580:2701 98.05239:3210 123.37370:2730 213.84097:2804 232.14629:3151 392.97943:3149 498.39154:25785 498.46301:53082
