"","Date","Sample.ID","Chamber.ID","SDR","Group","Temperature","Type","Salinity","Plate","Run","Volume","Org.Number","unique","Light","Photo.Intercept","P.umol.L.min","P.umol.min","P.Blank.umol.min","P.umol.min.corr","P.umol.org.min","P.nmol.org.min","PAR"
"11",20230625,13,"C1",641,"F2-WT",27,"Sample",33,1,1,8e-05,5,"1 - C1",1,197.149361344538,-0.867114845938375,-6.936918767507e-05,-1.21837154102888e-05,-5.71854722647812e-05,-1.14370944529562e-05,-0.0114370944529562,0.1
"12",20230625,13,"C1",641,"F2-WT",27,"Sample",33,1,1,8e-05,5,"1 - C1",2,175.966303030303,0.68931024531024,5.51448196248192e-05,-1.21837154102888e-05,6.7328535035108e-05,1.34657070070216e-05,0.0134657070070216,50
"13",20230625,13,"C1",641,"F2-WT",27,"Sample",33,1,1,8e-05,5,"1 - C1",3,211.237596638655,-0.0621064425770256,-4.96851540616205e-06,-1.21837154102888e-05,7.21520000412672e-06,1.44304000082534e-06,0.00144304000082534,100
"14",20230625,13,"C1",641,"F2-WT",27,"Sample",33,1,1,8e-05,5,"1 - C1",4,42.8078244134894,3.51239736070382,0.000280991788856306,-1.21837154102888e-05,0.000293175504266594,5.86351008533189e-05,0.0586351008533189,500
"15",20230625,13,"C1",641,"F2-WT",27,"Sample",33,1,1,8e-05,5,"1 - C1",5,369.972347083926,-2.30588904694167,-0.000184471123755334,-1.21837154102888e-05,-0.000172287408345045,-3.4457481669009e-05,-0.034457481669009,0.2
"16",20230625,19,"D1",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - D1",1,189.134974358975,0.171897435897426,1.37517948717941e-05,-1.21837154102888e-05,2.59355102820829e-05,5.18710205641657e-06,0.00518710205641657,0.1
"17",20230625,19,"D1",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - D1",2,167.280252189671,1.07963153125944,8.63705225007552e-05,-1.21837154102888e-05,9.8554237911044e-05,1.97108475822088e-05,0.0197108475822088,50
"18",20230625,19,"D1",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - D1",3,169.466515535445,0.916622624434391,7.33298099547513e-05,-1.21837154102888e-05,8.551352536504e-05,1.7102705073008e-05,0.017102705073008,100
"19",20230625,19,"D1",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - D1",4,202.64613819648,0.639398826979484,5.11519061583587e-05,-1.21837154102888e-05,6.33356215686475e-05,1.26671243137295e-05,0.0126671243137295,500
"20",20230625,19,"D1",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - D1",5,359.715707478004,-2.11625366568913,-0.00016930029325513,-1.21837154102888e-05,-0.000157116577844842,-3.14233155689683e-05,-0.0314233155689683,0.2
"21",20230625,2,"A2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - A2",1,200.918404488232,-1.44454296661193,-0.000115563437328954,-1.21837154102888e-05,-0.000103379721918666,-2.06759443837331e-05,-0.0206759443837331,0.1
"22",20230625,2,"A2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - A2",2,160.524851020408,1.36720816326531,0.000109376653061225,-1.21837154102888e-05,0.000121560368471514,2.43120736943027e-05,0.0243120736943027,50
"23",20230625,2,"A2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - A2",3,168.41759235276,1.06337588652483,8.50700709219864e-05,-1.21837154102888e-05,9.72537863322752e-05,1.9450757266455e-05,0.019450757266455,100
"24",20230625,2,"A2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - A2",4,29.1998347740448,3.81647882700515,0.000305318306160412,-1.21837154102888e-05,0.000317502021570701,6.35004043141402e-05,0.0635004043141402,500
"25",20230625,2,"A2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - A2",5,405.525789473685,-2.77975343764818,-0.000222380275011854,-1.21837154102888e-05,-0.000210196559601566,-4.20393119203131e-05,-0.0420393119203131,0.2
"26",20230625,8,"B2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - B2",1,175.100323529412,0.458764705882353,3.67011764705882e-05,-1.21837154102888e-05,4.8884891880877e-05,9.7769783761754e-06,0.0097769783761754,0.1
"27",20230625,8,"B2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - B2",2,162.510080672269,0.68773109243697,5.50184873949576e-05,-1.21837154102888e-05,6.72022028052464e-05,1.34404405610493e-05,0.0134404405610493,50
"28",20230625,8,"B2",641,"F1-WT",27,"Sample",33,1,1,8e-05,5,"1 - B2",3,175.715075281113,0.0494697922622465,3.95758338097972e-06,-1.21837154102888e-05,1.61412987912685e-05,3.2282597582537e-06,0.0032282597582537,100
