sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
R57,200346,0.42787396320892324,0.2043363672887906,0.09890956554228308,0.03277340239496141,-0.030641984712357753,-0.00682023070326819,-0.02359854811394198,0.004170515583717589,0.0,0.0,0.0,0.0,0.0
R61,200350,-0.024463670699380435,-0.03471721190745537,0.02998085409434397,0.10382495580612562,-0.053029340670671984,-0.004237051601033568,0.01729379236958636,0.003376825024837704,0.0,0.0,0.0,0.0,0.0
R62,200351,-0.37220429969011565,-0.034259974884847916,-0.060311368611208185,0.033304281740256764,-0.04226228944625814,-0.0008816988504812455,0.0037919047959893426,0.006039550464581809,0.0,0.0,0.0,0.0,0.0
R63,200352,-0.3321216417457744,0.04610704349367691,-0.046389863175048195,0.030239015367761957,0.029642141758923823,-0.062250706964917454,0.010369892841257406,0.006456738239077245,0.0,0.0,0.0,0.0,0.0
R64,200353,0.0698360247293282,-0.12441740721257327,0.050213085772079884,-0.09779385411161677,-0.0033693233651578645,-0.0133913134288444,-0.007813388738736519,0.008881527041112235,0.0,0.0,0.0,0.0,0.0
R65,200354,-0.38165931986235013,0.1621399489524755,-0.0886856817142059,-0.0011225484158748542,0.018928197035426267,0.03674777576483442,-0.0044964995929245724,-0.005773422026758053,0.0,0.0,0.0,0.0,0.0
R66,200355,-0.12221085415862967,-0.11634022966852767,0.05972460935608861,0.09988246079184643,0.057011427684434714,0.014371673581483805,-0.0292170212552542,-0.0005383225094392794,0.0,0.0,0.0,0.0,0.0
R67,200356,0.16951232888280712,0.009566542248089126,0.016907182093633014,-0.06068559758506255,-0.039971826053990044,-0.005307153338706367,0.025843589118426734,-0.009708367708232897,0.0,0.0,0.0,0.0,0.0
R68,200357,0.21735518142103538,-0.0538361596647978,-0.045817239459347854,-0.005341106827196074,0.000805407645018717,-0.026772142807948394,-0.019106181572916204,-0.025297646360669328,0.0,0.0,0.0,0.0,0.0
R69,200358,0.42197910449137044,-0.051833269181837706,-0.0035252800017685983,0.05279051319226297,0.02806147031033409,0.03149102500417095,0.0378048580296042,-0.0014356011635104687,0.0,0.0,0.0,0.0,0.0
R70,200359,-0.6018354462928021,0.006912735766456634,0.12024412715481653,-0.08045237798672669,0.005305252256499533,0.01769879955341985,0.006578030199944254,-0.004565392986212778,0.0,0.0,0.0,0.0,0.0
R71,200360,0.17447149386029762,-0.0646692495366924,-0.09967813288172124,-0.046287893808145256,-0.04398196647123033,0.02363063547960356,-0.0255916620821559,0.00948675050094496,0.0,0.0,0.0,0.0,0.0
R72,200361,0.3534671358552912,0.051010864307242554,-0.03157185816994597,-0.06113125055859395,0.07350283402903139,-0.004279611688313053,0.00814123400111863,0.008906845900553219,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.8410064943768597,0.07004445051642491,0.03574568187075917,0.03209541397980856,0.012149948879565843,0.005098544779558216,0.003155819453264168,0.0007036461437594404,0.0,0.0,0.0,0.0,0.0
