sample_uid	794667	793085	793301	793837	793835	793831	793631
200344	33649.0	0	0	0	0	0	0
200349	48740.0	0	0	0	0	0	0
200345	41247.0	0	0	0	0	0	0
200346	42638.0	0	0	0	0	211.0	0
200347	47431.0	0	0	0	0	0	0
200348	27162.0	0	0	0	0	0	0
200359	2098.0	0	0	0	0	0	386.0
200358	9014.0	0	0	1747.0	0	0	0
200354	15619.0	0	0	0	5284.0	0	0
200361	15219.0	0	0	4437.0	0	0	0
200356	19130.0	0	0	6283.0	0	0	0
200360	30582.0	0	0	10098.0	0	0	0
200355	29860.0	0	0	13688.0	0	0	0
200357	16173.0	0	0	7442.0	0	0	0
200352	0	24023.0	0	0	11740.0	0	0
200351	0	15225.0	0	7715.0	0	0	0
200353	0	14998.0	0	8347.0	0	0	0
200350	0	22780.0	3011.0	18520.0	0	0	0
