Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum
1353,8.009,241.21745,FA 15:0,[M-H]-,null,0.85,True,5.960,241.21730,C15H30O2,FA,WQEPLUUGTLDZJY-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1353,0,0.00,1.00,0.61,0.62,0.75,1.00,2.00,2.37,26.17,20240423_Mcap_neg_39,241.21738:686797 242.22204:68225 243.22671:0,57.03348:3342 59.01271:2722 72.21804:2563 96.12029:2966 97.06470:3463 241.21710:23925
1419,0.864,243.17546,FA 14:0;O,[M-H]-,null,0.96,True,4.310,243.19659,C14H28O3,OxFA,OVASNIDFAGGBHJ-UHFFFAOYSA-N,O=C(O)CCCCCCC(O)CCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1419,0,0.00,0.91,0.33,0.38,0.75,1.00,2.00,2.22,465.09,20240423_Mcap_neg_17,243.17546:15202803 244.18013:2333150 245.18480:491420,55.01777:11201 62.14363:8599 65.03844:16880 69.03344:9897 71.62074:28451 83.04895:14725 91.05405:39748 93.03341:21846 106.04144:408601 107.04926:51206 119.04932:610582 121.02836:42360 132.05736:68112 133.06520:50575 138.03136:19478 157.06502:14790 161.09715:12566 170.19702:9612 175.11186:13539 225.16437:10870 241.15950:19109 243.17535:740773
1718,2.174,251.20186,FA 16:2,[M-H]-,null,0.81,True,5.180,251.20171,C16H28O2,FA,RVEKLXYYCHAMDF-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1718,0,0.00,1.00,0.32,0.44,0.75,1.00,2.00,2.27,324.39,20240423_Mcap_neg_39,251.20189:305977 252.20656:54342 253.21122:30034,71.87399:5777 71.87748:2699 120.14362:2260 251.20219:5021
1762,2.838,253.21738,FA 16:1,[M-H]-,null,0.97,True,5.710,253.21730,C16H30O2,FA,SECPZKHBENQXJG-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1762,0,0.00,1.00,0.91,0.73,0.75,1.00,2.00,2.46,218.90,20240423_Mcap_neg_PBQC1_10,253.21725:2970814 254.22192:545540 255.22659:1063708,65.66031:2100 72.19463:3465 119.39907:2409 253.21700:83586
1891,8.008,255.23317,FA 16:0,[M-H]-,null,0.83,True,6.140,255.23300,C16H32O2,FA,IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1891,0,0.00,1.00,0.97,0.74,0.75,1.00,2.00,2.47,92.47,20240423_Mcap_neg_37,255.23322:8169066 256.23788:1425810 257.24255:85387,84.48831:4980 92.99464:8191 255.23303:376512
1904,3.761,255.23340,FA 16:0,[M-H]-,null,0.99,True,6.140,255.23300,C16H32O2,FA,IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,1904,0,0.00,1.00,0.94,0.73,0.75,1.00,2.00,2.47,2090.74,20240423_Mcap_neg_PBQC6,255.23326:238279376 256.23793:41790016 257.24260:3271282,68.83328:140253 72.25186:268267 160.37366:133027 255.23288:8928853
2287,1.189,265.14798,RIKEN N-VS1 ID-431 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M-H]-,null,1.00,True,4.550,265.14841,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2287,0,0.00,1.00,0.97,0.93,0.94,4.00,1.00,1.76,25.05,20240423_Mcap_neg_10,265.14804:3398007 266.15271:382294 267.15738:35752,64.77264:2218 70.75560:16256 71.97997:2549 78.95790:2409 79.95617:115007 95.95107:16685 96.95896:1163335 97.46191:6528 132.31703:2321 152.15100:2853 173.69737:2409 188.22369:2878 265.14777:184658
2294,4.615,265.14810,RIKEN N-VS1 ID-431 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M-H]-,null,0.99,True,4.550,265.14841,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2294,0,0.00,1.00,0.96,0.94,0.94,4.00,1.00,1.76,11.39,20240423_Mcap_neg_24,265.14841:1116726 266.15307:120565 267.15774:0,62.63918:2206 72.20221:3004 79.95630:39259 79.96049:4314 83.90927:2403 95.95129:7947 96.95911:389397 97.45535:3052 191.04501:3005 195.09293:2572 197.72710:2261 251.59921:2329 265.14810:62152
2309,0.856,265.14816,RIKEN N-VS1 ID-431 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M-H]-,null,1.00,True,4.550,265.14841,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2309,0,0.00,1.00,0.99,0.94,0.94,4.00,1.00,1.76,543.09,20240423_Mcap_neg_6,265.14798:82501712 266.15265:9799495 267.15732:831406,72.11653:85728 79.95622:2495760 80.96410:152272 95.95114:457667 96.95901:21665560 97.45531:47171 196.99756:45223 207.14409:36308 265.14767:3556927
2398,3.532,267.23331,FA 17:1,[M-H]-,null,0.92,True,5.960,267.23300,C17H32O2,FA,QSBYPNXLFMSGKH-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2398,0,0.00,1.00,0.66,0.62,0.75,1.00,2.00,2.38,19.98,20240423_Mcap_neg_36,267.23331:1094438 268.23797:190212 269.24264:90508,56.77679:1949 72.21132:3514 89.35617:2439 97.46204:2598 98.95473:3149 137.92220:2364 158.43945:2311 192.89542:2487 267.23318:40400
2444,7.111,269.24863,FA 17:0,[M-H]-,null,1.00,True,6.450,269.24860,C17H34O2,FA,KEMQGTRYUADPNZ-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2444,0,0.00,1.00,0.31,0.34,0.75,1.00,2.00,2.25,7.81,20240423_Mcap_neg_1,269.24863:318883 270.25329:84154 271.25796:0,59.01270:3597 71.04394:7204 71.04813:4843 73.93079:2121 83.34740:2519 84.65012:2651 97.45512:2999 170.56430:2535 192.93185:2489 196.71852:2960 237.11995:2255 246.37347:2094 269.21341:6982 269.24869:20054
2456,8.010,269.24905,FA 17:0,[M-H]-,null,0.85,True,6.450,269.24860,C17H34O2,FA,KEMQGTRYUADPNZ-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2456,0,0.00,1.00,0.53,0.51,0.75,1.00,2.00,2.33,24.56,20240423_Mcap_neg_29,269.24915:523261 270.25381:89971 271.25848:0,60.24760:2624 71.04874:3078 71.65027:4820 79.95566:2780 84.34697:1976 97.46243:4852 269.21317:10183 269.24908:33578
2458,4.147,269.24908,FA 17:0,[M-H]-,null,0.99,True,6.450,269.24860,C17H34O2,FA,KEMQGTRYUADPNZ-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2458,0,0.00,1.00,0.88,0.71,0.75,1.00,2.00,2.45,84.79,20240423_Mcap_neg_44,269.24893:2447060 270.25360:429933 271.25827:38696,56.82051:2460 68.55663:2202 72.04658:5476 113.03352:2253 138.87610:2235 191.67213:2465 269.24847:124081
2662,1.977,275.20221,FA 18:4,[M-H]-,null,0.88,True,5.210,275.20169,C18H28O2,FA,JIWBIWFOSCKQMA-UHFFFAOYSA-N,O=C(O)CCCCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2662,0,0.00,1.00,0.31,0.45,0.75,1.00,2.00,2.27,124.20,20240423_Mcap_neg_3,275.20178:1084034 276.20645:213364 277.21112:21782,52.80810:2376 59.01269:6360 70.19991:2113 72.21520:2576 200.88121:1977 275.20154:6770
2693,2.513,277.21756,FA 18:3,[M-H]-,null,0.89,True,5.580,277.21729,C18H30O2,FA,DTOSIQBPPRVQHS-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2693,0,0.00,1.00,0.57,0.63,0.75,1.00,2.00,2.36,351.65,20240423_Mcap_neg_48,277.21768:2839426 278.22235:571972 279.22702:49184,59.01263:10534 71.26759:1956 72.20969:2702 83.04865:3103 277.21634:23944
2725,3.226,279.23312,FA 18:2,[M-H]-,null,0.99,True,6.040,279.23300,C18H32O2,FA,OYHQOLUKZRVURQ-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCC=CCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2725,0,0.00,1.00,0.87,0.72,0.75,1.00,2.00,2.45,254.87,20240423_Mcap_neg_51,279.23331:2209370 280.23797:431452 281.24264:94176,59.01283:3232 60.26228:2234 72.20914:2937 97.81456:2079 279.23285:71756
2837,8.006,281.24890,FA 18:1,[M-H]-,null,0.83,True,6.410,281.24860,C18H34O2,FA,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2837,0,0.00,1.00,0.70,0.66,0.75,1.00,2.00,2.40,28.93,20240423_Mcap_neg_29,281.24905:715063 282.25372:117593 283.25839:6505162,59.01228:2149 66.06812:2238 71.23009:7237 83.92446:2211 108.52184:2382 157.76016:2792 281.24908:44322
2871,3.906,281.24899,FA 18:1,[M-H]-,null,0.99,True,6.410,281.24860,C18H34O2,FA,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,2871,0,0.00,1.00,0.96,0.74,0.75,1.00,2.00,2.47,1236.53,20240423_Mcap_neg_57,281.24887:14066161 282.25354:2913554 283.25821:1100386,51.17451:8405 54.61700:8079 71.89727:18652 281.24850:748118
3003,0.855,283.13788,RIKEN N-VS1 ID-593 from Mouse_BAT_WT_N_Ctr,[M-H]-,null,0.96,True,6.400,283.16269,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3003,0,0.00,0.88,0.03,0.04,0.70,2.00,0.50,0.97,14.48,20240423_Mcap_neg_54,283.13794:1559106 284.14261:404442 285.14727:360220,52.78511:2612 79.95620:47532 80.96389:7972 88.92464:3035 92.02575:2626 93.03347:3059 95.01247:3770 96.95898:8311 97.46262:7143 98.95467:11377 108.02052:4790 119.04939:34981 133.06493:3870 155.98779:10298 170.00339:6082 183.01158:162522 184.01956:20367 184.60164:2582 197.02744:19230 197.50482:2706 198.03531:4925 216.00945:2566 219.13887:14322 228.03204:2675 248.97263:3228 251.04735:3903 267.08060:11966 283.10684:42725 283.13788:130220 283.26355:20257
3054,11.294,283.26459,FA 18:0,[M-H]-,null,0.81,True,6.930,283.26431,C18H36O2,FA,QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3054,0,0.00,1.00,0.95,0.75,0.75,1.00,2.00,2.47,62.29,20240423_Mcap_neg_9,283.26450:10236170 284.26916:1973036 285.27383:197901,50.45880:2225 51.42084:2404 56.18011:2300 59.01264:3587 71.94019:5933 75.32200:2336 155.02240:3021 283.26428:431318
3068,4.895,283.26471,FA 18:0,[M-H]-,null,0.88,True,6.930,283.26431,C18H36O2,FA,QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3068,0,0.00,1.00,0.94,0.74,0.75,1.00,2.00,2.47,1129.73,20240423_Mcap_neg_38,283.26474:4520796 284.26941:886028 285.27408:90613,55.89691:2685 71.95830:3747 71.96149:4790 95.98168:2857 283.26443:237805
3096,6.386,284.25986,NAGly 14:0,[M-H]-,null,1.00,True,5.520,284.22311,C16H31NO3,NAGly,DYUGTPXLDJQBRB-UHFFFAOYSA-N,O=C(O)CNC(=O)CCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3096,0,0.00,0.76,0.03,0.01,0.75,1.00,2.00,2.00,113.33,20240423_Mcap_neg_12,284.25977:3052268 285.26443:545160 286.26910:52346,70.92708:11227 74.03822:2165 76.52866:2427 80.55730:2180 88.34743:2128 93.98411:2281 95.38513:2039 97.46227:4213 109.57982:2921 112.70256:2215 215.53429:2550 236.23799:6972 239.23819:7850 253.25523:3530 260.64011:2243 265.25284:2675 284.26373:19521
3259,0.858,287.16571,FA 19:5,[M-H]-,null,1.00,True,5.390,287.20169,C19H28O2,FA,FUFAUPPSWATCTQ-UHFFFAOYSA-N,O=C(O)CCC=CCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3259,0,0.00,0.77,0.01,0.03,0.75,1.00,2.00,2.00,22493.54,20240423_Mcap_neg_32,287.16565:406256768 288.17032:81241832 289.17498:9766131,52.01613:120842 59.01278:1173514 69.03342:190410 71.53810:280519 71.54189:296051 75.00765:2093089 77.90801:116789 79.05444:206643 91.05478:154179 93.03352:147660 97.45505:115465 106.04160:863328 107.04916:629770 119.04942:1903957 133.06459:172745 178.01067:124417 215.14320:181064 225.98810:131033 229.15997:506141 287.18246:134812
3460,0.865,293.17960,RIKEN N-VS1 ID-765 from Mouse_Macrophage_WT_N_F1AA,[M-H]-,null,0.97,True,5.320,293.17731,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3460,0,0.00,1.00,0.93,0.91,0.93,3.00,1.00,1.74,368.27,20240423_Mcap_neg_54,293.17960:19028720 294.18426:2755358 295.18893:293485,59.58729:11990 71.51653:33758 79.95628:348753 79.96095:18014 80.96403:21621 83.78577:13174 95.95126:64189 96.95907:4728303 100.46772:12496 102.00897:12484 112.60223:13718 116.12234:11857 128.15443:11743 148.05162:12568 205.12320:13579 220.14633:37117 221.15398:71315 236.10480:25777 240.01126:13348 278.94931:14146 293.17941:1259544
3586,1.389,295.22809,FA 18:2;O,[M-H]-,null,0.50,True,5.520,295.22791,C18H32O3,OxFA,UKRXAPMQXXXXTD-UHFFFAOYSA-N,O=C(O)CCCCCCC(O)C=CCC=CCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3586,0,0.00,1.00,0.15,0.18,0.75,1.00,2.00,2.18,11.80,20240423_Mcap_neg_46,295.22818:279021 296.23285:41314 297.23752:140557,64.93421:2383 70.34537:2219 90.23676:2029 97.46145:3826 115.91963:4121 237.09312:2722 242.51404:2555 266.42218:2316 277.21790:3045 295.22733:4436
3596,4.282,295.26462,FA 19:1,[M-H]-,null,0.74,True,6.870,295.26431,C19H36O2,FA,YOKHLRHWEXTWJR-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3596,0,0.00,1.00,0.24,0.32,0.75,1.00,2.00,2.23,16.47,20240423_Mcap_neg_54,295.26462:324406 296.26929:113536 297.27395:43153,52.29716:2473 69.02017:2374 71.63474:1958 88.48013:2527 95.00615:2340 100.93263:2817 110.92147:2642 115.91961:14531 117.20378:2146 158.97487:3320 178.75366:2578 237.09010:5797 295.26410:14558
3658,0.856,297.15311,RIKEN N-VS1 ID-787 from Mouse_Macrophage_WT_N_F1AA,[M-H]-,null,1.00,True,4.610,297.15439,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3658,0,0.00,1.00,0.67,0.79,0.83,3.00,0.67,1.44,2011.45,20240423_Mcap_neg_19,297.15347:8119136 298.15814:1383798 299.16281:107253,58.40211:2649 64.79896:2551 72.18084:3460 73.81812:2958 78.28831:2369 79.95621:97761 80.96400:8167 88.88134:2573 96.95865:4000 97.46211:3552 119.04932:190777 133.06503:6722 170.00352:27498 177.92206:2720 183.01161:945943 184.01930:61683 195.01187:4077 197.02718:39249 198.03497:8706 211.04330:3641 212.05081:5119 216.00945:10507 225.05914:5877 233.19124:7182 239.07530:6907 297.15320:739349
3668,11.286,297.24356,FA 19:0,[M-H]-,null,0.49,True,7.130,297.27991,C19H38O2,FA,ISYWECDDZWTKFF-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3668,0,0.00,0.77,0.04,0.05,0.75,1.00,2.00,2.01,4.08,20240423_Mcap_neg_59,297.24356:236889 298.24823:36773 299.25290:53757,53.39326:2051 59.01287:2487 71.79836:5869 74.29717:2361 79.95620:8092 97.45567:2888 114.77230:2214 115.91920:2800 123.09438:2380 183.01154:4137 230.86418:2455 237.09148:13875 297.15210:4411 297.24329:14308 297.27353:3243
3678,8.009,297.24374,FA 18:1;O,[M-H]-,null,0.83,True,6.070,297.24350,C18H34O3,OxFA,JEXIZLHRWZNJIX-UHFFFAOYSA-N,O=C(O)CCCCCCC(O)C=CCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3678,0,0.00,1.00,0.42,0.40,0.75,1.00,2.00,2.28,17.29,20240423_Mcap_neg_35,297.24368:305139 298.24835:67323 299.25302:117017,57.03368:2109 72.21574:4834 107.44349:2950 116.35969:2362 128.44112:2349 183.01158:4494 279.23257:2311 287.56485:2904 297.24420:23529 297.28088:8123
3686,2.190,297.24399,Ricinoleic acid,[M-H]-,null,0.28,True,4.412,297.24353,C18H34O3,Others,WBHHMMIMDMUBKC-QJWNTBNXSA-N,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3686,0,0.00,1.00,0.12,0.65,0.31,5.00,0.20,0.93,6.78,20240423_Mcap_neg_57,297.24396:211756 298.24863:41299 299.25329:73401,72.25233:4699 75.80453:2443 139.34622:2218 259.92264:2273 297.24411:10871
