ID,File,Class,Area,NormalizedArea
746,20240423_Mcap_neg_42,B_3C,6511697,1202.38988636611
746,20240423_Mcap_neg_43,Blank,0,0
746,20240423_Mcap_neg_44,B_0C,2975521,686.754681379388
746,20240423_Mcap_neg_45,NB_6C,7124109,1328.75080423171
746,20240423_Mcap_neg_46,WT_3C,0,0
746,20240423_Mcap_neg_47,WT_0C,1247380,213.6975909739
746,20240423_Mcap_neg_48,NB_3C,507084,119.239166069134
746,20240423_Mcap_neg_49,WT_6C,1728525,377.119512220274
746,20240423_Mcap_neg_5,B_6C,4118483,1084.05197807392
746,20240423_Mcap_neg_50,NB_6C,1723107,270.639457599813
746,20240423_Mcap_neg_51,B_6C,6980599,1439.94865296364
746,20240423_Mcap_neg_52,WT_6C,0,0
746,20240423_Mcap_neg_53,NB_6C,3978234,806.474612563772
746,20240423_Mcap_neg_54,WT_0C,210739,39.1041388813899
746,20240423_Mcap_neg_55,B_0C,3708853,698.858917467447
746,20240423_Mcap_neg_56,WT_3C,1602484,392.582559596835
746,20240423_Mcap_neg_57,NB_0C,8037767,2400.60659951782
746,20240423_Mcap_neg_58,NB_6C,468337,106.256033712769
746,20240423_Mcap_neg_59,WT_0C,4214873,604.176587238486
746,20240423_Mcap_neg_6,NB_0C,6566924,1341.69438454701
746,20240423_Mcap_neg_60,B_3C,775768,147.019731192426
746,20240423_Mcap_neg_61,B_0C,543629,124.418437143466
746,20240423_Mcap_neg_62,WT_0C,2336036,443.900118881883
746,20240423_Mcap_neg_63,WT_6C,0,0
746,20240423_Mcap_neg_7,WT_3C,1675498,318.223577271897
746,20240423_Mcap_neg_8,B_3C,2637413,517.380951397708
746,20240423_Mcap_neg_9,WT_0C,4611517,1120.80991668805
746,20240423_Mcap_neg_PBQC1_10,PBQC,2121777,374.818878910506
746,20240423_Mcap_neg_PBQC1_20,PBQC,2575566,260.922542485616
746,20240423_Mcap_neg_PBQC1_5,PBQC,352782,108.738638948159
746,20240423_Mcap_neg_PBQC2,PBQC,1506603,242.927538686702
746,20240423_Mcap_neg_PBQC3,PBQC,1860972,315.145657120862
746,20240423_Mcap_neg_PBQC4,PBQC,1180204,206.318100050931
746,20240423_Mcap_neg_PBQC5,PBQC,1778460,299.780949370941
746,20240423_Mcap_neg_PBQC6,PBQC,1049278,169.073261941347
746,20240423_Mcap_neg_PBQC7,PBQC,848220,133.487070547621
747,20240423_Mcap_neg_1,WT_3C,150318,0.0760273503149526
747,20240423_Mcap_neg_10,B_3C,1542597,722.961915950676
747,20240423_Mcap_neg_11,WT_3C,208777,50.6063493927027
747,20240423_Mcap_neg_12,B_0C,678353,190.528095302784
747,20240423_Mcap_neg_13,WT_6C,306978,60.8318059450299
747,20240423_Mcap_neg_14,B_3C,981705,176.453635286199
747,20240423_Mcap_neg_15,Blank,0,0
747,20240423_Mcap_neg_16,Blank,0,0
747,20240423_Mcap_neg_17,B_6C,832371,192.229340713448
747,20240423_Mcap_neg_18,B_6C,292583,46.3577268180775
747,20240423_Mcap_neg_19,Blank,0,0
747,20240423_Mcap_neg_2,Blank,0,0
747,20240423_Mcap_neg_20,Blank,0,0
747,20240423_Mcap_neg_21,WT_6C,37428,7.74297989364903
747,20240423_Mcap_neg_22,NB_3C,1092316,196.148532086694
747,20240423_Mcap_neg_23,WT_6C,179557,32.2629443268844
747,20240423_Mcap_neg_24,B_0C,518292,48.8260500125598
747,20240423_Mcap_neg_25,Blank,0,0
747,20240423_Mcap_neg_26,NB_6C,630204,147.119315454158
747,20240423_Mcap_neg_27,B_3C,1027796,173.644823725977
747,20240423_Mcap_neg_28,NB_3C,723030,140.020668192957
747,20240423_Mcap_neg_29,Blank,0,0
747,20240423_Mcap_neg_3,NB_0C,312110,85.9084629254659
747,20240423_Mcap_neg_30,NB_0C,414906,76.2639628104081
747,20240423_Mcap_neg_31,NB_3C,328046,38.8240357097871
747,20240423_Mcap_neg_32,NB_0C,186033,31.7251882222768
747,20240423_Mcap_neg_33,NB_3C,2226511,360.841472173577
747,20240423_Mcap_neg_34,B_0C,231161,44.5120050515838
747,20240423_Mcap_neg_35,WT_0C,177163,32.053541272636
747,20240423_Mcap_neg_36,Blank,0,0
747,20240423_Mcap_neg_37,B_6C,601024,103.731211276029
747,20240423_Mcap_neg_38,NB_6C,528504,86.360938020736
747,20240423_Mcap_neg_39,NB_0C,1348325,251.88089176082
747,20240423_Mcap_neg_4,WT_3C,528399,112.162587900705
747,20240423_Mcap_neg_40,NB_3C,625050,118.528100365854
747,20240423_Mcap_neg_41,B_6C,401027,120.658037993865
747,20240423_Mcap_neg_42,B_3C,1556601,287.427628714054
747,20240423_Mcap_neg_43,Blank,0,0
747,20240423_Mcap_neg_44,B_0C,906382,209.19429359428
747,20240423_Mcap_neg_45,NB_6C,1144353,213.438579590315
747,20240423_Mcap_neg_46,WT_3C,41106,8.97517673710885
747,20240423_Mcap_neg_47,WT_0C,249676,42.7738582101317
747,20240423_Mcap_neg_48,NB_3C,244760,57.5546686462219
747,20240423_Mcap_neg_49,WT_6C,349853,76.3289206881812
747,20240423_Mcap_neg_5,B_6C,1466233,385.936398019432
747,20240423_Mcap_neg_50,NB_6C,533722,83.8288730163178
747,20240423_Mcap_neg_51,B_6C,1387909,286.296025068057
747,20240423_Mcap_neg_52,WT_6C,76129,15.8761094887692
747,20240423_Mcap_neg_53,NB_6C,1069711,216.853676701875
747,20240423_Mcap_neg_54,WT_0C,285887,53.0484072240149
747,20240423_Mcap_neg_55,B_0C,1023598,192.876527013843
747,20240423_Mcap_neg_56,WT_3C,177202,43.4115254027814
747,20240423_Mcap_neg_57,NB_0C,2329781,695.82614950638
747,20240423_Mcap_neg_58,NB_6C,5468,1.24063859032483
747,20240423_Mcap_neg_59,WT_0C,1101516,157.895668092214
747,20240423_Mcap_neg_6,NB_0C,1079511,220.555938068331
747,20240423_Mcap_neg_60,B_3C,258615,49.0115069253791
747,20240423_Mcap_neg_61,B_0C,65761,15.0505626534683
747,20240423_Mcap_neg_62,WT_0C,463200,88.0186464553892
747,20240423_Mcap_neg_63,WT_6C,198742,31.7150566475685
747,20240423_Mcap_neg_7,WT_3C,353138,67.0706405187251
747,20240423_Mcap_neg_8,B_3C,633041,124.183654957116
747,20240423_Mcap_neg_9,WT_0C,1063155,258.395256762406
747,20240423_Mcap_neg_PBQC1_10,PBQC,477482,84.3488517647669
747,20240423_Mcap_neg_PBQC1_20,PBQC,643858,65.2272044023025
747,20240423_Mcap_neg_PBQC1_5,PBQC,743254,229.094755009099
747,20240423_Mcap_neg_PBQC2,PBQC,447846,72.2115233848922
747,20240423_Mcap_neg_PBQC3,PBQC,433823,73.4656235428111
747,20240423_Mcap_neg_PBQC4,PBQC,424860,74.2720610585468
747,20240423_Mcap_neg_PBQC5,PBQC,382049,64.3989734887157
747,20240423_Mcap_neg_PBQC6,PBQC,398991,64.2906118791021
747,20240423_Mcap_neg_PBQC7,PBQC,374813,58.9854510605457
862,20240423_Mcap_neg_1,WT_3C,33636399,17.0125409973813
862,20240423_Mcap_neg_10,B_3C,37298450,17480.4967703918
862,20240423_Mcap_neg_11,WT_3C,25707980,6231.45297109814
862,20240423_Mcap_neg_12,B_0C,52235266,14671.2454902651
862,20240423_Mcap_neg_13,WT_6C,31340941,6210.6196208843
862,20240423_Mcap_neg_14,B_3C,39606930,7119.03096155878
862,20240423_Mcap_neg_15,Blank,15157556,2721.54900300003
862,20240423_Mcap_neg_16,Blank,11663565,2194.47684068835
862,20240423_Mcap_neg_17,B_6C,54414066,12566.4837993449
862,20240423_Mcap_neg_18,B_6C,21211901,3360.87810688314
862,20240423_Mcap_neg_19,Blank,12456314,2486.38353446408
862,20240423_Mcap_neg_2,Blank,16854623,4814.08641746378
862,20240423_Mcap_neg_20,Blank,15552155,3301.72266523332
862,20240423_Mcap_neg_21,WT_6C,40735546,8427.20534838077
862,20240423_Mcap_neg_22,NB_3C,58242195,10458.6191716091
862,20240423_Mcap_neg_23,WT_6C,15396685,2766.4892335681
862,20240423_Mcap_neg_24,B_0C,27566622,2596.93270044775
862,20240423_Mcap_neg_25,Blank,67152821,12204.097345516
862,20240423_Mcap_neg_26,NB_6C,25806973,6024.55905594655
862,20240423_Mcap_neg_27,B_3C,15166012,2562.27755327027
862,20240423_Mcap_neg_28,NB_3C,41738178,8082.93701096969
862,20240423_Mcap_neg_29,Blank,20176273,2016.01526298543
862,20240423_Mcap_neg_3,NB_0C,19017055,5234.44826227676
862,20240423_Mcap_neg_30,NB_0C,33025525,6070.42795909484
862,20240423_Mcap_neg_31,NB_3C,38121226,4511.61870293027
862,20240423_Mcap_neg_32,NB_0C,19589708,3340.74260524968
862,20240423_Mcap_neg_33,NB_3C,78485231,12719.7780134907
862,20240423_Mcap_neg_34,B_0C,27493807,5294.15991850227
862,20240423_Mcap_neg_35,WT_0C,35334579,6392.96903086771
862,20240423_Mcap_neg_36,Blank,29096905,3750.84561902635
862,20240423_Mcap_neg_37,B_6C,25709501,4437.22502683297
862,20240423_Mcap_neg_38,NB_6C,26326906,4301.98180254405
862,20240423_Mcap_neg_39,NB_0C,58476402,10923.9920045611
862,20240423_Mcap_neg_4,WT_3C,23392498,4965.49399092271
862,20240423_Mcap_neg_40,NB_3C,39707779,7529.77214919354
862,20240423_Mcap_neg_41,B_6C,27354464,8230.19931320742
862,20240423_Mcap_neg_42,B_3C,32031991,5914.731764392
862,20240423_Mcap_neg_43,Blank,12529977,1313.99760492948
862,20240423_Mcap_neg_44,B_0C,41719600,9628.94428885093
862,20240423_Mcap_neg_45,NB_6C,50624333,9442.18019988289
862,20240423_Mcap_neg_46,WT_3C,43720458,9546.03800324252
862,20240423_Mcap_neg_47,WT_0C,44022190,7541.75527272644
862,20240423_Mcap_neg_48,NB_3C,28569104,6717.93724965623
862,20240423_Mcap_neg_49,WT_6C,27837069,6073.32958217613
862,20240423_Mcap_neg_5,B_6C,20151859,5304.29781031369
862,20240423_Mcap_neg_50,NB_6C,67049872,10531.174734717
862,20240423_Mcap_neg_51,B_6C,31168585,6429.41449404418
862,20240423_Mcap_neg_52,WT_6C,33898830,7069.30501610348
862,20240423_Mcap_neg_53,NB_6C,46824285,9492.300902452
862,20240423_Mcap_neg_54,WT_0C,114860647,21313.2218415036
862,20240423_Mcap_neg_55,B_0C,48848520,9204.52419774224
862,20240423_Mcap_neg_56,WT_3C,47234717,11571.7380133272
862,20240423_Mcap_neg_57,NB_0C,39805058,11888.4122480982
862,20240423_Mcap_neg_58,NB_6C,12570095,2851.89804725597
862,20240423_Mcap_neg_59,WT_0C,155384361,22273.4113331578
862,20240423_Mcap_neg_6,NB_0C,42791968,8742.86637457939
862,20240423_Mcap_neg_60,B_3C,19500746,3695.68600780633
862,20240423_Mcap_neg_61,B_0C,32048600,7334.84646070458
862,20240423_Mcap_neg_62,WT_0C,52339365,9945.6741920478
862,20240423_Mcap_neg_63,WT_6C,51595908,8233.62234208092
862,20240423_Mcap_neg_7,WT_3C,65526795,12445.3596017405
862,20240423_Mcap_neg_8,B_3C,18593132,3647.41266136572
862,20240423_Mcap_neg_9,WT_0C,69306649,16844.690573852
862,20240423_Mcap_neg_PBQC1_10,PBQC,90111061,15918.4178597535
862,20240423_Mcap_neg_PBQC1_20,PBQC,158698068,16077.2023448568
862,20240423_Mcap_neg_PBQC1_5,PBQC,64579461,19905.458819048
862,20240423_Mcap_neg_PBQC2,PBQC,136343817,21984.3439811846
862,20240423_Mcap_neg_PBQC3,PBQC,88632333,15009.4151040759
862,20240423_Mcap_neg_PBQC4,PBQC,90710587,15857.6223487252
862,20240423_Mcap_neg_PBQC5,PBQC,141520784,23855.0368452646
862,20240423_Mcap_neg_PBQC6,PBQC,149933241,24159.1869936291
862,20240423_Mcap_neg_PBQC7,PBQC,95156044,14975.0131720483
870,20240423_Mcap_neg_1,WT_3C,65388901,33.072248992546
870,20240423_Mcap_neg_10,B_3C,9018762,4226.78246037698
870,20240423_Mcap_neg_11,WT_3C,11343746,2749.65288318267
870,20240423_Mcap_neg_12,B_0C,14242210,4000.18938811603
870,20240423_Mcap_neg_13,WT_6C,11477273,2274.37258141927
870,20240423_Mcap_neg_14,B_3C,11821827,2124.8795815025
870,20240423_Mcap_neg_15,Blank,15319242,2750.57982995251
870,20240423_Mcap_neg_16,Blank,10669056,2007.3620471268
870,20240423_Mcap_neg_17,B_6C,15977753,3689.93145240679
870,20240423_Mcap_neg_18,B_6C,24635854,3903.37976378333
870,20240423_Mcap_neg_19,Blank,10832663,2162.28934537305
870,20240423_Mcap_neg_2,Blank,10111537,2888.09868506733
870,20240423_Mcap_neg_20,Blank,12839210,2725.76453749824
870,20240423_Mcap_neg_21,WT_6C,11554191,2390.28450984926
870,20240423_Mcap_neg_22,NB_3C,9854901,1769.65610300471
870,20240423_Mcap_neg_23,WT_6C,16216447,2913.78489702273
870,20240423_Mcap_neg_24,B_0C,17162346,1616.79065669801
870,20240423_Mcap_neg_25,Blank,8904854,1618.33413707707
870,20240423_Mcap_neg_26,NB_6C,14332620,3345.90652766487
870,20240423_Mcap_neg_27,B_3C,11437239,1932.30641386304
870,20240423_Mcap_neg_28,NB_3C,12839762,2486.5240791059
870,20240423_Mcap_neg_29,Blank,10194984,1018.68388884301
870,20240423_Mcap_neg_3,NB_0C,14561330,4008.00894675217
870,20240423_Mcap_neg_30,NB_0C,13034273,2395.83218120245
870,20240423_Mcap_neg_31,NB_3C,19603603,2320.07182870451
870,20240423_Mcap_neg_32,NB_0C,10015985,1708.08194631209
870,20240423_Mcap_neg_33,NB_3C,10602564,1718.31393440039
870,20240423_Mcap_neg_34,B_0C,9240611,1779.35616486227
870,20240423_Mcap_neg_35,WT_0C,10135142,1833.71779445076
870,20240423_Mcap_neg_36,Blank,9475195,1221.4355299901
870,20240423_Mcap_neg_37,B_6C,12400740,2140.25447101169
870,20240423_Mcap_neg_38,NB_6C,11699379,1911.75194910888
870,20240423_Mcap_neg_39,NB_0C,13093539,2446.00739979139
870,20240423_Mcap_neg_4,WT_3C,11478596,2436.54610053066
870,20240423_Mcap_neg_40,NB_3C,11544105,2189.10464423805
870,20240423_Mcap_neg_41,B_6C,9113345,2741.95263386135
870,20240423_Mcap_neg_42,B_3C,11585659,2139.30089460077
870,20240423_Mcap_neg_43,Blank,8575739,899.323283825683
870,20240423_Mcap_neg_44,B_0C,11759965,2714.21698298519
870,20240423_Mcap_neg_45,NB_6C,11178944,2085.03684423008
870,20240423_Mcap_neg_46,WT_3C,13108399,2862.12180830097
870,20240423_Mcap_neg_47,WT_0C,13373460,2291.10277717243
870,20240423_Mcap_neg_48,NB_3C,6446150,1515.79230852843
870,20240423_Mcap_neg_49,WT_6C,14531355,3170.36651822074
870,20240423_Mcap_neg_5,B_6C,10686789,2812.93707441571
870,20240423_Mcap_neg_50,NB_6C,14305249,2246.85110414629
870,20240423_Mcap_neg_51,B_6C,10909594,2250.41673841209
870,20240423_Mcap_neg_52,WT_6C,13740860,2865.53637226448
870,20240423_Mcap_neg_53,NB_6C,11180766,2266.58447566961
870,20240423_Mcap_neg_54,WT_0C,15936169,2957.07123797707
870,20240423_Mcap_neg_55,B_0C,14590927,2749.36775378553
870,20240423_Mcap_neg_56,WT_3C,10476185,2566.49512095647
870,20240423_Mcap_neg_57,NB_0C,9591003,2864.50536688812
870,20240423_Mcap_neg_58,NB_6C,7588753,1721.73314120544
870,20240423_Mcap_neg_59,WT_0C,10861674,1556.95542025617
870,20240423_Mcap_neg_6,NB_0C,10651526,2176.22306853611
870,20240423_Mcap_neg_60,B_3C,9630975,1825.21518332546
870,20240423_Mcap_neg_61,B_0C,14438396,3304.46315425316
870,20240423_Mcap_neg_62,WT_0C,12120151,2303.1054205365
870,20240423_Mcap_neg_63,WT_6C,10330268,1648.49366537963
870,20240423_Mcap_neg_7,WT_3C,17035103,3235.43954795457
870,20240423_Mcap_neg_8,B_3C,15019198,2946.31444095809
870,20240423_Mcap_neg_9,WT_0C,14441196,3509.87212211177
870,20240423_Mcap_neg_PBQC1_10,PBQC,13197196,2331.32837664858
870,20240423_Mcap_neg_PBQC1_20,PBQC,23663998,2397.32521968724
870,20240423_Mcap_neg_PBQC1_5,PBQC,10011129,3085.75079864278
870,20240423_Mcap_neg_PBQC2,PBQC,11944891,1926.01764540251
870,20240423_Mcap_neg_PBQC3,PBQC,12248382,2074.19842511969
870,20240423_Mcap_neg_PBQC4,PBQC,12581298,2199.40666858967
870,20240423_Mcap_neg_PBQC5,PBQC,12914844,2176.95286428744
870,20240423_Mcap_neg_PBQC6,PBQC,15331078,2470.34200060318
870,20240423_Mcap_neg_PBQC7,PBQC,12419644,1954.51944235494
878,20240423_Mcap_neg_1,WT_3C,270759,0.136943975288525
878,20240423_Mcap_neg_10,B_3C,9018762,4226.78246037698
878,20240423_Mcap_neg_11,WT_3C,11343746,2749.65288318267
878,20240423_Mcap_neg_12,B_0C,14242210,4000.18938811603
878,20240423_Mcap_neg_13,WT_6C,11477273,2274.37258141927
878,20240423_Mcap_neg_14,B_3C,11821827,2124.8795815025
878,20240423_Mcap_neg_15,Blank,15319242,2750.57982995251
878,20240423_Mcap_neg_16,Blank,10669056,2007.3620471268
878,20240423_Mcap_neg_17,B_6C,15977753,3689.93145240679
878,20240423_Mcap_neg_18,B_6C,24635854,3903.37976378333
878,20240423_Mcap_neg_19,Blank,10832663,2162.28934537305
878,20240423_Mcap_neg_2,Blank,10111537,2888.09868506733
878,20240423_Mcap_neg_20,Blank,12839210,2725.76453749824
878,20240423_Mcap_neg_21,WT_6C,11554191,2390.28450984926
878,20240423_Mcap_neg_22,NB_3C,9854901,1769.65610300471
878,20240423_Mcap_neg_23,WT_6C,16216447,2913.78489702273
878,20240423_Mcap_neg_24,B_0C,17162346,1616.79065669801
878,20240423_Mcap_neg_25,Blank,8904854,1618.33413707707
878,20240423_Mcap_neg_26,NB_6C,14332620,3345.90652766487
878,20240423_Mcap_neg_27,B_3C,11437239,1932.30641386304
878,20240423_Mcap_neg_28,NB_3C,12839762,2486.5240791059
878,20240423_Mcap_neg_29,Blank,10194984,1018.68388884301
878,20240423_Mcap_neg_3,NB_0C,14561330,4008.00894675217
878,20240423_Mcap_neg_30,NB_0C,13034273,2395.83218120245
878,20240423_Mcap_neg_31,NB_3C,19603603,2320.07182870451
878,20240423_Mcap_neg_32,NB_0C,10015985,1708.08194631209
878,20240423_Mcap_neg_33,NB_3C,10602564,1718.31393440039
878,20240423_Mcap_neg_34,B_0C,9240611,1779.35616486227
878,20240423_Mcap_neg_35,WT_0C,10135142,1833.71779445076
878,20240423_Mcap_neg_36,Blank,9475195,1221.4355299901
878,20240423_Mcap_neg_37,B_6C,12400740,2140.25447101169
878,20240423_Mcap_neg_38,NB_6C,11699379,1911.75194910888
878,20240423_Mcap_neg_39,NB_0C,13093539,2446.00739979139
878,20240423_Mcap_neg_4,WT_3C,11478596,2436.54610053066
878,20240423_Mcap_neg_40,NB_3C,11544105,2189.10464423805
878,20240423_Mcap_neg_41,B_6C,9113345,2741.95263386135
878,20240423_Mcap_neg_42,B_3C,11585659,2139.30089460077
878,20240423_Mcap_neg_43,Blank,8575739,899.323283825683
878,20240423_Mcap_neg_44,B_0C,11759965,2714.21698298519
878,20240423_Mcap_neg_45,NB_6C,11178944,2085.03684423008
878,20240423_Mcap_neg_46,WT_3C,13108399,2862.12180830097
878,20240423_Mcap_neg_47,WT_0C,13373460,2291.10277717243
878,20240423_Mcap_neg_48,NB_3C,17168956,4037.227343916
878,20240423_Mcap_neg_49,WT_6C,14531355,3170.36651822074
878,20240423_Mcap_neg_5,B_6C,10686789,2812.93707441571
878,20240423_Mcap_neg_50,NB_6C,14305249,2246.85110414629
878,20240423_Mcap_neg_51,B_6C,10909594,2250.41673841209
878,20240423_Mcap_neg_52,WT_6C,13740860,2865.53637226448
878,20240423_Mcap_neg_53,NB_6C,11180766,2266.58447566961
878,20240423_Mcap_neg_54,WT_0C,15936169,2957.07123797707
878,20240423_Mcap_neg_55,B_0C,14590927,2749.36775378553
878,20240423_Mcap_neg_56,WT_3C,10476185,2566.49512095647
878,20240423_Mcap_neg_57,NB_0C,9591003,2864.50536688812
878,20240423_Mcap_neg_58,NB_6C,393193,89.2074283266916
878,20240423_Mcap_neg_59,WT_0C,10861674,1556.95542025617
878,20240423_Mcap_neg_6,NB_0C,10651526,2176.22306853611
878,20240423_Mcap_neg_60,B_3C,9630975,1825.21518332546
878,20240423_Mcap_neg_61,B_0C,14438396,3304.46315425316
878,20240423_Mcap_neg_62,WT_0C,12120151,2303.1054205365
878,20240423_Mcap_neg_63,WT_6C,10330268,1648.49366537963
878,20240423_Mcap_neg_7,WT_3C,17035103,3235.43954795457
878,20240423_Mcap_neg_8,B_3C,15019198,2946.31444095809
878,20240423_Mcap_neg_9,WT_0C,14441196,3509.87212211177
878,20240423_Mcap_neg_PBQC1_10,PBQC,13197196,2331.32837664858
878,20240423_Mcap_neg_PBQC1_20,PBQC,23663998,2397.32521968724
878,20240423_Mcap_neg_PBQC1_5,PBQC,10011129,3085.75079864278
878,20240423_Mcap_neg_PBQC2,PBQC,11944891,1926.01764540251
878,20240423_Mcap_neg_PBQC3,PBQC,12248382,2074.19842511969
878,20240423_Mcap_neg_PBQC4,PBQC,12581298,2199.40666858967
878,20240423_Mcap_neg_PBQC5,PBQC,12914844,2176.95286428744
878,20240423_Mcap_neg_PBQC6,PBQC,15331078,2470.34200060318
878,20240423_Mcap_neg_PBQC7,PBQC,12419644,1954.51944235494
1020,20240423_Mcap_neg_1,WT_3C,6383523849,3228.64411539292
1020,20240423_Mcap_neg_10,B_3C,5552012844,2602036.86794334
1020,20240423_Mcap_neg_11,WT_3C,7079665528,1716066.50969767
1020,20240423_Mcap_neg_12,B_0C,9309163743,2614651.66841059
1020,20240423_Mcap_neg_13,WT_6C,6961071962,1379427.95978816
1020,20240423_Mcap_neg_14,B_3C,11884874178,2136211.72117376
1020,20240423_Mcap_neg_15,Blank,16715910,3001.35258151272
1020,20240423_Mcap_neg_16,Blank,8941562,1682.3374052894
1020,20240423_Mcap_neg_17,B_6C,9353416087,2160095.01658355
1020,20240423_Mcap_neg_18,B_6C,6524773583,1033804.99446994
1020,20240423_Mcap_neg_19,Blank,11721185,2339.64575482455
1020,20240423_Mcap_neg_2,Blank,2190633,625.697646381253
1020,20240423_Mcap_neg_20,Blank,11906044,2527.65323962891
1020,20240423_Mcap_neg_21,WT_6C,5725526537,1184473.83599672
1020,20240423_Mcap_neg_22,NB_3C,7613361428,1367140.23160521
1020,20240423_Mcap_neg_23,WT_6C,8295175323,1490484.07709154
1020,20240423_Mcap_neg_24,B_0C,9558012734,900419.207264181
1020,20240423_Mcap_neg_25,Blank,18144272,3297.47078564357
1020,20240423_Mcap_neg_26,NB_6C,6871570821,1604147.25084233
1020,20240423_Mcap_neg_27,B_3C,9254544530,1563543.02634514
1020,20240423_Mcap_neg_28,NB_3C,8872187257,1718171.1005942
1020,20240423_Mcap_neg_29,Blank,12776448,1276.6239579713
1020,20240423_Mcap_neg_3,NB_0C,4493966258,1236965.10020613
1020,20240423_Mcap_neg_30,NB_0C,7832976350,1439780.87078101
1020,20240423_Mcap_neg_31,NB_3C,8247711634,976110.519929178
1020,20240423_Mcap_neg_32,NB_0C,7368267460,1256551.887423
1020,20240423_Mcap_neg_33,NB_3C,8711409325,1411822.20907621
1020,20240423_Mcap_neg_34,B_0C,7325641779,1410612.92535087
1020,20240423_Mcap_neg_35,WT_0C,7692373359,1391755.79150904
1020,20240423_Mcap_neg_36,Blank,14301425,1843.57873622641
1020,20240423_Mcap_neg_37,B_6C,7303077987,1260444.57433672
1020,20240423_Mcap_neg_38,NB_6C,8005699459,1308181.56995597
1020,20240423_Mcap_neg_39,NB_0C,6439842468,1203028.65779259
1020,20240423_Mcap_neg_4,WT_3C,7689313917,1632200.26612647
1020,20240423_Mcap_neg_40,NB_3C,7335797581,1391084.72247875
1020,20240423_Mcap_neg_41,B_6C,5640948211,1697204.79866053
1020,20240423_Mcap_neg_42,B_3C,9962746258,1839628.7537777
1020,20240423_Mcap_neg_43,Blank,28628384,3002.2104398834
1020,20240423_Mcap_neg_44,B_0C,7537608067,1739690.89992226
1020,20240423_Mcap_neg_45,NB_6C,8351433268,1557664.73290285
1020,20240423_Mcap_neg_46,WT_3C,7956200039,1737177.30896109
1020,20240423_Mcap_neg_47,WT_0C,6597726798,1130303.6255308
1020,20240423_Mcap_neg_48,NB_3C,6211829305,1460692.60483859
1020,20240423_Mcap_neg_49,WT_6C,5632962855,1228967.03437864
1020,20240423_Mcap_neg_5,B_6C,7377589613,1941901.9022024
1020,20240423_Mcap_neg_50,NB_6C,7225247466,1134832.04173228
1020,20240423_Mcap_neg_51,B_6C,9932236121,2048808.55334227
1020,20240423_Mcap_neg_52,WT_6C,8094937521,1688128.52358049
1020,20240423_Mcap_neg_53,NB_6C,7220394711,1463731.03617388
1020,20240423_Mcap_neg_54,WT_0C,8430640691,1564366.21677297
1020,20240423_Mcap_neg_55,B_0C,9310677558,1754410.52225984
1020,20240423_Mcap_neg_56,WT_3C,7474592191,1831153.60235556
1020,20240423_Mcap_neg_57,NB_0C,7867019428,2349610.20672015
1020,20240423_Mcap_neg_58,NB_6C,5387931131,1222411.64014595
1020,20240423_Mcap_neg_59,WT_0C,12389311449,1775933.10046257
1020,20240423_Mcap_neg_6,NB_0C,9288606979,1897763.83817933
1020,20240423_Mcap_neg_60,B_3C,5273584850,999423.999438083
1020,20240423_Mcap_neg_61,B_0C,4654531343,1065265.6649126
