Measurement Name :,20230624_SDR710_Run03_Plate06_PR,,Generated On :,"24/06/2023, 15:43:27",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.06.23 14:41:46,1.78,175.6,159.78,181.77,174.19,187.86,173.03,177.46,168.97,169.4,179.09,184.75,152.13,173.26,183.4,182.54,174.96,166.07,178.03,167.65,163.88,174.99,176.14,178.32,166.41,,33,965,33,28.89,
24.06.23 14:42:01,2.03,178.45,170.23,178.57,172.96,189.22,167.91,177.98,183.98,167.58,181.65,175.61,170.23,185.83,188.35,171.75,181.97,178.01,181.47,171.23,159.98,176.24,176.96,175.68,176.62,,33,965,33,28.94,
24.06.23 14:42:16,2.28,175.86,180.12,171.49,174.68,199.96,159.31,169.68,182.43,169.66,180.63,163.58,164.46,170.48,185.04,175.15,166.98,178.53,188.11,174.06,165.97,170.74,178.06,175.42,157.13,,33,965,33,28.94,
24.06.23 14:42:31,2.53,170.72,175.79,158.09,168.07,188.4,195.08,191.2,168.47,177.26,178.33,171.49,176.57,165.46,188.9,187.35,173.09,178.01,184.64,165.62,161.79,170.99,183.88,178.85,168.43,,33,965,33,28.96,
24.06.23 14:42:46,2.78,178.19,172.24,165.7,174.44,178.41,179.5,167.12,181.66,159.86,167.48,182.91,165.46,171.99,186.42,183.61,181.42,169.68,179.17,173.29,161.53,171.99,176.69,183.9,178.42,,33,965,33,28.98,
24.06.23 14:43:01,3.03,167.66,184.49,176.36,174.93,182.17,187.63,184.02,172.75,172.01,169.48,171.49,165.71,163.71,180.13,184.67,174.42,168.13,177.46,172,165.44,177.5,175.04,180.7,160.37,,33,965,33,28.99,
24.06.23 14:43:16,3.28,174.31,179.1,174.89,176.66,201.63,191.61,176.41,186.05,175.68,183.45,183.17,179.38,167.96,186.42,180.42,174.42,173.05,179.17,170.21,181.08,177,173.95,186.04,170.21,,33,965,33,29,
24.06.23 14:43:31,3.53,178.71,172.5,178.81,180.38,174.4,191.87,170.2,187.34,166.03,176.29,187.65,174.78,175.55,195.01,179.1,173.09,180.11,181.47,177.68,170.7,175.99,181.38,180.44,168.94,,33,965,33,29.03,
24.06.23 14:43:46,3.78,167.15,184.75,173.67,172.96,184.6,191.34,181.12,204.75,170.44,165.98,185.54,178.1,164.71,196.4,183.07,175.76,172.79,191.02,174.32,171.22,170.24,182.49,172.79,179.46,,33,965,33,29.03,
24.06.23 14:44:01,4.03,173.28,181.15,170.28,173.45,188.67,149.61,162.27,177.57,163.71,181.91,168.41,164.71,174.53,186.14,184.67,170.69,178.01,194.54,175.87,176.53,172.49,170.94,165.25,163.13,,33,965,33,29.06,
24.06.23 14:44:16,4.28,166.89,203.14,177.83,188.17,172.55,178.72,168.66,207.17,161.65,181.14,183.96,179.64,174.02,192.5,171.23,175.76,185.93,187.82,182.63,163.09,169.25,179.17,179.11,177.13,,33,965,33,29.06,
24.06.23 14:44:31,4.53,167.4,185.27,163.07,193,178.94,181.06,175.37,189.94,168.36,187.33,163.33,180.66,167.46,186.69,162.18,167.51,174.87,183.77,162.08,158.69,178.51,180.55,182.83,175.07,,33,965,33,29.09,
24.06.23 14:44:46,4.78,176.38,180.38,180.54,177.65,172.02,189.75,177.46,210.41,172.79,188.1,184.48,177.59,175.55,191.67,178.04,165.4,181.69,190.73,161.07,166.75,174.24,172.85,181.5,187.55,,33,965,33,29.1,
24.06.23 14:45:01,5.03,178.71,167.47,173.92,189.94,179.75,172.26,163.03,185.79,177.26,177.82,181.6,150.92,177.33,198.64,177.25,163.56,183.81,196.89,176.13,161.53,171.99,168.5,179.91,165.14,,33,965,33,29.11,
24.06.23 14:45:16,5.28,175.09,182.18,184,196.33,180.02,191.34,162.78,190.99,174.37,198.86,161.81,182.21,178.87,206.84,176.2,188.51,177.22,184.06,171.74,158.43,166.77,175.32,175.16,165.4,,33,965,33,29.16,
24.06.23 14:45:31,5.53,175.86,189.42,172.46,171.49,190.58,177.94,176.41,166.72,186.31,187.84,191.9,169.97,180.66,194.17,180.95,184.96,185.4,184.06,171.49,164.14,176.5,171.49,193.59,182.06,,33,965,33,29.17,
24.06.23 14:45:46,5.78,175.86,166.97,172.46,187.91,162.82,195.08,188.53,187.86,165,190.18,183.43,167.96,166.46,194.17,169.93,177.91,178.27,184.35,181.59,181.35,173.99,170.67,193.05,173.79,,33,965,33,29.2,
24.06.23 14:46:01,6.03,170.98,178.33,187.24,180.38,179.21,184.47,172.78,184.24,167.84,188.1,182.64,164.46,173.51,196.96,191.65,181.15,176.44,184.35,167.91,167.01,184.1,181.1,191.97,187.29,,33,965,33,29.21,
24.06.23 14:46:16,6.28,164.36,159.78,180.04,189.43,195.53,174.06,173.82,189.16,166.03,193.06,174.84,173.51,175.55,195.56,168.89,184.96,177.22,189.57,174.06,170.7,182.06,174.22,190.61,184.14,,33,965,33,29.21,
24.06.23 14:46:31,6.53,172.51,168.47,169.79,183.38,190.04,171.23,170.71,176.04,175.42,183.97,166.88,139.85,172.75,192.78,168.63,183.32,175.91,180.89,173.29,178.67,180.28,172.03,197.68,180.5,,33,965,33,29.24,
24.06.23 14:46:46,6.78,176.38,177.06,184.75,178.39,181.63,177.68,183.23,181.41,167.58,202.04,188.44,181.95,166.71,200.05,185.21,186.05,183.54,184.64,172,162.83,173.24,174.49,197.68,178.94,,33,965,33,29.24,
24.06.23 14:47:01,7.03,168.42,158.79,175.14,165.88,200.24,165.11,177.46,173.25,178.58,192.27,191.1,166.96,170.98,200.33,180.42,168.57,180.9,187.82,173.8,162.83,181.3,180.55,195.23,174.82,,33,965,33,29.25,
24.06.23 14:47:16,7.28,180.01,174.52,180.29,187.15,185.41,180.02,176.68,174.52,187.92,197.01,187.38,162.72,165.71,195.28,179.36,171.49,172.79,184.35,171.49,171.75,180.28,172.03,191.97,183.1,,33,965,33,29.27,
24.06.23 14:47:31,7.53,174.83,173,177.34,196.84,173.34,168.42,192.54,174.27,176.74,193.85,174.06,175.04,180.15,196.68,171.49,177.91,180.11,189.86,171.74,165.44,179.52,176.96,184.17,181.02,,33,965,33,29.28,
24.06.23 14:47:46,7.78,191.59,174.52,182.76,181.63,179.48,181.06,180.07,181.41,180.7,185.26,188.44,179.38,170.48,183.95,173.84,170.69,167.61,184.35,175.61,165.97,169.99,171.76,178.58,199.78,,33,965,33,29.3,
24.06.23 14:48:01,8.03,179.23,174.52,176.11,180.13,198.85,166.89,184.02,182.43,184.43,196.21,181.07,179.64,168.46,195.56,192.46,173.62,179.06,188.11,174.32,176.8,176.5,171.76,187.92,176.62,,33,965,33,29.31,
24.06.23 14:48:16,8.28,189.47,179.1,184.5,189.69,182.71,197.23,173.3,165.72,181.77,197.27,191.36,178.35,177.08,194.73,181.48,185.77,171.49,180.32,169.95,174.67,170.99,182.49,188.46,188.07,,33,965,33,29.31,
24.06.23 14:48:31,8.53,184.98,166.22,192.52,178.64,158.41,162.58,195.49,185.01,172.27,185.51,176.13,181.43,176.57,193.89,170.45,181.42,179.58,180.03,165.36,167.8,177.25,170.4,179.91,184.14,,33,965,33,29.34,
24.06.23 14:48:46,8.78,184.72,178.08,162.6,176.41,196.63,155.31,172.78,192.03,177.26,183.19,193.76,185.57,170.98,192.22,185.21,177.11,178.27,186.08,165.36,168.59,182.57,168.23,175.95,179.2,,33,965,33,29.35,
24.06.23 14:49:01,9.03,187.35,175.03,172.94,186.9,176.54,168.42,174.33,166.72,181.77,192.01,185.27,166.71,168.97,196.68,182.54,181.15,177.48,184.92,168.93,159.2,179.52,171.76,182.56,175.84,,33,965,33,29.38,
24.06.23 14:49:16,9.28,170.21,188.9,165.94,178.39,196.36,180.02,171.75,175.28,188.72,177.05,184.48,171.24,169.22,196.12,188.69,183.05,174.87,181.75,171.74,170.96,168.51,176.69,174.37,181.28,,33,965,33,29.41,
24.06.23 14:49:31,9.53,183.67,175.79,173.43,175.92,167.8,174.32,176.68,163.49,175.16,171.74,182.91,175.29,170.73,204,182.81,176.57,172.79,185.21,167.91,170.7,183.84,173.95,180.44,188.6,,33,965,33,29.42,
24.06.23 14:49:46,9.78,181.58,187.6,172.7,187.41,191.95,179.5,172.26,168.22,180.97,188.88,194.03,180.92,178.61,191.94,190.03,198.75,182.75,187.53,175.35,172.02,187.68,167.68,182.03,197.36,,33,965,33,29.42,
24.06.23 14:50:01,10.03,193.99,185.79,176.36,176.41,172.81,180.54,182.18,186.82,187.38,180.37,191.63,201.63,181.18,198.64,194.9,184.96,173.05,185.5,158.06,168.85,177,170.94,180.44,189.66,,33,965,33,29.44,
24.06.23 14:50:16,10.28,182.1,182.95,187.74,180.13,180.28,186.57,188.53,187.08,180.17,179.6,191.9,176.82,171.24,184.22,192.46,185.5,179.06,188.11,171.74,167.28,173.24,166.06,185.23,177.39,,33,965,33,29.46,
24.06.23 14:50:31,10.53,180.53,189.42,183.51,181.38,178.41,193.47,179.03,181.15,180.7,182.68,190.56,174.53,162.22,185.32,179.63,189.61,170.97,184.64,173.03,163.88,173.49,173.13,170.97,183.1,,33,965,33,29.46,
24.06.23 14:50:46,10.78,182.62,179.1,170.76,177.15,190.04,162.33,188.8,177.31,190.34,189.66,169.18,188.69,179.89,205.42,188.96,188.78,172.27,186.08,170.46,162.57,178.01,176.96,175.16,189.66,,33,965,33,29.48,
24.06.23 14:51:01,11.03,183.15,170.73,184.5,203.31,167.53,173.03,191.47,198.88,174.11,188.1,186.85,187.13,172.25,200.05,181.21,189.88,176.96,186.08,156.31,174.67,171.24,172.03,183.1,174.3,,33,965,33,29.49,
24.06.23 14:51:16,11.28,183.93,195.71,179.3,169.78,188.4,180.28,186.67,179.61,197.14,178.84,180.29,164.21,169.22,193.61,190.84,189.88,160.71,189.28,176.38,182.7,174.49,171.76,183.63,168.18,,33,965,33,29.5,
24.06.23 14:51:31,11.53,190,194.66,189,179.88,175.74,164.86,170.97,191.25,182.83,190.97,176.39,170.73,164.46,199.49,188.96,184.41,164.79,186.37,166.63,173.08,170.74,175.32,193.86,177.91,,33,965,33,29.52,
24.06.23 14:51:46,11.78,186.56,194.39,171.49,166.37,170.96,176.9,168.91,192.03,183.9,180.37,176.13,174.27,159.99,190.83,188.15,189.88,176.17,184.06,170.72,172.02,183.33,167.68,182.83,180.5,,33,965,33,29.52,
24.06.23 14:52:01,12.03,179.75,187.86,162.84,183.63,162.04,181.59,193.61,188.64,179.11,177.05,183.43,184.79,171.24,200.33,182.54,173.62,170.45,189.57,164.86,183.77,180.54,169.85,175.16,185.97,,33,965,33,29.56,
24.06.23 14:52:16,12.28,184.72,197.29,193.53,176.41,185.68,174.58,181.65,194.66,180.97,170.48,185.54,175.8,165.96,192.5,175.15,176.84,174.35,191.32,165.11,169.11,179.02,176.96,186.04,163.13,,33,965,33,29.56,
24.06.23 14:52:31,12.53,185.51,194.66,189.25,186.4,199.13,169.18,188.8,203.14,179.11,184.22,195.91,200.56,174.78,189.45,184.94,189.06,182.48,193.95,176.9,172.02,181.81,178.34,181.5,184.14,,33,965,33,29.58,
24.06.23 14:52:46,12.78,174.31,191.77,171.25,171.24,181.9,173.29,180.34,193.34,177.53,188.62,187.65,167.46,172.25,186.42,176.2,184.41,173.83,184.35,166.13,153.29,174.99,175.59,180.44,177.39,,33,965,33,29.6,
24.06.23 14:53:01,13.03,188.41,191.51,189,165.16,181.63,172.26,176.41,197.82,187.11,177.82,164.34,201.63,166.96,205.71,186.28,182.51,164.02,189.28,160.06,172.55,168.51,168.23,173.06,181.8,,33,965,33,29.61,
24.06.23 14:53:16,13.28,191.32,194.13,173.92,186.15,188.95,179.76,178.5,206.36,188.19,170.48,189.77,174.27,163.46,195.84,187.61,191.26,169.42,185.79,168.42,169.11,180.79,170.4,175.42,179.98,,33,965,33,29.61,
24.06.23 14:53:31,13.53,190.53,193.61,180.29,178.39,192.78,181.85,188.8,183.98,184.7,185.77,193.5,182.47,173.51,202.87,174.36,170.69,177.22,195.12,171.23,176,185.38,175.04,180.44,163.88,,33,965,33,29.63,
24.06.23 14:53:46,13.78,179.75,195.18,173.43,192.23,169.64,157.31,167.37,181.92,184.17,182.94,179.25,171.49,178.1,196.12,186.54,176.84,170.45,189.28,168.16,178.13,171.24,172.58,176.74,169.96,,33,965,33,29.64,
24.06.23 14:54:01,14.03,186.82,187.34,176.85,178.14,176.8,155.56,184.02,181.41,169.66,178.58,183.96,198.96,166.21,198.08,183.61,176.57,176.96,191.61,177.16,171.49,179.52,168.77,193.32,167.93,,33,965,33,29.67,
24.06.23 14:54:16,14.28,186.03,201.81,181.77,189.43,177.6,168.67,179.81,175.53,169.92,179.09,195.37,164.21,161.23,188.9,195.18,169.36,174.35,194.24,169.95,172.55,181.3,167.96,183.36,171.23,,33,965,33,29.67,
24.06.23 14:54:31,14.53,189.47,191.51,187.49,178.39,174.4,172.51,186.67,183.2,186.84,192.27,189.24,164.46,179.38,199.77,175.15,170.42,177.22,191.61,166.38,181.35,172.49,172.58,179.38,169.2,,33,965,33,29.69,
24.06.23 14:54:46,14.78,185.77,177.82,171.73,177.15,188.67,171.74,176.41,177.57,172.27,186.03,180.29,163.46,168.72,193.06,178.83,179.26,177.48,183.19,168.42,176,186.91,178.34,180.17,176.36,,33,965,33,29.7,
24.06.23 14:55:01,15.03,184.98,181.92,192.78,189.18,171.22,163.34,172.52,193.08,165,175.53,183.17,172.25,163.71,203.15,180.15,174.16,181.16,189.28,173.8,173.34,175.99,171.76,166.55,172.51,,33,965,33,29.71,
24.06.23 14:55:16,15.28,187.09,184.24,176.6,177.65,193.05,168.42,179.29,160.76,170.97,188.88,195.64,180.66,165.96,198.93,183.61,160.15,174.87,187.53,172,176,166.77,172.31,176.21,166.66,,33,965,33,29.71,
24.06.23 14:55:31,15.53,184.19,182.43,173.92,169.29,193.88,180.8,181.39,191.51,171.23,174.26,177.17,184.53,168.72,200.05,189.5,182.51,176.17,186.66,175.61,185.13,182.31,168.77,178.85,172.77,,33,965,33,29.73,
24.06.23 14:55:46,15.78,175.86,168.97,178.32,191.47,201.07,175.61,190.93,184.24,180.97,179.35,185.8,185.57,162.22,192.78,166.82,168.3,182.48,182.33,167.65,174.4,180.54,167.14,171.49,176.1,,33,965,33,29.74,
24.06.23 14:56:01,16.03,195.06,170.98,186.74,191.72,198.57,180.28,181.12,202.34,191.97,185,190.56,182.98,173.77,211.71,185.74,176.3,174.87,193.95,175.87,168.06,177,171.49,184.43,170.21,,33,965,33,29.78,
24.06.23 14:56:16,16.28,176.64,188.64,203.25,181.13,196.08,186.57,185.34,184.49,187.38,174.52,181.86,190.78,175.04,199.49,176.99,164.61,179.06,191.32,167.91,172.81,181.81,176.96,184.43,172.51,,33,965,33,29.78,
24.06.23 14:56:31,16.53,191.85,178.84,174.16,188.67,190.04,176.38,188.26,189.42,196.86,180.37,182.91,179.12,174.27,205.99,182.54,185.23,187.26,193.66,165.11,161.79,181.3,178.89,186.31,181.8,,33,965,33,29.78,
24.06.23 14:56:46,16.78,180.27,183.98,164.98,181.63,186.77,186.84,176.94,172.24,182.83,192.8,187.65,206.73,173.26,203.15,184.94,186.05,183.01,188.4,170.21,167.54,172.99,177.79,176.21,182.58,,33,965,33,29.81,
24.06.23 14:57:01,17.03,179.23,167.47,161.41,185.14,186.23,165.36,182.18,193.34,194.68,187.33,191.1,177.08,167.71,196.12,186.54,186.32,181.96,183.48,173.03,168.59,182.31,172.31,184.7,171.74,,33,965,33,29.81,
24.06.23 14:57:16,17.28,193.45,179.1,171,185.39,179.21,188.69,192,188.12,187.65,182.42,180.81,183.24,164.96,192.22,182.28,177.11,190.21,180.03,168.42,160.76,183.33,168.5,172.79,172.51,,33,965,33,29.81,
24.06.23 14:57:31,17.53,181.58,170.98,167.62,186.65,180.55,157.81,174.85,176.8,171.75,181.65,172.77,186.87,169.97,192.5,176.46,170.96,174.87,191.32,165.11,173.87,179.02,166.6,178.58,172.25,,33,965,33,29.84,
24.06.23 14:57:46,17.78,188.41,190.2,183.76,184.64,173.34,151.59,184.81,193.87,179.38,186.81,176.13,170.23,170.73,200.05,181.21,170.42,182.22,192.19,169.44,169.11,176.5,167.96,175.68,174.3,,33,965,33,29.85,
24.06.23 14:58:01,18.03,187.35,194.13,173.43,183.13,187.86,168.93,189.33,193.61,184.97,194.63,184.75,193.41,169.22,215.45,191.92,180.07,179.85,191.61,163.59,185.94,179.52,169.85,182.56,175.33,,33,965,33,29.86,
24.06.23 14:58:16,18.28,175.6,191.77,178.81,186.9,175.74,179.5,181.91,178.33,180.17,181.14,191.63,185.83,176.82,207.13,183.34,173.09,184.34,194.54,165.62,168.33,183.33,161.49,180.97,174.3,,33,965,33,29.88,
24.06.23 14:58:31,18.53,189.47,174.77,190.25,179.39,181.36,159.81,191.73,192.03,170.18,174.52,180.03,193.67,165.21,191.11,175.15,181.15,179.06,193.66,163.09,169.64,179.27,161.22,170.7,172,,33,965,33,29.88,
24.06.23 14:58:46,18.78,187.09,180.12,167.14,190.19,185.68,172,180.07,188.12,182.3,195.42,178.47,172.75,165.71,197.24,171.23,169.1,174.09,191.61,165.87,151.24,188.2,165.79,177.53,164.39,,33,965,33,29.88,
24.06.23 14:59:01,19.03,189.2,165.48,184.75,177.65,191.13,163.34,199.55,184.24,173.84,184.74,185.27,208.62,160.73,193.89,175.94,178.99,176.44,194.54,165.36,175.2,180.28,167.14,177.53,165.9,,33,965,33,29.91,
24.06.23 14:59:16,19.28,189.73,184.24,185.5,184.38,193.6,168.42,182.97,178.84,181.5,177.82,191.1,182.21,164.71,191.94,182.28,173.62,171.75,199.54,162.33,168.59,186.14,170.4,182.03,174.05,,33,965,33,29.92,
24.06.23 14:59:31,19.53,196.13,188.9,190.51,192.23,165.96,186.05,185.87,185.01,181.23,192.27,182.91,180.66,177.08,200.89,190.03,171.22,170.19,188.11,167.14,167.54,175.74,167.41,183.63,168.18,,33,965,33,29.94,
24.06.23 14:59:46,19.78,197.47,179.87,178.57,204.09,190.31,179.76,187.46,171.49,195.23,175.53,178.21,178.87,171.99,207.13,191.65,178.99,184.6,196,170.46,170.17,181.55,167.96,184.7,171.74,,33,965,33,29.94,
24.06.23 15:00:01,20.03,196.4,181.41,191.51,184.89,177.6,163.59,192,174.01,179.38,190.45,184.48,173.01,162.72,198.93,186.28,183.05,184.07,188.4,164.6,173.61,183.84,173.67,180.7,173.53,,33,965,33,29.96,
24.06.23 15:00:16,20.28,186.03,164.23,173.43,205.92,183.52,169.95,183.23,182.18,185.5,188.88,173.03,178.87,166.96,192.22,182.54,149.8,172.27,181.75,162.58,168.06,178.01,160.69,183.36,176.1,,33,965,33,29.96,
24.06.23 15:00:31,20.53,196.4,182.18,170.28,196.58,184.33,156.06,184.02,178.84,186.84,174.26,194.03,181.18,167.96,208.56,180.95,168.57,174.09,182.91,157.56,164.92,184.61,160.42,179.11,179.98,,33,965,33,29.98,
24.06.23 15:02:18,22.32,171.49,162.25,114.71,158.43,226.12,152.82,206.38,194.66,189.8,227.69,182.38,187.91,178.35,183.67,171.49,169.89,183.54,203.4,180.54,182.16,168.01,176.96,170.97,198.7,,33,965,33,30.11,965D6-(E1);
24.06.23 15:02:33,22.57,233.27,157.32,151.99,149.67,168.32,174.32,197.66,201.27,200.98,186.03,201.58,179.89,163.46,209.41,193.28,165.4,192.09,210.89,176.13,150.73,171.24,142.25,196.59,163.38,,33,965,33,30.16,
24.06.23 15:02:48,22.82,213,138.76,185.5,174.44,251.08,289.05,149.72,186.56,183.63,208.75,172,144.15,177.84,239.33,182.28,146.99,193.7,187.53,186.05,148.45,199.64,168.5,172.53,200.05,,33,965,33,30.17,
24.06.23 15:03:03,23.07,152.35,165.23,206.35,221.06,145.63,192.14,172.52,244.21,166.03,226.02,215.86,182.98,168.72,230.67,205.88,204.36,157.92,198.07,180.54,205.79,187.43,159.35,180.17,164.89,,33,965,33,30.2,965D6-(E1);
24.06.23 15:03:18,23.32,175.35,250,244.31,225.66,171.75,207.81,195.76,122.89,183.1,180.63,192.96,198.17,170.23,169.08,191.11,170.69,183.28,199.84,159.06,187.29,186.4,156.95,176.47,156.88,,33,965,33,30.21,965D6-(E1);
24.06.23 15:03:33,23.57,167.91,204.75,148.97,162.5,187.86,252.29,191.2,164.48,164.48,152.94,210.05,168.46,168.21,214.87,146.27,177.11,178.01,197.77,161.82,196.88,164.8,154.83,204.29,189.66,,33,965,33,30.21,965D6-(E1);
24.06.23 15:03:48,23.82,172.26,169.48,208.43,240.83,160.48,176.13,172.52,181.92,190.88,187.58,213.36,207.27,185.05,215.16,177.51,209.45,189.67,196.89,211.66,144.9,182.31,174.49,200.15,113.92,,33,965,33,30.21,965D6-(E1);
24.06.23 15:04:03,24.07,152.1,216.95,270.06,253.86,158.93,154.81,170.46,156.83,138.53,211.45,176.65,173.01,170.98,209.13,139.83,193.19,198.04,190.73,137.19,158.69,163.08,145.89,177.26,206.81,,33,965,33,30.2,965D6-(E1);
24.06.23 15:04:18,24.32,177.67,234.78,176.85,161.3,88.96,154.07,153.21,142.32,147.21,190.45,146.64,148.49,143.43,209.7,200.09,158.33,181.43,162.5,157.56,159.46,159.9,149.82,173.06,150.7,,33,965,33,30.19,965D6-(E1);
24.06.23 15:04:33,24.57,232.69,125.66,207.65,214.9,176.27,164.1,162.02,204.75,157.82,174.01,130.92,145.35,171.99,232.75,176.99,138.89,165.04,180.03,149.61,226.35,141.93,158.82,167.07,129.28,,33,965,33,30.19,965D6-(E1);
24.06.23 15:04:48,24.82,199.62,151.22,145.51,219.18,170.69,196.69,207.21,151.22,140.5,183.97,127.83,137.47,150.92,203.15,145.27,160.15,172.53,195.42,184.73,148.45,209.72,136.83,166.29,147.52,,33,965,33,30.2,965D6-(E1);
24.06.23 15:05:03,25.07,180.53,150.73,197.35,220.52,190.86,171.49,246.55,186.56,136.81,207.13,234.83,241.25,193.41,204.29,157.84,168.04,182.22,182.91,151.83,152.52,162.35,154.83,152.24,176.1,,33,965,33,30.21,965D6-(E1);
24.06.23 15:05:18,25.32,162.59,118.77,215.25,215.43,235.5,210.56,269.13,226.35,183.36,205.52,194.57,164.71,167.71,232.45,165.01,199.86,198.58,215.12,191.34,227.81,207.32,152.71,216.03,213.11,,33,965,33,30.24,965D6-(E1);
24.06.23 15:05:33,25.57,133.38,167.22,221.1,168.56,172.02,175.09,165.58,181.41,177.53,216.08,259.24,189.74,170.48,208.27,164.24,174.42,176.96,182.62,176.38,202.71,213.49,168.77,172.01,201.93,,33,965,33,30.28,965D6-(E1);
24.06.23 15:05:48,25.82,191.59,164.73,180.78,141.06,148.17,190.55,161.51,242.48,186.57,193.32,176.65,221.5,163.96,232.75,132.01,232.06,167.61,168.38,157.31,215.41,193.37,152.45,162.42,181.02,,33,965,33,30.3,965D6-(E1);
24.06.23 15:06:03,26.07,262.08,166.47,210.52,183.13,162.82,203.72,184.81,165.23,161.65,210.91,184.48,179.89,147.04,198.36,214.25,167.77,186.46,221.52,199.11,165.44,191.55,185.27,188.19,210.64,,33,965,33,30.31,965D6-(E1);
