Measurement Name :,20230624_SDR710_Run03_Plate06_PR,,Generated On :,"24/06/2023, 15:43:27",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.06.23 15:06:18,26.32,179.23,134.75,183.76,204.62,154.55,158.81,195.49,176.04,235.29,188.36,183.96,160.48,170.98,202.31,146.52,214.02,166.07,208.78,116.4,199.37,157.71,114.64,151.98,164.64,,33,965,33,30.35,965D6-(E1);
24.06.23 15:06:33,26.57,144.49,206.36,269.47,252.14,209.49,152.58,238.63,300.55,197.14,172.75,276.33,154.57,175.04,227.71,201.19,187.96,189.4,205.49,141.05,133.43,180.28,173.4,187.92,168.94,,33,965,33,30.38,965D6-(E1);
24.06.23 15:06:48,26.82,215.77,105.94,198.88,221.87,179.75,126.45,155.96,212.85,182.56,195.16,178.99,265.62,140.32,223.01,197.9,196.52,196.14,186.08,175.87,174.93,177.25,166.33,184.97,186.24,,33,965,33,30.39,965D6-(E1);
24.06.23 15:07:03,27.07,194.52,201.27,171.25,187.15,198.02,136.94,232.84,165.97,178.05,187.58,184.22,141.76,129.71,202.02,190.03,164.08,196.14,241.43,165.62,170.7,167.52,156.69,196.59,144.36,,33,965,33,30.44,965D6-(E1);
24.06.23 15:07:18,27.32,252.51,210.95,210.52,209.87,143.36,183.16,158.73,194.92,167.07,177.31,228.25,165.46,195.25,224.18,157.08,144.7,193.16,179.17,166.38,127.77,192.33,160.69,196.32,185.97,,33,965,33,30.45,965D6-(E1);
24.06.23 15:07:33,27.57,225.02,158.55,198.37,221.6,196.36,138.15,168.66,189.42,181.5,181.65,140.54,208.62,148.49,213.14,184.14,160.67,177.74,184.06,205.08,224.61,183.33,140.95,159.6,149.97,,33,965,33,30.48,965D6-(E1);
24.06.23 15:07:48,27.82,165.37,160.02,176.6,285.75,131.16,169.69,188.8,204.48,192.78,231.9,191.9,203.5,193.15,208.84,183.34,185.77,204.05,181.47,193.74,173.87,185.63,170.13,184.97,191.77,,33,965,33,30.5,965D6-(E1);
24.06.23 15:08:03,28.07,217.44,184.24,222.7,298.68,159.19,320.25,178.24,323.31,185.5,177.05,173.29,197.11,192.36,203.72,165.01,206.62,192.35,172.9,128.82,188.93,185.63,138.37,173.06,191.51,,33,965,33,30.53,965D6-(E1);
24.06.23 15:08:18,28.32,183.41,164.98,206.87,305.57,189.49,196.42,170.2,237.62,174.11,219.1,191.36,172.25,194.73,253.95,217.35,185.23,194.51,198.66,186.31,210.02,225.49,163.91,191.97,174.82,,33,965,33,30.56,965D6-(E1);
24.06.23 15:08:33,28.57,200.43,147.84,197.09,245.89,182.71,163.59,207.49,253.5,119.9,188.62,219.49,173.51,157.03,232.15,216.22,175.23,168.13,177.74,159.06,167.8,191.55,163.37,204.84,181.8,,33,965,33,30.6,965D6-(E1);
24.06.23 15:08:48,28.82,169.95,212.31,152.69,307.79,231.38,152.82,171.75,185.79,164.74,226.29,215.31,191.57,178.61,200.89,169.93,179.8,187.8,175.18,168.16,168.06,154.81,165.79,190.88,185.45,,33,965,33,30.61,965B6-(E1);
24.06.23 15:09:03,29.07,172,191.51,200.16,215.7,194.7,229.9,208.04,191.25,163.97,249.63,164.6,229.59,205.38,196.96,203.67,180.88,189.67,199.54,164.35,166.49,198.59,156.15,187.11,184.14,,33,965,33,30.64,965D6-(E1);
24.06.23 15:09:18,29.32,186.3,228.02,209.74,186.65,127.48,169.95,184.55,202.34,183.9,237.84,168.93,200.83,189.47,245.38,145.52,200.98,185.13,187.24,147.89,202.71,194.67,152.45,162.68,187.29,,33,965,33,30.67,965D6-(E1);
24.06.23 15:09:33,29.57,175.6,147.11,272.12,188.17,168.32,278.4,148.98,201.81,178.58,185.51,237.43,181.43,191.57,216.32,186.28,180.61,221.07,207.58,141.54,200.49,177.25,155.89,204.01,184.14,,33,965,33,30.69,965D6-(E1);
24.06.23 15:09:48,29.82,227.85,202.61,183.01,166.61,182.17,210.56,225.4,241.05,202.08,238.98,194.84,227.91,177.33,250.87,185.74,240.39,213.75,232.33,147.89,170.96,196.23,180.27,205.12,200.05,,33,965,33,30.73,965D6-(E1);
24.06.23 15:10:03,30.07,223.61,171.99,234.62,182.63,177.87,180.54,216.93,239.33,174.11,234.15,231.38,228.75,177.08,213.14,205.6,226.18,199.4,221.21,190.28,165.97,198.33,160.69,204.84,187.81,,33,965,33,30.77,965D6-(E1);
24.06.23 15:10:18,30.32,197.74,151.46,204.02,239.44,196.91,124.1,245.66,174.01,174.11,189.66,176.13,209.17,153.84,193.89,181.48,276.85,146.65,218.46,84.25,165.18,168.75,164.98,160.37,153.91,,33,965,33,30.78,965D6-(E1);
24.06.23 15:10:33,30.57,161.83,183.72,233.26,238.6,160.74,131.2,181.12,142.8,175.95,231.05,238.87,170.48,163.96,196.68,167.07,158.07,165.3,185.79,146.91,168.85,144.06,139.92,183.1,188.6,,33,965,33,30.83,965D6-(E1);
24.06.23 15:10:48,30.82,210.52,155.36,119.06,211.72,233.73,146.42,165.58,169.22,193.32,196.48,245.88,192.88,201.9,198.93,201.74,190.43,196.95,175.74,190.81,190.02,209.72,159.08,193.86,207.36,,33,965,33,30.88,965D6-(E1);
24.06.23 15:11:03,31.07,183.93,141.85,208.69,194.27,120.43,130.72,232.84,213.12,181.23,154.4,204.84,196.84,169.97,189.45,198.99,148.52,196.14,191.9,196.15,169.9,211.33,154.83,173.32,167.42,,33,965,33,30.91,965D6-(E1);
24.06.23 15:11:18,31.32,208.32,135.22,254.17,218.38,231.09,201.82,241.84,149.28,256.12,225.46,122.17,229.59,208.35,195.28,200.36,229.11,168.39,214.82,156.31,159.46,221.92,192.85,189.26,204.64,,33,965,33,30.95,965D6-(E1);
24.06.23 15:11:33,31.57,175.6,165.97,230.26,200.97,181.36,146.42,200.64,178.08,190.88,160.53,183.17,217.08,175.55,235.13,187.08,167.77,155.39,216.64,175.61,147.94,207.85,177.51,199.33,197.9,,33,965,33,30.96,965D6-(E1);
24.06.23 15:11:48,31.82,203.14,164.73,247.39,209.6,167.8,138.87,241.55,163.98,231.21,179.86,205.93,206.46,198.96,185.87,191.38,234.72,184.6,205.19,116.4,167.01,208.92,154.03,168.88,174.05,,33,965,33,30.96,965D6-(E1);
24.06.23 15:12:03,32.07,197.2,210.41,286.13,185.89,187.31,240.84,245.37,268.95,217.45,202.58,194.3,258.17,216.53,243.86,152.53,249.15,164.02,222.13,144.22,155.59,239.46,183.88,253.7,194.96,,33,965,33,30.99,965D6-(E1);
24.06.23 15:12:18,32.32,192.12,216.67,296.51,301.18,177.6,213.32,102.92,245.65,178.58,228.25,215.03,250.81,210.52,255.8,158.61,173.09,198.58,174.32,172.26,187.57,188.2,181.1,216.03,184.4,,33,965,33,31.02,965D6-(E1);
24.06.23 15:12:33,32.57,229.27,171.49,251.9,219.99,172.81,177.94,196.57,178.33,188.72,190.18,235.98,221.22,181.69,244.47,271.88,224.43,199.67,272.85,160.57,178.4,215.65,193.42,221.43,183.62,,33,965,33,31.03,965D6-(E1);
24.06.23 15:12:48,32.82,225.58,205.02,234.9,181.88,87.59,222.81,161.26,186.05,187.11,233.3,258.94,190,179.38,249.65,197.63,217.75,171.49,187.82,161.07,220.86,219.73,152.45,171.75,215.04,,33,965,33,31.06,965B6-(E1);
24.06.23 15:13:03,33.07,189.2,169.73,134.35,229.21,172.28,164.1,208.59,211.49,188.72,171.74,181.07,170.73,178.61,204.57,190.03,154.18,169.93,198.36,141.78,173.08,200.69,146.15,217.17,204.91,,33,965,33,31.08,965D6-(E1);
24.06.23 15:13:18,33.32,210.52,128.44,231.07,236.1,210.06,90.83,195.76,200.74,186.31,267.66,169.18,220.11,162.22,215.74,223.61,270.2,183.28,208.18,161.57,178.67,146.9,192.29,188.99,199.24,,33,965,33,31.1,965D6-(E1);
24.06.23 15:13:33,33.57,179.23,180.89,188.75,162.99,157.38,214.43,164.56,204.21,174.63,141.64,206.21,250.81,173.51,254.25,152.28,209.45,181.69,216.33,181.59,161.02,206.25,157.22,173.58,182.84,,33,965,33,31.11,965D6-(E1);
24.06.23 15:13:48,33.82,173.8,181.92,190.25,235.54,164.13,164.6,186.4,140.89,228.6,218.55,240.04,191.83,222.88,240.84,200.91,236.21,175.39,224.59,117.56,179.47,211.87,201.1,197.68,202.47,,33,965,33,31.13,965D6-(E1);
24.06.23 15:14:03,34.07,257.57,185.53,253.89,257.31,215.46,120.35,232.26,191.51,199.05,242.7,219.77,216.26,202.97,267.67,202.56,135.38,189.94,233.27,162.58,194.4,197.54,163.91,225.15,249.24,,33,965,33,31.16,965D6-(E1);
24.06.23 15:14:18,34.32,235.85,229.42,237.65,169.53,234.62,231.9,211.63,131.47,200.15,247.6,215.59,167.71,167.96,248.73,161.42,141.66,193.16,202.51,161.57,142.39,169.75,146.41,222,201.39,,33,965,33,31.16,965D6-(E1);
24.06.23 15:14:33,34.57,205.86,183.46,226.74,239.71,184.33,151.59,221.71,205.28,175.16,237.55,246.17,186.09,199.76,212.85,182.28,190.98,177.74,209.98,174.32,188.93,179.52,163.37,202.9,168.43,,33,965,33,31.17,965D6-(E1);
24.06.23 15:14:48,34.82,160.07,166.47,242.08,213.84,178.41,150.84,244.78,211.22,224,234.43,220.05,192.88,218.73,245.07,182.54,232.95,217.4,201.62,185.52,148.19,195.45,171.49,219.15,187.29,,33,965,33,31.17,965D6-(E1);
24.06.23 15:15:03,35.07,228.42,203.14,226.2,158.67,184.33,191.34,241.84,267.15,222.86,234.72,238.58,248.48,194.46,239.03,175.15,195.13,180.11,197.18,202.63,214.84,188.97,155.09,203.46,190.98,,33,965,33,31.21,965D6-(E1);
24.06.23 15:15:18,35.32,224.45,155.85,196.84,143.84,193.88,190.01,218.61,248.25,158.84,248.76,222.58,222.61,212.97,192.22,187.08,229.4,178.53,206.98,197.5,146.67,165.79,167.41,183.9,183.62,,33,965,33,31.23,965D6-(E1);
24.06.23 15:15:33,35.57,162.84,181.66,247.67,246.46,161.52,158.31,172.26,212.58,139.76,175.28,245.88,228.75,172.75,260.14,183.87,202.95,158.17,196,135.98,210.58,198.85,146.67,206.23,174.3,,33,965,33,31.24,965D6-(E1);
24.06.23 15:15:48,35.82,124.85,202.07,208.69,197.35,116.58,156.31,214.69,254.09,235.87,221.85,177.95,158.51,188.95,197.8,226.76,223.55,195.59,221.82,154.81,204.39,182.31,140.69,211.25,165.4,,33,965,33,31.27,965D6-(E1);
24.06.23 15:16:03,36.07,205.86,202.88,229.17,236.38,178.41,145.68,134.31,262.66,165.77,180.11,246.76,198.43,190.78,236.63,192.19,166.72,177.22,220.6,187.9,181.08,188.46,139.66,204.84,216.7,,33,965,33,31.31,965D6-(E1);
24.06.23 15:16:18,36.32,179.23,191.51,228.36,147.1,233.44,105.16,204.19,163.98,179.64,218.82,205.39,191.57,181.18,208.27,226.76,218.91,171.23,180.03,149.86,167.01,184.87,150.6,215.47,176.62,,33,965,33,31.31,965D6-(E1);
24.06.23 15:16:33,36.57,282.34,151.95,272.71,171.49,122.37,190.28,248.32,221.07,177,182.16,179.51,196.05,190.78,266.41,183.07,176.3,156.65,184.35,104.71,121.69,146.9,151.92,207.9,163.88,,33,965,33,31.35,965D6-(E1);
24.06.23 15:16:48,36.82,191.85,176.04,183.76,219.18,180.28,152.58,238.34,221.35,191.42,173.51,177.69,179.89,164.71,241.74,192.73,199.58,195.05,190.73,139.84,172.55,172.24,174.77,186.84,146.3,,33,965,33,31.38,965D6-(E1);
24.06.23 15:17:03,37.07,196.4,160.27,188.75,268.98,147.15,215.26,225.68,205.82,210.69,213.9,249.71,142.71,178.35,215.74,138.85,247.93,179.06,217.55,158.56,212.85,200.69,139.4,181.5,223.68,,33,965,33,31.41,965D6-(E1);
24.06.23 15:17:18,37.32,211.62,191.51,165.94,235.54,236.39,147.89,236.31,184.24,196.59,211.99,168.41,217.63,190.52,212.85,197.08,200.98,189.67,213,171.74,171.22,225.21,152.18,170.7,173.02,,33,965,33,31.42,965D6-(E1);
24.06.23 15:17:33,37.57,188.94,215.03,203.76,211.72,211.76,196.69,209.69,211.49,156.03,216.63,203.21,216.53,188.43,227.12,156.83,176.03,166.33,242.38,145.19,222.01,224.39,186.39,208.73,174.05,,33,965,33,31.46,965D6-(E1);
24.06.23 15:17:48,37.82,153.09,208.24,294.35,159.39,168.06,226.49,209.42,232.52,166.81,160.77,236.56,158.01,162.72,248.73,189.23,194.85,190.74,214.82,161.57,192.75,190.78,176.69,179.91,226.21,,33,965,33,31.49,965D6-(E1);
24.06.23 15:18:03,38.07,215.77,188.9,288.86,172.22,138.1,225.35,175.37,196.77,162.42,210.37,224.84,147.76,215.71,270.51,200.36,192.36,193.43,229.22,192.14,172.02,180.28,180.27,201.8,200.32,,33,965,33,31.5,965D6-(E1);
24.06.23 15:18:18,38.32,208.87,175.03,245.99,284.23,167.01,193.21,230.25,220.8,207.9,185.51,234.54,239.53,164.71,246.29,196.26,225.01,183.01,198.95,174.83,214.55,206.25,160.15,219.72,190.18,,33,965,33,31.55,965D6-(E1);
24.06.23 15:18:33,38.57,208.87,186.05,194.29,195.04,208.64,126.93,241.55,167.47,223.43,228.81,240.62,210.52,197.11,262.33,207.54,204.36,205.7,211.49,190.55,205.79,224.66,176.96,230.63,258.13,,33,965,33,31.56,965D6-(E1);
24.06.23 15:18:48,38.82,201.79,183.98,204.28,207.23,237.87,202.36,194.42,134.28,155.02,162.26,213.64,194.2,177.84,233.94,167.85,274.31,194.51,245.87,188.16,172.02,223.01,171.49,222.86,196.29,,33,965,33,31.6,965D6-(E1);
24.06.23 15:19:03,39.07,140.12,168.22,230.8,178.89,172.55,173.29,169.43,247.09,197.14,228.25,202.66,185.83,186.35,248.12,170.97,206.05,185.93,251.95,146.91,207.48,198.85,144.07,198.78,152.43,,33,965,33,31.63,965D6-(E1);
24.06.23 15:19:18,39.32,151.11,227.18,251.62,192.48,221.77,120.58,204.46,161.26,217.45,213.63,258.34,213.79,190.26,240.84,207.27,184.68,168.9,221.52,164.1,171.49,210.8,182.21,213.21,183.88,,33,965,33,31.67,965D6-(E1);
24.06.23 15:19:33,39.57,299.79,236.77,157.62,235.27,199.13,176.38,175.37,308.9,266.51,207.94,240.91,215.98,185.57,217.77,176.72,232.06,173.31,242.06,192.41,129,175.99,156.69,172.27,176.36,,33,965,33,31.67,965D6-(E1);
24.06.23 15:19:48,39.82,216.33,219.14,197.86,235.82,248.96,125.75,159.99,277.76,233.83,237.27,230.24,204.85,196.58,213.43,212.29,220.36,203.23,233.89,158.81,159.98,207.85,158.55,231.79,171.74,,33,965,33,31.71,965D6-(E1);
24.06.23 15:20:03,40.07,264.5,190.99,254.74,189.43,207.23,183.16,248.62,201.01,186.04,198.59,223.99,178.61,175.55,254.56,178.83,149.8,201.03,248.42,153.82,176.26,188.46,144.33,207.34,167.17,,33,965,33,31.74,965D6-(E1);
24.06.23 15:20:18,40.32,211.35,223.84,124.99,141.75,168.85,182.63,217.49,222.73,174.89,178.33,185.27,228.47,160.48,257.97,204.77,260.51,171.49,223.05,151.83,190.56,205.19,125.38,186.04,198.44,,33,965,33,31.77,965D6-(E1);
24.06.23 15:20:33,40.57,145.95,188.9,184,228.39,234.32,315.27,224.26,174.77,194.41,254.01,128.78,242.4,214.06,239.63,198.17,264.55,187,238.59,171.23,174.67,225.49,150.08,236.75,206.81,,33,965,33,31.8,965D6-(E1);
24.06.23 15:20:48,40.82,219.12,161.01,181.77,175.67,190.04,164.1,241.84,210.41,224.57,201.25,221.74,274.7,155.8,264.83,154.04,200.98,184.07,209.68,148.63,174.4,173.74,156.95,218.87,212.84,,33,965,33,31.83,965D6-(E1);
24.06.23 15:21:03,41.07,225.58,190.73,202.21,271.94,170.43,228.19,245.07,194.66,205.67,178.84,220.9,211.34,162.96,245.98,181.21,258.34,218.81,229.22,170.46,149.97,212.68,162.03,213.21,185.19,,33,965,33,31.85,965D6-(E1);
24.06.23 15:21:18,41.32,246.02,205.82,316.27,277.6,143.62,147.89,209.14,159.28,247.69,226.57,166.37,195.52,168.46,252.1,170.45,277.49,167.87,201.62,150.1,198.54,187.68,163.37,198.5,184.66,,33,965,33,31.88,965D6-(E1);
24.06.23 15:21:33,41.57,219.4,175.79,176.6,213.84,259.64,186.84,249.8,230.27,216.03,206.86,147.86,195.78,201.1,236.93,246.64,159.89,188.33,213.6,152.58,236.62,182.31,163.1,216.6,211.46,,33,965,33,31.91,965D6-(E1);
24.06.23 15:21:48,41.82,143.27,187.34,218.7,261.95,152.75,99.74,150.72,211.22,204.56,234.15,234.54,195.52,197.37,216.61,225.32,186.87,176.96,244.6,147.4,220.86,181.04,171.76,228.6,207.36,,33,965,33,31.94,965D6-(E1);
24.06.23 15:22:04,42.08,183.41,161.26,212.62,200.97,235.8,194.28,202.82,196.77,140.01,174.01,228.53,236.1,181.69,231.26,180.95,194.85,210.96,204,132.63,181.89,170.74,175.32,222.28,186.24,,33,965,33,31.96,965D6-(E1);
24.06.23 15:22:19,42.33,221.36,212.03,278.04,212.78,205.83,169.95,183.76,275.62,160.63,231.61,263.77,267.43,188.95,258.59,200.91,272.41,201.86,211.79,165.36,217.41,197.54,152.18,214.06,252.19,,33,965,33,31.99,965D6-(E1);
24.06.23 15:22:34,42.58,182.36,211.22,197.35,238.6,155.06,123.63,188.53,200.21,163.45,197.8,178.47,242.11,145.59,259.21,117.64,147.25,175.65,190.44,131.91,128.02,201.48,188.91,188.46,201.93,,33,965,33,32.02,965D6-(E1);
24.06.23 15:22:49,42.83,172.26,191.77,148.51,178.39,187.04,110.86,216.93,174.77,245.01,189.4,220.33,260.54,176.82,215.74,169.15,166.72,176.96,194.54,144.7,176.53,175.24,169.85,186.84,175.07,,33,965,33,32.06,965D6-(E1);
24.06.23 15:23:04,43.08,174.06,183.98,268.3,205.4,97.01,160.82,203.92,353.6,193.32,237.55,175.35,197.11,190.52,220.67,165.78,236.51,188.33,234.83,139.6,252.51,204.13,124.87,175.68,183.62,,33,965,33,32.08,965B6-(E1);
24.06.23 15:23:19,43.33,172.26,209.05,222.97,246.74,217.17,192.41,157.72,249.13,245.31,197.27,199.95,297.1,208.62,269.24,202.01,184.96,190.47,204.3,154.81,170.96,201.22,176.14,160.63,250.12,,33,965,33,32.1,965D6-(E1);
24.06.23 15:23:34,43.58,107.5,176.04,183.51,193.25,202.75,160.57,245.07,127.05,206.78,165.48,177.69,164.46,147.04,236.33,197.9,230.88,134.88,206.09,148.87,158.17,172.99,144.33,180.97,191.77,,33,965,33,32.13,965D6-(E1);
24.06.23 15:25:06,45.12,208.87,195.97,224.04,219.18,183.25,168.67,215.81,217.49,202.35,219.92,215.59,212.7,179.89,245.98,199.82,195.96,185.93,212.4,167.14,180.54,200.43,163.91,201.8,199.24,,33,965,33,32.1,
24.06.23 15:25:21,45.37,207.5,194.92,226.47,218.11,183.25,168.67,214.41,218.04,200.15,219.65,214.47,211.88,178.61,243.86,198.99,195.41,186.2,212.09,166.38,180.01,199.11,163.37,200.7,197.36,,33,965,33,32.09,
24.06.23 15:25:36,45.62,208.05,196.5,225.39,217.57,182.71,169.69,214.14,215.03,199.33,217.72,211.98,211.34,177.84,244.47,198.45,194.3,185.93,210.59,166.63,179.2,199.11,163.37,198.78,197.9,,33,965,33,32.09,
24.06.23 15:25:51,45.87,206.96,194.39,222.97,216.77,181.63,168.67,212.74,214.48,199.6,217.18,213.36,211.34,175.29,242.95,198.72,194.3,185.4,210.89,166.63,177.6,197.28,163.1,197.41,196.29,,33,965,33,32.1,
24.06.23 15:26:06,46.12,205.05,193.08,222.7,215.97,181.9,170.72,213.86,215.3,197.14,216.08,210.88,209.71,176.57,242.65,198.99,194.58,185.67,210.29,165.62,178.13,197.54,163.37,197.14,196.56,,33,965,33,32.09,
24.06.23 15:26:21,46.37,202.6,190.99,218.96,214.9,181.09,170.46,212.19,214.48,194.68,214.17,209.77,208.89,175.04,241.14,197.9,192.64,184.07,210.29,164.35,178.13,195.71,164.18,196.86,196.03,,33,965,33,32.09,
24.06.23 15:26:36,46.62,200.43,189.94,217.9,213.57,180.55,171.74,211.63,214.48,193.86,213.08,209.77,207.27,174.78,241.14,198.72,192.36,184.07,208.48,165.62,176.53,194.93,163.91,196.86,194.16,,33,965,33,32.08,
24.06.23 15:26:51,46.87,199.89,190.99,216.84,210.92,177.6,170.97,212.19,214.21,193.32,213.08,208.67,205.92,174.53,240.84,195.99,192.36,183.54,207.28,165.62,176.26,195.19,164.18,195.77,193.9,,33,965,33,32.08,
24.06.23 15:27:06,47.12,199.08,190.73,216.05,211.45,179.75,172,210.8,212.58,193.32,211.45,205.93,205.12,174.53,238.73,197.35,192.09,184.07,206.98,164.35,174.93,195.19,164.18,194.14,193.36,,33,965,33,32.09,
24.06.23 15:27:21,47.37,198.01,191.77,213.93,211.45,178.14,171.74,211.63,212.58,192.51,210.64,205.93,204.85,173.26,239.03,196.26,194.3,183.01,206.68,164.6,174.14,193.11,164.18,194.68,192.3,,33,965,33,32.08,
24.06.23 15:27:36,47.62,195.59,190.46,213.67,210.66,177.07,171.74,210.52,213.67,194.41,210.1,204.02,204.04,172.5,237.53,196.54,194.3,181.69,206.09,164.86,173.87,192.07,164.18,192.78,191.24,,33,965,33,32.09,
24.06.23 15:27:51,47.87,193.45,189.16,211.57,207.23,176,172,211.08,212.03,194.68,210.37,203.48,202.43,173.51,236.93,195.99,193.74,181.16,205.19,164.1,172.81,190.78,164.44,190.61,192.04,,33,965,33,32.08,
24.06.23 15:28:06,48.12,192.39,189.42,213.14,205.92,177.07,172.26,208.86,211.76,193.05,210.91,203.48,203.5,170.98,236.33,194.36,193.19,180.9,204.89,164.86,173.61,191.29,163.91,191.15,194.16,,33,965,33,32.06,
24.06.23 15:28:21,48.37,191.59,188.9,211.31,206.19,176.54,172.51,209.42,210.14,192.51,209.29,200.76,202.17,172.25,236.03,193.55,192.36,181.43,204.89,163.59,172.55,190.52,163.1,190.07,194.96,,33,965,33,32.06,
24.06.23 15:28:36,48.62,190.79,190.2,212.62,205.66,173.61,173.03,208.59,210.95,191.15,207.67,200.22,202.7,172.5,234.24,193.82,191.81,179.32,204.3,164.6,173.61,190.26,164.44,190.88,192.83,,33,965,33,32.06,
24.06.23 15:28:51,48.87,190,189.42,209.74,205.4,173.61,173.29,206.93,209.59,191.7,207.4,199.95,201.1,172.25,233.34,191.65,188.78,177.48,201.32,163.84,171.22,189.23,163.91,190.61,192.57,,33,965,33,32.06,
24.06.23 15:29:06,49.12,190.53,188.12,210.26,204.09,171.75,174.32,208.59,207.44,191.15,207.94,199.68,199.5,173.01,232.45,192.73,190.16,179.58,201.32,164.1,171.75,188.97,164.44,189.53,193.1,,33,965,33,32.06,
24.06.23 15:29:21,49.37,190,187.6,209.74,205.14,171.49,172.51,204.46,206.36,190.61,207.13,198.06,200.83,174.02,231.26,191.65,189.88,178.79,200.43,163.59,169.38,187.68,164.18,187.92,192.3,,33,965,33,32.06,
24.06.23 15:29:36,49.62,189.2,187.34,209.21,203.05,170.43,173.54,207.21,207.7,189.53,204.72,201.03,200.03,174.53,231.26,193.28,189.61,176.44,199.84,163.34,168.59,187.17,163.37,187.65,191.24,,33,965,33,32.03,
24.06.23 15:29:51,49.87,187.61,187.86,207.39,201.23,169.11,173.29,207.49,206.09,187.65,204.72,200.22,199.5,175.29,229.48,189.76,188.51,175.39,199.54,163.09,168.06,187.68,163.37,188.19,189.66,,33,965,33,32.03,
24.06.23 15:30:06,50.12,187.09,187.34,206.87,198.39,170.43,174.58,208.59,206.63,186.57,203.91,200.76,198.96,175.04,229.19,190.3,188.78,176.44,200.73,162.83,167.01,186.91,163.91,187.92,189.39,,33,965,33,32.03,
24.06.23 15:30:21,50.37,187.35,185.27,204.02,198.39,169.64,172,207.76,206.9,185.77,201.25,199.95,197.37,172.75,227.42,193.28,189.06,171.49,199.84,162.58,166.75,186.4,163.91,186.31,189.13,,33,965,33,32.03,
24.06.23 15:30:36,50.62,185.77,187.08,201.19,197.35,166.75,174.32,205.83,206.09,184.97,197.27,199.41,197.64,171.99,226.83,192.46,190.71,171.23,198.95,162.33,165.18,186.14,164.18,185.5,188.07,,33,965,33,32.03,
24.06.23 15:30:51,50.87,187.09,186.3,198.62,196.07,168.32,174.32,205.01,205.28,185.23,197.8,199.14,197.9,172.25,225.36,190.03,191.26,170.97,199.54,162.58,165.7,185.63,164.18,184.43,186.24,,33,965,33,32.02,
24.06.23 15:31:06,51.12,185.77,186.82,198.62,194.79,171.75,174.83,204.19,203.14,184.97,197.27,199.14,196.58,171.49,225.65,190.03,191.53,169.68,198.95,162.83,164.4,186.66,164.71,183.36,185.45,,33,965,33,32.02,
24.06.23 15:31:21,51.37,186.3,185.27,196.84,195.81,168.85,174.83,201.46,202.07,183.36,196.21,198.33,197.11,169.47,225.06,188.69,190.43,169.68,197.18,162.08,164.4,186.14,163.91,182.56,185.45,,33,965,33,32.02,
24.06.23 15:31:36,51.62,186.3,185.79,198.11,193.51,167.01,175.35,199.28,203.14,183.9,194.9,198.87,197.37,168.72,224.48,188.69,187.69,168.13,198.07,162.33,164.4,185.89,164.71,184.43,186.24,,33,965,33,32,
24.06.23 15:31:51,51.87,185.51,184.75,197.86,193.25,164.65,173.8,203.1,203.94,180.17,194.37,196.98,197.64,168.97,224.18,189.76,187.41,168.13,196.89,160.82,162.83,185.63,164.18,184.43,183.88,,33,965,33,32,
24.06.23 15:32:06,52.12,185.51,185.27,195.82,191.97,164.39,174.58,202.55,202.07,178.58,194.9,197.25,197.37,167.46,221.84,188.69,186.59,166.84,196.89,161.32,163.09,184.61,164.71,184.97,183.62,,33,965,33,31.99,
24.06.23 15:32:21,52.37,183.93,183.46,195.56,190.96,162.04,174.06,200.37,199.15,178.32,193.58,195.37,197.37,165.71,220.09,189.23,186.05,167.1,193.36,160.82,163.09,183.59,163.64,185.5,181.02,,33,965,33,31.99,
24.06.23 15:32:36,52.62,182.36,184.49,199.39,188.67,164.39,175.09,199.01,202.34,175.95,191.23,195.64,198.96,167.21,220.09,189.76,184.96,166.84,193.36,160.82,163.09,183.33,164.44,183.36,180.24,,33,965,33,31.99,
24.06.23 15:32:51,52.87,182.1,184.24,197.35,189.18,161.26,173.8,198.74,200.48,175.95,191.23,195.64,197.37,166.21,220.09,188.42,184.41,166.58,192.48,161.07,162.83,182.57,163.64,181.23,180.24,,33,965,33,31.98,
24.06.23 15:33:06,53.12,180.79,182.95,194.29,188.67,161,174.58,199.83,201.27,175.16,189.66,193.5,196.84,163.71,219.51,188.96,185.77,165.81,191.9,160.31,162.57,183.84,164.44,179.64,180.5,,33,965,33,31.96,
24.06.23 15:33:21,53.37,178.71,184.75,194.8,188.17,160.48,175.87,197.93,199.68,173.06,187.84,194.03,194.99,162.47,218.06,186.28,183.87,163.76,191.9,160.57,166.49,183.84,165.25,178.32,179.46,,33,965,33,31.96,
24.06.23 15:33:36,53.62,179.23,182.43,193.79,188.42,158.15,174.58,196.84,198.35,170.18,189.14,193.76,193.94,162.22,216.9,188.69,183.05,162.23,190.44,159.56,163.62,183.33,164.71,175.95,177.91,,33,965,33,31.96,
