Measurement Name :,20230626_SDR710_Run05_Plate10_PR,,Generated On :,"26/06/2023, 11:03:03",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.06.23 09:30:51,6.53,176.74,201.08,204.94,187.05,190.89,203.01,195.73,195.71,194.02,198.57,179.75,184.11,194.93,194.84,186.06,178.85,197.34,191.46,191.58,190.63,212.19,205.85,185.76,186.58,,30,965,33,27.46,
26.06.23 09:31:06,6.78,169.99,201.64,207.99,188.13,188.98,202.18,195.17,194.6,195.97,205.24,182.2,180.33,196.85,193.73,188.84,179.96,197.91,193.22,191.58,193.18,211.07,202.49,187.96,189.88,,30,965,33,27.49,
26.06.23 09:31:21,7.03,173.49,201.64,206.05,188.67,197.76,203.01,196.28,195.99,197.36,201.34,181.93,180.33,194.66,192.62,190.8,182.18,195.07,193.22,192.69,189.21,211.07,204.02,190.17,189.6,,30,965,33,27.5,
26.06.23 09:31:36,7.28,173.49,196.93,204.39,187.86,193.35,200.79,194.05,198.23,199.88,202.73,180.29,179.8,195.2,193.18,190.24,183.02,196.2,192.04,190.47,192.05,211.63,202.19,186.58,188.78,,30,965,33,27.53,
26.06.23 09:31:51,7.53,178.37,196.1,201.64,190.57,190.34,206.64,191,199.35,196.8,204.13,180.56,179.26,197.12,189.04,189.4,180.79,198.76,191.16,190.47,194.61,208.29,205.55,183.84,191.26,,30,965,33,27.56,
26.06.23 09:32:06,7.78,177.28,192.8,212.16,184.37,188.98,201.06,196,201.32,192.63,200.51,178.66,176.85,199.32,188.22,189.4,183.3,197.91,190.87,193.81,195.75,210.79,203.1,184.12,190.43,,30,965,33,27.56,
26.06.23 09:32:21,8.03,181.92,201.08,197,191.11,189.8,203.29,191,198.23,193.47,197.47,181.38,175.79,197.95,190.97,189.68,179.41,198.48,191.46,191.3,194.33,214.43,206.16,183.84,186.3,,30,965,33,27.58,
26.06.23 09:32:36,8.28,174.84,196.1,193.48,185.71,188.98,202.73,192.11,196.27,191.8,197.47,179.2,177.39,196.85,189.59,186.06,180.52,198.48,190.28,194.36,192.33,214.15,204.63,187.13,184.39,,30,965,33,27.6,
26.06.23 09:32:51,8.53,169.99,199.69,198.36,188.13,191.16,204.68,198.24,197.95,195.41,199.95,183.02,177.39,195.48,189.87,186.9,178.02,196.49,191.75,189.91,192.05,211.07,204.02,187.69,182.21,,30,965,33,27.6,
26.06.23 09:33:06,8.78,170.26,199.42,195.64,187.86,190.07,202.18,201.9,194.88,194.58,201.34,195.19,174.45,194.66,191.8,185.23,181.35,199.62,189.99,189.91,190.34,211.63,203.41,189.06,184.93,,30,965,33,27.61,
26.06.23 09:33:21,9.03,167.57,205.54,198.36,188.13,187.9,206.64,199.08,192.38,195.69,199.68,194.35,177.39,195.48,192.35,187.17,181.63,199.9,187.36,192.97,196.04,211.91,205.55,190.17,188.23,,30,965,33,27.63,
26.06.23 09:33:36,9.28,169.99,200.53,199.73,185.17,186.81,202.45,199.37,196.27,196.52,202.18,193.8,177.39,194.93,192.35,184.13,182.18,200.19,186.78,189.08,201.21,213.31,206.16,190.45,186.03,,30,965,33,27.63,
26.06.23 09:33:51,9.53,169.72,207.23,198.09,189.21,191.16,203.01,201.9,197.11,192.91,201.06,190.18,175.52,190.85,190.69,185.51,182.74,199.62,187.66,190.19,199.48,215.55,202.19,191.83,185.48,,30,965,33,27.64,
26.06.23 09:34:06,9.78,170.26,204.99,196.19,187.86,182.49,203.57,196.28,195.99,197.64,202.18,184.67,174.45,188.41,195.4,186.62,186.65,202.76,187.95,191.58,197.47,211.35,204.93,187.41,187.68,,30,965,33,27.67,
26.06.23 09:34:22,10.05,167.57,205.26,191.86,185.71,182.22,200.79,193.5,200.75,193.74,205.52,189.63,177.12,193.84,194.84,188.57,184.41,207.37,186.49,192.13,198.91,210.51,202.49,184.12,192.09,,30,965,33,27.67,
26.06.23 09:34:37,10.3,166.24,202.47,193.21,186.25,185.46,200.79,197.68,194.88,190.15,207.48,191.29,176.59,193.84,190.14,189.4,183.85,204.48,185.91,191.02,199.77,206.9,205.24,183.57,190.98,,30,965,33,27.7,
26.06.23 09:34:52,10.55,171.33,206.95,189.7,185.17,186.81,203.29,200.49,191.54,186.85,207.77,191.29,171.8,195.2,190.97,184.96,180.24,201.04,187.07,189.91,202.66,202.76,202.49,186.04,192.09,,30,965,33,27.73,
26.06.23 09:35:07,10.8,168.91,205.26,194.56,188.94,187.9,200.79,205.86,187.96,187.95,206.08,187.97,175.79,198.5,192.9,186.06,183.3,198.19,187.07,189.64,199.77,199.2,204.02,184.39,191.26,,30,965,33,27.77,
26.06.23 09:35:22,11.05,169.18,204.71,192.94,185.17,188.71,197.74,206.43,186.31,190.98,204.13,188.25,174.99,199.6,194.01,186.34,186.09,200.76,187.95,190.74,200.35,200.56,206.77,188.79,187.13,,30,965,33,27.8,
26.06.23 09:35:37,11.3,169.99,209.2,194.29,184.37,192.26,199.95,201.9,187.41,189.32,202.45,185.77,174.45,200.98,192.9,182.74,184.69,202.19,185.62,190.19,202.95,199.2,204.02,190.45,187.95,,30,965,33,27.83,
26.06.23 09:35:52,11.55,171.6,213.44,198.63,186.52,185.19,204.96,205.58,191.54,188.22,199.95,188.52,176.85,199.6,193.45,184.4,181.9,202.19,189.7,190.19,205.85,197.29,204.63,188.24,196.82,,30,965,33,27.85,
26.06.23 09:36:07,11.8,167.84,214.58,195.37,185.71,183.84,201.06,202.46,190.71,189.87,199.95,192.68,175.79,206.25,194.84,180.54,182.18,203.62,186.49,191.3,201.5,198.38,205.85,184.12,196.26,,30,965,33,27.88,
26.06.23 09:36:22,12.05,175.38,212.59,198.91,186.52,184.11,204.96,197.68,191.82,188.22,200.79,191.01,176.85,206.53,193.45,184.68,183.57,209.39,185.33,188.53,199.77,195.65,205.24,181.66,191.81,,30,965,33,27.91,
26.06.23 09:36:37,12.3,174.84,214.86,188.9,184.1,186,203.85,196.56,189.89,185.48,204.4,191.29,176.05,214.67,190.14,182.47,183.85,211.43,184.17,187.98,194.61,196.47,205.85,176.5,186.03,,30,965,33,27.89,
26.06.23 09:36:52,12.55,178.92,213.16,189.97,184.37,185.19,204.13,193.22,186.86,186.57,200.79,187.42,177.65,208.76,190.42,183.3,184.69,210.26,185.04,191.3,191.48,198.38,206.16,173.27,190.71,,30,965,33,27.94,
26.06.23 09:37:07,12.8,182.2,206.95,187.29,187.59,187.9,205.8,192.66,184.12,189.05,197.47,184.12,172.86,204.58,189.32,188.01,182.18,203.62,184.75,189.36,192.62,199.2,205.24,174.88,191.54,,30,965,33,27.96,
26.06.23 09:37:22,13.05,196.91,212.02,187.29,187.59,193.9,204.13,196,187.13,189.32,194.17,181.11,174.72,199.32,189.04,189.12,183.57,203.91,184.46,191.86,194.9,200.56,206.77,172.73,194.59,,30,965,33,27.99,
26.06.23 09:37:37,13.3,183.57,208.63,193.21,186.52,189.25,201.62,193.22,185.21,188.22,194.17,176.76,174.72,207.37,188.77,189.96,183.85,203.05,183.88,191.02,200.35,198.38,206.77,175.15,192.92,,30,965,33,28.02,
26.06.23 09:37:52,13.55,182.2,201.64,194.29,188.67,192.53,205.24,194.89,180.03,188.5,193.34,176.49,176.59,203.19,186.02,189.12,181.35,202.76,184.46,188.8,198.05,200.02,205.24,172.2,188.5,,30,965,33,28.05,
26.06.23 09:38:07,13.8,191.6,201.08,189.17,185.98,190.34,201.62,194.61,173.55,190.15,191.7,175.41,176.32,204.86,187.39,186.9,181.07,205.06,187.07,189.91,195.47,200.02,203.71,173,190.43,,30,965,33,28.06,
26.06.23 09:38:22,14.05,189.37,197.76,189.7,187.05,189.25,204.96,196.84,174.09,187.67,188.71,176.49,177.65,199.87,186.3,184.4,181.07,211.43,186.49,187.98,194.61,199.2,206.16,171.66,186.58,,30,965,33,28.09,
26.06.23 09:38:37,14.3,178.64,196.65,198.36,185.98,191.44,204.96,195.17,179.22,188.22,192.52,178.66,174.99,205.69,184.66,182.19,183.85,210.55,185.91,189.36,194.9,199.74,204.63,175.69,187.13,,30,965,33,28.1,
26.06.23 09:38:52,14.55,177.56,201.64,193.48,184.1,192.8,202.73,198.24,175.7,188.22,196.36,174.33,174.99,206.25,185.48,182.19,182.74,207.94,184.75,191.02,188.64,200.84,206.16,174.88,187.95,,30,965,33,28.11,
26.06.23 09:39:07,14.8,177.56,203.59,189.44,187.86,189.25,202.73,197.4,183.02,190.15,195.54,173.79,175.79,196.03,186.57,183.57,182.18,202.47,184.17,190.47,188.36,200.84,207.69,175.42,195.14,,30,965,33,28.13,
26.06.23 09:39:22,15.05,169.45,207.51,189.7,187.32,186.27,204.13,194.05,183.84,190.15,198.85,175.41,176.59,196.57,187.12,187.45,181.07,200.76,185.04,186.6,193.18,201.94,205.55,174.08,194.59,,30,965,33,28.13,
26.06.23 09:39:37,15.3,166.77,210.61,194.56,184.9,190.62,205.24,194.89,185.21,189.32,196.36,175.95,172.86,197.67,186.85,192.76,182.18,202.19,185.62,187.98,188.36,198.38,208.61,172.73,192.37,,30,965,33,28.16,
26.06.23 09:39:52,15.55,166.51,203.03,191.05,186.52,188.98,203.57,197.12,189.89,189.6,190.34,177.57,172.86,195.48,186.3,184.13,181.63,201.04,187.95,189.91,195.18,197.83,207.38,166.86,187.68,,30,965,33,28.17,
26.06.23 09:40:07,15.8,168.91,201.36,196.19,186.52,191.44,207.48,193.22,192.1,192.63,191.7,175.68,175.79,202.91,190.14,181.64,181.35,199.62,183.59,187.7,193.18,198.38,205.24,170.86,187.95,,30,965,33,28.19,
26.06.23 09:40:22,16.05,169.18,206.39,203.29,186.79,183.84,204.4,194.89,194.88,192.08,194.17,175.14,177.12,200.7,191.24,180.27,177.19,202.19,185.04,189.08,189.21,201.94,208,174.88,191.26,,30,965,33,28.19,
26.06.23 09:40:37,16.3,166.51,199.42,193.21,189.21,185.73,206.36,192.66,195.43,191.8,192.25,176.76,173.39,194.66,188.22,183.3,176.37,197.91,186.49,186.6,184.98,204.41,205.55,177.31,191.26,,30,965,33,28.21,
26.06.23 09:40:52,16.55,163.58,202.75,197,188.13,180.61,199.68,192.11,195.99,189.6,192.25,174.06,174.45,189.22,188.49,183.57,173.89,197.34,185.33,186.6,181.9,204.69,208.92,176.5,190.15,,30,965,33,28.21,
26.06.23 09:41:07,16.8,162.25,203.59,195.91,190.03,183.84,200.79,189.62,190.99,190.15,190.34,174.06,175.52,186.79,189.87,191.92,174.44,191.96,185.04,186.6,179.11,201.94,206.46,171.66,187.95,,30,965,33,28.21,
26.06.23 09:41:22,17.05,160.66,195.55,189.44,188.67,186,202.73,186.04,184.66,191.53,190.34,176.49,173.66,182.49,187.94,186.9,174.17,192.53,186.2,185.49,176.33,200.56,206.77,172.73,184.39,,30,965,33,28.21,
26.06.23 09:41:37,17.3,159.61,199.42,199.73,185.98,180.61,203.85,183.57,190.44,190.15,190.07,175.95,174.99,182.23,187.39,184.68,175.54,199.9,186.2,185.77,173.57,204.69,204.63,173.54,181.39,,30,965,33,28.25,
26.06.23 09:41:52,17.55,166.51,196.93,195.64,182.23,188.98,203.85,184.39,190.44,193.47,193.89,181.11,174.19,180.89,186.57,183.3,175.82,201.33,187.66,186.87,173.01,201.94,205.55,171.39,184.39,,30,965,33,28.24,
26.06.23 09:42:07,17.8,173.49,196.38,192.13,186.25,193.35,204.96,183.57,190.99,193.19,194.44,175.68,176.59,182.76,185.2,183.57,174.44,195.35,188.24,185.49,171.91,199.47,205.55,168.99,179.76,,30,965,33,28.27,
26.06.23 09:42:22,18.05,178.1,193.63,202.47,187.59,193.63,201.62,183.57,197.39,195.69,194.44,177.57,173.92,177.7,186.02,181.09,173.89,196.2,186.49,187.15,173.57,199.47,206.77,167.66,183.3,,30,965,33,28.28,
26.06.23 09:42:37,18.3,178.92,196.65,193.75,185.44,187.35,204.68,184.12,191.54,195.69,200.23,175.41,178.19,177.7,188.49,187.17,177.47,192.25,186.2,184.67,170.81,195.11,203.71,169.25,183.84,,30,965,33,28.28,
26.06.23 09:42:52,18.55,174.84,194.45,191.86,185.17,187.08,203.29,182.75,188.78,197.64,196.91,177.03,173.13,177.43,187.94,188.57,176.09,190.56,184.17,184.12,170.81,194.03,203.41,170.32,184.66,,30,965,33,28.3,
26.06.23 09:43:08,18.82,171.33,191.71,196.46,185.44,184.92,205.52,184.12,181.12,189.87,195.81,180.02,173.66,178.76,187.94,181.64,177.19,190.28,182.72,185.77,171.36,197.01,205.55,171.39,183.84,,30,965,33,28.31,
26.06.23 09:43:23,19.07,163.58,187.35,192.94,183.03,181.68,203.57,181.66,175.16,192.91,193.34,181.66,173.39,177.43,189.59,180.82,179.68,192.25,184.17,185.22,168.62,191.59,207.38,169.25,178.68,,30,965,33,28.34,
26.06.23 09:43:38,19.32,156.18,183.3,185.42,185.44,179.27,205.24,182.2,174.09,190.15,192.25,175.41,176.85,175.58,187.39,179.44,179.96,190,181.85,185.49,170.54,197.83,207.08,173.27,178.14,,30,965,33,28.36,
26.06.23 09:43:54,19.58,155.4,185.73,192.67,185.71,172.88,203.29,184.66,173.28,190.42,193.89,178.39,174.19,179.82,188.22,182.19,178.02,190.28,184.75,183.57,173.29,199.2,206.77,172.2,180.58,,30,965,33,28.41,
26.06.23 09:44:09,19.83,154.09,186.27,192.94,182.49,173.94,205.8,181.66,175.7,192.91,192.52,180.29,173.13,183.03,189.04,181.37,180.79,191.68,185.91,185.77,171.64,200.56,206.77,168.72,181.93,,30,965,33,28.44,
26.06.23 09:44:24,20.08,154.35,189.53,197,181.43,175.53,208.33,185.49,174.89,192.08,192.8,180.02,173.92,175.85,187.94,176.43,176.64,193.37,186.2,186.04,175.5,198.1,205.85,166.33,179.76,,30,965,33,28.46,
26.06.23 09:44:39,20.33,151.74,181.41,195.64,181.96,171.83,209.45,180.03,173.28,190.98,196.36,177.84,173.92,181.42,186.85,176.98,179.41,193.94,181.27,186.32,179.94,201.66,202.19,165.27,177.06,,30,965,33,28.48,
26.06.23 09:44:54,20.58,152,191.98,198.36,181.69,174.47,204.68,179.21,172.48,192.91,195.26,181.38,172.6,177.96,186.57,175.34,178.02,192.53,180.98,184.67,179.39,196.2,207.69,162.89,181.93,,30,965,33,28.49,
26.06.23 09:45:09,20.83,152.78,188.17,195.64,180.36,169.45,206.92,177.31,169.27,193.47,194.17,181.38,174.99,181.16,186.85,174.25,178.3,193.66,180.98,183.84,179.94,199.74,204.32,163.94,178.95,,30,965,33,28.52,
26.06.23 09:45:24,21.08,155.4,181.14,189.7,178.77,177.4,203.57,179.48,167.41,196.24,188.98,177.3,171.8,180.62,184.39,175.07,180.52,194.22,181.85,183.84,179.39,198.1,206.16,166.59,181.66,,30,965,33,28.53,
26.06.23 09:45:39,21.33,150.44,187.9,181.18,179.03,178.2,204.4,182.2,166.08,190.7,189.25,176.49,172.33,181.16,184.66,175.34,179.68,194.5,178.39,184.12,177.72,200.56,205.55,159.99,181.39,,30,965,33,28.55,
26.06.23 09:45:54,21.58,150.44,192.53,178.01,180.09,179.27,203.29,184.94,167.41,189.32,189.25,174.87,171.01,178.76,186.02,174.8,179.68,195.92,176.1,182.47,177.16,201.39,204.32,158.94,178.68,,30,965,33,28.58,
26.06.23 09:46:09,21.83,153.05,184.92,187.56,180.89,181.95,205.8,179.48,169.8,190.98,188.98,174.6,170.74,181.69,188.49,173.17,176.92,199.05,179.83,184.67,175.78,198.92,203.71,159.2,182.48,,30,965,33,28.6,
26.06.23 09:46:24,22.08,154.35,181.68,179.33,183.03,181.95,207.2,180.3,167.14,190.15,191.43,172.98,173.66,179.29,184.93,170.73,179.41,196.2,179.25,183.57,175.22,196.47,206.77,160.25,181.12,,30,965,33,28.63,
26.06.23 09:46:39,22.33,155.4,173.41,185.16,183.03,183.84,204.68,178.4,170.07,190.42,193.34,169.76,172.07,178.5,186.85,171.27,178.02,192.53,179.25,184.94,171.64,198.1,204.63,152.16,181.66,,30,965,33,28.63,
26.06.23 09:46:54,22.58,156.45,183.57,200.27,184.64,181.41,203.29,175.96,165.55,188.22,195.26,171.37,174.72,180.89,185.2,172.35,175.54,191.68,176.1,182.75,170.81,197.56,201.89,151.39,184.11,,30,965,33,28.67,
26.06.23 09:49:11,24.87,140.14,186.27,257.18,95.28,215.71,175.54,208.14,209.25,247.73,216.82,103.09,302.66,240.12,204.07,145.33,214.18,197.91,163.9,227.68,107.81,208.29,224.47,198.52,139.44,,30,965,33,28.81,965D6-(E1);
26.06.23 09:49:26,25.12,179.74,315.76,52.63,250.19,46.56,133.57,298.08,140.67,143.04,143.78,87.33,252.9,211.29,240.12,213.6,69.7,221.99,145.91,164.68,190.91,192.4,214.48,149.84,133.91,,30,965,33,28.85,965D6-(E1);
26.06.23 09:49:41,25.37,173.49,208.63,285.65,151.81,164.48,225.44,208.71,259.54,188.22,201.9,129.69,182.22,183.56,212.02,166.42,91.26,172.29,192.63,188.25,220.86,150.77,196.43,156.85,166.1,,30,965,33,28.88,965D6-(E1);
26.06.23 09:49:56,25.62,67.57,25.41,153.82,129.97,142.99,104.73,190.17,307.29,149.94,151.62,79.27,206.99,174.79,198.18,188.29,113.65,231.23,162.78,225.33,125.61,196.47,169.84,196.28,247.79,,30,965,33,28.92,965D6-(E1);
26.06.23 09:50:11,25.87,122.05,191.16,159.9,102.65,146.26,146.8,211.85,269.23,190.7,180.34,247.75,227.9,150.01,216.33,171.54,134.08,194.5,160.82,210.5,110.78,225.2,161.78,167.92,150.94,,30,965,33,28.95,965D6-(E1);
26.06.23 09:50:26,26.12,66.45,195,171.73,132.41,157.48,37.49,151.65,109.08,168.77,175.28,117.34,205.59,141.73,218.06,202.38,19.27,219.33,206.6,207.36,183.02,232.97,212.93,172.73,232.18,,30,965,33,28.98,965D6-(E1);
26.06.23 09:50:41,26.37,154.09,285.52,27.06,121.03,205.54,225.73,131.55,212.69,219.25,185.72,154.7,246.55,164.85,178.15,184.13,140.54,205.64,185.62,217.43,65.39,187.3,230.48,123.11,127.43,,30,965,33,28.99,965D6-(E1);
26.06.23 09:51:49,27.5,143.98,175.27,185.69,181.43,177.93,209.17,174.08,165.55,185.21,183.3,169.49,169.69,185.98,192.62,181.64,170.88,185.24,177.82,179.47,168.35,197.83,203.71,158.42,179.76,,30,965,33,29.06,
