Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
22.06.23 15:35:33,75.08,140.66,153.59,163.07,177.55,168.83,173.9,159.58,168.32,138.27,166,181.46,166.62,149.54,161.23,160.83,136.01,175.32,165.04,170.61,132.55,174.28,139.09,152.47,169.44,,25,965,33,25.47,
22.06.23 15:35:48,75.33,144.12,157.93,167.05,180.23,173.29,178.52,167.59,169.66,146.39,169.41,191.02,167.42,150.79,162.28,164.84,128.29,177.46,168.4,173.55,140.4,186.7,143.45,153.25,179.77,,25,965,33,25.47,
22.06.23 15:36:03,75.58,143.88,157.16,161.75,182.39,171.45,177.43,165.18,170.73,146.65,165.47,182.55,162.89,149.29,161.49,159.5,130.08,176.66,168.4,175.17,137.77,181.12,134.22,148.34,172.41,,25,965,33,25.47,
22.06.23 15:36:18,75.83,137.46,158.96,165.19,179.7,171.19,170.94,161.18,165.92,147.16,168.88,182.82,160.23,151.04,162.28,162.16,127.52,172.11,167.28,177.32,136.2,180.85,138.82,146.55,176.22,,25,965,33,25.47,
22.06.23 15:36:33,76.08,143.13,157.42,169.98,181.04,172.5,176.34,161.44,168.59,145.63,161.05,182.82,161.29,152.53,167.54,161.63,124.98,173.98,168.12,178.4,135.42,180.85,136.11,151.44,176.22,,25,965,33,25.47,
22.06.23 15:36:48,76.33,140.16,152.83,165.72,178.62,168.05,177.43,164.91,168.85,145.12,169.93,182.01,162.35,150.54,165.17,161.9,125.49,175.85,167.28,174.9,137.51,182.44,138.01,152.47,171.06,,25,965,33,25.47,
22.06.23 15:37:03,76.58,142.39,154.61,165.45,182.12,172.76,174.99,171.63,172.88,142.32,172.84,183.63,165.28,147.56,167.01,158.18,130.85,175.05,166.72,179.21,140.66,182.71,143.45,153.51,172.41,,25,965,33,25.47,
22.06.23 15:37:18,76.83,147.11,157.42,163.86,177.82,175.39,174.17,160.91,170.46,144.1,171.52,184.45,162.89,153.03,163.85,161.36,130.6,171.05,165.04,172.75,139.09,180.85,137.19,149.63,174.31,,25,965,33,25.47,
22.06.23 15:37:33,77.08,145.37,155.12,167.32,180.23,174.34,175.26,168.39,170.46,140.04,168.36,188.27,162.35,149.05,160.44,159.5,128.55,178.54,170.09,173.28,138.82,183.51,141.27,147.31,172.14,,25,965,33,25.47,
22.06.23 15:37:48,77.33,141.65,157.42,163.86,182.39,170.92,173.09,164.91,169.39,144.86,174.69,182.82,161.29,147.56,163.85,159.24,124.72,168.4,169.53,177.86,132.55,183.51,135.57,149.11,175.13,,25,965,33,25.48,
22.06.23 15:38:03,77.58,141.89,152.32,165.19,182.39,167.27,170.13,169.74,170.46,146.39,167.04,189.1,162.09,143.36,165.69,159.5,129.31,171.85,167,176.24,138.04,181.38,138.28,145.52,168.63,,25,965,33,25.48,
22.06.23 15:38:18,77.83,141.4,152.83,164.13,182.93,169.09,171.48,162.77,167.78,150.76,168.09,183.91,161.03,152.78,164.11,164.03,129.31,175.32,167,172.75,140.14,184.3,141.54,147.83,182.25,,25,965,33,25.48,
22.06.23 15:38:34,78.1,141.4,150.04,162.01,185.09,166.23,174.45,164.11,167.52,142.83,169.67,184.45,161.82,147.56,167.54,157.91,127.52,170.25,170.93,174.36,141.46,177.16,135.57,151.44,173.77,,25,965,33,25.48,
22.06.23 15:38:49,78.35,142.64,155.12,161.75,180.77,167.27,176.34,155.62,167.52,144.35,169.14,182.82,162.09,151.04,163.33,153.43,129.06,169.46,160.32,173.55,134.37,172.97,133.95,150.14,178.95,,25,965,33,25.5,
22.06.23 15:39:04,78.6,146.12,155.37,167.05,182.93,171.45,177.97,164.91,172.88,152.05,168.62,187.73,163.68,148.55,164.11,159.77,131.37,172.91,168.12,174.63,135.94,176.64,140.73,150.66,175.95,,25,965,33,25.48,
22.06.23 15:39:19,78.85,145.62,156.4,162.28,183.74,167.53,174.17,170.55,172.61,145.12,170.46,186.63,177.41,149.79,161.23,157.91,132.39,171.85,168.97,178.4,138.04,178.21,136.92,148.86,178.13,,25,965,33,25.5,
22.06.23 15:39:34,79.1,144.12,158.7,168.12,180.23,169.35,178.52,167.32,175.31,140.29,164.43,180.38,167.95,145.33,162.28,157.12,127.27,170.52,165.6,171.14,136.72,180.59,132.34,153.51,177.86,,25,965,33,25.51,
22.06.23 15:39:49,79.35,146.12,152.07,166.25,186.72,165.71,177.43,168.93,174.77,144.1,173.37,188.27,170.91,149.29,162.8,164.57,127.27,171.05,169.53,176.78,140.14,181.91,138.28,154.02,178.95,,25,965,33,25.51,
22.06.23 15:40:04,79.6,140.41,150.8,162.01,179.16,169.35,173.9,163.57,172.88,145.63,170.99,178.76,162.89,153.03,154.98,156.85,126.76,171.32,161.43,168.74,130.73,185.37,135.03,150.4,175.95,,25,965,33,25.51,
22.06.23 15:42:11,81.72,141.65,158.19,167.05,189.17,162.86,177.43,172.44,173.15,147.42,185.95,178.22,179.59,156.3,155.24,167.52,131.88,184.21,184.03,179.21,146.22,192.88,147.57,169.01,191.69,,25,965,33,25.58,
22.06.23 15:42:26,81.97,135.98,144.25,162.54,189.99,180.7,177.16,165.71,168.32,144.61,180.03,188.82,165.81,153.29,162.54,164.57,123.2,162.09,172.35,184.11,137.51,168.3,140.73,147.06,178.95,,25,965,33,25.59,
22.06.23 15:42:41,82.22,135.25,135.81,161.22,200.47,159.26,173.09,182.82,168.59,142.57,158.46,185.54,160.5,161.1,153.43,173.2,122.95,173.98,147.43,158.72,147.29,167,133.41,151.69,166.75,,25,965,33,25.61,
22.06.23 15:42:56,82.47,130.62,145.26,163.07,178.89,171.19,170.67,152.21,169.66,126.78,154.6,192.4,157.86,125.69,150.85,149.5,117.4,157.66,165.6,161.6,136.72,180.85,120.62,145.78,181.42,,25,965,33,25.61,
22.06.23 15:43:11,82.72,151.13,151.56,176.17,181.58,157.97,155.8,163.57,170.73,156.97,186.76,180.92,163.42,153.54,154.98,160.03,134.2,177.19,161.43,167.41,139.35,177.43,149.5,150.66,168.9,,25,965,33,25.63,
22.06.23 15:43:26,82.97,146.61,152.57,155.97,181.04,164.15,170.13,157.2,172.88,149.73,177.09,189.65,158.39,147.81,162.01,162.96,128.29,175.58,163.93,171.14,138.82,169.59,143.45,157.41,168.63,,25,965,33,25.65,
22.06.23 15:43:41,83.22,152.64,146.76,161.75,169.05,164.93,162.92,174.61,172.07,155.15,161.83,204.95,180.13,144.1,173.93,157.65,122.19,180.15,169.25,183.02,135.42,176.11,125.39,156.11,174.86,,25,965,33,25.66,
22.06.23 15:43:57,83.48,139.18,154.86,165.19,174.08,170.92,166.12,163.31,165.12,144.1,167.83,189.37,161.29,147.31,156.54,154.74,127.78,149.16,173.19,156.37,137.77,188.58,139.09,143.48,167.82,,25,965,33,25.68,
22.06.23 15:44:12,83.73,140.66,152.83,176.71,182.93,183.64,195.65,186.13,173.96,154.37,155.63,185.27,168.22,153.29,160.71,164.3,142.78,171.58,174.04,174.63,146.76,187.51,136.11,154.28,182.8,,25,965,33,25.69,
22.06.23 15:44:27,83.98,149.12,160.24,175.9,191.63,182.57,186.75,176.79,169.66,148.19,165.74,182.01,171.72,160.08,170.46,160.83,133.94,165.76,168.4,169.81,129.95,181.38,128.59,151.95,186.95,,25,965,33,25.69,
22.06.23 15:44:42,84.23,138.93,141.76,165.72,173.29,159.77,169.06,170.82,169.12,138.27,169.93,192.95,153.66,153.29,156.54,160.57,121.18,176.39,158.66,171.14,134.89,180.59,125.92,151.69,185.29,,25,965,33,25.71,
22.06.23 15:44:57,84.48,162.82,142.5,164.92,181.04,159.26,195.93,177.33,171.8,129.01,181.9,205.79,170.37,146.57,163.33,164.84,126.25,168.93,169.81,175.17,140.14,194.51,132.07,155.32,170.52,,25,965,33,25.72,
22.06.23 15:45:12,84.73,148.11,150.29,171.06,187.53,166.75,177.43,172.44,164.85,146.91,178.42,190.2,168.76,167.74,169.13,167.79,136.27,175.58,170.37,178.67,150.23,189.92,134.76,169.28,181.15,,25,965,33,25.72,
22.06.23 15:45:27,84.98,134.52,153.08,181.87,192.73,190.64,177.7,169.2,172.07,161.68,165.21,191.57,152.61,154.29,180.38,168.06,128.04,160.78,157.28,174.63,140.4,180.06,142.36,154.54,172.41,,25,965,33,25.75,
22.06.23 15:45:42,85.23,146.12,144.5,167.32,180.23,182.57,177.43,193.94,163.26,151.27,170.46,174.73,170.1,147.56,164.64,158.97,125.49,167.61,167.28,170.88,127.89,173.76,133.41,152.99,186.12,,25,965,33,25.74,
22.06.23 15:45:57,85.48,141.89,157.42,171.06,185.9,170.92,165.05,153,164.59,150.24,190.02,190.47,161.82,134.58,176.88,160.83,120.42,170.52,166.44,162.65,133.59,177.95,117.46,152.99,169.98,,25,965,33,25.76,
22.06.23 15:46:12,85.73,140.16,163.86,175.9,183.47,164.41,173.63,172.44,165.65,143.59,183.52,188,143.29,154.79,172.06,172.11,118.65,176.66,159.21,175.17,143.57,167.52,140.45,142.97,174.04,,25,965,33,25.76,
22.06.23 15:46:27,85.98,139.92,136.55,172.4,172.23,163.64,175.53,164.64,164.32,132.25,158.98,185.27,163.42,139.44,158.36,159.5,116.14,165.24,160.59,171.14,124.03,185.37,120.09,134.37,182.52,,25,965,33,25.78,
22.06.23 15:46:42,86.23,139.92,146.01,161.75,179.7,152.37,146.43,150.9,166.72,144.86,182.44,176.61,180.13,155.54,157.32,152.11,136.53,174.78,167,162.92,135.16,166.23,142.63,155.58,174.04,,25,965,33,25.78,
22.06.23 15:46:57,86.48,134.27,159.73,176.44,196.86,171.71,171.48,162.77,168.59,161.15,184.6,193.5,166.88,150.54,161.75,149.76,114.14,168.93,172.35,170.88,135.94,182.18,136.65,158.72,178.4,,25,965,33,25.79,
22.06.23 15:47:12,86.73,152.64,169.59,176.44,200.74,162.86,189.24,169.2,174.77,160.1,200.47,187.45,170.91,156.8,179.84,159.24,122.19,179.34,178.59,201.01,149.16,181.38,131.53,155.58,189.73,,25,965,33,25.8,
22.06.23 15:47:27,86.98,143.63,156.14,172.67,189.44,162.34,180.97,169.2,180.74,149.98,181.63,197.66,163.95,154.29,166.22,157.91,123.45,173.71,167,173.55,141.72,196.41,138.82,158.98,188.9,,25,965,33,25.82,
22.06.23 15:47:43,87.25,137.95,161.79,169.18,185.63,175.92,149.28,176.52,167.78,165.1,171.78,183.09,158.12,146.57,173.13,166.18,132.65,158.7,158.93,172.75,132.03,181.12,140.18,147.83,173.77,,25,965,33,25.83,
22.06.23 15:47:58,87.5,157.7,139.77,174.55,180.5,165.97,167.99,154.31,172.61,155.15,175.75,176.88,170.1,135.06,175.53,150.8,122.19,171.32,167.84,167.68,119.68,202.42,124.59,152.99,190.85,,25,965,33,25.85,
22.06.23 15:48:13,87.75,156.18,156.14,186.53,182.39,177.78,183.72,166.78,178.56,148.7,190.02,194.89,166.35,144.1,157.58,159.77,138.6,174.25,175.18,160.81,142.51,194.24,141.54,165.56,190.29,,25,965,33,25.86,
22.06.23 15:48:28,88,153.39,145.01,169.72,183.47,162.6,165.85,142.09,171.27,146.14,178.69,184.72,161.03,150.54,156.02,158.18,129.57,167.61,164.21,171.41,131.77,192.34,131.26,149.89,187.23,,25,965,33,25.85,
22.06.23 15:48:43,88.25,136.96,158.19,164.13,187.53,168.83,187.85,165.18,178.56,158.01,184.6,176.88,179.31,144.1,164.9,168.33,122.19,171.58,174.33,186.3,141.98,176.11,139.09,154.8,177.86,,25,965,33,25.86,
22.06.23 15:48:58,88.5,128.68,163.34,169.45,178.09,173.02,181.8,171.63,167.78,147.93,187.3,170.99,167.42,160.84,173.39,167.79,123.45,173.71,171.78,192.36,151.03,213.23,138.01,148.34,173.5,,25,965,33,25.89,
22.06.23 15:49:13,88.75,142.64,144.25,170.52,175.15,177.51,175.53,178.43,171.8,153.6,175.75,186.63,163.15,146.82,158.1,150.02,124.72,169.19,157,184.38,133.33,178.48,143.73,153.25,184.73,,25,965,33,25.89,
22.06.23 15:49:28,89,158.21,162.05,184.61,188.62,177.51,177.97,173.25,172.61,147.42,193.85,204.67,162.89,153.29,167.81,161.9,135.23,174.25,170.65,174.36,149.42,198.86,135.03,150.4,185.01,,25,965,33,25.9,
22.06.23 15:49:43,89.25,143.88,153.08,165.99,191.36,175.13,166.12,161.71,168.85,145.63,181.37,196.27,169.03,153.79,157.32,157.65,142.25,169.72,170.37,173.82,155.6,197.77,138.28,152.21,177.04,,25,965,33,25.9,
22.06.23 15:49:58,89.5,137.21,158.19,175.36,189.17,175.39,171.48,191.14,173.15,151.01,189.21,186.91,158.12,146.82,168.6,143.52,127.01,165.5,182.88,183.02,135.42,192.61,135.84,154.8,186.67,,25,965,33,25.91,
22.06.23 15:50:13,89.75,150.62,145.26,168.92,183.74,174.87,169.06,161.44,161.67,158.01,180.29,208.91,168.76,138.47,171.26,159.5,129.06,175.32,171.78,173.55,149.96,170.89,124.06,150.4,176.22,,25,965,33,25.93,
22.06.23 15:50:28,90,144.62,149.53,175.63,187.53,183.91,179.61,168.66,183.75,154.63,188.66,192.95,160.76,168.76,161.49,176.19,139.9,166.82,173.48,189.87,155.87,183.77,149.78,164.5,174.04,,25,965,33,25.91,
22.06.23 15:50:44,90.27,147.86,145.26,163.6,177.02,171.19,182.89,157.2,167.25,142.57,190.84,181.73,161.82,135.31,172.86,171.3,129.57,168.93,161.98,166.09,138.82,190.46,132.07,155.32,178.13,,25,965,33,25.93,
22.06.23 15:50:59,90.52,145.62,146.01,182.15,179.96,151.61,183.44,147.78,170.19,149.47,174.16,174.46,162.89,140.17,162.28,156.06,115.64,164.97,162.26,169.01,136.2,190.73,135.57,145.27,183.63,,25,965,33,25.94,
22.06.23 15:51:14,90.77,148.62,145.51,190.39,186.18,186.32,175.53,181.72,183.48,147.16,186.76,204.1,174.15,146.57,165.69,171.03,127.52,158.96,179.16,180.84,135.94,185.64,138.55,152.47,186.95,,25,965,33,25.96,
22.06.23 15:51:29,91.02,154.66,157.42,175.63,193,158.49,189.52,183.09,179.65,149.21,202.69,190.47,163.15,144.59,190.47,162.16,122.44,180.42,162.26,194.03,148.35,178.21,140.45,163.71,174.31,,25,965,33,25.96,
22.06.23 15:51:44,91.27,136.72,157.68,167.32,185.36,172.24,178.25,155.1,168.32,164.57,171.25,200.18,171.18,148.3,169.66,152.11,123.96,169.99,163.37,192.92,134.89,208.49,126.72,156.63,192.53,,25,965,33,25.97,
22.06.23 15:51:59,91.52,140.66,150.04,162.28,181.04,153.38,181.52,158,159.04,155.41,169.14,189.65,162.09,152.78,148.54,149.24,119.41,176.92,155.62,177.32,138.82,174.54,117.99,151.18,169.44,,25,965,33,25.97,
22.06.23 15:52:14,91.77,156.69,158.19,181.87,187.81,171.19,179.06,158.53,182.11,151.01,175.49,192.67,188.95,151.79,185,162.43,141.21,170.25,175.46,173.28,146.76,191,144,164.24,204.41,,25,965,33,26,
22.06.23 15:52:29,92.02,136.72,141.01,171.86,192.45,161.05,165.32,165.98,163.53,147.16,188.66,193.78,158.39,141.15,164.38,151.59,117.65,172.11,161.7,173.55,134.63,167.26,123.53,138.15,178.95,,25,965,33,26.01,
22.06.23 15:52:44,92.27,156.94,160.76,181.6,187.26,184.44,190.35,190.02,182.11,154.12,196.88,200.18,173.34,157.3,166.75,170.49,132.14,169.19,176.88,181.66,141.72,201.32,149.22,171.41,206.42,,25,965,33,26,
22.06.23 15:52:59,92.52,143.38,142.75,182.42,195.48,183.1,183.17,163.57,166.18,164.31,186.76,198.5,191.73,146.57,164.11,157.12,135.75,175.32,167.84,184.93,148.35,163.91,141.27,166.35,184.18,,25,965,33,26.01,
22.06.23 15:53:14,92.77,152.89,142.26,177.25,186.72,158.23,189.79,182.82,162.47,147.16,186.22,175.27,175.77,144.84,162.54,160.3,118.65,161.3,165.32,176.51,129.18,171.93,130.73,150.14,183.9,,25,965,33,26.03,
22.06.23 15:53:29,93.02,142.88,147.01,177.25,178.89,170.92,178.52,162.24,176.12,144.86,182.98,179.03,177.68,137.73,150.08,162.43,118.65,154.55,173.76,181.39,132.55,195.59,134.22,148.86,175.95,,25,965,33,26.04,
22.06.23 15:53:44,93.27,151.38,159.73,182.69,178.89,180.97,205.83,174.34,195.66,153.6,204.93,189.37,172.8,156.55,158.88,161.1,146.72,174.78,179.16,179.76,141.72,199.95,139.09,166.09,206.13,,25,965,33,26.04,
22.06.23 15:53:59,93.52,141.4,148.53,172.67,177.55,149.08,178.52,163.84,172.34,149.98,181.63,191.85,173.88,146.82,172.59,155.53,130.85,178.54,167.28,178.13,137.77,181.91,123.8,154.02,178.95,,25,965,33,26.04,
22.06.23 15:54:14,93.77,138.19,151.56,174.55,178.89,171.97,178.25,191.14,174.77,160.63,180.83,192.4,177.95,136.03,160.97,150.54,133.68,170.79,164.49,174.9,143.04,190.73,123,153.77,175.67,,25,965,33,26.07,
22.06.23 15:54:29,94.02,147.11,153.59,183.51,194.38,162.09,197.62,171.63,168.05,150.76,193.58,204.67,169.56,149.29,165.43,153.69,138.34,163.14,171.22,177.59,152.1,198.86,135.57,156.11,184.46,,25,965,33,26.07,
22.06.23 15:54:44,94.27,132.32,161.02,183.24,187.81,178.31,170.4,158,180.47,159.06,206.05,190.2,169.29,150.79,156.28,152.11,132.65,168.93,166.44,185.2,134.37,182.18,142.09,162.39,199.57,,25,965,33,26.08,
22.06.23 15:54:59,94.52,139.18,156.65,191.22,185.36,168.57,175.8,193.38,172.34,158.28,181.1,209.76,176.05,150.04,164.9,158.97,130.08,163.14,171.78,178.94,138.3,173.76,143.18,155.32,178.4,,25,965,33,26.08,
22.06.23 15:55:15,94.78,157.96,148.78,189.01,193.83,175.66,184.54,167.32,181.29,165.1,209.98,186.09,173.61,153.03,187.18,161.1,139.9,171.32,175.74,181.66,132.55,197.49,138.01,164.5,184.73,,25,965,33,26.1,
22.06.23 15:55:30,95.03,139.92,149.03,174.01,189.17,180.43,180.43,183.92,173.96,152.3,182.17,192.12,190.89,146.07,168.87,160.57,124.72,166.29,174.33,189.6,147.29,177.43,132.34,155.06,189.73,,25,965,33,26.11,
22.06.23 15:55:45,95.28,153.9,147.77,167.85,165.37,183.91,193.41,159.58,164.06,143.84,185.14,181.19,161.56,147.81,165.96,150.02,116.9,161.57,176.88,171.14,138.04,172.45,115.89,149.11,177.58,,25,965,33,26.13,
22.06.23 15:56:00,95.53,155.42,153.59,184.33,193.83,173.55,183.17,189.19,172.61,155.67,194.4,209.76,181.78,151.29,167.01,153.16,137.56,179.61,176.31,191.53,142.25,176.11,128.32,167.41,188.9,,25,965,33,26.11,
22.06.23 15:56:15,95.78,143.88,147.52,183.51,189.99,186.59,188.96,184.47,190.37,154.89,180.83,204.95,172.53,150.79,166.49,169.41,143.3,173.18,157.28,177.05,130.47,198.58,121.68,155.58,183.9,,25,965,33,26.11,
22.06.23 15:56:30,96.03,160.25,152.57,175.63,186.72,173.55,192.58,178.97,179.11,164.31,190.84,184.72,167.15,157.05,168.34,161.9,144.61,171.58,166.16,189.05,155.87,176.37,153.65,167.95,198.73,,25,965,33,26.13,
22.06.23 15:56:45,96.28,130.38,141.51,172.93,182.39,176.45,178.25,171.09,169.92,147.93,185.14,191.57,165.28,131.68,168.34,157.12,135.23,160,163.09,163.97,132.81,178.74,123.27,147.06,189.45,,25,965,33,26.11,
22.06.23 15:57:00,96.53,157.96,154.1,173.47,192.73,189.29,197.34,168.39,174.23,150.5,190.3,213.18,159.71,167.99,175.53,158.71,146.98,171.85,167.56,198.77,144.1,179.27,123.53,164.24,192.53,,25,965,33,26.11,
22.06.23 15:57:15,96.78,142.39,138.03,187.08,198.8,182.3,196.49,192.26,187.88,147.93,193.85,189.65,165.55,135.79,162.8,163.77,133.17,161.3,184.89,195.97,165.67,185.9,126.99,150.66,186.67,,25,965,33,26.11,
22.06.23 15:59:14,98.77,148.62,158.7,188.46,187.53,185.52,178.52,176.79,175.04,144.35,173.9,185.54,194.24,156.3,177.15,156.59,141.47,161.57,175.46,181.93,158.31,181.65,146.47,153.25,200.71,,25,965,33,26.15,
22.06.23 15:59:29,99.02,137.21,168.28,184.33,193,204.36,182.89,176.79,181.29,147.93,191.39,186.09,173.88,152.28,164.38,155.01,132.65,168.67,162.26,180.03,134.63,189.65,140.45,158.72,180.6,,25,965,33,26.15,
22.06.23 15:59:44,99.27,140.9,153.59,187.63,194.93,171.71,165.05,158,176.93,145.12,195.22,192.67,185.08,154.54,169.93,156.85,127.01,163.66,146.61,174.9,144.63,178.21,126.72,147.57,188.9,,25,965,33,26.16,
22.06.23 15:59:59,99.52,160,150.8,185.16,206.62,186.59,185.92,162.77,179.65,144.86,203.53,201.29,184.52,160.84,183.09,165.91,155.21,173.18,171.5,188.77,149.96,182.18,143.45,160.03,187.23,,25,965,33,26.15,
22.06.23 16:00:14,99.77,140.16,133.84,165.72,184.01,176.72,177.97,160.65,171,146.39,179.76,195.16,162.35,133.61,165.69,153.16,129.31,157.66,158.38,204.39,138.04,176.37,132.61,149.11,183.9,,25,965,33,26.14,
22.06.23 16:00:29,100.02,145.12,129.67,167.85,176.22,160.28,168.25,167.86,169.39,135.5,164.95,171.26,173.34,140.91,172.32,148.98,114.14,165.76,166.16,173.55,129.44,177.16,124.86,143.99,194.77,,25,965,33,26.15,
22.06.23 16:00:44,100.27,149.12,140.26,172.67,186.72,193.63,207.54,187.8,182.38,148.7,186.49,184.45,164.75,147.56,166.75,150.54,120.42,154.04,170.09,178.67,133.85,184.84,117.73,162.13,188.9,,25,965,33,26.15,
22.06.23 16:00:59,100.52,146.86,146.01,186.25,180.77,183.64,175.53,179.8,179.92,153.6,206.61,177.68,185.08,150.29,160.97,169.68,140.43,165.5,176.6,177.59,141.72,189.92,132.61,157.41,168.9,,25,965,33,26.14,
22.06.23 16:01:14,100.77,170.83,145.26,188.46,190.81,195.54,207.83,183.65,179.11,163.25,194.67,204.38,171.45,145.83,169.66,167.52,131.62,173.98,180.3,197.37,169.53,177.69,143.73,168.48,187.51,,25,965,33,26.13,
22.06.23 16:01:29,101.02,134.76,139.02,179.97,173.82,159,199.87,181.72,168.85,146.65,175.22,183.63,175.23,140.42,160.97,145.59,127.27,175.85,142.29,182.75,147.02,187.51,123.53,152.21,191.41,,25,965,33,26.11,
22.06.23 16:01:44,101.27,139.18,135.81,174.01,199.91,183.37,167.45,173.8,192.59,162.73,171.52,201.29,174.69,152.78,163.59,160.3,145.66,166.55,157.83,178.67,134.63,195.86,128.32,151.95,180.05,,25,965,33,26.11,
22.06.23 16:01:59,101.52,140.66,128.7,183.24,188.35,173.02,205.26,180.89,190.93,161.15,179.49,198.22,174.96,141.15,162.54,135.82,123.96,157.4,152.06,178.13,143.04,189.65,125.92,149.11,175.95,,25,965,33,26.11,
22.06.23 16:02:14,101.77,145.37,138.53,177.52,193,171.71,186.75,177.88,175.85,143.84,182.98,191.02,171.72,152.53,179.3,167.79,128.04,166.29,147.7,172.75,141.98,166.74,125.92,170.08,187.51,,25,965,33,26.11,
22.06.23 16:02:29,102.02,159.74,151.05,188.46,196.58,170.92,181.25,159.32,184.03,153.86,180.83,180.11,191.17,150.04,166.22,149.5,127.78,164.19,163.65,173.55,154.25,195.86,133.15,153.51,181.97,,25,965,33,26.08,
22.06.23 16:02:44,102.27,153.9,147.52,178.06,193.55,192.54,177.7,169.74,179.65,159.84,176.29,190.47,190.06,148.55,160.97,161.1,146.45,156.62,165.6,188.22,134.11,173.49,116.94,155.06,193.93,,25,965,33,26.08,
22.06.23 16:02:59,102.52,145.37,158.7,184.33,189.44,173.02,176.34,168.39,193.43,140.29,185.41,172.59,188.95,154.29,175.8,160.03,116.39,168.4,160.59,189.32,162.93,199.68,127.25,151.95,175.67,,25,965,33,26.07,
22.06.23 16:03:14,102.77,153.14,138.03,185.16,194.38,190.37,173.63,184.47,168.59,146.65,191.39,180.38,184.52,134.58,162.54,148.19,141.73,160.26,164.49,171.68,151.56,180.32,130.19,155.32,205.27,,25,965,33,26.04,
22.06.23 16:03:29,103.02,145.37,141.76,176.44,195.48,173.81,185.09,172.17,171,156.19,180.03,164.9,187.56,143.12,173.93,148.98,153.88,163.14,155.62,197.65,145.69,170.89,108.34,165.82,163.8,,25,965,33,26.04,
22.06.23 16:03:44,103.27,138.93,148.02,173.74,186.72,165.71,200.44,147,185.95,158.28,196.6,199.9,169.03,160.08,165.96,143.78,142.78,162.61,157.83,192.08,145.43,199.13,112.75,153.51,193.65,,25,965,33,26.04,
22.06.23 16:03:59,103.52,128.93,129.67,172.4,185.36,185.25,181.52,183.09,165.65,160.89,162.09,168.87,185.35,140.66,159.14,149.5,136.79,166.82,154.25,178.4,138.56,172.71,116.94,158.45,168.9,,25,965,33,26.01,
22.06.23 16:04:14,103.77,130.14,143.5,172.4,188.35,146.56,167.18,167.05,166.45,146.91,169.41,175.53,171.18,147.81,145.73,153.95,132.14,154.55,151.78,183.84,155.33,181.38,118.51,163.44,196.75,,25,965,33,25.99,
22.06.23 16:04:29,104.02,151.13,146.26,185.43,195.48,178.84,167.72,180.07,180.2,156.71,171.25,163.59,179.04,139.2,166.75,150.54,128.8,159.22,170.93,189.6,136.72,173.23,123.53,162.39,188.06,,25,965,33,25.97,
22.06.23 16:04:44,104.27,151.38,127.24,204.11,207.46,174.34,187.3,196.19,186.5,157.75,180.03,224.14,184.25,154.79,167.28,165.91,135.49,180.69,163.65,202.98,144.63,206.83,135.57,157.41,184.46,,25,965,33,25.97,
22.06.23 16:04:59,104.52,134.76,142.75,192.61,196.31,167.79,193.13,184.2,179.11,151.53,191.66,200.74,160.76,140.91,159.14,167.52,123.71,167.34,170.09,182.75,149.96,197.22,120.62,182.2,181.42,,25,965,33,25.94,
22.06.23 16:05:15,104.78,156.18,146.01,200.16,203.53,192.54,205.83,166.78,172.07,163.52,188.12,204.95,169.56,147.56,175.53,151.33,131.11,182.04,150.69,190.98,142.51,180.59,115.63,163.44,174.04,,25,965,33,25.91,
22.06.23 16:05:30,105.03,149.62,134.82,175.36,193,164.41,193.97,183.37,176.39,149.47,172.31,207.49,160.5,138.22,164.9,138.38,127.78,166.29,149.6,190.43,126.86,179.8,116.68,161.08,192.53,,25,965,33,25.91,
22.06.23 16:05:45,105.28,146.86,138.53,188.73,180.5,157.97,186.47,181.44,172.34,153.6,184.06,192.95,164.75,147.06,145.48,140.17,120.92,174.51,168.4,181.39,132.29,169.59,117.99,146.55,178.13,,25,965,33,25.89,
22.06.23 16:06:00,105.53,150.62,163.6,179.15,194.38,153.89,196.49,168.39,178.29,148.44,192.21,208.06,182.87,137.98,171.53,161.9,156.01,169.72,153.98,177.59,148.35,189.11,107.56,150.92,174.31,,25,965,33,25.88,
22.06.23 16:06:15,105.78,132.08,146.01,168.38,193.28,191.73,190.07,178.97,176.12,166.95,200.75,205.23,175.23,144.1,179.3,151.07,139.9,175.32,163.65,190.98,148.35,186.44,135.3,172.21,176.76,,25,965,33,25.86,
22.06.23 16:06:30,106.03,142.39,151.31,186.81,191.9,171.71,198.18,168.66,173.42,159.32,182.71,178.76,185.35,144.1,161.75,169.95,131.11,171.85,178.02,180.57,146.76,170.89,118.51,153.77,200.43,,25,965,33,25.83,
22.06.23 16:06:45,106.28,139.18,140.51,191.5,184.55,178.84,209.83,173.25,177.75,151.79,178.69,187.73,163.42,142.38,154.21,147.93,135.75,157.66,167.28,174.9,136.72,168.55,126.45,161.34,193.93,,25,965,33,25.82,
22.06.23 16:07:00,106.53,137.21,145.01,174.28,191.63,170.4,205.54,180.89,179.92,127.03,194.12,184.45,173.07,141.89,169.13,152.11,132.39,168.93,161.15,196.25,145.16,184.57,122.47,141.44,197.03,,25,965,33,25.8,
