Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
22.06.23 15:04:02,43.57,154.66,169.06,161.22,173.29,174.6,174.99,165.71,179.38,148.7,165.74,182.55,169.29,169.02,166.22,180.3,146.45,184.48,166.44,174.09,153.45,184.57,166.28,164.24,169.71,,25,965,33,25.43,
22.06.23 15:04:17,43.82,158.72,168.8,162.54,170.11,176.19,172.82,165.18,178.29,147.93,166.26,182.28,168.49,171.34,165.96,181.95,145.66,183.4,170.09,175.17,156.68,189.92,165.43,165.03,174.86,,25,965,33,25.44,965B6-(E1);
22.06.23 15:04:32,44.07,156.18,164.9,161.49,173.29,170.92,162.39,162.24,177.2,148.96,169.14,182.82,167.95,167.74,165.43,178.38,146.45,182.31,172.35,175.17,151.03,184.84,165.43,163.71,172.68,,25,965,33,25.44,
22.06.23 15:04:47,44.32,155.92,164.64,160.7,169.84,168.83,166.38,163.57,173.42,147.67,167.57,182.55,166.88,170.05,160.18,176.47,146.19,185.84,172.06,172.75,151.03,185.64,161.48,162.92,165.68,,25,965,33,25.44,965D6-(E1);
22.06.23 15:05:02,44.57,156.69,169.59,163.86,171.96,171.71,170.13,162.77,177.48,145.63,167.57,183.63,171.18,167.99,167.81,181.4,143.56,181.5,167.56,175.97,151.56,187.51,167.13,159.76,168.9,,25,965,33,25.46,965D6-(E1);
22.06.23 15:05:17,44.82,154.66,165.68,160.96,170.9,173.29,173.63,164.64,179.92,144.1,169.93,182.01,168.22,166.97,165.17,176.74,142.78,183.94,166.44,171.14,152.1,185.64,164.58,165.82,167.02,,25,965,33,25.46,
22.06.23 15:05:33,45.08,152.89,167.24,164.13,170.64,174.87,171.75,163.84,175.58,147.93,171.78,183.09,169.83,169.28,164.38,176.74,143.3,181.23,170.93,177.59,151.83,183.77,167.7,166.62,171.87,,25,965,33,25.46,
22.06.23 15:05:48,45.33,155.67,162.82,158.33,169.32,166.75,166.12,163.04,175.85,147.93,168.88,176.88,166.35,166.97,159.92,181.68,141.21,180.42,167.84,169.81,148.89,185.1,165.72,162.39,169.71,,25,965,33,25.46,
22.06.23 15:06:03,45.58,154.91,167.5,163.6,169.58,176.98,171.75,170.01,179.92,150.76,166.26,179.3,166.08,164.66,163.33,179.2,145.4,184.76,167.28,170.88,151.83,190.46,160.36,162.92,169.98,,25,965,33,25.47,
22.06.23 15:06:18,45.83,153.65,164.9,162.01,167.47,167.01,167.99,160.11,172.07,145.63,169.14,184.45,166.08,165.68,164.64,175.1,143.04,180.69,169.53,175.7,152.1,182.44,164.87,163.18,173.23,,25,965,33,25.47,
22.06.23 15:06:33,46.08,155.16,162.05,164.39,169.32,170.4,164.25,167.05,174.77,145.63,167.83,178.49,169.29,164.92,167.28,179.75,141.73,182.31,170.65,175.97,149.69,182.44,167.13,162.39,175.13,,25,965,33,25.47,965D6-(E1);
22.06.23 15:06:48,46.33,152.64,165.94,158.59,168.26,162.86,169.06,163.84,175.31,144.1,165.21,176.88,164.48,163.39,160.71,177.01,140.69,181.5,170.09,170.61,147.02,185.37,161.48,160.55,168.63,,25,965,33,25.47,
22.06.23 15:07:03,46.58,152.38,167.5,160.96,169.84,169.62,171.48,166.51,175.85,146.14,166.52,181.19,164.75,163.64,159.92,177.56,141.73,183.4,169.81,172.75,148.35,180.32,160.08,159.76,172.41,,25,965,33,25.48,
22.06.23 15:07:18,46.83,155.42,165.94,160.43,168.53,165.97,172.28,165.18,176.12,142.32,165.74,182.01,163.42,164.15,161.75,175.92,142.25,180.96,170.09,175.17,147.55,180.06,163.74,159.76,172.41,,25,965,33,25.5,
22.06.23 15:07:33,47.08,155.92,164.64,158.86,167.47,168.31,166.65,162.77,176.12,143.33,163.13,176.34,165.55,165.68,163.59,179.48,142.25,185.03,167.84,174.36,147.82,179.8,161.48,162.13,168.9,,25,965,33,25.48,
22.06.23 15:07:49,47.35,155.16,164.64,155.71,166.68,169.09,169.33,159.58,174.77,143.33,168.09,179.3,167.95,162.88,158.88,174.56,137.56,182.86,165.6,172.48,144.63,183.77,160.08,161.6,167.55,,25,965,33,25.51,
22.06.23 15:08:04,47.6,155.42,165.42,159.64,168,169.62,168.52,163.57,174.23,146.14,166,178.76,166.08,162.88,161.49,178.66,144.09,183.94,168.68,174.36,148.89,188.04,164.58,160.55,170.52,,25,965,33,25.5,965D6-(E1);
22.06.23 15:08:19,47.85,148.62,166.46,161.49,169.84,163.89,171.21,164.37,174.5,146.65,162.87,177.15,166.62,169.02,162.01,178.93,141.21,186.39,170.93,176.24,149.42,184.04,163.17,160.03,173.23,,25,965,33,25.51,
22.06.23 15:08:34,48.1,152.13,166.2,156.76,171.43,165.97,164.52,162.51,175.31,147.67,166.52,178.76,164.75,166.71,161.75,179.2,143.83,182.04,170.65,171.95,147.55,186.44,162.33,160.81,168.9,,25,965,33,25.51,
22.06.23 15:08:49,48.35,155.16,166.46,158.59,166.68,165.71,168.25,164.91,173.69,143.59,161.83,176.88,168.22,165.68,159.92,175.65,141.99,185.3,165.6,171.68,144.36,186.17,156.16,158.19,168.9,,25,965,33,25.51,965D6-(E1);
22.06.23 15:09:04,48.6,156.94,166.72,155.19,167.21,168.31,160.54,158,173.42,141.56,166.78,180.92,160.23,162.11,159.4,177.29,141.73,180.69,168.97,173.82,145.96,182.18,162.05,160.55,171.06,,25,965,33,25.51,965D6-(E1);
22.06.23 15:09:19,48.85,153.39,165.94,161.22,171.17,169.88,160.54,164.91,173.42,139.53,163.65,178.22,162.89,164.66,158.88,176.19,142.52,182.86,166.16,172.48,145.16,182.97,164.58,159.24,164.87,,25,965,33,25.53,965D6-(E1);
22.06.23 15:11:32,51.07,157.19,168.54,158.33,168.53,164.93,159.75,166.78,172.61,143.33,164.69,181.19,165.81,165.17,163.06,178.38,137.3,181.23,171.78,169.81,142.51,180.59,154.49,156.37,169.71,,25,965,33,25.59,965D6-(E1);
22.06.23 15:11:47,51.32,149.87,169.59,158.59,168.26,165.45,166.12,165.44,171.27,142.83,168.09,182.01,167.42,161.86,162.54,175.92,140.95,181.5,170.65,174.09,149.96,187.24,156.72,160.81,167.02,,25,965,33,25.59,965D6-(E1);
22.06.23 15:12:02,51.57,150.12,169.32,162.01,164.06,169.62,158.69,158.53,169.39,140.54,164.95,175.27,158.39,161.61,156.8,176.74,135.75,178.54,168.68,174.09,146.49,185.1,155.32,157.67,169.44,,25,965,33,25.61,965D6-(E1);
22.06.23 15:12:17,51.82,154.15,167.24,160.43,171.7,170.66,163.98,158.79,172.34,145.12,164.43,184.72,159.97,160.08,159.92,178.38,136.53,182.31,171.22,176.24,147.55,179,159.52,159.5,177.58,,25,965,33,25.63,965D6-(E1);
22.06.23 15:12:32,52.07,152.13,166.72,159.12,166.16,170.66,163.98,166.25,175.31,145.88,168.62,182.01,163.42,162.37,160.44,180.3,139.9,184.76,168.97,178.94,151.83,187.77,162.61,162.39,173.5,,25,965,33,25.64,965B6-(E1);
22.06.23 15:12:47,52.32,150.62,170.63,157.28,170.64,161.83,162.39,165.18,170.73,141.3,160.53,177.15,164.75,162.88,161.75,172.38,139.64,179.34,170.93,174.9,143.04,188.04,155.05,157.15,172.68,,25,965,33,25.65,965D6-(E1);
22.06.23 15:13:02,52.57,149.62,163.34,157.02,168.53,159.51,165.05,162.77,171.53,138.77,168.62,180.11,161.82,158.31,160.44,174.29,136.27,183.13,169.25,172.21,145.43,183.51,154.21,158.19,171.87,,25,965,33,25.66,965D6-(E1);
22.06.23 15:13:17,52.82,151.38,164.12,160.7,169.05,168.83,165.85,160.65,172.61,142.06,173.63,183.91,161.29,159.07,158.36,181.68,134.97,180.69,170.09,172.48,146.76,178.48,156.72,156.63,172.41,,25,965,33,25.68,965D6-(E1);
22.06.23 15:13:32,53.07,147.11,163.6,159.91,167.21,168.83,158.95,166.78,172.07,144.1,173.1,181.19,167.69,162.62,156.54,173.47,142.78,179.34,166.44,169.54,147.02,181.38,158.96,157.67,170.79,,25,965,33,25.69,965D6-(E1);
22.06.23 15:13:46,53.3,150.12,161.79,163.33,164.06,173.02,165.32,168.39,168.05,142.57,164.43,180.38,170.64,162.37,164.11,174.56,138.34,179.88,168.12,172.21,147.02,184.3,159.24,157.67,171.06,,25,965,33,25.69,965D6-(E1);
22.06.23 15:14:01,53.55,156.43,167.5,160.96,173.02,166.49,170.4,167.86,176.39,140.8,172.57,186.91,171.18,162.37,162.54,175.1,137.05,179.88,168.4,174.9,148.89,182.97,160.64,159.24,176.22,,25,965,33,25.71,965D6-(E1);
22.06.23 15:14:16,53.8,153.14,162.05,160.43,162.24,171.71,166.12,163.57,174.5,145.37,164.17,180.11,163.15,161.61,163.33,174.01,139.12,182.04,166.44,176.78,147.55,195.59,160.36,155.32,171.33,,25,965,33,25.72,965D6-(E1);
22.06.23 15:14:31,54.05,152.64,168.28,161.49,169.05,166.23,163.19,159.32,171.53,142.83,169.93,179.03,166.35,159.58,159.4,174.83,136.01,183.67,173.19,174.63,144.1,191.53,159.52,158.45,165.68,,25,965,33,25.72,965D6-(E1);
22.06.23 15:14:46,54.3,152.89,167.5,153.89,166.42,166.75,162.13,160.91,177.75,142.83,164.17,180.92,166.62,160.34,160.18,174.56,139.38,178.8,166.44,176.24,145.96,191.26,155.88,156.37,168.09,,25,965,33,25.72,965D6-(E1);
22.06.23 15:15:01,54.55,151.13,164.38,159.12,170.64,167.27,160.27,155.89,171.27,140.04,162.87,176.34,159.71,161.35,163.85,178.38,131.88,180.42,163.93,168.48,148.09,182.18,157,152.47,167.02,,25,965,33,25.74,965D6-(E1);
22.06.23 15:15:16,54.8,149.87,165.68,166.52,172.23,168.57,165.58,160.11,175.04,146.65,167.31,178.76,163.95,161.61,158.1,174.83,138.08,180.96,169.25,176.51,151.56,183.24,163.45,154.28,167.29,,25,965,33,25.75,965D6-(E1);
22.06.23 15:15:31,55.05,150.62,166.98,162.81,169.05,164.67,155.01,160.11,175.04,143.08,172.84,177.68,167.69,159.07,163.59,174.56,135.75,178.27,166.16,169.28,147.82,185.9,153.65,153.25,164.07,,25,965,33,25.76,965D6-(E1);
22.06.23 15:15:46,55.3,151.38,164.64,162.28,170.64,174.87,169.86,163.04,176.39,143.33,168.36,181.46,165.55,163.64,163.59,177.29,133.42,181.23,167.56,177.05,150.23,185.9,159.52,157.15,173.5,,25,965,33,25.76,965D6-(E1);
22.06.23 15:16:01,55.55,151.63,169.59,162.01,171.7,170.66,166.92,165.71,174.23,143.59,164.95,184.18,167.69,159.58,165.69,177.56,135.23,186.39,166.44,174.36,145.43,182.71,158.96,155.84,171.33,,25,965,33,25.76,965B6-(E1);
22.06.23 15:16:17,55.82,154.91,168.28,161.75,172.49,170.4,167.18,163.84,176.12,143.08,168.88,184.72,163.15,161.1,162.8,174.01,136.53,182.04,169.81,175.97,148.35,186.7,158.12,155.32,175.67,,25,965,33,25.76,965D6-(E1);
22.06.23 15:16:32,56.07,153.9,164.12,165.72,170.9,175.39,166.38,160.65,175.04,149.47,165.74,186.09,162.35,160.08,162.28,179.2,135.23,180.96,169.53,175.43,148.62,191.26,161.48,162.92,173.5,,25,965,33,25.79,965B6-(E1);
22.06.23 15:16:47,56.32,148.36,163.86,160.7,170.9,176.72,167.45,166.78,174.5,139.78,158.98,188.55,159.97,157.3,162.28,176.19,133.94,182.86,165.88,174.63,149.16,184.04,161.2,161.34,172.68,,25,965,33,25.79,965D6-(E1);
22.06.23 15:17:02,56.57,152.13,159.73,157.81,167.74,168.05,163.19,164.64,172.88,142.57,168.88,182.82,163.95,157.81,162.01,175.1,135.49,184.76,169.25,174.36,146.49,185.64,157,162.65,167.29,,25,965,33,25.79,965B6-(E1);
22.06.23 15:17:17,56.82,144.37,159.73,159.64,170.9,166.75,154.49,158.53,170.46,139.78,168.09,182.55,158.12,156.05,154.72,171.03,128.04,179.61,166.44,171.14,146.49,180.06,155.32,154.54,165.41,,25,965,33,25.8,965B6-(E1);
22.06.23 15:17:32,57.07,151.13,166.2,162.81,174.08,170.92,161.86,167.86,172.88,145.63,171.25,183.09,164.75,163.64,164.38,175.92,137.82,183.4,170.09,177.59,151.83,182.18,156.44,157.41,172.68,,25,965,33,25.8,965D6-(E1);
22.06.23 15:17:48,57.33,149.12,162.31,162.28,168.53,167.01,157.9,160.11,171.8,143.33,169.14,183.63,162.89,155.54,159.14,169.41,132.91,180.96,165.6,175.43,153.98,191,158.4,155.58,167.29,,25,965,33,25.8,965B6-(E1);
22.06.23 15:18:03,57.58,146.37,162.05,162.28,170.11,171.19,162.39,162.77,171.53,149.73,170.2,184.72,164.48,156.55,157.84,171.84,135.23,179.07,167,173.82,146.49,179.27,155.6,157.15,171.6,,25,965,33,25.8,965D6-(E1);
22.06.23 15:18:18,57.83,150.87,164.9,166.78,171.96,170.4,167.45,163.84,174.77,146.14,156.66,187.45,167.69,166.2,157.32,177.83,137.3,185.57,173.48,174.63,152.1,186.44,157,161.34,171.87,,25,965,33,25.82,965D6-(E1);
22.06.23 15:18:33,58.08,145.37,161.02,161.75,171.96,168.31,167.99,157.47,176.12,146.14,162.09,181.19,162.89,161.35,155.24,176.19,135.49,182.04,166.44,174.63,149.96,185.1,158.68,158.45,173.23,,25,965,33,25.83,965D6-(E1);
22.06.23 15:18:48,58.33,144.87,160.76,159.64,173.02,168.57,168.79,163.57,173.69,143.59,157.17,185.54,165.81,156.55,154.98,176.19,135.75,175.85,169.53,175.97,146.22,182.44,158.12,158.19,176.22,,25,965,33,25.83,965B6-(E1);
22.06.23 15:19:03,58.58,142.88,159.99,165.99,170.37,176.19,167.45,163.04,167.78,147.16,163.65,179.03,166.62,162.88,160.97,172.11,132.91,175.32,168.4,170.88,145.16,182.18,158.4,154.54,168.9,,25,965,33,25.83,965B6-(E1);
22.06.23 15:19:18,58.83,148.11,164.38,162.01,168.79,168.31,167.99,158.53,171.27,142.83,160.01,175.8,159.44,159.32,152.66,170.22,138.08,176.66,166.72,171.14,145.43,180.59,151.16,156.11,169.44,,25,965,33,25.85,965D6-(E1);
22.06.23 15:19:33,59.08,151.38,167.76,165.99,170.37,173.55,163.19,165.18,174.5,144.1,166,185.54,168.49,164.15,160.71,175.65,139.12,175.85,169.53,171.41,145.16,182.18,158.12,161.34,175.67,,25,965,33,25.86,965D6-(E1);
22.06.23 15:19:48,59.33,144.62,165.68,163.86,170.9,172.24,169.33,164.91,171.27,146.14,161.31,190.2,162.62,160.08,159.66,174.29,136.53,181.77,168.97,178.13,145.69,186.97,157,159.5,180.87,,25,965,33,25.86,965D6-(E1);
22.06.23 15:20:03,59.58,149.62,161.02,160.17,170.9,170.14,165.05,162.51,173.15,138.27,161.05,179.84,164.48,157.81,156.8,171.84,132.91,175.85,172.63,171.41,143.57,186.44,149.5,155.58,176.49,,25,965,33,25.86,965D6-(E1);
22.06.23 15:20:18,59.83,152.64,170.9,167.58,173.55,168.57,165.58,160.91,173.42,143.59,163.91,190.47,165.55,163.13,165.69,174.01,138.08,180.15,172.06,174.36,144.1,182.97,157.56,157.15,167.82,,25,965,33,25.86,965D6-(E1);
22.06.23 15:20:33,60.08,147.36,163.08,161.75,166.16,171.45,160.01,163.04,173.96,139.03,168.62,180.92,161.03,157.56,161.75,174.56,140.69,179.34,167.56,171.68,143.57,183.24,156.72,156.37,169.17,,25,965,33,25.88,965D6-(E1);
22.06.23 15:20:48,60.33,154.15,167.5,165.45,170.64,173.02,157.64,161.97,176.12,147.67,169.14,181.46,162.62,159.83,155.24,172.38,135.49,183.94,167.56,175.7,145.43,176.9,153.38,158.45,172.68,,25,965,33,25.88,965D6-(E1);
22.06.23 15:23:15,62.78,145.62,166.46,159.12,173.29,172.5,168.79,165.44,172.07,145.37,168.09,176.61,162.89,154.54,162.8,173.2,129.57,180.15,168.68,173.55,148.89,183.77,155.88,150.14,167.55,,25,965,33,25.93,
22.06.23 15:23:30,63.03,144.37,161.02,159.38,170.37,176.19,170.4,166.78,172.07,142.83,168.88,179.57,158.39,154.29,159.66,171.84,128.29,176.12,168.4,171.14,145.43,183.24,151.99,148.86,168.36,,25,965,33,25.94,
22.06.23 15:23:45,63.28,145.62,163.08,164.13,171.96,178.84,173.36,168.39,175.04,148.44,176.82,185.54,168.49,160.84,166.22,173.74,136.01,179.07,173.76,174.09,145.16,185.37,154.49,155.84,172.96,,25,965,33,25.96,
22.06.23 15:24:00,63.53,151.38,164.38,162.01,173.29,178.04,171.21,163.31,172.07,143.59,169.67,187.45,167.15,155.79,160.44,175.38,139.12,176.66,175.18,177.59,148.09,184.04,155.88,153.25,174.86,,25,965,33,25.96,
22.06.23 15:24:15,63.78,149.12,165.94,165.99,175.41,176.98,173.36,162.51,170.19,143.84,166.52,182.01,160.23,160.08,162.28,171.84,133.42,178,172.91,178.13,149.42,186.17,150.05,154.02,174.58,,25,965,33,25.97,
22.06.23 15:24:30,64.03,148.62,159.73,160.43,171.7,171.71,172.82,165.71,171.8,144.86,170.72,188,165.81,159.83,165.96,169.41,133.17,179.88,171.22,177.32,142.78,188.58,148.67,156.89,172.68,,25,965,33,25.99,
22.06.23 15:24:45,64.28,149.87,163.08,163.33,172.76,171.45,176.89,164.91,171.27,143.84,174.69,182.01,164.75,155.79,163.33,169.14,136.79,178.8,173.19,167.95,147.29,183.24,152.27,152.47,168.63,,25,965,33,26.01,
22.06.23 15:25:00,64.53,148.36,167.24,160.7,178.62,177.25,174.72,165.44,174.5,148.7,171.52,190.2,166.35,157.81,172.32,174.83,132.91,180.96,170.37,173.82,152.91,180.59,152.54,159.5,182.8,,25,965,33,26.01,
22.06.23 15:25:15,64.78,146.61,168.02,164.66,174.88,171.19,173.09,167.59,175.58,144.35,174.69,182.01,164.75,164.92,165.17,169.95,138.08,179.61,175.74,173.02,148.09,185.64,149.22,155.32,179.5,,25,965,33,26.01,
22.06.23 15:25:30,65.03,152.13,163.86,161.75,175.95,174.87,173.9,162.77,169.92,146.91,169.14,184.45,164.48,157.81,169.13,170.22,136.53,178.8,172.35,176.24,140.93,188.04,148.4,152.99,166.75,,25,965,33,26.01,
22.06.23 15:25:45,65.28,143.38,160.24,159.64,174.08,169.62,169.86,157.47,169.66,139.78,166,185,160.76,155.04,163.06,169.68,133.94,180.42,172.35,174.09,142.78,182.18,149.78,155.58,167.55,,25,965,33,26.03,
22.06.23 15:26:00,65.53,145.62,161.79,161.75,171.43,174.6,172.55,162.77,169.66,138.27,165.21,183.09,160.5,155.54,168.34,172.11,136.01,177.73,172.06,176.51,141.98,186.97,150.6,154.02,170.52,,25,965,33,26.01,
22.06.23 15:26:16,65.8,146.12,163.34,163.6,178.89,178.04,179.61,161.44,169.12,147.67,170.99,186.63,164.75,156.05,171.79,172.93,137.05,175.05,171.5,172.75,142.25,183.24,147.57,154.54,172.41,,25,965,33,26.01,
22.06.23 15:26:31,66.05,147.86,165.68,166.78,175.15,177.25,169.59,167.86,173.96,144.35,172.31,184.45,161.82,157.56,173.39,165.91,139.38,180.69,170.93,170.34,145.16,188.04,150.05,154.8,172.14,,25,965,33,26.01,
22.06.23 15:26:46,66.3,144.37,168.28,165.72,174.35,173.81,171.48,163.04,170.46,143.84,175.75,188.55,164.48,157.81,173.13,173.47,130.85,181.77,171.78,171.68,143.83,184.57,151.99,151.44,170.25,,25,965,33,26.03,
22.06.23 15:27:01,66.55,146.61,157.16,160.17,174.62,171.19,169.59,161.97,172.88,144.1,166.78,181.19,162.89,156.55,169.13,169.41,133.94,176.39,167.84,171.68,139.35,193.69,149.22,149.63,170.79,,25,965,33,26.01,
22.06.23 15:27:16,66.8,144.87,160.76,165.99,174.35,165.97,182.89,161.97,173.42,137.51,170.46,188,163.42,154.04,174.73,171.57,131.37,176.66,170.37,174.36,143.57,180.85,148.67,155.32,172.68,,25,965,33,26.01,
22.06.23 15:27:31,67.05,149.37,163.6,160.96,177.82,163.12,171.75,157.73,174.23,141.05,163.13,183.36,165.81,155.79,173.66,169.68,136.53,179.34,172.35,172.21,139.87,179.53,150.33,154.28,169.98,,25,965,33,26,
22.06.23 15:27:46,67.3,145.87,163.08,171.59,176.75,175.39,177.43,159.32,174.77,144.1,169.14,185.54,161.29,154.04,173.93,167.25,135.75,177.46,172.06,174.36,143.04,174.02,149.78,150.66,174.31,,25,965,33,26,
22.06.23 15:28:01,67.55,149.62,165.68,162.28,176.48,174.34,175.8,164.37,173.69,144.1,167.04,178.76,163.68,158.57,179.03,168.06,129.06,178,167,170.61,143.57,182.71,145.37,152.99,172.68,,25,965,33,25.99,
22.06.23 15:28:16,67.8,148.11,164.12,163.07,172.23,172.5,179.34,168.39,173.96,137.26,163.65,183.36,159.97,155.29,171.79,166.18,130.08,179.88,164.77,171.14,141.98,178.48,148.67,157.15,175.67,,25,965,33,25.97,
22.06.23 15:28:31,68.05,142.39,162.31,158.59,172.23,171.71,179.34,162.51,172.34,138.77,167.57,183.09,160.76,152.28,169.4,166.71,129.83,173.98,168.97,166.09,145.43,181.12,146.2,153.51,170.79,,25,965,33,25.97,
22.06.23 15:28:46,68.3,146.86,164.38,166.25,179.43,175.66,178.25,164.64,177.75,145.12,172.04,187.45,159.97,157.56,169.93,172.93,135.75,176.12,174.89,183.02,144.63,177.43,148.4,153.77,178.4,,25,965,33,25.96,
22.06.23 15:29:01,68.55,144.87,161.79,163.6,170.64,168.31,173.09,162.24,173.69,145.63,170.72,186.91,159.18,156.3,166.49,170.76,131.11,178.8,171.22,175.7,140.14,186.7,142.09,155.06,176.22,,25,965,33,25.93,
22.06.23 15:29:17,68.82,147.86,162.31,166.52,179.43,163.38,176.34,169.74,173.69,139.78,172.57,191.57,163.15,154.29,173.13,167.52,137.82,178.27,171.5,177.32,143.57,185.1,148.67,157.93,175.67,,25,965,33,25.91,
22.06.23 15:29:32,69.07,144.87,159.73,163.07,174.35,169.62,173.09,164.37,174.5,142.57,168.62,190.47,164.75,156.8,171.26,171.03,138.08,176.66,168.68,172.21,142.78,179,150.88,150.14,174.58,,25,965,33,25.91,
22.06.23 15:29:47,69.32,146.61,161.79,160.17,174.35,167.27,179.61,159.85,173.69,142.06,167.57,183.91,162.09,146.32,164.11,165.1,131.62,173.71,168.12,170.61,138.3,182.97,144.82,156.11,168.09,,25,965,33,25.9,
22.06.23 15:30:02,69.57,143.88,159.22,165.72,178.35,175.39,174.45,166.25,173.96,146.91,164.95,183.09,163.95,155.04,167.28,169.68,128.8,176.92,168.68,177.59,141.72,187.51,141.54,153.51,168.36,,25,965,33,25.86,
22.06.23 15:30:17,69.82,140.9,161.53,154.67,175.41,162.34,178.79,159.32,168.05,138.02,165.74,184.72,161.03,147.56,165.96,163.5,132.14,172.91,165.04,168.48,140.14,182.44,136.38,152.21,165.14,,25,965,33,25.86,
22.06.23 15:30:32,70.07,144.87,162.05,164.66,179.96,177.25,174.17,162.24,174.5,143.33,169.67,184.72,164.48,156.3,168.6,168.33,137.82,182.04,170.09,176.51,144.1,185.9,144,157.41,168.63,,25,965,33,25.86,
22.06.23 15:30:47,70.32,143.13,158.7,160.7,177.28,168.31,177.43,163.04,173.69,140.8,172.04,182.55,165.28,153.03,163.06,169.68,132.65,173.18,164.21,175.97,139.35,178.48,139.09,151.69,171.6,,25,965,33,25.83,
22.06.23 15:31:02,70.57,143.88,158.19,159.91,178.35,168.57,176.34,162.24,169.12,139.78,170.46,186.09,164.75,147.56,161.49,165.91,131.37,173.45,162.54,174.63,140.66,176.37,142.09,156.11,169.44,,25,965,33,25.79,
22.06.23 15:31:17,70.82,144.87,162.05,158.33,178.35,170.66,181.25,165.71,168.32,142.32,170.46,179.84,164.75,154.04,165.96,165.64,132.14,173.71,171.22,173.55,141.72,177.43,141.27,155.58,176.49,,25,965,33,25.79,
22.06.23 15:31:32,71.07,141.4,161.02,159.91,182.39,170.66,176.34,165.71,171.27,140.54,164.43,180.38,168.76,149.29,160.44,168.87,134.97,176.66,164.21,167.68,140.93,180.59,144.55,150.4,169.44,,25,965,33,25.78,
22.06.23 15:31:47,71.32,144.37,164.12,161.22,178.35,169.09,185.37,162.77,172.61,145.12,176.29,188.27,156.81,154.29,164.11,172.93,131.11,169.72,171.78,173.82,139.61,185.37,144.82,155.84,176.22,,25,965,33,25.75,
22.06.23 15:32:03,71.58,149.62,159.99,166.52,181.04,168.57,173.36,158.26,176.39,144.86,167.83,185.27,166.35,151.04,172.32,165.1,131.11,176.92,169.53,178.13,140.93,185.1,143.45,156.63,168.36,,25,965,33,25.72,
22.06.23 15:32:18,71.83,146.37,161.02,161.75,178.89,167.79,173.9,160.38,174.77,147.67,172.31,193.5,162.09,158.57,162.8,165.91,130.85,178.54,169.25,174.63,144.1,181.12,145.1,155.84,171.87,,25,965,33,25.69,
22.06.23 15:32:33,72.08,138.93,156.65,156.76,173.02,166.49,170.4,151.95,167.25,141.56,159.75,176.88,162.62,152.78,167.01,160.3,122.69,169.19,166.72,175.43,137.25,179.8,133.68,149.37,167.02,,25,965,33,25.68,
22.06.23 15:32:48,72.33,142.14,155.63,157.02,173.55,165.45,173.09,164.37,165.12,143.33,163.65,182.01,159.18,149.29,166.49,159.77,129.83,172.38,163.09,175.17,138.04,175.06,143.73,148.34,169.44,,25,965,33,25.65,
22.06.23 15:33:03,72.58,143.63,155.12,166.25,180.23,170.14,170.67,166.78,166.72,143.33,170.72,188.27,160.76,151.54,163.06,162.96,128.29,170.25,168.97,177.86,141.98,180.59,142.09,152.47,173.77,,25,965,33,25.63,
22.06.23 15:33:18,72.83,141.65,156.14,160.43,174.35,167.53,171.75,160.65,168.59,144.35,165.74,178.22,159.18,150.79,166.49,165.1,127.78,171.85,167.84,171.41,138.56,178.48,136.65,153.77,172.96,,25,965,33,25.61,
22.06.23 15:33:33,73.08,141.4,157.42,163.86,179.96,161.31,170.4,166.51,166.98,139.03,169.41,181.73,158.65,150.79,163.06,159.24,127.01,174.51,165.32,174.09,140.14,181.65,138.82,152.47,167.02,,25,965,33,25.58,
22.06.23 15:33:48,73.33,142.88,156.91,163.6,177.82,171.45,176.89,164.91,170.73,144.35,162.35,183.63,163.95,150.29,168.87,163.5,126.25,176.92,167,172.21,138.3,180.85,141.27,150.66,173.77,,25,965,33,25.55,
22.06.23 15:34:03,73.58,144.12,153.85,162.28,178.35,167.01,173.09,159.32,169.66,139.78,162.35,183.09,164.48,150.79,166.75,157.12,126.76,171.85,164.77,172.48,137.25,181.65,135.84,151.69,172.14,,25,965,33,25.54,
22.06.23 15:34:18,73.83,148.87,160.24,163.6,178.09,172.76,183.17,162.77,173.96,140.54,166.78,187.45,167.42,151.79,165.69,165.64,125.23,174.25,165.32,173.55,140.4,180.32,142.63,152.47,173.77,,25,965,33,25.51,
22.06.23 15:34:33,74.08,142.88,158.7,167.85,177.82,165.19,179.06,167.05,170.46,142.32,163.65,181.46,166.08,151.04,162.8,162.96,127.01,173.98,171.5,171.41,143.57,183.51,137.47,152.73,173.23,,25,965,33,25.5,
22.06.23 15:34:48,74.33,147.86,157.93,161.75,180.23,173.55,181.52,170.28,169.39,148.19,166.78,192.4,162.89,153.29,171.79,163.77,129.06,174.25,170.65,174.36,140.66,180.06,138.55,151.44,178.13,,25,965,33,25.5,
22.06.23 15:35:03,74.58,143.38,156.4,165.45,179.96,171.97,180.7,166.78,172.61,141.05,168.09,187.45,160.76,149.29,165.96,162.7,126.5,172.91,166.44,173.02,138.82,180.06,142.91,150.92,170.25,,25,965,33,25.47,
22.06.23 15:35:18,74.83,141.15,156.4,160.96,184.55,178.31,172.55,168.93,170.46,143.33,164.43,186.63,161.29,154.54,169.93,169.95,131.11,178,170.09,175.97,140.14,184.3,145.1,153.51,174.86,,25,965,33,25.47,
