Measurement Name :,20230622_SDR710_Run02_Plate04_PI,,Generated On :,"22/06/2023, 17:48:24",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
22.06.23 17:14:25,173.95,220.57,230.34,225.82,248.54,323.27,340.96,205,313.79,277.45,287.05,282.32,333.62,261.09,283.3,167.29,252.26,163.36,365.16,441.07,234.94,231.45,233,336.87,231.32,,25,965,33,30.17,965D6-(E1);
22.06.23 17:14:40,174.2,234.93,196.34,259.86,187.26,290.61,259.34,290.05,270.68,289.36,331.88,315.84,286.21,231.97,294.85,199.86,272.15,180.63,296.16,318.33,222.89,191.51,186.12,294.29,223.17,,25,965,33,30.21,965D6-(E1);
22.06.23 17:14:55,174.45,230.62,209.43,226.1,245.53,299.05,345.26,290.38,261.22,282.72,264.33,234.25,371.64,292.28,330.46,218.87,268.63,237.07,319.53,293.56,280.44,303.31,203.58,383.94,259.24,,25,965,33,30.24,965D6-(E1);
22.06.23 17:15:10,174.7,242.07,289.2,244.22,316.1,239.09,276.2,255.69,305.33,338.21,319.59,273.25,307.45,275.52,248.94,222.98,257.56,232.82,271.32,401.47,299.76,257.14,177.99,348.05,270.4,,25,965,33,30.28,965D6-(E1);
22.06.23 17:15:25,174.95,239.26,212.67,189.3,250.96,286.94,357.59,311.18,255.91,258.72,222.38,238.19,314.23,292.28,261.13,263.47,324.28,293.78,302.95,289.52,250.07,309.45,231.17,272.87,218.56,,25,965,33,30.31,965D6-(E1);
22.06.23 17:15:40,175.2,254.68,247.9,206.3,216.82,306.56,298.51,241.17,227.69,298.44,290.37,327.65,265.04,242.66,281.34,204.13,317.35,197.54,271.65,372.35,176.85,264.76,223.63,240.65,213.13,,25,965,33,30.35,965D6-(E1);
22.06.23 17:15:55,175.45,212.47,249.78,270,250.35,250.01,275.88,275.69,364.45,256.18,344.03,260.18,281.99,280.73,330.11,199.01,340.86,199.26,367.04,273.29,270.82,213.81,234.52,302.04,325.37,,25,965,33,30.38,965D6-(E1);
22.06.23 17:16:10,175.7,201.54,241.69,229.86,210.85,228.04,303.2,326.72,282.56,282.39,281.79,289.55,319.03,229.86,244.92,212.47,308.12,180.9,197.19,349.55,292.58,226.02,174.93,288.62,233.09,,25,965,33,30.42,965D6-(E1);
22.06.23 17:16:25,175.95,299.51,278.95,231.89,289.4,308.28,329.64,281.85,329.65,319.42,314.4,350.48,335.74,249.16,331.87,211.6,243.92,187.62,254.96,376.93,249.43,242.15,237.88,324.82,247.07,,25,965,33,30.46,965D6-(E1);
22.06.23 17:16:40,176.2,216.06,253.87,268.45,284.9,290.61,311.33,225.49,332.45,226.45,331.52,303.57,330.12,331.76,376.02,188.06,345.16,187.33,353.27,359.55,339.82,272.16,227.85,249.33,281.77,,25,965,33,30.49,965D6-(E1);
22.06.23 17:16:55,176.45,210.09,185.79,232.76,237.78,232.93,405.8,307.78,243.31,302.17,276.24,276.15,272.66,200.97,303.57,181.97,344.08,155.84,281.8,264.19,258.1,322.95,187.53,282.01,291.41,,25,965,33,30.53,965D6-(E1);
22.06.23 17:17:11,176.72,204.18,184.94,236.85,240.45,240.32,271.7,343,268.78,312.81,293.36,327.65,329.42,280.08,336.12,147.73,275.04,181.18,244.6,309.62,241.2,278.99,254.66,280.04,245.87,,25,965,33,30.56,965D6-(E1);
22.06.23 17:17:26,176.97,254.68,249.47,270.93,199.63,299.05,299.85,282.83,259.34,304.22,309.59,306.96,339.98,261.72,284.61,176.76,285.77,222.32,294.47,286.51,261.99,362.99,221.84,309.89,390.19,,25,965,33,30.6,965D6-(E1);
22.06.23 17:17:41,177.22,256.6,250.72,253.8,257.66,307.94,300.52,299.35,325.83,335.34,330.81,220.19,322.82,278.12,281.34,229.8,341.21,206.46,353.27,340.07,281.11,287.54,253.09,293.95,310.16,,25,965,33,30.63,965D6-(E1);
22.06.23 17:17:56,177.47,224.51,213.56,255.31,254.6,284.94,306.24,278.92,262.78,221.03,328.34,352.3,230.69,223.55,269.39,241.83,325.67,299.13,270.35,317.28,288.51,243.08,208.24,240.65,167.97,,25,965,33,30.67,965D6-(E1);
22.06.23 17:18:11,177.72,237.09,211.78,258.03,304.42,315.56,326.5,344.44,296.66,334.63,350.2,298.53,359.45,203.86,261.13,216.83,335.17,203.86,289.44,365.92,194.76,309.45,194.36,343.34,281.77,,25,965,33,30.71,965D6-(E1);
22.06.23 17:18:26,177.97,224.51,223.7,227.55,304.42,245.93,294.51,294.68,342.71,238.05,229.88,201.84,292.44,293.28,265.57,192.81,334.46,187.9,261.01,328.57,247.84,289.53,181.06,322.36,302.53,,25,965,33,30.74,965D6-(E1);
22.06.23 17:18:41,178.22,222.09,258.3,258.34,257.66,320.45,352.48,356.03,295.33,275.49,293.03,353.75,359.08,279.75,297.86,172.96,360.81,188.18,219.85,388.89,223.81,241.23,286.96,317.48,207.47,,25,965,33,30.75,965D6-(E1);
22.06.23 17:18:56,178.47,204.77,192.61,221.8,213.69,250.64,333.16,255.69,274.19,288.03,221.49,350.12,332.92,216.72,275.83,227.42,257.25,222.92,232.87,293.9,218.02,230.54,160.14,270.61,265.42,,25,965,33,30.8,965D6-(E1);
22.06.23 17:19:11,178.72,254.36,261.16,198.01,264.74,232.31,298.17,343.72,317.55,274.18,295.04,313.44,406.48,220.87,351.2,202.7,345.52,273.44,274.25,314.14,234.31,312.54,223.04,325.52,279.86,,25,965,33,30.83,965D6-(E1);
22.06.23 17:19:26,178.97,262.05,284.88,241.85,231.01,243.74,372.77,385.58,307.02,244.87,252.95,282.65,330.12,209.38,302.9,276.82,338,160.93,243.66,377.31,291.22,314.95,298.66,293.95,237.22,,25,965,33,30.86,965D6-(E1);
22.06.23 17:19:41,179.22,254.05,316.76,244.82,219.69,309.32,353.57,295.02,347,294.05,266.24,304.59,320.75,204.44,304.92,182.8,324.28,235.86,231.34,345.16,325.72,306.71,167.22,256.24,237.22,,25,965,33,30.91,965D6-(E1);
22.06.23 17:19:56,179.47,216.36,200.1,229.86,219.69,240.01,297.51,297.68,295,266.73,286.39,307.3,314.57,230.46,282.98,180.05,314.26,200.12,217.76,350.29,244.04,267.97,202.42,266.1,260.47,,25,965,33,30.92,965B6-(E1);
22.06.23 17:20:11,179.72,233.08,240.76,272.17,223.15,327.51,313.72,277.95,279.65,276.8,243.31,275.18,267.57,257.61,318.6,220.92,301.37,209.37,311.19,313.44,281.11,241.54,255.61,294.62,300.22,,25,965,33,30.96,965D6-(E1);
22.06.23 17:20:27,179.98,195.99,280.59,233.34,246.13,302.11,311.33,360.07,342.35,281.07,208.22,342.9,322.47,270.03,320.68,188.9,303.72,180.35,288.11,417.93,284.12,272.81,174.38,261.31,274.17,,25,965,33,30.99,965B6-(E1);
22.06.23 17:20:42,180.23,231.85,278.95,293.06,226.05,313.82,320.94,252.26,355.66,346.9,306.52,298.19,297.74,274.55,335.76,176.49,306.76,228.3,256.23,295.59,266.55,314.26,196.65,307.49,246.77,,25,965,33,31.03,965D6-(E1);
22.06.23 17:20:57,180.48,255,243.55,227.83,240.16,223.5,291.86,272.79,286.14,236.52,253.26,269.39,351.45,227.45,310.7,181.7,308.46,197.25,342.31,306.86,270.49,259.67,179.38,189.23,224.33,,25,965,33,31.06,965D6-(E1);
22.06.23 17:21:12,180.73,237.09,297.58,262.91,264.74,355.77,421.74,297.68,331.75,371.4,267.52,333.99,319.71,278.45,350.84,241.22,383.67,229.5,330.47,333.22,303.56,243.7,260.36,275.8,309.83,,25,965,33,31.1,965D6-(E1);
22.06.23 17:21:27,180.98,216.06,276.66,225.24,246.73,274.06,248.76,300.02,291.05,342.55,281.13,282.32,329.42,254.78,302.56,213.34,291.04,205.01,381.86,368.18,267.53,276.7,179.1,308.86,261.09,,25,965,33,31.13,965D6-(E1);
22.06.23 17:21:42,181.23,263.02,247.59,252.59,233.35,354.66,259.66,283.81,282.24,252.07,302.1,262.08,329.07,226.85,249.25,203.27,292.69,195.83,236.24,308.93,265.57,236.02,230.87,249.33,276.69,,25,965,33,31.16,965D6-(E1);
22.06.23 17:21:57,181.48,223.9,211.49,232.18,276.31,243.74,294.18,281.52,294.34,297.76,266.56,235.76,282.64,245.74,274.53,199.01,287.74,198.97,233.48,341.88,230.59,281.61,222.74,238.5,250.7,,25,965,33,31.19,965D6-(E1);
22.06.23 17:22:12,181.73,220.27,213.85,233.93,233.65,271.78,315.43,309.14,309.04,236.52,231.09,261.76,308.46,219.98,297.52,212.47,296.35,234.64,251.49,316.23,186.61,278.33,223.34,254.03,246.47,,25,965,33,31.21,965D6-(E1);
22.06.23 17:22:27,181.98,226.34,258.93,253.8,218.26,317.3,334.22,365.61,315.84,286.03,269.45,286.91,333.62,280.73,286.25,187.23,299.35,183.13,240.56,370.07,248.16,234.79,248.4,308.17,240.78,,25,965,33,31.24,965D6-(E1);
22.06.23 17:22:42,182.23,257.24,284.55,202.14,274.11,402.9,276.52,289.06,342.71,259.04,254.2,262.4,365.33,229.86,336.83,173.23,319.77,227.7,350.7,356.94,301.14,310.13,223.63,264.18,356.59,,25,965,33,31.28,965D6-(E1);
22.06.23 17:22:57,182.48,263.66,253.24,222.95,217.4,300.41,326.85,245.77,280.3,309.36,243.93,286.25,291.79,204.44,293.52,184.46,314.6,246.9,274.58,352.87,264.26,228.73,251.52,351.34,276.69,,25,965,33,31.3,965D6-(E1);
22.06.23 17:23:12,182.73,237.4,279.93,257.12,200.47,271.78,357.59,281.52,324.44,261.91,271.7,283.3,315.6,229.25,283.3,183.08,346.24,232.22,274.91,334.66,255.2,286.55,192.93,241.27,244.37,,25,965,33,31.33,965D6-(E1);
22.06.23 17:23:27,182.98,214.86,251.66,219.52,251.87,316.6,334.22,314.26,279.97,274.51,280.48,302.9,328.02,241.43,365.53,207.85,346.24,237.38,335.83,306.86,207.18,283.25,230.57,359.8,238.7,,25,965,33,31.35,965D6-(E1);
22.06.23 17:23:43,183.25,226.03,214.74,204.63,243.44,236.62,319.21,318.04,280.94,230.4,245.78,235.46,280.69,202.13,261.45,240.61,294.68,233.43,257.19,313.79,179.42,191.8,225.44,329.4,262.94,,25,965,33,31.39,965D6-(E1);
22.06.23 17:23:58,183.5,210.39,210.02,232.76,213.12,226.22,396.41,273.44,290.72,355.34,249.82,308.32,343.19,221.76,303.57,230.09,306.43,194.69,341.23,311.36,221.36,282.59,203,267.71,214.27,,25,965,33,31.42,965B6-(E1);
22.06.23 17:24:13,183.75,227.56,254.81,246.9,219.69,222.59,292.19,301.7,312.43,246.74,338.28,286.91,322.47,235.31,322.07,175.4,329.88,213.46,301.24,310.32,222.28,291.2,173.27,258.14,256.18,,25,965,33,31.45,965D6-(E1);
22.06.23 17:24:28,184,235.23,275.03,270,278.53,269.83,363.47,332.34,309.72,280.08,305.49,328,296.08,236.53,331.87,230.69,311.53,222.32,319.53,271.33,256.16,257.14,222.74,220.94,219.42,,25,965,33,31.46,965D6-(E1);
22.06.23 17:24:43,184.25,221.78,235.22,252.59,243.14,295.66,319.21,284.46,297.65,305.93,248.27,322.07,304.76,212.6,248.94,206.99,327.77,203.86,340.87,284.51,238.69,266.36,207.36,262.91,156.75,,25,965,33,31.48,965D6-(E1);
22.06.23 17:24:58,184.5,217.86,257.03,232.76,201.86,288.27,363.47,285.11,306.01,285.04,312.33,304.59,299.07,205.6,325.2,240.01,279.9,237.99,296.5,336.81,254.88,295.21,200.1,251.84,341.31,,25,965,33,31.5,965D6-(E1);
22.06.23 17:30:33,190.08,245.2,305.39,234.51,271.59,306.56,328.24,336.58,330.35,262.87,313.02,276.47,321.44,292.61,270.68,230.09,323.24,163.09,267.11,393.98,330.03,276.7,265.14,285.97,241.98,,25,965,33,31.63,965D6-(E1);
22.06.23 17:30:48,190.33,233.69,235.22,217.53,239.56,317.3,326.15,290.71,286.14,278.44,306.17,302.9,351.81,189.56,296.85,198.73,308.46,206.17,232.56,324.67,215.59,279.31,284.65,242.5,170.08,,25,965,33,31.71,965D6-(E1);
22.06.23 17:31:03,190.58,248.66,292.54,284.75,295.23,247.81,371.65,271.51,356.76,313.5,333.29,281.34,322.82,327.17,266.84,223.57,338.72,214.05,315.34,252.68,310.87,220.63,247.46,323.41,272.28,,25,965,33,31.78,965D6-(E1);
22.06.23 17:31:18,190.83,200.66,237.37,239.49,227.79,259.2,376.9,308.46,317.21,272.56,343.31,355.95,304.42,237.75,283.63,212.76,346.6,202.42,284.12,325.38,308.42,265.72,194.07,269,252.82,,25,965,33,31.84,965D6-(E1);
22.06.23 17:31:33,191.08,222.39,274.7,245.41,238.37,322.21,370.9,349.49,322.36,271.58,305.83,303.57,323.51,281.71,298.53,215.08,335.87,222.03,312.92,326.8,241.83,290.53,204.45,267.71,272.28,,25,965,33,31.88,965D6-(E1);
22.06.23 17:31:49,191.35,241.44,301.3,258.95,278.21,279.97,389.46,305.07,336.68,329.64,269.13,355.58,373.88,280.4,360.72,183.08,343.72,205.3,338.7,321.14,361.34,298.57,241.57,275.8,270.72,,25,965,33,31.92,965D6-(E1);
22.06.23 17:32:04,191.6,228.78,223.1,224.38,236.6,270.15,289.88,234.19,309.04,259.68,262.1,303.91,332.22,264.27,306.28,200.14,327.77,257.82,286.11,312.4,248.16,247.11,230.26,272.87,257.71,,25,965,33,31.96,965D6-(E1);
22.06.23 17:32:19,191.85,217.26,248.53,191.74,242.24,269.5,314.74,325.33,276.76,257.45,242.08,317.91,332.22,249.16,295.19,174.31,303.39,183.97,352.17,347.72,291.9,290.2,190.93,286.96,171.93,,25,965,33,32,965D6-(E1);
22.06.23 17:32:34,192.1,234,239.53,227.26,226.92,206.81,303.54,295.35,308.03,257.77,235.95,359.62,299.4,197.53,261.45,173.77,262.28,210.24,183.19,403.46,260.36,244.32,207.36,275.14,239.89,,25,965,33,32.05,965D6-(E1);
22.06.23 17:32:49,192.35,243.32,245.41,249.59,286.82,272.76,317.49,291.7,270.05,266.41,311.99,316.19,294.75,249.47,356.68,219.16,349.85,183.13,290.78,350.66,196.22,205.32,270.61,255.61,243.77,,25,965,33,32.09,965D6-(E1);
22.06.23 17:33:04,192.6,287.68,306.42,265.68,242.54,291.96,377.28,320.46,354.94,295.06,309.93,330.46,330.47,261.41,384.37,189.73,367.47,181.46,229.82,383.85,283.79,229.94,168.86,235.44,224.04,,25,965,33,32.11,965D6-(E1);
22.06.23 17:33:19,192.85,259.16,282.9,257.43,256.13,362.46,436.83,312.55,296.99,259.04,336.85,349.39,348.92,305.06,345.78,198.73,323.58,288.8,242.11,359.55,312.97,252.73,190.93,278.08,241.68,,25,965,33,32.14,965D6-(E1);
22.06.23 17:33:34,193.1,253.09,226.71,205.46,223.44,280.96,249.07,304.74,343.06,273.86,267.84,289.55,350.36,256.35,357.05,210.73,370.83,196.97,244.29,308.93,232.14,214.99,215,345.87,251,,25,965,33,32.17,965D6-(E1);
22.06.23 17:33:49,193.35,263.66,255.45,239.49,284.26,289.61,412.53,308.46,349.87,304.9,299.06,364.42,318.68,233.49,248.32,222.69,362.65,199.54,329.76,393.98,300.11,300.6,234.22,278.08,305.5,,25,965,33,32.21,965D6-(E1);
22.06.23 17:34:04,193.6,246.46,226.71,243.33,266.6,275.37,279.43,291.7,344.49,281.73,250.45,319.64,330.47,241.12,264.93,223.87,294.68,277,311.19,383.08,292.92,288.21,207.36,253.41,261.09,,25,965,33,32.25,965D6-(E1);
22.06.23 17:34:19,193.85,255,241.38,243.04,249.14,280.63,388.69,341.57,370.37,321.52,239.62,339.68,375,190.98,331.87,195.06,381.38,238.9,265.18,368.94,215.29,291.2,264.82,293.95,215.12,,25,965,33,32.28,965D6-(E1);
22.06.23 17:34:34,194.1,237.4,218.01,233.34,196.58,286.27,323.02,317.7,304.33,286.7,277.86,307.64,288.17,223.26,230.33,242.44,266.08,162.01,300.22,373.49,271.48,268.93,183.02,268.35,257.09,,25,965,33,32.31,965D6-(E1);
22.06.23 17:34:49,194.35,263.02,212.67,228.7,243.73,379.88,366.06,290.38,362.98,259.36,257.35,357.41,373.13,287.63,297.52,197.59,336.23,202.7,243.35,368.56,331.47,271.51,273.52,285.64,219.71,,25,965,33,32.35,965D6-(E1);
22.06.23 17:35:04,194.6,226.34,260.52,262.91,213.69,292.63,356.85,302.04,341.64,342.18,296.04,383.99,336.8,231.37,205.87,193.93,296.35,203.57,310.84,307.21,234.62,231.45,296.64,282.01,217.12,,25,965,33,32.38,965D6-(E1);
22.06.23 17:35:19,194.85,233.08,294.89,253.5,229.84,293.3,317.83,277.95,339.51,302.51,278.19,349.03,333.98,225.65,316.53,217.7,312.89,194.97,246.47,338.26,295.99,279.31,230.57,304.76,224.62,,25,965,33,32.41,965D6-(E1);
22.06.23 17:35:34,195.1,238.02,263.72,251.99,224.6,285.27,328.59,312.21,328.61,284.37,323.08,328,334.33,264.27,355.21,239.4,295.35,214.93,326.57,346.62,284.12,307.39,190.37,328.34,249.79,,25,965,33,32.42,965D6-(E1);
22.06.23 17:35:49,195.35,271.79,261.16,199.11,228.08,251.59,319.9,302.38,274.19,283.71,239.31,286.91,309.14,247.29,293.86,206.42,333.04,185.37,290.45,334.3,218.62,262.53,199.81,254.98,255.56,,25,965,33,32.46,965D6-(E1);
22.06.23 17:36:04,195.6,241.13,270.48,235.97,209.72,261.76,317.83,274.08,324.79,204.17,216.15,304.59,279.08,219.98,292.53,169.98,295.02,215.22,267.44,302.74,274.12,272.16,185.84,279.06,253.13,,25,965,33,32.48,965D6-(E1);
22.06.23 17:36:19,195.85,236.47,256.39,251.39,235.71,322.91,326.85,324.98,296.99,233.76,267.2,325.55,303.75,239.28,292.19,186.4,289.39,217.29,305.34,404.65,274.45,250.85,193.5,283.33,259.55,,25,965,33,32.52,965D6-(E1);
22.06.23 17:36:34,196.1,246.14,230.34,230.73,241.64,345.85,288.24,308.12,295.66,279.75,330.81,373.01,325.24,253.53,278.09,205.56,290.71,203.57,254.96,335.73,261.01,267.97,207.65,231.48,257.09,,25,965,33,32.53,965D6-(E1);
22.06.23 17:36:49,196.35,243.32,228.83,225.24,245.23,283.61,357.22,267.99,327.91,383.61,263.37,322.07,312.19,232.88,290.21,226.53,321.5,230.11,267.76,329.64,234.31,321.9,192.36,345.87,254.65,,25,965,33,32.58,965D6-(E1);
22.06.23 17:37:04,196.6,216.36,271.13,257.43,210.85,276.68,293.52,262.6,335.97,294.39,276.89,292.53,325.24,236.22,290.21,195.62,336.94,166.06,259.41,385.4,222.28,269.58,164.22,347.33,227.82,,25,965,33,32.6,965D6-(E1);
22.06.23 17:37:19,196.85,273.1,263.72,251.09,253.99,263.69,297.84,298.68,329.65,300.47,300.75,345.06,315.6,262.36,323.11,207.85,346.6,162.01,295.82,316.58,257.45,300.26,258.14,285.31,262.63,,25,965,33,32.6,965D6-(E1);
22.06.23 17:37:34,197.1,247.08,264.68,231.6,238.97,299.73,280.73,309.48,354.21,236.21,270.74,345.42,327.68,292.95,362.2,240.31,355.67,183.97,353.27,329.29,278.44,219.73,222.74,315.4,212.28,,25,965,33,32.63,965D6-(E1);
22.06.23 17:37:49,197.35,225.12,267.25,241.85,229.54,337.88,265.33,297.35,339.15,254.6,243.31,364.79,312.87,224.15,339.32,201.28,313.23,253.74,291.12,335.73,247.53,307.05,247.77,300.69,278.28,,25,965,33,32.66,965D6-(E1);
22.06.23 17:38:04,197.6,205.36,241.69,247.2,262.27,309.66,308.95,278.28,313.45,317.67,311.65,300.88,354.71,225.35,271.96,163.54,325.67,257.51,271,345.89,262.64,299.24,228.15,345.87,206.62,,25,965,33,32.69,965D6-(E1);
22.06.23 17:38:20,197.87,205.36,191.76,235.09,220.55,241.88,294.51,367.1,325.48,300.13,281.79,313.09,302.41,255.41,243.39,187.51,276.98,181.46,278.51,280.2,265.24,258.4,214.41,286.63,266.66,,25,965,33,32.71,965D6-(E1);
22.06.23 17:38:35,198.12,247.08,292.87,228.7,255.82,363.21,242.01,330.23,276.43,277.78,252.01,305.94,341.41,264.59,336.12,206.42,345.52,209.66,323.74,328.57,243.72,296.89,228.15,288.95,236.63,,25,965,33,32.73,965D6-(E1);
22.06.23 17:38:50,198.37,243.01,231.56,235.09,239.26,320.1,331.4,289.39,311.07,229.79,279.5,301.21,370.52,248.85,263.98,202.13,320.81,246.9,249.6,301.37,215.59,261.89,227.85,308.52,230.15,,25,965,33,32.77,965D6-(E1);
22.06.23 17:39:05,198.62,230,243.24,236.26,247.03,271.78,337.05,282.5,294.01,275.82,262.73,342.18,362.02,262.36,323.81,203.56,326.37,212.88,321.63,292.21,253.59,222.72,221.24,263.22,207.47,,25,965,33,32.77,965D6-(E1);
22.06.23 17:39:20,198.87,241.13,307.79,213.01,256.43,313.82,372.77,310.16,334.56,308.33,241.77,376.77,333.62,286.31,311.04,259.7,358.6,215.52,293.8,315.53,282.11,313.92,250.9,348.78,225.78,,25,965,33,32.8,965D6-(E1);
22.06.23 17:39:35,199.12,252.14,246.34,233.93,234.53,256.02,278.14,300.02,301.65,316.28,325.88,343.98,332.22,292.95,254.85,226.82,356.03,228.6,272.3,304.11,255.52,313.92,236.66,347.69,247.98,,25,965,33,32.81,965D6-(E1);
22.06.23 17:39:50,199.37,248.66,242.31,226.97,235.12,336.44,286.6,308.8,301.98,252.07,262.73,331.52,340.7,230.46,278.09,209,303.72,263.52,254.96,303.43,268.19,298.91,192.93,293.29,270.09,,25,965,33,32.83,965D6-(E1);
22.06.23 17:40:05,199.62,230.62,257.03,251.69,213.12,292.29,358.32,284.46,310.73,304.22,324.48,306.62,322.47,234.4,311.38,220.34,322.54,223.81,349.96,295.59,273.13,208.53,249.96,236.97,261.39,,25,965,33,32.85,965D6-(E1);
22.06.23 17:40:20,199.87,242.07,264.36,233.05,245.83,333.21,333.51,282.83,337.38,327.51,315.43,325.55,321.78,219.98,354.12,210.16,272.47,213.75,321.28,344.79,256.16,255.56,177.71,223.04,250.09,,25,965,33,32.85,965D6-(E1);
22.06.23 17:40:35,200.12,285,282.57,215.27,240.16,285.27,311.67,330.23,324.09,336.42,251.07,267.8,341.05,266.18,321.72,194.21,341.21,240.74,288.44,333.22,252.63,257.45,317.48,284.32,200.74,,25,965,33,32.88,965D6-(E1);
22.06.23 17:40:50,200.37,198.32,249.16,204.35,192.73,295.32,332.1,277.95,300.65,274.18,262.73,301.89,350.73,235.92,283.96,169.98,271.51,152.91,300.56,283.51,218.02,256.82,160.42,312.64,259.55,,25,965,33,32.89,965D6-(E1);
22.06.23 17:41:05,200.62,272.44,215.33,253.19,241.05,323.27,355.03,311.87,311.07,278.77,342.59,296.85,322.13,267.78,323.81,193.93,364.13,165.79,307.74,305.48,319.67,331.76,267.71,285.97,244.37,,25,965,33,32.91,965D6-(E1);
22.06.23 17:41:20,200.87,251.51,252.61,216.97,254.91,276.68,294.18,306.76,335.27,297.42,263.37,308.66,281.02,209.09,257.98,207.56,347.32,180.07,236.55,344.06,246.26,256.51,258.45,280.7,230.15,,25,965,33,32.92,965D6-(E1);
22.06.23 17:41:35,201.12,267.55,223.1,220.38,220.84,289.61,297.84,311.18,317.89,301.49,237.17,362.94,311.85,287.97,351.57,177.31,298.68,167.97,286.78,311.7,247.21,248.35,197.51,318.87,222.88,,25,965,33,32.96,965D6-(E1);
22.06.23 17:41:50,201.37,244.26,244.79,198.83,226.92,273.08,339.89,308.8,299.65,302.51,269.13,341.47,296.74,269.39,348.67,213.34,270.23,148.67,334.39,279.2,314.02,264.12,231.48,310.92,226.65,,25,965,33,32.96,965D6-(E1);
22.06.23 17:42:05,201.62,205.65,273.07,218.67,215.68,268.53,308.95,263.23,329.65,278.77,286.06,287.57,290.47,219.09,230.33,191.41,293.02,138.47,280.48,271,236.81,263.8,229.66,299,225.49,,25,965,33,32.99,965D6-(E1);
22.06.23 17:42:20,201.87,250.24,252.29,230.73,238.67,310.35,331.4,308.8,356.76,273.86,254.83,286.58,357.62,259.82,273.89,181.42,368.21,198.68,241.18,340.43,274.12,267.33,198.95,300.35,257.4,,25,965,33,33,965D6-(E1);
22.06.23 17:42:35,202.12,259.48,247.28,240.67,245.83,381.04,292.53,260.39,306.01,301.15,229.88,321.72,370.89,219.68,328.7,239.1,278.92,234.64,267.76,332.14,282.45,285.89,212.35,205.9,228.69,,25,965,33,33.02,965D6-(E1);
22.06.23 17:42:50,202.37,268.53,234.92,245.41,243.14,320.8,261.54,309.48,375.6,289.36,294.37,308.66,325.94,267.46,307.3,212.18,351.3,178.68,332.25,380.38,273.13,257.14,178.54,311.61,249.49,,25,965,33,33.03,965D6-(E1);
22.06.23 17:43:05,202.62,260.44,283.23,251.09,244.03,333.57,355.76,328.47,360.41,251.76,231.39,323.46,301.4,262.68,308.32,198.44,333.04,200.4,292.12,330.71,223.81,290.53,198.37,297.31,213.98,,25,965,33,33.06,965D6-(E1);
22.06.23 17:43:20,202.87,245.51,232.17,201.59,225.76,273.08,313.37,286.43,325.83,269.96,270.42,322.76,317.31,263.31,307.64,218.58,318.39,216.99,313.26,333.22,296.68,336.39,186.96,216.48,233.97,,25,965,33,33.08,965D6-(E1);
22.06.23 17:43:35,203.12,204.77,291.53,259.56,248.84,308.28,305.22,290.05,324.44,314.89,282.77,367.02,352.9,286.64,351.57,234.88,303.72,287.15,281.8,392.8,292.58,276.05,218.86,368,249.19,,25,965,33,33.1,965D6-(E1);
22.06.23 17:43:51,203.38,257.56,278.95,248.39,232.47,360.22,366.43,297.35,361.51,305.93,312.68,288.89,348.56,259.82,345.78,208.43,364.5,231.01,268.41,337.18,257.45,299.92,210.58,250.58,318.23,,25,965,33,33.11,965D6-(E1);
22.06.23 17:44:06,203.63,284.67,264.68,237.14,228.08,339.68,302.53,261.65,302.32,326.1,304.47,351.57,382.54,297.29,376.4,220.04,286.75,267.02,308.08,295.25,306.33,248.67,249.33,326.58,227.23,,25,965,33,33.13,965D6-(E1);
22.06.23 17:44:21,203.88,210.98,275.35,224.38,277.89,328.57,327.54,291.04,363.34,328.22,302.78,356.68,345.69,227.75,328,218.58,312.55,170.42,305.34,314.14,244.35,208.23,221.24,275.47,265.73,,25,965,33,33.16,965D6-(E1);
22.06.23 17:44:36,204.13,268.85,288.53,241.26,257.66,278.98,343.46,391.34,337.74,418.37,259.88,326.25,360.55,274.55,379.42,226.53,312.55,182.02,309.46,379.61,273.46,290.2,277.75,281.35,254.04,,25,965,33,33.17,965D6-(E1);
22.06.23 17:44:51,204.38,203,247.59,235.97,233.06,307.25,289.56,341.57,335.62,246.12,253.26,308.32,310.15,239.89,320.33,238.8,361.17,174.26,283.46,285.51,249.12,232.36,212.05,283,204.94,,25,965,33,33.19,965D6-(E1);
22.06.23 17:45:06,204.63,215.46,245.1,205.19,209.44,305.53,279.43,300.36,349.51,261.27,216.44,276.47,326.98,215.54,299.2,186.95,304.06,214.05,269.05,267.1,225.04,257.45,171.89,277.43,232.79,,25,965,33,33.21,965D6-(E1);
22.06.23 17:45:21,204.88,212.77,226.11,198.83,233.06,332.14,310.99,327.42,291.05,224.04,260.19,313.78,312.87,269.71,336.12,192.53,311.18,216.11,262.29,275.91,234,227.52,243.74,270.61,222.01,,25,965,33,33.21,965D6-(E1);
