sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
R55,200344,-0.06542018253687776,0.018246833313573022,-0.04495915844691222,0.047392761654328194,0.013612042449670939,0.024809536533514816,-0.005208208621645715,0.019936344949340302,0.00844967220811332,-0.008600928682513581,0.0005199430890485521,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R56,200345,-0.17003673078356424,-0.05641077406674242,0.038331730621947974,0.023627108872388503,0.001350774702580352,0.0011034748052164965,0.0007622994775887896,-0.0019677262643981574,-0.0037142723507334876,-0.007183321874171502,-0.00848239094336828,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R57,200346,-0.17161093978708283,-0.05555620533966495,0.034069397713666814,0.016831115298573052,0.0013223448095694985,-0.0048568761063446445,-0.009384416487870428,-0.010793645806416438,-0.0070711847190524655,0.003812678395334135,0.009002220003214071,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R58,200347,-0.048010429157834766,-0.03314243037815437,0.008421121762309807,-0.0058354528586153625,-0.0022759574917204737,0.014309038303617027,-0.02033088928867086,-0.003756035306150367,-0.03092355749342907,0.006738368396977086,-0.0033235513886210955,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R59,200348,-0.06986918093003835,-0.03197508915969413,-0.021597379415443704,0.0008257771861048645,-0.0025524424584240043,-0.0015085541825112998,-0.007047907230592429,-0.02352936696188599,0.00685728202604706,-0.008097989121527798,0.002243565358396786,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R60,200349,-0.13055304805641005,-0.03992301741790837,-0.005243109295584188,0.016196607520535356,0.004541971757804178,0.008083685408538462,0.03124111699789641,0.014214480727963536,0.0026008923709418346,0.007095311870120857,0.0004089587056545003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R61,200350,0.5052030189411862,-0.12721542291463178,-0.014607974088914106,0.004635163212329406,0.001653044172182319,-0.004809560191389925,0.002663554151715425,0.0018997507069754597,-0.0006205973952600973,-0.0005192042256017188,-3.1589306489245555e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R62,200351,0.10360122611735784,0.09066087093699525,0.03249270123863633,0.01029624326029832,-0.029904211711484992,-0.015976452796643583,0.00044498111145206275,0.013835645018544434,-0.0071870331868050035,0.006885684327224252,0.0009067813478911657,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R63,200352,0.13485567728634212,0.07059929871526084,0.052782564672866926,0.0013943257595772785,0.006574606859233859,0.028095297954107493,-0.005471299945462071,-0.0005966936747610684,0.015030727126676108,0.003238194921347808,0.0006376239542522363,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R64,200353,0.08266296459412888,0.08909343007430788,0.01725457454477434,-0.029999882489185142,-0.004438921946825029,-0.012333537923941791,-0.00026127879753071463,-0.01070669996958613,-0.003423434841954148,-0.012131677809095631,-0.001457786065835954,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R65,200354,0.04096119751373184,0.03033589503052563,0.023725276394348058,0.03999801841340361,0.025030780988448964,-0.030308942164561783,0.010557752478980144,-0.024036978193956084,0.005076193666150989,0.0008783466325238321,-0.0003353849992836918,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R66,200355,0.05940920413254242,0.06009685716177534,-0.0019456073765410466,-0.0077830328936510035,0.0369282000315905,0.0160961150139247,0.021104063565032867,0.004404935692882645,-0.0124329173184105,0.0025734674024751503,1.7189969731381923e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R67,200356,0.011795215485248641,0.0004400812622120642,-0.0023604345019471906,0.008487148316210166,-0.06321145999848775,0.029718098023761613,-0.0005071611678462068,-0.005746191488743517,0.0071938679576079,-0.0005086805399171147,3.4719784687698666e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R68,200357,-0.09848777257525207,-0.03835921362472456,0.011365919883643867,-0.03519683447646568,0.008435797602735742,-0.014754952786146178,-0.012857231547393433,0.0030453244141072223,0.026083911305710628,0.011693625288339105,-0.003691064385359765,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R69,200358,-0.05218077859768443,-0.00469071710548334,-0.03512371811176012,-0.05609283471867633,0.012963074729323579,0.02976135340439462,0.010959384370509948,-0.013995135935208977,-0.0005528522939053622,4.293331905778226e-05,0.001193960697793964,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R70,200359,-0.04357083276419108,0.04823993873692789,-0.09632837097493005,0.008081612671821791,-0.01832269245901983,-0.029494549496504152,0.0037794038145481457,-0.006094501227155085,-0.002930709401381784,0.006160468899486387,-0.0015534502658234514,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R71,200360,-0.09783846155054064,-0.041793476926671715,0.02496335891204937,-0.036042798016401735,-0.014549291170982494,-0.02828071920813356,0.017469025253925668,0.024156353468821876,-0.0022095174726061845,-0.00952565143373248,0.002323553644887564,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R72,200361,0.009089852668937826,0.021353141702098302,-0.021240893532210446,-0.006815046712574268,0.02284233913380402,-0.00965245459089818,-0.03791318813463704,0.019730139849627272,-0.00022647018770802116,-0.0025516257663262716,0.0015867007992269176,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.7745586179359858,0.11070500621924369,0.041579029119812434,0.022717936125998053,0.016122419726800088,0.01342948418372439,0.007973273154507169,0.006549349980347587,0.004491659205347445,0.001495899467379028,0.00037732488085430926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
