sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
R55,200344,-0.06105178985723596,-0.01776415235076931,-0.016363676250566044,0.0042347148463671895,-0.007726674472178871,0.02647906933322115,-0.00580107237591495,0.004865339552219837,0.0021189830920685573,0.004513925683728965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R56,200345,-0.12989363035082532,-0.025339762626305096,0.04218397505653938,0.006562044763201813,-0.006638716611274209,0.003383380037843005,-0.009873091902213664,0.004211767175308804,0.01057978763278474,-0.0083433500415299,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R57,200346,-0.12448164982027894,-0.02745563633536155,0.03083206355074937,0.004197953233959967,0.011879226386509246,-0.0030103056260352566,0.009879201091633769,-0.0014923045477239392,-0.011616404058666879,0.0013553912036177544,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R58,200347,-0.01350794967883758,-0.04405478441791839,-0.0027238541123755593,0.03636718680936256,0.002487045684471953,0.003591625833605103,-0.005439653370948624,0.0077202944797940005,-0.004414996052634687,0.0014391974403351266,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R59,200348,-0.013306937934872079,-0.043121510786071945,-0.015112435321157865,0.025398001518806494,0.02007685048634837,-0.004468866738192737,0.004956583794955671,-0.009521931411195709,0.004059504202834018,0.00044321126951046575,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R60,200349,-0.0955200134497738,-0.02373334752454324,0.018941177226103827,-0.0071027439176098795,-0.008472168252941392,0.014144817203914065,-0.00131976042341339,-0.008274122160476132,-0.0017139555848476613,0.006874814456453225,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R61,200350,0.43076557104426366,-0.06765747986934222,0.024955683661406595,-0.01769423556861819,-6.53157572234612e-05,0.003873859064044488,0.0004616355003195105,0.00041271436163226114,-3.959042032155279e-05,8.324012739036155e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R62,200351,0.04276828575583449,0.08524451347610928,-0.01146183613873993,-0.0007545322854300701,-0.009490342264645638,0.00844229274813937,0.009031592309948901,0.010799971130742396,-0.003937703778881606,0.0016380546508274975,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R63,200352,0.09967366022954498,0.06605512474880712,-0.002282073050932055,0.05465539416913289,-0.00582967978564152,-0.009054863319244405,-0.0004065448248962702,-0.0031886067822411318,-0.0002574511441046462,-0.001096096263712083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R64,200353,0.050501279689237594,0.08009378541471884,-0.0183897269731666,-0.013442154380200771,0.0051769092056230094,-0.012373291183169254,-0.006138709842252735,0.0008154821723733644,0.005691642541603015,0.005065834647926601,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R65,200354,-0.017055373509746168,0.0665632908679753,0.0591606479371329,-0.00552919303353824,0.0026126660860644737,-8.652133702214063e-05,0.007330200837958789,-0.005586866166076451,0.0013673068372971476,-0.0008532198448484169,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R66,200355,0.03751811539862584,0.055388256502648614,-0.008380370552932736,-0.013785713577940862,0.0014131829207417767,0.014024849163024702,-0.01238895071011342,-0.009994504020244621,-0.003073234450840687,-0.004408005633833427,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R67,200356,0.010396917255100929,-0.04582327547730489,-0.021454012056323364,0.020335093584406775,-0.025662324903067885,-0.012542739284719284,0.00448690401265243,-0.0007375101630852824,0.0015450461439035041,-0.0005043093485041201,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R68,200357,-0.04673993909092249,-0.016770965891775888,-0.008257232373152493,-0.013130830263403965,0.019503094884797262,-0.008796135427149417,-0.0019049166626126626,0.0031150211768081752,0.008158606470215808,0.007364767366644487,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R69,200358,-0.03702298503248084,-0.0160347598351732,-0.03798620826119867,-0.017762634121148715,0.0018941579692990723,-0.012210009776246448,-0.017410647640091734,-0.0018506281336851246,-0.008741863827770544,-0.0030505882418618412,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R70,200359,-0.05907888124552865,-0.01781769667857688,-0.04581761332069388,-0.027288117205690222,-0.015732547636966333,0.001471988308969127,0.01755781382061811,-0.005368060154838098,0.0035472922232654427,-0.0033672503722170922,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R71,200360,-0.06901603526006757,-0.011008632008470697,0.032878106576725866,-0.02845757082225386,-0.012058331130847413,-0.020009553464084406,-0.0016603275293997864,0.006251373326547515,-0.002896228430737631,0.00037865438821714503,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R72,200361,-0.004948644142037657,0.0032370327913539827,-0.020722615597418555,-0.0068026637494033445,0.026632967190931337,0.0071404044631029106,0.008639743913769028,0.007822570164140088,-0.00037674139516301515,-0.0074593553734949095,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.7882710920172128,0.11951691729299886,0.042111152049602335,0.02525545923644046,0.009219663569518049,0.007027961351848776,0.004028330489959008,0.0020197939289480385,0.0015700125800185431,0.0009796174834529727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
