Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
21.06.23 15:21:58,37.3,175,161.45,186.25,96.76,167.04,161.7,191.3,152.93,145.27,150.2,188.37,182.57,153.18,151.94,190.23,145.77,145.77,161.96,186.78,179.16,153.68,136.76,186.78,147.24,,33,965,34,31.13,
21.06.23 15:22:13,37.55,174.75,161.2,185.99,97.21,166.53,161.45,191.03,152.93,145.77,150.45,188.11,182.57,153.18,151.19,190.5,145.52,146.01,161.7,186.52,178.38,153.43,137.48,186.52,147.49,,33,965,34,31.14,
21.06.23 15:22:28,37.8,175,161.45,186.25,98.34,166.78,161.96,191.3,152.93,144.78,150.7,187.84,182.57,152.43,151.44,190.5,146.26,146.26,162.21,186.52,178.9,154.42,136.52,186.52,146.5,,33,965,34,31.16,
21.06.23 15:22:43,38.05,174.75,160.95,186.25,97.21,166.53,161.7,191.03,152.93,143.56,149.95,187.84,182.3,153.43,151.19,190.23,146.26,146.5,160.69,186.25,178.9,153.93,137,186.52,146.26,,33,965,34,31.16,
21.06.23 15:22:58,38.3,175,161.96,185.99,98.11,166.27,161.7,191.3,152.43,144.05,150.45,187.84,182.3,152.93,150.7,190.5,146.5,147.98,160.44,185.99,178.9,152.93,136.52,186.52,145.77,,33,965,34,31.17,
21.06.23 15:23:13,38.55,174.75,161.45,185.99,95.87,166.02,161.2,190.5,151.94,143.56,149.46,187.58,181.78,152.18,150.7,189.7,146.26,148.23,159.43,186.25,178.64,152.93,135.31,186.52,145.03,,33,965,34,31.17,
21.06.23 15:23:28,38.8,174.75,161.2,185.99,95.87,165.76,160.44,190.76,151.94,143.81,149.21,187.31,182.3,152.18,149.71,190.23,146.75,147.98,159.69,185.99,178.38,153.18,135.55,186.52,145.03,,33,965,34,31.19,
21.06.23 15:23:43,39.05,174.49,161.2,185.46,94.53,165.51,159.69,190.5,151.19,143.07,148.97,186.78,181.78,151.94,149.21,190.23,146.26,148.47,159.43,186.25,178.12,152.18,133.39,185.99,144.29,,33,965,34,31.17,
21.06.23 15:23:58,39.3,174.75,161.45,186.25,93.86,164.74,159.94,191.3,151.19,143.32,149.71,188.11,182.3,151.69,149.46,190.5,146.99,149.95,160.19,186.52,179.42,152.18,132.43,186.78,144.05,,33,965,34,31.2,
21.06.23 15:24:13,39.55,175.26,161.7,185.72,93.64,164.74,159.94,191.3,151.19,143.32,149.21,187.84,182.57,151.69,149.95,190.5,147.49,149.95,159.69,186.52,178.9,151.69,131.71,186.52,144.29,,33,965,34,31.21,
21.06.23 15:24:28,39.8,175,161.7,185.99,92.75,165.76,158.68,191.03,150.94,143.32,148.23,187.84,182.57,151.44,149.95,190.23,147.24,149.95,159.69,186.25,178.9,150.7,131.48,186.52,144.78,,33,965,34,31.21,
21.06.23 15:24:43,40.05,175,161.45,186.25,91.64,164.74,158.43,191.3,150.45,143.81,147.98,187.84,182.04,151.69,149.71,189.96,147.24,148.97,158.93,186.52,178.64,151.44,131.71,186.52,144.54,,33,965,34,31.24,
21.06.23 15:24:58,40.3,174.75,161.7,185.99,90.08,165,157.93,191.3,150.7,142.34,147.98,187.58,182.57,151.44,149.46,190.23,146.75,149.95,159.18,186.52,178.9,152.43,131.71,185.99,144.05,,33,965,34,31.24,
21.06.23 15:25:13,40.55,175,161.7,185.99,89.2,164.49,157.67,191.03,149.95,141.37,146.99,187.58,182.3,152.43,148.47,189.96,147.24,148.47,158.68,185.99,178.38,151.69,132.19,186.52,144.05,,33,965,34,31.24,
21.06.23 15:25:28,40.8,174.75,161.45,185.72,88.54,164.24,157.67,191.03,149.71,140.88,146.99,187.58,182.04,150.94,147.49,190.23,146.99,147.98,159.18,185.72,179.16,151.69,132.43,186.52,142.58,,33,965,34,31.25,
21.06.23 15:25:43,41.05,174.49,161.7,186.25,86.78,163.48,156.92,191.3,149.46,140.64,146.26,187.84,182.3,151.19,147.49,189.96,146.26,148.23,158.93,185.72,179.16,151.69,132.19,185.72,144.29,,33,965,34,31.27,
21.06.23 15:25:58,41.3,174.49,161.7,185.72,85.02,162.97,156.67,190.76,149.71,140.39,145.77,187.31,181.78,151.44,147.24,190.23,145.03,147.24,158.68,185.72,178.12,151.19,131.71,185.72,143.81,,33,965,34,31.27,
