Measurement Name :,Meas-710,,Generated On :,"21/06/2023, 12:21:27",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
21.06.23 12:01:12,5.05,247.6,269.96,290.66,283.71,207.57,259.35,266.55,238.05,238.05,258.5,272.09,243.85,240.53,252.62,269.1,238.05,231.47,222.08,264.85,224.11,244.27,107.36,262.31,234.75,,15,965,34,16.11,
21.06.23 12:01:27,5.3,245.93,272.09,287.18,285.88,205.97,257.66,264.85,230.65,235.58,257.24,271.24,243.85,240.53,252.2,268.25,237.64,230.65,222.49,264,222.08,243.02,106.64,261.88,234.75,,15,965,34,16.07,
21.06.23 12:01:42,5.55,238.05,269.53,294.15,287.61,205.17,262.31,266.55,230.65,235.58,255.55,271.24,244.68,240.95,250.52,267.4,238.47,230.24,221.67,263.58,222.49,242.19,106.28,262.31,234.34,,15,965,34,16.06,
21.06.23 12:01:57,5.8,235.99,274.66,291.97,290.66,205.17,258.92,264.42,228.19,236.4,255.55,269.53,242.19,240.12,250.1,267.4,237.64,229.83,220.05,263.15,222.49,243.02,105.92,260.61,234.75,,15,965,34,16.04,
21.06.23 12:02:12,6.05,245.93,276.38,289.35,291.1,206.77,260.19,264.85,225.34,234.75,255.97,269.53,240.53,240.53,250.94,268.68,237.23,230.24,220.46,263.58,221.67,242.61,105.92,261.46,234.75,,15,965,34,16.02,
21.06.23 12:02:27,6.3,244.68,270.81,285.01,295.47,205.57,257.24,266.55,222.08,235.58,253.87,269.53,236.81,239.29,248.85,268.68,237.64,229.83,219.65,261.88,222.08,242.61,106.28,260.61,233.93,,15,965,34,16,
21.06.23 12:02:42,6.55,243.44,273.81,286.74,296.34,204.37,262.31,264.85,223.3,234.34,253.03,268.25,235.99,240.53,249.27,268.68,237.64,229.83,219.24,262.73,220.05,243.85,106.28,260.19,233.11,,15,965,34,15.97,
21.06.23 12:02:57,6.8,241.36,269.1,286.31,298.1,203.97,256.4,263.58,224.93,233.93,253.03,269.1,238.47,240.53,249.27,269.1,237.23,229.01,217.62,261.46,218.84,242.61,105.92,259.35,232.7,,15,965,34,15.95,
21.06.23 12:03:12,7.05,240.12,269.1,285.01,293.72,205.57,256.4,264,228.19,233.11,252.2,268.25,243.44,238.47,249.69,267.83,237.64,230.24,217.62,262.31,219.65,242.19,105.92,259.35,232.29,,15,965,34,15.93,
21.06.23 12:03:27,7.3,235.17,264,288.05,295.47,207.17,254.29,261.88,231.47,233.52,250.52,267.4,245.1,239.71,250.52,268.25,236.81,231.47,217.22,261.46,218.43,243.02,106.28,259.77,232.29,,15,965,34,15.93,
21.06.23 12:03:42,7.55,235.99,269.1,281.98,296.34,202.38,259.35,264.42,229.42,232.7,251.78,268.25,243.85,238.88,250.52,268.25,236.81,231.47,215.6,260.61,218.43,241.78,105.92,259.35,232.7,,15,965,34,15.9,
21.06.23 12:03:57,7.8,233.52,267.83,287.61,296.34,205.17,257.24,262.73,233.11,235.17,253.03,268.25,243.85,238.47,250.94,269.1,237.64,232.29,215.2,259.77,218.84,240.53,106.28,258.92,231.88,,15,965,34,15.89,
21.06.23 12:04:12,8.05,226.97,270.38,281.55,298.98,205.17,257.24,263.15,239.71,233.11,251.36,266.55,242.61,239.29,252.62,268.68,234.75,232.29,214.39,261.04,219.65,240.12,107,258.5,233.52,,15,965,34,15.86,
21.06.23 12:04:27,8.3,226.97,270.38,287.61,300.74,203.57,258.08,261.88,233.93,234.75,252.2,266.55,239.71,240.53,251.36,268.25,234.34,231.88,213.99,261.04,218.43,238.47,107.36,258.5,232.29,,15,965,34,15.84,
21.06.23 12:04:42,8.55,230.65,269.1,287.18,305.15,203.97,258.08,262.73,233.11,233.93,251.36,266.55,238.47,238.88,250.1,268.25,234.34,231.88,213.19,260.19,219.24,238.88,107,257.66,232.29,,15,965,34,15.84,
21.06.23 12:04:57,8.8,228.19,269.1,286.74,306.92,205.17,256.4,261.04,229.01,235.58,250.52,267.4,239.29,240.12,250.1,269.1,233.52,231.88,212.38,260.19,218.03,237.64,107.36,257.66,231.47,,15,965,34,15.81,
21.06.23 12:05:12,9.05,225.74,265.27,283.28,307.37,203.18,259.35,262.31,235.58,235.17,250.1,266.12,236.4,240.12,247.6,269.1,234.34,231.47,211.17,260.19,218.43,237.64,107,258.08,232.29,,15,965,34,15.79,
21.06.23 12:05:28,9.32,229.42,267.83,285.88,313.15,203.97,258.08,261.04,243.44,236.81,249.27,266.12,232.29,240.53,248.85,269.53,234.34,230.65,211.58,259.77,218.43,237.64,107,257.24,232.29,,15,965,34,15.77,
21.06.23 12:05:43,9.57,229.42,267.4,285.44,308.25,201.58,256.4,262.31,238.05,235.17,248.85,266.55,229.83,239.71,247.6,268.68,231.88,230.24,211.17,258.08,217.62,236.81,106.28,255.97,232.29,,15,965,34,15.77,
21.06.23 12:05:58,9.82,232.29,266.55,286.31,312.26,203.57,258.08,261.88,237.64,235.17,249.27,266.55,232.7,240.12,246.35,269.96,232.29,229.01,210.77,259.35,217.62,235.99,106.28,256.82,231.88,,15,965,34,15.75,
21.06.23 12:06:13,10.07,232.7,267.83,282.41,310.92,207.97,257.66,260.19,240.53,237.23,248.85,265.7,232.7,240.12,245.51,269.53,231.06,228.6,211.17,259.35,216.81,236.81,106.64,256.82,231.47,,15,965,34,15.73,
21.06.23 12:06:28,10.32,233.93,265.27,286.74,312.26,206.37,259.77,261.88,240.53,235.99,246.76,265.27,230.65,240.12,246.76,269.53,229.01,228.19,209.97,258.92,217.22,235.58,106.64,256.4,231.06,,15,965,34,15.72,
21.06.23 12:06:43,10.57,230.24,266.55,281.12,316.27,209.17,258.92,258.08,238.47,237.23,246.35,266.12,229.42,239.29,245.93,269.53,229.42,226.15,209.57,258.08,216.41,235.99,105.56,255.55,231.06,,15,965,34,15.7,
21.06.23 12:06:58,10.82,235.17,270.38,279.39,321.21,211.98,258.08,261.88,239.29,237.64,246.35,265.7,230.24,239.29,245.1,269.1,228.19,224.93,209.17,258.5,216.81,236.4,105.92,255.97,230.24,,15,965,34,15.68,
21.06.23 12:07:13,11.07,232.7,265.27,280.25,318.51,210.37,256.82,259.35,235.58,235.99,244.68,265.27,233.93,240.12,243.44,269.96,228.6,224.11,209.97,258.5,217.22,235.99,105.56,255.55,230.65,,15,965,34,15.68,
21.06.23 12:07:28,11.32,240.53,264.42,281.98,339.82,212.38,259.77,262.31,248.85,236.81,243.44,264.85,236.81,240.12,243.02,270.81,226.56,223.71,210.77,258.08,218.43,236.4,106.28,255.13,231.06,,15,965,34,15.68,
21.06.23 12:07:43,11.57,245.51,269.53,287.18,337.53,213.19,261.04,259.77,257.24,238.47,243.44,264.85,236.4,241.36,241.78,271.24,229.01,224.93,211.98,257.66,218.03,235.99,105.92,255.97,231.88,,15,965,34,15.7,
21.06.23 12:07:58,11.82,243.85,267.83,290.66,343.95,215.2,260.61,262.31,272.95,238.88,243.02,266.55,232.7,241.78,242.61,272.52,227.78,225.34,212.38,258.5,219.24,234.75,105.56,255.97,232.29,,15,965,34,15.7,
21.06.23 12:08:13,12.07,242.19,267.83,285.44,341.66,214.39,262.73,261.88,280.68,237.64,243.85,266.12,230.65,240.12,243.02,272.09,227.78,224.93,213.59,259.35,220.05,233.93,106.64,256.82,232.29,,15,965,34,15.7,
21.06.23 12:08:28,12.32,240.53,264.42,287.18,349.03,215.2,261.88,263.58,292.4,238.05,245.1,266.97,231.88,241.36,243.02,272.09,228.19,225.74,213.19,258.5,218.84,233.11,106.28,255.55,231.06,,15,965,34,15.7,
21.06.23 12:08:43,12.57,242.19,259.35,292.84,349.96,213.19,263.58,261.46,273.38,238.05,244.68,264,231.47,240.53,244.27,271.24,226.56,225.34,211.58,258.92,218.43,233.11,106.28,255.55,231.47,,15,965,34,15.68,
21.06.23 12:08:58,12.82,242.19,263.15,292.4,355.53,215.6,264,261.46,278.1,238.05,245.51,266.12,230.24,241.36,245.51,272.95,227.78,226.56,211.98,258.08,218.43,232.29,106.64,255.13,231.88,,15,965,34,15.68,
21.06.23 12:09:13,13.07,235.17,259.35,289.35,363.47,218.03,262.73,258.92,271.24,235.99,244.27,264.85,231.47,239.29,244.27,271.67,226.15,224.52,210.77,256.82,218.03,232.29,105.2,255.13,231.47,,15,965,34,15.7,
21.06.23 12:09:28,13.32,237.23,261.46,290.22,363.94,217.62,264.85,262.73,263.58,236.4,244.27,264.85,228.19,240.53,244.68,272.95,226.56,225.74,210.77,258.5,218.84,233.52,105.2,255.55,230.65,,15,965,34,15.65,
21.06.23 12:09:43,13.57,242.19,266.55,287.61,356.46,218.03,262.73,260.61,256.4,235.58,243.02,263.58,230.24,239.71,243.85,271.24,224.52,226.15,209.17,258.08,218.03,232.7,104.12,255.13,230.24,,15,965,34,15.65,
21.06.23 12:09:58,13.82,235.17,264.42,292.84,347.64,216.81,264,259.77,248.01,235.58,243.44,265.27,227.78,240.53,243.44,272.09,227.78,226.97,207.17,256.82,218.43,232.29,103.76,255.13,230.24,,15,965,34,15.65,
21.06.23 12:10:13,14.07,230.24,266.55,292.84,343.03,212.78,264.85,257.24,244.68,237.64,243.02,264.85,228.6,241.78,242.19,273.38,225.74,227.38,206.37,256.82,217.22,231.47,103.4,254.29,229.83,,15,965,34,15.61,
21.06.23 12:10:28,14.32,229.83,262.73,287.18,343.03,213.59,265.7,258.92,241.78,234.75,243.44,266.55,232.7,242.19,241.78,272.95,226.15,226.97,205.57,257.66,217.22,230.24,103.4,253.45,229.83,,15,965,34,15.61,
21.06.23 12:10:43,14.57,226.15,259.35,289.35,335.71,214.39,265.7,258.08,236.4,234.34,241.78,262.73,233.11,243.02,240.95,271.67,224.52,226.15,204.77,255.55,216.81,230.24,103.04,253.45,229.01,,15,965,34,15.59,
21.06.23 12:10:58,14.82,227.78,262.31,281.12,342.12,211.17,262.73,261.88,226.15,235.17,241.78,264,232.29,242.19,241.78,273.38,225.74,225.34,203.57,255.13,216.01,229.01,103.04,252.62,229.42,,15,965,34,15.57,
21.06.23 12:11:13,15.07,228.19,255.97,285.44,336.62,211.58,264.85,256.82,226.56,235.58,242.19,265.7,240.12,242.19,241.78,272.52,224.52,225.74,203.18,254.71,216.01,227.38,103.4,253.45,229.01,,15,965,34,15.57,
21.06.23 12:11:28,15.32,229.42,261.04,291.1,337.99,213.19,264.85,259.77,229.01,236.4,241.36,262.73,239.71,240.95,243.02,272.52,226.15,225.34,202.78,255.97,215.2,227.38,103.4,253.03,227.78,,15,965,34,15.57,
21.06.23 12:11:43,15.57,226.56,261.04,289.35,338.45,211.58,267.83,257.24,237.23,234.34,240.53,264,240.53,238.05,242.61,272.95,226.15,226.56,203.18,255.55,216.01,226.15,102.69,251.78,227.78,,15,965,34,15.54,
21.06.23 12:11:58,15.82,229.42,262.73,283.28,326.17,209.57,265.7,261.04,248.85,234.75,241.78,264.42,239.71,238.05,241.78,273.38,226.56,224.93,202.38,255.97,216.01,226.56,103.4,252.62,229.01,,15,965,34,15.54,
21.06.23 12:12:13,16.07,224.52,262.73,290.22,318.07,212.78,266.55,260.19,238.47,234.75,241.78,261.46,243.44,236.81,240.53,272.09,226.56,225.34,201.98,254.71,217.22,225.34,104.12,252.2,228.6,,15,965,34,15.52,
21.06.23 12:12:28,16.32,224.52,255.55,287.18,314.49,216.01,265.7,258.92,232.29,235.17,242.19,262.31,242.61,235.17,239.29,272.09,226.15,224.52,201.98,254.29,216.81,224.52,104.12,252.62,228.6,,15,965,34,15.5,
21.06.23 12:12:43,16.57,233.52,262.73,287.18,310.47,217.62,268.68,258.5,232.7,232.29,242.19,262.73,238.88,235.99,238.05,272.52,226.97,224.11,201.58,255.13,217.62,224.11,103.76,251.78,228.6,,15,965,34,15.52,
21.06.23 12:12:58,16.82,238.05,258.92,287.18,301.62,215.6,268.25,257.24,234.75,233.11,242.19,263.58,237.64,236.81,237.23,273.38,226.15,223.71,201.58,254.71,215.6,222.89,104.48,251.36,227.38,,15,965,34,15.5,
21.06.23 12:13:13,17.07,241.78,261.04,288.92,304.71,216.41,270.38,256.82,241.36,229.01,241.78,262.31,249.69,236.4,235.58,273.38,226.15,223.3,201.98,254.29,216.41,222.89,103.76,251.78,228.19,,15,965,34,15.47,
21.06.23 12:13:28,17.32,243.44,253.87,288.92,306.48,219.24,272.09,256.82,250.94,228.19,241.36,262.31,251.78,235.58,237.64,272.09,226.56,222.08,201.19,253.87,215.2,222.89,103.76,250.94,227.78,,15,965,34,15.47,
21.06.23 12:13:43,17.57,247.18,260.61,285.44,303.82,219.24,275.95,258.08,255.97,228.19,240.95,262.31,248.01,234.75,236.4,272.95,226.56,222.08,201.19,253.87,214.8,223.3,103.04,250.94,227.78,,15,965,34,15.45,
21.06.23 12:13:58,17.82,243.44,253.87,285.01,300.74,219.24,275.95,255.13,253.87,227.38,240.95,264,250.52,234.75,234.34,273.38,226.15,222.49,201.58,253.87,213.99,222.89,103.04,250.52,228.6,,15,965,34,15.45,
21.06.23 12:14:13,18.07,250.52,257.24,281.98,298.1,216.01,277.67,256.4,257.24,230.24,240.12,262.31,255.13,233.52,234.75,274.23,225.34,222.08,201.19,253.45,214.8,222.89,102.33,250.94,229.01,,15,965,34,15.45,
21.06.23 12:14:28,18.32,245.51,259.35,287.18,295.9,216.41,278.96,257.66,272.95,231.88,239.29,262.73,256.82,233.93,233.52,272.09,226.56,222.89,201.98,253.87,213.59,222.89,101.97,250.1,229.01,,15,965,34,15.43,
21.06.23 12:14:43,18.57,247.18,257.66,289.35,291.1,218.43,277.24,257.24,269.1,232.29,239.71,261.88,256.4,234.75,233.52,274.66,226.56,222.49,201.58,253.03,213.99,221.27,101.25,251.78,229.42,,15,965,34,15.43,
21.06.23 12:14:58,18.82,245.51,252.2,286.74,279.82,216.41,278.1,258.08,274.66,230.65,240.53,261.88,255.13,233.93,233.52,274.23,226.15,222.89,201.19,253.87,215.2,221.27,101.97,250.1,229.01,,15,965,34,15.43,
21.06.23 12:15:13,19.07,241.78,255.13,286.74,279.82,216.01,274.66,256.82,274.66,229.01,242.61,261.04,250.94,234.34,233.11,274.66,224.11,221.27,200.39,251.78,213.59,221.27,100.9,249.69,227.78,,15,965,34,15.39,
21.06.23 12:15:28,19.32,242.19,253.87,285.88,274.23,215.6,275.09,254.71,261.46,227.78,244.68,263.58,243.85,231.88,231.47,274.66,225.74,222.08,200.79,253.87,214.39,222.08,100.9,250.1,229.01,,15,965,34,15.39,
21.06.23 12:15:43,19.57,236.4,257.24,280.68,274.23,213.19,275.52,256.4,260.61,227.38,243.85,261.04,241.36,232.7,231.47,274.23,224.11,221.27,200.39,252.62,213.59,221.27,99.11,249.69,229.83,,15,965,34,15.39,
21.06.23 12:15:58,19.82,233.52,261.04,288.48,268.68,214.8,276.81,255.97,274.66,226.56,244.68,260.19,244.68,231.88,231.47,275.95,224.52,221.27,201.19,253.03,214.39,221.27,98.75,250.1,229.01,,15,965,34,15.38,
21.06.23 12:16:13,20.07,238.47,260.61,278.53,261.04,214.39,272.95,254.29,248.85,226.97,244.68,259.77,249.69,229.83,231.06,275.09,225.34,220.86,200.79,253.03,213.99,220.86,98.04,249.69,228.6,,15,965,34,15.38,
21.06.23 12:16:28,20.32,238.05,253.45,287.61,268.25,215.2,271.67,256.4,243.44,224.93,243.85,260.61,250.94,229.83,229.83,275.52,225.74,220.46,199.99,252.2,213.59,220.86,97.68,249.27,228.19,,15,965,34,15.38,
21.06.23 12:16:43,20.57,231.47,258.92,290.66,266.97,216.41,273.81,256.4,248.01,223.3,243.85,258.5,250.94,230.24,230.24,274.66,224.52,219.24,199.99,251.78,214.39,219.24,97.68,248.43,228.19,,15,965,34,15.36,
21.06.23 12:16:58,20.82,234.75,262.31,286.31,266.97,218.43,268.25,255.13,245.1,221.27,243.85,260.61,253.03,229.83,230.65,274.66,224.52,217.62,199.99,252.62,213.19,218.84,97.32,249.27,229.42,,15,965,34,15.34,
21.06.23 12:17:13,21.07,229.83,248.43,290.22,269.1,216.41,264.42,255.55,237.23,222.08,241.78,258.08,253.45,230.65,229.83,274.23,224.11,216.81,199.99,250.94,213.19,219.24,96.97,248.43,229.01,,15,965,34,15.34,
21.06.23 12:17:28,21.32,226.56,262.31,286.74,272.52,217.62,260.61,253.87,244.27,217.62,243.02,261.46,246.76,230.65,229.01,274.66,225.34,216.01,199.6,251.36,210.77,219.24,96.61,248.01,228.19,,15,965,34,15.32,
21.06.23 12:17:43,21.57,229.83,264,288.48,278.53,216.41,260.61,255.55,250.52,218.03,243.02,259.35,238.47,231.06,230.24,274.66,224.52,216.81,200.39,252.2,210.37,218.03,96.97,248.43,226.97,,15,965,34,15.32,
21.06.23 12:17:58,21.82,228.19,260.61,281.12,282.84,216.41,261.04,254.71,245.93,218.84,242.61,258.92,232.29,230.65,229.01,274.66,223.3,216.81,200.39,251.36,210.37,218.43,96.97,248.85,227.78,,15,965,34,15.32,
21.06.23 12:18:13,22.07,233.11,250.1,288.48,292.84,210.77,259.77,254.29,246.76,218.84,240.53,259.35,238.05,231.88,228.19,274.23,223.71,215.2,200.39,252.2,211.17,218.84,97.32,248.85,228.6,,15,965,34,15.32,
21.06.23 12:18:28,22.32,231.47,260.19,279.39,293.28,205.97,260.61,253.03,245.1,219.24,239.71,258.92,238.47,229.01,230.24,273.81,221.67,213.99,200.79,251.36,209.97,218.43,96.61,248.43,229.83,,15,965,34,15.32,
21.06.23 12:18:43,22.57,226.56,258.92,283.28,289.79,203.57,259.77,258.5,243.44,220.05,238.88,260.61,233.52,230.65,229.01,274.66,221.67,215.2,201.19,251.78,209.57,218.84,98.04,248.43,229.42,,15,965,34,15.32,
21.06.23 12:18:58,22.82,228.6,257.24,281.55,289.35,204.37,260.19,254.29,241.78,218.84,239.29,259.77,229.42,229.42,228.19,274.66,221.67,214.8,201.98,251.78,209.17,218.84,97.32,248.43,229.01,,15,965,34,15.29,
21.06.23 12:19:13,23.07,229.83,256.82,285.88,294.59,208.77,257.24,255.97,247.6,220.05,240.53,258.5,231.88,229.42,228.19,274.23,220.46,216.01,202.38,250.94,209.57,218.84,97.68,247.6,229.83,,15,965,34,15.29,
21.06.23 12:19:28,23.32,229.83,253.45,279.39,290.22,208.77,256.82,253.87,247.18,219.24,238.47,260.61,233.52,229.83,227.78,274.23,221.67,216.41,202.78,251.36,208.77,218.84,97.68,247.6,229.83,,15,965,34,15.27,
21.06.23 12:19:43,23.57,229.83,260.19,279.39,296.34,209.97,257.66,254.71,248.01,219.65,238.47,258.5,229.83,229.01,227.78,275.09,221.67,217.62,202.38,250.52,207.97,219.65,98.04,248.01,229.01,,15,965,34,15.27,
21.06.23 12:19:59,23.83,226.56,256.82,282.84,298.1,209.97,257.24,255.13,248.01,218.43,234.34,258.92,231.06,229.83,228.19,275.09,221.27,217.62,201.98,249.69,206.77,219.24,97.68,247.6,229.42,,15,965,34,15.27,
