Measurement Name :,20230623_SDR641_Run05_Plate09_TPC,,Generated On :,"23/06/2023, 12:42:32",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 12:28:11,3.78,205.37,205.69,204.24,203.37,195.47,209.45,203.7,210.94,202.76,204.82,197.52,205.42,204.83,203.98,204.27,208.56,200.3,206.27,208.56,207.45,198.68,210.9,208.82,210.5,,24,965,33,23.33,
23.06.23 12:28:26,4.03,204.78,204.53,204.53,202.79,196.03,208.87,203.98,211.24,203.05,205.4,197.52,205.7,205.4,204.26,203.7,208.56,199.73,207.13,208.27,206.56,199.8,209.74,206.83,208.81,,24,965,33,23.33,
23.06.23 12:28:41,4.28,204.78,204.24,203.95,203.08,195.47,208.58,203.41,209.48,203.05,203.08,198.08,205.98,205.69,203.98,203.41,207.13,200.3,207.71,207.99,205.97,200.36,211.2,207.4,209.94,,24,965,33,23.34,
23.06.23 12:28:56,4.53,204.78,203.09,203.37,202.5,195.47,208.29,202.27,209.77,202.18,202.5,197.52,205.7,205.98,203.12,203.7,207.13,200.01,206.27,208.27,206.56,201.48,210.32,207.4,208.52,,24,965,33,23.34,
23.06.23 12:29:11,4.78,204.78,202.23,203.37,203.08,196.59,208.58,202.27,209.48,202.18,200.48,197.52,206.27,206.27,202.55,204.27,206.55,202.28,205.12,207.41,207.75,200.08,209.74,206.27,208.81,,24,965,33,23.34,
23.06.23 12:29:26,5.03,203.89,201.94,202.79,202.21,197.16,208.58,201.71,210.06,201.31,198.75,197.52,206.55,205.4,203.12,202.84,207.41,200.86,202.83,206.27,205.68,201.2,210.03,206.55,208.52,,24,965,33,23.37,
23.06.23 12:29:41,5.28,203.89,201.65,202.5,202.5,196.59,208.87,201.71,208.31,200.72,197.32,196.68,207.98,204.25,202.83,202.27,207.41,200.58,202.26,207.7,206.56,198.96,210.03,205.99,208.52,,24,965,33,23.35,
23.06.23 12:29:56,5.53,203.29,201.65,201.92,201.06,196.59,208,201.71,208.02,201.02,198.47,198.36,208.83,201.95,203.69,201.99,207.13,199.45,200.55,207.7,208.64,198.68,207.71,205.7,207.68,,24,965,33,23.35,
23.06.23 12:30:11,5.78,203.29,201.36,201.63,202.21,196.31,207.71,201.14,207.14,201.31,196.46,198.64,207.12,199.66,203.12,203.41,207.7,196.91,198.56,207.13,207.75,198.12,210.03,206.55,208.81,,24,965,33,23.37,
23.06.23 12:30:26,6.03,203.29,200.21,200.77,201.93,195.75,208.58,201.42,206.85,201.31,197.89,198.64,208.83,199.09,204.83,203.13,208.56,197.47,200.55,206.84,208.05,200.92,209.16,206.55,209.09,,24,965,33,23.37,
23.06.23 12:30:41,6.28,203.29,199.93,201.06,202.21,196.59,208.29,201.71,206.27,200.14,196.74,198.08,205.7,199.95,204.83,201.42,207.99,198.04,201.4,206.84,208.05,200.64,209.45,207.97,209.09,,24,965,33,23.37,
23.06.23 12:30:56,6.53,203.59,201.07,201.06,202.21,196.31,208.58,201.71,205.69,199.27,196.17,197.8,205.42,200.52,205.41,201.14,208.85,198.6,199.98,207.41,207.75,201.2,207.42,208.82,208.52,,24,965,33,23.37,
23.06.23 12:31:11,6.78,203.89,201.36,200.77,202.79,196.03,207.71,201.99,205.1,199.27,197.89,196.12,203.43,201.09,205.12,200,208.56,199.45,199.13,207.41,207.16,199.8,209.74,209.1,207.39,,24,965,33,23.37,
23.06.23 12:31:26,7.03,203.89,199.93,200.19,202.21,197.16,208.29,201.71,205.1,198.98,198.18,197.24,201.73,199.09,204.55,198.31,209.43,198.32,198.56,207.41,208.05,197,208.87,207.97,207.96,,24,965,33,23.37,
23.06.23 12:31:41,7.28,202.7,198.78,200.48,202.21,196.88,208.29,201.14,205.1,198.41,197.03,196.12,202.02,197.67,204.26,200.29,209.43,198.04,198.56,207.13,207.75,197.28,208.87,207.68,206.27,,24,965,33,23.37,
23.06.23 12:31:56,7.53,202.4,198.49,199.9,201.64,196.03,208.58,201.14,205.69,198.69,196.74,195.56,201.73,196.25,205.41,200.57,207.7,197.19,198.28,206.55,206.56,196.73,209.16,205.14,207.39,,24,965,33,23.37,
23.06.23 12:32:11,7.78,202.11,199.93,199.61,201.93,194.9,207.42,200.85,204.23,197.83,194.74,196.12,202.58,196.25,205.41,201.14,207.99,196.63,199.41,207.13,206.27,195.61,208.29,207.97,207.11,,24,965,33,23.39,
23.06.23 12:32:26,8.03,202.4,199.93,199.04,202.5,194.06,208.58,200.29,203.36,198.12,193.03,195.56,202.58,198.52,204.55,199.72,208.28,197.47,200.26,206.27,208.34,197.56,208.87,206.55,206.27,,24,965,33,23.39,
23.06.23 12:32:41,8.28,202.4,198.78,199.33,202.79,194.34,207.71,200.29,203.65,198.12,192.75,195.29,202.3,197.95,203.98,200,208.28,195.79,201.4,205.98,208.34,196.73,209.74,205.99,206.55,,24,965,33,23.39,
23.06.23 12:32:56,8.53,202.4,198.21,199.04,202.79,194.62,208,200.29,205.69,198.41,191.33,196.12,202.02,197.67,204.26,199.72,206.84,196.07,200.83,205.98,207.75,197,210.03,204.58,206.55,,24,965,33,23.41,
23.06.23 12:33:11,8.78,202.4,194.22,199.33,202.21,196.31,208,200.57,205.98,198.41,192.18,197.52,201.73,197.95,203.98,200,207.41,195.79,200.83,207.99,208.94,197.84,209.45,205.99,205.99,,24,965,33,23.39,
23.06.23 12:33:26,9.03,202.4,197.35,199.9,201.93,195.47,208.29,199.72,204.81,197.25,191.61,196.12,199.48,197.67,203.98,199.44,206.84,195.51,199.98,207.13,208.05,197.56,208.58,207.12,206.55,,24,965,33,23.41,
23.06.23 12:33:41,9.28,201.81,197.64,198.75,202.21,194.34,208,199.15,204.52,196.96,191.61,194.45,197.79,196.25,203.4,198.02,207.41,193.82,197.43,206.84,206.56,195.89,208.29,206.83,206.27,,24,965,33,23.41,
23.06.23 12:33:56,9.53,202.4,197.92,199.04,202.21,193.78,208.87,198.87,204.23,197.25,191.33,193.89,198.36,197.95,203.69,198.31,208.28,194.66,197.43,206.55,207.45,195.34,209.45,207.68,206.27,,24,965,33,23.41,
23.06.23 12:34:11,9.78,202.11,196.49,198.75,201.35,195.18,208,198.02,202.5,197.25,191.89,193.89,196.95,199.09,201.69,197.74,208.28,193.26,197.99,206.84,204.2,197.56,208.29,207.4,206.83,,24,965,33,23.43,
23.06.23 12:34:26,10.03,201.81,196.49,198.75,200.77,194.62,208.87,197.74,202.5,197.83,192.18,194.45,196.11,198.24,202.83,196.89,206.55,193.82,196.86,207.7,204.49,197.84,209.45,208.25,206.83,,24,965,33,23.43,
23.06.23 12:34:41,10.28,201.51,195.64,198.47,201.06,194.34,208.29,197.46,201.05,197.25,193.6,193.89,195.83,197.67,201.12,195.21,204.27,192.98,196.86,207.41,203.9,196.17,209.74,207.4,207.39,,24,965,33,23.43,
23.06.23 12:35:08,10.73,201.51,195.07,198.18,200.48,193.5,208.58,196.61,201.34,196.38,193.32,194.73,196.67,196.53,200.84,196.33,207.41,191.87,198.84,207.13,203.31,195.61,209.45,205.99,206.83,,24,965,33,23.44,
23.06.23 12:35:23,10.98,201.51,195.64,198.47,201.93,192.66,208.58,196.89,201.63,195.81,194.46,194.73,196.39,196.25,201.12,196.05,206.55,192.43,198.56,207.13,203.31,195.89,208.58,204.29,207.11,,24,965,33,23.46,
23.06.23 12:35:38,11.23,201.81,193.93,198.75,201.35,191.53,208.29,197.46,201.92,196.96,196.46,194.17,195.28,197.38,201.98,195.21,206.55,193.54,199.13,207.13,202.72,197.56,208.87,203.73,206.55,,24,965,33,23.48,
23.06.23 12:35:53,11.48,200.63,192.8,198.18,201.06,191.25,209.16,196.61,201.34,196.96,197.03,194.17,195.83,195.68,201.98,194.36,204.84,192.98,196.01,207.13,203.31,198.4,209.16,204.01,207.68,,24,965,33,23.5,
23.06.23 12:36:08,11.73,200.92,193.08,197.89,201.35,192.09,208.87,197.18,201.34,196.67,196.74,194.73,195.83,195.4,203.4,194.08,204.55,193.26,196.01,207.7,203.31,195.89,210.03,202.89,207.68,,24,965,33,23.53,
23.06.23 12:36:23,11.98,201.22,194.79,197.89,201.35,191.25,209.45,197.46,202.21,196.38,197.03,195.01,197.79,194.55,204.83,195.77,205.12,194.1,196.29,207.99,202.43,195.61,211.2,203.45,207.39,,24,965,33,23.57,
23.06.23 12:36:38,12.23,200.92,196.49,198.18,201.64,192.94,210.32,198.02,203.94,196.09,197.03,195.56,198.08,195.68,205.69,195.77,204.55,194.1,195.73,208.27,202.72,198.12,210.61,202.61,210.22,,24,965,33,23.62,
23.06.23 12:36:53,12.48,200.33,195.07,198.18,201.06,193.22,209.74,197.74,203.65,195.52,195.6,195.01,197.51,195.68,204.55,196.05,203.98,194.38,193.76,209.13,204.49,197.28,212.36,202.33,209.65,,24,965,33,23.68,
23.06.23 12:37:08,12.73,199.74,195.36,198.47,201.35,192.66,210.32,197.46,203.36,196.09,196.17,195.56,197.23,195.68,203.98,195.21,205.12,193.82,194.6,209.13,204.79,196.17,211.78,202.33,208.52,,24,965,33,23.69,
23.06.23 12:37:23,12.98,199.74,195.36,198.18,201.64,192.38,210.32,197.46,203.07,196.67,197.6,194.17,197.79,195.4,203.12,194.64,204.55,195.79,193.76,208.56,205.38,196.17,212.65,203.73,209.65,,24,965,33,23.73,
23.06.23 12:37:38,13.23,200.33,193.65,198.18,201.35,191.25,210.61,196.33,203.65,197.25,198.47,194.17,196.95,195.96,202.83,194.92,203.98,195.51,193.19,208.27,205.38,196.17,211.49,203.73,209.94,,24,965,33,23.73,
23.06.23 12:37:53,13.48,199.15,193.08,198.47,201.64,191.25,210.9,195.77,203.65,198.41,197.6,193.34,195.56,195.96,202.83,195.21,205.41,196.07,192.63,208.85,205.38,197.28,212.65,202.61,209.65,,24,965,33,23.76,
23.06.23 12:38:08,13.73,199.45,194.22,198.18,202.5,191.53,211.19,196.05,204.23,199.27,197.89,191.95,196.39,195.96,202.26,195.21,207.13,197.47,192.07,209.13,203.61,197,211.2,202.61,208.24,,24,965,33,23.78,
23.06.23 12:38:23,13.98,199.45,194.79,198.18,200.77,191.25,210.32,194.92,204.52,198.69,198.18,191.67,195.28,195.11,202.26,194.92,206.84,196.35,192.35,209.71,205.08,196.73,211.2,203.17,207.39,,24,965,33,23.78,
23.06.23 12:38:38,14.23,198.86,193.93,198.18,200.77,190.98,210.9,195.21,204.52,198.69,198.18,192.5,196.11,194.83,201.69,194.64,205.98,197.19,192.35,209.99,205.08,196.45,212.07,204.29,208.24,,24,965,33,23.8,
23.06.23 12:38:53,14.48,198.56,193.37,198.18,199.33,190.7,211.19,195.49,205.1,197.83,197.32,191.67,195.28,193.7,199.7,192.96,205.12,196.63,191.79,209.99,203.9,195.06,211.78,202.05,209.37,,24,965,33,23.82,
