Measurement Name :,Meas-641,,Generated On :,"21/06/2023, 12:21:02",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
21.06.23 12:01:12,5.05,91.99,258.08,290.22,305.59,99.11,235.58,289.35,222.49,123.71,245.1,286.31,215.6,204.77,260.19,286.31,274.23,186.59,259.77,282.84,253.45,220.46,241.36,284.58,271.24,,15,965,34,16.41,
21.06.23 12:01:27,5.3,92.34,257.24,288.92,307.37,99.11,234.75,288.92,222.89,123.71,245.1,286.31,213.19,204.77,260.19,286.31,274.23,185.42,259.77,282.84,253.45,219.65,240.95,284.58,270.38,,15,965,34,16.41,
21.06.23 12:01:42,5.55,92.7,255.55,289.35,305.59,98.75,234.34,289.79,220.86,123.35,243.02,285.88,213.59,203.57,259.35,285.44,273.38,184.64,259.35,282.41,253.03,220.46,240.95,283.71,269.96,,15,965,34,16.37,
21.06.23 12:01:57,5.8,92.34,254.71,289.35,305.59,99.11,233.93,288.92,220.86,122.98,241.78,285.44,210.37,203.57,259.77,285.44,273.38,185.03,258.5,281.12,253.03,219.65,240.53,283.71,269.53,,15,965,34,16.37,
21.06.23 12:02:12,6.05,92.34,253.87,288.48,305.59,97.68,233.11,288.05,220.05,122.98,242.61,284.58,213.99,202.78,258.5,283.28,272.95,183.85,257.66,281.12,253.03,219.24,239.29,282.41,269.53,,15,965,34,16.34,
21.06.23 12:02:27,6.3,91.99,253.03,288.48,305.15,97.68,232.7,287.61,220.86,123.35,241.78,284.14,210.37,202.78,258.5,284.58,272.52,183.46,258.08,281.12,253.45,219.65,238.05,282.41,269.1,,15,965,34,16.32,
21.06.23 12:02:42,6.55,90.93,252.62,287.61,305.15,98.04,233.11,287.61,221.67,121.88,241.36,284.14,210.37,202.38,258.5,284.14,272.52,182.68,257.66,279.82,252.2,218.43,238.47,282.41,269.1,,15,965,34,16.3,
21.06.23 12:02:57,6.8,90.93,253.45,287.61,304.27,97.68,232.7,287.18,224.93,122.25,241.36,283.28,207.57,201.19,258.5,283.71,271.67,182.29,257.24,280.68,252.2,218.03,238.47,282.41,269.1,,15,965,34,16.27,
21.06.23 12:03:12,7.05,90.93,252.62,288.48,304.71,98.39,232.7,286.31,227.78,123.35,242.19,283.71,204.37,200.39,258.5,282.84,272.52,181.52,257.66,280.25,252.2,217.62,238.47,281.98,269.53,,15,965,34,16.25,
21.06.23 12:03:27,7.3,91.63,252.62,287.61,304.71,99.11,231.88,286.74,231.06,121.15,241.36,283.28,200.39,200.39,258.92,283.28,271.67,180.35,257.66,280.25,251.78,216.81,238.47,281.55,269.1,,15,965,34,16.25,
21.06.23 12:03:42,7.55,91.28,252.2,287.61,304.71,98.75,231.47,286.74,232.7,122.25,241.36,283.28,200.79,200.39,259.35,283.28,272.09,180.35,256.82,279.82,251.36,215.2,238.47,281.98,269.1,,15,965,34,16.23,
21.06.23 12:03:57,7.8,90.93,252.2,287.18,305.15,98.75,231.06,286.31,231.06,123.35,241.36,282.84,198.41,199.6,259.77,282.84,271.67,179.96,256.82,279.82,250.52,215.2,237.64,281.12,269.1,,15,965,34,16.21,
21.06.23 12:04:12,8.05,90.57,252.62,286.31,303.38,99.46,230.65,285.01,229.42,122.61,241.36,282.84,196.43,198.8,259.77,281.98,271.67,179.18,256.4,279.39,250.1,215.2,237.23,281.12,268.25,,15,965,34,16.19,
21.06.23 12:04:27,8.3,90.57,252.62,286.74,303.38,99.46,230.24,285.88,226.15,122.98,240.95,281.55,195.24,200.79,259.77,282.41,271.24,179.18,255.97,279.39,250.1,214.8,237.23,280.68,268.25,,15,965,34,16.19,
21.06.23 12:04:42,8.55,89.86,251.78,285.88,304.27,99.46,229.01,285.01,225.34,121.88,240.53,281.98,195.24,199.99,259.35,281.12,270.81,179.18,255.97,278.96,249.27,215.2,237.23,279.82,269.1,,15,965,34,16.18,
21.06.23 12:04:57,8.8,90.57,251.36,286.31,302.94,100.54,229.01,284.58,226.15,121.52,240.12,281.55,194.06,199.99,259.77,281.12,269.96,178.79,255.13,278.53,248.85,215.6,236.4,279.39,268.68,,15,965,34,16.14,
21.06.23 12:05:12,9.05,89.51,251.36,285.01,302.94,101.25,228.6,284.14,222.08,120.42,240.12,280.25,192.48,199.2,259.77,281.12,269.53,177.63,254.71,278.53,248.01,215.2,235.99,279.39,268.25,,15,965,34,16.12,
21.06.23 12:05:28,9.32,88.8,250.1,285.01,301.62,101.97,227.78,283.71,217.62,119.69,238.47,280.68,189.34,198.8,258.5,281.12,269.1,177.24,254.29,277.67,247.6,214.8,234.75,278.96,267.4,,15,965,34,16.12,
21.06.23 12:05:43,9.57,88.8,250.1,285.01,302.94,103.76,227.78,283.71,217.62,118.23,238.88,281.12,190.12,198.41,259.77,280.25,269.96,177.24,255.13,278.1,247.18,215.6,235.17,278.53,267.83,,15,965,34,16.11,
21.06.23 12:05:58,9.82,87.74,248.85,284.58,301.62,103.4,227.38,283.28,215.6,118.6,239.29,280.68,190.51,198.41,259.35,280.68,269.53,176.47,254.71,277.24,246.76,216.01,235.17,278.96,268.25,,15,965,34,16.09,
21.06.23 12:06:13,10.07,87.39,248.85,285.01,302.06,104.48,226.56,282.84,214.39,117.87,239.29,281.12,187.37,198.01,258.92,281.12,269.53,176.08,254.71,277.67,246.35,216.81,234.75,278.96,268.25,,15,965,34,16.07,
21.06.23 12:06:28,10.32,86.33,247.18,284.58,301.62,103.76,225.74,282.84,217.62,116.41,237.64,280.25,183.46,196.82,258.5,280.68,269.1,176.08,253.87,277.24,245.93,216.01,233.93,278.53,267.83,,15,965,34,16.07,
21.06.23 12:06:43,10.57,85.98,248.01,284.14,302.06,104.84,226.56,283.71,213.99,116.77,237.23,279.39,184.64,198.41,259.35,279.82,268.68,175.69,253.87,277.24,245.93,218.43,234.75,278.53,267.4,,15,965,34,16.05,
21.06.23 12:06:58,10.82,85.98,248.43,284.58,300.74,105.56,224.93,282.41,210.37,116.05,237.23,279.82,186.98,197.22,258.92,279.39,268.25,175.3,253.87,276.81,244.27,218.03,233.93,278.1,267.4,,15,965,34,16.03,
21.06.23 12:07:13,11.07,87.04,248.43,285.01,301.18,105.92,224.93,283.28,208.77,115.68,237.23,278.96,184.64,197.22,258.08,278.96,268.68,174.92,253.87,276.81,245.1,218.43,233.52,277.67,266.55,,15,965,34,16.02,
21.06.23 12:07:28,11.32,87.39,248.85,284.58,302.5,106.64,225.74,283.28,210.77,116.77,238.47,280.25,179.57,198.41,258.5,279.82,269.1,175.3,253.87,276.81,245.1,217.62,233.11,278.1,266.97,,15,965,34,16.02,
21.06.23 12:07:43,11.57,87.04,248.43,285.44,302.06,106.28,224.11,282.41,208.37,116.05,239.29,279.39,180.35,198.8,258.08,279.39,267.83,174.53,253.45,275.95,244.68,217.62,232.7,277.67,266.97,,15,965,34,16.02,
21.06.23 12:07:58,11.82,87.74,247.18,285.01,302.5,106.64,224.52,282.41,207.57,116.05,240.95,279.82,179.57,198.41,258.5,279.39,269.1,174.14,253.45,275.52,244.68,218.43,231.88,277.24,266.97,,15,965,34,16.02,
21.06.23 12:08:13,12.07,87.39,246.35,284.58,302.5,107.36,224.11,281.55,208.77,116.41,240.95,278.53,177.63,198.41,258.08,277.67,268.68,174.53,253.45,275.95,244.27,218.03,230.65,276.81,267.4,,15,965,34,16,
21.06.23 12:08:28,12.32,87.04,246.35,283.71,301.62,107.36,223.3,281.12,209.97,115.68,240.12,279.39,175.69,198.01,257.66,278.1,268.25,174.53,253.03,275.95,245.51,216.81,229.83,276.81,266.12,,15,965,34,16,
21.06.23 12:08:43,12.57,85.63,245.51,283.71,301.62,105.2,223.3,281.98,209.17,116.05,239.29,278.53,178.79,197.22,258.08,278.53,268.68,174.53,252.62,274.66,245.51,216.81,229.83,276.81,266.12,,15,965,34,15.98,
21.06.23 12:08:58,12.82,84.92,245.1,282.41,300.3,104.84,222.89,281.55,206.37,115.68,238.47,277.24,178.4,197.62,257.66,277.67,267.83,173.76,252.62,274.23,244.68,216.41,229.83,275.95,265.27,,15,965,34,15.98,
21.06.23 12:09:13,13.07,85.28,244.68,282.84,300.3,104.48,223.3,281.12,209.17,115.32,237.64,278.53,179.57,196.82,256.82,276.81,267.4,173.76,252.62,274.66,245.1,216.41,229.83,276.38,266.12,,15,965,34,15.95,
21.06.23 12:09:28,13.32,84.92,244.27,282.41,300.74,104.48,221.67,281.12,210.37,114.96,238.05,277.24,180.35,197.62,257.24,276.81,267.4,173.76,252.2,274.66,245.51,214.8,229.01,275.95,265.27,,15,965,34,15.95,
21.06.23 12:09:43,13.57,83.87,244.27,282.41,299.86,104.12,221.67,281.12,213.19,114.96,237.23,277.67,181.13,196.03,256.82,277.24,266.97,174.14,251.78,273.81,244.68,214.8,229.83,275.52,265.27,,15,965,34,15.91,
21.06.23 12:09:58,13.82,83.87,243.44,281.55,299.86,103.76,221.67,280.68,213.99,116.05,239.29,277.67,182.29,197.22,256.82,276.38,266.97,173.76,251.78,273.81,245.1,214.39,229.42,275.52,265.27,,15,965,34,15.91,
21.06.23 12:10:13,14.07,83.52,243.02,282.41,300.3,103.76,220.46,280.25,215.6,116.05,239.71,277.24,183.85,197.62,256.82,276.81,267.4,173.76,251.36,273.38,244.68,214.39,229.42,275.52,264.85,,15,965,34,15.89,
21.06.23 12:10:28,14.32,83.17,242.19,281.98,300.3,104.84,220.86,280.25,216.81,116.41,240.53,277.24,183.46,198.01,256.82,275.52,267.4,174.14,251.78,273.38,244.68,213.99,229.01,275.52,265.7,,15,965,34,15.89,
21.06.23 12:10:43,14.57,79.31,238.05,279.82,298.54,102.69,218.43,278.53,215.6,113.14,237.64,275.52,182.68,195.24,253.87,274.66,266.12,170.67,249.27,271.24,244.68,210.77,225.74,272.95,264,,15,965,34,15.89,
21.06.23 12:10:58,14.82,81.76,241.78,281.12,300.3,107,220.46,279.82,218.84,116.77,239.29,275.95,184.24,198.01,255.97,275.95,267.83,173.37,252.62,272.95,245.93,213.99,228.6,275.09,266.55,,15,965,34,15.87,
21.06.23 12:11:13,15.07,82.11,240.95,281.55,299.42,106.28,219.65,279.82,218.03,116.41,238.05,275.95,182.29,197.62,255.55,275.09,266.97,173.37,252.2,272.52,245.93,213.99,227.78,274.66,265.7,,15,965,34,15.87,
21.06.23 12:11:28,15.32,81.76,240.53,281.12,299.42,105.56,219.65,280.25,219.24,116.41,237.64,276.38,181.52,197.22,255.97,275.95,266.97,173.76,252.2,272.52,245.51,214.8,226.97,274.66,266.12,,15,965,34,15.86,
21.06.23 12:11:43,15.57,81.41,240.53,280.68,297.66,105.56,219.65,280.25,220.46,117.14,237.23,275.52,181.13,196.82,255.55,275.09,267.4,172.6,252.2,272.95,244.68,214.39,226.15,274.66,266.12,,15,965,34,15.86,
21.06.23 12:11:58,15.82,77.91,237.23,278.1,295.9,101.97,216.41,277.24,219.65,114.59,234.75,274.66,178.79,194.45,252.2,272.52,264.85,169.52,249.69,269.53,242.61,212.38,222.49,272.09,263.58,,15,965,34,15.84,
21.06.23 12:12:13,16.07,81.41,240.53,279.82,299.86,105.2,218.03,280.25,217.62,118.23,236.4,275.52,179.57,197.22,255.13,274.66,266.97,172.21,252.62,272.09,243.44,214.8,225.74,273.81,265.7,,15,965,34,15.82,
21.06.23 12:12:28,16.32,81.06,239.71,280.25,296.78,104.48,218.43,279.39,219.65,117.5,235.58,274.66,178.4,197.62,255.13,274.23,265.7,172.21,252.62,271.67,242.19,214.39,224.11,274.23,264.85,,15,965,34,15.8,
21.06.23 12:12:43,16.57,81.76,240.12,279.82,297.66,104.84,217.62,278.96,220.46,118.23,235.17,275.09,179.57,198.01,254.71,274.66,266.55,172.21,253.45,271.67,243.44,213.99,224.52,273.81,265.27,,15,965,34,15.8,
21.06.23 12:12:58,16.82,82.11,240.95,280.68,298.1,105.56,218.43,279.39,221.27,119.69,234.75,275.95,180.35,199.6,254.71,275.09,267.4,172.6,253.87,272.09,243.44,213.59,224.52,273.81,266.12,,15,965,34,15.8,
21.06.23 12:13:13,17.07,81.41,240.53,279.82,297.66,106.28,216.81,279.39,221.27,120.42,234.34,274.66,182.29,199.99,253.87,274.23,266.97,172.21,254.29,271.24,243.85,213.99,223.3,273.81,266.12,,15,965,34,15.8,
21.06.23 12:13:28,17.32,81.76,240.53,280.25,297.66,108.08,216.81,279.82,219.24,120.79,233.52,275.09,182.29,199.99,253.87,275.09,266.97,172.21,253.87,271.24,242.19,213.59,222.89,273.81,266.55,,15,965,34,15.77,
21.06.23 12:13:43,17.57,81.76,240.53,279.82,297.66,107.36,217.22,277.67,218.43,120.79,233.93,274.66,181.13,199.6,253.45,274.23,266.97,171.83,253.87,271.24,242.19,213.99,222.08,272.95,266.12,,15,965,34,15.77,
21.06.23 12:13:58,17.82,81.76,240.95,279.82,297.22,107.36,216.81,278.1,218.03,121.52,233.11,274.23,183.46,200.79,253.87,274.23,266.97,171.06,253.87,271.24,243.02,212.78,222.08,273.38,266.12,,15,965,34,15.77,
21.06.23 12:14:13,18.07,81.41,240.12,278.96,297.66,106.28,216.41,278.53,220.05,121.52,231.88,274.23,181.52,199.99,253.45,272.95,266.55,169.52,254.29,270.81,242.19,212.38,221.27,272.52,266.12,,15,965,34,15.73,
21.06.23 12:14:28,18.32,81.41,240.12,279.39,298.1,105.56,216.81,278.53,222.08,122.61,232.29,273.81,179.18,201.58,253.45,273.38,266.97,171.06,253.87,271.24,242.19,212.38,221.27,272.95,265.7,,15,965,34,15.73,
21.06.23 12:14:43,18.57,81.06,239.29,279.39,297.66,105.2,215.6,278.1,223.71,122.98,231.47,273.81,182.68,200.79,253.03,273.81,266.55,171.06,254.29,270.81,242.19,211.98,220.86,273.38,264.85,,15,965,34,15.73,
21.06.23 12:14:58,18.82,81.76,239.29,278.1,295.9,105.56,215.6,278.53,222.89,122.61,232.29,274.23,184.64,201.58,253.03,272.95,266.97,171.44,254.29,270.38,241.78,211.17,220.05,272.95,266.12,,15,965,34,15.71,
21.06.23 12:15:13,19.07,81.41,238.88,278.53,296.34,105.56,216.41,277.67,222.08,124.08,231.06,273.38,185.03,201.58,253.03,272.95,266.55,171.06,254.29,270.81,241.78,210.77,220.05,273.38,264,,15,965,34,15.71,
21.06.23 12:15:28,19.32,77.91,236.4,276.38,295.03,101.61,212.78,275.52,220.46,121.88,230.65,272.09,181.52,199.6,250.94,272.09,264.42,168.37,250.94,267.83,240.53,207.17,217.22,270.38,261.88,,15,965,34,15.71,
21.06.23 12:15:43,19.57,80.71,238.88,278.96,297.66,102.33,216.01,278.1,219.24,125.92,232.7,273.38,187.37,203.97,253.03,273.38,266.55,170.67,253.87,270.81,241.78,209.57,219.65,272.09,263.15,,15,965,34,15.7,
21.06.23 12:15:58,19.82,80.71,238.47,278.53,296.78,101.61,215.6,277.67,216.41,126.28,232.7,272.95,187.37,205.17,253.03,273.38,266.12,170.29,253.03,270.38,241.36,210.37,219.24,272.52,262.73,,15,965,34,15.71,
21.06.23 12:16:13,20.07,82.82,239.71,278.96,296.78,101.97,215.6,277.24,214.8,128.12,232.7,272.95,188.55,205.17,253.45,273.81,266.55,171.06,253.03,271.24,241.78,210.37,218.43,272.52,262.31,,15,965,34,15.7,
21.06.23 12:16:28,20.32,82.46,238.88,278.53,296.34,101.61,215.2,278.1,216.41,128.12,231.47,273.38,191.69,205.57,252.2,273.38,266.12,169.52,253.03,269.96,241.36,211.58,217.62,272.52,262.31,,15,965,34,15.69,
21.06.23 12:16:43,20.57,83.17,238.88,278.53,296.34,101.25,214.8,277.67,215.6,128.49,230.24,272.95,191.69,205.97,252.2,272.95,266.12,169.13,252.2,269.96,241.78,211.17,217.22,272.09,262.73,,15,965,34,15.68,
21.06.23 12:16:58,20.82,80.01,236.4,275.95,295.03,96.97,211.17,274.66,212.38,125.18,227.38,270.81,187.37,203.97,249.27,270.81,263.58,165.68,249.69,267.83,240.53,207.97,213.99,270.38,261.46,,15,965,34,15.66,
21.06.23 12:17:13,21.07,83.52,239.71,277.67,297.22,99.46,214.39,276.81,213.19,129.23,229.42,272.95,189.34,206.77,251.78,273.38,266.12,169.13,253.03,269.53,242.19,209.57,217.22,272.09,263.58,,15,965,34,15.68,
21.06.23 12:17:28,21.32,83.17,239.29,278.1,296.78,98.75,215.2,278.1,218.84,129.23,228.19,273.38,190.12,207.57,252.62,272.95,266.55,168.37,252.2,270.38,243.02,209.57,217.22,272.09,264.42,,15,965,34,15.66,
21.06.23 12:17:43,21.57,83.87,240.12,277.67,296.34,97.68,214.8,277.67,222.89,129.6,227.38,272.52,191.3,207.17,252.62,272.95,266.12,168.37,252.2,270.81,242.61,209.57,216.81,272.09,264,,15,965,34,15.64,
21.06.23 12:17:58,21.82,83.17,238.88,277.67,295.03,97.68,214.39,276.81,223.3,130.34,225.74,272.09,189.73,207.97,252.2,272.52,266.55,167.98,250.94,269.53,242.61,209.17,216.41,271.24,263.15,,15,965,34,15.64,
21.06.23 12:18:13,22.07,82.82,238.88,275.95,295.03,97.32,213.19,277.24,222.49,130.7,225.34,272.09,190.51,207.57,252.2,272.52,266.55,167.21,251.36,269.53,242.61,208.37,216.41,271.67,261.88,,15,965,34,15.64,
21.06.23 12:18:28,22.32,83.17,240.12,277.24,295.9,95.54,213.19,277.24,224.52,131.07,225.74,272.52,192.48,207.97,251.78,272.52,266.55,166.83,250.94,269.53,242.19,209.17,216.81,271.67,261.04,,15,965,34,15.64,
21.06.23 12:18:43,22.57,83.17,240.53,277.24,295.03,94.47,213.19,276.38,225.74,131.44,224.52,271.67,193.66,207.97,252.2,272.09,266.55,166.83,250.94,269.53,241.78,209.17,216.81,272.09,260.61,,15,965,34,15.62,
21.06.23 12:18:58,22.82,81.76,239.29,277.67,295.03,93.76,212.78,275.95,229.01,131.81,224.11,272.09,191.69,208.37,252.2,272.09,265.7,166.06,250.52,269.53,241.36,208.77,216.01,270.81,261.04,,15,965,34,15.62,
21.06.23 12:19:13,23.07,81.06,238.47,277.24,294.15,94.12,212.78,275.52,227.38,132.18,225.34,272.52,191.69,208.37,252.2,272.09,266.97,165.68,250.1,269.96,240.95,209.17,216.41,271.67,260.61,,15,965,34,15.62,
21.06.23 12:19:28,23.32,81.41,238.05,277.67,295.9,95.19,211.98,276.81,226.97,132.92,227.38,272.52,190.12,208.77,252.2,272.95,266.97,165.68,250.94,269.96,241.36,209.17,216.01,271.67,261.04,,15,965,34,15.61,
21.06.23 12:19:43,23.57,81.06,238.47,276.81,295.9,93.76,210.77,276.81,229.01,133.29,226.15,272.52,189.73,209.57,251.78,272.09,266.55,164.91,250.1,269.53,240.53,208.37,216.01,271.24,261.46,,15,965,34,15.61,
21.06.23 12:19:59,23.83,81.41,238.47,277.24,295.47,94.12,210.37,275.09,224.93,134.03,226.15,272.09,186.98,209.57,250.52,272.52,266.55,164.15,250.1,269.1,239.71,209.17,216.01,271.24,261.46,,15,965,34,15.61,
