Measurement Name :,20230623_SDR710_Run04_Plate08_TPC,,Generated On :,"23/06/2023, 11:27:53",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 11:09:48,1.28,291.49,290.04,315.89,280.38,314.58,280.24,297.47,284.31,315.01,306.75,296.19,286.51,310.3,280.91,273.79,264.79,304.18,278.03,283.67,264.86,307.59,259.22,281.54,288.29,,10,965,33,15.02,
23.06.23 11:10:03,1.53,287.55,284.62,312.05,276.17,311.29,274.58,292.64,282.76,306.07,300.46,293.07,282.66,307.08,274.55,270.1,264.04,297.49,274.99,278.36,264.86,307.98,254.39,276.93,282.82,,10,965,33,15.09,
23.06.23 11:10:18,1.78,281.68,279.23,309.07,271.59,306.39,270.46,289.43,277.74,307.29,298.51,288.04,279.59,305.07,274.55,268.26,258.05,298.66,270.83,277.6,263.74,303.3,254.39,274.64,278.16,,10,965,33,15.15,
23.06.23 11:10:33,2.03,279.73,277.32,306.11,269.31,302.32,265.61,286.64,274.28,300.84,296.94,286.11,274.25,305.07,269.72,263.5,256.19,297.49,264.45,274.59,254.13,303.3,247.76,271.21,277,,10,965,33,15.18,
23.06.23 11:10:48,2.28,275.85,273.12,303.57,265.15,301.51,263.75,283.06,270.83,300.03,290.73,284.95,271.97,303.06,266.02,256.59,249.15,287.34,263.7,266.72,257.81,303.3,242.63,275.79,259.77,,10,965,33,15.18,
23.06.23 11:11:03,2.53,272.37,271.59,303.57,263.65,297.06,263.75,281.07,268.92,296.03,284.56,279.2,268.56,299.46,263.08,258.77,248.78,288.51,260.34,268.96,249,300.96,237.91,266.29,271.99,,10,965,33,15.18,
23.06.23 11:11:18,2.78,269.68,270.83,301.47,261.76,293.04,258.94,278.7,266.64,293.24,283.79,278.05,264.04,296.28,261.61,256.23,245.09,283.86,263.7,265.61,251.56,303.3,244.46,261.76,268.92,,10,965,33,15.16,
23.06.23 11:11:33,3.03,267.37,266.66,301.47,260.26,292.64,258.94,275.94,263.23,287.68,279.57,276.91,261.42,296.68,259.41,253.34,242.89,284.25,258.48,262.26,253.03,291.69,236.46,264.4,268.92,,10,965,33,15.15,
23.06.23 11:11:48,3.28,264.69,264.4,297.69,257.64,289.83,256.37,274.36,262.47,286.5,279.19,272.73,261.42,293.9,259.04,251.9,240.7,284.25,255.89,260.78,242.46,289.39,231.4,252.79,259.01,,10,965,33,15.14,
23.06.23 11:12:03,3.53,263.93,264.4,296.01,257.27,290.23,253.43,272.4,260.58,287.29,274.62,270.08,259.92,284.83,259.41,250.1,240.33,280.39,252.56,259.3,242.82,291.31,234.65,261.39,259.77,,10,965,33,15.11,
23.06.23 11:12:18,3.78,263.17,262.52,294.34,255.03,287.03,252.33,270.05,257.94,284.13,272.35,266.3,257.31,286.8,255.03,247.23,237.78,281.55,252.56,252.68,241.73,295.93,229.6,258.39,263.57,,10,965,33,15.09,
23.06.23 11:12:33,4.03,262.02,261.39,293.92,253.91,286.64,250.5,267.71,257.19,282.16,269.7,266.68,255.44,285.23,254.3,245.45,235.96,273.12,252.93,251.22,243.18,291.31,228.17,252.79,266.24,,10,965,33,15.06,
23.06.23 11:12:48,4.28,260.5,258.01,290.17,252.79,288.23,250.14,269.27,254.94,277.85,267.44,265.18,252.84,280.14,251.76,243.31,233.42,274.26,248.51,254.88,240.29,295.93,233.2,250.57,257.88,,10,965,33,15.02,
23.06.23 11:13:03,4.53,259.36,257.64,290.59,252.42,289.43,246.86,264.2,256.44,278.24,264.43,266.3,252.47,277.8,249.59,240.82,231.97,269.31,247.05,250.48,236.68,293.23,228.17,245.76,267,,10,965,33,15,
23.06.23 11:13:18,4.78,258.6,256.52,290.17,250.94,291.43,246.5,265.37,253.44,277.06,263.3,262.55,252.84,278.19,247.42,240.46,230.89,269.31,246.31,253.41,242.1,293.62,231.4,248.71,261.29,,10,965,33,14.97,
23.06.23 11:13:33,5.03,258.22,256.52,287.68,251.68,290.23,246.5,263.42,253.44,278.63,262.93,260.68,250.99,278.19,248.14,240.11,230.53,267.04,247.78,250.12,239.57,290.93,224.95,240.98,262.05,,10,965,33,14.93,
23.06.23 11:13:48,5.28,255.19,254.65,285.61,250.19,288.23,243.96,263.04,253.81,275.11,261.06,260.68,248.41,278.19,245.26,240.11,230.53,259.88,245.58,246.47,236.68,291.31,221.74,243.18,259.39,,10,965,33,14.9,
23.06.23 11:14:04,5.55,255.57,254.28,284.37,249.08,287.83,244.32,261.49,253.06,274.72,261.06,261.05,248.78,275.09,243.46,236.57,228.01,261,241.21,247.93,232.38,295.93,226.38,238.05,263.19,,10,965,33,14.88,
23.06.23 11:14:19,5.8,254.43,253.16,284.37,248.71,286.64,242.87,258.39,252.31,276.28,260.31,257.32,245.09,274.31,243.46,237.28,228.37,259.88,239.75,245.38,238.48,293.62,221.39,248.71,262.05,,10,965,33,14.86,
23.06.23 11:14:34,6.05,253.68,251.68,283.13,246.86,285.84,241.43,256.85,252.31,272.39,256.59,256.2,245.46,272.38,240.6,232.7,226.21,264.39,240.48,243.93,233.81,290.93,221.39,242.08,259.77,,10,965,33,14.81,
23.06.23 11:14:49,6.3,254.81,250.57,280.66,247.6,286.64,239.26,255.31,250.82,273.55,255.1,255.46,246.57,272.76,240.96,234.1,226.57,256.13,239.02,245.75,235.25,295.93,216.78,238.42,260.15,,10,965,33,14.79,
23.06.23 11:15:04,6.55,252.92,249.82,280.66,247.23,284.25,238.9,255.69,249.7,268.89,253.99,257.32,246.93,266.22,241.31,235.51,222.27,259.88,238.3,246.11,232.02,286.33,216.78,242.08,269.3,,10,965,33,14.77,
23.06.23 11:15:19,6.8,253.3,248.71,278.6,248.34,281.47,239.98,254.54,250.45,267.73,251.4,253.6,245.46,266.6,241.31,233.4,222.63,257.25,235.04,245.02,229.16,286.33,215.01,248.71,268.53,,10,965,33,14.72,
23.06.23 11:15:34,7.05,252.92,249.82,278.19,250.57,282.26,237.82,252.62,250.82,270.06,253.99,252.12,247.3,263.15,239.17,233.4,221.91,255.01,236.13,242.12,235.96,288.63,218.19,246.86,265.86,,10,965,33,14.7,
23.06.23 11:15:49,7.3,250.66,248.71,277.78,250.57,279.88,236.39,253.39,250.08,268.51,251.4,253.6,245.09,265.07,236.32,233.75,218.7,257.25,238.3,239.23,233.81,288.63,224.59,243.92,259.01,,10,965,33,14.68,
23.06.23 11:16:04,7.55,250.66,246.5,275.73,248.71,279.49,235.67,253.77,248.59,274.72,252.51,252.49,241.43,266.6,236.32,229.89,221.2,256.13,236.85,239.59,234.17,272.33,215.01,248.71,267,,10,965,33,14.64,
23.06.23 11:16:19,7.8,248.41,247.97,275.73,247.23,276.73,236.75,253,250.45,270.44,252.14,251.38,243.99,267.75,234.9,230.94,218.7,258.38,236.13,239.96,233.45,278.74,216.78,262.52,260.53,,10,965,33,14.63,
23.06.23 11:16:34,8.05,247.66,247.6,272.87,245.02,278.7,234.95,253,248.59,269.67,251.4,253.23,239.6,265.07,236.32,229.19,220.13,255.01,237.57,241.04,234.17,281.39,216.78,267.42,263.57,,10,965,33,14.59,
23.06.23 11:16:49,8.3,246.16,247.6,272.06,243.18,276.33,234.95,253,248.21,270.06,249.55,249.9,240.7,262.77,234.54,230.24,217.99,254.64,235.77,239.59,232.74,269.34,208.33,270.07,254.86,,10,965,33,14.57,
23.06.23 11:17:04,8.55,246.54,245.76,272.87,243.18,276.73,236.03,253,248.21,268.89,251.77,252.86,243.26,262.77,231.71,228.84,218.7,252.4,233.6,237.43,233.09,283.67,217.84,264.78,267.77,,10,965,33,14.54,
23.06.23 11:17:19,8.8,244.67,245.76,272.06,242.08,273.97,234.6,252.24,248.21,267.73,251.03,251.01,240.33,263.92,231,229.19,216.22,251.29,232.88,237.79,235.96,279.11,213.25,261.39,268.92,,10,965,33,14.48,
23.06.23 11:17:34,9.05,243.18,246.5,270.43,241.71,274.76,231.74,253,247.84,269.67,249.55,250.27,241.06,263.53,233.12,226.05,218.35,249.8,237.21,242.85,229.88,274.21,213.25,262.14,265.47,,10,965,33,14.47,
23.06.23 11:17:49,9.3,243.55,246.13,271.24,241.35,275.15,233.88,253.77,247.1,269.28,248.82,247.69,239.97,262.39,234.9,227.44,217.28,250.92,238.66,237.79,235.25,281.01,212.9,268.56,271.99,,10,965,33,14.45,
23.06.23 11:18:04,9.55,243.55,245.76,268.8,240.98,273.58,232.81,253.77,245.98,268.51,246.24,246.59,239.24,265.07,230.65,226.75,217.28,248.32,234.68,240.32,235.25,271.58,217.84,257.64,268.15,,10,965,33,14.4,
23.06.23 11:18:19,9.8,243.18,246.13,269.21,240.61,273.19,233.88,255.31,247.1,270.06,248.45,245.85,238.87,262.77,230.29,225.7,216.57,250.92,236.49,238.51,235.25,276.47,216.42,262.14,262.43,,10,965,33,14.38,
23.06.23 11:18:34,10.05,242.8,245.39,269.61,241.35,273.19,234.24,252.24,245.61,270.06,247.71,245.85,237.78,261.62,233.12,226.75,215.86,246.1,235.04,237.07,238.48,276.47,217.84,266.29,268.53,,10,965,33,14.36,
23.06.23 11:18:49,10.3,242.43,246.86,268.39,239.88,270.05,233.16,254.16,245.98,267.73,247.35,244.39,238.14,266.22,231,227.79,214.09,251.29,235.04,238.51,236.68,269.71,211.84,267.8,270.45,,10,965,33,14.34,
23.06.23 11:19:04,10.55,243.18,246.86,267.18,240.25,270.05,233.16,253.39,245.98,265.42,249.92,243.65,238.14,261.62,232.06,225.35,212.32,247.21,233.24,239.23,236.68,276.47,210.09,259.89,271.22,,10,965,33,14.31,
23.06.23 11:19:19,10.8,243.18,245.76,266.77,240.98,268.1,234.24,253.39,244.5,262.34,249.19,243.65,237.05,258.58,227.48,227.79,212.32,249.43,232.88,237.79,233.09,268.96,212.9,257.64,263.19,,10,965,33,14.27,
23.06.23 11:19:34,11.05,240.94,246.86,266.36,239.88,268.88,232.45,253.39,245.24,264.26,252.51,241.46,237.05,259.34,229.24,222.92,213.38,243.52,232.88,234.56,234.53,273.83,216.07,261.01,266.24,,10,965,33,14.25,
23.06.23 11:19:49,11.3,242.06,246.86,265.96,239.51,267.32,231.74,253.39,243.76,264.26,251.4,241.46,238.51,259.72,230.29,226.05,214.8,245,231.08,236,232.74,267.1,203.8,247.23,280.48,,10,965,33,14.22,
23.06.23 11:20:04,11.55,243.18,246.5,266.36,239.88,268.1,232.45,253,244.87,264.26,250.66,242.55,238.51,265.45,228.18,227.44,213.38,247.58,228.21,232.06,236.32,267.1,210.09,249.45,272.37,,10,965,33,14.2,
23.06.23 11:20:19,11.8,241.69,246.86,266.77,239.51,266.15,231.02,253.39,244.13,261.95,246.98,238.18,236.33,263.15,229.24,227.09,211.62,245,231.8,234.2,233.45,267.1,211.49,240.61,265.47,,10,965,33,14.18,
23.06.23 11:20:34,12.05,240.94,246.13,265.55,239.51,264.59,232.09,250.7,243.76,260.42,248.45,242.19,235.96,262,227.12,223.27,213.03,249.43,230,233.13,232.74,276.09,211.14,234.77,264.71,,10,965,33,14.15,
23.06.23 11:20:49,12.3,241.69,246.86,264.34,239.15,264.59,232.45,252.24,241.17,258.5,249.19,239.63,237.78,260.1,227.83,223.61,213.74,249.43,230.72,231.34,235.25,268.96,209.74,236.96,262.81,,10,965,33,14.14,
23.06.23 11:21:04,12.55,241.31,247.6,265.15,239.88,264.59,231.74,249.18,243.02,257.36,248.82,240,238.87,257.81,227.12,225.35,212.32,249.43,230,236,237.4,271.58,206.59,237.69,262.05,,10,965,33,14.09,
23.06.23 11:21:19,12.8,240.94,247.6,265.55,239.88,264.2,230.31,249.56,244.13,258.5,248.82,240.36,240.7,255.16,229.94,223.27,213.38,249.8,227.85,234.92,233.09,260.04,210.09,240.61,265.47,,10,965,33,14.07,
23.06.23 11:21:34,13.05,240.57,246.5,263.13,239.15,263.04,231.38,249.94,243.02,258.5,245.14,238.18,240.7,254.78,228.18,223.61,211.97,246.84,225.35,233.49,232.74,259.67,209.74,236.59,259.77,,10,965,33,14.06,
23.06.23 11:21:49,13.3,241.69,247.23,262.72,239.88,262.26,232.81,248.79,242.65,258.5,245.88,240.36,235.6,253.27,226.42,224.31,211.26,247.21,225.71,230.99,229.88,267.1,213.25,227.52,257.88,,10,965,33,14.02,
23.06.23 11:22:04,13.55,239.83,248.71,263.13,240.61,261.49,231.38,247.27,244.13,257.74,243.31,238.9,237.42,262,226.42,227.79,215.15,248.32,223.57,233.49,232.02,259.67,211.49,227.16,254.86,,10,965,33,14.02,
23.06.23 11:22:19,13.8,241.31,247.6,262.72,240.98,260.71,231.74,245.36,242.65,256.21,243.31,236.72,234.87,258.96,221.87,224.66,213.74,250.55,222.86,233.49,227.38,266.72,209.74,220.34,263.95,,10,965,33,14,
23.06.23 11:22:34,14.05,240.57,248.34,262.32,239.88,260.32,230.67,244.6,244.13,256.97,246.24,236,232.34,260.86,226.77,226.05,212.67,244.63,227.49,233.13,228.1,257.09,207.98,228.24,271.99,,10,965,33,13.95,
23.06.23 11:22:49,14.3,240.57,248.34,262.72,241.71,261.49,231.38,243.46,243.76,257.74,245.88,238.54,230.53,262,223.61,224.31,214.44,250.55,226.42,230.27,228.81,264.49,208.33,235.13,279.71,,10,965,33,13.93,
23.06.23 11:23:04,14.55,239.83,247.97,262.32,239.88,258.01,232.09,242.33,243.02,256.21,243.68,234.54,230.53,260.86,223.96,219.11,213.03,244.63,224.28,229.2,224.54,261.89,209.39,243.55,277.77,,10,965,33,13.9,
23.06.23 11:23:19,14.8,242.06,248.34,261.92,240.61,259.16,228.89,244.22,243.39,256.21,244.04,235.63,231.61,260.1,223.26,219.8,211.97,245.73,226.78,230.27,220.65,259.67,206.59,219.62,268.92,,10,965,33,13.89,
