Measurement Name :,20230623_SDR710_Run07_Plate14_TPC,,Generated On :,"23/06/2023, 15:39:08",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
23.06.23 15:21:23,0.03,180.88,180.96,181.81,176.84,170,191.51,189.86,189.33,192.95,197.57,187.15,192.08,198.63,190.97,193.49,198.27,194.28,203.89,189.87,188.73,192.82,195.76,184.69,188.25,,28,965,33,27.08,
23.06.23 15:21:38,0.28,181.67,182.53,183.11,177.86,170,190.43,189.59,189.33,193.81,200.63,187.97,192.08,198.91,192.35,195.18,198.27,193.73,201.47,190.42,190.13,193.09,200.59,189.32,189.88,,28,965,33,26.96,
23.06.23 15:21:53,0.53,181.93,182.27,183.37,177.35,171.56,189.63,190.14,189.88,195.23,200.91,188.24,192.08,199.74,192.07,194.62,197.98,192.9,201.77,191.79,190.13,190.17,201.2,185.24,187.98,,28,965,33,26.89,
23.06.23 15:22:08,0.78,183.78,181.75,183.63,177.86,171.56,190.97,189.59,189.33,194.94,200.63,188.78,192.64,198.91,193.18,195.75,199.45,193.45,201.47,189.6,190.97,192.82,198.78,185.78,185,,28,965,33,26.84,
23.06.23 15:22:23,1.03,184.31,183.58,184.15,178.11,172.09,190.97,190.14,189.6,195.23,199.79,189.33,192.92,198.36,194.29,194.62,199.45,194.84,202.37,192.06,189.01,191.5,202.41,187.69,192.88,,28,965,33,26.81,
23.06.23 15:22:38,1.28,184.58,182.53,183.89,178.37,172.35,192.31,190.41,189.88,194.94,198.96,189.87,192.92,197.53,194.01,195.18,200.63,194.84,199.05,192.06,190.13,189.91,203.32,187.14,191.51,,28,965,33,26.78,
23.06.23 15:22:53,1.53,185.11,181.22,183.89,178.11,171.56,190.97,189.86,189.88,196.09,200.63,189.06,193.76,197.81,193.18,194.06,199.75,194.84,201.47,191.52,189.57,195.49,204.24,195.37,189.06,,28,965,33,26.75,
23.06.23 15:23:09,1.8,185.11,182.53,184.15,178.37,171.83,191.24,189.59,189.6,195.23,200.63,189.06,193.2,197.26,193.18,195.18,200.04,195.67,202.37,193.71,191.81,195.75,199.99,190.97,195.9,,28,965,33,26.74,
23.06.23 15:23:24,2.05,185.11,182.27,184.15,178.11,171.56,189.89,189.86,189.88,196.66,201.19,189.87,192.64,198.36,192.35,194.06,198.57,197.06,202.98,194.27,190.69,188.33,205.46,186.87,192.88,,28,965,33,26.73,
23.06.23 15:23:39,2.3,184.84,180.7,184.41,178.11,172.35,189.63,192.35,190.69,196.66,202.86,189.33,192.36,199.46,192.07,195.46,200.63,197.61,201.77,193.71,191.53,192.82,201.2,190.42,192.33,,28,965,33,26.73,
23.06.23 15:23:54,2.55,184.05,181.22,184.15,178.11,170.78,192.31,192.63,191.51,196.66,202.3,190.15,193.2,198.36,194.01,195.46,200.93,194.28,201.47,192.89,190.13,188.06,201.2,187.69,189.33,,28,965,33,26.71,
23.06.23 15:24:09,2.8,183.25,180.7,183.89,178.11,172.09,193.66,192.08,192.34,195.51,201.19,189.6,191.52,197.53,194.01,194.9,199.75,196.5,202.37,192.89,188.73,195.75,201.2,190.42,189.33,,28,965,33,26.71,
23.06.23 15:24:24,3.05,183.78,180.44,183.63,178.11,172.35,192.85,191.52,190.97,196.09,200.63,189.6,190.69,198.91,193.73,194.34,200.34,192.62,202.68,193.44,190.97,194.15,197.87,189.32,187.98,,28,965,33,26.71,
23.06.23 15:24:39,3.3,183.25,180.18,183.63,178.11,172.35,192.85,190.97,190.69,196.94,201.19,190.42,190.97,199.46,192.63,194.62,200.04,196.5,205.71,193.44,192.65,191.5,203.32,189.32,189.88,,28,965,33,26.7,
23.06.23 15:24:54,3.55,182.72,179.66,183.89,178.37,172.35,190.97,190.41,189.88,196.94,200.07,189.87,190.41,199.46,195.12,194.9,199.16,197.06,202.37,193.71,190.13,191.5,202.41,187.14,192.61,,28,965,33,26.7,
23.06.23 15:25:09,3.8,182.46,179.92,183.63,177.6,171.83,189.63,189.59,190.69,196.09,200.63,189.87,189.3,198.36,193.18,193.77,197.39,195.67,203.59,193.99,189.85,192.82,195.46,189.05,195.9,,28,965,33,26.71,
23.06.23 15:25:24,4.05,181.67,179.4,182.59,177.1,171.04,186.95,187.93,190.15,195.51,199.52,189.33,188.47,197.53,192.35,194.62,196.81,197.33,203.89,193.44,189.01,194.15,197.57,190.42,185,,28,965,33,26.67,
23.06.23 15:25:39,4.3,182.72,179.14,182.85,176.59,171.04,188.02,189.31,189.6,196.09,200.07,189.6,186.53,195.61,193.46,193.49,196.81,195.39,202.37,194.27,186.77,194.15,197.57,189.05,196.17,,28,965,33,26.7,
23.06.23 15:25:54,4.55,181.93,179.4,182.59,176.84,170.78,188.29,188.76,189.33,196.09,197.02,189.6,187.91,194.79,193.18,192.65,198.27,193.45,203.59,192.61,185.94,195.49,199.38,187.96,191.24,,28,965,33,26.69,
23.06.23 15:26:09,4.8,180.88,178.62,181.55,176.34,170.26,188.02,188.48,190.15,195.51,197.85,188.78,187.08,195.88,192.63,193.21,200.04,192.9,202.37,193.16,185.38,196.55,198.47,204,191.51,,28,965,33,26.7,
23.06.23 15:26:24,5.05,180.88,178.88,181.81,176.34,170.78,186.42,188.21,188.51,194.94,200.07,188.78,188.75,194.24,192.63,193.21,199.45,191.79,201.16,192.34,185.94,190.97,196.36,200.09,193.7,,28,965,33,26.69,
23.06.23 15:26:39,5.3,180.88,178.36,181.81,176.08,170.26,185.88,189.31,188.51,195.51,198.41,187.97,187.91,192.87,191.8,192.93,199.16,189.32,203.89,194.27,185.66,198.16,198.47,201.2,193.7,,28,965,33,26.69,
23.06.23 15:26:54,5.55,180.09,177.32,181.04,175.83,169.74,184.29,187.66,187.7,194.66,198.41,188.78,187.36,193.15,191.52,192.37,198.27,192.35,203.28,195.37,187.05,196.82,196.66,204,195.35,,28,965,33,26.67,
23.06.23 15:27:09,5.8,179.57,176.8,180.78,175.32,169.22,182.16,187.93,187.16,194.66,196.19,188.51,187.08,192.33,191.24,192.09,197.1,192.07,201.77,195.64,185.66,193.35,197.27,197.59,195.07,,28,965,33,26.69,
23.06.23 15:27:24,6.05,178.78,176.55,180.78,175.32,168.7,182.69,189.03,187.97,195.23,196.47,188.78,186.53,191.51,190.97,192.09,197.39,192.9,203.28,193.16,187.05,197.62,196.06,200.65,187.7,,28,965,33,26.67,
23.06.23 15:27:39,6.3,179.3,176.29,180.26,175.32,168.7,183.49,187.93,188.24,193.81,195.64,187.7,185.43,190.97,190.69,191.53,196.81,192.62,204.19,195.37,185.66,199.23,193.96,195.93,192.33,,28,965,33,26.67,
23.06.23 15:27:54,6.55,178.52,176.29,180.52,175.32,169.48,183.75,186.83,186.34,193.81,196.47,187.7,184.05,194.24,191.24,191.25,197.39,194.56,203.28,194.27,185.38,193.62,197.27,195.65,198.65,,28,965,33,26.67,
23.06.23 15:28:09,6.8,178.26,176.03,179.74,175.07,168.96,184.02,185.46,185.8,194.37,197.02,187.7,184.33,193.97,189.59,190.97,195.34,192.9,200.56,193.44,187.61,198.7,192.76,188.23,191.51,,28,965,33,26.67,
23.06.23 15:28:24,7.05,177.99,175.25,180,174.06,168.18,183.22,185.19,185.53,194.37,196.47,186.61,183.23,195.06,190.69,190.13,195.34,190.14,200.56,191.24,185.1,197.09,195.76,193.17,190.97,,28,965,33,26.67,
23.06.23 15:28:39,7.3,177.47,175.25,179.23,174.57,167.4,183.22,186.28,184.45,193.81,194.81,186.88,181.85,192.6,189.31,189.29,196.51,190.97,198.45,192.06,185.38,200.04,193.66,193.44,194.8,,28,965,33,26.66,
23.06.23 15:28:54,7.55,177.47,174.99,178.19,173.81,166.62,184.02,187.11,183.91,192.95,194.54,186.61,181.58,192.87,189.31,189.29,194.17,190.69,200.26,192.34,188.17,196.55,194.26,192.89,187.16,,28,965,33,26.69,
23.06.23 15:29:09,7.8,177.73,173.96,178.71,174.06,167.66,184.02,187.11,182.56,192.95,194.81,187.42,181.03,193.69,190.14,189.29,192.13,189.59,201.77,192.61,185.94,195.22,192.76,192.62,189.06,,28,965,33,26.67,
23.06.23 15:29:24,8.05,177.99,174.22,177.94,173.81,167.14,183.49,185.46,182.83,192.95,193.71,186.07,180.21,193.15,190.42,188.17,191.26,192.07,200.26,193.71,187.61,204.09,191.57,189.05,187.16,,28,965,33,26.67,
23.06.23 15:29:39,8.3,177.21,173.71,177.94,173.56,165.59,183.75,184.36,183.1,192.38,191.52,185.25,181.85,191.78,189.87,189.01,189.52,190.69,201.47,193.99,187.05,205.99,190.37,186.32,188.52,,28,965,33,26.67,
23.06.23 15:29:54,8.55,177.47,173.96,177.42,173.56,166.1,183.49,184.09,182.02,191.53,191.24,184.44,182.13,193.42,188.49,188.17,187.78,190.42,199.65,191.52,186.5,203.01,191.27,185.51,190.42,,28,965,33,26.67,
23.06.23 15:30:09,8.8,177.47,173.71,177.17,173.31,165.59,182.96,183.54,181.21,191.25,189.6,185.79,180.48,191.24,189.59,188.17,186.05,190.69,200.56,190.97,185.38,200.31,188.29,188.5,189.61,,28,965,33,26.67,
23.06.23 15:30:24,9.05,176.95,173.19,177.17,173.31,166.1,183.22,183.54,182.02,191.82,188.51,184.98,180.21,192.06,188.49,187.06,185.47,186.85,199.96,190.42,184.55,201.93,190.37,186.32,186.89,,28,965,33,26.67,
23.06.23 15:30:39,9.3,176.42,173.45,176.65,172.55,165.59,181.64,181.36,183.1,191.82,190.42,185.25,178.3,192.06,189.04,187.62,185.47,186.85,201.77,191.79,183.72,201.66,189.18,189.32,188.25,,28,965,33,26.67,
23.06.23 15:30:54,9.55,176.16,173.19,176.14,172.55,165.33,181.64,181.09,182.83,190.97,189.6,184.98,177.76,190.7,187.67,187.06,187.2,188.77,201.16,193.71,180.95,199.23,187.1,181.72,189.61,,28,965,33,26.66,
23.06.23 15:31:09,9.8,176.95,173.19,175.62,172.05,165.07,181.11,180.27,182.56,192.1,189.87,184.44,177.76,192.06,187.94,186.5,186.91,188.77,202.68,191.24,179.85,204.9,189.18,184.69,188.52,,28,965,33,26.67,
23.06.23 15:31:24,10.05,176.69,171.39,175.88,172.05,164.81,181.9,179.46,182.56,192.1,189.6,184.71,178.57,191.51,188.49,185.95,184.89,190.14,201.47,192.89,182.33,197.62,186.21,180.64,187.43,,28,965,33,26.67,
23.06.23 15:31:39,10.3,176.16,171.39,175.88,172.05,164.29,180.58,179.73,182.56,192.38,189.6,184.17,177.76,191.78,186.84,184.56,185.76,189.04,200.56,190.69,181.78,207.62,188.29,181.45,186.35,,28,965,33,26.67,
23.06.23 15:31:54,10.55,176.16,171.14,175.37,171.04,164.29,181.37,179.19,183.1,192.1,189.33,184.17,176.67,192.06,186.57,184.84,188.36,188.22,198.45,190.69,183.16,205.45,187.1,181.18,194.25,,28,965,33,26.67,
23.06.23 15:32:09,10.8,176.42,170.37,175.11,171.04,164.29,181.9,179.73,183.91,191.53,190.15,183.09,176.67,189.88,187.39,184.56,187.2,188.22,198.15,190.69,181.78,205.99,187.99,181.45,192.61,,28,965,33,26.66,
23.06.23 15:32:24,11.05,176.16,170.11,174.6,170.79,163.78,182.16,180.55,182.83,191.25,190.69,182.28,175.58,190.7,187.67,185.39,184.89,187.67,198.45,192.34,182.61,203.01,183.25,181.45,198.93,,28,965,33,26.66,
23.06.23 15:32:39,11.3,175.64,170.11,174.09,170.54,163.52,181.64,180.55,184.18,192.67,189.87,183.9,175.85,189.07,188.22,184.84,185.47,183.31,199.96,191.52,181.5,197.62,184.14,185.24,194.52,,28,965,33,26.67,
23.06.23 15:32:54,11.55,174.86,169.6,173.83,170.29,162.75,182.96,179.19,182.29,192.67,189.33,183.09,175.04,189.88,187.39,185.12,183.74,184.67,198.75,193.71,182.06,203.01,185.32,183.07,196.17,,28,965,33,26.69,
23.06.23 15:33:09,11.8,174.34,169.86,173.58,170.04,163.26,182.43,178.38,182.29,191.53,190.42,182.28,175.31,191.78,186.84,185.12,184.03,185.76,199.96,192.34,183.16,204.9,184.14,184.69,197.55,,28,965,33,26.7,
23.06.23 15:33:24,12.05,173.3,169.86,173.58,169.79,163.78,182.43,175.67,182.29,192.38,190.15,183.09,174.5,189.07,187.12,185.67,182.88,183.85,199.05,192.06,183.44,199.5,187.39,183.61,195.9,,28,965,33,26.71,
23.06.23 15:33:39,12.3,173.56,169.34,173.58,170.04,163.52,182.43,174.87,182.29,190.12,192.06,183.63,173.42,187.71,186.57,185.95,184.61,183.85,199.35,191.24,184.83,199.5,184.14,188.23,194.52,,28,965,33,26.71,
23.06.23 15:33:54,12.55,173.3,169.09,173.32,170.04,163.26,182.69,173.79,182.56,191.53,190.69,182.55,173.69,189.07,187.12,184.56,184.61,182.77,202.68,193.71,184.27,202.2,183.25,187.69,188.52,,28,965,33,26.74,
23.06.23 15:34:09,12.8,173.56,169.6,173.32,169.79,163.01,182.43,174.87,183.64,190.4,191.24,183.09,172.34,188.25,188.22,184.56,185.47,184.12,201.77,193.44,183.16,194.69,180.89,184.96,191.51,,28,965,33,26.74,
23.06.23 15:34:24,13.05,172.78,169.34,172.81,170.29,162.49,180.58,175.13,183.1,189.27,189.6,182.55,173.69,188.25,185.48,183.73,187.2,181.95,198.75,191.79,179.85,200.04,182.07,186.87,189.61,,28,965,33,26.75,
23.06.23 15:34:39,13.3,173.56,169.34,173.07,170.29,162.49,180.05,176.75,183.1,190.4,188.78,181.47,173.96,185.55,187.12,184.29,188.07,181.95,199.05,192.34,178.2,199.23,180.01,185.78,190.7,,28,965,33,26.75,
23.06.23 15:34:54,13.55,173.3,169.34,173.07,169.79,162.75,180.31,177.83,182.02,188.99,188.78,182.01,173.96,186.09,187.94,182.63,185.76,183.58,199.96,193.44,179.02,204.63,180.89,190.15,186.35,,28,965,33,26.78,
23.06.23 15:35:09,13.8,173.56,168.32,172.05,169.54,162.75,180.05,175.67,182.83,189.55,187.42,180.13,172.34,186.36,187.94,183.46,185.18,184.4,198.15,191.24,177.92,203.01,177.38,187.41,192.88,,28,965,33,26.77,
23.06.23 15:35:24,14.05,173.56,167.81,172.55,169.29,161.72,180.84,173.79,182.83,190.12,187.15,181.74,172.07,183.67,188.49,183.18,188.36,184.94,197.85,191.79,180.68,199.77,180.31,189.6,184.19,,28,965,33,26.78,
23.06.23 15:35:39,14.3,172,167.81,172.05,169.79,163.01,179.79,175.13,182.29,190.4,188.51,180.94,173.15,184.75,185.75,182.63,190.1,184.4,196.05,192.89,179.02,202.47,182.07,188.78,189.06,,28,965,33,26.78,
23.06.23 15:35:54,14.55,170.97,167.05,171.28,169.04,162.49,180.31,174.87,182.02,188.71,187.42,180.4,172.88,184.75,185.48,180.97,188.94,183.58,196.05,192.89,178.47,208.72,179.13,184.69,191.51,,28,965,33,26.8,
23.06.23 15:36:09,14.8,171.49,165.27,172.05,169.04,161.46,180.05,174.06,181.21,188.71,186.06,179.59,172.34,184.21,184.38,179.87,189.81,182.49,196.35,192.89,175.73,205.99,175.62,184.69,197.83,,28,965,33,26.78,
23.06.23 15:36:24,15.05,171.49,165.53,171.54,168.29,161.72,180.31,173.52,181.75,187.86,186.06,179.33,171.26,185.82,186.3,180.42,186.62,179.25,196.05,192.89,174.91,210.08,175.92,186.87,193.98,,28,965,33,26.8,
23.06.23 15:36:39,15.3,171.49,165.02,171.79,168.79,161.72,180.05,174.06,181.75,187.58,186.88,178.52,170.72,183.4,184.93,179.05,186.62,178.44,195.15,191.79,173.55,203.01,177.67,183.34,190.15,,28,965,33,26.81,
23.06.23 15:36:54,15.55,171.49,164.26,171.03,168.79,161.46,178.73,173.25,179.87,188.71,185.79,180.13,171.53,183.67,183.84,177.95,183.17,176.82,195.45,190.69,171.91,202.74,180.01,177.68,188.52,,28,965,33,26.8,
23.06.23 15:37:09,15.8,171.23,163.25,170.77,168.54,161.98,178.21,172.98,177.2,186.74,184.71,178.25,170.18,182.06,184.38,177.4,182.31,177.36,197.25,191.24,173,207.35,176.5,178.75,187.7,,28,965,33,26.81,
23.06.23 15:37:24,16.05,171.75,162.99,170.52,168.04,160.44,178.21,172.18,174.01,185.89,184.43,179.06,170.45,181.8,183.84,176.86,183.74,178.71,195.45,189.6,171.37,200.85,179.13,179.29,192.33,,28,965,33,26.81,
