Measurement Name :,20230623_SDR641_Run11_Plate21_TPC,,Generated On :,"23/06/2023, 22:10:35",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 21:56:00,3.28,181.17,187.92,187.14,184.84,182.78,188.43,181.29,184.87,177.6,183.28,184.36,184.86,177.24,179.02,175.55,181.11,181.82,182.78,184.33,183.44,172.52,182.57,182.4,178.75,,29,965,33,27.89,
23.06.23 21:56:15,3.53,182.46,187.4,186.89,185.86,183.81,190.24,181.54,184.12,178.37,184.05,184.11,185.62,177.24,178.77,176.05,181.11,181.07,182.53,184.59,182.91,172.27,183.07,181.9,178.26,,29,965,33,27.9,
23.06.23 21:56:30,3.78,183.76,187.66,186.11,185.86,182.27,189.73,181.03,184.37,178.37,183.28,184.11,185.62,176.99,178.26,176.8,181.36,181.57,182.01,184.59,182.65,171.78,183.33,182.4,177.77,,29,965,33,27.91,
23.06.23 21:56:45,4.03,182.2,187.92,186.11,186.37,182.02,189.98,181.54,184.62,178.11,183.54,184.11,185.62,177.49,178.26,175.3,181.36,180.56,182.53,184.59,183.7,171.78,183.83,182.15,177.53,,29,965,33,27.91,
23.06.23 21:57:00,4.28,182.98,186.63,186.11,185.35,182.02,189.98,181.03,183.87,178.37,183.54,183.61,185.62,176.49,178.01,174.81,180.61,180.06,181.76,185.1,184.23,171.78,184.09,181.65,176.8,,29,965,33,27.93,
23.06.23 21:57:15,4.53,183.24,186.89,185.6,186.12,182.78,189.73,180.78,184.62,178.37,183.28,183.35,185.62,176.49,178.26,174.31,180.61,179.31,182.27,184.84,183.97,171.3,183.58,181.4,176.31,,29,965,33,27.93,
23.06.23 21:57:30,4.78,185.84,186.37,185.08,186.37,182.27,190.5,181.03,184.12,178.11,184.05,184.36,186.13,175.73,178.26,173.81,180.86,181.07,182.01,185.1,184.49,171.05,184.09,180.66,175.58,,29,965,33,27.94,
23.06.23 21:57:45,5.03,186.1,186.63,185.08,186.63,182.27,190.76,180.78,184.37,177.6,183.03,183.1,184.61,175.73,178.01,173.81,180.61,180.06,180.49,184.84,184.76,170.57,183.83,180.66,174.85,,29,965,33,27.97,
23.06.23 21:58:00,5.28,187.14,186.89,185.34,185.6,181.51,190.24,181.03,184.12,177.85,183.28,184.11,184.61,174.98,177.01,172.57,180.36,179.56,180.49,185.61,184.49,170.32,184.34,180.66,174.85,,29,965,33,27.97,
23.06.23 21:58:15,5.53,184.8,186.89,185.08,184.32,182.53,190.5,180.53,184.37,176.83,183.54,183.86,185.37,175.98,177.51,173.32,180.11,179.81,180.99,185.35,184.49,170.32,184.34,180.66,175.82,,29,965,33,27.97,
23.06.23 21:58:30,5.78,185.32,185.59,184.57,183.56,182.02,190.76,180.53,184.37,177.34,183.28,183.86,185.12,175.48,177.51,172.82,180.36,179.56,181.5,185.35,184.49,170.57,184.09,180.66,175.82,,29,965,33,27.99,
23.06.23 21:58:45,6.03,182.2,185.59,184.83,184.58,181.25,192.06,180.27,184.37,176.32,183.03,183.35,184.86,174.73,177.01,172.82,178.61,179.05,182.01,185.61,184.23,170.08,184.34,180.16,175.09,,29,965,33,27.99,
23.06.23 21:59:00,6.28,182.2,186.37,184.57,184.84,181.76,191.54,180.53,184.12,176.07,183.03,183.61,185.12,174.98,177.26,171.58,178.61,178.3,181.76,185.87,183.97,170.57,184.85,180.41,175.58,,29,965,33,27.99,
23.06.23 21:59:15,6.53,180.39,186.11,184.57,183.3,181,191.28,180.78,184.37,176.83,182.77,182.35,184.36,174.73,176.25,171.09,178.36,177.8,181.5,185.61,182.91,170.08,183.58,178.93,174.85,,29,965,33,28.01,
23.06.23 21:59:30,6.78,180.65,187.66,183.8,183.56,181.51,191.54,180.02,184.12,177.09,183.28,181.34,184.36,174.48,176.5,171.58,178.12,177.55,181.25,185.35,183.17,170.08,184.85,179.17,174.85,,29,965,33,28.01,
23.06.23 21:59:45,7.03,181.17,188.44,183.8,183.81,181.25,191.54,179.77,184.12,176.07,182.26,181.34,184.1,174.48,176,171.09,177.62,176.8,180.99,185.35,182.65,170.81,184.09,178.93,174.85,,29,965,33,28.01,
23.06.23 22:00:00,7.28,179.36,188.44,183.8,184.07,180.49,191.54,179.77,183.61,175.81,182,181.34,183.6,174.23,174.75,171.33,177.12,176.05,180.23,185.61,181.86,170.08,183.58,178.43,174.36,,29,965,33,28.01,
23.06.23 22:00:15,7.53,181.43,187.92,183.29,184.84,181,191.8,180.02,184.12,175.81,182,181.84,184.1,173.73,174.25,171.58,177.12,178.55,179.98,185.1,182.12,170.81,184.34,177.94,173.39,,29,965,33,28.04,
23.06.23 22:00:30,7.78,182.46,187.66,183.03,183.3,182.02,191.02,179.77,185.12,175.81,182.51,181.34,183.85,173.98,174.5,171.83,177.37,178.55,179.98,185.35,182.12,170.57,184.34,178.19,172.91,,29,965,33,28.04,
23.06.23 22:00:45,8.03,180.91,188.18,183.03,182.54,181.25,192.06,179.77,184.37,175.81,181.49,181.59,183.6,173.98,174.5,171.09,177.37,178.05,179.21,184.84,181.86,169.59,183.83,177.69,172.67,,29,965,33,28.04,
23.06.23 22:01:00,8.28,179.62,187.66,182.52,181.27,180.49,192.32,179.26,182.86,175.56,182.51,181.59,183.85,173.98,175,170.35,177.12,178.3,178.96,185.87,181.86,169.59,184.09,177.2,172.18,,29,965,33,28.04,
23.06.23 22:01:15,8.53,178.33,188.96,183.29,180.5,180.49,191.8,178.51,182.36,175.56,181.74,181.34,182.84,173.23,174.75,170.35,176.87,178.55,178.45,185.35,181.86,169.59,183.83,176.71,172.18,,29,965,33,28.05,
23.06.23 22:01:30,8.78,176.79,187.92,182.52,180.76,180.75,192.58,178.51,182.86,175.3,181.49,180.34,182.84,172.48,174,169.61,176.87,178.05,177.95,184.84,181.33,169.11,184.09,176.46,171.46,,29,965,33,28.05,
23.06.23 22:01:45,9.03,176.02,188.44,181.75,180.25,180.24,192.58,179.01,181.36,175.05,181.74,180.34,182.59,172.98,174,169.36,176.38,178.3,177.69,184.84,182.12,168.62,183.83,176.71,170.98,,29,965,33,28.07,
23.06.23 22:02:00,9.28,178.08,187.4,181.75,179.49,179.98,192.06,178.76,181.61,174.28,180.72,180.34,182.34,171.98,173.25,169.11,176.13,178.8,177.19,185.1,181.59,168.14,183.58,176.22,171.22,,29,965,33,28.07,
23.06.23 22:02:15,9.53,178.59,187.66,181.24,179.74,179.22,192.32,178,180.36,174.03,180.98,180.09,182.34,171.98,172.51,168.62,176.13,179.31,177.44,184.84,181.33,168.14,183.58,175.48,171.7,,29,965,33,28.08,
23.06.23 22:02:30,9.78,178.08,187.66,182.01,179.24,179.22,192.32,178.51,180.36,173.77,180.72,180.34,182.59,170.99,172.76,169.61,175.14,178.3,176.43,185.1,180.8,168.38,184.09,175.72,171.22,,29,965,33,28.08,
23.06.23 22:02:45,10.03,176.54,187.4,181.49,178.98,179.22,192.58,178.26,179.86,173.27,180.98,179.34,181.84,170.74,172.51,169.11,174.89,178.3,177.95,185.1,180.54,167.65,183.33,175.48,170.49,,29,965,33,28.08,
23.06.23 22:03:00,10.28,175.77,186.11,179.96,178.22,178.97,192.84,177.5,179.11,173.01,179.96,179.09,181.33,169.99,171.76,167.88,174.4,178.05,176.68,184.59,180.8,166.44,183.07,175.23,170.73,,29,965,33,28.08,
23.06.23 22:03:15,10.53,176.79,185.85,180.22,176.96,178.71,192.32,177.5,179.36,172.76,179.96,178.34,181.58,170.49,172.26,167.64,173.91,178.05,177.19,184.84,180.8,167.17,183.58,174.74,171.22,,29,965,33,28.1,
23.06.23 22:03:30,10.78,174.75,186.89,179.2,177.47,178.21,192.84,177.25,178.36,172.51,179.19,178.09,180.83,169.99,171.51,166.9,173.91,178.3,176.68,184.84,180.8,166.2,183.33,174.99,170.98,,29,965,33,28.08,
23.06.23 22:03:45,11.03,173.73,186.37,179.71,177.21,177.45,192.32,176.75,179.36,172.25,179.45,177.1,181.33,170.74,172.01,166.66,173.66,178.05,175.92,184.84,180.54,166.44,183.07,174.74,170.98,,29,965,33,28.11,
23.06.23 22:04:00,11.28,173.98,186.37,179.96,176.96,176.69,192.84,175.99,178.86,171.75,178.94,177.1,180.83,170.49,171.51,166.66,172.92,178.3,175.67,184.59,180.02,165.72,182.82,174.5,171.7,,29,965,33,28.11,
23.06.23 22:04:15,11.53,174.49,185.59,179.2,177.97,176.69,192.32,176.24,179.11,170.99,179.7,176.85,180.08,171.24,171.51,167.88,173.17,177.55,176.43,184.59,180.02,165.48,182.57,174.25,171.22,,29,965,33,28.14,
23.06.23 22:04:30,11.78,176.79,185.59,178.95,176.46,176.69,192.58,175.74,180.36,171.24,179.96,176.35,180.58,171.24,171.26,167.39,172.67,177.8,175.67,184.33,180.28,165.24,182.57,174.01,170.98,,29,965,33,28.15,
23.06.23 22:04:45,12.03,175.77,185.85,179.71,176.71,176.44,193.1,176.24,181.61,171.24,179.45,176.1,180.83,171.98,171.76,167.64,171.94,177.05,175.92,184.84,181.07,164.51,182.82,173.76,171.94,,29,965,33,28.16,
23.06.23 22:05:00,12.28,173.98,186.11,179.71,176.96,176.44,192.84,176.24,180.61,170.74,178.94,176.35,180.08,171.73,171.02,166.17,171.44,175.8,176.43,184.84,181.59,164.75,183.07,173.76,172.18,,29,965,33,28.19,
23.06.23 22:05:15,12.53,172.2,185.33,178.95,177.47,175.43,192.84,176.24,180.36,169.98,178.43,175.36,180.83,170.74,170.52,165.19,171.2,175.55,176.43,184.08,181.07,164.03,182.82,173.27,172.18,,29,965,33,28.19,
23.06.23 22:05:30,12.78,171.44,185.59,178.95,176.2,176.44,193.1,176.24,179.61,170.74,178.68,175.36,180.58,170.99,170.52,165.68,171.44,175.55,176.43,184.59,182.91,164.03,183.33,173.76,171.94,,29,965,33,28.21,
23.06.23 22:05:45,13.03,170.17,186.37,177.93,175.7,175.43,193.1,175.24,179.36,169.98,178.43,175.85,180.33,170.74,170.77,164.21,171.69,175.55,176.18,184.08,182.12,164.51,183.33,173.52,172.67,,29,965,33,28.22,
23.06.23 22:06:00,13.28,169.66,186.11,177.93,175.95,176.44,192.84,175.24,179.11,170.99,178.17,174.61,180.83,169.5,170.02,163.97,171.69,175.55,175.17,184.59,182.65,164.03,183.58,173.27,172.91,,29,965,33,28.22,
23.06.23 22:06:15,13.53,169.16,185.33,176.91,175.7,176.19,193.36,174.74,179.86,169.73,179.19,175.36,181.33,169.25,170.02,162.51,172.18,176.05,175.42,184.59,182.65,163.79,184.34,172.79,172.67,,29,965,33,28.24,
23.06.23 22:06:30,13.78,168.65,184.82,176.66,175.2,175.43,193.88,173.74,178.86,168.72,179.19,174.37,181.33,168.51,169.03,161.29,172.18,175.8,174.91,184.33,182.38,163.31,183.83,172.54,171.94,,29,965,33,28.24,
23.06.23 22:06:45,14.03,168.15,185.08,176.91,174.7,174.17,193.1,173.99,178.36,169.73,178.94,174.12,181.08,167.76,169.03,161.05,171.2,175.55,175.42,184.59,182.38,163.07,184.34,171.81,171.46,,29,965,33,28.26,
23.06.23 22:07:00,14.28,169.16,184.56,176.66,174.45,175.43,193.62,173.74,178.36,170.74,179.96,174.86,181.33,167.27,169.28,159.84,171.69,176.05,175.92,184.84,182.65,163.31,185.1,172.05,171.7,,29,965,33,28.26,
23.06.23 22:07:15,14.53,168.65,184.3,176.41,173.69,175.18,193.1,173.74,178.36,169.98,180.21,173.62,181.58,166.78,168.54,159.84,170.22,175.8,176.43,184.59,181.33,162.83,184.34,171.32,171.94,,29,965,33,28.26,
23.06.23 22:07:30,14.78,169.16,184.04,176.41,173.94,174.67,193.36,173.99,178.61,171.24,180.21,173.87,182.09,167.27,168.79,160.08,170.22,175.55,176.18,184.08,182.38,163.07,184.85,171.08,172.91,,29,965,33,28.26,
23.06.23 22:07:45,15.03,169.66,184.56,175.65,173.44,175.43,193.88,172.99,179.11,169.98,178.43,173.87,182.09,166.53,168.79,159.36,169.73,175.55,176.18,184.33,181.59,162.35,184.34,171.08,172.67,,29,965,33,28.26,
23.06.23 22:08:00,15.28,169.41,184.04,175.14,172.44,174.93,193.88,172.49,178.36,169.73,177.67,173.13,181.84,166.04,168.54,158.87,169.24,175.8,176.18,183.83,181.07,162.35,184.6,170.84,171.7,,29,965,33,28.29,
23.06.23 22:08:15,15.53,169.41,184.56,175.9,172.69,174.42,193.62,172.74,179.36,169.47,177.92,172.88,181.84,166.04,168.04,158.39,169.48,175.55,176.43,184.08,181.33,163.31,184.85,170.35,172.91,,29,965,33,28.28,
23.06.23 22:08:30,15.78,169.66,184.04,174.89,171.19,174.42,193.62,172.74,179.36,170.48,177.41,172.64,182.59,166.53,168.79,158.63,168.26,176.3,176.68,184.59,182.12,163.31,185.1,170.59,172.42,,29,965,33,28.29,
23.06.23 22:08:46,16.05,171.18,184.3,174.14,171.19,174.17,194.4,172.49,179.36,169.73,178.17,172.64,182.84,166.53,168.29,158.15,168.26,175.3,176.93,184.33,181.59,163.31,185.36,170.11,171.94,,29,965,33,28.29,
23.06.23 22:09:01,16.3,172.2,184.04,174.39,170.2,173.17,193.62,172.99,179.61,169.73,177.41,172.14,183.35,166.28,168.29,157.67,167.29,175.3,176.68,184.33,182.38,163.55,185.36,170.59,172.67,,29,965,33,28.29,
23.06.23 22:09:16,16.55,170.93,184.56,174.64,170.69,172.92,193.88,171.75,179.11,169.22,177.41,171.16,182.34,165.3,166.81,157.19,167.53,174.56,175.92,183.06,181.86,163.55,184.34,170.35,172.42,,29,965,33,28.29,
23.06.23 22:09:31,16.8,170.93,183.53,173.13,169.95,172.67,193.1,171.25,179.61,169.22,176.91,171.16,182.59,165.3,167.06,156.23,167.78,173.56,176.93,183.57,182.65,163.79,184.6,170.59,171.46,,29,965,33,28.3,
23.06.23 22:09:46,17.05,170.67,183.53,173.88,168.95,172.16,193.62,171.25,180.36,168.22,176.91,171.16,183.35,164.81,166.07,155.75,167.29,173.56,176.43,183.83,181.59,163.79,184.34,170.11,171.46,,29,965,33,28.29,
23.06.23 22:10:01,17.3,171.18,182.24,171.87,167.71,170.66,192.32,169.76,179.36,167.71,176.4,170.17,182.34,163.33,166.07,155.27,166.07,172.57,175.67,183.32,181.59,163.79,183.58,169.14,170.73,,29,965,33,28.29,
