Measurement Name :,20230623_SDR710_Run11_Plate22_TPC,,Generated On :,"23/06/2023, 22:11:09",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.06.23 21:56:00,3.28,174.92,175.77,178.21,179.4,185.82,182.17,174.71,177.37,175.55,180.57,180.56,179.98,176.79,181.34,175.77,176.09,171.35,185.16,182.39,170.68,178.66,160.18,173.74,181.78,,29,965,33,27.67,
23.06.23 21:56:15,3.53,174.66,174.75,177.7,179.15,185.82,181.91,174.71,177.11,175.55,180.04,180.04,179.71,176.54,180.81,175.77,175.55,171.09,184.6,182.39,170.68,177.9,158.83,173.22,180.98,,29,965,33,27.67,
23.06.23 21:56:30,3.78,174.41,174.75,177.45,179.4,185.56,181.91,173.93,176.85,175.55,179.52,180.04,179.71,176.54,180.55,175.25,175,170.31,184.31,182.65,170.68,177.9,157.76,172.45,181.51,,29,965,33,27.67,
23.06.23 21:56:45,4.03,174.66,173.73,177.45,179.15,185.29,181.91,173.67,176.85,175.03,179.26,180.04,179.98,176.28,180.29,174.2,174.73,170.31,184.03,182.91,169.88,177.9,156.42,172.19,181.51,,29,965,33,27.7,
23.06.23 21:57:00,4.28,174.92,173.98,177.45,178.89,185.03,182.43,172.62,177.63,175.29,179,180.04,179.98,176.02,180.02,174.2,174.45,170.31,183.47,182.91,169.35,177.39,155.35,171.15,181.78,,29,965,33,27.71,
23.06.23 21:57:15,4.53,174.92,173.98,177.45,178.89,184.77,182.17,173.14,176.85,174.77,179,180.04,179.98,176.28,179.5,174.2,174.73,170.05,182.62,183.44,169.35,176.88,154.28,171.15,182.31,,29,965,33,27.71,
23.06.23 21:57:30,4.78,174.41,173.73,177.45,179.15,185.29,181.65,172.88,176.85,174.77,178.74,179.78,179.71,176.02,179.24,173.94,174.18,169.8,182.62,183.7,169.08,177.13,153.22,171.15,182.05,,29,965,33,27.74,
23.06.23 21:57:45,5.03,174.66,173.47,177.45,179.15,185.82,181.39,172.88,177.63,175.29,178.74,180.3,179.98,176.02,179.76,174.2,174.73,169.8,183.75,183.44,168.82,177.13,152.69,171.41,182.05,,29,965,33,27.75,
23.06.23 21:58:00,5.28,173.89,173.47,177.7,179.15,186.09,181.91,173.14,177.37,175.03,178.22,179.78,178.92,175.77,179.76,173.68,174.18,169.28,183.47,183.7,168.29,176.88,151.89,171.15,182.05,,29,965,33,27.77,
23.06.23 21:58:15,5.53,173.89,174.24,177.45,178.89,185.82,181.13,172.1,177.11,175.03,177.96,179.78,179.45,175,179.76,172.9,173.64,169.02,184.31,183.7,167.76,176.88,151.36,170.89,181.51,,29,965,33,27.77,
23.06.23 21:58:30,5.78,174.15,174.49,177.7,178.64,186.09,180.87,172.1,177.11,175.29,178.22,179.51,179.18,174.75,180.02,172.38,173.64,168.25,184.31,184.23,167.49,177.39,150.3,170.38,180.98,,29,965,33,27.8,
23.06.23 21:58:45,6.03,173.89,174.24,177.95,178.38,186.35,180.09,171.84,176.85,175.55,178.74,179.78,178.66,174.49,180.29,172.12,173.36,168.76,184.6,184.23,166.96,177.13,149.24,170.12,180.71,,29,965,33,27.8,
23.06.23 21:59:00,6.28,173.64,174.75,177.45,178.13,186.35,179.83,170.54,176.85,175.29,177.18,179.78,178.92,174.24,179.76,173.16,172.27,168.25,184.03,183.7,166.7,176.88,148.18,168.83,179.91,,29,965,33,27.81,
23.06.23 21:59:15,6.53,173.12,173.73,177.2,177.87,185.82,179.05,170.28,176.59,173.99,177.18,178.73,178.13,173.47,178.98,171.86,171.73,167.73,183.75,184.23,166.17,176.37,146.6,168.57,179.38,,29,965,33,27.8,
23.06.23 21:59:30,6.78,172.87,173.73,176.94,177.36,186.35,178.79,169.76,176.06,174.25,176.66,178.47,178.13,173.47,178.98,171.6,171.73,167.73,183.47,183.97,165.64,176.37,145.82,168.32,178.85,,29,965,33,27.83,
23.06.23 21:59:45,7.03,172.36,173.47,177.2,176.85,186.09,178.79,169.24,175.8,173.73,176.66,178.21,177.61,172.71,178.19,170.82,170.92,167.21,182.9,183.7,165.38,175.61,144.5,167.55,178.85,,29,965,33,27.83,
23.06.23 22:00:00,7.28,172.36,172.96,176.69,176.85,186.09,178.53,168.73,175.54,173.47,176.4,178.21,177.61,172.2,177.93,170.3,170.65,166.7,183.18,183.7,164.32,175.35,143.45,166.78,178.05,,29,965,33,27.83,
23.06.23 22:00:15,7.53,172.1,171.69,176.69,176.09,185.29,178.28,168.21,175.54,172.69,175.88,177.69,177.08,171.94,177.93,169.78,169.83,165.93,183.18,183.7,164.06,174.59,141.63,166.26,178.05,,29,965,33,27.84,
23.06.23 22:00:30,7.78,171.84,171.69,176.19,176.09,185.82,178.28,166.92,174.5,173.21,175.36,177.69,176.82,171.69,177.41,169,169.29,165.67,183.47,183.44,164.06,174.59,140.32,165.75,177.79,,29,965,33,27.85,
23.06.23 22:00:45,8.03,171.84,170.67,176.44,175.32,185.56,177.5,166.4,174.76,172.17,175.1,177.17,176.29,171.18,177.15,168.49,169.02,165.16,183.75,183.44,163.27,174.34,139.54,165.5,176.99,,29,965,33,27.85,
23.06.23 22:01:00,8.28,171.59,170.93,176.44,175.07,186.09,178.02,166.4,174.5,171.91,174.58,177.17,176.29,170.93,177.15,167.71,169.02,164.9,183.75,183.97,162.75,173.84,139.02,165.24,176.46,,29,965,33,27.86,
23.06.23 22:01:15,8.53,171.33,170.42,176.19,174.81,185.29,177.76,165.89,174.24,171.4,174.58,176.65,175.77,170.42,176.63,167.19,168.48,165.16,184.03,184.23,162.75,173.58,137.72,164.47,176.73,,29,965,33,27.86,
23.06.23 22:01:30,8.78,170.57,169.66,175.93,174.31,184.77,177.24,165.11,173.46,171.14,173.81,175.61,175.25,170.42,176.11,166.42,167.67,164.39,183.47,183.44,161.96,173.58,136.69,163.2,176.2,,29,965,33,27.88,
23.06.23 22:01:45,9.03,170.57,170.17,175.93,173.8,185.03,176.98,165.63,173.72,170.62,173.81,175.35,174.72,170.42,176.11,165.91,167.4,164.13,183.18,183.18,162.22,173.08,135.91,163.2,175.41,,29,965,33,27.88,
23.06.23 22:02:00,9.28,170.06,169.16,175.43,173.29,185.82,176.73,165.11,172.94,170.1,173.81,175.09,174.72,170.67,175.59,165.13,166.86,163.87,182.62,183.18,161.44,172.83,134.62,162.18,175.67,,29,965,33,27.89,
23.06.23 22:02:15,9.53,170.06,169.41,175.43,173.29,184.77,176.73,164.34,172.94,170.1,172.77,175.09,174.2,170.67,175.33,164.88,166.05,163.62,181.78,183.18,160.91,172.32,133.33,162.18,174.88,,29,965,33,27.91,
23.06.23 22:02:30,9.78,169.55,168.4,175.18,172.53,185.56,176.21,163.83,172.68,169.59,172.26,174.31,174.2,170.42,175.07,163.6,165.78,163.11,181.78,182.91,160.65,172.83,132.3,161.67,174.88,,29,965,33,27.89,
23.06.23 22:02:45,10.03,168.78,168.9,174.93,172.79,184.5,176.21,163.32,172.42,169.59,171.74,174.57,173.42,170.42,174.55,162.83,165.51,162.59,181.49,182.91,160.39,172.57,131.28,161.16,174.62,,29,965,33,27.89,
23.06.23 22:03:00,10.28,169.04,168.15,175.18,172.28,184.5,175.95,162.29,171.9,168.81,171.49,174.05,173.42,170.17,174.29,161.8,164.98,162.34,180.65,183.18,159.87,172.32,129.74,160.15,173.82,,29,965,33,27.91,
23.06.23 22:03:15,10.53,168.28,167.89,174.42,171.52,184.77,175.95,162.04,171.12,168.04,170.97,173.54,172.9,170.17,174.03,161.04,163.9,161.83,180.65,183.18,159.34,171.56,128.72,159.9,173.56,,29,965,33,27.92,
23.06.23 22:03:30,10.78,168.28,167.89,174.67,171.52,184.5,175.69,161.52,171.38,168.3,170.2,173.28,172.9,169.91,173.77,160.78,163.63,161.32,180.37,182.65,158.56,171.56,127.95,159.64,173.04,,29,965,33,27.92,
23.06.23 22:03:45,11.03,167.51,167.39,174.42,171.52,184.24,175.18,160.5,171.12,168.04,169.69,172.5,172.38,169.41,173.25,159.76,162.56,160.55,179.81,182.91,158.3,171.31,127.19,158.88,172.77,,29,965,33,27.94,
23.06.23 22:04:00,11.28,167.51,166.89,174.17,171.52,184.5,174.41,160.25,170.86,168.04,169.43,171.99,171.86,169.41,173.25,159.76,162.83,160.05,179.53,182.91,158.04,171.06,126.42,158.13,172.51,,29,965,33,27.94,
23.06.23 22:04:15,11.53,167.51,166.63,174.17,170.77,183.98,174.66,159.99,170.35,167.01,168.92,171.73,171.6,169.16,172.73,159,162.03,159.79,179.53,182.39,157.52,170.81,125.66,157.37,172.51,,29,965,33,27.94,
23.06.23 22:04:30,11.78,167.26,166.38,174.17,170.51,183.98,174.41,159.23,170.09,166.76,168.41,171.21,171.08,168.9,172.22,158.24,161.76,159.54,178.97,182.65,156.48,170.31,124.65,156.61,171.98,,29,965,33,27.95,
23.06.23 22:04:45,12.03,167.01,165.63,173.67,169.76,183.98,174.66,158.97,170.09,165.99,168.15,170.96,171.08,169.16,172.22,157.48,161.23,159.28,178.41,182.39,156.48,169.81,123.89,156.36,171.72,,29,965,33,27.96,
23.06.23 22:05:00,12.28,166.75,165.38,173.67,169,183.19,173.38,157.7,169.57,165.48,167.64,170.18,171.08,168.4,171.18,157.23,160.69,158.52,177.85,182.12,155.96,169.55,122.62,155.86,170.94,,29,965,33,27.96,
23.06.23 22:05:15,12.53,166.5,165.63,173.67,169.25,183.98,173.89,157.96,169.31,164.96,167.64,170.44,170.3,168.4,171.7,156.72,160.69,158.52,178.13,182.65,155.7,169.3,122.37,155.61,170.67,,29,965,33,27.96,
23.06.23 22:05:30,12.78,166.5,164.88,172.92,169,183.71,172.87,157.2,168.54,164.2,166.87,169.93,170.04,168.4,170.93,154.7,159.63,158.01,177.57,182.12,154.66,168.55,121.11,155.61,169.89,,29,965,33,27.98,
23.06.23 22:05:45,13.03,165.99,164.37,173.42,168.5,183.19,172.36,156.44,168.54,164.2,166.87,169.16,169.52,168.15,170.67,154.19,159.36,157.51,177.57,181.86,154.41,168.3,120.35,155.36,169.63,,29,965,33,27.96,
23.06.23 22:06:00,13.28,165.74,164.12,172.67,168.25,183.71,172.36,156.18,168.8,163.94,166.62,168.9,169.26,167.39,170.41,153.44,158.83,157.25,177.29,181.86,154.15,167.8,119.6,155.1,169.1,,29,965,33,27.99,
23.06.23 22:06:15,13.53,165.49,163.62,172.67,167.75,182.93,171.33,155.42,167.77,163.43,166.11,168.64,168.74,166.63,170.15,152.68,158.3,157,177.01,181.34,153.89,167.3,119.34,154.35,168.84,,29,965,33,27.98,
23.06.23 22:06:30,13.78,165.49,163.37,172.67,167,182.4,171.59,155.68,167.77,163.43,166.11,168.64,169,167.14,169.38,151.68,158.3,156.75,176.73,181.86,153.11,167.3,118.09,154.1,168.58,,29,965,33,27.99,
23.06.23 22:06:45,14.03,164.48,162.62,172.16,166.5,181.88,170.31,153.91,167.25,162.67,164.58,167.88,168.49,165.38,168.1,149.43,157.24,156.24,175.06,181.6,152.6,166.3,117.09,152.85,168.06,,29,965,33,27.99,
23.06.23 22:07:00,14.28,164.22,162.37,171.91,166,181.09,170.82,153.91,167.25,162.41,164.84,167.62,168.23,165.38,167.58,149.18,156.71,155.74,174.51,181.6,152.6,166.3,116.34,152.1,167.54,,29,965,33,28.02,
23.06.23 22:07:15,14.53,164.48,162.12,172.41,166,181.88,170.57,153.66,167.25,162.16,164.58,167.11,168.23,165.13,167.33,149.43,157.24,155.74,174.78,181.86,152.6,166.55,116.09,152.1,167.8,,29,965,33,28.03,
23.06.23 22:07:30,14.78,164.48,161.87,171.91,165.75,180.57,169.04,152.9,166.74,161.39,163.57,167.37,167.45,164.62,166.3,148.68,156.71,155.23,173.67,181.6,152.34,166.55,115.09,151.6,167.28,,29,965,33,28.05,
23.06.23 22:07:45,15.03,164.22,161.62,171.66,165.25,181.35,169.29,152.4,166.74,161.65,164.07,166.85,167.71,164.37,166.3,148.68,156.18,154.98,173.39,181.86,152.6,166.55,114.59,151.6,167.28,,29,965,33,28.06,
23.06.23 22:08:00,15.28,164.73,161.13,171.66,165,181.09,169.29,152.65,166.48,161.65,163.06,166.6,167.45,164.62,166.3,147.93,156.44,154.73,173.12,181.6,152.34,166.05,113.84,151.35,167.54,,29,965,33,28.08,
23.06.23 22:08:15,15.53,164.73,161.62,172.41,164.5,181.09,168.78,152.15,166.48,161.65,163.06,166.09,167.71,164.62,166.3,147.68,156.18,154.73,173.12,181.6,152.6,166.55,113.84,151.1,167.54,,29,965,33,28.1,
23.06.23 22:08:30,15.78,163.97,160.88,171.66,164.25,182.14,168.28,150.89,165.97,161.14,162.3,165.07,166.94,164.12,166.05,146.44,155.65,153.97,173.39,181.86,152.6,166.05,113.09,150.6,167.28,,29,965,33,28.11,
23.06.23 22:08:46,16.05,163.72,160.88,172.16,164.25,181.61,168.28,151.14,166.22,161.65,162.3,165.83,167.45,164.12,167.07,146.19,155.65,154.73,173.67,181.6,152.6,166.05,113.09,150.85,167.28,,29,965,33,28.13,
23.06.23 22:09:01,16.3,162.71,160.88,171.66,163.75,181.88,167.77,150.89,165.71,161.14,161.79,165.07,166.68,163.12,166.05,145.44,154.85,154.23,173.39,181.6,152.34,165.56,112.1,149.86,166.5,,29,965,33,28.13,
23.06.23 22:09:16,16.55,163.22,160.63,171.91,163.75,181.88,167.51,150.89,165.45,161.14,161.79,164.81,166.42,163.37,166.3,145.19,154.59,153.72,173.67,181.6,151.57,165.56,111.35,149.11,165.72,,29,965,33,28.14,
23.06.23 22:09:31,16.8,162.46,160.63,171.16,163.26,181.88,167.77,149.89,165.2,160.38,160.78,164.56,165.65,163.12,165.79,144.7,154.33,153.97,173.67,181.86,151.31,165.31,110.86,148.61,165.46,,29,965,33,28.17,
23.06.23 22:09:46,17.05,161.96,160.13,171.41,163.01,181.35,167.01,148.89,164.43,159.62,160.03,164.56,165.39,162.37,165.79,143.71,153.8,153.22,173.67,181.34,150.54,164.56,109.62,148.12,164.68,,29,965,33,28.17,
23.06.23 22:10:01,17.3,161.71,159.63,171.66,162.51,182.14,167.01,148.64,164.43,159.11,160.03,164.05,165.13,162.37,165.79,143.21,153.01,152.47,173.12,181.34,150.28,164.56,108.88,147.87,164.42,,29,965,33,28.19,
