Measurement Name :,20230626_SDR710_Run08_Plate16_PR,,Generated On :,"26/06/2023, 19:35:56",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.06.23 18:22:53,12.03,161.59,168.97,191.29,165.92,200.04,170.48,180.94,169.95,162.74,178.75,182.75,182.06,175.63,165.84,174.63,172.8,178.86,184.2,200.24,178.86,180.45,184,190.25,184.54,,33,965,33,30.88,
26.06.23 18:23:08,12.28,159.84,169.47,190.77,165.92,199.5,171.74,180.41,169.44,163.51,177.71,182.75,181.54,174.59,165.84,173.58,173.33,179.39,183.63,200.52,179.39,182.26,183.14,192.16,183.2,,33,965,33,30.92,
26.06.23 18:23:23,12.53,160.34,169.22,190.52,165.92,199.5,172.75,181.2,169.44,166.07,177.45,183.54,178.68,175.89,164.56,173.32,171.75,178.59,181.63,200.24,178.33,179.93,183.42,191.07,183.73,,33,965,33,30.92,
26.06.23 18:23:38,12.78,160.09,169.22,191.03,165.41,198.68,171.74,181.2,168.93,165.56,177.97,184.07,177.39,175.89,164.56,172.01,173.07,179.92,180.78,199.41,180.72,180.97,183.42,192.16,183.47,,33,965,33,30.95,
26.06.23 18:23:53,13.03,160.34,169.98,191.03,165.16,200.04,170.48,180.94,168.93,162.49,177.97,183.81,176.62,176.68,165.07,172.27,173.86,178.59,181.63,199.41,177.54,179.93,184,191.62,181.32,,33,965,33,30.96,
26.06.23 18:24:08,13.28,159.84,170.73,191.29,165.41,199.22,170.48,180.94,168.17,162.23,178.23,181.96,175.59,177.72,165.58,171.75,171.75,177,181.07,201.07,178.6,178.9,183.14,191.07,180.25,,33,965,33,30.98,
26.06.23 18:24:23,13.53,159.33,170.98,190.52,165.41,199.22,170.99,180.94,168.17,164.02,177.71,184.34,176.1,180.07,164.31,171.75,170.96,175.16,182.77,199.97,176.75,178.39,184.57,188.89,180.25,,33,965,33,31,
26.06.23 18:24:38,13.78,159.08,170.98,190.77,164.91,199.5,170.23,180.41,167.4,162.49,178.75,183.28,173.79,177.46,164.56,172.01,171.75,175.69,182.2,199.41,177.27,182.26,183.14,187.8,179.71,,33,965,33,31.05,
26.06.23 18:24:54,14.05,159.33,170.73,191.03,163.66,199.77,170.23,179.88,168.17,163,177.71,184.6,174.82,176.41,166.86,170.7,171.49,174.9,182.77,200.24,178.86,180.97,184,187.8,179.18,,33,965,33,31.06,
26.06.23 18:25:09,14.3,158.33,170.73,191.03,163.66,198.95,170.99,179.88,166.89,162.74,177.71,184.34,174.82,174.59,167.37,170.97,171.22,175.16,181.07,199.41,178.86,180.97,184.57,187.53,178.91,,33,965,33,31.08,
26.06.23 18:25:24,14.55,157.33,170.73,191.03,163.4,200.04,169.98,179.88,166.89,162.74,177.71,183.01,174.56,170.97,167.37,170.18,171.22,174.37,180.78,199.14,178.07,180.71,186.01,185.64,179.44,,33,965,33,31.1,
26.06.23 18:25:39,14.8,157.09,170.98,190.26,163.15,200.85,169.48,180.15,166.64,161.98,177.71,184.6,174.3,170.97,167.63,169.92,170.44,174.63,180.78,198.86,177.27,178.9,186.01,183.48,179.71,,33,965,33,31.1,
26.06.23 18:25:54,15.05,157.58,170.98,191.29,164.66,201.4,169.73,180.67,166.89,161.98,178.49,184.87,173.79,170.46,166.09,169.92,170.18,174.63,181.07,200.79,177.54,179.68,181.99,183.48,177.58,,33,965,33,31.13,
26.06.23 18:26:09,15.3,157.33,170.48,190.52,163.91,199.5,170.99,180.15,164.36,161.98,178.49,184.07,173.79,170.2,165.33,168.88,173.59,177,181.63,200.52,176.22,180.45,184,183.75,176.78,,33,965,33,31.14,
26.06.23 18:26:24,15.55,156.59,169.22,190.01,162.9,200.58,169.73,180.41,165.62,160.71,175.88,184.07,173.02,168.66,167.12,169.92,171.75,175.95,182.49,200.24,175.43,183.3,183.14,184.56,178.11,,33,965,33,31.19,
26.06.23 18:26:39,15.8,157.58,170.23,190.77,162.4,201.4,168.23,179.62,165.62,159.44,178.49,183.54,173.02,168.14,165.84,169.4,171.49,174.63,183.63,199.69,175.16,182.78,182.56,189.16,178.91,,33,965,33,31.2,
26.06.23 18:26:54,16.05,157.33,170.48,191.03,161.4,201.67,168.23,180.41,164.86,161.72,176.92,182.75,171.74,167.63,166.35,168.88,172.01,180.45,182.49,199.97,174.64,178.65,183.14,187.8,178.11,,33,965,33,31.21,
26.06.23 18:27:09,16.3,156.59,169.73,191.03,163.91,201.67,168.48,180.15,164.36,161.47,176.66,182.75,171.49,167.89,169.68,169.14,172.28,177.53,184.77,200.24,174.9,177.62,183.14,186.99,184.27,,33,965,33,31.24,
26.06.23 18:27:24,16.55,156.34,168.47,190.77,162.65,203.03,167.48,180.15,164.1,160.71,176.14,181.43,169.96,168.66,166.6,168.1,171.22,175.69,183.34,200.24,176.75,176.85,182.56,186.99,185.35,,33,965,33,31.25,
26.06.23 18:27:39,16.8,156.84,167.72,191.03,162.15,204.12,167.98,179.62,162.84,160.96,176.4,180.64,170.21,171.75,165.33,168.36,168.87,175.69,183.34,199.97,176.75,176.59,183.14,186.18,179.71,,33,965,33,31.28,
26.06.23 18:27:54,17.05,157.09,166.97,190.26,161.9,202.49,167.98,179.09,162.34,156.9,176.4,179.58,168.69,169.43,166.6,168.36,169.39,175.95,182.77,201.34,177.27,177.62,184.86,187.26,178.64,,33,965,33,31.31,
26.06.23 18:28:09,17.3,155.84,165.72,190.01,162.4,204.12,167.48,179.62,163.35,154.64,177.45,179.06,168.69,167.12,166.86,166.81,167.3,176.21,181.07,201.07,177.01,177.36,183.14,186.72,180.78,,33,965,33,31.33,
26.06.23 18:30:21,19.5,149.41,163.97,190.26,161.4,202.21,174.01,171.75,162.34,154.39,174.59,178.27,167.17,176.15,164.82,171.49,175.97,181.51,181.92,212.22,173.59,182.78,166.72,187.8,177.05,,33,965,33,31.44,965D6-(E1);
26.06.23 18:30:36,19.75,160.09,173,198.75,162.15,194.37,174.76,183.33,164.61,160.71,186.9,172.01,178.94,165.33,179.29,176.21,171.49,188.74,186.48,213.35,186.07,218.41,188.03,192.98,180.25,,33,965,33,31.48,965D6-(E1);
26.06.23 18:30:51,20,156.09,167.72,187.72,161.65,206.31,177.04,184.39,164.86,159.94,176.66,172.79,173.79,171.23,179.55,165.25,166.52,193.89,184.2,207.73,181.52,192.2,179.42,182.67,181.59,,33,965,33,31.5,965D6-(E1);
26.06.23 18:31:06,20.25,156.34,159.76,183.68,149.3,205.76,172.75,166.82,157.07,154.89,172.26,164.79,172.25,170.46,167.63,156.8,164.7,169.66,174.01,203.84,167.32,180.97,177.43,180.79,161.57,,33,965,33,31.56,965D6-(E1);
26.06.23 18:31:21,20.5,144.76,158.78,184.18,155.69,203.03,172.75,176.46,166.64,145.16,179.01,166.84,164.39,172,169.94,156.8,167.56,170.7,183.91,198.31,162.92,165.43,174.31,178.92,164.68,,33,965,33,31.58,965D6-(E1);
26.06.23 18:31:36,20.75,156.84,166.22,199.01,162.15,204.12,176.54,181.2,160.33,157.41,186.37,176.96,182.58,180.6,178.5,161.39,179.96,165.51,181.07,206.9,169.92,182.78,188.9,183.48,167.03,,33,965,33,31.61,965B6-(E1);
26.06.23 18:31:51,21,153.61,162.98,188.99,157.92,200.85,176.54,192.44,165.62,150.88,170.97,169.16,171.74,173.82,176.94,168.36,185.59,182.58,176.82,205.78,168.1,176.59,188.03,184.56,187.24,,33,965,33,31.63,965D6-(E1);
26.06.23 18:32:06,21.25,156.34,168.47,188.23,162.4,206.31,176.79,188.94,160.58,149.63,171.23,175.13,170.21,174.33,171.23,174.11,164.18,178.06,181.35,210.53,166.02,184.86,179.71,177.58,164.94,,33,965,33,31.66,965D6-(E1);
26.06.23 18:32:21,21.5,161.09,161.49,192.31,154.95,208.51,162.27,166.82,159.57,163.76,185.84,169.16,165.14,169.68,169.94,167.32,168.6,168.36,171.77,203.84,168.1,192.2,188.32,173.87,179.98,,33,965,33,31.7,965D6-(E1);
26.06.23 18:32:36,21.75,162.35,167.22,195.39,157.42,200.04,157.36,174.1,148.9,152.38,186.37,172.79,166.91,162.02,165.33,174.63,167.82,174.63,179.08,209.41,166.28,186.68,168.68,163.37,172.01,,33,965,33,31.71,965D6-(E1);
26.06.23 18:32:51,22,164.62,160.51,196.68,160.4,213.77,176.54,179.35,158.32,154.13,176.92,178.01,176.62,182.97,176.41,172.79,180.23,184.98,188.78,205.78,177.01,190.62,179.71,181.06,183.73,,33,965,33,31.74,965D6-(E1);
26.06.23 18:33:06,22.25,156.34,149.74,192.82,162.4,203.58,168.23,180.41,162.34,148.39,184.26,165.81,177.91,170.71,163.03,163.19,164.7,178.06,176.82,209.13,182.05,169.97,187.17,179.72,170.96,,33,965,33,31.77,965D6-(E1);
26.06.23 18:33:21,22.5,148.43,173.51,186.2,161.9,211.83,176.28,177.51,159.82,153.38,177.71,180.9,173.28,177.46,173.3,169.4,183.17,180.71,186.77,200.52,169.4,177.1,186.01,184.29,178.64,,33,965,33,31.78,965B6-(E1);
26.06.23 18:33:36,22.75,156.84,155.59,195.13,152.24,190.36,176.28,171.75,152.6,150.88,170.72,185.93,165.65,169.17,167.12,170.44,179.96,173.85,186.77,199.14,169.4,192.46,184.86,163.89,175.19,,33,965,33,31.81,965B6-(E1);
26.06.23 18:33:51,23,154.6,160.75,185.7,159.16,206.59,163.51,178.83,152.6,152.38,175.88,178.53,171.23,169.43,168.91,165.77,168.6,175.95,179.93,204.67,169.92,181.48,179.71,182.4,164.68,,33,965,33,31.81,965B6-(E1);
26.06.23 18:34:06,23.25,161.09,157.79,193.08,159.16,200.04,174.26,167.08,153.84,147.64,173.81,173.83,166.66,167.89,166.35,164.22,170.18,176.74,178.52,201.9,160.6,176.85,183.71,176.79,168.86,,33,965,33,31.85,965B6-(E1);
26.06.23 18:34:21,23.5,161.09,160.75,188.99,164.41,209.06,187.29,194.07,162.84,160.71,181.1,185.13,178.94,172.26,174.33,177.53,173.07,176.74,187.92,218.16,190.11,194.31,196.18,179.99,168.07,,33,965,33,31.88,965B6-(E1);
26.06.23 18:34:36,23.75,158.08,173.26,191.03,165.41,211,179.59,183.59,157.32,155.39,177.19,185.93,170.72,171.23,171.75,166.55,166,182.84,182.49,214.48,177.54,187.73,192.09,184.83,178.64,,33,965,33,31.89,965D6-(E1);
26.06.23 18:34:51,24,155.84,157.3,196.68,158.17,199.5,176.28,188.94,164.1,147.89,180.84,190.21,161.87,174.59,161.76,167.07,163.92,180.18,182.49,196.67,183.12,174.54,196.18,184.56,168.34,,33,965,33,31.92,965D6-(E1);
26.06.23 18:35:06,24.25,159.08,169.22,189.25,158.66,199.77,173,179.88,151.36,149.38,171.49,176.96,170.72,167.63,169.17,168.62,165.73,179.39,181.35,202.73,188.76,178.39,180.28,173.07,185.08,,33,965,33,31.92,965D6-(E1);
26.06.23 18:35:21,24.5,162.6,164.97,182.17,161.15,207.69,169.48,177.77,162.34,157.92,180.58,177.22,166.41,169.68,163.29,165.25,157.98,173.06,181.35,210.25,174.11,185.12,177.43,175.46,178.91,,33,965,33,31.96,965D6-(E1);
26.06.23 18:35:36,24.75,160.59,169.47,191.8,158.91,214.33,169.98,171.49,156.57,158.68,174.07,178.79,170.98,171.23,171.75,163.71,176.77,184.45,179.93,203.84,182.32,174.29,189.77,176.25,175.45,,33,965,33,31.98,965D6-(E1);
26.06.23 18:35:51,25,166.39,161.25,186.45,163.4,198.14,181.38,165.27,157.57,146.15,179.79,178.53,166.91,175.37,174.33,166.03,166.26,182.04,181.63,206.62,173.32,167.94,190.64,178.92,183.73,,33,965,33,32.02,965B6-(E1);
26.06.23 18:36:06,25.25,159.58,159.27,191.03,164.16,204.94,176.54,181.73,159.32,167.36,182.15,184.87,163.63,169.43,169.94,163.71,169.65,174.63,184.48,208.57,175.95,184.34,192.39,178.92,177.31,,33,965,33,32.02,965B6-(E1);
26.06.23 18:36:21,25.5,155.59,160.26,187.72,159.16,197.33,174.51,184.13,154.08,166.33,174.33,177.74,169.96,161,169.68,165.51,160.3,173.58,179.36,199.41,171.23,176.08,193.84,175.46,174.66,,33,965,33,32.05,965B6-(E1);
26.06.23 18:36:36,25.75,163.86,170.98,197.19,159.41,192.76,167.98,185.46,152.35,161.21,173.29,184.07,166.66,174.33,164.05,165.77,167.82,179.12,185.62,204.39,177.27,180.97,195.89,182.4,177.05,,33,965,33,32.06,965D6-(E1);
26.06.23 18:36:51,26,164.37,153.88,191.54,161.15,204.12,165.24,180.15,155.82,150.13,179.01,185.67,166.15,170.71,165.58,162.94,163.92,173.85,187.06,194.75,154.48,167.19,181.71,196,170.44,,33,965,33,32.08,965D6-(E1);
26.06.23 18:37:06,26.25,159.33,166.72,189.5,151.75,204.4,169.23,191.09,156.07,150.63,173.29,177.74,173.53,159.74,166.86,154.77,164.44,185.25,181.63,199.41,167.32,174.54,181.99,175.99,179.98,,33,965,33,32.1,965B6-(E1);
