sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1/D4/D6/D1ab,798578,0.06296138665016415,0.04740343473024858,0.017013987114924294,-0.0
D1/D6-D4-D17d,798776,-0.1407757124371853,0.0043270012258346015,0.004516831756175239,-0.0
D1/D4/D1ab-D6-D4d,798780,0.03164295830908049,-0.000895876889035031,-0.03845867299958254,-0.0
D1/D4-D6-D1ab-D17d-D17j,798782,0.04617136747794056,-0.05083455906704817,0.01692785412848301,-0.0
proportion_explained,0,0.7953308964845357,0.1433386876591698,0.06133041585629451,0.0
