sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1/D4/D6/D1ab,798578,0.19064001553304158,0.012587533550192818,0.03753373515961322,-0.0
D1/D6-D4-D17d,798776,-0.19224538607211195,0.09348447598461469,0.00264835008331903,-0.0
D1/D4/D1ab-D6-D4d,798780,0.1355654096372187,0.005056520813795275,-0.04463063705579425,-0.0
D1/D4-D6-D1ab-D17d-D17j,798782,-0.13396003909814844,-0.11112853034860279,0.004448551812862377,-0.0
proportion_explained,0,0.8161154951141354,0.15836830201201071,0.02551620287385391,0.0
