sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1/D4/D6/D1ab,798578,0.06150261196031568,0.034658157158405783,0.033704343503449384,0.0
D1/D6-D4-D17d,798776,-0.13501714630468348,0.021260158302154695,0.0005781250640610865,0.0
D1/D4/D1ab-D6-D4d,798780,0.05866439693023365,0.03581741193068131,-0.03391017013180137,0.0
D1/D4-D6-D1ab-D17d-D17j,798782,0.014850137414134133,-0.09173572739124182,-0.0003722984357090651,0.0
proportion_explained,0,0.6530873293207452,0.28875360964127583,0.05815906103797915,0.0
