sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1/D4/D6/D1ab,798578,0.12564214898160475,0.01626218686304399,0.013220972209768315,-0.0
D1/D6-D4-D17d,798776,-0.1251196800796266,0.041873309247462576,0.003695713022886322,-0.0
D1/D4/D1ab-D6-D4d,798780,0.046867196868063524,0.004678038393289263,-0.021222656176925616,-0.0
D1/D4-D6-D1ab-D17d-D17j,798782,-0.047389665770041764,-0.06281353450379584,0.004305970944271206,-0.0
proportion_explained,0,0.8437973190910167,0.1407439677578692,0.015458713151114124,0.0
