sample_uid	797700	799603	798782	798780	798578	798776
197960	49044.0	0	0	0	0	0
197955	33649.0	0	0	0	0	0
197956	41522.0	0	0	0	0	0
197957	42931.0	0	0	0	0	211.0
197958	47730.0	0	0	0	0	0
197959	27404.0	0	0	0	0	0
197965	15721.0	0	0	5284.0	0	0
197972	15219.0	0	4437.0	0	0	0
197971	30836.0	0	10098.0	0	0	0
197968	16303.0	0	7442.0	0	0	0
197970	0	2105.0	0	0	386.0	0
197969	0	9079.0	1747.0	0	0	0
197967	0	19556.0	6283.0	0	0	0
197963	0	26290.0	0	11740.0	0	0
197966	0	30297.0	13688.0	0	0	0
197962	0	16605.0	7715.0	0	0	0
197964	0	16430.0	8347.0	0	0	0
197961	0	25174.0	18520.0	0	0	0
