sample_uid	797700	799603	798782	798780	798578	798776
197960	0.8448287742024392	0	0	0	0	0
197955	0.8421302900618165	0	0	0	0	0
197956	0.8418214256751277	0	0	0	0	0
197957	0.8386271292389436	0	0	0	0	0.0041217377715268
197958	0.8326500706522688	0	0	0	0	0
197959	0.8242548199837579	0	0	0	0	0
197965	0.6526757171918462	0	0	0.2193714451778968	0	0
197972	0.6419352117428717	0	0.18715201619706426	0	0	0
197971	0.6345639379347244	0	0.20780343252253364	0	0	0
197968	0.5710932847584685	0	0.2606928924230217	0	0	0
197970	0	0.7354996505939901	0	0	0.13487071977638013	0
197969	0	0.6897363822836738	0.1327205044442756	0	0	0
197967	0	0.6561315215567858	0.21080355645026005	0	0	0
197963	0	0.5963614916976681	0	0.2663097722529716	0	0
197966	0	0.5900212272877758	0.2665679954818984	0	0	0
197962	0	0.5893941007347461	0.27384375110921805	0	0	0
197964	0	0.5748775367389783	0.29205738278516447	0	0	0
197961	0	0.4635925011970093	0.34105557806342307	0	0	0
