Measurement Name :,20230705_SDR641_Run01_Plate01_PR,,Generated On :,"05/07/2023, 12:42:08",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
05.07.23 12:11:21,0.55,189.79,190.06,195.57,192.94,191.11,186.96,195.57,195.56,195.31,192.12,189.82,193.47,191.34,191.09,193.72,198.47,192.67,191.85,196.9,192.05,191.87,194.51,194.25,193.74,,27,965,33,26.63,
05.07.23 12:11:36,0.8,190.31,190.06,195.31,193.2,191.89,187.22,196.36,194.26,195.05,193.45,191.12,194,191.08,190.56,193.72,197.15,193.99,191.05,196.64,192.33,191.87,193.98,194.25,193.48,,27,965,33,26.63,
05.07.23 12:11:51,1.05,190.57,190.59,195.84,193.73,191.37,187.48,195.04,195.82,195.05,192.91,190.86,193.47,191.08,189.77,193.45,197.42,193.72,192.11,197.17,192.6,191.61,194.78,195.04,194,,27,965,33,26.63,
05.07.23 12:12:06,1.3,190.83,189.8,196.1,193.99,192.42,187.48,196.36,194.78,194.51,193.18,191.38,194,191.34,191.87,193.72,196.89,193.99,191.85,196.9,192.33,192.66,194.51,194.51,193.74,,27,965,33,26.64,
05.07.23 12:12:21,1.55,190.57,190.32,195.04,192.68,191.63,187.74,196.36,195.04,194.78,192.12,190.6,194,191.34,191.87,192.4,196.36,193.46,191.85,196.9,192.05,191.87,195.31,194.25,194,,27,965,33,26.65,
05.07.23 12:12:36,1.8,191.1,191.11,195.04,194.25,192.15,187.48,195.57,196.08,195.05,192.38,189.56,193.73,191.6,191.87,193.98,196.62,193.72,191.85,197.7,192.05,191.08,195.05,194.51,192.95,,27,965,33,26.65,
05.07.23 12:12:51,2.05,190.57,190.59,194.78,192.94,191.63,187.74,196.1,195.82,194.51,192.91,190.6,193.21,190.81,190.3,193.98,196.36,193.72,191.05,196.64,191.78,191.87,194.78,194.78,193.48,,27,965,33,26.65,
05.07.23 12:13:06,2.3,191.1,190.85,195.57,192.94,191.89,187.22,196.36,195.3,194.78,192.91,190.08,194,190.81,190.82,193.72,196.89,194.25,191.31,196.9,191.51,191.87,195.31,194.78,194,,27,965,33,26.65,
05.07.23 12:13:21,2.55,191.1,191.37,194.78,192.15,191.89,187.22,195.83,195.04,195.05,192.65,190.34,193.47,190.81,191.87,192.92,197.68,192.93,191.85,196.37,190.7,191.34,194.51,193.99,194,,27,965,33,26.66,
05.07.23 12:13:36,2.8,191.1,190.59,195.31,193.2,191.11,188,195.57,194.78,195.58,192.91,190.34,192.95,190.81,190.82,193.72,196.62,193.72,191.58,196.9,190.97,191.08,194.25,193.99,193.74,,27,965,33,26.68,
05.07.23 12:13:51,3.05,191.62,190.32,195.04,192.68,191.63,187.48,195.83,195.04,195.31,192.12,190.86,193.21,190.81,191.87,193.98,196.89,193.19,191.85,196.64,190.7,190.29,195.05,193.72,192.95,,27,965,33,26.68,
05.07.23 12:14:06,3.3,190.83,190.59,195.57,193.99,191.37,188,195.57,195.3,195.58,193.18,190.08,192.95,191.6,192.4,193.72,197.15,193.72,191.05,197.17,191.24,190.82,194.25,193.46,193.48,,27,965,33,26.69,
05.07.23 12:14:21,3.55,190.57,190.06,194.78,192.15,191.11,188.52,195.83,195.3,195.31,192.38,190.86,192.43,190.55,191.35,193.98,196.36,192.4,190.78,195.84,191.78,191.08,193.98,192.93,192.95,,27,965,33,26.69,
05.07.23 12:14:36,3.8,191.36,190.85,195.57,193.73,191.89,186.7,195.83,195.56,194.78,191.59,190.6,193.47,190.81,191.35,192.92,196.36,193.19,191.05,196.37,190.42,190.55,194.25,193.99,192.95,,27,965,33,26.69,
05.07.23 12:14:51,4.05,191.88,190.85,194.78,191.89,191.63,186.19,195.57,194.52,195.85,191.59,189.56,191.39,190.02,191.35,192.92,196.62,193.19,191.31,196.64,190.7,190.82,193.98,192.14,192.69,,27,965,33,26.72,
05.07.23 12:15:06,4.3,190.57,190.59,195.31,193.73,190.59,186.45,195.57,194.26,195.05,192.38,189.3,192.17,191.08,190.56,192.66,196.89,193.46,191.05,197.44,190.97,190.55,194.51,192.93,192.95,,27,965,33,26.72,
05.07.23 12:15:21,4.55,191.1,189.54,195.04,192.42,191.37,185.93,195.31,194.52,194.51,192.38,188.52,192.69,191.08,191.35,192.4,196.1,193.46,189.72,196.37,190.7,189.5,193.71,192.67,194,,27,965,33,26.75,
05.07.23 12:15:36,4.8,192.15,190.85,194.78,192.94,191.63,186.96,196.89,195.56,196.92,192.38,190.6,191.91,191.08,191.35,192.66,196.36,192.93,190.52,197.44,190.42,191.61,194.25,192.67,193.22,,27,965,33,26.76,
05.07.23 12:15:51,5.05,191.62,190.06,195.31,192.68,190.85,186.19,196.63,194.78,195.58,191.06,190.08,192.17,191.34,190.56,192.13,197.15,192.93,190.52,197.17,190.97,190.55,195.05,192.14,194,,27,965,33,26.78,
05.07.23 12:16:06,5.3,191.62,190.85,195.04,192.15,192.42,186.19,195.57,194.78,195.58,192.91,189.82,191.91,190.55,190.3,192.92,197.42,193.19,191.31,197.44,190.7,190.82,194.78,192.41,194.26,,27,965,33,26.79,
05.07.23 12:16:21,5.55,192.15,189.8,195.84,193.99,192.42,186.7,196.1,195.04,195.85,192.91,189.82,193.21,191.08,190.56,192.66,197.42,193.72,189.72,197.44,191.24,192.13,195.05,192.67,194.26,,27,965,33,26.8,
05.07.23 12:16:36,5.8,191.88,191.11,195.04,193.73,191.63,186.7,196.1,195.56,195.58,192.65,190.6,192.69,192.13,190.82,192.66,196.89,193.46,190.52,197.7,191.24,191.34,195.58,193.2,194.26,,27,965,33,26.83,
05.07.23 12:16:51,6.05,191.88,190.59,194.51,193.47,192.15,186.7,196.1,194.52,196.12,191.32,190.08,193.47,190.81,191.35,192.13,197.15,193.46,190.52,197.7,190.7,191.08,195.85,192.14,194.78,,27,965,33,26.83,
05.07.23 12:17:06,6.3,192.15,191.11,195.31,193.99,191.11,186.7,196.63,195.56,196.92,191.06,190.6,192.69,191.6,191.09,192.4,197.68,193.72,190.25,197.44,190.7,191.34,195.31,192.41,194.78,,27,965,33,26.88,
05.07.23 12:17:21,6.55,192.93,190.32,196.1,192.94,191.63,186.96,197.16,194,196.65,192.65,190.6,193.21,191.87,191.61,193.45,197.95,194.51,191.58,198.24,190.97,191.87,195.31,192.67,195.04,,27,965,33,26.9,
05.07.23 12:17:36,6.8,192.41,191.11,195.57,193.99,191.37,185.93,196.36,195.04,195.85,191.85,189.82,192.69,191.87,190.3,191.87,197.68,193.72,190.52,198.24,192.33,191.34,195.58,192.93,194.26,,27,965,33,26.91,
05.07.23 12:17:52,7.07,192.67,190.59,195.31,194.25,192.42,186.96,196.63,194.78,196.65,192.38,189.82,192.17,191.08,190.56,191.6,196.89,193.99,191.05,198.24,191.51,191.34,195.05,192.67,195.56,,27,965,33,26.93,
05.07.23 12:18:07,7.32,192.93,191.37,195.31,193.47,190.85,186.7,195.83,195.04,195.58,191.59,190.86,191.65,192.13,191.35,192.66,198.47,193.46,191.31,197.17,190.7,191.34,194.51,192.14,194.78,,27,965,33,26.96,
05.07.23 12:18:22,7.57,193.2,191.11,196.1,194.25,190.59,185.41,196.1,194.78,196.65,192.12,190.34,192.17,192.66,190.03,192.66,198.21,193.99,190.78,197.7,190.97,191.61,195.31,192.93,194.78,,27,965,33,26.97,
05.07.23 12:18:37,7.82,191.62,190.59,195.57,193.2,191.63,185.41,195.57,195.3,196.39,192.38,189.56,192.43,191.87,191.35,191.34,197.95,192.93,189.72,197.44,191.24,190.82,194.51,191.62,195.04,,27,965,33,27,
05.07.23 12:18:52,8.07,193.46,190.59,196.37,193.73,192.15,185.67,195.57,194.78,197.73,192.65,190.86,191.91,191.87,190.82,192.66,198.47,193.72,190.25,199.04,191.24,190.82,195.85,192.67,195.3,,27,965,33,27,
05.07.23 12:19:07,8.32,192.67,191.37,196.1,193.47,191.11,185.41,196.1,194.78,197.19,192.38,190.86,191.39,191.87,191.61,192.13,198.74,193.19,190.25,197.97,190.97,190.55,195.05,191.62,194.78,,27,965,33,27.01,
05.07.23 12:19:22,8.57,192.15,190.85,195.31,193.99,191.63,185.67,195.83,196.08,196.92,191.85,191.38,191.39,191.6,191.09,191.6,197.95,193.99,189.99,198.5,191.51,191.34,195.58,191.35,194.26,,27,965,33,27.03,
05.07.23 12:19:37,8.82,192.67,190.85,195.57,192.68,191.37,185.67,196.89,195.3,196.92,191.59,190.34,191.91,191.34,190.56,192.4,197.95,194.51,190.25,198.5,190.7,190.03,195.58,191.88,194.78,,27,965,33,27.04,
05.07.23 12:19:52,9.07,191.88,190.59,194.78,193.99,191.63,184.9,196.36,195.04,196.39,191.59,189.56,191.65,191.6,190.56,192.4,197.68,192.4,190.25,198.24,189.88,190.29,195.05,191.35,193.74,,27,965,33,27.05,
05.07.23 12:20:07,9.32,192.41,190.32,194.51,193.2,191.37,185.67,196.36,195.56,196.92,191.85,190.86,191.65,191.34,191.09,192.66,197.42,193.46,189.72,197.44,189.88,189.76,194.51,191.62,194.52,,27,965,33,27.07,
05.07.23 12:20:22,9.57,192.15,190.59,195.84,193.73,191.89,184.9,196.63,195.82,198,192.12,191.12,191.91,191.6,190.56,191.6,197.42,192.14,189.46,198.24,190.97,190.29,194.51,191.62,194.78,,27,965,33,27.08,
05.07.23 12:20:37,9.82,191.88,190.06,195.04,193.47,190.59,183.87,195.04,196.08,196.92,191.06,190.86,190.35,190.29,191.09,191.6,197.42,192.14,189.99,197.17,189.88,188.71,193.98,190.83,192.95,,27,965,33,27.08,
05.07.23 12:20:52,10.07,192.41,190.59,194.78,192.15,190.59,184.64,195.83,196.6,196.39,191.59,190.6,190.61,191.08,190.3,192.13,197.95,193.72,190.25,197.44,189.88,188.45,195.05,190.83,194.26,,27,965,33,27.08,
05.07.23 12:21:07,10.32,191.62,190.06,195.31,193.47,190.32,184.64,195.57,195.04,196.65,192.65,190.6,191.39,190.55,190.3,191.87,196.89,192.93,188.66,197.97,189.88,188.45,193.98,190.57,193.74,,27,965,33,27.08,
05.07.23 12:21:22,10.57,191.88,190.32,194.78,192.68,190.85,184.64,194.78,195.04,196.39,192.65,190.08,191.13,189.5,191.09,191.6,197.68,192.4,189.46,197.44,189.88,188.98,193.71,190.04,193.22,,27,965,33,27.1,
05.07.23 12:21:38,10.83,192.15,189.28,195.04,192.68,190.59,183.87,195.57,196.08,195.58,191.06,190.08,191.39,190.55,190.56,191.6,196.62,191.88,188.93,197.17,189.61,187.93,193.71,189.78,193.48,,27,965,33,27.08,
05.07.23 12:21:53,11.08,191.1,189.8,194.25,192.94,190.59,184.13,196.36,196.08,195.85,191.85,190.34,190.87,190.29,188.99,191.34,196.89,192.14,187.87,197.17,189.61,187.67,193.98,188.73,192.17,,27,965,33,27.1,
05.07.23 12:22:08,11.33,191.88,189.02,194.78,193.47,190.06,183.1,195.83,195.56,196.65,191.06,190.34,191.13,189.76,189.25,190.55,197.68,192.4,188.4,197.97,188.8,188.71,193.18,189.52,192.95,,27,965,33,27.11,
05.07.23 12:22:23,11.58,191.36,189.28,194.78,192.42,190.06,183.35,195.83,195.3,196.12,191.32,190.08,190.87,190.55,188.2,191.08,196.89,191.61,188.14,196.9,188.53,186.88,192.91,188.47,192.17,,27,965,33,27.1,
05.07.23 12:22:38,11.83,191.1,188.76,194.25,192.68,190.06,183.61,195.31,195.56,195.85,191.59,190.08,190.87,189.23,190.03,190.55,197.68,190.83,188.14,196.37,187.99,186.88,193.18,188.73,191.4,,27,965,33,27.1,
05.07.23 12:22:53,12.08,191.1,189.02,193.72,191.37,188.5,182.58,195.04,195.04,194.78,191.85,188.52,190.87,189.5,188.46,190.02,197.42,190.83,187.08,197.17,188.8,186.88,192.65,187.95,192.43,,27,965,33,27.08,
05.07.23 12:23:08,12.33,190.05,189.02,193.99,192.42,189.02,183.61,194.78,194,195.85,190.53,189.3,190.61,188.71,188.99,189.76,196.62,191.35,187.08,196.64,187.72,186.62,192.12,188.47,191.4,,27,965,33,27.08,
05.07.23 12:23:23,12.58,190.31,187.72,194.51,192.68,189.8,182.33,196.1,195.56,194.78,190,189.56,190.09,188.97,189.25,189.76,196.1,190.56,186.29,196.37,187.99,186.1,192.65,187.69,192.17,,27,965,33,27.08,
05.07.23 12:23:38,12.83,190.31,188.24,193.46,191.89,188.5,182.33,194.52,194.78,193.98,190.26,189.04,190.87,188.71,188.99,190.02,196.62,190.56,186.55,196.64,187.45,185.57,192.12,186.91,191.4,,27,965,33,27.07,
05.07.23 12:23:53,13.08,190.57,188.24,193.46,192.15,189.02,182.58,195.83,195.3,195.05,191.85,188.52,191.39,187.92,188.72,189.5,196.1,190.04,186.55,196.11,187.99,185.05,191.32,187.17,191.4,,27,965,33,27.07,
05.07.23 12:24:08,13.33,189.79,186.94,193.72,191.37,189.28,182.58,195.57,195.04,194.78,191.32,188.78,189.83,188.71,188.2,190.29,195.83,190.3,186.82,195.84,187.18,185.05,191.85,186.91,191.66,,27,965,33,27.05,
05.07.23 12:24:23,13.58,189.52,188.76,194.25,190.59,188.24,182.33,195.57,195.04,194.24,190.53,189.3,189.83,187.92,188.2,189.23,196.89,189.78,186.55,196.37,186.91,185.57,191.59,186.39,190.1,,27,965,33,27.04,
05.07.23 12:24:38,13.83,189.79,187.72,193.46,189.8,187.72,181.81,195.31,194.52,193.44,189.73,188.52,189.32,187.92,188.72,188.97,196.36,190.83,185.24,196.11,187.18,184.79,191.85,186.13,190.88,,27,965,33,27.04,
05.07.23 12:24:53,14.08,189,186.94,192.67,189.54,186.42,181.81,193.46,194.52,194.51,189.47,188.78,189.06,187.66,187.16,188.18,195.31,188.73,185.5,195.04,186.37,185.05,191.32,186.39,189.58,,27,965,33,27.03,
05.07.23 12:25:08,14.33,188.74,187.46,192.67,190.59,186.94,181.3,194.25,193.23,193.44,189.2,187.48,189.57,187.92,186.89,188.18,194.52,189.25,184.45,196.11,185.29,183.75,191.06,186.13,190.36,,27,965,33,27.01,
05.07.23 12:25:23,14.58,188.48,186.42,192.67,190.32,187.46,182.07,193.46,194,193.98,190,188,189.83,187.92,186.63,187.66,195.57,189.25,184.71,196.11,185.29,182.97,190.53,185.35,190.36,,27,965,33,27.01,
05.07.23 12:25:38,14.83,188.48,187.2,192.93,190.59,187.46,181.3,193.99,194,193.71,189.73,188.52,189.57,187.14,186.63,187.92,194.52,188.99,184.71,194.78,186.91,183.49,190,185.35,189.58,,27,965,33,26.99,
05.07.23 12:25:53,15.08,189,186.68,192.4,190.06,186.94,182.07,193.99,194.26,192.91,188.94,188,188.54,186.87,186.11,188.45,195.31,188.47,183.93,195.04,185.83,183.23,190,185.35,190.62,,27,965,33,26.97,
05.07.23 12:26:08,15.33,188.48,186.17,192.93,190.32,186.68,182.07,192.94,193.74,193.98,189.2,186.19,188.8,187.14,186.37,187.92,195.04,189.25,184.45,195.31,185.29,182.97,190.53,185.35,190.36,,27,965,33,26.97,
05.07.23 12:26:23,15.58,188.74,186.42,191.61,190.06,186.17,182.33,193.2,194,192.91,190.53,187.74,188.8,186.87,186.37,188.18,194.78,188.73,183.93,194.25,185.29,183.23,190.79,185.61,190.1,,27,965,33,26.97,
05.07.23 12:26:38,15.83,188.22,186.68,191.61,189.54,186.42,182.58,192.94,194.78,193.44,189.2,187.22,188.02,186.61,186.63,187.66,194.52,188.73,182.88,194.51,184.76,182.97,190.53,185.09,190.88,,27,965,33,26.96,
05.07.23 12:26:53,16.08,187.96,185.91,191.61,190.06,187.2,182.33,193.99,194.78,193.71,190.26,187.48,189.06,186.35,186.89,187.92,195.31,189.51,183.93,195.04,184.49,182.97,191.06,185.35,190.36,,27,965,33,26.96,
05.07.23 12:27:08,16.33,187.96,186.17,191.35,189.54,185.65,181.05,193.2,193.23,193.71,187.62,187.22,188.28,186.35,185.85,187.4,194.78,188.99,183.66,195.31,185.29,182.45,189.47,184.05,189.58,,27,965,33,26.96,
05.07.23 12:27:23,16.58,188.48,186.68,192.4,189.54,186.94,181.56,193.73,194,192.64,188.15,188,188.54,186.61,185.59,187.66,195.04,190.04,183.66,194.51,184.76,182.45,190.26,184.83,190.1,,27,965,33,26.94,
05.07.23 12:27:38,16.83,188.22,186.17,192.14,190.32,187.46,181.81,193.73,193.23,192.91,189.47,187.74,188.54,186.09,186.11,186.61,195.57,189.25,182.62,195.04,184.49,182.97,190,185.35,189.58,,27,965,33,26.94,
05.07.23 12:27:54,17.1,187.7,186.68,192.14,189.02,186.42,182.33,194.78,193.74,193.44,189.73,187.22,188.28,185.83,184.81,187.4,195.31,189.25,183.66,195.04,185.56,181.16,190.26,185.09,190.62,,27,965,33,26.94,
05.07.23 12:28:09,17.35,187.44,186.42,191.87,189.28,186.42,181.56,193.46,194.26,192.91,188.68,187.22,188.28,186.61,186.11,186.35,195.04,188.99,183.4,195.58,185.56,182.19,190.53,185.35,189.84,,27,965,33,26.96,
05.07.23 12:28:24,17.6,187.18,186.42,192.14,189.54,186.68,181.56,192.67,194,192.38,189.2,187.22,187.51,185.57,186.11,186.61,195.04,189.51,182.35,194.25,184.76,181.68,190,185.35,190.36,,27,965,33,26.94,
05.07.23 12:28:39,17.85,187.44,185.65,191.87,190.59,185.91,181.05,193.99,194,192.64,189.47,185.93,188.02,185.57,186.11,186.61,195.57,189.25,183.14,193.98,184.49,181.42,190.26,185.09,190.62,,27,965,33,26.96,
05.07.23 12:28:54,18.1,187.44,185.65,192.14,189.54,186.42,181.81,193.46,193.48,193.18,187.62,185.93,187.76,186.87,185.59,186.61,194.78,189.25,183.14,195.04,183.68,182.19,189.73,185.09,190.1,,27,965,33,26.93,
05.07.23 12:29:09,18.35,187.96,185.65,191.35,189.02,186.42,182.07,192.41,194,192.64,187.88,185.93,188.28,186.35,185.59,187.14,193.73,189.25,181.83,195.04,183.95,181.68,190.53,184.83,190.1,,27,965,33,26.93,
05.07.23 12:29:24,18.6,187.7,185.39,190.82,189.02,186.42,182.07,192.67,192.97,192.38,187.36,186.96,186.73,186.09,185.33,186.35,194.52,189.78,182.62,193.98,183.95,180.9,190.26,184.83,189.58,,27,965,33,26.93,
05.07.23 12:29:39,18.85,187.18,185.65,191.09,188.24,187.46,181.05,193.2,192.71,192.11,187.36,186.7,188.02,185.83,185.07,185.57,195.57,188.73,182.35,193.98,183.42,180.9,189.2,185.35,189.32,,27,965,33,26.93,
05.07.23 12:29:54,19.1,187.18,184.87,189.77,189.54,186.68,182.84,192.15,194,192.91,188.15,186.45,186.99,186.09,185.33,186.09,193.73,188.73,182.09,194.25,183.95,180.64,190,184.05,189.84,,27,965,33,26.91,
05.07.23 12:30:09,19.35,186.92,184.61,190.56,189.54,187.2,181.81,192.41,193.23,192.91,188.94,186.45,186.99,185.31,184.81,186.35,194.52,188.47,182.35,193.45,184.22,179.87,190,184.83,189.84,,27,965,33,26.93,
05.07.23 12:30:24,19.6,187.18,184.87,190.03,187.72,186.68,181.3,192.94,192.45,191.85,187.88,186.19,187.76,186.09,184.55,185.57,194.78,187.16,180.53,193.72,183.15,180.38,189.2,185.35,189.58,,27,965,33,26.9,
05.07.23 12:30:39,19.85,186.13,183.58,190.56,187.98,186.68,180.79,192.15,193.48,191.31,187.36,186.96,187.51,185.31,183.77,184.78,194.25,186.9,180.79,193.45,183.42,179.35,188.41,184.31,189.32,,27,965,33,26.89,
05.07.23 12:30:54,20.1,186.13,184.1,190.82,188.76,186.42,181.3,192.94,192.97,192.38,186.83,184.9,186.99,184.78,184.55,185.83,194.78,188.47,181.31,193.72,182.61,179.35,188.15,185.35,188.81,,27,965,33,26.9,
05.07.23 12:31:09,20.35,186.13,183.84,190.03,187.72,186.94,181.56,192.41,191.93,192.11,186.57,184.64,185.7,184.52,184.03,185.31,194.52,187.68,180.01,192.93,182.35,179.35,188.41,184.83,189.58,,27,965,33,26.9,
05.07.23 12:31:24,20.6,186.39,185.13,190.82,187.72,187.2,180.79,192.94,192.71,192.11,186.83,185.16,187.76,185.57,184.55,184.78,194.25,187.95,180.53,193.72,182.61,179.09,189.2,185.61,189.32,,27,965,33,26.88,
05.07.23 12:31:40,20.87,187.44,184.87,190.03,187.98,187.2,182.07,191.89,191.93,192.11,185.78,184.64,186.73,184.78,183.51,184.78,193.47,187.42,180.53,193.19,182.35,179.61,189.2,185.87,189.07,,27,965,33,26.88,
05.07.23 12:31:55,21.12,185.62,184.36,189.51,187.72,186.94,180.79,192.15,192.97,191.31,187.09,185.67,187.25,184,184.03,184.78,193.47,187.42,181.05,192.66,182.61,179.35,189.47,185.61,188.81,,27,965,33,26.88,
05.07.23 12:32:10,21.37,185.62,183.84,188.72,186.68,186.42,180.79,191.89,192.45,192.38,186.57,185.41,186.47,184,183.77,184.78,194.25,187.16,180.01,192.93,182.61,178.58,189.2,185.09,188.29,,27,965,33,26.88,
05.07.23 12:32:25,21.62,186.13,183.84,189.77,187.98,186.94,181.05,192.41,192.19,192.11,185.52,185.16,186.73,185.04,182.99,184.26,193.99,187.16,180.01,192.93,182.88,178.32,188.94,185.61,189.07,,27,965,33,26.88,
05.07.23 12:32:40,21.87,186.13,184.61,188.72,187.2,186.68,180.79,192.41,192.19,191.05,187.09,186.19,186.47,184.52,183.25,184.52,193.47,186.64,180.79,193.19,183.15,178.84,188.94,185.09,188.81,,27,965,33,26.88,
05.07.23 12:32:55,22.12,185.62,183.32,188.99,186.17,187.2,181.56,192.41,192.71,191.31,186.04,184.9,186.22,184.26,182.48,184.78,192.94,187.42,179.75,193.98,182.61,178.32,188.68,184.31,189.07,,27,965,33,26.88,
05.07.23 12:33:10,22.37,185.62,185.39,189.51,186.94,186.68,180.79,192.67,193.23,192.38,185.78,185.93,187.25,184.26,184.81,185.83,193.99,187.95,180.01,192.93,182.08,179.09,189.47,184.31,188.55,,27,965,33,26.86,
05.07.23 12:33:25,22.62,185.1,184.36,188.99,186.42,186.42,181.05,191.36,192.45,191.05,185.25,185.67,186.73,183.48,182.99,184.26,193.99,186.9,180.01,192.4,182.61,178.06,189.2,185.09,188.55,,27,965,33,26.86,
05.07.23 12:33:40,22.87,185.62,184.36,190.3,186.94,185.65,180.02,191.89,192.71,191.58,185.25,185.93,186.73,183.74,183.25,184.52,193.99,186.9,180.01,192.4,182.35,178.32,189.2,185.09,188.81,,27,965,33,26.86,
05.07.23 12:33:55,23.12,185.62,183.84,189.25,186.68,185.91,180.02,191.63,191.68,191.05,186.31,184.9,186.47,184,183.25,184,193.99,187.16,179.23,192.93,182.08,178.32,188.41,184.83,189.32,,27,965,33,26.86,
05.07.23 12:34:10,23.37,185.62,184.36,189.51,185.65,186.17,180.53,190.32,190.65,191.85,185.78,184.64,185.96,183.74,181.7,184,192.42,186.64,179.23,192.13,181.81,177.03,188.15,184.57,188.81,,27,965,33,26.86,
05.07.23 12:34:25,23.62,185.36,183.58,188.2,186.68,186.42,180.28,191.89,191.16,191.58,186.04,185.16,185.96,184.26,182.48,184.26,193.99,185.86,178.97,192.66,182.08,176.78,188.68,183.79,188.81,,27,965,33,26.86,
05.07.23 12:34:40,23.87,185.36,183.32,189.25,185.91,185.65,181.56,192.15,191.68,190.52,185.25,185.93,186.22,183.74,182.22,185.31,193.73,186.12,178.45,191.87,181.28,178.06,188.15,184.83,189.07,,27,965,33,26.86,
05.07.23 12:34:55,24.12,184.58,184.61,188.72,186.17,185.65,179.51,190.58,191.42,191.31,184.99,184.38,184.93,182.96,181.7,184.52,192.42,186.9,178.97,192.13,181.81,176.26,187.88,184.83,188.29,,27,965,33,26.86,
05.07.23 12:35:10,24.37,185.1,184.36,189.25,186.17,185.13,179.51,191.36,191.42,190.52,185.52,185.16,185.19,183.48,182.22,184.26,193.2,185.86,178.97,192.13,181.81,177.29,187.88,184.83,187.78,,27,965,33,26.86,
05.07.23 12:35:25,24.62,183.8,183.58,187.94,185.65,184.87,179.51,191.1,191.16,191.05,186.04,184.13,185.19,182.7,182.22,184,192.68,186.38,178.45,192.4,182.08,175.5,188.68,183.53,188.55,,27,965,33,26.86,
05.07.23 12:35:41,24.88,183.54,184.61,187.42,184.87,185.65,179.51,191.1,190.9,190.52,185.25,184.64,184.93,182.44,181.96,184.52,193.2,185.6,178.45,191.08,180.74,176.52,187.88,184.57,188.03,,27,965,33,26.85,
