"","Date","Plate","Temp.C","Light"
"25","20230622","3",25.5409638554217,1
"24","20230622","3",25.582,2
"241","20230622","3",25.7341935483871,3
"242","20230622","3",26.3849152542373,4
"243","20230622","3",27.8307843137255,5
"244","20230622","3",28.7985106382979,6
"245","20230622","3",29.0164406779661,7
"246","20230622","3",30.9409803921569,8
"247","20230622","3",33.2972881355932,9
"248","20230622","3",36.0031111111111,10
"249","20230622","3",25.5409638554217,1
"2410","20230622","3",25.582,2
"2411","20230622","3",25.7341935483871,3
"2412","20230622","3",26.3849152542373,4
"2413","20230622","3",27.8307843137255,5
"2414","20230622","3",28.7985106382979,6
"2415","20230622","3",29.0164406779661,7
"2416","20230622","3",30.9409803921569,8
"2417","20230622","3",33.2972881355932,9
"2418","20230622","3",36.0031111111111,10
"2419","20230622","4",24.7309638554217,1
"2420","20230622","4",25.3088421052632,2
"2421","20230622","4",25.7948387096774,3
"2422","20230622","4",25.6950847457627,4
"2423","20230622","4",25.9398039215686,5
"2424","20230622","4",25.8585106382979,6
"2425","20230622","4",26.3754237288136,7
"2426","20230622","4",26.6637254901961,8
"2427","20230622","4",27.7027118644068,9
"2428","20230622","4",30.3615873015873,10
"2429","20230622","4",32.4826,11
"2430","20230622","4",24.7309638554217,1
"2431","20230622","4",25.3088421052632,2
"2432","20230622","4",25.7948387096774,3
"2433","20230622","4",25.6950847457627,4
"2434","20230622","4",25.9398039215686,5
"2435","20230622","4",25.8585106382979,6
"2436","20230622","4",26.3754237288136,7
"2437","20230622","4",26.6637254901961,8
"2438","20230622","4",27.7027118644068,9
"2439","20230622","4",30.3615873015873,10
"2440","20230622","4",32.4826,11
