"","Date","SDR","Run","Plate","Well","Light_Level","Light_Value","IntervalStart","IntervalStop","Slope","Intercept","unique","Type","Symbiont","Temperature","Volume","Org.Number","umol.min","code","Blank.umol.min","umol.min.corr","umol.org.min","nmol.org.min"
"1",20230622,641,2,3,"A1",1,0,0,21,-0.781428991226226,187.948442340792,"20230622 641 2 3 A1","Sample","WT",26,8e-05,5,-6.25143192980981e-05,"3_1",-4.25015479163306e-05,-2.00127713817675e-05,-4.00255427635349e-06,-0.00400255427635349
"2",20230622,641,2,3,"B1",1,0,0,21,-0.879797721589334,190.945508196721,"20230622 641 2 3 B1","Sample","MIX",26,8e-05,5,-7.03838177271467e-05,"3_1",-4.25015479163306e-05,-2.78822698108161e-05,-5.57645396216322e-06,-0.00557645396216322
"3",20230622,641,2,3,"C1",1,0,0,21,-0.783415207046673,186.025075630252,"20230622 641 2 3 C1","Sample","C",26,8e-05,5,-6.26732165637338e-05,"3_1",-4.25015479163306e-05,-2.01716686474032e-05,-4.03433372948065e-06,-0.00403433372948065
"4",20230622,641,2,3,"D1",1,0,0,21,-1.45806482593038,197.105003601441,"20230622 641 2 3 D1","Sample","WT",26,8e-05,5,-0.00011664518607443,"3_1",-4.25015479163306e-05,-7.41436381580995e-05,-1.48287276316199e-05,-0.0148287276316199
"5",20230622,641,2,3,"A2",1,0,0,21,-0.639729323308262,182.686958646616,"20230622 641 2 3 A2","Sample","MIX",26,8e-05,5,-5.1178345864661e-05,"3_1",-4.25015479163306e-05,-8.67679794833035e-06,-1.73535958966607e-06,-0.00173535958966607
"6",20230622,641,2,3,"B2",1,0,0,21,-0.908904728156322,196.451910364146,"20230622 641 2 3 B2","Sample","C",26,8e-05,NA,-7.27123782525058e-05,"3_1",-4.25015479163306e-05,-3.02108303361752e-05,NA,NA
"7",20230622,641,2,3,"C2",1,0,0,21,-0.920284622811803,191.69920427354,"20230622 641 2 3 C2","Sample","C",26,8e-05,5,-7.36227698249443e-05,"3_1",-4.25015479163306e-05,-3.11212219086137e-05,-6.22424438172273e-06,-0.00622424438172273
"8",20230622,641,2,3,"D2",1,0,0,21,-1.07609740364458,195.239161425577,"20230622 641 2 3 D2","Sample","MIX",26,8e-05,5,-8.60877922915666e-05,"3_1",-4.25015479163306e-05,-4.3586244375236e-05,-8.7172488750472e-06,-0.0087172488750472
"9",20230622,641,2,3,"A3",1,0,0,21,-0.845613445378151,175.363058823529,"20230622 641 2 3 A3","Sample","C",26,8e-05,5,-6.76490756302521e-05,"3_1",-4.25015479163306e-05,-2.51475277139215e-05,-5.0295055427843e-06,-0.0050295055427843
"10",20230622,641,2,3,"B3",1,0,0,21,-0.956928217069961,193.857296918768,"20230622 641 2 3 B3","Sample","MIX",26,8e-05,5,-7.65542573655969e-05,"3_1",-4.25015479163306e-05,-3.40527094492663e-05,-6.81054188985326e-06,-0.00681054188985326
"11",20230622,641,2,3,"C3",1,0,0,21,-0.578309947234707,195.277548563611,"20230622 641 2 3 C3","Sample","WT",26,8e-05,5,-4.62647957787766e-05,"3_1",-4.25015479163306e-05,-3.76324786244595e-06,-7.5264957248919e-07,-0.00075264957248919
"12",20230622,641,2,3,"D3",1,0,0,21,-0.834153285410546,193.478473895582,"20230622 641 2 3 D3","Sample","C",26,8e-05,5,-6.67322628328437e-05,"3_1",-4.25015479163306e-05,-2.42307149165131e-05,-4.84614298330262e-06,-0.00484614298330262
"13",20230622,641,2,3,"A4",1,0,0,21,-0.84846657183499,183.484849122807,"20230622 641 2 3 A4","Sample","WT",26,8e-05,5,-6.78773257467992e-05,"3_1",-4.25015479163306e-05,-2.53757778304686e-05,-5.07515556609372e-06,-0.00507515556609372
"14",20230622,641,2,3,"B4",1,0,0,21,-0.577974395448078,179.915905547653,"20230622 641 2 3 B4","Sample","MIX",26,8e-05,5,-4.62379516358463e-05,"3_1",-4.25015479163306e-05,-3.73640371951566e-06,-7.47280743903133e-07,-0.000747280743903133
"15",20230622,641,2,3,"D4",1,0,0,21,-1.14068908030008,185.366722052422,"20230622 641 2 3 D4","Sample","WT",26,8e-05,5,-9.12551264240065e-05,"3_1",-4.25015479163306e-05,-4.87535785076759e-05,-9.75071570153518e-06,-0.00975071570153518
"16",20230622,641,2,3,"B5",1,0,0,21,-0.566305256986511,187.369616963064,"20230622 641 2 3 B5","Sample","WT",26,8e-05,5,-4.53044205589209e-05,"3_1",-4.25015479163306e-05,-2.8028726425903e-06,-5.6057452851806e-07,-0.00056057452851806
"17",20230622,641,2,3,"C5",1,0,0,21,-0.57125969423914,191.663128851541,"20230622 641 2 3 C5","Sample","WT",26,8e-05,5,-4.57007755391312e-05,"3_1",-4.25015479163306e-05,-3.19922762280059e-06,-6.39845524560117e-07,-0.000639845524560117
"18",20230622,641,2,3,"D5",1,0,0,21,-1.2433683799101,190.463603283174,"20230622 641 2 3 D5","Sample","MIX",26,8e-05,5,-9.94694703928082e-05,"3_1",-4.25015479163306e-05,-5.69679224764776e-05,-1.13935844952955e-05,-0.0113935844952955
"19",20230622,641,2,3,"A6",1,0,0,21,-0.226489776046739,190.670628042843,"20230622 641 2 3 A6","Sample","MIX",26,8e-05,5,-1.81191820837391e-05,"3_1",-4.25015479163306e-05,2.43823658325915e-05,4.8764731665183e-06,0.0048764731665183
"20",20230622,641,2,3,"C6",1,0,0,21,-1.01116371367824,192.090347338936,"20230622 641 2 3 C6","Sample","C",26,8e-05,5,-8.08930970942596e-05,"3_1",-4.25015479163306e-05,-3.83915491779289e-05,-7.67830983558579e-06,-0.00767830983558579
"21",20230622,641,2,3,"D6",1,0,0,21,-0.579345710377177,188.980659370725,"20230622 641 2 3 D6","Sample","C",26,8e-05,5,-4.63476568301741e-05,"3_1",-4.25015479163306e-05,-3.84610891384352e-06,-7.69221782768703e-07,-0.000769221782768703
"22",20230622,641,2,3,"A1",2,16,23,47,-0.672465285083108,185.669171575847,"20230622 641 2 3 A1","Sample","WT",26,8e-05,5,-5.37972228066487e-05,"3_2",-6.86525001753292e-06,-4.69319727891157e-05,-9.38639455782315e-06,-0.00938639455782314
"23",20230622,641,2,3,"B1",2,16,23,47,-0.277573792729252,179.834050302949,"20230622 641 2 3 B1","Sample","MIX",26,8e-05,5,-2.22059034183402e-05,"3_2",-6.86525001753292e-06,-1.53406534008072e-05,-3.06813068016145e-06,-0.00306813068016145
"24",20230622,641,2,3,"C1",2,16,23,47,-0.39667630969914,179.675217231223,"20230622 641 2 3 C1","Sample","C",26,8e-05,5,-3.17341047759312e-05,"3_2",-6.86525001753292e-06,-2.48688547583983e-05,-4.97377095167966e-06,-0.00497377095167966
"25",20230622,641,2,3,"D1",2,16,23,47,-0.529973700820536,193.394027982327,"20230622 641 2 3 D1","Sample","WT",26,8e-05,5,-4.23978960656429e-05,"3_2",-6.86525001753292e-06,-3.553264604811e-05,-7.106529209622e-06,-0.007106529209622
"26",20230622,641,2,3,"A2",2,16,23,47,0.125250368188511,166.448195876289,"20230622 641 2 3 A2","Sample","MIX",26,8e-05,5,1.00200294550809e-05,"3_2",-6.86525001753292e-06,1.68852794726138e-05,3.37705589452276e-06,0.00337705589452276
"27",20230622,641,2,3,"B2",2,16,23,47,-0.478600440703681,190.151083986562,"20230622 641 2 3 B2","Sample","C",26,8e-05,NA,-3.82880352562945e-05,"3_2",-6.86525001753292e-06,-3.14227852387616e-05,NA,NA
"28",20230622,641,2,3,"C2",2,16,23,47,-0.251258152745635,175.178880706922,"20230622 641 2 3 C2","Sample","C",26,8e-05,5,-2.01006522196508e-05,"3_2",-6.86525001753292e-06,-1.32354022021179e-05,-2.64708044042358e-06,-0.00264708044042358
"29",20230622,641,2,3,"D2",2,16,23,47,-0.306646854618137,189.284598674521,"20230622 641 2 3 D2","Sample","MIX",26,8e-05,5,-2.4531748369451e-05,"3_2",-6.86525001753292e-06,-1.76664983519181e-05,-3.53329967038361e-06,-0.00353329967038361
"30",20230622,641,2,3,"A3",2,16,23,47,-0.473158437330442,166.939108835233,"20230622 641 2 3 A3","Sample","C",26,8e-05,5,-3.78526749864353e-05,"3_2",-6.86525001753292e-06,-3.09874249689024e-05,-6.19748499378048e-06,-0.00619748499378048
"31",20230622,641,2,3,"B3",2,16,23,47,-0.158204292026088,175.207150220913,"20230622 641 2 3 B3","Sample","MIX",26,8e-05,5,-1.2656343362087e-05,"3_2",-6.86525001753292e-06,-5.79109334455412e-06,-1.15821866891082e-06,-0.00115821866891082
"32",20230622,641,2,3,"C3",2,16,23,47,-0.157613086471703,188.321509572901,"20230622 641 2 3 C3","Sample","WT",26,8e-05,5,-1.26090469177362e-05,"3_2",-6.86525001753292e-06,-5.7437969002033e-06,-1.14875938004066e-06,-0.00114875938004066
"33",20230622,641,2,3,"D3",2,16,23,47,-0.33526371780515,181.958414193729,"20230622 641 2 3 D3","Sample","C",26,8e-05,5,-2.6821097424412e-05,"3_2",-6.86525001753292e-06,-1.99558474068791e-05,-3.99116948137582e-06,-0.00399116948137582
"34",20230622,641,2,3,"A4",2,16,23,47,-0.402660950978331,184.726844624448,"20230622 641 2 3 A4","Sample","WT",26,8e-05,5,-3.22128760782665e-05,"3_2",-6.86525001753292e-06,-2.53476260607335e-05,-5.06952521214671e-06,-0.00506952521214671
"35",20230622,641,2,3,"B4",2,16,23,47,0.00147906585314587,163.014005891016,"20230622 641 2 3 B4","Sample","MIX",26,8e-05,5,1.1832526825167e-07,"3_2",-6.86525001753292e-06,6.98357528578459e-06,1.39671505715692e-06,0.00139671505715692
"36",20230622,641,2,3,"D4",2,16,23,47,-0.575637492110246,169.119270986745,"20230622 641 2 3 D4","Sample","WT",26,8e-05,5,-4.60509993688197e-05,"3_2",-6.86525001753292e-06,-3.91857493512868e-05,-7.83714987025736e-06,-0.00783714987025736
"37",20230622,641,2,3,"B5",2,16,23,47,-0.312273827056598,183.179790132548,"20230622 641 2 3 B5","Sample","WT",26,8e-05,5,-2.49819061645278e-05,"3_2",-6.86525001753292e-06,-1.81166561469949e-05,-3.62333122939898e-06,-0.00362333122939898
"38",20230622,641,2,3,"C5",2,16,23,47,-0.283818114874814,186.462706185567,"20230622 641 2 3 C5","Sample","WT",26,8e-05,5,-2.27054491899851e-05,"3_2",-6.86525001753292e-06,-1.58401991724522e-05,-3.16803983449044e-06,-0.00316803983449044
