"gene","loading","abs_loading","rank","cum_abs","cum_abs_prop","var_contrib","cum_var","selected_elbow","selected_80_var"
"Montipora_capitata_HIv3___RNAseq.g970.t1",0.0135734369715522,0.0135734369715522,1,0.0135734369715522,0.000100052445647988,0.000184238191220699,0.000184238191220698,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g15043.t1",0.0135633076554634,0.0135633076554634,2,0.0271367446270155,0.000200030226135668,0.000183963314556751,0.000368201505777448,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g27824.t3",0.0135614032280264,0.0135614032280264,3,0.0406981478550419,0.00029999396871806,0.000183911657513124,0.000552113163290571,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g18811.t1",0.0135609108563112,0.0135609108563112,4,0.0542590587113531,0.000399954081932712,0.00018389830325282,0.00073601146654339,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g43337.t1",0.0135579432318673,0.0135579432318673,5,0.0678170019432204,0.000499892320210014,0.000183817824678536,0.000919829291221925,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g26807.t1",-0.0135167454286509,0.0135167454286509,6,0.0813337473718713,0.000599526881461683,0.000182702406982955,0.00110253169820488,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.38369_t",0.0134768660434301,0.0134768660434301,7,0.0948106134153014,0.000698867484003363,0.000181625918352559,0.00128415761655744,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g47023.t1",0.0134717729244239,0.0134717729244239,8,0.108282386339725,0.000798170544173601,0.000181488665727241,0.00146564628228468,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g40839.t1",0.0134679297641992,0.0134679297641992,9,0.121750316103924,0.000897445275661846,0.000181385132133401,0.00164703141441808,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g10406.t1",-0.0134623215839595,0.0134623215839595,10,0.135212637687884,0.000996678668162053,0.000181234102429942,0.00182826551684802,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g19092.t1",0.013455083057011,0.013455083057011,11,0.148667720744895,0.00109585870407132,0.000181039260071063,0.00200930477691908,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g49731.t1",0.0134529521237871,0.0134529521237871,12,0.162120672868682,0.00119502303245707,0.000180981920844907,0.00219028669776399,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g26806.t1",-0.0134416378835304,0.0134416378835304,13,0.175562310752212,0.00129410396137584,0.000180677628991959,0.00237096432675595,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g23342.t1",0.0134364490258188,0.0134364490258188,14,0.188998759778031,0.00139314664221455,0.000180538162423427,0.00255150248917937,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g50787.t1",0.0134359604180689,0.0134359604180689,15,0.2024347201961,0.00149218572143043,0.000180525032355915,0.00273202752153529,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g9279.t2",0.0134046178167242,0.0134046178167242,16,0.215839338012824,0.00159099376823175,0.00017968377881244,0.00291171130034772,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g4982.t1",0.0133974487457696,0.0133974487457696,17,0.229236786758594,0.00168974897041578,0.000179491632895523,0.00309120293324325,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g35590.t1",0.0133765026338239,0.0133765026338239,18,0.242613289392418,0.00178834977473202,0.000178930822712698,0.00327013375595594,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g48616.t1",0.0133643360281596,0.0133643360281596,19,0.255977625420577,0.00188686089662998,0.000178605477473565,0.00344873923342951,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g37035.t1",-0.0133635508130934,0.0133635508130934,20,0.269341176233671,0.00198536623055487,0.00017858449033413,0.00362732372376364,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g16012.t1",0.013355501518157,0.013355501518157,21,0.282696677751828,0.00208381223156019,0.000178369420801493,0.00380569314456513,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g43146.t1",-0.013322696272495,0.013322696272495,22,0.296019374024323,0.00218201641871501,0.000177494235969152,0.00398318738053428,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g41028.t3",-0.0133212394385366,0.0133212394385366,23,0.309340613462859,0.00228020986726318,0.000177455420178823,0.0041606428007131,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g29771.t2",-0.0133189434777347,0.0133189434777347,24,0.322659556940594,0.00237838639183744,0.000177394255363091,0.00433803705607619,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g5036.t1",-0.0133160791424004,0.0133160791424004,25,0.335975636082994,0.00247654180283847,0.00017731796372667,0.00451535501980286,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g44457.t1",0.0133064418642789,0.0133064418642789,26,0.349282077947273,0.00257462617558682,0.000177061395087433,0.00469241641489029,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g36479.t4",0.0133033179201586,0.0133033179201586,27,0.362585395867432,0.00267268752113505,0.000176978267684812,0.0048693946825751,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g7295.t1a",0.0132980704456604,0.0132980704456604,28,0.375883466313092,0.00277071018652747,0.000176838677577747,0.00504623336015285,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g5100.t1",0.0132850619111425,0.0132850619111425,29,0.389168528224235,0.00286863696348017,0.000176492869982888,0.00522272623013574,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g11315.t1",0.0132849373840886,0.0132849373840886,30,0.402453465608323,0.00296656282251973,0.000176489561299156,0.00539921579143489,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g9223.t1",0.0132734590925798,0.0132734590925798,31,0.415726924700903,0.0030644040728386,0.00017618471628239,0.00557540050771728,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g33675.t1",0.0132710518109876,0.0132710518109876,32,0.428997976511891,0.00316222757861635,0.000176120816169918,0.0057515213238872,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g42280.t1",0.013268194514737,0.013268194514737,33,0.442266171026628,0.00326003002270733,0.000176044985680897,0.00592756630956809,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g12058.t1",-0.0132681007702882,0.0132681007702882,34,0.455534271796916,0.00335783177578973,0.000176042498050523,0.00610360880761862,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g13611.t1",0.0132652240410185,0.0132652240410185,35,0.468799495837935,0.0034556123239408,0.000175966168858416,0.00627957497647703,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g25752.t1",-0.0132543603104735,0.0132543603104735,36,0.482053856148408,0.00355331279341967,0.000175678067239855,0.00645525304371688,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g24595.t1",-0.0132505059557002,0.0132505059557002,37,0.495304362104108,0.00365098485169936,0.000175575908082047,0.00663082895179893,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g24505.t1",0.0132253276270114,0.0132253276270114,38,0.50852968973112,0.00374847131561794,0.000174909290841792,0.00680573824264072,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g1703.t1c",0.0132185563981387,0.0132185563981387,39,0.521748246129259,0.00384590786749065,0.000174730233250774,0.00698046847589149,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g33131.t1",0.0132164143344963,0.0132164143344963,40,0.534964660463755,0.00394332862979536,0.000174673607861079,0.00715514208375257,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g41198.t1",0.0132161324312366,0.0132161324312366,41,0.548180792894991,0.00404074731413627,0.000174666156439985,0.00732980824019256,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g24472.t1",0.0132126045468516,0.0132126045468516,42,0.561393397441843,0.00413813999375477,0.000174572918911483,0.00750438115910404,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g44150.t1",-0.0132035860764079,0.0132035860764079,43,0.574596983518251,0.0042354661964724,0.000174334685277113,0.00767871584438115,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g42599.t1",0.0131871234864776,0.0131871234864776,44,0.587784107004729,0.00433267105023563,0.00017390022584761,0.00785261607022876,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g9340.t1",0.0131848121874854,0.0131848121874854,45,0.600968919192214,0.00442985886696415,0.000173839272419264,0.00802645534264802,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g19168.t1",-0.0131828289233705,0.0131828289233705,46,0.614151748115585,0.00452703206466689,0.000173786978422853,0.00820024232107088,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g33963.t2",0.0131776182853214,0.0131776182853214,47,0.627329366400906,0.00462416685374244,0.000173649623673636,0.00837389194474451,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g43497.t1",0.0131731567701893,0.0131731567701893,48,0.640502523171095,0.00472126875612164,0.000173532059291984,0.00854742400403649,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g41759.t1",0.0131580965260296,0.0131580965260296,49,0.653660619697125,0.00481825964651003,0.000173135504188312,0.0087205595082248,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g6185.t1",0.0131572064011387,0.0131572064011387,50,0.666817826098264,0.00491524397561461,0.000173112080282165,0.00889367158850697,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g43338.t1",0.0131554302594198,0.0131554302594198,51,0.679973256357683,0.0050122152124329,0.000173065345310459,0.00906673693381743,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g9540.t1",0.0131448888415321,0.0131448888415321,52,0.693118145199215,0.00510910874640831,0.000172788102656235,0.00923952503647366,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g20224.t1",-0.0131331647189748,0.0131331647189748,53,0.70625130991819,0.00520591585959455,0.000172480015535723,0.00941200505200938,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g6616.t1",-0.0131328171919078,0.0131328171919078,54,0.719384127110098,0.00530272041109114,0.00017247088739607,0.00958447593940545,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g46692.t1",-0.0131309392151381,0.0131309392151381,55,0.732515066325236,0.00539951111965546,0.000172421564671652,0.0097568975040771,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g8791.t1",-0.013130680431231,0.013130680431231,56,0.745645746756467,0.00549629992067323,0.000172414768587112,0.00992931227266422,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g7149.t1",0.0131265538825589,0.0131265538825589,57,0.758772300639026,0.00559305830409761,0.000172306416831721,0.0101016186894959,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g44620.t1",0.0131262956279256,0.0131262956279256,58,0.771898596266952,0.00568981478387683,0.000172299636911699,0.0102739183264076,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g49697.t1b",-0.0131187657317379,0.0131187657317379,59,0.785017361998689,0.00578651575932574,0.000172102014324221,0.0104460203407319,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g5772.t1",0.0131186520693821,0.0131186520693821,60,0.798136014068072,0.0058832158969473,0.000172099032117502,0.0106181193728494,TRUE,TRUE
"Montipora_capitata_HIv3___TS.g7042.t1",0.013118458039315,0.013118458039315,61,0.811254472107387,0.00597991460433548,0.000172093941329269,0.0107902133141786,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g37572.t1",0.0131177261316548,0.0131177261316548,62,0.824372198239041,0.00607660791668984,0.0001720747388651,0.0109622880530437,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g33151.t1",-0.013117080528263,0.013117080528263,63,0.837489278767304,0.00617329647017596,0.000172057801584936,0.0111343458546287,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g27645.t1",0.0131160049567205,0.0131160049567205,64,0.850605283724025,0.0062699770954149,0.000172029586024718,0.0113063754406534,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g41225.t1",-0.0131033528871015,0.0131033528871015,65,0.863708636611126,0.00636656445978627,0.000171697856883912,0.0114780732975373,TRUE,TRUE
"Montipora_capitata_HIv3___RNAseq.g27096.t1",0.0131024776739886,0.0131024776739886,66,0.876811114285115,0.00646314537279145,0.000171674921197371,0.0116497482187347,TRUE,TRUE
