sample_uid	B2ah	B2aa	4131155_B	B2	C31	C17d	C21	C21ac	C31a	C31.1	C17i	C17e	C31j	C31.10	C17	C21bk	C17f	C31w	C31.9	C21bm	C31f	C31o	C31p	C17k	C21k	C31ae	C31l	C15	C17m	C31b	C21bl	C21aj	C31k	C21ar	C31i	C17n	C15eo	C31g	C31ad	C93a	C3	456047_C	C15sj	C31h	71011_C	C31.5	C31ac	1249193_C	D1	D4	D6	D1ab	D17d	D3h	D17j	D4d	D1dg	D17al	D1r	D5m	D10b	D17e	D17c	15655_D	D17k	D1dh	D17l	946_D	70955_D	D17	D2p	D1.6	10612_D	10616_D	D2.2	15659_D	4131156_D	104877_D
197960	0	0	0	8.612967684145249e-05	0.36990973609867017	0.24572796802866395	0.08452766485220148	0.02487425067181148	0.027906015296630608	0.03800041342244884	0.018190587748914765	0.025494384345069936	0.01832839523186109	0.02838834148694274	0.010146075931923104	0.010800661475918143	0.009870460966030456	0.00864741955488183	0	0.009698201612347551	0.013642940811686075	0.006821470405843038	0.008440708330462345	0.007527733755942948	0	0.006666436987528423	0.010318335285606009	0	0	0.010662853992971818	0	0	0	0.004530421001860401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034451870736580995	0	0.00022393715978777647	0	0	0.00013780748294632398	0	8.612967684145249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197955	0	0	0	0	0.3751532897865205	0.25547463523287534	0.08381510123382636	0.027679755737417724	0.029731961858998422	0.03168406036489226	0.016517756588332457	0.0233751282628826	0.02107265310208474	0.015216357584403234	0.01156242961183272	0.013464474309883125	0.01301399003929224	0.00848412042946167	0.005756187901994644	0.01036113822359036	0.011762644843206447	0	0	0.0050554345921866	0.005631053382386065	0.006281752884350677	0.009960707760842907	0	0	0.008809470180443977	0	0.004805165552969442	0	0.005330730535325475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197956	0	0	0	0	0.3969872678614873	0.20787040791501094	0.08575946800746087	0.027856621522990836	0.03164787932852161	0.04087259751844944	0.01873327386262266	0.02067958803016787	0.01780066499067391	0.030147595491038844	0.01023842348552429	0.013157894736842105	0.009103073554456248	0.007014840645527532	0	0.0063457951504338654	0.014577082150677155	0.006913470115967886	0.008312383423891007	0.0056564755494282705	0	0.005332089854837401	0.01048171275646744	0	0	0.009751844943637986	0	0	0	0	0	0.005149622901630038	0	0	0.005717297867164058	0	0	0	0	0	0	0	0	0	0.0012569945665396156	0.0013786392020111913	0.0003649339064147271	0	0.00010137052955964642	0.00020274105911929284	0.00014191874138350498	0	0	0	0.00010137052955964642	0.0001216446354715757	0	0	0.00010137052955964642	0	0	0	0	0	0	0	0.0001216446354715757	0	0	0	0	0	0	0
197957	0	0	0	0	0.3662681669010783	0.23462650414127206	0.08003203625566495	0.02605875918112205	0.02955539928113768	0.04717533989685888	0.018420847007344896	0.023304422566025943	0.017971558055946243	0.03160650101578372	0.01103688076261916	0.013439599937490233	0.0067197999687451165	0.010001562744178778	0	0.005723550554774183	0.015432098765432098	0.007872323800593843	0.008946710423503673	0.006583059853102047	0	0.006895608688857634	0.010333645882169088	0	0	0.006622128457571495	0	0	0	0	0	0.0053328645100797	0	0	0.005157055789967183	0	0	0	0	0	0	0	0	0	0.0021683075480543835	0.0011915924363181747	0.0006446319737458978	0	0.00011720581340834506	0	7.81372089388967e-05	0	0	0.0001562744178777934	9.767151117362088e-05	0.00013674011564306923	0	0	0.00013674011564306923	0	0	0	7.81372089388967e-05	7.81372089388967e-05	0	0	0	0	0	0	0	0	0	0
197958	0	0	0	0	0.33907855485581706	0.2706941367339462	0.0902604539190203	0.034436439125656367	0.026464072012979085	0.032709383667986675	0.021335240653838773	0.022521500968197758	0.019852415260890044	0.01648552936866528	0.014217678767684873	0.014060673726078537	0.011723043106606424	0.011740488111229349	0.0062104216457617364	0.008077037140414842	0.010606562810739144	0.006280201664253441	0.007065226872285121	0.006070861608778327	0.005669626502451023	0.006123196622647105	0.006698881775203671	0	0.005791741534811507	0	0	0	0	0	0	0.005181166373009089	0	0	0	0	0	0	0	0	0	0	0	0	0.0003489000924585245	0	0	6.97800184917049e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022678506009804093	0
197959	0	0	0	0	0.3458958703040876	0.26886636388245555	0.08960206935964148	0.03705597497518573	0.01988149306704364	0.02676933257135982	0.027160345294312268	0.02219749150299275	0.01973110355821578	0.013986224320991367	0.018497909585827293	0.012151472313291424	0.015610431016332301	0.008692513610250549	0.004722230577194935	0.005323788612506391	0.00860227990495383	0.010587421421481637	0.00986555177910789	0.00499293169308509	0.00541402231780311	0.00881282521731284	0.006346437272535868	0	0	0.005534333924865401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001624206695340933	0.0011730381688573406	0.0005714801335458838	0	0.00021054531235900983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012031160706229134
197965	0.0007057748993232865	0	0.00024909702329057166	0	0.3260264873168099	0.1574293187196413	0.07128326483165193	0.036036036036036036	0.026155187445510025	0.018640760576244447	0.011832108606302155	0.010046913272719725	0.012786980528916013	0.007057748993232864	0.005936812388425292	0.011583011583011582	0.0052310374891020054	0.005438618341844149	0.005355586000747291	0.004608294930875576	0	0.004566778760327147	0.004857391954166148	0.00568771536513472	0.009797816249429152	0.004442230248681862	0	0	0	0	0.0054801345123925765	0	0.004276165566488147	0	0	0	0	0	0	0	0.006019844729522149	0	0	0	0	0	0	0	0.09731390376551667	0.06459916137335492	0.039730975214846184	0.009756300078880724	0.0016191306513887158	0.00626894175281272	0	0.007971104745298293	0	0	0	0.002158840868518288	0.003736455349358575	0.0010379042637107152	0	0	0	0	0	0	0.0020758085274214305	0	0.0022003570390667164	0	0	0	0	0	0	0
197972	0	0	0	0	0.29745233676396154	0.18803779314999156	0.07478488274000337	0.027121646701535346	0.015058208199763792	0.017378100219335245	0.019529272819301502	0.01223215792137675	0.01126202125864687	0.009870086046903998	0.012864855744896238	0.009026488948878015	0.008562510544963726	0.005145942297958495	0.008562510544963726	0.005862999831280581	0.006495697654800067	0.008267251560654632	0.00835161127045723	0.004302345199932512	0.004850683313649401	0.005230302007761093	0.003669647376413025	0	0.005230302007761093	0	0.005525560992070187	0.0037540070862156234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07988864518306057	0.058587818457904506	0.02834486249367302	0.008604690399865025	0.007212755188122153	0.0035009279568078287	0.004513244474439008	0	0.002362071874472752	0.0024886114391766494	0.004302345199932512	0.0031634891175974355	0.0026995107136831447	0.003290028682301333	0.0026151510038805465	0	0.002108992745064957	0.0016028344862493674	0.0018559136156571622	0.0022355323097688544	0	0	0	0	0.001181035937236376	0.0010123165176311793	0	0	0	0
197971	8.231468905626209e-05	0	0	0	0.30575791249948553	0.18201835617565953	0.06068650450672922	0.024756142733670824	0.02026999218010454	0.01911758653331687	0.014734329341070914	0.012326624686175248	0.010104128081656172	0.009630818619582664	0.010947853644482858	0.008540148989587193	0.00849899164505906	0.007202535292422933	0.012326624686175248	0.004609622587150677	0.008766514384491912	0.005679713544882084	0.005864921595258674	0.003786475696588056	0.0034777956126270733	0	0.0034366382680989425	0	0.006029550973371198	0.0036012676462114663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003909947730172449	0	0	0.0960406634563938	0.056653084742972384	0.03428406799193316	0.011153640367123513	0.005659134872618018	0.0026546487220644524	0.0040128410914927765	0.0034366382680989425	0.0025105980162159936	0.004424414536774088	0	0.0032925875622504836	0.002057867226406552	0.002839856772441042	0.0026134913775363216	0.0019755525373502903	0.001852080503765897	0.001852080503765897	0.002016709881878421	0	0	0.0017491871424455694	0.001070090957731407	0	0	0	0.0016874511256533729	0	0	0
197968	0	0	0	0	0.26878481101341645	0.1651311871650261	0.06186289277332119	0.024976354783339757	0.013486530983991312	0.016989526044768277	0.020107191648859775	0.0117700634042106	0.008407188145864714	0.008091918590394787	0.01180509335481837	0.0070059901215539285	0.008161978491610327	0.0045889235296178235	0.005499702245419834	0.0036080849126002732	0.0059550916033208395	0.0072161698252005465	0.008407188145864714	0.0038532945668546606	0	0.0037482047150313516	0.004133534171716818	0	0.00493922303569552	0.003362875258345886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003012575752268189	0.11374224962342804	0.07527936385609696	0.042596419939047885	0.013556590885206853	0.008337128244649175	0.0036781448138158124	0.007181139874592777	0.0047991032332644415	0.0029074859004448806	0.0063754510106140755	0.0078467089361404	0.004098504221109048	0.002452096542543875	0.00490419308508775	0.003643114863208043	0.002171856937681718	0.0022068868882894875	0.001576347777349634	0.0021017970364661785	0.0025221564437594144	0	0.001576347777349634	0	0.0015413178267418644	0	0	0	0	0	0
