"","Lipid","term","df","sumsq","statistic","p.value","adj_pvalues"
"387","Cer 42:4;O2|Cer 18:1;O2/24:3","temperature:parent",4,2.27917680234594e-07,0.148167133203454,0.962801183260888,0.990209106330535
"388","Cer 42:6;O2|Cer 18:0;O2/24:6","temperature",2,1.55812519981813e-06,1.46026523698251,0.243720857004888,0.63783867838647
"389","Cer 42:6;O2|Cer 18:0;O2/24:6","parent",2,6.54033160465369e-07,0.612955806229729,0.546522083628991,0.871471847098183
"390","Cer 42:6;O2|Cer 18:0;O2/24:6","temperature:parent",4,1.312473362348e-06,0.615020932119589,0.654200852740275,0.931048934485175
"391","Cer 42:7;O2|Cer 27:3;O2/15:4","temperature",2,3.39259440379403e-08,0.628786807269108,0.538182822905576,0.87023172229894
"392","Cer 42:7;O2|Cer 27:3;O2/15:4","parent",2,2.39435690755373e-07,4.43772480930747,0.0178468523327868,0.159267639810227
"393","Cer 42:7;O2|Cer 27:3;O2/15:4","temperature:parent",4,3.83389556227579e-08,0.355289000552298,0.838887687662819,0.966542784608256
"394","Cer 43:1;O2|Cer 14:0;O2/29:1","temperature",2,1.98594405973286e-08,1.00247322103731,0.3755810454884,0.746241759924248
"395","Cer 43:1;O2|Cer 14:0;O2/29:1","parent",2,8.9433856614627e-09,0.451447994573994,0.639758875991779,0.9240149613839
"396","Cer 43:1;O2|Cer 14:0;O2/29:1","temperature:parent",4,1.05117528114286e-08,0.265308346626798,0.898585521607226,0.978196652334155
"397","Cer 43:2;O2|Cer 19:2;O2/24:0","temperature",2,0.000224307030463306,1.88157664580785,0.164968232992674,0.534877770818555
"398","Cer 43:2;O2|Cer 19:2;O2/24:0","parent",2,1.58934337818079e-05,0.133320448154368,0.875553490359009,0.972848986507379
"399","Cer 43:2;O2|Cer 19:2;O2/24:0","temperature:parent",4,0.000157408109923322,0.660200937261593,0.623096056073371,0.913513000469308
"400","Cer 43:2;O3|Cer 19:2;O2/24:0;O","temperature",2,4.26908152944987e-08,2.14354754998043,0.129890279503197,0.480445628692587
"401","Cer 43:2;O3|Cer 19:2;O2/24:0;O","parent",2,1.2160003804468e-08,0.610565672803605,0.547792843296042,0.872430341838325
"402","Cer 43:2;O3|Cer 19:2;O2/24:0;O","temperature:parent",4,2.9954587788493e-08,0.752024561041496,0.56231557456895,0.878094142849178
"403","Cer 43:3;O2|Cer 13:0;O2/30:3","temperature",2,2.40375898526888e-08,0.884789075971685,0.420354323579228,0.774272457634282
"404","Cer 43:3;O2|Cer 13:0;O2/30:3","parent",2,6.60814966412872e-08,2.43236475496857,0.100107516811171,0.427655253404481
"405","Cer 43:3;O2|Cer 13:0;O2/30:3","temperature:parent",4,2.21451130482896e-08,0.407564864684072,0.802139368188485,0.966542784608256
"406","Cer 43:3;O2|Cer 19:3;O2/24:0","temperature",2,7.2730095910855e-07,2.1674095080165,0.127109557623478,0.477652408959548
"407","Cer 43:3;O2|Cer 19:3;O2/24:0","parent",2,6.68147147222027e-08,0.199112686640495,0.820226578069888,0.966542784608256
"408","Cer 43:3;O2|Cer 19:3;O2/24:0","temperature:parent",4,4.15690215434334e-07,0.619393467063565,0.651160810247572,0.92933729634092
"409","Cer 43:4;O2|Cer 17:3;O2/26:1","temperature",2,2.06295832622021e-08,0.128857460367063,0.879445458437556,0.974401227888863
"410","Cer 43:4;O2|Cer 17:3;O2/26:1","parent",2,9.53682096538678e-09,0.0595693337066435,0.942249662598412,0.983969870477692
"411","Cer 43:4;O2|Cer 17:3;O2/26:1","temperature:parent",4,2.44194322173273e-07,0.762648953964993,0.555520594949886,0.875334320640662
"412","Cer 44:1;O2|Cer 22:1;O2/22:0","temperature",2,6.97346230874184e-09,0.823617387143335,0.445803702502184,0.792853420272871
"413","Cer 44:1;O2|Cer 22:1;O2/22:0","parent",2,7.64413078233121e-10,0.090282828574741,0.913849564032093,0.98057613989385
"414","Cer 44:1;O2|Cer 22:1;O2/22:0","temperature:parent",4,6.06077972039463e-09,0.357911417338926,0.837069908057489,0.966542784608256
"415","Cer 44:3;O2|Cer 25:0;O2/19:3","temperature",2,5.82400880654831e-08,0.71370197558337,0.495671400371053,0.837890504758028
"416","Cer 44:3;O2|Cer 25:0;O2/19:3","parent",2,7.41690793648894e-07,9.08903475736565,0.000524845905606395,0.0127628393776786
"417","Cer 44:3;O2|Cer 25:0;O2/19:3","temperature:parent",4,2.30301523554432e-07,1.41111266998643,0.246909200984327,0.640306527139296
"418","Cer 45:3;O2|Cer 19:2;O2/26:1","temperature",2,2.26939537986148e-08,1.78790722779415,0.179809193123147,0.557276286039753
"419","Cer 45:3;O2|Cer 19:2;O2/26:1","parent",2,1.29451327471974e-08,1.01986179265429,0.369401644575368,0.741387870259761
"420","Cer 45:3;O2|Cer 19:2;O2/26:1","temperature:parent",4,3.41448134356712e-09,0.134502253937446,0.968750602624664,0.993071576593095
"421","Cer 46:6;O2|Cer 30:2;O2/16:4","temperature",2,3.11307452237517e-07,5.53343700867465,0.00736107902684432,0.0899331828931849
"422","Cer 46:6;O2|Cer 30:2;O2/16:4","parent",2,5.60861192810694e-08,0.996921229710957,0.377576796520043,0.747176618465718
"423","Cer 46:6;O2|Cer 30:2;O2/16:4","temperature:parent",4,8.05597503666994e-08,0.71596792958971,0.585756760479413,0.891859631097192
"424","Cer 46:8;O2|Cer 18:2;O2/28:6","temperature",2,1.52676568979782e-08,0.844713034091265,0.436849624908892,0.789932290073578
"425","Cer 46:8;O2|Cer 18:2;O2/28:6","parent",2,7.69640742707919e-09,0.425818821628846,0.656023199486725,0.931545576362677
"426","Cer 46:8;O2|Cer 18:2;O2/28:6","temperature:parent",4,2.92630653751816e-08,0.809518215697985,0.526181602817673,0.860355172878739
"427","Cer 46:9;O2|Cer 24:3;O2/22:6","temperature",2,1.76773344960421e-07,2.87581910075572,0.0675276000708105,0.352550980494753
"428","Cer 46:9;O2|Cer 24:3;O2/22:6","parent",2,4.39607816425638e-08,0.715171484479984,0.494967472366388,0.837866624909367
"429","Cer 46:9;O2|Cer 24:3;O2/22:6","temperature:parent",4,2.05158292324552e-07,1.66879835836527,0.175223673260601,0.54776349774544
"430","Cer 47:5;O2|Cer 19:0;O2/28:5","temperature",2,5.60782444528057e-08,3.00726037834425,0.0601742285535516,0.328320651331941
"431","Cer 47:5;O2|Cer 19:0;O2/28:5","parent",2,7.75152432318578e-08,4.15684410172759,0.0225333551876082,0.186144598174518
"432","Cer 47:5;O2|Cer 19:0;O2/28:5","temperature:parent",4,2.54142762098285e-08,0.681434900787897,0.608731751531456,0.902922345819972
"433","Cer 47:9;O2|Cer 23:3;O2/24:6","temperature",2,0.000387909217737085,3.21594365376924,0.0501736670497883,0.301657014849494
"434","Cer 47:9;O2|Cer 23:3;O2/24:6","parent",2,1.93110950908775e-05,0.160097751909917,0.852578009606519,0.96927096416875
"435","Cer 47:9;O2|Cer 23:3;O2/24:6","temperature:parent",4,5.35722942038666e-05,0.222069329220676,0.924609101760458,0.983313874555463
"436","Cer 48:8;O2|Cer 24:2;O2/24:6","temperature",2,6.08687856817182e-07,1.68129278546576,0.198418101017942,0.582541284768475
"437","Cer 48:8;O2|Cer 24:2;O2/24:6","parent",2,6.18412139286488e-08,0.17081528021005,0.843559944071263,0.966542784608256
"438","Cer 48:8;O2|Cer 24:2;O2/24:6","temperature:parent",4,3.86417373754359e-07,0.533673158906931,0.711677669279339,0.955130468952252
"439","Cer 48:9;O2|Cer 22:3;O2/26:6","temperature",2,5.95813264675234e-08,1.82515923061871,0.173746096227653,0.545843325912714
"440","Cer 48:9;O2|Cer 22:3;O2/26:6","parent",2,2.95959694057772e-08,0.906615544712769,0.411646257748101,0.76823420699286
"441","Cer 48:9;O2|Cer 22:3;O2/26:6","temperature:parent",4,2.38669556312629e-08,0.36555911860162,0.831750666989658,0.966542784608256
"442","Cer 50:3;O3|Cer 18:2;O2/32:1;O","temperature",2,1.56715253021621e-07,1.55588228800675,0.222919972286655,0.616810295309575
"443","Cer 50:3;O3|Cer 18:2;O2/32:1;O","parent",2,2.09142369065165e-07,2.07638313071776,0.138064693237,0.492476176581626
"444","Cer 50:3;O3|Cer 18:2;O2/32:1;O","temperature:parent",4,9.4928707463983e-08,0.47123011869881,0.756518344541197,0.965826656956582
"445","Cer 50:7;O4|Cer 30:2;O3(FA 20:4)","temperature",2,1.02687397097816e-05,1.63140803255813,0.207807931089397,0.598572047522876
"446","Cer 50:7;O4|Cer 30:2;O3(FA 20:4)","parent",2,5.73869485720557e-06,0.911713915343202,0.409639530593448,0.76823420699286
"447","Cer 50:7;O4|Cer 30:2;O3(FA 20:4)","temperature:parent",4,6.06022516442503e-06,0.48139792670644,0.749203080018043,0.965074859476398
"448","Cer 52:3;O2|Cer 19:2;O2/33:1","temperature",2,3.0470399272581e-10,2.34256326324494,0.108513995537963,0.448418128620112
"449","Cer 52:3;O2|Cer 19:2;O2/33:1","parent",2,5.48257373792259e-10,4.21500083133011,0.0214667582923142,0.182179301078063
"450","Cer 52:3;O2|Cer 19:2;O2/33:1","temperature:parent",4,3.07428924314357e-10,1.1817562640306,0.332715354554938,0.723925618993058
"451","Cer 53:3;O2|Cer 19:2;O2/34:1","temperature",2,2.35663604229695e-09,1.09876393815057,0.342671157714749,0.72416642309629
"452","Cer 53:3;O2|Cer 19:2;O2/34:1","parent",2,1.52647833545764e-08,7.11709113017807,0.00217884848657288,0.0374850872281824
"453","Cer 53:3;O2|Cer 19:2;O2/34:1","temperature:parent",4,6.24941783035261e-10,0.145687217355249,0.963910345505274,0.990852243950655
"454","Cer 54:5;O2|Cer 18:2;O2/36:3","temperature",2,1.23071562062871e-07,3.04135683867334,0.0584072451662774,0.32535665864651
"455","Cer 54:5;O2|Cer 18:2;O2/36:3","parent",2,1.43331688726523e-08,0.354202712958432,0.703808659544185,0.951326616775651
"456","Cer 54:5;O2|Cer 18:2;O2/36:3","temperature:parent",4,8.11912745193375e-08,1.00320347715196,0.416663779648346,0.770314501557534
"457","Cer 55:12;O4|Cer 33:7;O3(FA 22:4)","temperature",2,2.14206922067282e-06,1.28379345439326,0.287629599988117,0.685936210579733
"458","Cer 55:12;O4|Cer 33:7;O3(FA 22:4)","parent",2,6.34548841036171e-07,0.380300337987767,0.685986162209868,0.940812909017763
"459","Cer 55:12;O4|Cer 33:7;O3(FA 22:4)","temperature:parent",4,3.0457356376087e-06,0.912691204756255,0.465440345353683,0.81234336511679
"460","Cer 56:2;O2|Cer 28:0;O2/28:2","temperature",2,1.81538507784049e-07,4.06243751909993,0.0243846056672107,0.195112410074374
"461","Cer 56:2;O2|Cer 28:0;O2/28:2","parent",2,1.04713419832606e-08,0.234325890784159,0.792131245246725,0.966542784608256
"462","Cer 56:2;O2|Cer 28:0;O2/28:2","temperature:parent",4,1.03725329874203e-07,1.16057380030697,0.341847873257416,0.72416642309629
"463","Cer 56:5;O2|Cer 18:2;O2/38:3","temperature",2,1.05185407418103e-07,0.878330125530411,0.422968080701001,0.77738828204421
"464","Cer 56:5;O2|Cer 18:2;O2/38:3","parent",2,9.38698754502429e-10,0.00783841993975547,0.992193671459365,0.997306408235369
"465","Cer 56:5;O2|Cer 18:2;O2/38:3","temperature:parent",4,8.43019611608481e-08,0.35197350063277,0.841181136342617,0.966542784608256
"466","Cer 57:8;O2|Cer 25:2;O2/32:6","temperature",2,7.24851956507802e-08,1.46050621639534,0.243665950247298,0.63783867838647
"467","Cer 57:8;O2|Cer 25:2;O2/32:6","parent",2,1.56498004424766e-08,0.315328262914576,0.731261414038078,0.961820874202214
"468","Cer 57:8;O2|Cer 25:2;O2/32:6","temperature:parent",4,3.24894054442819e-08,0.327314965437716,0.858053554039669,0.96927096416875
"469","Cer 58:5;O2|Cer 30:0;O2/28:5","temperature",2,1.31353183630087e-07,2.43340308325606,0.100014407549501,0.427655253404481
"470","Cer 58:5;O2|Cer 30:0;O2/28:5","parent",2,1.96904427076854e-08,0.364778246490735,0.696528691611812,0.947449067978784
"471","Cer 58:5;O2|Cer 30:0;O2/28:5","temperature:parent",4,7.69441070065579e-08,0.712719791228781,0.587896494827566,0.892431113696827
"472","Cer 58:6;O2|Cer 20:3;O2/38:3","temperature",2,3.69405509987078e-10,0.738070347845925,0.4841326830933,0.827837427682863
"473","Cer 58:6;O2|Cer 20:3;O2/38:3","parent",2,7.90272176095066e-10,1.57895982635409,0.218183870387295,0.609242143166902
"474","Cer 58:6;O2|Cer 20:3;O2/38:3","temperature:parent",4,6.50709990799345e-10,0.650057641631944,0.630017614788079,0.919927568013309
"475","DG 15:0","temperature",2,7.86471718269819e-08,1.03076477089445,0.365581447249789,0.738056365649436
"476","DG 15:0","parent",2,1.94077958469954e-07,2.54362258363259,0.0906287851714389,0.416288917470738
"477","DG 15:0","temperature:parent",4,2.4414018625282e-07,1.59987382446905,0.192170440370256,0.574725707984994
"478","DG 17:0","temperature",2,1.96420758491005e-05,1.14453389271454,0.328101167493644,0.722104278505548
"479","DG 17:0","parent",2,0.000117409066349586,6.84136731684726,0.00267980644652121,0.0440551362153171
"480","DG 17:0","temperature:parent",4,6.97157592445402e-05,2.03115113506084,0.107398345324165,0.444835347750925
"481","DG 18:0","temperature",2,2.25772547932962e-07,0.825894758492469,0.444827878108478,0.792760014618315
"482","DG 18:0","parent",2,2.26140956182693e-07,0.82724242651156,0.444251473797259,0.792760014618315
"483","DG 18:0","temperature:parent",4,2.64559332026116e-07,0.483890020356939,0.747410208279366,0.965074859476398
"484","DG 19:2","temperature",2,2.76227146074673e-08,0.480541687765119,0.621806674911022,0.913210848344933
"485","DG 19:2","parent",2,5.52636470246282e-07,9.61400303722922,0.000364991414970328,0.00961524258812459
"486","DG 19:2","temperature:parent",4,9.58581005988868e-08,0.83380315986929,0.511400495946345,0.850351726896344
"487","DG 20:1","temperature",2,3.65483677973945e-07,3.20495937076334,0.0506539913152963,0.302846203395707
"488","DG 20:1","parent",2,2.7752137059707e-08,0.243360995547816,0.785086256012151,0.966542784608256
"489","DG 20:1","temperature:parent",4,1.21111129117744e-07,0.531017213027654,0.713577299304932,0.955845863316829
"490","DG 20:3","temperature",2,0.000152641453349656,0.363874128187781,0.697147972047119,0.947449067978784
"491","DG 20:3","parent",2,0.000226063726164454,0.53890171685238,0.587368353503822,0.892431113696827
"492","DG 20:3","temperature:parent",4,0.000238335567355269,0.284077964682634,0.88665831348999,0.975427312110638
"493","DG 20:4","temperature",2,0.000105316030987111,0.596677847389502,0.555238072752031,0.875334320640662
"494","DG 20:4","parent",2,0.000500656606235895,2.83651694134511,0.0699047177431688,0.357394475453139
"495","DG 20:4","temperature:parent",4,0.000120349916517595,0.340926867677027,0.848781876903013,0.967974428974578
"496","DG 21:1","temperature",2,1.50609233525107e-08,1.18175389092047,0.316731792223239,0.711005253490655
"497","DG 21:1","parent",2,2.09988290190943e-08,1.64767108345661,0.204696614164211,0.59095632102887
"498","DG 21:1","temperature:parent",4,2.61872013694006e-08,1.02738810849363,0.40434906161642,0.763686983056169
"499","DG 22:0","temperature",2,2.06151349295009e-09,0.0603900982788498,0.941478815517883,0.983969870477692
"500","DG 22:0","parent",2,2.98788225537065e-07,8.75271996348913,0.000664576563923835,0.0151415687402106
"501","DG 22:0","temperature:parent",4,2.62256604300321e-09,0.0384128024437752,0.997076235576508,0.998872456712423
"502","DG 22:2","temperature",2,2.47082391616068e-07,4.54247153493117,0.0163713280123027,0.151386473096892
"503","DG 22:2","parent",2,3.94046812662431e-07,7.24433019383583,0.00198174745379002,0.0357988522188212
"504","DG 22:2","temperature:parent",4,7.94220021707464e-08,0.730064537881856,0.576523507925239,0.885045934283316
"505","DG 22:4","temperature",2,0.000243837397668558,0.368679539775922,0.6938630821675,0.94699392056212
"506","DG 22:4","parent",2,0.00133452864003718,2.01779304377041,0.145635714098204,0.503847771483389
"507","DG 22:4","temperature:parent",4,0.000598477431725078,0.452445740900246,0.770025295253897,0.966542784608256
"508","DG 23:1","temperature",2,2.87460003482155e-07,1.65682055408117,0.202967697358806,0.588382835290365
"509","DG 23:1","parent",2,1.78540470303355e-06,10.2904584064086,0.000230650686369649,0.00662858620260049
"510","DG 23:1","temperature:parent",4,2.33434655235232e-07,0.67271851760865,0.614607183977002,0.90813485848992
"511","DG 23:5","temperature",2,2.33570059146534e-07,0.0447394151364807,0.956292141557262,0.987127684080945
"512","DG 23:5","parent",2,5.08482958636126e-05,9.73978867812654,0.000334878109929214,0.00920550804359764
"513","DG 23:5","temperature:parent",4,1.28145715630363e-06,0.122729008814255,0.973545407120269,0.995188494182361
"514","DG 24:1","temperature",2,0.000212535145810379,0.538541296759036,0.587574794155463,0.892431113696827
"515","DG 24:1","parent",2,0.00044655397566881,1.13151994797201,0.332176664325113,0.723925618993058
"516","DG 24:1","temperature:parent",4,0.000253368473565374,0.321004288000189,0.862313261540386,0.971348680914876
"517","DG 24:4","temperature",2,8.37096171141739e-05,0.0473793335128508,0.953776448106143,0.986721373854244
"518","DG 24:4","parent",2,0.00377312964145215,2.1355774143102,0.13083320664161,0.48092613313464
"519","DG 24:4","temperature:parent",4,0.00095480384818314,0.270207722373888,0.895505072535552,0.977998844261266
"520","DG 24:5","temperature",2,0.000216862792525358,0.132382762656124,0.8763697032057,0.972931948817918
"521","DG 24:5","parent",2,0.00765125426574285,4.6706683322131,0.0147375231913098,0.141832257396632
"522","DG 24:5","temperature:parent",4,0.000612998460796778,0.187100859486396,0.943826880332153,0.983969870477692
"523","DG 25:4","temperature",2,1.56391935958249e-06,3.45298272931717,0.0408918280409514,0.265849442456468
"524","DG 25:4","parent",2,8.75703477462199e-07,1.93346860575164,0.157304280370763,0.520990416692344
"525","DG 25:4","temperature:parent",4,1.67271706425048e-06,1.84659877074256,0.137901407794639,0.492476176581626
"526","DG 26:1","temperature",2,6.78559672303144e-07,0.284253525033268,0.754012072451641,0.965826656956582
"527","DG 26:1","parent",2,4.88817449286638e-06,2.04769143715666,0.141719345848524,0.496746088333051
"528","DG 26:1","temperature:parent",4,2.20415879461983e-06,0.461668982609287,0.763395440989998,0.966542784608256
"529","DG 26:2","temperature",2,1.24231359852802e-07,0.181387254339782,0.834762211740804,0.966542784608256
"530","DG 26:2","parent",2,8.85652052728336e-07,1.29311950167115,0.28511329175815,0.685410185224678
"531","DG 26:2","temperature:parent",4,6.27939201331425e-07,0.458419547837115,0.765731806291788,0.966542784608256
"532","DG 27:4","temperature",2,1.68890674613508e-07,0.881263454015466,0.421778940401861,0.776078303896065
"533","DG 27:4","parent",2,1.40072616689157e-07,0.730892207512077,0.487502088555137,0.831099316410183
"534","DG 27:4","temperature:parent",4,2.79977131642945e-07,0.730453634108674,0.576269886230599,0.885045934283316
"535","DG 28:0","temperature",2,2.80239539357654e-06,0.172353012752793,0.842274268095929,0.966542784608256
"536","DG 28:0","parent",2,3.53456786200574e-05,2.17383107748549,0.126371928855563,0.477652408959548
"537","DG 28:0","temperature:parent",4,1.99322873124443e-05,0.612938091681926,0.655651047545689,0.931545576362677
"538","DG 28:2","temperature",2,4.14721883964057e-08,0.582166336209269,0.563131014222996,0.878094142849178
"539","DG 28:2","parent",2,2.52186504164531e-07,3.5400710415275,0.0379501119146815,0.258762976742005
"540","DG 28:2","temperature:parent",4,3.99611051702506e-08,0.28047724375517,0.888972183726245,0.975626144984063
"541","DG 28:3","temperature",2,8.3907038888669e-08,0.530625447845897,0.592128036766133,0.893491530418586
"542","DG 28:3","parent",2,1.89725799640122e-07,1.19981992852278,0.311362784912246,0.708834859062118
"543","DG 28:3","temperature:parent",4,1.14005858538709e-07,0.36048471347216,0.835283042790108,0.966542784608256
"544","DG 28:5","temperature",2,2.25285466677796e-08,0.382115373732184,0.684764360998509,0.940812909017763
"545","DG 28:5","parent",2,1.3761356598224e-07,2.33411679729561,0.109341864369227,0.450611274156935
"546","DG 28:5","temperature:parent",4,4.12088511896928e-08,0.349479613701495,0.842902644134695,0.966542784608256
"547","DG 29:0","temperature",2,1.67817395378698e-07,6.77413169529656,0.00281938827991395,0.0451148402085354
"548","DG 29:0","parent",2,1.01164908677974e-08,0.408363157335854,0.667348150934082,0.937624152062385
"549","DG 29:0","temperature:parent",4,6.32609055528605e-08,1.27679762998274,0.294337976674972,0.692787590461822
"550","DG 29:3","temperature",2,1.42898987202788e-08,0.581243829721282,0.563636730989057,0.878094142849178
"551","DG 29:3","parent",2,4.45434132132284e-09,0.18118101878618,0.83493291339412,0.966542784608256
"552","DG 29:3","temperature:parent",4,1.81296568049761e-08,0.368713290385421,0.829549357836534,0.966542784608256
"553","DG 29:4","temperature",2,6.22664910990036e-06,3.43973670656196,0.041359778970836,0.266833880146031
"554","DG 29:4","parent",2,8.64360179141669e-07,0.477491405635293,0.623663829443852,0.913815657394844
"555","DG 29:4","temperature:parent",4,5.01331092782694e-06,1.38473112226895,0.255630458230776,0.649012185559047
"556","DG 30:0","temperature",2,1.73062609671851e-07,0.540088125326191,0.586689341558216,0.892308558926012
"557","DG 30:0","parent",2,8.22232157395263e-07,2.56599519279494,0.0888390098662477,0.414527409505056
"558","DG 30:0","temperature:parent",4,3.10513104708693e-07,0.484519564709334,0.746957316591133,0.965074859476398
"559","DG 30:1","temperature",2,2.98059904676264e-08,0.805519925884798,0.453638406282945,0.801843796653906
"560","DG 30:1","parent",2,2.74298962232901e-08,0.741304939918405,0.482622353931114,0.826372331138651
"561","DG 30:1","temperature:parent",4,4.31382684051413e-08,0.582915283527485,0.676694352195232,0.939676376943942
"562","DG 30:3","temperature",2,4.45537952765213e-07,3.11844150707737,0.0546098682062261,0.313882628848968
"563","DG 30:3","parent",2,3.23899844494637e-07,2.26706325003082,0.116153475744128,0.463433331450615
"564","DG 30:3","temperature:parent",4,7.10509355602256e-08,0.248652427018319,0.908869178758719,0.980494643687959
"565","DG 30:4","temperature",2,3.53089079780227e-09,0.272896963249068,0.76251048796404,0.966542784608256
"566","DG 30:4","parent",2,4.09935276159074e-08,3.16832489019798,0.0522910822205201,0.308981651718914
"567","DG 30:4","temperature:parent",4,1.77789469283713e-08,0.68705333927897,0.604960457654287,0.900497349857382
"568","DG 30:5","temperature",2,3.6335888223483e-09,0.140065599874522,0.869705559102959,0.972848986507379
"569","DG 30:5","parent",2,5.42342560907849e-08,2.09059252009557,0.136291435282608,0.490300198904291
"570","DG 30:5","temperature:parent",4,1.70449796572693e-08,0.328520289068029,0.857237062331809,0.96927096416875
"571","DG 30:6","temperature",2,9.99272580286432e-08,0.415317223049506,0.662812116034097,0.935377522060442
"572","DG 30:6","parent",2,6.01541970147983e-07,2.50012604686879,0.0942174105330905,0.423978347398907
"573","DG 30:6","temperature:parent",4,2.35051572227754e-07,0.488460146795327,0.744122700604777,0.964575248503066
"574","DG 30:7","temperature",2,1.61771349822114e-07,0.759537289039321,0.474200943966178,0.818583654260332
"575","DG 30:7","parent",2,1.23373569304991e-06,5.79254772072182,0.00600220629776814,0.0807424453566788
"576","DG 30:7","temperature:parent",4,6.03349813992042e-08,0.141640247969065,0.965692685311501,0.991469999043432
"577","DG 30:8","temperature",2,5.41923860561955e-05,0.30365397352765,0.73972296464761,0.964575248503066
"578","DG 30:8","parent",2,0.00173298821498792,9.71038176861214,0.00034167693928551,0.00927612436831661
"579","DG 30:8","temperature:parent",4,7.48669027407905e-05,0.209749322343689,0.931588058523814,0.983891130517104
"580","DG 31:0","temperature",2,0.000188765329245448,0.966628319103587,0.388663496463123,0.754833544496259
"581","DG 31:0","parent",2,1.00551033865658e-05,0.051490110624768,0.949872903563888,0.986721373854244
"582","DG 31:0","temperature:parent",4,8.64724032259395e-05,0.221403671196556,0.924991580690963,0.983313874555463
"583","DG 31:1","temperature",2,5.12075367675213e-07,0.720647782742887,0.492353411582466,0.835679045565138
"584","DG 31:1","parent",2,1.41142898340165e-08,0.0198631535823565,0.980342022575938,0.997306408235369
"585","DG 31:1","temperature:parent",4,4.66276276019275e-07,0.328097176382856,0.857523784469884,0.96927096416875
"586","DG 32:0","temperature",2,3.94095978184884e-07,1.7610085394212,0.184324749882506,0.564027863365406
"587","DG 32:0","parent",2,1.09424577348496e-07,0.488961130790472,0.616710528152052,0.909437005577269
"588","DG 32:0","temperature:parent",4,7.18404458576823e-07,1.60508664937268,0.190835773213137,0.572507319639411
"589","DG 32:1","temperature",2,8.39448040856097e-07,2.31715612634438,0.111024287746288,0.45069088878068
"590","DG 32:1","parent",2,1.30268638038423e-06,3.59584820036546,0.0361832276828629,0.252086454021929
"591","DG 32:1","temperature:parent",4,7.95813695407625e-07,1.09835540140277,0.369939421427893,0.741387870259761
"592","DG 32:1|DG 16:0_16:1","temperature",2,1.45044242286052e-07,9.19395083064288,0.000487850075119327,0.0120958121566351
"593","DG 32:1|DG 16:0_16:1","parent",2,1.47019472327074e-08,0.9319155165473,0.401788349536265,0.763686983056169
"594","DG 32:1|DG 16:0_16:1","temperature:parent",4,7.29550541466873e-08,2.31220891674109,0.0733150630071273,0.36715602840599
"595","DG 32:2","temperature",2,6.98115794166729e-07,5.57239586411527,0.00713773139463637,0.0889227719065783
"596","DG 32:2","parent",2,2.36693843373982e-07,1.88930232620367,0.163802877001711,0.533149904681245
"597","DG 32:2","temperature:parent",4,1.4609707987423e-07,0.583077170329743,0.676580227618569,0.939676376943942
"598","DG 32:7","temperature",2,1.25032171988525e-07,2.54293424641346,0.090684446439808,0.416288917470738
"599","DG 32:7","parent",2,5.70201825201301e-08,1.15969012263893,0.32342072509573,0.717483345409739
"600","DG 32:7","temperature:parent",4,4.32043363935314e-08,0.439350068311862,0.779426499861963,0.966542784608256
"601","DG 32:8","temperature",2,1.27360887377094e-08,2.37036896395292,0.105834738598148,0.442142099641576
"602","DG 32:8","parent",2,3.37343319110226e-08,6.27844348672117,0.00411522787218867,0.0609156593122881
"603","DG 32:8","temperature:parent",4,1.60292352265633e-09,0.149163540233702,0.962351947602895,0.990149745926656
"604","DG 32:8|DG 16:4_16:4","temperature",2,2.60031406851293e-07,5.43207259464059,0.00797718387506083,0.0949762917355924
"605","DG 32:8|DG 16:4_16:4","parent",2,9.98751504958956e-08,2.08639823344348,0.136812364831997,0.490317775383527
"606","DG 32:8|DG 16:4_16:4","temperature:parent",4,1.2637417330892e-07,1.31998225101771,0.278251503468194,0.67820590410392
"607","DG 33:0","temperature",2,2.99097571860027e-07,0.633716860417469,0.535613136157068,0.868118060875207
"608","DG 33:0","parent",2,1.15908546347481e-07,0.245582736195708,0.783363962024525,0.966542784608256
"609","DG 33:0","temperature:parent",4,3.15968379593524e-07,0.334731051579566,0.853015717017299,0.96927096416875
"610","DG 33:1","temperature",2,2.85046206489069e-07,0.977860782525951,0.384513339136092,0.752784793695876
"611","DG 33:1","parent",2,2.79777537570388e-07,0.959786433194486,0.391214402328418,0.755848850829047
"612","DG 33:1","temperature:parent",4,2.27598688783421e-07,0.390392551889952,0.814314975039056,0.966542784608256
"613","DG 33:4","temperature",2,2.84608407062361e-08,1.25307136449504,0.296084733281431,0.694618080212189
"614","DG 33:4","parent",2,4.68208830358806e-08,2.06142567600887,0.139957440838044,0.494346882513148
"615","DG 33:4","temperature:parent",4,3.66495830105281e-08,0.806802291351744,0.527852760244532,0.860903541075963
"616","DG 33:5","temperature",2,1.36939586939278e-07,1.61453421231663,0.211088513039742,0.600790582804456
"617","DG 33:5","parent",2,1.57518906830363e-08,0.185716687079762,0.831187157405917,0.966542784608256
"618","DG 33:5","temperature:parent",4,7.05119840172727e-08,0.415672389258379,0.796364490690986,0.966542784608256
"619","DG 34:0","temperature",2,2.10120621425018e-05,1.03760209402348,0.363206913546378,0.738056365649436
"620","DG 34:0","parent",2,5.00165572977869e-05,2.46988059696695,0.0968003007592317,0.427655253404481
"621","DG 34:0","temperature:parent",4,5.9954914547607e-05,1.48032459783571,0.225326594067957,0.619439679143971
