Lipid,VIP
DGDG 36:6|DGDG 16:1_20:5,1.6035106963238568
DG 34:8,1.5954129695691825
DG 29:5,1.5908082064868945
NATau 15:1,1.5875079913475143
NAGlySer 20:0;O,1.5866774445429308
DG 23:1,1.5829139199793019
FA 30:6,1.5826298763792666
PC O-36:2|PC O-10:0_26:2,1.5817265535549492
DG 22:2,1.5793854164223666
DG 27:6,1.579107136231632
DG 47:13,1.5645239111188816
Cer 35:6;O2|Cer 20:2;O2/15:4,1.562713347654528
DG 32:8,1.5538198127385034
SL 27:2;O2,1.5448267167559746
Cer 35:5;O2|Cer 18:2;O2/17:3,1.5387938349892276
DGDG 36:7|DGDG 18:3_18:4,1.5378038427124388
FA 20:1,1.5312143192746814
DG 24:3,1.5174306846385073
LPC 19:1,1.5160184401439891
DG 30:8,1.5126315465727815
NAE 22:1,1.5081739457643089
VAE 15:2,1.5063385883241656
MGDG 36:7|MGDG 18:3_18:4,1.5037322641477542
DG 32:5,1.5036809825678141
DG 45:5,1.5023624626967786
TG O-52:6|TG O-22:0_15:3_15:3,1.4910305309941874
TG 48:2|TG 16:0_16:1_16:1,1.4888561904579491
DGDG 34:6|DGDG 16:2_18:4,1.4869439816862982
FAHFA 25:1;O|FAHFA 14:0/11:0;O,1.4845567038373424
Cer 42:2;O2|Cer 18:0;O2/24:2,1.4826690181536086
DG 47:7,1.481574674415368
PC 30:5,1.467868991645227
LPC 16:0,1.4613575058263
DGDG 36:7|DGDG 16:2_20:5,1.459875376199693
FA 20:5,1.4581659661912159
DG 40:8,1.4557590495440875
NAE 17:0,1.4515853227592705
FA 17:1,1.451035747985785
LPE O-20:3,1.4502751717436086
DG 32:8|DG 16:4_16:4,1.448471926346005
VAE 6:0,1.4436880444258944
PC O-34:5|PC O-19:1_15:4,1.4422675723816187
PC O-40:7,1.4375922611704466
NAOrn 14:1,1.4351722230977166
FA 14:1,1.4260744975929438
Cer 35:0;O2|Cer 19:0;O2/16:0,1.4250084860695065
PC O-38:5|PC O-18:0_20:5,1.4249195809987327
NAOrn 17:0;O,1.4218470243500971
LPC 21:4,1.4198727349077322
FA 20:2,1.4189651487112778
ST 27:1;O;S,1.4178679103164984
DG 26:5,1.4123692431399815
DG 23:5,1.4061227814917006
TG 30:0|TG 8:0_10:0_12:0,1.4045274146144098
Cer 33:5;O2|Cer 12:0;O2/21:5,1.4043927148083097
DGDG 27:0|DGDG 12:0_15:0,1.4039793973656909
DGDG 42:11|DGDG 20:5_22:6,1.4033312507062823
DG 34:7,1.40271301802253
Cer 42:1;O2|Cer 21:0;O2/21:1,1.401983802624146
PC 30:3,1.4007116741692829
DG 19:0,1.3987050953920155
Cer 34:2;O3|Cer 19:1;O2/15:1;O,1.3951904591221047
DG 39:5,1.3921979775227045
CL 63:2|CL 15:0_15:0_15:0_18:2,1.3905768007180113
DG 34:2|DG 16:0_18:2,1.3889432194820044
AHexCer 42:2;O3|AHexCer (O-17:0)25:2;O3,1.3874863487964928
Cer 33:7;O2|Cer 13:2;O2/20:5,1.3872463634759966
NAE 27:1,1.3865191675357442
Cer 51:3;O2|Cer 22:3;O2/29:0,1.3862596852166884
CAR 21:2,1.3809721533982278
PC 35:4,1.3794006155662168
PC O-43:4,1.377757348065801
DG 22:0,1.3707879856377199
DG O-35:1|DG O-21:0_14:1,1.3693271100469795
Tryptophan,1.3690943383647445
PC 30:4,1.3689130015552646
TG O-54:5|TG O-16:1_19:2_19:2,1.3672981359629715
LPC 22:0,1.3642669160958347
TG 52:3|TG 16:0_18:1_18:2,1.3637526219350373
DGDG 27:3|DGDG 12:0_15:3,1.3603905100757383
NAE 16:4,1.3584245474057353
TG 48:2|TG 14:0_16:1_18:1,1.3571799129162074
DG 32:1,1.3552153653380827
DG 29:4,1.3541304656942232
PC O-37:3,1.3525757695258682
PC 32:5,1.3501008004467703
DG 28:6,1.349737137138682
Cer 32:6;O2|Cer 15:2;O2/17:4,1.3487711960448152
VAE 7:0,1.3423913589317116
Dioctyl phthalate (also known as the production of plastic),1.334201876443688
PC O-36:10,1.3341423799247476
MGDG 30:1|MGDG 14:0_16:1,1.3299587664619623
FA 23:0,1.3285458281956946
LPC 15:3/0:0,1.327985595130564
SE 28:4/28:0,1.3256128745122755
NAGlySer 17:1;O,1.3224544809363181
DG 27:5,1.321682020271619
DG 37:8,1.321171430871711
Cer 30:4;O2|Cer 16:3;O2/14:1,1.31942222144709
Cer 33:1;O3|Cer 18:0;O2/15:1;O,1.3161788956947782
FA 22:2,1.3144680772514006
PC O-35:2|PC O-14:0_21:2,1.3123037471845918
SM 43:9;O2,1.3120929306533022
Cer 32:6;O2|Cer 13:2;O2/19:4,1.31160113294464
DG 25:4,1.310760995539009
Cer 31:6;O2|Cer 12:1;O2/19:5,1.3097291409313623
DG 28:4,1.3083617635896239
DG 16:1,1.3031095744613053
DG 17:0,1.3018546167202916
NAE 17:1,1.3010863924274183
FA 22:6,1.300494779547802
TG 26:1;O|TG 9:0_9:0_8:1;O,1.2945730845669825
CAR 14:1,1.29194881759863
MGDG O-35:3|MGDG O-19:3_16:0,1.2897560150245768
TG 27:1;O|TG 8:0_10:0_9:1;O,1.2891677079576855
DG 44:8,1.2844174342588877
Cer 34:2;O3|Cer 18:2;O2/16:0;O,1.2810922443201884
HexCer 37:5;O2,1.28013561610237
NAE 17:2,1.2792513989080687
Cer 32:7;O2|Cer 16:3;O2/16:4,1.27881327675371
TG 64:2;O2|TG 16:0_16:0_16:1;O(FA 16:0),1.2786029286981067
NAE 28:7,1.277198822588538
PC 38:6|PC 16:0_22:6,1.2770400882646944
DG O-37:7|DG O-19:3_18:4,1.2761777997855157
DG 25:5,1.2753742404198953
FA 19:1,1.2746832729908912
TG 66:3;O2|TG 17:1_17:1_17:0;O(FA 15:0),1.2736011767274402
DG 51:5,1.270523899329734
CAR 18:2,1.2700454955825398
Cer 37:6;O2|Cer 15:1;O2/22:5,1.2695850134201043
LPC 16:0/0:0,1.2694692953925268
SM 44:9;O2,1.2631416142397016
Cer 32:0;O2|Cer 24:0;O2/8:0,1.2631138240130688
Cer 53:3;O2|Cer 19:2;O2/34:1,1.2630350182390933
BMP 18:2|BMP 8:1_10:1,1.262942209411352
DG 42:7,1.2599407304965655
PC 38:4,1.256461639844635
PC 29:2,1.2557781295827146
DG 40:5,1.2552207504518296
LPC 21:2,1.251885014846002
PC O-41:7,1.2510406251493222
Cer 37:6;O2|Cer 15:0;O2/22:6,1.2477113283509622
VAE 8:0,1.2476235933681992
TG 51:2|TG 16:0_16:0_19:2,1.2427772335718754
FA 17:0,1.2360395616427304
DGDG O-13:0,1.2355572903270027
SHexCer 33:3;O3|SHexCer 18:2;O2/15:1;O,1.23548357467232
DG 47:6,1.2336778779513946
TG 66:2;O2|TG 16:0_16:0_18:1;O(FA 16:0),1.2335099679200223
Cer 31:7;O2|Cer 13:2;O2/18:5,1.2317188343437584
FA 32:1,1.2303715866466716
DG 30:7,1.229337541737191
PC 32:4,1.2277905198667112
NAE 28:6,1.2232569558049247
CAR 24:5,1.2212268321737692
Cer 39:5;O2|Cer 21:2;O2/18:3,1.2204811218562988
TG O-54:7|TG O-14:1_20:3_20:3,1.220172920600377
TG O-53:9|TG O-20:1_15:4_18:4,1.218899538773425
DG O-34:2|DG O-20:1_14:1,1.2185980594548287
DG 24:2,1.215419947588419
FA 14:0,1.2148082124675401
SE 24:1;O3/20:5,1.2133711257424635
TG 54:11|TG 18:3_18:4_18:4,1.2080045478059183
Cer 34:5;O2|Cer 19:2;O2/15:3,1.2075677420442497
TG 50:7|TG 14:0_18:3_18:4,1.203877741948132
PC 31:6,1.2032280056920388
Cer 36:1;O3|Cer 14:0;O2/22:1;O,1.2031929735971452
Cer 34:1;O3|Cer 18:0;O2/16:1(2OH),1.2019492356300667
PC 40:3,1.2006452876533398
NAE 11:0,1.200397135355719
DG 45:11,1.2001188449596454
LPE 20:4,1.1978824050587153
DGDG 40:10|DGDG 18:4_22:6,1.1973164564566674
PC O-34:2,1.1969690935159971
PC O-30:0|PC O-21:0_9:0,1.1924826481312167
PC 32:0,1.1915428101038115
Cer 35:2;O2|Cer 19:0;O2/16:2,1.1900831864329324
PC 28:6,1.1898475275928277
DG 26:4,1.1879366790056016
DG 36:9,1.1860066023752147
NAE 26:0,1.1847876349779853
CAR 23:1,1.1845019933040886
Cer 46:9;O2|Cer 24:3;O2/22:6,1.183902925035662
SE 28:2/15:4,1.1835384603137502
CAR 26:0,1.1833977030267326
PC O-35:1|PC O-19:1_16:0,1.1832133067780697
DG 30:1,1.1818386564722807
DG 19:2,1.178477965105828
CAR 11:0,1.1773512554189525
LPE O-16:0,1.1762839900855444
NAE 18:1,1.1750734314706248
TG O-54:8|TG O-19:5_15:2_20:1,1.1744683503798057
TG 56:10|TG 18:3_18:3_20:4,1.174460863238603
DG 33:4,1.1743984563570722
SE 29:1/16:0,1.1736791925124657
DG 15:1,1.1735359209868483
DG 46:12,1.1724893763581719
PC O-34:0,1.171862829751701
PC O-40:9,1.1705397873647343
DG 33:2,1.1704481484437912
AHexCer 38:3;O2|AHexCer (O-14:0)24:3;O2,1.168618029929417
PC 26:2,1.167185464814595
TG O-58:6|TG O-22:0_18:3_18:3,1.1667766229846306
Cer 34:2;O3|Cer 18:2;O2/16:0(2OH),1.1665071556173379
TG 54:3|TG 18:1_18:1_18:1,1.162776799524043
TG 64:1;O2|TG 16:0_16:0_18:0;O(FA 14:0),1.1605185224259098
Cer 46:3;O2|Cer 18:3;O2/28:0,1.1573974011726158
DG O-35:0|DG O-17:0_18:0,1.1563976875861695
DG 34:3,1.1535585721084956
TG 50:6|TG 14:0_18:3_18:3,1.1526749008225343
PC O-37:9,1.1524368700575822
PC O-39:9,1.1518797869584028
DG 13:0,1.150883416919765
PC O-36:9,1.150003962901508
TG 48:4|TG 14:0_16:1_18:3,1.1494587012876991
TG 54:10|TG 18:3_18:3_18:4,1.1492895039760693
Cer 34:0;O2|Cer 16:0;O2/18:0,1.1491537999264512
TG 46:1|TG 14:0_16:0_16:1,1.1479350797787744
Cer 47:5;O2|Cer 19:0;O2/28:5,1.1476405091584176
TG 58:12|TG 18:3_18:4_22:5,1.1469220886242029
NAE 18:3,1.1462847256993904
PC O-36:6,1.1462252408188878
ST 29:1;O,1.1455088566120053
Cer 33:1;O4|Cer 18:0;O3/15:1(2OH),1.1454904832477348
Cer 34:2;O2|Cer 13:1;O2/21:1,1.1451573431878346
DGDG 40:10|DGDG 20:5_20:5,1.1451240990180742
LPC 28:6,1.144322909335659
TG 46:2|TG 14:0_16:1_16:1,1.1437950291065349
Cer 34:3;O2|Cer 19:1;O2/15:2,1.143104441411319
FA 18:1,1.1429624104969707
FA 18:2,1.1379862292002016
NAGlySer 21:1;O,1.1365602059563562
NAE 18:4,1.1362990345245485
SM 37:2;O3,1.1354884178428308
FA 30:7,1.1339670550535534
TG 54:6|TG 16:0_16:0_22:6,1.1337685400501556
TG 44:0|TG 14:0_14:0_16:0,1.1332886824534107
TG 66:1;O2|TG 16:0_16:0_18:0;O(FA 16:0),1.1313297101318514
TG 56:11|TG 18:3_18:3_20:5,1.130395600599511
Cer 31:4;O2|Cer 13:2;O2/18:2,1.1298187891309222
Cer 31:4;O2|Cer 12:2;O2/19:2,1.1294686858727843
FA 14:0;O,1.128942519987521
NAGly 21:0;O,1.1284300738269046
TG 52:8|TG 16:1_18:3_18:4,1.1275613708476262
DG 19:1,1.1275433191302309
TG 48:5|TG 14:0_14:0_20:5,1.1263283692256731
ST 27:1;O,1.1257040423965743
DG 28:2,1.125131436298817
TG 54:2|TG 18:0_18:1_18:1,1.124260484293703
LPC O-19:0,1.1238239309099813
Cer 41:3;O3|Cer 18:2;O2/23:1;O,1.1235842906866154
SM 40:3;O2,1.122780438034712
FA 25:0,1.1218251987578187
TG 56:12|TG 18:3_18:4_20:5,1.120551172403178
CAR 28:2,1.1167196126063517
Cer 42:7;O2|Cer 27:3;O2/15:4,1.1155341662359177
FA 34:7,1.1150832849767898
TG O-54:0|TG O-16:0_19:0_19:0,1.1148252001991794
PC O-42:5,1.1147270347170195
LPC 28:0,1.1123574405014163
AHexCer 61:3;O2|AHexCer (O-24:0)37:3;O2,1.1114990689818705
DG 24:5,1.1089172847619464
Cer 26:2;O2|Cer 12:2;O2/14:0,1.108357989409853
FA 22:4,1.1072019997234994
HBMP 42:3|HBMP 12:0_12:0_18:3,1.1063233738693614
Cer 39:2;O3|Cer 18:1;O2/21:1;O,1.1060388524851636
DG 35:1,1.1046421121975525
PC O-42:9,1.1044236662447149
VAE 19:1,1.1029326900651741
DG 51:8,1.102888252657266
TG 60:13|TG 20:4_20:4_20:5,1.0976951133845743
TG 54:9|TG 18:3_18:3_18:3,1.096762187439363
DG 17:1,1.0956577534193872
FA 18:2;O2,1.0956207623807244
FA 22:1,1.0946483785259864
FA 16:1,1.0927397132918382
PC O-38:1,1.0927021048426255
MGDG 34:5|MGDG 16:1_18:4,1.0925068539798364
PC O-41:5|PC O-19:0_22:5,1.092177837061908
FA 22:3,1.0910775013472223
TG O-55:11|TG O-19:3_18:4_18:4,1.0903907665176602
MGDG 38:10|MGDG 18:5_20:5,1.090186616428892
Cer 34:4;O2|Cer 17:1;O2/17:3,1.088726471492781
Cer 27:3;O2|Cer 18:3;O2/9:0,1.0875102755523296
TG O-51:8|TG O-21:2_15:3_15:3,1.0873346514692936
PC O-41:4,1.0869193736249592
CAR 19:2,1.0865438291938585
PC 35:1,1.082259029855056
LPC 18:1/0:0,1.0820536065131132
TG 64:12|TG 20:4_22:4_22:4,1.0809550614656525
SM 36:5;O3,1.0802215501593375
PC O-37:2|PC O-17:0_20:2,1.0800992904386382
CoQ10,1.0792009606133361
PMeOH 52:0,1.0787479109269005
TG 58:11|TG 18:3_18:3_22:5,1.0786665083691338
DG 31:4,1.0780752851417494
FA 32:7,1.0778249790293246
Cer 34:7;O2|Cer 16:3;O2/18:4,1.0776495825325667
NAE 24:2,1.076807070162273
PC O-38:4|PC O-21:2_17:2,1.0767258162997981
DG 52:12,1.0747787147024757
TG 58:9|TG 18:1_20:4_20:4,1.0739504938224758
PC O-40:4,1.0731240456425746
DG 28:3,1.0715874768971507
PC O-37:1|PC O-15:0_22:1,1.0713158303347232
DG 26:1,1.070710519312124
FA 19:5,1.0703406025288023
TG 58:12|TG 18:3_18:3_22:6,1.0698534136533202
FA 21:0,1.0682760762686552
DG 28:5,1.0658799369115528
PC O-35:5|PC O-13:0_22:5,1.065486526165168
TG 52:1|TG 16:0_18:0_18:1,1.0651287932973594
Cer 52:3;O2|Cer 19:2;O2/33:1,1.064919932018294
Cer 34:1;O2|Cer 18:1;O2/16:0,1.0648671550875686
CAR 22:0,1.0641980194830694
SE 28:1/15:3,1.063548677709438
DG 25:1,1.063196483065703
DG 21:1,1.063054010075504
FA 18:4,1.0630359130236275
LPC 25:1,1.0624253645183852
FA 20:3,1.0623623539307447
TG O-51:9|TG O-21:1_15:4_15:4,1.0622327600122194
VAE 17:1,1.0608393799459692
DG 26:6,1.0602380637747573
PC 42:4,1.0601122679459347
FA 22:0,1.059799987955233
TG 52:8|TG 16:0_18:4_18:4,1.0597073633798941
PC 35:2,1.0596908661247755
DG 42:5,1.059193054093634
HBMP 46:5|HBMP 12:0_12:0_22:5,1.0581041466509225
PC O-32:0,1.0551746475130899
DG 32:1|DG 16:0_16:1,1.0544704162357625
FA 22:5,1.0543642529134634
CAR 20:0,1.0536562761719561
DG 36:9|DG 18:4_18:5,1.0522689371493756
PC 38:4|PC 18:0_20:4,1.051598717968697
DG 40:7,1.050112292381348
DG 30:0,1.0497191903051957
Cer 34:1;O2|Cer 19:0;O2/15:1,1.049350456146914
TG 48:3|TG 16:1_16:1_16:1,1.0488980733227404
DG 40:4,1.0474055571997753
Cer 33:6;O2|Cer 18:2;O2/15:4,1.0470060245171064
TG 55:8|TG 16:0_18:3_21:5,1.0457464075261895
DG 33:3,1.0456712818117493
Cer 38:6;O2|Cer 20:2;O2/18:4,1.0448678958817281
DG 42:1,1.043666315712288
Cer 41:2;O3|Cer 18:1;O2/23:1;O,1.0422340611025227
DG 32:4,1.0405334274942817
NAE 26:2,1.0403668211392845
TG 48:2|TG 14:0_16:0_18:2,1.0403196364362548
PC O-32:0|PC O-16:0_16:0,1.0399776313727755
TG 51:4|TG 15:0_16:0_20:4,1.0390334734913516
TG 46:3|TG 14:0_14:0_18:3,1.0389650564002983
PC 36:1|PC 18:0_18:1,1.037836144122961
TG O-54:7|TG O-19:4_15:3_20:0,1.0367986393885376
TG O-47:7|TG O-17:1_15:3_15:3,1.0367640670436051
DG 24:1,1.035274896610565
SM 40:2;O3,1.0347524025597143
NAE 22:3,1.0336337558000241
DG 35:0,1.031630499785273
DG 38:4,1.0305943428968487
VAE 20:4,1.0305435635825215
TG 56:9|TG 18:3_18:3_20:3,1.0296291901649641
TG O-51:9|TG O-13:1_19:4_19:4,1.029518606360896
CAR 20:3,1.0286328714629442
SE 24:2;O4/19:2;O,1.028385432620161
DGDG 38:7|DGDG 16:1_22:6,1.0272970773202919
TG 54:0|TG 16:0_16:0_22:0,1.025354432665893
TG O-51:7|TG O-16:4_16:0_19:3,1.023131980835823
CE 22:4,1.0223518978926476
TG 64:14|TG 20:4_22:5_22:5,1.022266227216873
ASG 27:1;O;Hex;FA 26:0,1.021312198201736
ST 24:1;O5,1.0210339202134058
PC 38:5|PC 18:0_20:5,1.02030708492346
PC 37:2|PC 15:0_22:2,1.0194380095030349
DG 34:1,1.019023395619969
FA 27:0,1.0187600973475863
SE 24:2;O4/26:0,1.018496502879973
PC O-37:7,1.0182374338144071
PC O-36:0,1.0169582792986938
DG 36:3,1.0168467664194054
Cer 36:1;O3|Cer 18:0;O2/18:1;O,1.0168264040583253
LPC 16:4,1.016728250792884
DG 39:2,1.0161071103356991
DG 33:1,1.01533628349944
DGDG 34:5|DGDG 16:1_18:4,1.0140336622999844
DG O-37:5|DG O-19:3_18:2,1.0140090400843014
TG 51:8|TG 16:0_15:4_20:4,1.0138766228769556
Cer 37:4;O2|Cer 18:3;O2/19:1,1.013577683826216
DG 30:4,1.0126627505824342
CL 78:8|CL 16:0_18:1_22:3_22:4,1.0123254355356661
NAE 21:4,1.010571800861371
PC 34:1|PC 16:0_18:1,1.009866145905722
PC O-38:2|PC O-16:0_22:2,1.0095699137835645
FA 20:0,1.00942541856201
ST 28:4;O,1.0069702143351305
DG 46:8,1.006932482994113
TG 58:10|TG 18:3_18:3_22:4,1.0067665929976908
DG 39:0,1.006670540080798
LPC 19:4,1.0065155292228882
PS O-40:4|PS O-18:0_22:4,1.0064199131157068
PC O-42:10,1.0057596184352937
SM 37:4;O2|SM 15:2;O2/22:2,1.0055618013216558
Cer 38:1;O2|Cer 19:1;O2/19:0,1.0053863501467186
DG 36:4|DG 16:0_20:4,1.0050371185733855
MG 26:7,1.0029647917553954
DG 32:2,1.0027001092804173
DG O-32:0|DG O-18:0_14:0,1.002210785330295
NAE 16:1,1.0015071154302868
MGDG 36:9|MGDG 18:4_18:5,1.0005610614453309
