sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
R55,197955,-0.055490630271012996,-0.006286247992138292,0.011341089340504833,0.03429614913551225,0.006339727035670839,-0.007986379655216244,-0.0227809094113012,-0.006747606941288516,0.007523364847737921,-0.0008643127655504584,-0.008910690626026091,0.000280129170671885,-0.0,0.0,0.0,0.0,0.0,0.0
R56,197956,-0.04334238482429825,0.038742501120128954,0.05603204083597585,-0.023107013396462223,0.012699302884806456,-0.0073422248720877315,0.010834897517918234,0.006875714131973683,-0.007112688243911299,-0.0015956765882853081,-0.010144528904108094,-0.0018198003119661802,-0.0,0.0,0.0,0.0,0.0,0.0
R57,197957,-0.07432949787756708,0.0017197000923613905,0.05498537389705833,-0.001563596658701793,-0.013607256858327851,-0.004032880870374258,0.009698805751890905,-0.002477892565726796,0.003645174283906261,0.00304725862227667,0.005945455604009276,-0.000934257423070694,-0.0,0.0,0.0,0.0,0.0,0.0
R58,197958,-0.04547194827182694,-0.0530751330271421,0.004755659973207142,0.008002820896742362,0.005970567087600375,0.01669459613953922,0.006668999611628299,-0.010901660063900082,-0.0020721705875725326,-0.020496241029879993,0.00048229461236331725,0.0004415341894670282,-0.0,0.0,0.0,0.0,0.0,0.0
R59,197959,-0.051796314120354806,-0.047424752433763276,-0.018907721436390253,-0.0028890920479010527,-0.007187129408883541,0.028430696753372026,-0.004358299292731452,0.00419369663112408,-0.009919279999754595,9.101596461089459e-05,-0.005609164271745669,-0.0022073955996134253,-0.0,0.0,0.0,0.0,0.0,0.0
R60,197960,-0.07112999864785394,-0.0029973547016377516,0.03188709321072506,0.007450739084068188,0.0011651725854109774,-0.018409105802451187,-0.0023670130156039533,0.011768638978684848,-0.0020050206186940315,0.0081406375113544,0.005230840320321466,0.0009675450173657061,-0.0,0.0,0.0,0.0,0.0,0.0
R61,197961,0.13147862312675912,-0.10649636545892947,0.032595558801064003,-0.017614622728867338,0.021305454715903387,-0.009556946340085536,-0.0016200837677661554,0.0011011882450035085,0.00102814452814714,0.006335046941494485,-1.0437628430718213e-05,0.0008051346531074876,-0.0,0.0,0.0,0.0,0.0,0.0
R62,197962,0.06546604268895047,0.04336617158022743,0.0014250485011613584,0.023002040836380938,0.001358136851905412,-0.005172280659749716,0.0018684999961410017,-0.02510685367990078,-0.018031110642047286,0.005592393631924616,-0.0021509381390130596,0.0037922420980804382,-0.0,0.0,0.0,0.0,0.0,0.0
R63,197963,0.08188891537984473,0.017680253359595336,0.024260423783879694,0.04898730056081254,-0.02938317259084407,0.00526742925495913,-0.010425604256193521,0.007744787870573456,0.0075080256488302445,-0.002952909216907662,-0.0017765139350338249,-0.0016759522421665107,-0.0,0.0,0.0,0.0,0.0,0.0
R64,197964,0.08872497952715691,0.03336447737560549,-0.021630923327157287,-0.025328538217870972,-0.01401785219737984,-0.0018292101867419426,0.00639280223454479,0.0028835389940266576,0.0042258845766732726,-0.0012680595022387803,-0.00933241270390446,-0.005540050025217536,-0.0,0.0,0.0,0.0,0.0,0.0
R65,197965,0.03692483990033955,0.05466052360828534,0.017603630433658046,-0.008240856037137114,0.027989397071084172,0.043292394079531796,-6.908285056312719e-05,0.005754924476940572,0.010685451286656458,0.0027910801537428093,0.0048565639326765605,0.003803619652195563,-0.0,0.0,0.0,0.0,0.0,0.0
R66,197966,0.053122732682193495,0.027351907472043396,-0.006579968411329957,0.0006239179447606326,0.001388691534342093,-0.017560036582914943,0.006237182314396336,0.011214677286716468,-0.008654611752547859,-0.0163333948567479,0.010467051869780732,0.0003889921990083343,-0.0,0.0,0.0,0.0,0.0,0.0
