sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
R55,197955,-0.062330454223256136,0.014830646006560371,-0.02754840289999254,0.050142661884095586,0.023420327114492774,-0.021149725827233793,0.022410913120152205,-0.008015382628611088,0.009035734788012208,-0.004197998364527597,-0.001385863593761222,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R56,197956,-0.183866227682946,-0.053160236520086,0.03781397149719327,0.018299153603033226,0.0004088203591812562,-9.353407219295788e-06,-0.005532945053107293,-0.0026449974252188615,-0.003373499104941467,0.004324276540103679,-0.009135602609491688,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R57,197957,-0.18509594643166824,-0.052621583640019225,0.03851198639305324,0.01570025429084854,-0.0017649425372132767,0.0024106101786731367,-0.009886982700595298,-0.005622652972327746,-0.00443440748111301,-0.007223681543149145,0.007741597188125114,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R58,197958,-0.05396635542818691,-0.03211203576852178,0.008481305841539138,0.0006130627624206487,0.002541767881311243,-0.009228108950293771,-0.009249828819992777,-0.025687283063458053,-0.01944890974814129,0.009840713683349548,0.0019243717454832208,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R59,197959,-0.07800326195263146,-0.033221959586799354,-0.020763153957062633,0.004927980672156467,-0.0023765777462252903,0.003961563494502644,-0.01943704988623605,-0.00024129757321445582,0.011348316840924922,-0.008592145507232226,-0.0007262179781586878,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R60,197960,-0.14169437936315465,-0.037836280995771715,-0.009313845178002364,0.014244308029349189,0.014199391068317,-0.0027055908702933776,0.018786732265474757,0.025611426153043675,-0.00658591089635438,0.002487725342366547,0.0016225162674502797,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R61,197961,0.5374064478347719,-0.13125174351078808,-0.009314686978104867,0.0033385726039170277,0.00012718595954336274,0.0030396225096133932,0.002418022699139509,0.0011637445116920522,-0.0011436810115561683,-0.0003097101662674046,-0.00012971933012050687,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R62,197962,0.11384460921632354,0.09463381966303916,0.0282877512415404,0.009585179574355372,-0.035043265697212986,0.010136862484884221,0.014705174347103566,0.0011441873211167916,-0.006077070518337326,0.0028921697893995314,0.0022096345464358022,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R63,197963,0.14611067883441278,0.07478681715098733,0.05000710585097614,-0.007210132054369176,0.011489847997251175,-0.027481724699814844,-0.004990226927056716,0.00801057447641129,0.009821990229368449,0.0016531047255060893,-0.00011872151068759526,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R64,197964,0.09136381868019954,0.08931830902190545,0.003978871753875037,-0.028875642445316783,-0.009602148871658878,0.008663647350135221,-0.010401342635986376,-0.007728381533372146,-0.0020664587285671833,-0.005959064249726094,-0.0027187763792204185,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R65,197965,0.04801669143100081,0.024956371502483733,0.030001446460812525,0.03687097024021741,0.01623692926638377,0.037866350155190555,-0.019693588577861593,0.01049431874465125,0.0008762390709788486,-0.0005203724179510563,-0.0006164444050467125,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R66,197966,0.06295762961732003,0.06546201659846226,-0.008244179862960601,-0.008252985252985076,0.046701789961602125,0.0014022146630249075,0.00524413897842771,0.005533246825494331,-0.01288769051565222,0.0008985182818707652,0.0008972877574128975,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R67,197967,0.010255461458788959,0.008078747739882765,-0.012158714469657083,0.020411288915467465,-0.04638996924828481,-0.04483753172159074,-0.008807427455498713,0.006673871261702479,0.0019411661365074577,0.0001291447495070112,0.00017869257144909176,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R68,197968,-0.10776184581391689,-0.03676528519257354,0.015840387827623974,-0.039416577889045734,-0.002186142022428905,0.011028070468204552,0.0024007277353423223,0.0049422165675209705,0.028483187064918574,0.009292183007419507,0.002194842979055967,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R69,197969,-0.05864011446838784,-0.004668856659269341,-0.04338120914745965,-0.054911652552360676,0.02344552342738098,-0.02167465493218811,-0.014804248045391835,0.005121955394658512,-0.006136260399721197,-0.0011737918525262288,-0.0001203190531170885,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R70,197970,-0.042579613993509194,0.037613577088856064,-0.09212534826883717,0.01725033250875085,-0.022140635126529952,0.02611761412338115,-0.006066638059391812,0.0009623612522068938,0.000330881124702919,0.005171549319630545,0.0003751375836150021,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R71,197971,-0.10849912973065046,-0.038949777143023626,0.013908115782414455,-0.0421792621015465,-0.02878207026917559,0.014112972209072828,0.023106506940430135,0.006806101123186831,-0.012843673529732948,-0.006433625866031998,-0.0022475764852419866,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
R72,197972,0.01248199201548985,0.010907454244675813,-0.003981401886951437,-0.010537512788988134,0.00971416848326628,0.00834716277195165,0.019798062075047987,-0.0265240084354825,0.01316004667870327,-0.002278995471740603,5.516070582019207e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.8024150036110569,0.10043169279486314,0.03364800241663368,0.02215625268505088,0.015068329450797448,0.011139512634574291,0.00597555455774318,0.00434443353998846,0.003706045156313239,0.0008136600184924966,0.0003015131344861944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
