sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1-D4-D6-D17d,793831,0.16144903111828857,0.07917496353534827,0.003532290979353954,-0.0
D1/D4/D1ab-D6-D4d,793835,-0.12872005802657613,0.0008072657511638801,-0.0447791439116684,-0.0
D1/D4-D6-D1ab-D17d-D17j,793837,0.151418350001498,-0.08167499083757115,0.0037585447371254934,-0.0
D1/D4/D6/D1ab,793631,-0.18414732309321039,0.0016927615510589928,0.037488308195188814,-0.0
proportion_explained,0,0.8586121231464554,0.11171957018080417,0.02966830667274036,0.0
