sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1-D4-D6-D17d,793831,0.903863666571578,-0.06682650570722552,0.09094666316376517,-0.0
D1/D4/D1ab-D6-D4d,793835,-0.08396215786311664,0.0006291068397505286,-0.36501012759996254,-0.0
D1/D4-D6-D1ab-D17d-D17j,793837,-0.32112673214893755,0.5261665828045994,0.13422900843954988,-0.0
D1/D4/D6/D1ab,793631,-0.49877477655952374,-0.4599691839371244,0.13983445599664807,-0.0
proportion_explained,0,0.6363599009492326,0.26673195349091594,0.09690814555985142,0.0
