sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1-D4-D6-D17d,793831,0.05373297703943359,0.06027041741897316,-0.0025644191188611055,-0.0
D1/D4/D1ab-D6-D4d,793835,-0.030982872640878192,-0.023733564269777505,-0.023204885575764167,-0.0
D1/D4-D6-D1ab-D17d-D17j,793837,0.08068578959109429,-0.04210837568227525,0.011320290403815388,-0.0
D1/D4/D6/D1ab,793631,-0.10343589398964974,0.0055715225330796045,0.014449014290809801,-0.0
proportion_explained,0,0.7536738733471544,0.21475775754619741,0.031568369106648286,0.0
