sample,analysis_type_uid,PC1,PC2,PC3,PC4
D1-D4-D6-D17d,793831,0.11182217908274374,0.029923776943225483,0.0015770624103412286,-0.0
D1/D4/D1ab-D6-D4d,793835,-0.052324305242359155,0.03243386262065534,-0.03400078036075052,-0.0
D1/D4-D6-D1ab-D17d-D17j,793837,-0.0007648861591367637,-0.09162820504888601,-0.0008811042115470226,-0.0
D1/D4/D6/D1ab,793631,-0.05873298768124782,0.029270565485005166,0.03330482216195634,-0.0
proportion_explained,0,0.5812138679413187,0.34824863142562795,0.07053750063305342,0.0
