gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Montipora_capitata_HIv3___RNAseq.g4836.t1,1410.293940628687,-0.47803449923787594,0.10211513366487829,-4.681328634467549,2.8502159781393157e-6,1.099781575000981e-4,30vs27
Montipora_capitata_HIv3___TS.g26534.t1b,2556.710199232807,0.27527473472260455,0.07433983454422474,3.702923693741122,2.1312900207166472e-4,0.0038770445049755168,30vs27
Montipora_capitata_HIv3___TS.g26542.t1,1880.146251627021,0.38596704238469726,0.13175868853391262,2.9293479365905757,0.0033967396689430964,0.03226618456571534,30vs27
Montipora_capitata_HIv3___TS.g26544.t1,6571.838417149552,1.2363651628440258,0.12420721673229822,9.95405255323242,2.4211803898781022e-23,9.425386237752131e-21,30vs27
Montipora_capitata_HIv3___TS.g26546.t1,1399.4382187259394,0.3468274367996483,0.11958705770139694,2.9002087973905963,0.003729141606736073,0.03465628788689789,30vs27
Montipora_capitata_HIv3___TS.g26551.t1,466.1628756519279,-0.9314908679615713,0.2087671738609596,-4.461864625240128,8.12495509646843e-6,2.5900832335396245e-4,30vs27
Montipora_capitata_HIv3___RNAseq.g4860.t1,596.8738534784611,0.6658892437360132,0.19436410371958626,3.4259888065375876,6.125656258403032e-4,0.008802779881522308,30vs27
Montipora_capitata_HIv3___RNAseq.g4870.t1,53.9589120309615,-1.0718761394301026,0.29412746227990477,-3.6442572588140636,2.6816509067626387e-4,0.004623736278018494,30vs27
Montipora_capitata_HIv3___RNAseq.g4871.t1,3743.4218822429107,-0.3655395326764168,0.0899169533504224,-4.06530158169221,4.797039095121885e-5,0.0011623033315123815,30vs27
Montipora_capitata_HIv3___RNAseq.g4875.t2,562.3097358718691,0.7870221874792911,0.20198344421331757,3.8964687949776016,9.760537674084269e-5,0.0020750618807598084,30vs27
Montipora_capitata_HIv3___RNAseq.g4906.t1,3890.1408526833893,-0.24804649158526432,0.07239924521045185,-3.426092231545189,6.123324171083311e-4,0.008802779881522308,30vs27
Montipora_capitata_HIv3___TS.g26801.t2,292.94560091483845,-0.7784921051193388,0.1775474052353671,-4.384699985264919,1.1614573879939459e-5,3.5019639454178904e-4,30vs27
Montipora_capitata_HIv3___RNAseq.g4927.t1,4139.974669912412,0.7002503253970385,0.23366201021801042,2.9968514126181387,0.002727836363534417,0.027322033971638605,30vs27
Montipora_capitata_HIv3___RNAseq.g4950.t1,366.72301838885204,-0.8013305254588234,0.17248723181905895,-4.645738220782789,3.3886248593978464e-6,1.2697406407895142e-4,30vs27
Montipora_capitata_HIv3___RNAseq.476_t,46058.95992540999,0.5017878938214158,0.1307459216004312,3.8378856309944043,1.2409825349668667e-4,0.002548596957508742,30vs27
Montipora_capitata_HIv3___TS.g26700.t2a,563.2710822978813,-0.49524215905886393,0.15342381335678754,-3.2279354047026376,0.0012468712653270293,0.015158008900762595,30vs27
Montipora_capitata_HIv3___RNAseq.g5005.t1,4864.638306145112,-0.33735259793106864,0.05696477511310476,-5.922126388829728,3.178052168532618e-9,2.8117736307249696e-7,30vs27
Montipora_capitata_HIv3___RNAseq.g5006.t1,43414.360530010104,0.2469117430929796,0.08525990698615547,2.8959888864653958,0.0037796578527362163,0.034958841744579215,30vs27
