Measurement Name :,20230625_SDR641_Run02_Plate03_PR_F1F2,,Generated On :,"25/06/2023, 19:11:20",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 18:39:13,54.63,179.69,189.33,188.2,201.44,188.32,197.95,196.35,179.57,186.23,171.98,155.59,171.49,109.39,141.23,184.1,188.73,176.36,162.47,194.88,181.69,157.75,171.49,168.63,175.54,,33,965,33,32.16,
25.06.23 18:39:28,54.88,188.53,190.59,191.46,198.11,192.37,199.49,190.08,184.87,195.69,185.23,160.05,168.61,117.08,137.28,187.87,194.19,181.53,160.06,191.62,190.47,165.52,171,176.77,173.63,,33,965,33,32.19,
25.06.23 18:39:43,55.13,179.69,188.32,188.2,200.42,180.83,198.98,194.09,182.93,182.69,164.39,161.7,168.85,108.08,134.05,187.36,192.2,180.3,157.42,183.42,187.8,161.74,161.36,166.26,165.13,,33,965,33,32.19,
25.06.23 18:39:58,55.38,176.94,180.33,188.95,200.16,175.89,196.67,189.09,180.05,185.72,165.12,154.43,163.61,113.99,137.98,179.36,188.97,178.33,155.27,189.87,183.54,157.28,174.91,165.08,167.71,,33,965,33,32.22,
25.06.23 18:42:04,57.48,176.94,189.84,200.85,195.56,176.14,197.19,201.42,186.08,182.95,169.52,151.87,155.62,121.08,142.63,201.15,211.99,179.81,155.75,179.98,190.21,162.21,145.38,175.81,170.07,,33,965,33,32.46,
25.06.23 18:42:19,57.73,198.82,195.17,191.71,199.9,189.58,218.87,204.49,186.56,179.93,170.26,142.91,187.38,110.92,118.2,188.12,188.23,182.53,153.61,207.65,190.47,155.88,198.75,157.36,177.21,,33,965,33,32.51,
25.06.23 18:42:34,57.98,189.81,219.45,214.87,225.39,201.07,239.55,225.97,201.12,199.06,177.44,171.25,187.13,118.63,152.07,201.93,205.82,202.76,160.3,199.44,197.76,179.23,179.84,196.47,175.77,,33,965,33,32.55,
25.06.23 18:42:49,58.23,204.84,209.91,229.83,233.26,192.87,209.88,242.83,203.13,216.76,203.26,179.02,205.58,121.53,137.98,199.6,221.66,194.06,175.93,213.89,229.06,184.38,196.95,198.48,196.79,,33,965,33,32.61,
25.06.23 18:43:04,58.48,187.26,191.1,193.98,207.91,177.61,189.57,200.41,192.93,191.58,164.87,160.05,165.98,113.55,133.59,190.9,203.52,179.81,145.83,183.91,202.68,161.5,185.56,181.14,165.36,,33,965,33,32.66,
25.06.23 18:43:19,58.73,189.04,189.08,214.34,225.39,190.34,208.83,241.45,213.03,200.88,194.94,164.31,194.63,128.28,158.3,230.14,208.38,191.03,175.68,221.27,214.03,182.17,193.38,188.5,176.73,,33,965,33,32.71,
25.06.23 18:43:34,58.98,182.45,187.07,228.47,221.36,208.6,204.4,202.19,192.93,186.99,166.09,158.4,180.96,104.61,134.51,211.07,198.21,175.87,145.83,193.12,208.19,152.87,177.61,147.93,164.66,,33,965,33,32.76,
25.06.23 18:43:49,59.23,204.57,192.62,209.11,233.26,196.95,208.05,223.04,183.42,195.18,208.26,171.97,152.83,110.04,137.28,201.15,209.92,205.09,152.66,226.34,198.58,171.97,209.39,212.29,175.54,,33,965,33,32.8,
25.06.23 18:44:04,59.48,189.55,182.32,193.73,200.67,187.57,189.82,197.11,176.94,179.93,157.62,163.6,166.7,79.54,123.81,173.69,192.2,170.52,152.42,181.21,180.64,163.15,157.32,155.28,168.65,,33,965,33,32.86,
25.06.23 18:44:19,59.73,177.19,179.09,204.96,211.57,195.17,221.55,188.09,181.97,178.93,158.82,150.02,169.09,106.56,130.39,176.4,178.94,178.08,160.54,187.38,204.05,160.8,163.75,190.48,159.31,,33,965,33,32.9,
25.06.23 18:44:34,59.98,203.79,205.99,236.1,228.9,195.17,219.14,206.55,205.14,194.4,182.2,183.44,171.49,115.98,136.82,216.91,201.74,183.02,159.82,191.62,205.43,182.91,197.72,163.2,172.67,,33,965,33,32.96,
25.06.23 18:44:49,60.23,201.17,172.22,198.8,222.97,179.34,209.35,213.81,186.32,197.5,206.94,164.07,173.9,113.77,135.9,205.83,197.2,186.51,157.42,184.9,195.86,161.74,175.64,156.43,162.79,,33,965,33,33.01,
25.06.23 18:45:04,60.48,179.19,192.11,206.51,226.74,179.34,190.83,210.17,184.87,189.53,165.85,162.65,144.79,105.69,122.91,203.74,198.46,186.01,165.13,189.12,198.31,170.29,196.7,177.98,176.97,,33,965,33,33.04,
25.06.23 18:45:19,60.73,201.43,188.83,210.15,224.31,199.78,216.21,230,194.16,199.84,186.24,161.7,183.42,111.36,125.16,205.83,207.61,184.51,167.57,210.5,205.98,168.61,192.62,192.22,167.71,,33,965,33,33.08,
25.06.23 18:45:34,60.98,202.48,201.84,219.36,249.08,217.05,220.21,224.1,209.71,207.7,172.72,187.65,179.25,128.5,137.28,223.62,222.45,204.05,171.24,234.99,211.24,201.93,209.13,205.08,184.46,,33,965,33,33.15,
25.06.23 18:45:49,61.23,184.22,182.07,198.04,188.25,173.44,198.47,209.39,175.27,204.28,180.19,166.21,148.91,112.89,131.3,188.37,191.7,200.7,143.96,201.48,179.32,163.86,188.07,177.5,163.02,,33,965,33,33.18,
25.06.23 18:46:04,61.48,177.69,175.15,204.96,226.74,183.31,202.85,194.84,177.89,171.24,165.6,155.13,166.94,107,122.91,187.36,180.64,178.08,156.47,200.2,196.14,165.99,190.09,178.95,162.56,,33,965,33,33.22,
25.06.23 18:46:19,61.73,182.2,184.81,214.87,226.74,194.4,194.63,219.06,183.17,194.15,182.45,171.97,183.67,116.2,150.17,202.96,197.45,199.16,171.98,200.46,212.91,169.57,189.33,170.29,154.02,,33,965,33,33.28,
25.06.23 18:46:34,61.98,192.62,216.52,232.27,242.91,221.86,249.64,244.49,201.12,194.15,203,171.25,176.57,127.37,147.8,217.18,231.24,210.56,195.39,226.07,200.76,172.45,199.01,210.22,181.79,,33,965,33,33.32,
25.06.23 18:46:49,62.23,195.72,191.1,224.97,236.55,217.32,216.21,242.27,196.88,201.92,195.72,174.39,201.22,115.09,160.96,228.23,218.76,212.66,173.46,210.76,215.15,182.41,214.13,166.97,185.93,,33,965,33,33.36,
25.06.23 18:47:04,62.48,202.48,205.47,242.72,239.31,210.44,231.84,235.69,219.48,221.34,204.05,188.4,193.62,135.57,136.82,234.26,212.25,203.27,170.26,205.07,192.09,181.68,207.82,188.74,177.93,,33,965,33,33.4,
25.06.23 18:47:19,62.73,196.75,192.62,203.93,216.31,186.82,226.67,203.72,178.37,195.18,157.86,174.87,168.61,107.21,124.94,181.6,188.73,192.79,160.78,217.3,203.23,159.86,165.68,171.73,157.92,,33,965,33,33.43,
25.06.23 18:47:34,62.98,209.85,200.81,243.28,241.8,217.58,220.47,210.43,214.57,206.91,187.51,174.87,194.63,125.12,134.05,195.49,226.43,205.34,167.57,232.81,215.43,184.38,185.31,192.22,179.38,,33,965,33,33.47,
25.06.23 18:47:49,63.23,180.44,176.87,224.7,224.58,199.01,215.94,229.73,184.62,189.28,183.71,163.6,168.61,105.26,116.64,192.43,215.89,203.27,153.85,202.5,196.95,182.66,178.85,188.74,168.41,,33,965,33,33.51,
25.06.23 18:48:04,63.48,197.53,200.81,218.57,226.74,215.45,223.16,207.06,196.38,219.72,189.81,186.91,181.45,125.57,140.3,201.15,227.23,215.03,162.95,219.94,194.78,186.85,206.77,187.26,195.04,,33,965,33,33.54,
25.06.23 18:48:20,63.75,198.82,207.3,214.08,234.35,204.95,228.29,210.43,186.56,196.21,187.77,169.56,174.38,107.65,131.99,208.71,207.87,190.77,164.41,192.62,207.36,174.14,181.08,187.75,183.98,,33,965,33,33.58,
25.06.23 18:48:35,64,203,189.84,206.77,230.26,192.62,201.3,227.31,186.81,194.15,169.03,175.36,190.87,121.31,133.36,226.6,215.37,196.6,181.92,193.88,207.63,170.53,196.95,192.47,172.67,,33,965,33,33.61,
25.06.23 18:48:50,64.25,198.3,176.63,208.59,206.35,180.33,217.81,199.39,159.85,161.97,177.44,149.56,165.51,114.87,112.88,176.15,188.97,177.59,160.78,204.81,182.48,172.69,192.62,183.58,156.31,,33,965,33,33.65,
25.06.23 18:49:05,64.5,179.69,189.33,214.61,229.99,178.6,205.96,211.2,176.22,195.95,160.99,167.88,173.66,114.65,117.53,204.52,210.96,201.21,155.75,196.9,182.75,172.21,177.86,190.73,155.16,,33,965,33,33.65,
25.06.23 18:49:20,64.75,186.75,187.32,203.67,217.64,189.33,219.41,211.46,169.61,193.63,164.87,162.65,165.27,100.74,108.49,208.97,219.03,186.76,158.14,194.13,201.86,176.31,185.31,184.31,143.38,,33,965,33,33.69,
25.06.23 18:49:35,65,193.91,195.93,202.13,213.41,180.83,196.42,226.77,180.77,192.35,162.2,154.89,169.33,94.77,107.18,178.12,191.7,177.34,181.17,192.87,184.34,164.1,181.82,157.82,155.16,,33,965,33,33.71,
25.06.23 18:49:50,65.25,183.21,200.81,208.59,237.37,203.65,211.45,213.81,188.76,189.53,163.41,167.65,172.21,110.7,108.93,195.49,211.47,191.78,171.24,189.37,191.55,169.57,197.72,173.4,158.15,,33,965,33,33.75,
25.06.23 18:50:05,65.5,212.78,225.91,237.47,240.97,219.98,227.21,229.46,215.34,221.89,201.17,172.94,194.63,117.75,127.43,194.98,207.1,203.53,194.36,233.9,220.5,205.26,207.82,177.25,184.95,,33,965,33,33.76,
25.06.23 18:50:20,65.75,205.62,196.7,220.43,236.82,214.39,224.24,223.83,202.87,224.06,210.38,159.34,201.73,123.99,139.14,221.19,226.96,197.37,178.17,186.38,204.05,169.09,201.58,190.97,180.58,,33,965,33,33.78,
25.06.23 18:50:35,66,206.94,175.15,220.43,232.16,185.56,208.05,221.44,188.27,197.5,184.47,162.41,177.54,105.91,126.97,196.51,210.7,191.28,161.02,191.62,191.55,177.29,178.6,183.33,156.54,,33,965,33,33.79,
25.06.23 18:50:50,66.25,203,202.1,216.45,226.47,202.87,190.32,234.06,190.47,190.81,166.09,160.99,196.9,113.33,135.66,222.54,222.18,193.81,165.38,203.53,207.63,180.45,166.16,188.25,170.07,,33,965,33,33.8,
25.06.23 18:51:05,66.5,202.21,198.24,224.7,241.25,204.95,221.81,211.99,183.17,194.92,197.53,165.26,178.51,115.09,106.31,206.87,207.1,206.9,163.44,191.62,204.05,151.71,181.08,174.36,174.1,,33,965,33,33.82,
25.06.23 18:51:20,66.75,215.72,180.33,203.67,223.24,200.03,240.39,220.91,181.01,211.41,157.14,159.34,169.57,112.67,118.87,203.48,222.71,214.5,179.67,205.84,189.67,173.9,187.07,218.28,184.22,,33,965,33,33.83,
25.06.23 18:51:35,67,195.2,202.1,198.04,223.51,199.52,227.21,210.69,193.42,203.49,164.39,166.21,180.96,116.2,125.61,191.41,202.5,208.47,157.18,184.65,220.79,162.92,197.72,192.47,183.49,,33,965,33,33.83,
25.06.23 18:51:50,67.25,193.91,204.95,230.64,234.35,184.81,227.21,219.59,198.37,213.01,179.44,177.06,176.32,119.3,126.97,212.13,221.92,223.55,165.38,190.37,194.24,193.33,190.59,183.09,172.67,,33,965,33,33.86,
25.06.23 18:52:05,67.5,191.09,183.06,189.45,217.1,189.33,204.4,226.77,180.53,185.98,132.1,148.18,162.66,103.1,113.98,183.85,194.94,188.26,158.38,191.37,215.71,180.94,193.89,180.16,165.59,,33,965,33,33.86,
25.06.23 18:52:20,67.75,202.74,187.82,222.29,244.87,198.75,236.51,223.83,203.38,192.35,176.19,187.41,160.31,124.67,131.76,199.08,218.5,208.73,167.81,199.44,192.35,151.71,183.31,191.97,177.45,,33,965,33,33.88,
25.06.23 18:52:35,68,206.42,196.95,212.77,236.55,193.13,225.04,210.69,190.22,199.58,214.65,183.69,189.62,114.21,118.87,192.17,225.36,223.02,169.28,194.38,193.7,175.83,190.85,192.72,174.58,,33,965,33,33.88,
25.06.23 18:52:50,68.25,209.06,206.25,226.58,235.17,206.51,235.96,230.81,203.88,218.64,177.19,188.9,183.67,131,132.22,211.34,238.83,225.71,165.86,228.48,233.09,183.4,202.36,181.87,180.82,,33,965,33,33.88,
25.06.23 18:53:05,68.5,198.82,191.61,198.04,236,201.07,217.01,218.8,191.7,215.68,192.37,166.93,188.62,117.75,124.48,187.61,196.7,211.61,172.23,204.3,225.62,168.38,190.85,210.47,178.41,,33,965,33,33.88,
25.06.23 18:53:20,68.75,172.23,182.07,208.85,216.05,188.07,202.59,201.42,176.7,184.46,161.23,161.46,179,100.31,98.53,179.12,195.44,196.86,158.86,170.77,187.53,156.82,139.86,177.74,183.25,,33,965,33,33.9,
25.06.23 18:53:35,69,215.19,203.65,208.07,247.95,222.67,241.5,217.74,199.87,208.49,192.37,190.65,177.54,118.19,121.33,201.67,232.59,209.51,171.24,228.22,225.62,165.04,202.62,218.54,193.55,,33,965,33,33.9,
25.06.23 18:53:50,69.25,189.3,185.56,216.98,207.13,196.44,218.07,217.74,168.9,195.69,156.9,150.02,165.75,99.88,119.99,196.51,215.37,204.05,150.53,204.3,193.7,163.39,171,174.12,149.92,,33,965,33,33.91,
25.06.23 18:54:05,69.5,162.69,192.87,209.11,227.01,194.4,194.63,192.83,168.67,191.84,160.03,175.36,151.21,102.67,110.02,181.35,202.76,197.88,133.59,176.57,182.22,145.06,180.33,177.98,152.42,,33,965,33,33.93,
25.06.23 18:54:20,69.75,215.19,216.52,228.2,234.08,180.08,228.84,207.32,185.84,202.45,177.94,175.85,200.97,110.04,113.98,173.69,199.72,201.47,158.38,192.62,206.53,161.27,203.91,197.47,167.71,,33,965,33,33.96,
25.06.23 18:54:35,70,205.36,215.45,241.33,221.63,203.39,225.86,230,182.69,209.55,176.44,176.33,180.96,105.26,112.88,209.76,206.84,213.97,174.94,189.87,200.76,168.14,190.85,199.74,152.65,,33,965,33,33.97,
25.06.23 18:54:50,70.25,202.74,214.39,200.85,235.17,219.72,230.2,205.01,197.63,226.24,154.51,187.9,175.11,122.42,132.44,210.02,214.32,210.56,170.01,203.78,200.76,184.14,210.44,185.78,167.94,,33,965,33,34,
25.06.23 18:55:05,70.5,203.52,204.43,221.76,236.82,217.58,234.86,216.17,184.87,194.66,152.37,167.65,186.63,111.79,123.58,182.85,232.59,224.09,161.75,210.24,210.41,171.73,205.99,174.6,173.63,,33,965,33,34.03,
25.06.23 18:55:20,70.75,205.89,185.56,202.64,212.88,195.42,200.01,196.6,171.02,203.49,172.47,171.25,168.13,98.6,90.86,185.6,204.29,205.34,146.53,167.18,210.41,160.09,196.19,194.21,177.69,,33,965,33,34.04,
25.06.23 18:55:35,71,187.01,197.47,206.26,221.9,196.44,247.95,211.72,193.91,195.43,187.51,160.05,166.7,107.43,111.34,195.23,228.83,215.82,179.92,199.69,213.19,164.33,161.84,174.12,175.77,,33,965,33,34.07,
25.06.23 18:55:50,71.25,214.12,204.95,208.59,234.9,216.78,237.34,221.18,191.7,192.09,161.23,168.12,167.65,100.74,115.53,195.23,202,208.21,149.59,203.27,194.78,160.33,201.58,198.23,167.24,,33,965,33,34.08,
25.06.23 18:56:05,71.5,192.88,213.07,227.12,236.82,202.1,240.94,215.64,174.32,215.41,140.16,162.41,163.61,108.74,125.61,206.09,231.24,216.88,180.17,209.2,232.22,182.41,206.51,194.71,174.82,,33,965,33,34.11,
25.06.23 18:56:20,71.75,210.12,176.63,199.82,208.69,190.85,203.36,208.1,188.76,193.89,150.94,157.23,170.53,97.96,109.58,169.05,220.87,195.59,156.94,185.89,176.7,150.79,210.96,164.61,156.31,,33,965,33,34.13,
25.06.23 18:56:35,72,229.59,222.94,221.76,233.8,214.13,237.89,219.59,201.12,209.82,155.7,169.32,187.87,114.21,112.44,185.6,215.1,236.61,173.95,208.16,193.7,154.03,192.87,198.99,194.05,,33,965,33,34.15,
25.06.23 18:56:50,72.25,200.39,191.61,220.16,216.84,218.65,226.13,201.93,188.76,201.4,181.95,178.77,168.85,101.17,109.14,177.14,233.4,212.66,179.67,185.64,215.99,161.5,166.16,198.99,186.9,,33,965,33,34.18,
25.06.23 18:57:05,72.5,209.06,196.7,210.15,239.31,204.43,237.34,216.43,175.75,193.37,158.1,187.41,148.68,106.56,120.89,206.09,220.08,199.93,161.99,176.81,188.6,164.81,178.6,186.52,144.95,,33,965,33,34.22,
25.06.23 18:59:06,74.52,202.48,199.26,207.29,221.63,206.51,224.5,208.87,183.17,191.58,173.71,167.41,169.33,92.87,118.65,189.89,213.8,201.47,164.65,192.37,200.49,160.33,190.34,177.5,167.47,,33,965,33,34.01,
25.06.23 18:59:21,74.77,201.69,199.01,206.51,219.5,206.25,223.97,207.58,183.17,190.05,173.71,165.97,169.09,91.81,117.53,188.88,213.29,201.21,163.2,192.37,198.58,160.09,189.33,176.29,167.71,,33,965,33,34.01,
25.06.23 18:59:36,75.02,201.95,198.24,206,218.7,205.21,223.7,207.32,182.45,188.26,173.22,164.07,168.61,90.97,117.76,189.63,211.99,201.47,162.23,192.12,198.04,159.39,188.07,177.25,167.47,,33,965,33,34,
25.06.23 18:59:51,75.27,200.91,195.93,205.74,217.37,204.17,222.08,207.06,182.21,188.01,172.72,163.36,168.37,88.87,115.98,188.62,211.21,200.19,161.02,192.12,196.95,158.68,186.56,175.81,167.71,,33,965,33,34,
25.06.23 19:00:06,75.52,200.13,195.68,205.22,215.25,203.39,221.81,206.03,182.45,186.48,171.73,162.65,167.18,87.83,113.98,188.12,210.44,199.67,158.62,191.87,196.41,157.98,185.56,175.56,167.94,,33,965,33,34,
25.06.23 19:00:21,75.77,199.86,194.4,204.45,214.46,202.87,222.35,205.26,181.49,184.71,171.98,161.7,166.7,89.08,111.78,187.87,208.89,199.67,157.9,191.62,195.32,157.05,184.56,174.36,166.53,,33,965,33,34,
25.06.23 19:00:36,76.02,199.34,194.15,202.9,213.67,201.84,222.62,205.26,181.73,183.2,171.49,161.94,167.18,86.37,111.56,186.86,207.87,198.65,157.42,190.37,195.32,156.58,184.06,175.08,167.47,,33,965,33,33.99,
25.06.23 19:00:51,76.27,199.34,194.4,202.39,212.88,200.55,222.62,204.49,181.73,180.93,171.98,160.99,166.94,85.95,110.46,187.61,207.1,198.39,156.47,191.37,194.24,155.19,182.57,174.84,167.47,,33,965,33,33.96,
25.06.23 19:01:06,76.52,198.82,192.87,201.62,212.09,200.81,221.55,204.24,181.01,179.93,171.24,159.81,166.46,84.7,110.24,187.87,206.84,197.88,155.27,190.62,194.24,154.72,182.07,174.6,166.3,,33,965,33,33.96,
25.06.23 19:01:21,76.77,197.79,192.87,201.62,211.31,200.55,221.01,204.24,181.49,178.18,170.99,160.76,165.75,82.84,109.58,187.87,206.07,197.37,154.32,191.62,194.51,154.95,180.83,173.64,166.53,,33,965,33,33.94,
25.06.23 19:01:36,77.02,197.01,191.1,200.59,212.09,199.01,217.81,203.21,181.25,176.69,170.26,160.52,165.98,81.19,108.27,186.36,205.31,195.84,153.13,190.62,192.89,155.19,180.33,173.4,165.59,,33,965,33,33.93,
25.06.23 19:01:44,77.15,196.75,191.1,200.08,210.26,199.01,217.54,203.21,180.29,176.44,170.75,158.87,165.03,83.25,109.8,186.61,204.54,196.09,151.95,189.87,193.16,154.49,179.34,172.92,166.06,,33,965,33,33.93,
25.06.23 19:01:59,77.4,196.23,189.58,199.82,208.95,197.47,215.41,202.45,179.81,174.7,170.26,157.46,163.85,79.54,108.93,185.85,203.27,195.08,152.19,190.37,192.35,151.94,178.85,172.92,166.53,,33,965,33,33.93,
25.06.23 19:02:14,77.65,195.97,188.83,199.06,208.17,197.47,214.09,201.93,180.29,174.45,169.52,157,163.85,80.36,109.14,184.85,203.52,193.3,151,189.87,191.55,151.25,177.37,171.49,165.83,,33,965,33,33.91,
25.06.23 19:02:29,77.9,195.46,189.08,198.8,207.39,196.19,213.3,201.17,179.81,172.72,169.52,156.29,164.08,78.51,108.49,183.6,202.76,192.54,150.06,189.12,190.74,151.02,177.12,170.29,166.3,,33,965,33,33.91,
25.06.23 19:02:43,78.13,194.68,188.58,198.29,207.13,196.44,212.77,201.42,179.57,172.72,169.52,156.53,163.37,77.49,105.87,183.85,201.24,191.53,148.65,189.62,191.28,151.48,176.38,170.77,164.89,,33,965,33,33.9,
25.06.23 19:02:58,78.38,193.91,187.07,197.78,206.09,194.91,211.98,200.15,179.33,171.73,169.27,156.06,163.61,75.85,105.43,182.85,199.21,190.77,148.41,189.12,191.01,150.1,175.15,170.53,165.36,,33,965,33,33.89,
25.06.23 19:03:13,78.63,193.65,186.56,196.51,204.54,194.91,210.93,199.39,179.33,170.5,167.8,154.66,161.95,75.85,106.96,182.35,197.7,190.02,146.53,189.37,190.47,150.56,173.44,169.1,164.42,,33,965,33,33.88,
25.06.23 19:03:28,78.88,192.62,184.56,196.26,204.8,193.89,210.4,198.88,178.61,169.03,168.78,154.43,162.43,73.62,105.43,181.6,196.7,189.01,146.77,188.62,189.67,150.33,173.2,168.15,163.96,,33,965,33,33.86,
25.06.23 19:03:43,79.13,191.85,184.31,195.75,205.57,193.38,210.4,198.88,178.85,168.05,168.54,154.66,161.95,74.23,105.22,181.85,195.69,189.01,146.53,188.37,189.67,149.18,172.22,168.87,165.13,,33,965,33,33.85,
25.06.23 19:03:58,79.38,190.83,184.56,195.24,202.73,193.13,209.62,198.12,178.13,166.34,167.31,154.66,161.95,72.2,106.09,181.6,195.44,187.51,146.07,188.87,189.94,150.1,171.98,167.44,165.13,,33,965,33,33.83,
25.06.23 19:04:13,79.63,189.55,183.31,194.23,202.21,192.37,208.31,198.12,178.13,164.64,167.31,153.49,161.25,71.39,105.87,180.85,194.19,186.76,144.2,188.12,188.6,149.64,170.76,165.79,164.89,,33,965,33,33.83,
25.06.23 19:04:28,79.88,188.02,182.82,193.47,201.44,190.85,208.05,197.11,177.65,163.18,165.85,153.49,161.01,70.38,103.05,180.85,192.95,186.51,144.2,188.12,188.06,148.26,169.79,165.08,163.96,,33,965,33,33.8,
25.06.23 19:04:43,80.13,188.28,182.82,193.22,199.65,190.85,207.78,197.11,177.89,163.18,167.07,153.26,159.6,69.77,102.83,180.61,193.19,187.01,143.27,188.37,188.06,148.49,169.54,164.37,163.96,,33,965,33,33.79,
25.06.23 19:04:58,80.38,188.02,181.57,192.72,199.9,189.84,207.52,196.35,177.18,162.45,166.09,153.49,160.31,70.18,101.11,180.61,191.95,184.51,143.27,188.12,187.26,146.89,168.09,164.14,164.19,,33,965,33,33.79,
25.06.23 19:05:13,80.63,187.01,180.08,192.21,200.42,189.84,206.74,196.1,177.18,161.97,166.34,152.57,160.07,67.56,102.18,179.86,191.2,184.76,143.5,187.63,186.46,146.2,168.57,162.26,163.49,,33,965,33,33.76,
25.06.23 19:05:28,80.88,187.01,178.6,191.46,199.13,189.84,205.96,194.84,176.7,161.49,165.6,153.73,159.13,66.76,100.46,179.61,190.21,183.52,141.41,187.38,185.93,145.52,167.36,160.85,163.72,,33,965,33,33.76,
25.06.23 19:05:43,81.13,186.75,176.87,190.2,196.84,189.58,203.88,194.84,175.99,160.52,165.85,151.17,158.43,65.76,98.53,179.36,189.47,182.77,139.79,186.38,185.67,144.38,165.44,159.92,163.72,,33,965,33,33.75,
25.06.23 19:05:58,81.38,185.74,176.87,189.45,195.31,189.33,202.85,193.58,176.22,159.32,165.12,151.64,158.43,66.36,99.17,180.36,188.97,182.03,138.86,186.14,184.87,144.15,165.68,162.49,163.26,,33,965,33,33.74,
25.06.23 19:06:13,81.63,184.98,177.12,188.95,192.27,188.07,203.1,193.58,175.99,158.35,164.87,150.71,158.19,64.16,99.17,179.61,188.48,181.53,139.56,186.63,183.54,143.47,164.23,159.45,163.26,,33,965,33,33.72,
25.06.23 19:06:28,81.88,184.72,177.61,188.95,191.77,187.32,202.85,193.08,175.75,159.56,164.63,151.17,157.96,63.56,99.81,180.11,186.02,181.04,138.86,186.38,182.22,142.79,163.75,162.02,163.02,,33,965,33,33.72,
25.06.23 19:06:43,82.13,184.22,175.64,188.2,190.76,185.81,201.3,192.83,175.99,157.87,164.14,150.94,157.49,62.17,96.81,179.61,186.02,180.79,138.86,186.38,180.37,141.89,162.56,158.75,162.56,,33,965,33,33.69,
25.06.23 19:06:58,82.38,183.46,174.91,187.45,189,184.56,201.04,192.58,174.8,158.59,164.14,152.33,156.79,61.78,95.75,178.12,184.54,180.55,137.02,185.64,180.64,140.98,162.08,157.36,162.33,,33,965,33,33.68,
25.06.23 19:07:13,82.63,182.7,175.89,187.2,188.25,184.06,198.72,191.58,175.27,158.11,163.17,148.64,156.32,60.98,96.17,177.14,183.32,180.05,138.4,185.15,179.06,140.08,161.84,158.06,161.86,,33,965,33,33.65,
25.06.23 19:07:28,82.88,182.7,176.14,186.45,186.24,183.81,198.98,191.58,174.8,156.2,163.17,148.41,155.85,59.99,95.53,176.64,183.57,178.08,135.87,185.39,178.79,140.3,161.12,155.97,161.63,,33,965,33,33.64,
25.06.23 19:07:43,83.13,182.2,173.93,186.45,185,184.06,197.95,191.33,174.32,155.96,163.41,148.41,155.85,59.4,94.47,176.15,183.32,177.1,136.33,184.65,178.27,138.73,159.69,155.97,161.63,,33,965,33,33.61,
25.06.23 19:07:58,83.38,181.95,172.95,185.96,184.75,182.07,197.7,189.83,174.09,154.76,162.69,147.95,155.39,58.81,95.53,175.9,183.08,175.87,136.33,184.16,177.48,139.18,158.27,156.43,161.63,,33,965,33,33.58,
25.06.23 19:08:13,83.63,181.45,173.2,185.46,185.75,181.57,196.93,190.08,174.32,155.48,162.2,147.03,154.69,58.81,93.83,176.89,181.37,176.36,136.56,185.15,178.27,140.08,158.03,155.51,161.63,,33,965,33,33.58,
25.06.23 19:08:28,83.88,181.19,172.22,185.21,182.76,180.83,196.16,189.58,174.09,153.34,162.2,147.26,154.23,59.4,94.04,175.9,180.64,175.63,134.5,184.16,176.7,139.63,158.5,156.43,160.47,,33,965,33,33.55,
25.06.23 19:08:43,84.13,181.7,171.73,184.22,182.27,180.58,195.65,188.09,173.38,152.86,161.48,146.11,153.99,57.23,92.98,174.92,180.64,174.65,133.81,184.41,176.44,139.85,157.55,156.66,160.7,,33,965,33,33.54,
25.06.23 19:08:58,84.38,182.45,171.24,183.97,183.76,180.83,195.14,188.84,173.61,151.67,161.72,147.03,153.76,58.81,92.77,174.67,180.88,174.41,132.67,183.67,176.7,138.28,156.37,157.13,161.63,,33,965,33,33.51,
25.06.23 19:09:13,84.63,182.96,170.51,183.47,181.53,179.59,194.63,188.59,172.9,150.96,161.48,146.34,152.83,56.25,92.34,174.18,179.91,173.19,132.44,183.42,176.44,138.28,155.43,155.74,160.47,,33,965,33,33.51,
25.06.23 19:09:28,84.88,182.7,169.54,182.73,182.02,179.84,194.12,187.6,172.9,150.73,160.51,146.11,152.37,55.27,91.5,172.47,178.94,172.46,129.95,183.17,175.39,137.38,154.72,152.74,160.47,,33,965,33,33.49,
25.06.23 19:09:43,85.13,181.95,169.54,182.73,180.78,180.08,193.36,186.85,172.43,150.25,160.75,146.57,152.83,54.49,92.13,172.96,179.43,172.46,129.27,183.42,174.87,138.28,154.48,152.51,159.77,,33,965,33,33.49,
