Measurement Name :,20230627_SDR641_Run03_Plate05_PR,,Generated On :,"27/06/2023, 18:02:16",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
27.06.23 16:38:40,1.55,178.9,172.56,171.54,175.44,173.96,171,168.47,178.7,175.03,163.73,180.82,171.29,178.21,165.12,172.22,172.82,172.72,166.86,178.02,172.76,167.66,171.06,170.55,178.5,,36,965,33,32.4,
27.06.23 16:38:55,1.8,180.13,172.56,170.14,176.14,171.8,170.53,168.7,179.87,175.76,164.2,180.58,171.52,178.93,164.65,172.93,172.12,172.48,167.34,178.26,172.27,166.96,169.87,170.32,178.73,,36,965,33,32.4,
27.06.23 16:39:10,2.05,182.61,172.32,169.67,175.67,172.76,170.76,168.7,180.34,178.43,164.2,181.06,171.06,178.93,165.12,172.93,172.59,172.96,168.3,178.5,172.76,166.73,170.34,170.78,178.97,,36,965,33,32.43,
27.06.23 16:39:25,2.3,181.12,171.38,170.84,176.14,173.24,169.82,169.63,180.34,178.68,164.67,179.62,171.52,179.9,165.83,171.99,172.59,173.43,168.54,178.74,174.47,168.61,170.82,170.78,179.44,,36,965,33,32.46,
27.06.23 16:39:40,2.55,180.63,172.32,172.01,176.38,172.04,170.53,170.1,180.57,182.36,164.67,180.58,169.68,180.63,166.3,173.63,172.36,173.91,168.54,178.98,174.72,168.14,170.82,170.78,180.14,,36,965,33,32.47,
27.06.23 16:39:55,2.8,183.61,171.85,173.42,175.91,172.52,171.71,171.26,181.98,178.43,166.56,181.54,173.13,180.87,166.54,174.1,171.19,174.39,168.78,180.18,174.72,168.61,171.3,171.25,181.31,,36,965,33,32.49,
27.06.23 16:40:10,3.05,180.88,173.03,175.55,177.32,172.76,170.53,171.73,182.92,180.15,166.09,180.34,173.59,181.84,166.77,174.34,172.36,174.63,169.5,180.9,175.7,168.37,171.77,172.18,182.26,,36,965,33,32.49,
27.06.23 16:40:25,3.3,180.63,173.74,175.31,177.79,173.24,169.34,174.07,182.45,179.41,166.56,180.34,174.05,181.84,167.48,173.63,170.73,175.11,169.5,181.86,175.7,167.66,172.25,171.95,181.78,,36,965,33,32.51,
27.06.23 16:40:40,3.55,181.12,173.27,174.6,176.85,173.72,170.76,175.01,182.92,181.13,167.28,181.54,173.59,182.08,166.06,173.4,170.73,175.11,169.5,182.1,176.43,167.2,172.73,173.59,181.78,,36,965,33,32.54,
27.06.23 16:40:55,3.8,182.86,173.27,172.25,175.67,173.96,171.48,175.25,182.92,179.17,168.7,181.3,173.59,182.57,166.3,172.69,171.19,174.87,169.5,181.86,175.94,167.9,173.93,171.72,182.02,,36,965,33,32.55,
27.06.23 16:41:10,4.05,183.36,173.27,171.78,176.61,173.48,170.29,175.01,183.39,180.39,169.18,182.02,174.29,183.54,166.77,171.52,171.89,175.11,169.98,182.34,175.45,168.61,174.41,172.42,182.96,,36,965,33,32.58,
27.06.23 16:41:25,4.3,180.38,174.69,170.61,176.85,173.72,170.05,173.13,183.39,179.9,167.51,181.54,172.21,183.3,166.3,170.82,172.36,174.63,169.74,182.34,174.96,168.84,175.13,172.89,182.49,,36,965,33,32.58,
27.06.23 16:41:40,4.55,180.38,173.98,170.61,178.26,174.68,172.66,174.07,183.63,180.88,170.84,180.58,172.67,184.03,167.24,172.22,172.82,174.87,169.5,183.07,174.96,169.31,172.49,172.65,183.67,,36,965,33,32.61,
27.06.23 16:41:55,4.8,180.63,173.51,170.61,176.85,173.48,172.66,174.78,183.86,181.13,170.13,181.06,173.36,184.28,166.3,172.69,173.05,174.39,169.74,184.03,174.96,168.84,172.01,172.18,183.43,,36,965,33,32.63,
27.06.23 16:42:10,5.05,179.89,174.45,171.54,175.2,174.68,172.19,175.48,184.57,181.62,168.22,181.3,172.44,184.03,165.59,172.93,171.66,174.87,169.26,183.55,174.96,169.55,172.25,171.72,183.43,,36,965,33,32.65,
27.06.23 16:42:25,5.3,180.13,175.88,171.31,177.08,174.2,171.71,177.84,184.33,181.86,168.22,180.58,171.52,184.52,166.54,175.04,173.05,174.63,169.26,184.28,174.23,171.68,173.21,171.72,183.2,,36,965,33,32.68,
27.06.23 16:42:40,5.55,180.63,176.83,173.19,177.56,173.96,171.95,176.66,185.75,181.86,169.18,181.54,172.44,185.01,167.48,173.87,173.52,175.59,169.26,184.28,175.7,170.73,173.21,172.18,184.38,,36,965,33,32.71,
27.06.23 16:42:55,5.8,182.12,179.94,175.07,177.32,174.2,171,177.37,185.75,183.34,169.65,181.78,172.67,185.5,168.66,175.28,174.46,175.59,169.02,184.52,175.21,169.55,172.73,173.12,184.38,,36,965,33,32.74,
27.06.23 16:43:10,6.05,181.37,181.14,172.72,176.38,173.72,171,176.9,185.75,183.59,171.56,181.78,172.9,185.01,167.48,174.34,173.99,175.11,169.26,185.25,176.19,166.96,173.69,172.89,184.85,,36,965,33,32.76,
27.06.23 16:43:25,6.3,181.87,177.78,171.07,178.03,171.8,171.24,175.72,185.75,181.62,171.8,181.3,172.44,184.52,166.54,173.16,173.99,176.8,169.26,185.49,175.94,165.79,173.69,171.95,184.85,,36,965,33,32.78,
27.06.23 16:43:40,6.55,181.12,178.26,172.01,178.03,172.76,171,175.95,186.94,181.13,168.7,180.34,172.44,185.25,166.77,173.87,173.52,174.63,168.54,185.97,176.43,165.09,173.93,171.95,185.09,,36,965,33,32.79,
27.06.23 16:43:55,6.8,182.86,175.4,171.31,177.32,173.72,168.4,175.72,185.75,181.86,167.75,180.82,172.21,185.5,166.3,173.16,173.75,174.87,168.3,185.73,176.43,165.32,173.69,172.18,184.62,,36,965,33,32.82,
27.06.23 16:44:11,7.07,182.36,173.03,171.54,177.32,172.76,169.82,176.66,187.41,181.86,168.22,181.78,173.36,185.74,166.77,174.1,173.29,176.07,169.02,186.22,177.17,166.02,173.21,173.35,185.09,,36,965,33,32.83,
27.06.23 16:44:26,7.32,181.87,171.85,171.78,177.79,173.24,170.76,175.72,186.94,183.59,168.22,181.3,172.9,185.74,167.24,173.4,173.05,177.04,168.54,186.7,176.68,166.02,172.97,173.59,185.33,,36,965,33,32.88,
27.06.23 16:44:41,7.57,183.11,172.32,171.07,176.61,173.24,169.82,175.25,187.41,181.13,169.65,181.54,174.52,186.23,166.77,172.46,174.69,175.83,168.3,187.92,176.19,165.09,173.21,173.59,186.04,,36,965,33,32.9,
27.06.23 16:44:56,7.82,184.86,171.38,170.61,177.79,172.04,170.05,175.72,188.37,183.09,170.37,181.54,174.29,186.72,167.24,171.75,175.16,176.8,169.26,187.19,176.93,164.62,173.21,174.53,186.28,,36,965,33,32.91,
27.06.23 16:45:11,8.07,183.11,169.26,171.78,177.08,172.04,170.29,175.48,187.89,181.86,169.18,180.1,174.05,185.99,166.77,172.46,173.29,173.67,167.82,187.68,176.43,163.69,172.97,173.12,185.56,,36,965,33,32.93,
27.06.23 16:45:26,8.32,182.36,170.67,171.31,180.16,172.04,170.29,177.13,187.18,181.62,169.18,182.02,172.67,186.23,166.54,174.34,173.29,174.63,168.54,187.43,177.17,164.62,172.73,173.35,186.04,,36,965,33,32.97,
27.06.23 16:45:41,8.57,181.87,171.38,171.54,178.5,171.32,170.76,176.9,187.18,182.11,168.7,182.74,172.67,186.72,166.77,174.57,173.05,174.63,167.82,188.41,177.17,163.45,172.49,172.89,186.28,,36,965,33,33,
27.06.23 16:45:56,8.82,182.12,171.38,170.37,177.79,173.72,168.87,176.9,187.65,182.85,168.7,184.42,172.44,186.48,166.3,172.22,173.75,174.15,167.58,188.16,175.7,164.15,171.54,172.89,186.28,,36,965,33,33.01,
27.06.23 16:46:11,9.07,184.11,171.85,169.67,178.26,173.48,169.34,178.32,189.08,182.6,168.46,184.66,173.36,186.48,166.06,173.16,174.46,174.63,167.58,189.14,176.68,164.62,172.01,173.35,187.47,,36,965,33,33.03,
27.06.23 16:46:26,9.32,184.36,170.91,169.91,177.56,171.8,169.82,177.61,188.61,183.09,168.46,186.6,172.9,186.48,166.06,173.16,174.92,174.15,167.82,189.14,178.4,164.62,172.01,172.65,187.47,,36,965,33,33.07,
27.06.23 16:46:41,9.57,182.12,173.74,168.97,176.38,171.32,167.93,177.84,189.32,182.6,168.46,186.11,174.29,186.97,165.83,172.93,175.16,175.11,166.86,189.39,175.94,164.39,172.01,174.29,187.23,,36,965,33,33.08,
27.06.23 16:46:56,9.82,182.61,174.69,168.74,178.03,171.56,167.45,177.37,188.61,183.09,168.7,185.15,174.05,187.22,166.06,171.99,175.63,175.59,166.86,189.14,175.21,164.85,171.06,174.06,186.75,,36,965,33,33.11,
27.06.23 16:47:11,10.07,182.12,172.8,168.97,177.08,173.48,168.87,178.08,189.56,183.34,169.18,185.87,173.82,187.71,166.06,173.16,175.63,174.87,167.34,189.88,175.7,164.39,171.3,173.82,187.47,,36,965,33,33.14,
27.06.23 16:47:26,10.32,181.62,170.2,168.04,177.79,173.48,168.87,178.79,189.08,182.85,168.7,186.84,174.05,187.22,165.12,171.99,174.92,175.83,166.15,190.12,175.45,163.22,170.82,175.23,187.94,,36,965,33,33.16,
27.06.23 16:47:41,10.57,183.86,169.03,168.04,177.56,170.37,167.69,178.32,189.56,183.83,168.94,184.18,173.59,187.46,166.54,173.63,174.22,175.83,165.91,190.12,175.94,162.29,170.34,173.82,187.47,,36,965,33,33.18,
27.06.23 16:47:56,10.82,181.62,168.79,166.88,177.79,171.56,166.75,177.61,188.84,183.09,171.08,183.22,172.9,187.22,166.3,174.81,176.33,173.91,165.2,190.61,176.19,160.67,170.34,175.94,187.71,,36,965,33,33.21,
27.06.23 16:48:11,11.07,181.62,169.5,168.04,177.32,171.08,168.4,177.61,189.56,184.82,169.65,181.78,173.82,188.2,166.77,175.51,176.8,174.15,165.91,190.86,176.43,160.2,169.87,176.17,187.23,,36,965,33,33.25,
27.06.23 16:48:26,11.32,181.87,168.09,168.51,176.61,170.13,169.34,178.08,189.56,183.83,168.22,181.78,173.59,187.71,164.65,173.16,177.03,174.87,165.43,190.86,174.96,160.67,169.63,176.65,187.71,,36,965,33,33.26,
27.06.23 16:48:41,11.57,181.87,169.03,167.34,177.56,169.89,167.22,177.61,190.52,185.07,169.89,182.5,175.91,188.2,165.59,171.52,176.09,174.15,165.43,191.59,174.23,160.9,169.87,175,187.94,,36,965,33,33.29,
27.06.23 16:48:56,11.82,182.36,170.91,168.51,177.79,170.6,169.11,178.08,189.8,183.83,169.65,181.78,175.21,188.45,167.48,171.75,176.56,175.35,164.96,191.59,175.21,161.13,169.63,174.76,188.66,,36,965,33,33.3,
27.06.23 16:49:12,12.08,181.87,171.38,168.97,177.08,170.37,167.22,180.69,191.24,184.57,168.46,181.78,175.91,188.2,167.72,171.29,177.03,174.15,164.72,191.84,174.96,160.67,169.63,174.29,188.42,,36,965,33,33.35,
27.06.23 16:49:27,12.33,182.12,172.09,170.14,180.87,168.94,168.87,178.08,190.28,182.6,169.18,181.54,172.44,188.45,164.89,171.52,176.33,175.11,164.24,192.33,174.72,161.36,169.16,174.06,188.66,,36,965,33,33.36,
27.06.23 16:49:42,12.58,181.37,169.5,168.27,182.06,167.75,166.98,178.79,190.76,182.85,167.51,182.74,171.98,188.45,164.65,171.05,173.99,176.32,164.48,192.33,176.68,161.13,169.39,173.59,188.42,,36,965,33,33.4,
27.06.23 16:49:57,12.83,182.61,169.5,168.74,178.74,168.22,168.16,178.79,190.04,183.09,165.86,182.5,172.67,187.95,163.95,173.63,174.22,175.83,164.48,192.82,175.94,160.67,169.16,173.82,189.14,,36,965,33,33.43,
27.06.23 16:50:12,13.08,182.36,168.33,168.27,178.74,167.51,167.45,179.03,191,183.83,165.62,182.5,173.13,188.69,164.65,172.93,175.63,175.83,164.48,193.07,175.94,162.52,169.39,173.82,188.9,,36,965,33,33.46,
27.06.23 16:50:27,13.33,182.36,167.86,167.34,178.5,167.99,167.22,179.5,191.24,183.09,166.33,183.46,172.21,187.95,163.25,172.46,174.22,175.83,163.53,193.32,176.68,161.36,168.92,173.12,189.14,,36,965,33,33.47,
27.06.23 16:50:42,13.58,181.37,168.33,167.81,177.08,167.99,170.05,177.13,191,182.6,164.91,184.18,172.9,188.45,163.95,173.16,175.39,177.76,163.06,193.07,176.68,158.36,168.68,174.53,189.14,,36,965,33,33.5,
27.06.23 16:50:57,13.83,181.12,168.09,167.11,177.56,167.99,168.4,181.17,191.47,183.09,165.38,184.9,172.9,187.71,164.42,172.69,174.69,176.07,162.59,193.32,177.17,157.21,167.97,174.06,188.66,,36,965,33,33.51,
27.06.23 16:51:12,14.08,182.12,169.26,166.88,177.56,168.7,166.28,181.17,190.76,182.85,167.04,182.98,172.21,188.69,163.71,175.51,174.69,176.07,162.35,193.32,176.19,157.21,168.44,173.35,189.62,,36,965,33,33.54,
27.06.23 16:51:27,14.33,182.12,172.56,168.74,177.08,167.99,167.22,178.32,191.47,184.08,165.15,182.74,174.98,188.69,164.89,176.46,175.16,176.56,162.11,194.06,175.94,157.9,168.21,173.35,189.14,,36,965,33,33.57,
27.06.23 16:51:42,14.58,181.62,168.79,166.18,178.5,167.51,166.28,179.98,191.95,183.34,165.15,183.46,174.75,187.71,160.91,172.93,175.63,176.32,162.11,193.56,176.19,156.75,167.97,173.12,189.62,,36,965,33,33.6,
27.06.23 16:51:57,14.83,181.62,168.56,165.25,177.56,165.86,167.69,178.56,191.95,183.09,165.86,182.74,176.84,188.2,161.14,173.4,174.22,176.07,161.4,194.06,176.43,156.52,167.5,173.12,189.85,,36,965,33,33.61,
27.06.23 16:52:12,15.08,182.36,168.79,164.79,178.26,165.38,169.11,179.5,193.64,182.36,166.8,183.7,175.67,187.46,159.98,172.69,173.99,176.56,161.4,193.56,175.7,156.75,167.26,173.12,189.38,,36,965,33,33.65,
27.06.23 16:52:27,15.33,182.86,166.92,164.33,179.45,165.15,168.4,177.84,192.68,182.6,166.33,183.46,175.91,188.69,161.61,172.69,174.46,176.8,160.93,194.06,176.19,156.98,167.02,173.82,189.62,,36,965,33,33.65,
27.06.23 16:52:42,15.58,182.12,168.56,165.95,180.87,166.33,166.51,177.84,192.68,184.82,167.04,183.22,173.82,188.2,161.84,173.63,175.63,176.32,160.46,194.06,175.7,154.23,167.02,172.89,189.62,,36,965,33,33.68,
27.06.23 16:52:57,15.83,180.88,170.2,164.56,181.82,163.5,166.51,180.46,192.92,183.09,167.99,182.02,173.13,188.2,161.38,174.57,175.86,176.8,160.46,194.8,175.45,154.23,166.79,174.06,189.38,,36,965,33,33.71,
27.06.23 16:53:12,16.08,181.37,171.14,163.18,177.79,164.67,166.98,178.56,192.92,185.81,168.7,180.58,174.29,188.94,161.38,173.4,176.33,177.04,159.99,194.55,176.43,153.54,167.02,173.35,189.85,,36,965,33,33.74,
27.06.23 16:53:27,16.33,180.88,170.67,161.8,177.32,165.86,167.93,178.32,193.64,184.33,166.56,181.06,173.13,188.2,160.91,173.87,173.99,176.8,159.52,193.81,175.45,152.17,167.02,172.65,189.62,,36,965,33,33.76,
27.06.23 16:53:42,16.58,180.63,167.39,159.96,178.74,165.86,168.87,178.08,192.68,181.13,165.62,180.58,173.36,187.95,159.75,173.87,173.75,177.04,158.34,194.55,175.7,151.04,166.08,171.48,189.38,,36,965,33,33.79,
27.06.23 16:53:57,16.83,180.63,163.9,159.05,178.03,163.73,167.45,178.79,193.88,181.62,166.33,179.62,173.82,187.95,159.05,174.1,173.75,177.04,159.05,194.55,175.45,150.58,166.31,170.78,189.85,,36,965,33,33.8,
27.06.23 16:54:12,17.08,181.37,165.06,160.19,177.08,164.91,167.45,178.56,193.4,181.37,165.86,179.62,173.82,188.2,159.28,173.87,173.99,176.8,158.81,194.55,174.23,150.36,166.31,170.78,189.85,,36,965,33,33.82,
27.06.23 16:54:27,17.33,181.37,165.06,158.82,176.14,165.38,167.45,178.79,194.36,181.13,166.56,178.9,173.36,187.95,158.35,174.1,174.46,178.25,158.34,194.55,174.72,150.81,166.31,170.55,189.85,,36,965,33,33.85,
27.06.23 16:54:42,17.58,180.88,164.83,158.59,178.97,165.15,169.58,178.08,193.4,181.86,166.09,178.43,173.36,187.95,159.05,175.28,174.22,176.32,158.11,195.04,174.72,150.81,166.08,170.55,189.62,,36,965,33,33.89,
27.06.23 16:54:57,17.83,181.12,167.16,157.91,181.11,163.03,169.11,177.84,194.6,182.11,165.86,178.67,172.21,187.46,156.27,174.34,175.86,176.32,157.64,194.8,173.98,151.04,165.13,170.09,189.62,,36,965,33,33.89,
27.06.23 16:55:12,18.08,181.37,161.58,157,175.67,162.79,168.63,181.41,193.88,180.64,167.28,177.95,172.67,187.95,156.27,175.28,176.8,176.32,156.94,194.8,173.98,149.9,165.61,170.09,189.38,,36,965,33,33.91,
27.06.23 16:55:27,18.33,180.63,162.28,156.32,175.91,161.85,167.45,181.65,193.64,179.41,166.33,178.19,172.44,187.71,157.19,175.75,173.99,175.83,156.47,194.8,173.74,149.68,165.61,170.32,189.38,,36,965,33,33.93,
27.06.23 16:55:42,18.58,180.63,160.89,156.54,176.85,161.15,166.04,179.74,194.36,179.17,165.62,178.19,173.13,187.71,155.81,176.46,173.99,176.07,156.7,195.04,173.49,149.68,166.08,171.25,189.62,,36,965,33,33.96,
27.06.23 16:55:57,18.83,180.63,159.97,155.64,176.61,162.09,166.28,179.03,194.36,182.36,165.62,178.67,172.9,187.95,156.5,178.12,173.99,175.83,156.24,194.55,173.74,149.45,165.84,170.32,189.62,,36,965,33,33.97,
27.06.23 16:56:12,19.08,180.38,157.44,155.41,174.97,161.38,166.28,179.03,194.12,179.9,166.33,178.67,171.75,187.46,156.5,176.22,173.52,176.32,155.77,195.04,173.25,148.55,165.13,169.85,189.38,,36,965,33,34,
27.06.23 16:58:07,21,176.43,169.73,151.35,163.61,156.26,184.47,178.32,200.43,181.62,175.64,184.9,186.7,177.97,164.89,164.78,184.38,169.86,162.82,189.39,171.79,156.29,167.02,178.06,195.64,,36,965,33,34.14,965D6-(E1);
27.06.23 16:58:22,21.25,183.61,160.43,162.03,174.26,163.73,166.75,166.62,203.87,189.04,154.41,181.54,182.68,181.35,150.76,164.09,180.81,169.15,147.67,187.68,155.27,154.68,151.43,156.78,202.72,,36,965,33,34.16,965D6-(E1);
27.06.23 16:58:37,21.5,189.12,146.13,154.05,183.49,149.13,163,166.15,185.52,178.92,173,183.94,172.44,181.11,148.03,168.72,156.57,153.04,152.28,203.03,165.98,138.49,162.78,166.84,170.85,,36,965,33,34.19,965D6-(E1);
27.06.23 16:58:52,21.75,179.89,167.62,148.43,169.6,153.95,146.03,185.24,173.59,178.19,165.15,174.39,171.98,191.16,165.59,170.58,172.12,172.72,145.38,181.38,152.92,145.4,152.12,165.23,182.26,,36,965,33,34.22,965D6-(E1);
27.06.23 16:59:07,22,178.9,158.36,145.98,174.5,151.88,167.22,192.51,188.13,195.31,170.13,165.96,154.15,187.95,159.05,162.71,166.8,169.15,137.89,198.27,178.16,153.54,154.42,175.7,187.47,,36,965,33,34.26,965D6-(E1);
27.06.23 16:59:22,22.25,170.09,162.74,157.91,183.73,150.96,169.34,176.43,185.28,173.34,167.28,171.33,156.37,176.52,150.31,179.54,171.66,178.49,143.78,191.1,168.15,138.71,154.65,161.78,192.5,,36,965,33,34.29,965D6-(E1);
27.06.23 16:59:37,22.5,192.41,167.16,166.88,181.58,158.82,167.22,177.37,183.86,169.96,156.26,166.43,183.63,197.14,151.22,176.46,186.29,170.57,168.3,199.02,165.98,146.07,173.69,168.69,194.43,,36,965,33,34.3,965D6-(E1);
27.06.23 16:59:52,22.75,181.62,170.67,158.82,187.09,150.5,175.53,183.08,211.56,181.62,164.91,197.38,174.29,188.45,155.81,184.81,186.53,173.91,150.43,200.77,168.15,151.04,161.61,179.25,182.96,,36,965,33,34.33,965D6-(E1);
27.06.23 17:00:08,23.02,187.61,155.62,133.92,178.97,149.36,152.61,177.84,188.84,180.64,150.5,188.3,172.67,177.48,148.03,167.33,167.26,162.31,133.86,190.61,157.39,136.29,150.06,158.82,187.23,,36,965,33,34.36,965D6-(E1);
27.06.23 17:00:23,23.27,177.66,148.15,159.73,186.85,163.5,168.87,173.84,201.9,165.19,163.03,174.16,192.68,189.68,159.05,159.73,170.5,164.66,153.91,195.04,168.87,141.37,161.85,166.61,179.44,,36,965,33,34.39,965D6-(E1);
27.06.23 17:00:38,23.52,196.48,173.98,153.82,183.01,180.98,179.38,178.32,199.7,173.58,157.88,181.78,189.32,175.32,149.17,176.46,180.57,175.59,155.77,191.59,179.64,152.86,181.66,185.94,196.85,,36,965,33,34.4,965D6-(E1);
27.06.23 17:00:53,23.77,175.21,159.74,157,193.63,162.09,167.45,175.01,190.76,170.2,178.3,175.1,179.17,180.38,163.48,174.1,173.99,171.05,152.28,195.29,161.67,136.51,164.9,168.46,190.33,,36,965,33,34.43,965D6-(E1);
27.06.23 17:01:08,24.02,186.86,158.13,158.59,184.45,163.97,154.44,178.56,196.05,174.55,169.65,172.51,153.71,173.17,150.53,165.24,169.11,167.72,141.74,201.52,161.67,137.61,149.83,180.44,194.67,,36,965,33,34.46,965D6-(E1);
27.06.23 17:01:23,24.27,185.36,156.99,158.36,187.33,163.03,153.07,187.17,208.32,172.37,151.65,177.71,163.54,186.97,141.72,166.86,188.69,164.89,137.22,195.29,166.46,139.38,157.42,171.48,180.84,,36,965,33,34.47,965D6-(E1);
27.06.23 17:01:38,24.52,174.47,151.3,144.21,159.5,152.11,158.35,186.44,191.24,176.73,150.5,172.04,166.72,187.22,145.77,162.48,180.81,166.78,140.6,195.29,180.38,135.63,151.66,164.31,177.57,,36,965,33,34.5,965D6-(E1);
27.06.23 17:01:53,24.77,193.93,166.69,152.25,171.69,159.05,155.59,181.41,198,178.68,164.91,178.19,174.52,184.76,143.06,168.49,163.82,161.85,158.58,200.52,167.18,130.16,164.66,170.55,186.99,,36,965,33,34.51,965D6-(E1);
27.06.23 17:02:08,25.02,176.68,156.07,142,174.97,139.18,158.59,173.84,185.99,158.34,175.4,169.93,169.91,173.17,136.81,159.05,162.23,165.36,128.75,187.92,169.84,139.82,154.42,161.56,170.85,,36,965,33,34.54,965D6-(E1);
27.06.23 17:02:23,25.27,194.44,166.92,157.45,172.16,156.03,165.34,177.84,189.56,185.07,153.95,187.08,186.7,189.43,166.54,187.94,181.76,169.86,155.77,191.59,154.79,140.26,137.88,159.96,193.94,,36,965,33,34.55,965D6-(E1);
27.06.23 17:02:38,25.52,180.38,159.74,154.73,182.54,144.81,155.36,192.26,202.39,171.17,149.36,176.76,160.84,177,159.51,176.93,170.03,167.01,139.02,186.7,148.48,126.91,164.9,162.01,191.53,,36,965,33,34.58,965D6-(E1);
27.06.23 17:02:53,25.77,185.36,161.81,142.44,174.73,170.6,169.82,198.4,210.07,170.93,154.41,177.95,180.8,184.76,154.66,165.24,177.5,169.38,145.84,200.27,164.3,135.85,153.73,185.7,196.36,,36,965,33,34.6,965D6-(E1);
27.06.23 17:03:08,26.02,165.26,164.36,168.27,189.74,162.56,161.83,197.41,191.71,180.64,175.16,168.06,190.04,185.74,162.31,178.35,174.46,181.4,158.11,199.52,172.03,137.39,166.08,163.16,201.24,,36,965,33,34.61,965D6-(E1);
