Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
25.06.23 18:43:04,58.48,156.17,150.44,147.2,136.27,133.95,171.49,120.73,165.51,152.6,172.24,144,153.75,158.91,149.05,155.49,141.6,129.06,160.72,142.02,116.94,170.48,121.37,133.43,144.54,,33,965,33,33.16,
25.06.23 18:43:19,58.73,154.71,151.16,165.12,144.55,152.15,176.55,146.01,178.8,136.26,176.29,142.02,162.01,156.68,175.88,153.42,142.66,136.94,160.72,160.74,144.33,174.27,124.15,129.03,135.76,,33,965,33,33.21,
25.06.23 18:43:34,58.98,153.25,130.44,147.69,129.73,149.9,182.18,129.51,158.38,136.98,131.74,136.36,155.34,143.96,166.36,145.75,148.53,138.87,164.95,144.9,144.84,156.31,104.94,136.13,121.44,,33,965,33,33.27,
25.06.23 18:43:49,59.23,153.74,155.26,176.37,145.99,144.94,183.2,129.27,164.52,138.43,176.04,152.26,152.69,173.53,178.48,151.11,136.05,149.61,167.5,154.35,149.19,170.23,135.39,131.71,142.33,,33,965,33,33.31,
25.06.23 18:44:04,59.48,157.14,157.93,155.34,145.03,161.48,201.54,141.35,179.05,157.57,176.8,153.52,167.41,160.16,179.79,180.33,141.33,148.87,165.51,161.24,155.92,177.84,125.55,157.49,140.13,,33,965,33,33.36,
25.06.23 18:44:19,59.73,164.02,146.85,160.84,145.27,154.4,175.03,144.29,166.75,141.33,136.43,144.5,164.17,159.16,177.96,152.39,160.17,140.08,175.22,146.58,138.24,170.48,128.63,154.17,137.45,,33,965,33,33.42,
25.06.23 18:44:34,59.98,160.33,141.4,155.59,145.75,143.47,149.28,154.71,176.02,153.84,163.25,140.54,165.79,147.11,156.51,176.03,138.69,141.3,178.1,144.42,148.68,158.77,136.24,137.12,140.62,,33,965,33,33.48,
25.06.23 18:44:49,60.23,146.04,149.48,157.33,139.8,169.94,182.69,135.76,161.56,142.78,152.7,137.58,166.6,166.42,157.76,161.73,146.92,126.69,184.2,146.82,160.89,165.71,136.24,143.08,158.73,,33,965,33,33.52,
25.06.23 18:45:04,60.48,143.18,150.92,157.09,143.6,150.4,161.75,136.97,155.7,143.27,150.03,129.79,154.54,150.28,189.8,136.42,142.39,144.7,170.06,153.61,145.35,154.59,123.32,128.79,133.35,,33,965,33,33.58,
25.06.23 18:45:19,60.73,151.56,159.15,160.09,120.98,151.65,186.05,130.46,166.01,164.61,157.82,140.54,143.25,166.67,162.81,138.67,128.74,141.3,159.31,153.13,155.66,161.98,131.72,145.58,129.03,,33,965,33,33.61,
25.06.23 18:45:34,60.98,159.34,163.8,183.13,149.35,152.4,201.01,153.21,170.99,134.58,156.84,150.5,164.98,185.15,177.44,170.69,146.66,141.3,185.95,143.94,140.26,180.91,145.67,156.21,147,,33,965,33,33.67,
25.06.23 18:45:49,61.23,147.71,152.84,163.61,152.25,156.16,178.84,151.96,165.76,149.63,165.23,161.15,158.8,147.35,177.18,168.83,140.01,148.63,170.06,160.49,141.27,176.82,140.23,150.87,159.49,,33,965,33,33.71,
25.06.23 18:46:04,61.48,156.66,161.1,173.54,150.07,144.2,193.08,151.71,173.5,147.42,160.53,149.24,173.67,165.92,175.88,159.9,147.46,141.78,175.22,145.86,144.07,166.71,137.95,144.33,156.46,,33,965,33,33.75,
25.06.23 18:46:19,61.73,163.03,148.76,164.37,139.09,154.4,201.01,151.71,176.77,153.34,160.03,139.06,153.22,151.5,166.87,158.08,142.39,132.87,148.74,153.37,153.33,183.23,113.65,146.33,137.45,,33,965,33,33.81,
25.06.23 18:46:34,61.98,163.53,150.92,157.33,152.73,171.23,177.06,143.06,172.49,167.15,157.09,163.72,168.22,165.41,160.28,171.75,145.05,141.78,169.49,173,149.71,174.78,135.39,158.51,130.22,,33,965,33,33.84,
25.06.23 18:46:49,62.23,161.8,141.64,162.85,141.46,138.57,181.41,163.29,170.49,160.58,156.35,145.99,167.41,140.82,177.7,165.14,133.96,143.97,167.78,141.31,154.88,173.51,129.47,143.58,132.86,,33,965,33,33.88,
25.06.23 18:47:04,62.48,163.53,145.43,165.88,142.41,166.85,207.97,149.23,175.76,130.53,166.73,146.74,165.25,156.18,171.23,160.95,153.92,135.5,180.41,145.38,145.35,182.71,139.94,147.59,150.22,,33,965,33,33.92,
25.06.23 18:47:19,62.73,146.52,158.66,166.14,143.36,161.73,192.82,130.46,169.24,120.17,175.02,139.8,187.81,163.4,164.33,147.27,131.87,139.6,168.63,156.55,152.03,169.47,121.37,123.94,124.51,,33,965,33,33.96,
25.06.23 18:47:34,62.98,171.74,149.24,179.74,149.11,161.22,180.64,149.47,191.13,147.42,165.48,156.81,173.4,161.4,169.43,166.72,152.84,143,167.78,154.59,170.15,170.23,131.44,160.05,143.06,,33,965,33,33.98,
25.06.23 18:47:49,63.23,179.32,160.86,164.11,144.79,165.82,190.46,153.21,182.88,139.87,181.65,134.4,172.03,172.51,199.2,161.99,146.12,140.33,178.97,159.51,165.11,176.31,150.87,147.34,151.46,,33,965,33,34.02,
25.06.23 18:48:04,63.48,159.34,149.48,172.51,147.19,160.21,170.73,137.94,197.67,156.07,180.37,147.99,172.03,164.66,180.05,173.09,152.03,145.44,164.66,163.22,162.2,177.84,129.47,153.15,123.8,,33,965,33,34.03,
25.06.23 18:48:20,63.75,165.26,151.16,169.19,155.89,165.82,190.99,144.04,169.24,157.82,153.42,147.99,180.84,170.47,179.26,154.2,143.19,153.32,169.49,172.5,158.27,166.96,141.65,153.4,135.28,,33,965,33,34.08,
25.06.23 18:48:35,64,155.44,158.66,171.49,156.38,160.72,197.03,137.94,157.4,148.16,151.48,145.74,186.69,154.45,195.69,171.22,143.72,135.5,169.77,153.13,154.88,194.7,150.87,136.87,142.08,,33,965,33,34.09,
25.06.23 18:48:50,64.25,171.49,159.39,160.59,153.46,151.4,194.66,150.96,166.01,136.5,144.5,141.52,172.58,151.5,175.88,160.69,132.39,138.87,156.23,151.42,157.23,177.84,129.19,134.41,134.07,,33,965,33,34.11,
25.06.23 18:49:05,64.5,156.17,150.44,166.39,146.95,150.15,192.29,142.08,170.74,154.08,146.42,160.13,178.07,142.75,189.01,141.69,141.33,121.99,155.96,147.31,143.05,163.22,128.91,148.09,122.85,,33,965,33,34.13,
25.06.23 18:49:20,64.75,155.44,169.25,167.66,132.75,150.4,199.41,151.46,165.26,142.54,167.73,153.01,166.6,169.2,190.34,148.04,130.82,136.46,181.58,148.27,147.4,171.99,121.37,122.98,147.25,,33,965,33,34.13,
25.06.23 18:49:35,65,162.29,155.74,161.09,154.43,168.39,185.53,136,180.84,134.58,160.53,148.49,171.49,155.94,176.92,174.96,144.25,138.39,166.08,149.97,143.05,155.08,147.69,145.08,140.13,,33,965,33,34.17,
25.06.23 18:49:50,65.25,142.94,172.99,169.95,148.87,154.65,196.24,153.21,173.75,145.22,161.02,151.25,165.52,172.51,174.84,157.04,135.53,136.7,178.1,152.15,156.18,166.46,139.65,135.15,134.31,,33,965,33,34.17,
25.06.23 18:50:05,65.5,151.56,157.2,175.86,147.19,156.67,200.48,151.96,173.24,144.98,163.25,126.41,161.75,146.62,184.51,139.68,142.39,135.02,156.79,146.58,149.97,152.64,135.67,129.03,133.11,,33,965,33,34.2,
25.06.23 18:50:20,65.75,144.61,155.02,173.54,148.87,151.15,187.86,142.82,152.06,137.7,178.07,148.49,159.34,155.44,177.44,159.38,144.79,141.54,172.35,148.75,150.22,177.84,134.54,146.83,143.06,,33,965,33,34.2,
25.06.23 18:50:35,66,161.06,156.96,173.28,158.83,171.23,201.81,162.78,158.13,152.1,162.01,155.29,171.76,137.71,184.77,176.29,145.32,154.31,166.36,151.42,151.51,176.56,156.99,149.86,133.59,,33,965,33,34.21,
25.06.23 18:50:50,66.25,155.93,150.92,159.84,156.38,144.2,179.36,144.78,171.24,145.71,149.31,160.64,166.6,152.49,187.15,164.35,132.65,140.57,197.76,143.7,164.58,184.52,139.65,131.22,133.59,,33,965,33,34.23,
25.06.23 18:51:05,66.5,161.8,172.24,174.57,144.55,152.15,180.38,152.21,177.03,150.37,153.91,160.64,164.17,149.3,166.62,169.89,149.34,135.26,190.94,144.66,161.15,181.17,141.08,156.72,132.38,,33,965,33,34.21,
25.06.23 18:51:20,66.75,168.24,166.52,170.72,148.63,163.01,201.81,171.75,182.37,148.9,159.05,151.5,169.58,150.03,198.12,176.03,140.8,137.67,187.71,140.12,182.01,184,131.15,137.86,143.55,,33,965,33,34.24,
25.06.23 18:51:35,67,169.74,163.56,172,151.76,150.15,199.94,150.47,172.99,166.39,167.23,160.13,168.49,150.03,176.66,164.88,137.9,131.44,187.12,166.21,161.68,176.56,143.09,154.42,144.54,,33,965,33,34.21,
25.06.23 18:51:50,67.25,164.02,162.33,172.77,164.25,167.1,195.18,163.03,174.75,169.44,170.98,156.05,169.58,165.41,199.47,166.19,141.6,146.42,177.52,155.08,164.05,189.98,142.23,145.08,135.76,,33,965,33,34.23,
25.06.23 18:52:05,67.5,155.93,143.53,168.17,157.36,155.16,200.48,145.03,176.27,170.98,177.31,142.76,167.95,139.86,191.67,150.85,136.58,130.72,167.5,158.03,144.84,170.48,122.21,147.84,147.74,,33,965,33,34.23,
25.06.23 18:52:20,67.75,145.56,167.26,165.88,165.49,174.34,187.86,140.62,156.91,135.78,164.74,153.27,163.9,159.41,166.11,168.31,133.43,150.84,176.08,143.46,147.14,169.72,126.67,136.87,136.73,,33,965,33,34.24,
25.06.23 18:52:35,68,153.98,161.35,182.09,155.41,161.73,181.41,152.21,170.49,158.32,176.04,148.74,182.5,162.4,203.82,159.12,136.58,137.19,164.38,145.62,156.96,191.55,148.27,149.35,141.35,,33,965,33,34.23,
25.06.23 18:52:50,68.25,150.12,157.2,178.7,157.6,150.15,188.12,150.22,170.74,147.18,176.8,153.52,187.53,172.51,195.15,161.47,151.22,132.87,183.9,163.47,151.51,185.3,121.37,160.82,150.47,,33,965,33,34.23,
25.06.23 18:53:05,68.5,143.89,155.74,155.34,153.46,192.87,165.48,145.52,149.9,141.57,160.77,132.21,162.82,143.23,186.62,145.49,132.91,137.67,158.75,132.32,149.19,163.97,139.08,130,142.82,,33,965,33,34.24,
25.06.23 18:53:20,68.75,174.76,155.99,170.21,143.36,157.17,189.68,153.21,172.99,168.42,155.13,146.74,181.11,163.4,192.74,153.94,135,132.63,165.51,148.03,165.11,166.71,133.13,136.62,142.08,,33,965,33,34.24,
25.06.23 18:53:35,69,154.95,165.53,157.83,152.73,171.49,187.6,151.96,163.78,160.83,166.98,144.5,163.9,158.17,209.03,163.04,145.32,148.38,183.32,138.69,144.84,160.74,129.19,154.68,138.18,,33,965,33,34.23,
25.06.23 18:53:50,69.25,169.99,155.99,189.18,146.71,145.44,180.38,162.27,157.89,136.98,175.78,180.16,178.07,134.37,183.46,160.16,145.59,139.12,178.1,153.61,150.22,172.75,133.13,139.84,150.72,,33,965,33,34.24,
25.06.23 18:54:05,69.5,153.74,158.42,185.49,157.85,164.28,172.5,144.29,159.6,143.27,180.63,153.52,171.21,165.67,185.83,162.25,141.6,132.63,169.2,151.67,167.76,163.22,148.55,155.7,131.18,,33,965,33,34.27,
25.06.23 18:54:20,69.75,144.13,151.4,172.77,144.08,149.9,158.55,156.46,174.75,147.67,182.42,154.53,175.59,152.49,176.66,160.43,150.68,135.26,158.75,132.09,135.22,157.29,130.31,140.34,130.22,,33,965,33,34.28,
25.06.23 18:54:35,70,144.37,153.09,184.18,142.65,146.18,162.99,161.26,174.5,122.27,169.48,143.01,166.33,151.99,165.35,161.47,144.79,140.57,181.58,140.83,137.99,161.24,125.27,146.83,111.64,,33,965,33,34.3,
25.06.23 18:54:50,70.25,171.24,160.12,166.14,145.75,156.42,196.24,135.76,168.24,146.93,163.99,149.24,173.13,141.54,174.58,162.78,131.61,144.95,161.84,146.1,143.05,170.48,131.72,137.12,141.11,,33,965,33,34.31,
25.06.23 18:55:05,70.5,160.08,150.2,156.84,149.83,155.41,171.24,155.46,162.55,160.33,159.3,144.75,171.21,144.2,182.93,156.01,127.45,136.46,179.83,138.93,141.02,166.21,128.63,130,127.6,,33,965,33,34.34,
25.06.23 18:55:20,70.75,162.79,140.23,181.31,162.52,159.7,190.73,142.33,167.5,135.78,178.84,129.79,178.9,151.01,179.52,173.35,149.6,135.02,182.16,160.25,161.94,165.71,138.8,149.1,130.94,,33,965,33,34.35,
25.06.23 18:55:35,71,154.71,156.96,173.8,152.25,153.4,205.82,161.51,178.55,155.33,171.49,142.27,167.68,157.17,195.42,170.42,141.86,141.3,183.61,149.72,174.71,172.5,128.63,149.35,128.07,,33,965,33,34.36,
25.06.23 18:55:50,71.25,151.56,135.54,156.09,145.03,134.92,165.48,141.11,159.11,138.67,140.69,125.45,157.47,146.14,167.13,163.83,129.52,140.08,158.19,157.53,142.04,155.57,125.27,140.59,128.07,,33,965,33,34.41,
25.06.23 18:56:05,71.5,175.01,155.99,188.13,152.25,145.93,178.59,164.82,179.05,161.08,179.35,160.89,186.13,160.16,185.83,177.37,153.11,147.89,185.36,173.26,176.05,199.2,146.82,142.83,142.33,,33,965,33,34.42,
25.06.23 18:56:20,71.75,161.31,144.95,177.15,159.81,172.27,197.29,148.24,170.49,131.72,166.48,139.55,175.87,170.47,198.93,157.04,134.48,143.73,159.59,140.36,165.9,179.37,129.47,145.83,137.45,,33,965,33,34.44,
25.06.23 18:56:35,72,142.47,151.88,164.87,146.47,145.69,178.84,151.96,163.04,135.78,159.3,141.52,151.64,168.7,160.28,157.3,130.3,144.95,172.06,142.98,136.98,171.49,135.11,121.78,140.62,,33,965,33,34.46,
25.06.23 18:56:50,72.25,149.63,167.26,177.15,148.15,141.75,188.64,142.08,176.27,153.84,171.74,142.51,160.67,144.2,187.15,165.14,118.2,144.95,177.52,149.97,128.48,181.42,140.8,141.33,134.79,,33,965,33,34.48,
25.06.23 18:57:05,72.5,157.14,165.53,163.61,154.68,154.65,190.73,141.84,171.49,159.57,165.73,148.74,165.52,160.9,165.6,151.11,157.99,142.51,183.61,139.17,144.33,168.72,140.23,139.1,122.15,,33,965,33,34.5,
25.06.23 18:59:06,74.52,155.93,152.12,167.41,145.27,154.15,181.15,147,167.99,147.42,161.51,143.75,167.95,152.73,177.18,157.04,140.54,138.39,169.2,146.58,150.74,171.99,131.72,142.58,132.38,,33,965,33,34.3,
25.06.23 18:59:21,74.77,156.17,152.6,167.15,143.36,153.65,179.61,147.25,167.99,146.44,163.74,142.76,167.14,153.47,176.14,155.49,138.69,138.39,168.63,146.82,151,171.74,132,142.58,131.9,,33,965,33,34.28,
25.06.23 18:59:36,75.02,155.93,150.92,165.38,142.65,153.15,176.8,148.98,169.24,145.22,162.5,142.51,166.33,152.98,175.62,153.17,137.9,137.19,167.78,145.86,149.45,171.24,131.44,142.33,131.42,,33,965,33,34.27,
25.06.23 18:59:51,75.27,154.71,150.68,163.36,140.75,152.65,176.04,147.25,167.74,144.24,159.79,141.28,165.25,151.75,173.29,152.39,137.63,135.26,166.36,145.62,147.65,171.49,130.59,141.58,131.18,,33,965,33,34.27,
25.06.23 19:00:06,75.52,153.74,149.96,162.1,140.04,151.65,175.03,144.54,167.74,142.54,158.8,140.78,164.98,151.75,172.52,150.08,139.22,134.06,165.51,145.62,146.88,171.99,130.31,141.08,130.7,,33,965,33,34.27,
25.06.23 19:00:21,75.77,153.25,148.76,160.84,139.33,151.15,174.01,144.54,167.25,142.05,155.37,139.06,163.63,151.5,171.23,149.83,138.16,133.11,164.38,145.14,147.4,170.48,129.75,141.08,130.7,,33,965,33,34.25,
25.06.23 19:00:36,76.02,153.01,148.52,159.33,138.38,150.9,171.99,144.78,167,140.12,153.67,139.06,162.82,151.26,171.23,148.29,136.05,132.87,163.25,144.42,145.09,169.47,129.47,139.84,129.99,,33,965,33,34.24,
25.06.23 19:00:51,76.27,152.29,148.05,157.83,135.8,150.65,171.74,143.31,167.25,139.63,153.18,137.58,162.55,151.26,168.41,146.76,132.39,131.67,161.56,144.66,143.56,168.72,128.91,140.59,130.46,,33,965,33,34.23,
25.06.23 19:01:06,76.52,151.32,147.33,156.09,136.27,149.9,170.98,142.33,167.25,137.7,150.76,136.6,160.94,150.28,169.18,145.24,131.34,131.67,161.28,144.18,142.54,166.21,128.35,140.34,128.79,,33,965,33,34.23,
25.06.23 19:01:21,76.77,150.36,146.38,154.1,136.5,152.4,173.51,141.84,167.5,137.46,151.48,136.6,160.41,151.01,167.64,144.22,129.26,131.2,159.87,143.7,142.54,167.46,128.07,138.85,129.99,,33,965,33,34.21,
25.06.23 19:01:36,77.02,150.84,145.9,153.36,134.86,152.15,170.23,140.13,166.25,135.78,150.03,133.91,159.87,149.79,165.85,143.46,128.22,130.96,159.03,143.94,141.27,167.46,128.63,138.35,128.55,,33,965,33,34.2,
25.06.23 19:01:44,77.15,151.08,145.19,153.11,135.09,151.15,170.23,140.13,166.75,135.3,150.51,132.45,160.94,149.79,167.9,142.7,128.74,130.72,158.47,143.7,141.27,165.71,128.91,139.1,128.55,,33,965,33,34.19,
25.06.23 19:01:59,77.4,148.67,145.19,152.37,133.92,150.15,169.98,137.94,166.75,134.1,151,130.03,159.6,149.79,165.35,142.2,126.93,129.06,157.07,142.98,141.53,165.71,126.67,140.34,129.27,,33,965,33,34.19,
25.06.23 19:02:14,77.65,147.95,144.71,151.63,134.39,153.15,168.22,139.64,165.26,132.91,146.9,131.24,158.27,149.06,166.36,141.44,127.19,128.82,156.23,142.74,139.5,165.71,125.55,140.09,128.07,,33,965,33,34.17,
25.06.23 19:02:29,77.9,149.87,144.24,149.66,132.99,153.4,167.22,139.64,164.77,131.24,146.9,129.79,157.2,148.33,165.09,139.68,128.22,128.35,155.96,142.74,138.24,165.71,124.99,138.6,127.6,,33,965,33,34.14,
25.06.23 19:02:43,78.13,146.52,143.53,149.66,131.59,149.65,167.72,139.16,164.77,130.53,145.22,129.54,156.94,148.57,164.58,139.93,126.15,127.87,154.28,142.5,138.49,165.46,124.71,138.85,127.84,,33,965,33,34.13,
25.06.23 19:02:58,78.38,146.04,142.11,148.92,130.66,148.91,165.97,138.91,164.52,128.86,145.22,126.89,154.28,148.33,162.55,138.42,125.12,125.98,152.89,142.5,137.48,164.47,126.11,137.37,128.07,,33,965,33,34.13,
25.06.23 19:03:13,78.63,145.32,142.82,147.45,129.96,146.92,165.23,138.67,164.77,127.68,143.78,125.93,153.75,147.84,159.77,138.92,123.32,127.16,152.34,141.31,135.47,163.47,122.76,137.12,127.12,,33,965,33,34.1,
25.06.23 19:03:28,78.88,147,141.64,145.98,129.03,146.92,164.98,137.45,164.03,126.27,142.11,125.69,151.64,147.84,159.02,138.92,123.57,124.8,151.23,142.02,134.97,163.22,122.76,135.89,126.41,,33,965,33,34.1,
25.06.23 19:03:43,79.13,145.08,140.46,145.49,129.26,146.18,164.23,136.49,163.29,124.62,145.22,125.69,150.32,147.35,157.01,137.17,124.09,125.27,149.3,141.55,134.21,162.72,121.93,135.64,126.17,,33,965,33,34.06,
25.06.23 19:03:58,79.38,144.61,140.23,144.52,126.95,146.67,164.48,134.55,164.27,123.68,143.31,125.93,149.79,146.86,156.51,135.42,122.03,125.04,149.02,141.07,133.96,162.48,121.37,132.69,126.41,,33,965,33,34.06,
25.06.23 19:04:13,79.63,144.13,138.11,143.3,126.95,144.7,163.98,133.59,163.04,122.51,142.83,124.97,147.69,146.86,155.26,134.17,121.26,124.33,148.19,140.36,133.21,163.47,119.99,131.22,125.93,,33,965,33,34.03,
25.06.23 19:04:28,79.88,142.47,137.18,142.33,126.95,145.69,163.49,133.35,162.55,120.87,140.45,124.73,146.91,145.89,154.51,133.18,120.49,121.99,147.64,140.12,133.21,162.23,119.16,130.49,125.7,,33,965,33,34.03,
25.06.23 19:04:43,80.13,141.05,137.18,141.36,125.34,144.45,162.49,132.38,162.06,119.7,140.69,124.49,145.34,145.41,153.26,134.17,117.69,121.28,145.99,139.88,132.21,160.74,118.33,130,125.22,,33,965,33,34.02,
25.06.23 19:04:58,80.38,140.1,136.01,140.87,125.11,142.48,162,133.83,162.06,119.24,138.79,124.49,144.55,145.41,152.52,133.42,118.2,120.12,145.44,139.4,131.46,160.74,117.5,130.49,125.22,,33,965,33,33.99,
25.06.23 19:05:13,80.63,141.28,134.61,139.42,124.19,144.7,161.5,133.35,162.55,117.84,138.32,123.77,142.73,145.41,151.28,132.43,116.67,119.18,144.35,139.88,130.97,161.24,116.68,130.74,124.75,,33,965,33,33.99,
25.06.23 19:05:28,80.88,139.16,134.84,138.94,123.96,141.26,164.23,131.66,162.79,116.92,137.85,123.53,142.99,144.44,149.79,132.43,115.4,119.42,143.53,138.69,130.97,161.24,116.68,130,124.04,,33,965,33,33.98,
25.06.23 19:05:43,81.13,138.69,134.61,138.7,123.04,139.79,161.26,130.22,161.07,115.3,136.9,122.81,141.69,144.92,148.8,130.69,116.16,119.42,142.43,138.69,131.96,159.51,115.3,129.03,123.8,,33,965,33,33.96,
25.06.23 19:05:58,81.38,138.69,133.91,137.98,124.65,137.83,160.27,128.07,162.3,114.61,137.61,123.53,140.14,145.41,148.06,130.45,115.65,116.86,142.16,138.69,131.46,160.74,114.48,129.27,123.8,,33,965,33,33.95,
25.06.23 19:06:13,81.63,138.92,133.45,137.5,123.27,138.81,160.02,127.36,160.83,113.22,136.9,123.77,138.59,144.68,147.32,130.69,114.38,115.7,141.07,138.22,129.22,160,115.03,130,123.56,,33,965,33,33.92,
25.06.23 19:06:28,81.88,139.63,132.75,136.78,124.42,137.35,160.02,126.41,160.09,112.53,136.67,122.81,137.82,144.44,148.31,129.7,112.86,115.01,140.8,137.98,128.48,158.27,113.38,128.06,123.33,,33,965,33,33.92,
25.06.23 19:06:43,82.13,138.45,132.29,136.06,123.04,136.13,156.83,127.84,160.83,111.39,134.78,122.1,137.04,143.96,147.32,130.45,110.34,114.78,139.44,137.27,127.98,157.78,112.83,126.12,123.56,,33,965,33,33.89,
25.06.23 19:06:58,82.38,138.69,132.52,135.82,122.13,136.13,157.56,126.65,160.09,110.7,133.61,121.38,134.22,143.71,148.55,130.45,109.59,113.16,138.89,137.98,127.24,157.53,112.56,125.39,122.85,,33,965,33,33.88,
25.06.23 19:07:13,82.63,137.27,132.29,135.1,121.9,136.62,157.07,125.22,160.09,109.33,133.38,120.19,131.66,142.75,145.11,129.7,109.34,112.24,137.27,137.03,126.75,158.03,111.74,124.42,122.85,,33,965,33,33.86,
25.06.23 19:07:28,82.88,135.87,131.59,133.66,120.76,134.19,155.6,123.8,158.87,108.87,132.21,121.38,130.39,142.51,144.13,128.72,110.34,113.62,136.73,137.03,128.73,157.78,110.92,124.18,122.62,,33,965,33,33.85,
25.06.23 19:07:43,83.13,134.93,129.98,132.95,120.53,133.71,153.65,124.04,158.62,107.5,131.97,119.48,129.88,142.75,142.91,128.47,107.58,111.32,135.65,136.8,127.49,157.53,112.83,124.18,121.2,,33,965,33,33.85,
25.06.23 19:07:58,83.38,134.23,129.75,132.23,120.3,134.92,151.7,124.51,158.87,106.82,132.67,119.24,130.65,142.27,141.69,128.22,107.83,112.47,134.57,135.62,126.5,155.33,110.64,122.5,121.44,,33,965,33,33.83,
25.06.23 19:08:13,83.63,133.06,128.37,131.76,120.76,128.89,151.95,122.38,158.38,105.91,133.14,118.53,130.39,141.3,142.91,127.73,106.33,111.09,134.03,136.09,125.51,155.33,112.01,122.02,121.2,,33,965,33,33.81,
25.06.23 19:08:28,83.88,133.53,127.91,131.28,117.57,128.66,150.01,122.62,158.38,105.46,133.14,120.43,130.65,141.3,140.47,126.5,105.83,110.18,133.49,135.85,125.51,155.08,111.46,121.3,120.26,,33,965,33,33.8,
25.06.23 19:08:43,84.13,132.6,125.61,130.09,117.12,129.13,149.77,121.67,157.65,104.32,131.74,120.19,129.37,141.54,139.99,128.47,106.08,109.72,132.68,135.62,124.77,156.06,108.19,121.06,120.5,,33,965,33,33.78,
25.06.23 19:08:58,84.38,131.43,128.14,129.15,117.12,130.09,149.04,120.03,157.89,103.87,129.88,119,129.12,141.3,139.26,128.47,105.33,108.58,132.15,135.14,126.25,155.33,107.38,120.58,119.79,,33,965,33,33.75,
25.06.23 19:09:13,84.63,131.9,127.91,128.67,117.57,128.18,148.08,120.03,157.16,102.97,128.95,118.29,129.63,141.06,138.77,126.01,105.58,107.66,131.61,135.38,125.51,155.82,107.11,120.58,120.03,,33,965,33,33.74,
25.06.23 19:09:28,84.88,132.83,128.37,127.49,118.25,127.94,150.01,119.09,157.4,101.84,128.25,119,127.6,140.58,138.05,126.75,106.33,107.43,131.34,134.91,126,156.06,106.56,118.42,119.79,,33,965,33,33.74,
25.06.23 19:09:43,85.13,131.43,124.93,126.55,116.21,128.66,150.98,118.15,157.16,101.39,127.32,116.4,127.09,140.34,137.32,126.01,104.58,108.8,130,134.2,125.51,156.31,106.02,117.71,119.32,,33,965,33,33.71,
25.06.23 19:09:58,85.38,130.74,124.93,125.61,115.76,127.94,147.59,119.09,156.91,100.94,125.71,115.22,126.08,139.62,134.91,125.76,104.08,107.21,128.93,134.2,125.51,156.06,105.48,116.99,119.32,,33,965,33,33.7,
25.06.23 19:10:13,85.63,130.51,124.24,124.9,115.08,128.42,147.59,118.85,155.94,100.04,123.63,114.28,125.58,139.86,134.67,123.56,103.33,106.3,128.13,134.2,125.51,156.06,105.21,116.76,119.09,,33,965,33,33.67,
25.06.23 19:10:28,85.88,129.81,124.02,124.2,114.86,128.66,146.63,116.75,155.94,98.92,124.78,114.28,124.82,139.62,135.15,122.58,104.08,106.07,127.6,133.03,125.26,154.1,103.86,116.99,118.15,,33,965,33,33.67,
25.06.23 19:10:43,86.13,129.12,124.47,123.96,114.18,129.37,149.52,118.62,154.97,98.47,124.55,114.04,123.06,139.14,136.11,123.07,102.84,105.16,126.53,133.26,123.79,154.59,102.78,116.04,117.92,,33,965,33,33.66,
25.06.23 19:10:58,86.38,129.58,123.79,123.49,113.96,126.98,145.43,116.75,155.45,97.13,125.47,112.63,122.3,138.9,132.99,122.1,101.84,105.62,126,132.79,123.54,151.91,102.78,114.38,117.68,,33,965,33,33.6,
