Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
25.06.23 18:13:36,29.02,150.84,147.57,154.6,146.47,152.4,146.87,131.42,177.03,136.02,156.84,144.5,158.8,169.96,147.57,156.27,142.66,144.95,160.15,163.97,146.37,163.47,139.08,140.59,164.31,,33,965,33,30.86,965B6-(E1);
25.06.23 18:13:51,29.27,153.5,147.33,155.84,148.63,148.66,147.84,144.54,183.39,139.87,166.98,149.99,158.8,171.74,153.02,153.68,145.05,145.93,159.59,160.25,154.88,162.23,143.66,149.86,162.02,,33,965,33,30.88,965D6-(E1);
25.06.23 18:14:06,29.52,161.31,153.33,157.83,152.01,151.4,150.01,133.83,180.84,134.58,152.94,142.76,160.41,165.92,152.52,155.49,139.74,143.73,155.4,160.99,146.63,165.21,144.23,142.08,159.99,,33,965,33,30.91,965B6-(E1);
25.06.23 18:14:21,29.77,156.41,151.88,159.84,148.15,154.91,152.43,137.7,183.14,138.18,166.48,155.29,150.58,172,146.09,157.56,131.08,145.68,165.23,158.27,149.19,166.96,146.53,152.64,163.03,,33,965,33,30.92,965D6-(E1);
25.06.23 18:14:36,30.02,155.44,144.95,154.85,148.39,156.42,157.32,133.83,175.01,145.71,164.74,147.49,160.67,163.66,151.77,145.24,136.58,143.73,158.47,159.75,154.1,166.96,139.65,141.83,166.86,,33,965,33,30.94,
25.06.23 18:14:51,30.27,153.5,147.33,152.62,144.79,162.75,151.95,140.62,180.84,136.98,157.09,148.99,160.94,161.65,149.79,156.01,140.8,145.93,159.59,157.04,153.33,164.71,137.09,145.33,163.03,,33,965,33,30.96,965B6-(E1);
25.06.23 18:15:06,30.52,150.12,154.78,155.84,151.04,156.92,145.91,138.18,180.84,137.46,164.49,150.24,160.94,175.32,155.01,153.42,136.05,150.35,158.47,163.22,151.26,164.47,135.96,148.85,160.24,,33,965,33,30.96,965B6-(E1);
25.06.23 18:15:21,30.77,154.95,148.76,158.83,152.25,152.4,161.5,136.49,180.33,130.76,161.27,146.99,159.34,169.46,148.31,155.75,131.61,142.51,153.73,162.72,147.91,164.47,139.65,145.08,167.89,,33,965,33,30.96,965B6-(E1);
25.06.23 18:15:36,31.02,159.59,144,158.58,156.38,158.18,161.01,141.59,180.58,140.6,163.99,147.99,154.81,160.4,152.02,152.91,135.79,141.78,161,164.22,151,164.71,135.67,144.33,154.46,,33,965,33,30.99,965B6-(E1);
25.06.23 18:15:51,31.27,153.98,144.24,158.33,145.27,155.66,160.76,131.66,178.8,134.82,158.56,144.25,149.53,168.19,143.89,153.42,132.65,142.51,159.59,155.33,149.45,162.48,126.39,139.35,157.47,,33,965,33,30.99,965B6-(E1);
25.06.23 18:16:06,31.52,152.77,145.66,159.58,146.71,155.41,149.28,132.86,175.26,131.48,148.34,146.24,151.37,163.15,144.13,150.6,130.04,142.75,155.4,160.99,147.65,157.53,127.23,143.58,158.73,,33,965,33,31.02,965D6-(E1);
25.06.23 18:16:21,31.77,158.12,143.53,156.84,149.83,147.91,163.24,130.22,184.16,148.4,143.78,154.78,150.84,161.9,152.27,151.11,125.64,145.19,156.23,159.75,146.37,169.22,134.54,140.59,154.96,,33,965,33,31.03,965B6-(E1);
25.06.23 18:16:36,32.02,157.88,146.85,153.36,146.95,157.17,150.98,132.86,178.29,131.24,153.67,144.25,155.61,159.66,147.08,153.68,133.69,143.48,158.75,160.25,149.97,162.97,137.09,148.34,166.09,,33,965,33,31.06,965D6-(E1);
25.06.23 18:16:51,32.27,154.22,154.53,155.09,152.73,161.22,155.36,139.4,177.28,134.82,157.58,145.74,150.84,168.7,153.76,148.04,132.13,144.22,162.97,157.29,155.66,166.46,136.24,149.6,164.31,,33,965,33,31.09,965B6-(E1);
25.06.23 18:17:06,32.52,148.67,140.93,150.39,149.11,160.97,153.89,136.49,175.26,135.78,148.58,145.99,153.48,170.98,145.6,148.55,133.43,147.15,162.12,154.84,153.84,166.21,133.69,142.83,165.33,,33,965,33,31.11,965B6-(E1);
25.06.23 18:17:21,32.77,155.44,143.53,157.83,153.22,152.9,159.53,145.77,183.39,137.7,160.77,154.53,158.27,167.68,155.51,150.34,140.27,148.13,162.97,159.75,149.97,175.29,135.67,146.58,159.99,,33,965,33,31.16,
25.06.23 18:17:36,33.02,148.19,148.29,155.84,149.35,161.22,157.81,137.45,179.05,141.08,153.67,139.8,163.09,163.91,150.53,151.11,133.17,143.24,157.63,158.27,159.32,160.99,140.8,135.39,158.98,,33,965,33,31.2,
25.06.23 18:17:51,33.27,153.5,149.72,160.84,143.12,157.93,154.87,143.31,177.79,137.46,160.53,145.49,154.54,168.95,157.76,156.53,138.95,148.87,158.47,160.25,147.4,163.97,135.11,149.35,161.76,,33,965,33,31.21,965B6-(E1);
25.06.23 18:18:06,33.52,157.63,148.52,161.09,146.95,150.15,152.92,141.35,179.82,143.51,160.53,153.01,158.27,159.91,157.76,152.14,151.22,147.15,156.79,168.47,152.03,156.31,128.35,138.6,157.22,,33,965,33,31.24,965B6-(E1);
25.06.23 18:18:21,33.77,154.71,147.09,150.89,146.47,149.65,144.95,136.73,178.04,135.3,152.94,143.51,147.95,167.68,142.42,160.43,136.05,143.48,154.01,157.78,146.88,164.22,124.15,139.59,158.48,,33,965,33,31.25,965B6-(E1);
25.06.23 18:18:36,34.02,151.56,155.26,156.84,150.56,147.91,153.16,137.94,184.93,132.19,159.79,144.25,149.79,164.91,150.29,151.37,136.32,148.38,159.87,160,151.26,167.21,128.07,135.15,165.58,,33,965,33,31.28,965B6-(E1);
25.06.23 18:18:51,34.27,149.39,150.2,158.33,150.8,151.4,158.3,133.83,177.79,138.43,150.03,148.49,153.48,172.25,157.51,153.17,137.37,147.15,159.31,165.46,148.68,166.96,123.6,139.84,159.74,,33,965,33,31.31,965B6-(E1);
25.06.23 18:19:06,34.52,147.71,153.09,151.63,147.19,151.65,154.38,136.73,180.58,141.08,153.91,147.49,150.32,171.23,149.3,151.11,136.84,143.97,155.68,158.03,149.45,170.23,123.04,141.33,162.02,,33,965,33,31.31,965B6-(E1);
25.06.23 18:19:21,34.77,160.08,152.36,160.59,151.04,151.15,160.02,134.31,179.31,142.05,152.21,154.02,149.53,170.98,152.02,158.34,139.48,144.7,157.91,154.84,147.14,162.48,126.39,143.33,160.24,,33,965,33,31.35,965B6-(E1);
25.06.23 18:19:36,35.02,156.41,150.2,159.33,151.28,158.18,154.14,140.62,190.87,146.44,151.97,153.77,159.6,172.25,157.01,160.69,139.22,146.42,165.8,171.99,149.97,176.05,134.54,142.58,166.86,,33,965,33,31.38,965B6-(E1);
25.06.23 18:19:51,35.27,155.44,152.12,156.84,145.75,154.91,159.04,134.79,182.62,135.3,151,153.77,147.43,171.74,144.13,152.65,130.56,138.15,163.25,160.49,144.07,164.71,129.19,147.59,159.99,,33,965,33,31.38,965B6-(E1);
25.06.23 18:20:06,35.52,150.6,143.77,157.83,147.67,161.73,159.28,136.73,179.82,132.67,151.72,151,144.82,172,146.58,151.37,131.87,143,163.53,159.51,145.6,173.76,122.48,151.12,165.58,,33,965,33,31.42,965D6-(E1);
25.06.23 18:20:21,35.77,155.68,144.95,162.35,151.76,157.17,144.23,137.7,177.53,144.49,152.7,149.99,151.11,174.29,145.85,154.2,132.13,146.17,161.56,159.01,151,167.71,123.04,143.08,165.84,,33,965,33,31.44,965C6-(E1);
25.06.23 18:20:36,36.02,152.53,144,160.59,148.63,153.9,148.56,137.94,185.7,140.36,155.37,154.53,150.84,166.93,145.6,150.08,137.63,142.27,165.8,162.48,148.17,170.73,130.31,140.09,157.72,,33,965,33,31.45,965C6-(E1);
25.06.23 18:20:51,36.27,156.9,146.14,156.84,144.79,161.22,164.23,135.52,180.84,141.57,158.07,147.24,147.69,170.22,146.83,161.47,133.96,145.19,162.69,151.42,147.4,175.54,123.32,144.83,160.24,,33,965,33,31.46,965B6-(E1);
25.06.23 18:21:06,36.52,147.95,143.77,155.09,147.43,145.19,152.68,134.79,177.79,134.82,155.62,148.99,145.08,169.2,147.57,149.57,131.08,143.48,164.1,159.26,155.14,170.23,124.15,143.58,153.96,,33,965,33,31.49,965C6-(E1);
25.06.23 18:21:21,36.77,150.6,143.29,151.63,143.84,146.18,153.16,135.03,180.33,134.34,151,151,154.01,169.71,154.76,158.08,137.11,146.17,164.95,164.47,152.03,168.97,128.07,144.08,155.46,,33,965,33,31.5,965B6-(E1);
25.06.23 18:21:36,37.02,163.03,155.74,157.58,156.14,159.96,160.27,137.21,187.76,137.46,162.75,155.54,154.81,174.04,153.51,155.75,131.61,148.63,159.03,165.21,154.62,176.05,128.35,149.86,164.56,,33,965,33,31.53,965D6-(E1);
25.06.23 18:21:51,37.27,154.71,150.68,152.62,148.15,156.16,154.38,134.55,172.49,130.53,150.51,152.26,152.43,178.15,140.71,144.48,133.69,141.3,160.72,155.82,149.97,165.71,122.76,137.86,162.53,,33,965,33,31.53,965C6-(E1);
25.06.23 18:22:06,37.52,153.74,141.88,150.89,145.27,164.03,150.98,136.73,174.5,136.5,160.53,145.49,142.47,162.4,141.44,153.68,134.48,141.3,161.28,159.51,156.96,175.03,127.79,135.64,154.46,,33,965,33,31.56,965D6-(E1);
25.06.23 18:22:22,37.78,156.9,144.24,151.63,149.35,151.15,157.56,143.8,176.52,146.44,156.6,143.75,149.27,175.06,147.81,153.42,130.56,143.48,157.91,165.96,149.71,166.71,122.48,142.08,159.49,,33,965,33,31.56,965B6-(E1);
25.06.23 18:22:38,38.05,146.28,139.52,155.34,141.7,150.4,144.47,141.59,174.25,141.81,154.16,140.29,151.9,167.43,150.29,156.53,129.26,141.54,159.31,163.47,147.91,175.54,122.76,136.62,157.97,,33,965,33,31.56,965B6-(E1);
25.06.23 18:22:54,38.32,167.49,164.54,174.05,155.41,152.65,165.48,139.89,167,174.06,183.71,170.18,133.45,166.67,165.09,150.6,135.27,151.34,180.41,147.06,156.18,170.98,125.27,151.88,165.58,,33,965,33,31.56,965B6-(E1);
25.06.23 18:23:09,38.57,152.29,171.49,158.33,149.59,139.05,180.64,190.13,195.57,180.53,167.73,122.81,144.82,201.84,168.66,187.94,137.37,134.78,158.75,157.29,152.03,153.86,119.71,134.65,174.85,,33,965,33,31.63,965B6-(E1);
25.06.23 18:23:24,38.82,171.99,162.33,167.66,147.19,131.54,172.75,131.42,193.48,151.61,186.55,179.37,163.36,209.43,139.01,166.46,158.81,165.11,173.49,175.29,170.42,202.67,115.57,152.9,149.47,,33,965,33,31.71,965B6-(E1);
25.06.23 18:23:39,39.07,148.67,148.29,155.59,145.75,153.9,145.67,139.4,182.62,138.43,150.27,153.01,147.69,172.76,141.69,151.88,131.08,138.39,157.07,160.49,145.6,173.26,120.54,138.6,156.97,,33,965,33,31.74,
25.06.23 18:23:54,39.32,156.9,148.05,160.09,148.15,152.15,142.56,147.49,182.88,151.36,158.07,153.27,150.32,165.92,145.85,158.08,133.17,143.73,169.49,160.74,152.55,177.33,119.99,140.59,157.72,,33,965,33,31.78,
25.06.23 18:24:18,39.72,155.93,149.24,161.34,148.39,151.9,154.38,148.24,174.75,133.38,158.07,149.99,155.07,176.6,144.62,153.17,135.79,139.84,170.06,160.74,147.65,165.96,116.68,140.09,153.71,,33,965,33,31.8,
25.06.23 18:24:25,39.83,153.5,147.33,150.39,143.36,156.16,152.92,136,176.02,131,146.42,145.74,142.47,165.67,144.87,143.97,130.04,144.95,154.84,160.99,149.19,166.21,118.61,134.16,156.97,,33,965,33,31.8,
25.06.23 18:24:41,40.1,148.91,149,155.34,137.44,151.15,146.87,144.54,173.75,138.67,151.72,143.51,138.59,162.15,144.62,152.65,122.03,140.57,159.87,153.86,152.55,166.96,117.5,143.08,154.71,,33,965,33,31.81,
25.06.23 18:24:56,40.35,156.41,147.33,154.6,143.84,150.9,149.77,142.57,180.07,138.18,163,140.29,146.12,160.16,156.76,154.46,132.13,137.91,161.28,158.52,148.42,170.98,126.39,146.33,156.71,,33,965,33,31.81,
25.06.23 18:25:11,40.6,155.44,149.48,161.84,137.91,154.4,155.85,131.66,171.74,134.82,156.6,144.5,143.77,163.91,147.81,154.46,127.97,137.91,154.56,160.25,139,162.48,116.68,146.83,158.22,,33,965,33,31.84,
25.06.23 18:25:26,40.85,157.14,143.53,156.34,143.36,150.15,153.41,136.24,174.25,142.05,154.89,144.25,142.21,172,149.05,151.62,128.74,135.26,159.59,153.61,150.74,161.48,122.21,134.16,154.96,,33,965,33,31.84,
25.06.23 18:25:41,41.1,148.91,153.33,157.83,145.99,150.65,161.01,139.4,177.53,142.78,153.18,141.77,145.86,165.67,150.53,156.01,128.48,138.87,152.62,163.47,145.86,169.47,121.37,141.33,152.96,,33,965,33,31.84,
25.06.23 18:25:56,41.35,158.37,147.33,161.59,149.83,145.69,166.72,142.57,180.33,138.43,153.67,148.24,152.43,167.43,150.78,157.04,129.52,133.82,159.59,161.48,152.55,173.76,122.76,141.33,148.98,,33,965,33,31.85,
25.06.23 18:26:11,41.6,151.8,152.36,163.36,145.51,151.65,156.34,150.47,174.75,135.06,161.51,148.49,161.75,162.9,159.52,155.75,131.87,134.78,160.43,162.72,155.92,167.21,122.21,144.08,149.23,,33,965,33,31.85,
25.06.23 18:26:26,41.85,158.61,154.05,161.59,145.03,152.9,156.58,137.94,176.02,140.6,156.84,145,150.84,174.04,153.02,153.42,138.42,140.08,166.93,158.77,145.09,178.6,126.95,138.85,152.96,,33,965,33,31.85,
25.06.23 18:26:41,42.1,155.68,151.64,162.6,142.41,151.65,156.83,144.54,175.51,137.22,159.54,148.24,146.64,169.2,151.77,153.94,135.79,133.11,159.03,153.37,148.17,169.72,121.93,142.33,157.22,,33,965,33,31.88,
25.06.23 18:26:56,42.35,153.98,148.29,161.84,135.8,152.4,158.05,141.59,180.33,138.43,149.06,144.5,157.2,166.42,148.06,153.42,127.71,141.05,160.43,157.53,149.19,166.96,116.4,135.89,156.46,,33,965,33,31.89,
25.06.23 18:27:11,42.6,155.44,152.12,156.34,145.99,151.4,144.23,141.59,173.5,138.18,156.84,149.49,159.34,171.23,155.26,155.49,136.58,140.33,155.12,159.26,148.42,163.72,118.61,131.22,150.22,,33,965,33,31.89,
25.06.23 18:27:26,42.85,153.98,144.71,159.58,143.12,150.4,157.07,138.43,176.77,139.39,161.76,142.02,153.48,163.15,155.01,161.99,133.17,131.2,151.78,157.78,145.6,168.72,122.76,135.64,152.21,,33,965,33,31.91,
25.06.23 18:27:41,43.1,149.15,144.48,157.33,149.11,152.9,164.98,145.52,174.5,142.78,159.54,154.78,146.38,168.95,154.76,153.42,131.08,139.84,155.68,163.97,151,165.46,118.33,140.83,157.47,,33,965,33,31.92,
25.06.23 18:27:56,43.35,151.08,149,155.34,144.79,145.69,153.16,139.89,163.04,131.24,158.8,144.25,155.87,165.92,150.53,159.9,128.22,137.67,155.4,156.55,151.26,166.96,116.12,135.64,155.46,,33,965,33,31.92,
25.06.23 18:28:11,43.6,158.37,145.43,157.83,141.7,147.67,152.92,136.97,174.5,133.62,155.13,147.74,149.53,176.34,155.26,158.08,127.71,140.08,156.51,154.84,150.74,164.47,121.1,135.15,153.21,,33,965,33,31.94,
25.06.23 18:28:27,43.87,159.59,143.53,160.09,140.04,142.24,153.41,137.21,175.51,133.62,156.11,147.24,149.53,169.71,157.26,157.04,135.53,137.19,157.63,152.4,146.88,173,119.44,138.6,148.24,,33,965,33,31.95,
25.06.23 18:28:42,44.12,159.83,150.2,152.12,139.09,151.65,150.01,141.11,176.27,138.43,156.84,153.27,149.79,164.91,145.36,158.08,132.65,136.46,161.28,155.08,147.4,163.72,118.88,140.83,146.75,,33,965,33,31.96,
25.06.23 18:28:57,44.37,155.68,146.85,158.33,143.36,153.4,160.27,139.4,173.75,145.22,155.37,149.24,152.69,167.68,156.51,161.21,137.37,136.7,158.75,149.24,145.86,169.22,119.71,130.74,153.96,,33,965,33,31.96,
25.06.23 18:29:12,44.62,158.61,149,154.1,144.79,153.65,157.32,133.59,177.03,139.15,162.5,145,145.86,160.9,152.52,157.04,133.17,138.63,159.87,154.59,155.14,166.21,123.32,145.08,148.73,,33,965,33,31.99,
25.06.23 18:29:27,44.87,162.29,153.57,153.85,139.57,151.9,153.41,135.52,177.79,140.12,156.35,148.24,146.38,163.4,155.26,159.38,131.34,138.63,162.97,162.72,145.09,165.96,121.37,137.86,152.96,,33,965,33,31.99,
25.06.23 18:29:42,45.12,151.32,151.4,154.85,145.27,143.47,160.27,130.22,177.03,139.39,158.31,153.52,154.01,165.92,153.02,155.23,130.82,138.39,152.89,155.57,151.51,160.99,112.83,135.89,145.03,,33,965,33,31.99,
25.06.23 18:29:57,45.37,163.03,149.96,155.34,142.65,148.41,155.36,141.35,177.28,141.08,158.56,147.49,162.82,158.66,156.01,156.01,135.27,140.81,163.25,154.84,147.4,171.74,116.4,135.89,151.96,,33,965,33,32.03,
25.06.23 18:30:12,45.62,150.12,146.62,159.58,143.84,153.15,156.58,140.13,168.49,151.11,163,140.54,158,168.7,148.31,157.56,136.05,140.81,156.51,158.77,146.37,166.96,118.33,138.35,150.96,,33,965,33,32.05,
25.06.23 18:30:27,45.87,151.56,146.85,151.87,143.36,153.65,154.87,136.49,179.31,143.03,160.03,148.49,151.64,167.18,146.83,161.21,130.82,142.02,159.31,153.61,147.91,164.47,118.88,139.59,155.96,,33,965,33,32.08,
25.06.23 18:30:42,46.12,160.82,153.81,156.84,143.12,149.65,164.98,134.55,180.58,142.05,152.7,141.52,158.8,176.34,151.52,159.64,134.22,144.22,159.31,158.77,150.48,171.74,121.37,137.37,152.96,,33,965,33,32.1,
25.06.23 18:30:57,46.37,152.53,151.64,163.36,141.22,146.92,162,135.28,175.51,137.7,159.54,146.74,151.11,160.16,149.3,156.01,126.41,139.84,158.47,160.74,150.48,172.75,110.92,134.65,149.47,,33,965,33,32.13,
25.06.23 18:31:12,46.62,155.68,148.29,157.33,138.15,147.91,157.81,139.89,165.51,148.16,163.25,150.5,153.48,162.65,147.57,159.64,132.91,135.98,155.68,155.82,146.37,166.71,118.61,140.83,151.71,,33,965,33,32.16,
25.06.23 18:31:27,46.87,151.56,151.88,159.08,150.31,156.67,163.73,136.97,174,147.18,150.51,142.51,152.69,173.02,152.27,156.78,134.22,137.43,159.31,161.48,148.17,174.02,114.48,135.89,144.29,,33,965,33,32.17,
25.06.23 18:31:43,47.13,149.87,148.29,159.33,145.51,154.15,161.26,133.59,176.52,137.46,151.24,148.24,151.9,164.16,158.77,154.71,132.39,141.3,152.62,158.03,148.42,170.23,121.37,128.79,149.72,,33,965,33,32.19,
25.06.23 18:31:58,47.38,157.63,146.14,154.35,144.55,151.9,170.48,138.91,179.56,150.87,157.33,145.74,151.64,165.16,155.76,148.29,129,142.02,155.96,151.67,145.09,169.22,118.61,136.38,150.96,,33,965,33,32.2,
25.06.23 18:32:13,47.63,151.08,143.53,158.33,142.17,145.69,157.07,133.59,169.24,143.51,156.11,139.55,150.58,168.44,150.04,148.29,135,131.2,154.28,152.64,144.58,170.48,104.13,136.13,152.71,,33,965,33,32.21,
25.06.23 18:32:28,47.88,155.68,150.44,157.33,145.99,158.94,164.98,140.62,170.74,134.58,161.27,146.99,148.22,168.19,161.29,156.27,135.27,136.22,155.96,156.06,153.33,168.97,116.4,134.41,151.21,,33,965,33,32.24,
25.06.23 18:32:43,48.13,151.8,154.53,164.62,143.36,148.16,154.14,138.67,176.02,155.82,159.3,141.52,151.64,169.2,153.26,157.56,136.58,137.19,154.28,149.72,149.19,174.02,117.78,139.35,154.21,,33,965,33,32.25,
25.06.23 18:32:58,48.38,151.32,153.81,151.38,145.99,147.17,160.02,139.64,178.29,144.49,153.67,140.54,152.69,167.94,151.03,150.08,140.27,132.39,158.75,152.4,149.45,177.84,120.82,139.59,149.97,,33,965,33,32.28,
25.06.23 18:33:13,48.63,153.98,149.48,150.39,140.99,144.45,160.02,139.16,175.51,144.98,163,142.27,146.64,159.41,156.26,155.75,127.19,136.46,159.59,161.98,147.4,168.47,116.12,131.96,147.49,,33,965,33,32.28,
25.06.23 18:33:28,48.88,153.74,144.71,150.39,137.91,144.7,165.72,138.91,169.49,139.87,148.58,140.78,147.69,170.22,154.26,147.78,133.96,140.81,153.45,152.64,146.12,164.47,114.48,130.98,145.27,,33,965,33,32.31,
25.06.23 18:33:43,49.13,156.9,151.4,153.61,140.51,150.9,170.48,139.64,171.74,139.87,147.62,156.05,150.84,163.4,159.27,153.68,127.71,138.39,156.79,154.84,153.07,165.96,117.5,146.08,149.72,,33,965,33,32.33,
25.06.23 18:33:58,49.38,153.74,148.05,156.59,145.03,148.41,173.25,145.27,177.28,146.93,154.64,149.24,150.32,164.66,157.26,157.04,141.07,143.48,163.25,162.97,156.96,165.71,124.99,141.08,150.96,,33,965,33,32.34,
25.06.23 18:34:13,49.63,151.56,150.2,151.38,146.95,147.42,157.32,133.11,166.75,144.73,153.91,138.32,150.58,164.91,160.03,147.27,132.91,130.25,154.01,157.53,156.18,166.46,111.74,142.58,148.98,,33,965,33,32.35,
25.06.23 18:34:28,49.88,151.32,154.29,156.09,146.71,145.69,167.97,130.46,171.74,143.76,156.35,145.74,151.9,165.41,157.76,153.42,138.95,137.91,158.19,150.21,147.65,160.99,118.88,141.33,143.8,,33,965,33,32.36,
25.06.23 18:34:43,50.13,149.87,146.62,152.37,137.91,151.4,158.05,132.86,167.99,141.57,154.64,147.99,151.11,165.16,154.76,148.29,131.87,135.74,155.96,155.57,148.68,166.46,113.93,141.08,148.48,,33,965,33,32.38,
25.06.23 18:34:58,50.38,148.91,152.12,152.86,144.32,156.67,162.74,134.55,166.01,129.1,144.74,141.52,159.07,159.66,167.13,156.53,138.42,138.87,159.31,151.18,143.56,164.71,113.1,132.94,148.48,,33,965,33,32.41,
25.06.23 18:35:13,50.63,154.47,155.02,152.62,141.93,155.91,160.52,140.86,174.75,141.33,161.51,145.25,159.34,159.16,154.01,158.34,134.22,136.94,157.35,151.67,149.97,169.47,119.71,138.35,149.23,,33,965,33,32.42,
25.06.23 18:35:28,50.88,154.71,155.99,155.34,142.65,152.15,167.47,143.55,171.99,144,154.64,151,152.96,158.66,151.03,154.46,141.33,138.15,153.73,161.24,147.65,173.26,117.78,141.83,146.51,,33,965,33,32.42,
25.06.23 18:35:43,51.13,159.59,151.88,154.35,142.89,146.43,169.48,142.57,170.24,146.93,151.48,138.57,164.17,162.4,157.51,152.39,132.91,136.94,161,152.15,143.82,166.71,111.19,142.08,151.96,,33,965,33,32.45,
25.06.23 18:35:58,51.38,159.34,150.68,151.38,140.99,151.15,163.24,143.8,171.24,146.69,153.42,146.74,152.96,161.65,157.76,150.6,137.37,134.3,155.96,159.51,153.07,169.98,122.21,145.83,147.99,,33,965,33,32.46,
25.06.23 18:36:13,51.63,157.63,149,149.41,139.57,155.16,169.73,137.7,168.99,150.87,159.05,145.49,162.82,161.9,167.13,156.27,133.43,131.67,158.47,153.61,149.19,164.22,114.75,145.08,147.25,,33,965,33,32.46,
25.06.23 18:36:28,51.88,152.77,149,151.87,137.91,157.42,159.04,137.94,169.74,136.74,153.18,140.29,153.75,169.46,165.09,151.37,136.05,131.44,157.07,149.97,150.74,168.22,111.74,136.38,149.97,,33,965,33,32.49,
25.06.23 18:36:43,52.13,155.93,152.84,154.85,138.38,149.65,161.75,136,173.75,139.15,158.8,149.24,159.34,165.16,154.51,159.12,128.74,140.57,163.53,154.35,150.48,176.31,110.92,141.08,142.57,,33,965,33,32.48,
25.06.23 18:36:58,52.38,155.44,151.4,158.83,136.97,157.93,157.81,136,175.76,145.22,151,142.51,157.2,160.65,164.84,150.6,127.19,131.91,155.96,155.33,153.07,169.22,115.85,146.33,143.06,,33,965,33,32.52,
25.06.23 18:37:13,52.63,155.68,147.57,157.09,142.41,154.91,157.32,141.59,174.5,142.3,147.14,140.54,159.6,159.41,163.31,154.46,134.48,135.5,159.03,152.15,155.4,165.46,117.23,137.86,146.26,,33,965,33,32.53,
25.06.23 18:37:28,52.88,150.6,144.95,148.92,145.51,153.9,162.99,139.4,169.24,142.3,148.1,149.74,154.81,159.91,152.77,148.29,137.63,130.48,152.34,152.4,145.35,171.99,118.33,138.11,148.98,,33,965,33,32.55,
25.06.23 18:37:43,53.13,153.01,148.29,157.09,140.99,149.4,169.48,141.11,173.24,146.93,159.54,145,154.54,162.65,165.09,158.34,131.87,132.63,157.63,155.33,148.94,171.24,117.78,142.58,139.89,,33,965,33,32.56,
25.06.23 18:37:58,53.38,153.98,153.81,148.67,136.5,151.15,168.97,134.79,169.24,144.73,149.06,142.76,157.73,151.75,164.84,148.55,131.87,132.39,152.62,148.51,144.58,164.22,118.88,144.83,138.43,,33,965,33,32.58,
25.06.23 18:38:13,53.63,157.63,153.09,150.64,141.22,155.91,170.98,141.35,171.49,139.63,151,144.25,161.48,163.91,168.66,157.3,129.52,135.5,157.91,152.88,151.51,167.21,128.35,140.83,147.49,,33,965,33,32.6,
25.06.23 18:38:28,53.88,154.95,155.02,150.15,145.03,160.97,174.77,140.37,170.99,139.39,156.6,149.74,160.41,166.67,162.81,164.61,135.27,137.67,168.35,158.77,151,174.27,128.35,145.33,147.49,,33,965,33,32.6,
25.06.23 18:38:43,54.13,152.29,145.19,149.66,142.41,152.9,165.23,134.07,167.25,130.53,149.06,142.02,156.67,159.91,162.55,150.85,132.91,133.58,156.79,151.91,146.37,167.97,119.71,142.33,142.57,,33,965,33,32.6,
25.06.23 18:38:58,54.38,159.34,151.4,148.67,145.75,160.21,162.74,150.22,171.74,145.95,156.84,142.02,159.07,157.42,153.02,157.82,128.74,138.15,162.69,151.91,146.88,167.71,120.54,142.58,143.8,,33,965,33,32.61,
25.06.23 18:39:13,54.63,153.25,157.93,158.08,148.15,158.18,172.75,147,175.51,144.49,156.84,145.25,165.25,157.92,157.01,158.08,136.58,131.44,163.53,157.78,154.62,171.49,125.83,141.33,149.23,,33,965,33,32.63,
25.06.23 18:39:28,54.88,159.83,153.57,148.43,145.51,154.4,167.97,145.77,176.77,144,154.4,150.24,160.41,161.4,161.29,146.25,139.74,140.57,162.97,155.08,153.33,164.22,124.15,139.59,147.74,,33,965,33,32.64,
25.06.23 18:39:43,55.13,152.77,159.88,153.85,140.99,160.97,162.49,145.27,172.99,144.73,161.51,148.49,161.21,167.94,164.33,151.88,134.22,145.44,158.75,155.82,150.48,168.72,126.95,141.58,146.01,,33,965,33,32.67,
25.06.23 18:39:58,55.38,157.63,151.16,152.62,143.36,154.65,162.49,143.06,172.24,139.87,154.4,144.5,160.14,161.65,155.01,151.62,132.65,136.7,160.43,155.57,154.88,169.22,122.48,144.08,150.72,,33,965,33,32.67,
25.06.23 18:42:04,57.48,153.5,129.98,163.86,131.82,143.71,198.35,140.86,175.01,148.9,161.27,131.97,163.63,171.23,160.28,163.56,135.53,135.26,150.68,147.55,153.33,182.45,130.31,135.15,135.03,,33,965,33,32.92,
25.06.23 18:42:19,57.73,165.01,129.29,162.6,151.28,150.4,177.06,147.99,161.32,139.63,166.73,137.09,148.22,150.52,166.36,161.21,153.11,141.3,167.5,162.23,141.53,162.23,128.07,149.1,136.49,,33,965,33,32.99,
25.06.23 18:42:34,57.98,162.54,139.99,158.83,154.68,154.4,177.82,145.52,164.03,138.43,150.76,144.75,158.27,148.57,168.15,153.94,135.53,141.05,159.59,160.74,156.18,167.71,113.65,137.61,147.25,,33,965,33,33.05,
25.06.23 18:42:49,58.23,143.89,126.99,147.94,131.82,138.08,171.99,132.38,154,125.79,150.03,166.81,158.8,144.44,171.49,131.19,119.22,129.06,155.12,149.72,161.15,160,121.93,131.47,152.71,,33,965,33,33.1,
