Measurement Name :,20230625_SDR710_Run01_Plate02_PR_F1F2,,Generated On :,"25/06/2023, 17:00:31",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 16:36:07,56,185.95,171.34,126.73,121.01,159.8,173.74,170.77,184.38,180.16,203.44,157.08,103.09,180.75,163.99,169.72,130.38,174.57,172.05,181.1,184.68,230.15,139.28,175.63,177.27,,27,965,33,27.75,
25.06.23 16:36:22,56.25,187.93,151.93,133.49,120.27,155.56,162.57,149.52,199.33,189.12,165.82,184.92,106.27,152.61,153.8,161.5,140.12,172.09,173.22,184.7,198.28,188.94,126.79,166.41,173.1,,27,965,33,27.77,
25.06.23 16:36:38,56.52,190.49,183.64,124.49,119.52,181.7,190.9,172.69,193.65,161.02,190.36,185.48,83.62,162.8,161.02,165.59,158.11,167.43,174.7,167.46,193.04,179.07,150.9,191.4,206.35,,27,965,33,27.78,
25.06.23 16:36:53,56.77,194.21,201,114.65,124.75,151.89,174.81,174.06,207.09,175.18,197.84,156.01,91.95,152.61,156.73,153.38,146.43,185.15,178.55,168.81,199.16,189.22,131.38,167.76,172.28,,27,965,33,27.8,
25.06.23 16:37:08,57.02,176.97,178.42,119.8,134.59,155.3,166.27,155.89,201.05,189.68,196.45,173.57,94.36,183.74,146.93,148.3,146.43,161.46,167.36,187.21,194.49,221.62,129.75,175.36,182.02,,27,965,33,27.84,
25.06.23 16:37:23,57.27,199.1,174.6,128.98,128.27,167.81,210.85,169.95,185.5,191.37,181.88,182.41,101.62,194.22,187.43,172.48,168.01,199.36,180.33,207.33,192.46,212.35,150.9,212.81,140.79,,27,965,33,27.85,
25.06.23 16:37:38,57.52,193.06,199.01,112.22,124.5,175.94,216.31,158.57,177.18,179.61,216.82,173.57,99.92,203.47,172.98,158.51,153.36,176.51,194.78,174.52,192.75,213.21,145.89,190.84,158.89,,27,965,33,27.88,
25.06.23 16:37:53,57.77,194.49,177.05,122.76,123.75,156.36,178.59,158.03,195.06,168.88,192.01,187.72,111.7,204.04,161.29,139.83,128.5,169.35,172.63,183.32,200.62,190.88,144.51,179.74,180.62,,27,965,33,27.92,
25.06.23 16:38:08,58.02,205.77,180.33,137.03,122.26,158.21,208.85,147.67,191.95,159.95,204.57,182.69,94.84,185.39,181.27,181.42,157.55,190.51,187.22,183.87,186.4,193.66,147,178.37,166.78,,27,965,33,27.94,
25.06.23 16:38:23,58.27,211.94,180.88,130.48,147.19,162.72,204.88,174.89,179.39,177.94,216.24,172.75,110.21,189.79,137.53,153.11,168.87,176.51,168.53,188.04,217.89,211.77,145.06,180.02,193.63,,27,965,33,27.96,
25.06.23 16:38:38,58.52,204.61,195.62,120.04,129.52,174.31,215.73,167.49,210.57,184.62,204.29,176.32,84.8,188.41,173.81,139.31,140.12,173.47,174.99,232.63,191.88,200.67,125.98,187.77,170.07,,27,965,33,27.99,
25.06.23 16:38:53,58.77,193.35,214.5,113.68,142.27,164.06,211.42,170.22,179.39,186.02,211.95,198.2,93.15,175.87,179.61,166.97,134.69,183.19,164.44,202.16,178.41,218.71,150.62,196.19,168.7,,27,965,33,28.02,
25.06.23 16:39:08,59.02,186.8,188.63,128.48,142.53,155.04,210.85,165.59,204.78,159.95,210.81,173.85,95.8,178.85,155.93,147.23,127.69,178.45,186.91,156.77,205.04,210.34,135.45,165.07,187.66,,27,965,33,28.06,
25.06.23 16:39:23,59.27,193.35,167.03,121.77,124.75,152.15,187.87,155.36,191.95,199.63,208.25,167.57,93.39,182.65,169.97,171.65,133.34,190.8,170.87,219.55,211.58,206.06,148.11,164.27,179.22,,27,965,33,28.08,
25.06.23 16:39:38,59.52,195.07,186.68,116.12,136.37,168.62,189.52,161.8,185.22,159.14,197.56,177.15,89.8,177.76,161.56,165.59,156.15,174.29,170.58,210.51,198.87,212.92,140.65,171.55,183.99,,27,965,33,28.11,
25.06.23 16:39:53,59.77,200.83,186.4,118.81,142.01,178.67,187.59,162.07,187.18,168.33,199.79,158.95,92.91,190.62,166.16,181.98,162.05,174.29,185.41,193.93,197.7,215.52,150.06,168.03,182.3,,27,965,33,28.13,
25.06.23 16:40:08,60.02,193.06,181.43,119.06,142.27,195.62,191.45,171.04,202.19,163.45,202.32,184.08,95.08,190.62,203.95,174.98,133.61,193.07,178.84,177.8,181.54,217.26,145.06,169.65,183.71,,27,965,33,28.17,
25.06.23 16:40:23,60.27,186.8,197.31,102.34,133.57,172.68,180.22,174.89,185.22,174.91,187.34,197.34,82.67,181.02,185.46,166.14,121.84,175.12,184.81,179.73,200.62,220.16,138.18,177.55,171.17,,27,965,33,28.21,
25.06.23 16:40:38,60.52,212.23,193.94,119.55,128.01,209.59,184.58,180.7,206.51,181.27,199.79,185.76,77.97,177.49,171.89,161.5,156.71,179.56,171.16,217.2,212.18,183.71,139.55,176.45,135.56,,27,965,33,28.23,
25.06.23 16:40:53,60.77,214,173.24,121.03,123.25,161.39,199.81,164.23,209.99,171.89,202.04,188.56,91.95,202.91,168.06,171.93,134.42,184.59,178.55,193.09,187.84,203.78,129.21,168.84,133.49,,27,965,33,28.27,
25.06.23 16:41:08,61.02,221.14,195.06,132.74,114.83,162.19,218.33,170.49,201.05,202.22,207.11,189.13,97.49,232.72,166.43,175.82,113.41,174.85,180.93,175.06,201.51,200.95,147.28,173.99,143.15,,27,965,33,28.3,
25.06.23 16:41:23,61.27,200.54,181.16,121.28,127.76,180.32,178.32,183.21,195.91,141.69,191.46,168.12,81.26,169.97,161.83,154.19,143.68,186.56,177.95,191.12,187.55,197.3,145.89,176.18,181.74,,27,965,33,28.33,
25.06.23 16:41:38,61.52,198.23,198.45,116.61,117.79,176.49,193.39,177.1,194.78,177.94,188.98,165.95,90.28,197.29,194.21,144.32,129.3,185.43,169.11,223.68,174.17,206.91,139,190,155.92,,27,965,33,28.35,
25.06.23 16:41:54,61.78,225.05,201.28,124.49,140.73,168.35,208.57,190.24,218.76,186.58,204.85,175.5,120.69,194.22,200.5,183.39,149.75,183.47,208.61,232.03,209.2,221.33,154.82,177.82,193.35,,27,965,33,28.39,
25.06.23 16:42:09,62.03,207.53,171.89,124.99,116.06,175.94,185.94,147.14,198.19,183.5,186.52,179.36,86.7,179.93,166.7,161.5,130.65,177.34,160.96,191.68,182.68,166.96,121.44,171.55,163.5,,27,965,33,28.42,
25.06.23 16:42:24,62.28,199.38,169.19,112.7,118.53,152.41,192.56,154.56,199.62,177.67,206.26,184.92,85.04,175.33,179.88,172.76,132.53,179.56,182.12,182.21,189.28,189.22,134.91,153.64,168.15,,27,965,33,28.48,
25.06.23 16:42:39,62.53,206.36,167.57,109.07,119.27,180.59,210.85,164.77,189.14,184.62,197.28,176.32,90.52,188.41,197.06,185.65,123.69,177.06,183.91,198.18,214.28,205.77,142.85,192.25,143.15,,27,965,33,28.49,
25.06.23 16:42:54,62.78,213.71,201.56,137.03,134.59,182.8,206.86,173.79,188.58,177.39,210.81,164.05,115.18,195.62,177.67,178.05,113.15,203.4,200.59,207.9,200.62,212.35,160.17,189.45,185.96,,27,965,33,28.53,
25.06.23 16:43:09,63.03,221.74,174.87,123.75,124.5,177.58,190.34,158.57,188.02,174.91,200.91,173.57,95.32,175.33,187.71,159.86,135.23,196.21,182.42,190.28,175.3,204.92,145.34,178.37,184.83,,27,965,33,28.56,
25.06.23 16:43:24,63.28,200.83,186.13,127.23,109.93,185.29,187.59,175.16,203.34,157.54,199.51,169.75,90.04,216.04,164.8,157.7,138.76,164.44,182.12,206.46,184.97,190.33,146.45,193.37,197.94,,27,965,33,28.6,
25.06.23 16:43:39,63.53,193.63,178.69,106.42,120.02,167.54,185.94,169.67,214.07,190.81,194.5,155.74,91.47,158.6,176.84,174.98,130.11,182.07,178.25,188.6,199.74,193.11,150.06,181.67,154.31,,27,965,33,28.61,
25.06.23 16:43:54,63.78,207.82,204.7,137.03,138.68,178.95,219.2,160.72,206.22,199.06,209.95,184.92,113.94,189.51,189.12,179.73,128.77,206.3,151.77,195.63,185.82,197.86,140.93,202.73,189.36,,27,965,33,28.63,
25.06.23 16:44:09,64.03,203.15,193.38,130.48,132.31,165.4,199.81,161.26,188.86,183.22,194.78,185.76,85.04,207.44,175.73,160.41,115.5,191.36,166.77,188.32,195.94,210.34,138.46,169.38,175.88,,27,965,33,28.63,
25.06.23 16:44:24,64.28,213.12,197.31,112.7,124,183.07,172.93,171.31,185.5,186.86,181.34,191.66,85.28,166.24,176.29,152.31,138.76,180.4,175.29,203.88,211.28,202.93,127.87,166.95,148.18,,27,965,33,28.66,
25.06.23 16:44:39,64.53,217.56,178.42,129.73,121.76,172.68,173.47,157.77,208.25,177.94,181.34,195.35,78.44,199.25,177.67,165.05,130.38,193.64,157.79,197.32,193.33,203.5,146.45,170.46,200.25,,27,965,33,28.67,
25.06.23 16:44:54,64.78,205.19,174.05,122.76,115.32,184.18,176.16,161.8,165.19,167.79,206.26,177.98,76.57,180.47,146.4,168.34,131.99,174.02,172.05,224.27,210.69,192.83,146.17,156.02,179.5,,27,965,33,28.67,
25.06.23 16:45:09,65.03,210.76,179.24,119.55,120.02,173.76,192,171.59,189.98,190.53,211.38,181.58,82.91,185.11,169.42,154.19,131.99,189.95,165.03,211.67,190.72,208.34,135.18,186.1,193.06,,27,965,33,28.7,
25.06.23 16:47:12,67.08,206.07,186.96,117.59,126.51,177.85,201.21,168.03,197.33,182.95,200.63,168.12,88.37,187.03,182.67,163.95,140.12,183.19,171.16,198.18,191.59,196.46,143.13,179.74,181.46,,27,965,33,28.35,
25.06.23 16:47:27,67.33,204.32,186.4,117.34,128.27,174.85,201.21,167.49,196.48,181.55,200.63,167.57,87.89,186.21,180.72,163.13,138.49,182.63,170.28,197.04,189.85,195.34,140.1,178.37,183.42,,27,965,33,28.31,
25.06.23 16:47:42,67.58,204.03,186.68,116.12,124.75,174.31,202.34,166.67,195.91,180.44,200.91,165.67,88.13,185.66,179.61,162.59,137.13,181.23,169.11,197.04,189.28,194.78,139.55,176.18,182.3,,27,965,33,28.3,
25.06.23 16:47:57,67.83,202.57,185.57,117.34,123.75,172.41,198.97,166.13,194.78,179.61,199.79,165.4,87.18,185.11,179.33,161.5,134.69,181.51,169.11,195.34,190.43,194.5,138.18,173.72,182.86,,27,965,33,28.28,
25.06.23 16:48:12,68.08,203.15,186.4,116.12,122.75,171.86,199.81,166.4,196.48,178.5,200.07,163.24,87.89,184.02,178.77,161.22,134.96,179.28,168.82,196.19,191.01,193.38,138.46,173.18,178.66,,27,965,33,28.25,
25.06.23 16:48:27,68.33,202.28,185.02,114.9,123.25,171.86,197.29,165.04,194.5,178.22,200.07,162.7,86.46,184.02,178.22,160.95,132.53,179.56,167.94,196.48,189.56,190.88,136.82,172.36,182.02,,27,965,33,28.24,
25.06.23 16:48:42,68.58,201.7,184.19,115.14,122.75,170.78,198.13,164.23,195.06,177.67,199.51,161.9,87.18,181.56,175.18,160.41,133.61,179.28,168.53,195.34,188.99,192.27,136.27,170.19,184.27,,27,965,33,28.24,
25.06.23 16:48:57,68.83,202.28,182.53,112.95,123.5,169.7,199.81,165.32,194.5,176.84,199.51,161.63,85.99,181.83,176.56,159.32,137.95,178.73,168.23,196.48,190.14,191.44,135.18,171.28,183.71,,27,965,33,28.21,
25.06.23 16:49:12,69.08,201.12,181.16,111.98,121.26,167.28,198.69,164.23,195.06,175.73,198.12,160.82,85.99,182.38,175.46,158.78,134.42,178.45,166.77,195.06,188.41,190.61,134.63,170.73,183.14,,27,965,33,28.21,
25.06.23 16:49:28,69.35,201.12,181.16,111.25,119.03,167.54,198.13,163.69,194.21,175.46,198.68,160.29,85.99,180.75,173.26,159.59,133.07,177.62,166.48,194.21,189.56,191.16,133.82,166.41,182.3,,27,965,33,28.19,
25.06.23 16:49:43,69.6,201.99,180.88,111.49,120.27,167.01,196.45,163.42,193.65,174.63,198.95,158.68,85.04,180.75,173.26,157.97,131.72,176.78,166.19,195.63,189.28,188.94,132.73,166.95,180.34,,27,965,33,28.17,
25.06.23 16:49:58,69.85,200.83,180.88,110.52,117.79,166.74,196.45,163.42,193.93,174.63,198.12,158.95,85.28,179.93,175.18,157.7,129.03,176.78,165.9,195.34,189.28,189.22,131.38,170.19,180.06,,27,965,33,28.17,
25.06.23 16:50:13,70.1,201.41,179.51,110.04,117.29,164.06,196.73,162.61,193.36,174.08,198.4,157.34,85.04,179.39,175.46,156.07,126.63,175.68,165.9,195.34,189.56,189.77,130.29,166.41,177.82,,27,965,33,28.16,
25.06.23 16:50:28,70.35,200.54,177.6,110.04,116.8,163.26,196.17,161.8,194.5,172.98,198.4,158.14,85.04,177.76,174.08,157.43,125.82,180.12,165.03,195.34,189.56,188.94,131.11,162.66,179.22,,27,965,33,28.14,
25.06.23 16:50:43,70.6,200.83,178.14,108.83,117.29,162.99,194.5,162.61,193.36,171.61,198.4,159.21,85.51,177.76,173.81,156.61,127.43,179,165.9,195.34,190.43,187.84,131.65,162.93,179.5,,27,965,33,28.13,
25.06.23 16:50:58,70.85,200.25,177.32,108.34,115.57,162.19,194.22,162.61,194.21,171.61,198.12,158.41,85.04,176.68,173.26,155.54,124.76,176.78,164.44,193.09,188.7,188.39,128.94,161.86,178.94,,27,965,33,28.13,
25.06.23 16:51:13,71.1,198.81,176.78,110.04,115.07,161.13,193.95,161.53,193.65,170.52,197.56,157.34,84.8,175.87,172.16,153.92,122.9,176.78,164.15,193.09,186.97,188.39,128.94,162.39,178.38,,27,965,33,28.11,
25.06.23 16:51:28,71.35,199.1,174.87,110.04,116.31,160.59,196.45,162.61,192.52,170.79,197.84,156.54,83.15,176.68,171.06,154.46,121.04,177.06,163.86,194.78,188.12,187.56,128.14,164.27,177.55,,27,965,33,28.1,
25.06.23 16:51:43,71.6,199.1,174.05,110.52,114.09,161.13,195.06,162.61,193.08,170.52,198.12,154.95,83.62,175.06,168.88,153.65,118.93,177.62,164.15,193.09,186.97,185.08,126.25,160.53,186.81,,27,965,33,28.09,
25.06.23 16:51:58,71.85,198.81,173.51,106.9,114.58,158.74,192.28,160.99,192.52,168.61,197.28,155.21,82.91,174.26,168.88,153.11,118.4,175.4,162.7,193.37,186.97,183.71,126.79,162.39,184.83,,27,965,33,28.1,
25.06.23 16:52:13,72.1,197.94,173.78,105.94,115.07,159.27,188.42,161.26,191.67,169.42,196.72,153.35,83.15,175.06,168.33,152.31,117.34,174.57,162.7,194.21,186.97,187.01,125.98,159.73,183.71,,27,965,33,28.08,
25.06.23 16:52:28,72.35,196.5,172.16,105.22,114.34,157.94,187.59,160.45,191.11,168.33,197,153.09,81.02,174.79,168.06,151.77,114.45,174.02,161.54,193.93,187.84,184.54,125.45,165.34,181.46,,27,965,33,28.08,
25.06.23 16:52:43,72.6,197.08,172.43,105.46,116.06,157.15,187.32,159.38,191.95,166.97,197.28,152.56,78.68,172.38,166.16,151.77,113.41,174.02,161.54,192.81,187.55,185.91,123.84,160.26,179.5,,27,965,33,28.06,
25.06.23 16:52:58,72.85,197.94,172.43,106.66,115.57,156.88,185.94,160.45,192.8,167.25,196.45,153.35,79.38,172.11,162.91,151.77,114.98,172.64,160.68,192.53,185.82,182.62,121.97,159.2,177.27,,27,965,33,28.06,
25.06.23 16:53:13,73.1,197.65,170.8,106.18,114.09,155.56,186.49,159.91,190.82,165.89,197.28,150.44,78.21,170.5,161.56,149.9,115.24,170.17,160.68,192.53,186.69,181.8,121.97,158.4,176.43,,27,965,33,28.06,
25.06.23 16:53:28,73.35,197.08,170.53,103.3,110.91,155.04,185.4,159.91,191.39,165.34,197,149.92,78.91,170.24,160.75,149.1,114.45,168.53,158.94,193.37,187.55,182.89,121.7,158.93,176.15,,27,965,33,28.03,
25.06.23 16:53:43,73.6,197.08,171.62,103.06,112.37,154.77,186.77,159.64,192.23,165.62,196.72,148.6,78.44,170.5,160.49,149.9,114.98,168.25,159.52,191.96,186.69,183.16,119.57,159.2,176.43,,27,965,33,28.02,
25.06.23 16:53:59,73.87,197.37,170.26,102.58,112.37,154.51,187.32,159.38,192.52,165.07,197,146.76,77.97,169.43,159.68,149.1,113.93,167.16,158.94,192.81,186.11,183.44,120.1,158.4,176.15,,27,965,33,28.02,
25.06.23 16:54:14,74.12,196.79,170.53,106.42,112.86,153.46,186.22,158.3,191.39,164.8,196.45,146.24,77.74,170.24,158.61,148.57,112.36,166.89,158.65,192.53,185.82,180.43,117.18,156.28,172.55,,27,965,33,28.02,
25.06.23 16:54:29,74.37,195.93,169.46,101.15,109.69,153.2,185.12,158.57,190.82,164.26,195.89,148.07,77.5,169.43,158.07,148.83,112.62,166.89,157.5,191.96,185.25,182.34,118.51,156.54,173.38,,27,965,33,27.99,
25.06.23 16:54:44,74.62,197.08,168.38,101.15,109.2,151.36,184.3,158.3,190.82,163.72,195.89,147.81,76.8,168.37,157,146.44,110.8,165.8,158.08,190.84,184.39,182.34,117.18,153.38,174.77,,27,965,33,27.99,
25.06.23 16:54:59,74.87,195.64,167.57,100.91,108.95,151.62,182.94,157.5,190.82,164.26,195.61,148.07,76.34,167.57,156.73,146.97,109.23,165.53,157.22,190.56,184.68,179.89,115.86,150.49,172.83,,27,965,33,27.99,
25.06.23 16:55:14,75.12,195.64,167.84,103.3,108.95,151.89,181.85,157.77,190.54,163.18,195.06,147.02,76.34,169.17,157.8,146.44,109.49,165.53,157.79,190.56,184.97,178.8,116.13,152.85,173.94,,27,965,33,27.96,
25.06.23 16:55:29,75.37,195.07,166.77,103.54,108.22,151.62,180.22,157.5,190.54,163.99,195.89,147.02,76.1,167.57,155.66,145.91,108.72,165.8,157.22,191.68,185.82,179.34,115.6,151.01,176.15,,27,965,33,27.96,
25.06.23 16:55:44,75.62,194.49,164.36,103.3,107.98,150.58,180.22,156.69,190.54,161.29,195.06,145.45,76.8,167.57,155.66,145.37,107.16,164.44,156.07,190.84,184.11,177.71,116.39,152.06,175.04,,27,965,33,27.96,
25.06.23 16:55:59,75.87,193.92,164.36,102.58,107.49,152.15,178.86,156.96,190.82,161.56,195.61,144.93,78.44,167.57,155.4,143.79,104.32,162,155.21,190,184.39,178.26,115.86,151.28,176.99,,27,965,33,27.95,
25.06.23 16:56:14,76.12,193.06,164.09,100.44,107.01,151.36,178.05,155.63,189.42,161.29,195.61,144.67,77.74,166.51,155.13,143.79,101.74,160.38,154.35,190,183.53,176.63,115.33,147.62,175.6,,27,965,33,27.95,
25.06.23 16:56:29,76.37,193.35,164.62,100.91,106.52,151.89,176.7,156.43,189.7,161.02,194.5,144.14,76.8,167.57,154.87,143.79,100.2,161.19,155.21,190.56,184.11,177.98,114.81,148.66,174.77,,27,965,33,27.92,
25.06.23 16:56:44,76.62,192.49,163.56,99.01,105.31,151.62,178.32,156.96,190.26,161.02,195.06,143.1,77.74,167.04,155.4,143.79,102,159.03,155.21,190.28,183.53,178.26,114.01,147.36,177.82,,27,965,33,27.92,
25.06.23 16:57:00,76.88,191.06,164.62,99.01,105.8,150.32,176.16,155.89,189.7,160.75,194.78,141.28,74.94,165.45,153.53,142.2,101.23,159.3,154.06,189.16,183.53,176.63,111.12,145.53,179.22,,27,965,33,27.92,
25.06.23 16:57:15,77.13,190.78,163.29,98.53,105.31,150.58,175.89,155.63,189.98,160.22,194.78,140.76,75.17,165.98,153.27,141.15,102,159.3,154.35,190,184.39,175.82,110.86,141.65,177.55,,27,965,33,27.89,
25.06.23 16:57:30,77.38,191.92,163.56,98.53,107.01,150.32,175.35,155.36,189.42,159.95,195.06,141.28,74.94,164.92,152.47,141.41,99.43,159.84,154.92,190.28,183.82,176.9,113.22,141.39,178.66,,27,965,33,27.89,
25.06.23 16:57:45,77.63,191.63,161.96,98.3,104.59,150.84,174.54,156.16,189.42,158.87,194.5,141.28,72.84,164.92,151.94,141.41,98.16,157.69,153.49,188.88,183.82,175.82,112.96,139.85,178.94,,27,965,33,27.88,
25.06.23 16:58:00,77.88,190.78,162.49,97.59,103.38,151.1,174.81,155.09,188.02,158.87,194.78,141.28,72.84,164.12,152.74,141.41,99.95,158.23,153.2,189.16,183.82,174.2,112.17,139.33,176.71,,27,965,33,27.88,
25.06.23 16:58:15,78.13,189.92,163.29,96.88,103.38,150.84,174.54,154.29,188.86,158.34,193.67,140.76,71.68,160.96,151.68,141.15,99.69,158.77,153.77,188.6,182.96,173.93,111.65,136.51,176.71,,27,965,33,27.88,
25.06.23 16:58:30,78.38,189.92,161.96,95.93,102.9,150.58,174.01,154.03,188.58,158.07,193.95,140.5,71.68,159.12,150.35,141.41,98.92,159.03,152.92,189.44,182.39,176.9,112.43,136.51,177.55,,27,965,33,27.88,
25.06.23 16:58:45,78.63,191.63,161.69,94.75,104.1,149.79,175.08,153.76,188.3,157.8,193.12,139.98,70.76,159.91,151.68,139.83,99.43,158.77,152.06,188.6,183.25,176.36,111.12,135.75,175.88,,27,965,33,27.86,
25.06.23 16:59:00,78.88,191.35,161.69,93.57,102.9,149.53,173.47,153.23,188.86,157.54,193.39,138.94,70.99,158.6,152.74,139.31,100.46,158.77,152.06,189.16,182.68,175.01,110.07,133.96,175.32,,27,965,33,27.85,
25.06.23 16:59:15,79.13,191.06,160.89,92.87,102.9,148.23,172.67,153.23,188.3,156.73,193.67,137.39,71.91,159.12,152.74,138.78,98.41,157.96,151.77,188.6,180.97,175.28,110.34,134.22,173.1,,27,965,33,27.85,
