Measurement Name :,20230625_SDR641_Run01_Plate01_PR_F1F2,,Generated On :,"25/06/2023, 17:00:08",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 15:40:24,0.28,191.24,192.88,192.36,193.16,189.4,190.18,188.37,187.78,190.41,186.42,188.7,186.08,188.84,186.45,186.31,184.03,188.06,186.09,185.48,186.17,181.22,185.43,181.75,184.67,,27,965,33,25.08,
25.06.23 15:40:39,0.53,191.51,192.07,192.09,195.59,189.4,191.8,188.37,188.55,189.87,185.36,189.23,186.87,189.11,187.25,186.31,185.07,189.13,186.9,187.07,186.72,182.25,185.7,182,185.44,,27,965,33,25.03,
25.06.23 15:40:54,0.78,190.15,193.96,193.16,196.94,190.47,190.72,189.43,189.84,190.41,185.89,188.44,187.39,190.19,187.78,186.83,186.89,189.67,187.71,187.86,187,182.25,186.49,182.26,186.21,,27,965,33,25.01,
25.06.23 15:41:09,1.03,190.42,193.69,193.7,196.67,191.27,190.99,188.37,189.84,191.77,185.09,188.97,187.65,189.92,186.71,187.88,188.2,189.94,187.71,188.12,187.83,183.54,186.76,183.55,186.47,,27,965,33,24.98,
25.06.23 15:41:24,1.28,191.78,195.59,190.75,192.63,191.81,189.37,187.3,189.58,191.77,184.82,187.91,188.97,190.46,185.91,187.36,187.16,189.94,187.44,188.39,187.83,182.77,187.02,184.33,186.21,,27,965,33,24.97,
25.06.23 15:41:39,1.53,192.05,198.05,190.48,193.97,192.35,190.18,187.83,190.62,192.05,185.36,187.39,189.49,191.26,186.45,187.09,187.68,189.4,188.25,188.92,188.66,183.02,187.02,187.18,186.98,,27,965,33,24.97,
25.06.23 15:41:54,1.78,191.51,195.32,189.14,194.51,192.62,188.56,187.57,190.88,191.77,184.56,187.39,189.23,191.26,185.38,186.57,188.2,189.13,188.79,188.92,188.1,183.28,187.29,185.62,186.98,,27,965,33,24.97,
25.06.23 15:42:09,2.03,191.78,194.78,192.36,193.43,192.35,188.29,186.51,190.88,191.5,186.16,187.39,187.65,191.26,188.59,186.31,187.42,189.67,188.79,189.18,188.38,183.02,186.76,186.14,187.24,,27,965,33,25,
25.06.23 15:42:24,2.28,191.24,195.05,192.89,193.43,192.35,188.29,188.1,190.62,191.5,185.62,187.91,188.7,192.07,188.85,185.25,188.2,189.67,189.06,189.71,188.66,182.25,187.29,186.14,186.73,,27,965,33,24.97,
25.06.23 15:42:39,2.53,192.33,192.88,192.63,191.82,192.62,187.76,188.37,190.62,192.05,186.69,187.13,188.18,191.8,189.12,184.21,187.68,190.2,189.34,189.71,187.83,181.99,187.02,186.14,187.5,,27,965,33,25,
25.06.23 15:42:54,2.78,193.41,192.34,192.63,191.55,192.35,186.42,188.9,191.14,192.32,186.42,187.65,187.91,191.8,189.39,186.04,187.68,189.4,188.79,189.18,188.38,181.22,186.49,186.4,187.5,,27,965,33,25.01,
25.06.23 15:43:09,3.03,192.6,190.72,191.82,190.48,190.74,185.08,189.96,190.62,192.05,184.82,187.13,187.39,191.53,187.78,187.88,186.11,189.13,188.52,188.65,188.1,180.45,185.96,185.88,187.5,,27,965,33,25.01,
25.06.23 15:43:24,3.28,191.78,189.37,192.63,191.55,190.47,184.28,192.9,191.4,191.5,185.89,188.44,187.13,191.26,187.78,185.78,186.11,188.33,187.44,188.39,188.1,180.7,185.96,185.62,188.27,,27,965,33,25.01,
25.06.23 15:43:39,3.53,191.78,190.45,193.97,191.82,191.54,182.68,191.3,191.14,191.5,183.76,187.91,186.6,191.53,186.45,184.73,185.85,188.6,187.98,188.65,189.21,180.7,185.43,184.07,188.02,,27,965,33,25.03,
25.06.23 15:43:54,3.78,191.51,189.64,194.78,191.28,191.54,183.48,191.56,191.92,191.5,183.49,187.65,186.87,191.53,184.58,183.94,186.37,188.6,187.44,188.39,187.55,181.48,185.7,184.33,188.53,,27,965,33,25.04,
25.06.23 15:44:09,4.03,191.51,189.37,195.32,191.02,192.08,182.41,191.83,191.66,191.77,184.02,187.13,187.39,191.8,183.79,182.12,186.37,188.86,188.25,188.39,186.72,180.45,185.7,183.81,189.31,,27,965,33,25.05,
25.06.23 15:44:24,4.28,190.7,189.91,194.24,191.28,191.27,182.95,191.83,192.43,192.05,184.29,186.87,187.13,192.07,183.26,182.12,186.63,190.47,189.06,188.92,186.72,180.7,185.7,184.85,189.05,,27,965,33,25.08,
25.06.23 15:44:39,4.53,190.97,189.37,194.24,190.75,191.81,182.68,191.3,192.17,191.23,184.29,187.13,186.6,191.8,182.99,182.12,186.63,189.94,188.25,189.45,187,180.7,185.96,184.59,189.57,,27,965,33,25.09,
25.06.23 15:44:54,4.78,190.97,189.1,193.97,191.55,191.27,184.01,189.96,192.17,191.5,185.36,187.39,186.6,191.8,183.79,181.59,186.11,188.86,188.79,189.45,188.93,181.73,185.96,184.85,189.83,,27,965,33,25.11,
25.06.23 15:45:09,5.03,190.7,188.29,193.97,191.02,191.54,183.48,190.23,191.92,192.05,186.69,187.91,186.08,192.07,182.46,181.86,186.63,188.6,188.79,190.25,186.72,181.99,185.96,184.85,189.05,,27,965,33,25.11,
25.06.23 15:45:24,5.28,190.42,189.37,192.63,191.82,195.32,184.55,189.7,192.43,192.86,186.96,187.91,186.34,191.8,183.26,183.68,187.16,188.33,189.61,189.98,188.38,181.99,186.49,185.36,189.57,,27,965,33,25.14,
25.06.23 15:45:39,5.53,191.78,189.91,191.82,189.68,193.97,184.55,187.3,192.95,193.14,183.49,186.6,186.34,192.34,182.2,183.94,187.68,188.06,190.15,190.51,188.1,181.73,186.49,184.59,189.31,,27,965,33,25.15,
25.06.23 15:45:54,5.78,191.24,189.37,191.02,188.61,191.54,181.88,185.45,192.43,192.32,182.69,187.13,187.65,192.07,180.87,184.47,187.68,188.6,190.15,190.25,188.1,181.99,185.96,183.04,189.31,,27,965,33,25.16,
25.06.23 15:46:09,6.03,192.33,190.45,191.82,189.14,191.81,182.95,185.19,192.95,192.86,182.96,187.65,187.91,191.8,181.67,185.25,187.42,188.33,190.42,190.78,187.83,181.73,186.76,183.04,189.57,,27,965,33,25.18,
25.06.23 15:46:24,6.28,192.33,190.18,190.21,189.14,192.62,182.68,184.39,193.22,192.59,182.69,187.65,185.82,191.26,180.34,186.04,187.42,188.06,190.96,190.78,187.55,181.99,185.7,183.04,188.79,,27,965,33,25.18,
25.06.23 15:46:39,6.53,190.15,190.45,190.48,189.68,192.35,184.81,185.45,193.74,193.41,181.89,187.65,186.08,191.8,180.61,184.73,187.68,187.53,190.42,190.78,187.55,182.25,186.76,183.81,189.05,,27,965,33,25.18,
25.06.23 15:46:54,6.78,190.7,189.64,190.48,189.68,191.27,182.95,185.71,192.95,193.14,183.49,188.44,184.51,191.53,180.87,184.73,186.63,188.06,189.61,191.04,187,181.73,186.23,183.81,188.79,,27,965,33,25.22,
25.06.23 15:47:09,7.03,190.97,188.29,190.75,189.41,190.74,180.82,185.71,193.74,194.78,182.69,188.44,186.34,192.34,180.34,184.73,186.63,187.8,189.34,191.31,187,181.99,186.76,183.55,188.79,,27,965,33,25.22,
25.06.23 15:47:24,7.28,190.97,187.22,189.94,191.02,190.2,180.56,185.98,193.48,194.51,181.89,187.65,187.39,192.07,182.73,183.94,186.89,188.33,188.25,191.31,187.27,181.22,186.23,184.59,188.79,,27,965,33,25.23,
25.06.23 15:47:39,7.53,190.7,186.95,190.48,191.28,190.74,181.09,186.24,193.22,193.68,183.49,186.87,185.04,191.53,181.67,183.68,185.85,188.06,188.25,191.57,187.55,181.73,186.23,183.04,188.53,,27,965,33,25.23,
25.06.23 15:47:54,7.78,190.15,188.56,190.48,191.28,191.01,179.5,184.13,192.95,193.41,183.22,186.08,183.99,191.53,180.08,184.99,184.55,186.73,188.52,191.57,187.55,181.99,186.49,182.78,188.27,,27,965,33,25.23,
25.06.23 15:48:09,8.03,189.07,187.76,190.75,191.82,189.4,179.23,182.55,192.69,193.96,183.49,186.08,182.69,191.8,179.55,183.16,185.59,186.46,189.34,191.31,187,181.22,185.7,181.49,188.27,,27,965,33,25.26,
25.06.23 15:48:24,8.28,189.34,187.76,190.75,192.09,188.06,178.97,182.02,192.69,193.14,182.69,185.04,184.25,191.8,177.71,182.38,185.07,188.33,188.52,191.84,187.27,181.48,185.96,179.95,188.79,,27,965,33,25.26,
25.06.23 15:48:39,8.53,189.34,188.56,190.48,192.36,187.52,179.23,182.02,192.69,192.32,181.89,184.78,187.91,191.26,177.97,181.07,184.03,186.2,189.06,191.84,186.72,180.7,185.96,179.43,188.27,,27,965,33,25.26,
25.06.23 15:48:54,8.78,189.34,188.83,189.94,193.16,188.06,179.5,182.02,193.74,192.86,182.43,184.51,188.97,191.53,175.88,181.59,185.07,186.2,188.52,191.57,186.44,180.7,185.96,181.75,188.53,,27,965,33,25.29,
25.06.23 15:49:09,9.03,189.61,188.83,188.88,191.55,187.52,178.97,182.29,193.48,191.77,181.63,185.56,186.87,191.8,175.61,181.59,185.85,187.26,187.44,191.84,186.44,180.45,185.43,181.23,188.27,,27,965,33,25.29,
25.06.23 15:49:24,9.28,190.97,188.56,186.74,191.28,186.99,179.23,180.71,193.48,191.77,182.69,184.51,184.25,191.8,175.88,181.33,186.37,187.26,187.17,191.31,186.17,179.93,185.17,178.92,188.27,,27,965,33,25.29,
25.06.23 15:49:39,9.53,189.61,188.03,188.34,188.88,187.52,178.97,180.45,194,192.05,182.43,183.99,184.51,191.26,175.88,180.81,185.33,187.53,186.9,191.57,186.72,181.22,185.17,179.69,188.02,,27,965,33,25.29,
25.06.23 15:49:54,9.78,190.42,187.76,188.08,188.88,186.72,179.5,179.93,194,192.32,181.63,182.95,184.78,191.26,175.35,180.81,183.51,187.8,186.09,191.84,185.89,179.93,184.9,179.43,187.5,,27,965,33,25.3,
25.06.23 15:50:09,10.03,189.61,187.49,189.68,188.88,186.99,179.76,179.4,193.74,190.68,182.43,183.21,183.73,191.8,176.14,182.12,184.03,187,185.82,191.57,186.17,181.22,185.17,179.69,188.02,,27,965,33,25.32,
25.06.23 15:50:24,10.28,187.99,187.76,189.14,188.34,184.86,179.23,180.19,194.26,190.96,181.36,182.95,185.04,191.26,174.83,181.86,183.25,188.06,185.29,191.84,186.44,181.48,185.7,179.95,187.5,,27,965,33,25.33,
25.06.23 15:50:39,10.53,191.24,188.03,188.34,189.68,185.39,179.5,179.66,193.22,190.14,181.63,182.95,184.51,190.99,174.57,181.86,184.81,185.4,186.9,191.84,184.79,180.96,185.43,180.72,188.27,,27,965,33,25.33,
25.06.23 15:50:54,10.78,192.6,188.29,188.34,190.75,185.66,179.5,179.93,193.48,189.6,180.83,182.69,184.25,191.26,174.31,182.64,185.59,184.87,186.9,191.57,185.07,179.93,185.43,180.97,187.76,,27,965,33,25.33,
25.06.23 15:51:09,11.03,191.24,187.49,188.08,193.16,184.33,180.03,179.66,193.74,188.51,181.1,181.91,184.78,190.99,174.57,181.33,183.77,184.6,186.36,191.84,184.52,179.93,184.9,180.46,187.5,,27,965,33,25.33,
25.06.23 15:51:24,11.28,190.97,186.95,188.08,192.89,184.86,180.29,179.4,194.26,188.51,179.78,180.62,183.99,190.99,174.83,181.59,182.99,184.34,184.21,191.84,183.69,178.91,185.17,180.2,187.5,,27,965,33,25.34,
25.06.23 15:51:39,11.53,188.26,187.76,187.81,190.48,184.59,181.09,178.88,193.74,188.51,178.98,180.88,181.91,190.19,174.05,180.81,182.22,183.81,185.02,191.84,183.42,178.91,184.9,180.2,187.76,,27,965,33,25.36,
25.06.23 15:51:55,11.8,189.07,187.49,185.95,188.61,185.39,181.09,178.36,194,186.89,181.36,181.39,183.47,190.73,174.05,180.55,181.96,184.07,184.75,191.57,183.42,178.91,185.17,181.49,187.24,,27,965,33,25.36,
25.06.23 15:52:10,12.05,187.72,188.56,186.21,186.74,185.39,180.03,178.1,194.26,187.43,180.83,181.39,183.99,190.46,175.09,180.81,182.73,184.6,184.75,191.57,183.42,178.39,184.11,182.52,187.24,,27,965,33,25.36,
25.06.23 15:52:25,12.3,187.72,187.49,186.21,185.95,186.72,180.03,177.58,193.48,186.89,180.04,181.13,183.47,190.99,175.35,181.86,181.96,184.34,183.94,191.57,183.69,178.91,184.37,183.29,188.02,,27,965,33,25.37,
25.06.23 15:52:40,12.55,187.72,188.03,184.62,184.36,185.92,179.76,178.36,193.74,186.35,178.98,181.13,181.91,190.19,172.22,181.07,182.99,183.54,181.26,191.31,183.14,178.14,184.11,181.75,187.24,,27,965,33,25.39,
25.06.23 15:52:55,12.8,186.37,187.76,183.03,185.68,186.72,178.97,177.58,194,185.81,178.72,181.39,180.36,190.19,172.22,181.33,182.22,183.54,180.46,191.31,183.14,177.11,184.37,179.69,187.5,,27,965,33,25.39,
25.06.23 15:53:10,13.05,185.56,186.69,183.03,184.89,185.92,179.5,177.84,194,185.27,178.72,180.88,180.88,189.92,172.22,181.07,182.48,183.01,180.46,191.84,183.97,178.39,184.11,178.66,187.76,,27,965,33,25.4,
25.06.23 15:53:25,13.3,185.56,186.95,184.09,185.95,185.66,180.03,177.05,193.22,185.27,176.35,180.36,180.88,190.46,173.26,181.59,182.99,181.69,180.46,191.84,184.24,178.14,183.85,178.66,187.76,,27,965,33,25.4,
25.06.23 15:53:40,13.55,183.95,187.76,184.89,184.62,185.66,178.44,177.84,193.74,185,176.09,180.36,180.36,189.92,171.44,179.51,184.81,180.11,179.4,190.78,183.14,177.37,183.32,180.2,187.5,,27,965,33,25.41,
25.06.23 15:55:19,15.2,188.53,187.49,180.13,187.28,184.86,179.23,186.51,199.76,185.54,181.36,183.47,174.18,193.15,167.81,181.33,187.42,180.11,178.07,192.11,189.49,175.07,186.76,183.81,192.95,,27,965,33,25.43,965D6-(E1);
25.06.23 15:55:34,15.45,183.68,193.15,177.77,182.77,177.99,173.44,180.45,199.5,187.43,176.87,179.58,173.16,184.3,165.5,180.03,180.92,173.04,170.94,197.19,180.68,176.6,175.46,174.33,183.38,,27,965,33,25.46,965D6-(E1);
25.06.23 15:55:49,15.7,173.32,190.72,178.56,190.21,187.52,164.87,180.71,194.52,185.27,171.38,185.04,172.14,181.91,165.24,185.78,187.94,171.74,180.46,187.59,182.59,176.35,177.8,178.15,188.79,,27,965,33,25.46,965D6-(E1);
25.06.23 15:56:04,15.95,190.97,185.08,190.21,181.98,167.07,184.81,186.24,198.45,184.19,171.38,178.29,176.75,185.63,156.57,187.62,182.73,166.32,179.93,190.78,186.72,177.88,176.76,180.72,189.83,,27,965,33,25.47,965D6-(E1);
25.06.23 15:56:19,16.2,180.74,188.29,191.55,193.7,181.68,176.86,184.92,192.43,182.04,175.04,177.78,173.41,189.11,160.89,188.94,186.89,173.04,172.51,202.33,188.1,175.33,179.11,181.23,182.87,,27,965,33,25.5,965D6-(E1);
25.06.23 15:56:34,16.45,179.15,196.68,183.83,185.15,179.83,163.33,176.79,191.14,181.77,163.1,174.44,173.92,180.58,166.53,182.64,177.84,182.22,178.33,191.57,177.14,169.75,174.94,181.49,195.3,,27,965,33,25.51,965D6-(E1);
25.06.23 15:56:49,16.7,181.28,188.03,187.28,188.34,186.19,178.44,180.97,200.55,186.89,176.87,179.84,180.62,182.7,169.11,176.41,179.12,181.69,181,198.54,187,177.88,191.83,181.49,192.69,,27,965,33,25.53,965D6-(E1);
25.06.23 15:57:04,16.95,170.96,186.15,186.74,180.66,180.62,178.44,181.24,193.74,176.97,173.46,182.43,172.9,191.8,163.7,184.47,178.35,177.22,182.6,202.06,177.41,176.6,176.76,174.83,189.31,,27,965,33,25.54,965D6-(E1);
25.06.23 15:57:19,17.2,180.48,189.37,187.81,183.56,182.74,170.83,184.66,200.55,179.9,178.98,178.29,177.78,188.57,163.7,183.42,180.15,164.27,180.46,192.64,183.14,171.01,179.9,179.95,189.05,,27,965,33,25.54,965D6-(E1);
25.06.23 15:57:34,17.45,177.29,182.41,187.28,188.08,174.85,167.2,169.81,190.62,172.74,175.82,179.58,167.82,189.38,154.55,187.09,178.35,163.5,165.45,184.43,177.68,169.24,173.38,173.31,179.04,,27,965,33,25.55,965D6-(E1);
25.06.23 15:57:49,17.7,190.7,197.5,191.55,187.28,187.26,172.14,180.97,205.86,188.78,187.23,180.88,194.25,193.15,168.59,189.2,184.81,178.79,186.09,196.39,188.93,180.19,193.17,178.41,187.24,,27,965,33,25.58,965D6-(E1);
25.06.23 15:58:04,17.95,185.03,191.26,187.81,184.36,177.2,180.29,184.92,203.46,193.68,180.83,176.49,177.52,193.15,167.81,177.18,181.44,169.41,177.54,195.05,186.44,183.8,173.12,175.6,179.3,,27,965,33,25.58,965D6-(E1);
25.06.23 15:58:19,18.2,185.03,182.95,184.62,185.15,181.68,169.53,182.29,196.09,188.24,181.63,180.1,177,189.11,159.1,184.21,180.41,175.13,174.1,196.66,181.5,172.28,182.79,177.64,188.79,,27,965,33,25.59,965D6-(E1);
25.06.23 15:58:34,18.45,195.6,190.72,184.36,185.15,171.98,172.14,184.66,197.13,189.05,175.82,183.99,175.72,181.64,162.16,180.29,184.29,173.82,175.15,197.19,187.83,174.05,178.07,175.85,190.09,,27,965,33,25.61,965D6-(E1);
25.06.23 15:58:49,18.7,187.99,192.07,184.89,187.54,192.35,175.81,183.6,200.82,189.87,177.66,184.78,172.9,193.15,172.48,184.47,179.89,175.91,178.86,195.85,183.14,180.19,177.54,180.46,190.61,,27,965,33,25.63,965D6-(E1);
25.06.23 15:59:04,18.95,189.61,186.15,185.68,187.01,177.46,172.14,184.39,193.48,184.46,178.98,179.32,185.04,191.53,164.47,183.68,183.51,170.71,179.93,197.73,184.52,176.09,179.64,179.18,186.98,,27,965,33,25.65,965D6-(E1);
25.06.23 15:59:19,19.2,185.03,191.53,188.88,185.68,186.99,168.75,182.02,194.78,193.41,168,173.16,176.75,183.77,164.47,178.48,183.25,184.34,173.3,182.07,185.34,173.04,173.38,177.13,186.98,,27,965,33,25.66,965D6-(E1);
25.06.23 15:59:34,19.45,188.8,190.18,188.61,187.01,180.62,179.23,183.87,205.59,197.25,171.38,174.69,179.06,182.97,173,181.33,178.61,181.95,176.74,195.31,187.27,172.28,182.26,180.72,199.25,,27,965,33,25.69,965D6-(E1);
25.06.23 15:59:49,19.7,178.08,190.45,187.81,181.45,184.59,172.66,179.4,199.24,189.87,169.56,172.65,172.9,184.3,160.12,180.81,179.64,175.91,171.73,194.51,180.68,173.04,170.02,184.07,185.44,,27,965,33,25.69,965D6-(E1);
25.06.23 16:00:04,19.95,182.08,192.61,183.3,181.19,177.2,173.97,182.55,195.3,190.14,166.96,172.9,171.37,185.36,161.14,182.64,192.4,174.87,175.68,197.73,176.32,164.98,173.38,178.66,191.39,,27,965,33,25.72,965D6-(E1);
25.06.23 16:00:19,20.2,184.76,190.18,186.74,183.56,187.26,181.35,175.75,200.29,189.87,169.81,180.62,173.41,189.38,160.89,183.42,184.29,179.06,178.07,192.11,183.14,176.09,177.28,182.26,189.31,,27,965,33,25.74,965D6-(E1);
25.06.23 16:00:34,20.45,175.96,188.56,192.63,184.89,193.43,171.35,183.34,196.09,197.53,180.83,180.36,170.61,183.5,166.27,193.45,186.89,181.95,179.13,193.44,184.79,177.88,174.16,183.04,185.44,,27,965,33,25.74,965D6-(E1);
25.06.23 16:00:49,20.7,193.14,184.55,191.55,182.77,199.4,177.38,180.71,200.55,192.32,164.38,179.06,175.21,189.65,167.56,191.06,190.82,170.97,180.73,195.31,188.1,177.37,183.05,179.69,188.02,,27,965,33,25.76,965D6-(E1);
25.06.23 16:01:04,20.95,184.22,187.49,192.09,194.51,198.03,182.41,182.29,201.08,193.68,179.25,177.52,176.23,186.97,159.87,187.09,192.67,179.84,176.21,194.24,182.87,179.93,180.42,183.81,191.65,,27,965,33,25.78,965D6-(E1);
25.06.23 16:01:19,21.2,187.72,184.28,183.3,186.48,185.66,175.28,183.87,197.13,188.51,169.56,178.55,177.52,182.44,164.21,182.12,187.42,175.65,178.6,193.17,182.05,185.88,175.46,174.33,189.05,,27,965,33,25.79,965D6-(E1);
25.06.23 16:01:34,21.45,190.42,188.56,188.88,186.48,188.86,174.49,179.66,193.74,188.78,170.86,179.32,180.36,190.46,163.19,188.15,187.94,175.65,176.21,195.31,181.77,173.04,183.05,181.49,187.76,,27,965,33,25.8,965D6-(E1);
25.06.23 16:01:49,21.7,187.72,186.69,188.08,186.74,195.32,179.5,188.37,200.82,189.32,176.87,179.32,173.41,178.73,161.65,186.57,185.59,181.95,171.99,191.31,180.68,178.14,178.07,175.6,191.65,,27,965,33,25.82,965D6-(E1);
25.06.23 16:02:04,21.95,185.29,189.37,196.13,190.75,184.59,179.76,186.51,198.71,189.32,171.38,177.26,172.9,184.83,159.1,183.42,187.42,183.54,180.2,199.89,182.59,171.01,176.76,176.87,190.09,,27,965,33,25.83,965D6-(E1);
25.06.23 16:02:19,22.2,190.15,188.03,190.21,197.48,199.94,171.09,185.45,199.24,187.16,173.73,180.1,179.58,190.73,163.96,184.73,189.77,187,179.93,198.54,189.76,177.88,185.7,177.64,185.44,,27,965,33,25.83,965D6-(E1);
25.06.23 16:02:34,22.45,189.07,190.45,195.59,199.11,195.32,180.29,185.98,200.29,202.78,174.25,185.3,178.55,191.26,160.63,187.36,190.03,180.11,183.94,199.08,181.22,176.6,181.47,184.59,187.76,,27,965,33,25.83,965D6-(E1);
25.06.23 16:02:49,22.7,182.61,182.95,192.09,196.67,187.26,184.55,187.57,189.84,186.62,168.26,174.18,172.9,180.58,159.87,188.41,189.51,170.71,175.42,193.44,180.13,175.58,178.07,175.34,183.9,,27,965,33,25.86,965D6-(E1);
25.06.23 16:03:04,22.95,195.05,193.42,190.48,189.14,190.2,186.69,189.7,205.32,195.33,175.56,187.13,180.36,188.57,164.21,181.86,187.94,179.06,184.21,195.58,184.24,179.42,181.47,180.46,182.61,,27,965,33,25.88,965D6-(E1);
25.06.23 16:03:19,23.2,186.37,189.37,191.55,193.7,192.35,177.91,188.9,200.55,195.6,181.1,179.58,175.97,192.34,164.98,190,191.87,183.01,186.9,197.73,184.24,178.14,189.15,179.95,194.26,,27,965,33,25.88,965D6-(E1);
25.06.23 16:03:34,23.45,179.94,189.37,185.95,187.54,191.81,173.71,185.19,188.55,192.05,170.33,180.88,165.29,178.47,158.09,181.59,185.85,172,172.51,185.75,180.4,170.25,182.53,173.31,182.87,,27,965,33,25.9,965D6-(E1);
25.06.23 16:03:49,23.7,182.88,191.53,195.32,192.36,195.32,180.56,190.5,198.45,203.89,170.33,179.32,179.84,188.84,166.78,190.26,185.59,178,187.17,198.81,187.27,176.35,192.09,181.75,186.98,,27,965,33,25.9,965D6-(E1);
25.06.23 16:04:04,23.95,186.1,187.49,191.55,190.21,197.49,172.4,184.92,195.82,197.25,182.16,175.97,177,180.58,164.47,188.94,186.89,179.32,184.48,195.58,182.32,176.09,183.05,171.79,188.79,,27,965,33,25.9,965D6-(E1);
25.06.23 16:04:19,24.2,182.61,175.81,182.77,187.28,194.51,175.02,185.45,192.17,191.5,175.3,181.39,172.14,186.7,157.58,184.99,182.48,178.79,176.74,191.84,173.62,174.56,177.8,173.56,184.67,,27,965,33,25.9,965D6-(E1);
25.06.23 16:04:34,24.45,188.53,193.15,189.94,195.32,192.89,180.03,196.39,203.73,196.98,172.94,182.95,181.65,193.15,168.59,190.26,180.41,179.32,192.87,201.79,185.62,167.73,189.15,184.07,185.95,,27,965,33,25.93,965D6-(E1);
25.06.23 16:04:49,24.7,184.49,192.61,196.4,190.21,192.62,175.02,185.98,200.29,201.12,177.66,178.81,181.13,184.3,162.16,186.57,187.42,183.54,187.98,199.89,183.42,176.6,186.76,177.38,184.92,,27,965,33,25.93,965D6-(E1);
25.06.23 16:05:04,24.95,183.42,187.49,191.02,188.61,184.59,181.09,191.03,200.82,200.56,169.3,178.81,177.52,179.53,163.7,177.7,185.07,178.79,188.52,189.18,177.95,168.74,180.42,176.87,185.44,,27,965,33,25.94,965D6-(E1);
25.06.23 16:05:19,25.2,185.03,182.41,195.86,191.02,187.52,180.56,187.3,197.92,194.78,177.14,180.88,175.97,178.73,161.4,187.62,183.25,179.32,183.67,192.64,184.52,170.76,181.47,178.66,182.87,,27,965,33,25.96,965D6-(E1);
25.06.23 16:05:34,25.45,184.49,182.68,194.78,191.28,188.59,187.49,181.76,200.29,192.59,174.51,177,175.46,180.85,165.5,189.73,183.51,175.39,183.14,190.25,179.86,169.75,175.72,174.33,183.13,,27,965,33,25.97,965D6-(E1);
