Measurement Name :,20230625_SDR641_Run01_Plate01_PR_F1F2,,Generated On :,"25/06/2023, 17:00:08",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 16:05:49,25.7,191.51,185.61,191.28,188.88,190.2,182.15,186.24,200.29,197.53,174.51,175.97,174.44,179.79,167.3,186.04,195.31,181.95,183.41,195.31,185.62,165.48,186.49,175.85,184.67,,27,965,33,25.97,965D6-(E1);
25.06.23 16:06:04,25.95,183.42,186.95,195.86,198.3,185.12,178.97,179.4,199.76,195.6,177.93,171.37,172.9,186.97,157.58,178.99,183.25,182.22,184.48,190.78,173.35,178.91,182.79,174.83,183.9,,27,965,33,25.99,965D6-(E1);
25.06.23 16:06:19,26.2,185.56,188.83,198.57,195.59,193.7,179.23,191.83,201.87,201.12,178.72,180.1,182.17,184.03,159.61,182.64,191.09,179.84,181.8,193.71,179.59,172.53,178.59,176.11,185.95,,27,965,33,25.99,965D6-(E1);
25.06.23 16:06:34,26.45,194.23,185.88,195.59,185.42,198.31,174.23,186.51,195.82,191.23,169.3,175.72,179.32,188.31,157.84,180.55,187.42,181.95,186.63,191.04,180.95,175.07,179.9,178.66,182.87,,27,965,33,26,965D6-(E1);
25.06.23 16:06:49,26.7,185.29,192.34,196.94,198.57,191.01,180.29,190.76,203.99,189.6,181.89,185.04,177,183.5,161.91,185.52,183.77,181.43,186.09,198.81,182.32,181.48,183.85,180.2,195.04,,27,965,33,26,965D6-(E1);
25.06.23 16:07:04,26.95,187.99,192.07,195.05,202.66,192.08,177.91,188.63,197.4,195.6,185.09,183.47,179.06,182.44,159.36,182.12,185.85,176.96,182.6,199.08,181.22,178.65,187.02,176.36,189.31,,27,965,33,26.01,965D6-(E1);
25.06.23 16:07:19,27.2,182.88,191.53,191.28,209.81,196.95,182.15,188.1,203.2,198.63,177.14,186.34,179.32,178.47,160.12,179.77,184.55,178,184.75,188.92,177.68,175.84,181.74,174.33,188.79,,27,965,33,26.01,965D6-(E1);
25.06.23 16:07:34,27.45,183.68,189.37,192.63,199.38,198.58,175.54,188.63,198.18,194.23,168.78,181.65,181.13,187.24,158.85,187.09,185.07,175.91,189.88,199.08,179.04,163.48,182.53,179.69,183.38,,27,965,33,26.04,965D6-(E1);
25.06.23 16:07:49,27.7,187.72,185.61,195.59,199.93,195.59,179.5,183.6,197.92,195.88,176.61,180.1,184.25,181.91,158.34,183.68,187.16,177.48,186.9,192.91,182.59,175.07,181.47,176.87,182.1,,27,965,33,26.04,965D6-(E1);
25.06.23 16:08:04,27.95,190.7,186.69,202.38,200.47,198.85,177.38,195.05,197.92,196.15,179.78,186.34,183.73,191.53,161.14,185.25,191.61,179.58,187.98,196.12,178.5,174.82,183.32,178.41,186.73,,27,965,33,26.04,965D6-(E1);
25.06.23 16:08:19,28.2,194.51,181.35,190.75,198.03,192.35,184.01,187.04,194.78,198.63,178.19,185.56,178.03,182.97,159.36,181.07,185.85,180.63,185.02,192.91,177.68,169.24,185.7,175.6,189.05,,27,965,33,26.05,965D6-(E1);
25.06.23 16:08:34,28.45,192.6,189.91,200.47,197.48,194.24,184.55,193.44,201.08,196.15,185.09,190.02,183.99,184.83,161.91,182.38,186.63,184.87,190.96,200.43,182.05,176.09,188.62,180.2,189.05,,27,965,33,26.07,965D6-(E1);
25.06.23 16:08:49,28.7,183.95,181.09,189.94,197.21,180.62,173.18,187.3,196.61,194.78,178.72,177,174.18,183.23,152.79,175.12,180.67,173.3,185.29,191.04,175.78,167.73,174.16,175.34,183.38,,27,965,33,26.08,965D6-(E1);
25.06.23 16:09:04,28.95,190.42,181.35,187.28,189.94,189.4,172.66,191.03,201.61,193.96,183.49,185.3,180.62,183.5,157.33,173.32,188.99,178.53,187.17,198.27,177.14,168.49,183.32,176.62,187.5,,27,965,33,26.08,965D6-(E1);
25.06.23 16:09:19,29.2,185.03,184.81,187.01,196.4,187.79,177.12,188.63,196.09,195.88,182.16,180.36,179.06,180.05,159.87,183.16,179.89,180.63,187.98,190.51,179.04,160,186.49,177.38,189.57,,27,965,33,26.08,965D6-(E1);
25.06.23 16:09:34,29.45,189.88,187.49,190.48,197.48,189.13,178.44,182.29,198.97,197.25,189.64,182.95,175.46,187.24,161.4,182.9,182.22,185.66,184.75,198.54,181.77,169.24,181.74,175.34,188.79,,27,965,33,26.1,965D6-(E1);
25.06.23 16:09:49,29.7,194.23,187.76,191.82,192.36,187.26,181.88,184.92,198.71,189.05,183.22,180.1,177,182.44,158.6,181.86,186.89,181.16,189.88,193.17,186.17,177.62,189.15,175.09,189.83,,27,965,33,26.11,965D6-(E1);
25.06.23 16:10:04,29.95,185.56,184.28,198.03,198.3,193.43,173.18,186.51,199.24,196.7,177.14,180.36,183.73,185.63,161.91,184.73,191.61,178,189.34,195.58,179.86,176.35,182,176.36,184.67,,27,965,33,26.11,965D6-(E1);
25.06.23 16:10:19,30.2,190.15,192.88,194.51,202.11,188.86,174.49,179.14,197.92,205.01,189.38,190.02,182.95,179,160.89,183.42,190.56,183.01,193.41,191.84,180.13,167.73,186.23,178.15,189.05,,27,965,33,26.13,965D6-(E1);
25.06.23 16:10:34,30.45,188.26,187.49,187.28,202.11,190.2,170.05,192.37,195.82,202.5,188.57,185.3,179.06,186.97,166.01,188.68,188.72,175.91,190.15,195.05,185.62,174.05,185.17,177.13,182.36,,27,965,33,26.13,965D6-(E1);
25.06.23 16:10:50,30.72,189.34,187.22,192.63,203.75,196.4,180.56,190.23,198.45,198.08,187.5,185.3,174.95,189.11,159.1,186.31,178.86,176.69,193.14,196.39,179.31,177.62,180.42,175.6,186.21,,27,965,33,26.14,965D6-(E1);
25.06.23 16:11:05,30.97,182.08,192.34,194.78,195.05,187.52,166.16,197.47,192.43,197.8,196.41,183.99,175.72,180.32,159.1,182.64,182.99,179.84,193.69,197.73,179.04,177.62,191.02,182.78,185.95,,27,965,33,26.15,965D6-(E1);
25.06.23 16:11:20,31.22,194.23,195.32,202.11,201.84,201.31,181.62,201.54,205.59,202.5,194.51,191.86,180.62,190.19,167.81,191.85,189.51,183.28,198.35,193.17,185.07,176.35,188.62,183.29,190.87,,27,965,33,26.15,965D6-(E1);
25.06.23 16:13:09,33.03,199.72,189.91,195.32,199.38,196.4,182.95,196.39,203.46,199.73,189.38,188.44,181.91,183.77,169.11,186.57,189.51,174.6,199.72,190.78,179.59,170.51,184.9,176.11,187.76,,27,965,33,26.19,
25.06.23 16:13:24,33.28,191.78,187.49,191.55,208.98,197.49,169.53,195.86,200.03,205.29,185.36,181.91,182.95,178.21,164.21,187.88,190.03,188.06,200.55,189.18,187,172.78,200.19,178.41,190.35,,27,965,33,26.24,
25.06.23 16:13:39,33.53,187.72,178.7,191.02,195.86,194.51,157.95,188.1,195.04,200.84,182.43,178.55,174.44,180.32,161.14,179.51,185.33,179.58,193.69,184.17,179.04,169.5,186.23,171.29,180.57,,27,965,33,26.24,
25.06.23 16:13:54,33.78,203.59,188.56,198.57,202.38,208.47,186.15,183.34,206.12,205.56,194.24,184.78,185.3,179.79,159.1,192.65,193.19,185.93,197.8,192.11,180.4,175.07,191.29,180.2,189.57,,27,965,33,26.26,
25.06.23 16:14:09,34.03,192.33,185.61,201.02,196.4,205.98,175.81,200.18,195.56,199.46,189.91,181.65,190.02,185.36,162.68,195.05,187.16,177.22,192.05,192.91,174.16,174.31,191.02,178.66,184.15,,27,965,33,26.29,
25.06.23 16:14:24,34.28,185.29,181.35,199.66,193.43,189.93,173.71,190.76,199.5,199.73,182.69,177.78,178.55,173.48,155.56,182.64,187.42,179.32,195.05,192.37,179.04,175.58,178.85,175.34,180.06,,27,965,33,26.29,
25.06.23 16:14:39,34.53,192.33,188.29,198.57,194.51,189.93,174.23,203.17,191.66,208.08,187.76,178.55,185.82,184.56,164.21,183.68,182.48,179.06,198.62,195.31,176.86,163.23,186.49,177.9,177.77,,27,965,33,26.3,
25.06.23 16:14:54,34.78,185.03,191.26,195.59,202.38,199.94,185.88,195.86,196.87,204.17,199.41,171.63,189.75,188.84,166.01,180.55,188.2,186.73,196.42,192.64,176.86,173.04,197.75,178.92,189.31,,27,965,33,26.32,
25.06.23 16:15:09,35.03,192.6,192.34,201.56,195.05,198.03,177.38,199.91,193.48,207.52,195.05,182.17,186.87,178.73,168.85,191.85,190.3,182.48,191.78,191.04,186.44,181.99,193.17,175.85,187.5,,27,965,33,26.33,
25.06.23 16:15:24,35.28,192.05,185.35,197.48,193.16,195.05,174.23,198.01,197.13,193.14,182.96,185.3,190.02,182.44,161.4,192.91,188.46,181.16,199.45,191.84,180.13,171.01,184.11,171.03,182.61,,27,965,33,26.36,
25.06.23 16:15:39,35.53,195.33,192.34,199.93,197.48,194.24,175.54,198.28,194.52,207.52,198.32,179.84,181.13,189.65,157.84,186.57,187.42,186.2,197.25,192.64,178.5,170,195.59,181.23,185.18,,27,965,33,26.36,
25.06.23 16:15:54,35.78,197.79,185.35,194.51,198.3,200.21,171.62,196.66,195.56,207.52,190.18,183.21,188.7,186.97,151.53,184.73,189.25,181.16,198.9,191.84,170.12,171.52,182,181.49,183.9,,27,965,33,26.38,
25.06.23 16:16:09,36.03,196.15,193.96,200.47,196.4,197.76,176.59,191.3,199.76,196.7,186.69,177.52,185.3,189.11,150.53,193.71,185.07,182.22,206.94,189.45,180.13,180.45,187.56,179.43,180.57,,27,965,33,26.39,
25.06.23 16:16:24,36.28,197.52,190.45,202.38,195.05,198.03,174.49,202.63,199.5,206.4,190.99,179.06,188.44,181.64,155.56,182.9,183.77,187.53,200.55,196.12,182.59,172.28,186.49,176.11,186.21,,27,965,33,26.4,
25.06.23 16:16:39,36.53,201.65,188.29,208.98,205.67,210.41,172.92,199.91,202.14,200.01,203.26,186.08,179.06,188.84,167.04,190,190.82,186.2,207.22,201.51,180.68,174.05,191.83,180.72,190.87,,27,965,33,26.4,
25.06.23 16:16:54,36.78,197.24,189.37,204.57,201.02,199.4,174.75,192.9,197.92,215.13,201.33,183.47,195.31,184.56,156.82,197.72,181.18,183.54,204.43,188.65,185.34,175.84,187.56,182,183.64,,27,965,33,26.41,
25.06.23 16:17:09,37.03,201.1,194.24,208.7,198.57,216.28,179.76,209.48,200.55,208.64,189.64,184.78,187.13,179,162.93,192.12,190.82,183.01,198.62,191.31,182.05,180.19,187.82,179.43,188.79,,27,965,33,26.43,
25.06.23 16:17:24,37.28,209.72,191.26,201.84,204.02,202.68,181.35,207.55,204.26,203.61,193.15,180.88,187.13,182.17,161.65,191.59,191.87,187.26,202.49,195.58,187.27,172.02,187.56,174.83,183.13,,27,965,33,26.43,
25.06.23 16:17:39,37.53,211.69,193.69,206.22,202.38,214.03,180.29,206.73,201.61,207.52,199.14,193.19,187.13,183.5,167.3,193.71,188.46,184.6,205.82,195.58,182.87,172.78,191.56,182.26,196.61,,27,965,33,26.44,
25.06.23 16:17:54,37.78,198.62,190.18,204.3,210.92,205.15,176.07,198.28,199.24,196.43,190.99,188.97,188.18,180.32,167.04,187.09,189.77,181.43,196.97,192.11,176.86,172.53,196.4,175.6,188.53,,27,965,33,26.46,
25.06.23 16:18:09,38.03,192.87,193.96,199.66,204.85,202.68,181.35,199.1,200.03,208.36,195.87,182.43,191.07,186.43,157.33,184.21,193.46,178.53,192.87,191.04,177.95,171.52,189.15,176.36,188.53,,27,965,33,26.47,
25.06.23 16:18:24,38.28,198.89,192.34,198.57,199.38,200.76,175.54,203.17,194.78,206.12,198.87,176.75,183.99,183.5,156.06,187.62,197.43,180.11,202.49,191.31,179.59,174.56,190.22,176.11,191.13,,27,965,33,26.47,
25.06.23 16:18:39,38.53,199.17,187.49,201.02,206.77,212.64,172.92,207.55,197.13,212.3,192.61,190.28,191.07,179,152.03,183.16,188.99,185.93,195.87,193.71,180.4,170.25,192.36,179.43,189.31,,27,965,33,26.5,
25.06.23 16:18:54,38.78,197.79,196.68,208.7,204.85,204.33,175.02,212.8,198.18,215.7,192.61,187.91,190.81,188.57,161.65,185.52,199.03,182.75,198.9,184.96,173.89,171.77,187.02,176.87,187.5,,27,965,33,26.51,
25.06.23 16:19:09,39.03,203.87,192.34,199.38,204.3,207.64,172.92,200.72,189.58,199.18,196.96,184.78,182.43,182.7,155.3,185.78,191.87,179.06,198.35,200.7,177.14,177.62,188.35,182.78,186.47,,27,965,33,26.53,
25.06.23 16:19:24,39.28,198.07,186.69,213.14,202.93,205.43,177.12,203.45,198.18,201.39,201.06,187.39,182.69,184.56,161.4,180.81,191.09,178,192.87,195.85,177.14,172.28,192.36,179.95,195.56,,27,965,33,26.53,
25.06.23 16:19:39,39.53,203.03,193.15,209.26,199.93,203.78,184.01,203.72,189.07,202.78,192.61,184.51,189.75,177.68,159.36,187.36,187.68,176.96,194.23,192.91,182.87,172.78,193.17,179.69,181.85,,27,965,33,26.54,
25.06.23 16:19:54,39.78,197.24,190.99,209.26,204.85,209.85,184.28,202.35,198.45,207.24,196.96,187.13,194.25,180.58,156.57,188.94,190.3,184.07,202.49,195.31,177.41,181.48,194.24,180.46,186.73,,27,965,33,26.55,
25.06.23 16:20:09,40.03,209.44,193.42,215.38,205.95,197.76,180.03,204.26,203.46,207.24,203.26,196.91,190.28,190.19,156.06,185.78,190.03,188.33,203.04,192.11,183.42,179.68,193.7,179.18,196.61,,27,965,33,26.55,
25.06.23 16:20:24,40.28,203.59,196.96,220.72,206.22,214.03,182.68,211.42,196.61,212.58,203.53,193.19,191.86,189.38,156.82,183.68,197.43,191.01,202.21,203.14,178.77,175.58,191.02,182.26,185.44,,27,965,33,26.57,
25.06.23 16:20:39,40.53,201.37,189.37,204.57,207.6,205.7,177.65,210.59,198.97,207.8,192.88,185.04,188.97,184.03,159.87,193.45,190.82,187.8,202.49,190.51,177.95,174.31,191.56,174.07,185.95,,27,965,33,26.58,
25.06.23 16:20:54,40.78,197.52,188.03,199.66,204.3,201.03,171.09,207.28,201.08,210.33,201.61,190.28,181.39,188.31,153.29,188.15,186.89,187,203.32,192.37,180.4,174.31,193.43,176.87,189.31,,27,965,33,26.6,
25.06.23 16:21:09,41.03,197.79,191.26,206.22,202.38,202.68,181.09,215.3,199.24,206.12,215.79,191.07,197.71,181.64,160.89,195.58,191.09,185.4,205.82,192.91,188.66,184.32,205.38,182.78,188.02,,27,965,33,26.58,
25.06.23 16:21:24,41.28,198.62,194.24,201.56,205.67,214.31,184.81,210.86,195.04,204.73,206.57,193.45,186.08,189.38,161.65,186.57,194.78,189.4,199.45,189.71,180.68,177.88,196.4,180.97,190.35,,27,965,33,26.61,
25.06.23 16:21:39,41.53,201.37,194.51,212.59,205.4,209.85,177.12,209.21,199.76,217.98,194.24,191.07,185.82,191.26,164.73,197.45,199.56,193.43,199.17,197.73,185.89,179.93,203.46,179.95,194.52,,27,965,33,26.61,
25.06.23 16:21:54,41.78,201.65,186.95,201.84,204.3,206.25,178.7,213.36,200.29,213.43,201.06,189.49,189.23,181.91,158.34,188.15,193.46,191.01,196.7,197.46,182.32,175.07,195.32,186.92,180.83,,27,965,33,26.63,
25.06.23 16:22:09,42.03,203.03,189.1,205.4,197.75,201.31,182.41,207.28,196.09,204.73,188.57,190.81,197.18,182.17,161.14,194.51,190.03,191.28,201.1,190.78,179.04,170.25,197.75,179.95,181.59,,27,965,33,26.64,
25.06.23 16:22:24,42.28,195.33,186.69,208.7,205.12,198.03,171.09,205.09,193.48,207.52,191.26,185.82,196.38,183.23,160.89,190,185.59,191.81,199.17,188.92,183.14,172.53,186.76,179.43,185.44,,27,965,33,26.65,
25.06.23 16:22:39,42.53,202.48,192.07,208.7,203.48,205.7,181.88,210.59,192.95,218.55,208.24,184.78,200.92,189.38,161.4,196.92,200.1,185.4,198.35,196.39,186.44,173.55,197.21,188.22,186.73,,27,965,33,26.65,
25.06.23 16:22:55,42.8,194.78,183.75,207.05,201.84,203.78,171.09,205.91,195.56,205.56,202.71,190.02,190.28,169.32,154.04,186.04,192.4,187.53,206.1,187.33,183.14,173.55,192.9,180.97,190.09,,27,965,33,26.66,
25.06.23 16:23:10,43.05,203.87,189.1,204.57,198.57,217.68,176.86,208.65,200.29,203.34,197.5,191.86,189.23,180.05,153.04,192.38,187.94,188.33,204.43,186.54,185.62,170,191.83,180.46,181.08,,27,965,33,26.68,
25.06.23 16:23:25,43.3,200.27,188.29,210.09,208.15,214.59,180.03,205.63,197.92,202.78,208.79,189.49,196.38,189.92,165.75,194.51,198.76,190.47,198.35,193.98,184.79,168.74,195.59,186.66,188.02,,27,965,33,26.68,
25.06.23 16:23:40,43.55,211.13,184.28,205.12,207.6,215.71,171.62,200.99,197.4,206.96,194.51,183.99,199.05,177.68,162.16,195.05,188.99,184.6,198.62,195.05,185.89,168.74,200.46,186.14,185.44,,27,965,33,26.68,
25.06.23 16:23:55,43.8,202.76,197.23,214.26,205.95,209.85,183.75,200.99,199.76,213.72,201.88,186.6,196.91,179.26,152.28,192.38,196.64,184.34,208.62,192.11,191.99,181.22,195.05,186.14,182.1,,27,965,33,26.69,
25.06.23 16:24:10,44.05,208.05,186.95,213.7,207.32,216.28,184.55,208.65,197.66,211.17,201.33,192.66,187.65,186.7,167.04,197.99,196.1,185.4,205.27,197.73,187.27,168.99,193.43,183.29,185.69,,27,965,33,26.71,
25.06.23 16:24:25,44.3,206.65,189.1,214.54,211.2,216.84,182.95,210.59,197.66,219.69,204.08,187.13,190.02,188.57,160.12,199.06,193.46,190.2,200.83,196.93,183.14,171.01,192.9,182.26,183.38,,27,965,33,26.72,
25.06.23 16:24:40,44.55,197.52,192.88,206.5,208.98,217.4,176.86,209.21,192.17,214.28,206.3,196.91,191.34,185.63,163.19,191.85,191.35,192.08,199.72,190.25,180.13,163.23,187.56,179.18,181.08,,27,965,33,26.72,
25.06.23 16:24:55,44.8,209.44,195.59,210.64,214.54,213.19,182.15,205.91,201.87,219.4,204.36,194.25,204.7,180.58,167.56,199.87,204.12,191.01,208.06,191.57,180.95,173.29,198.29,188.48,193.47,,27,965,33,26.74,
25.06.23 16:25:10,45.05,206.93,193.42,210.64,208.15,214.87,170.05,205.36,198.97,210.89,204.64,186.34,195.31,177.15,167.56,187.09,195.84,196.13,202.77,193.71,177.14,167.99,188.09,183.81,185.69,,27,965,33,26.74,
25.06.23 16:25:25,45.3,199.72,196.41,204.57,201.29,222.49,169.01,203.45,194.52,214,196.14,190.81,195.04,182.44,154.3,190.53,197.96,186.73,197.8,193.98,184.79,167.73,192.09,184.07,184.92,,27,965,33,26.76,
25.06.23 16:25:40,45.55,211.41,199.69,204.85,206.5,223.34,175.02,209.76,201.61,213.43,193.42,190.28,196.38,181.11,166.27,188.94,194.78,196.67,204.43,193.17,186.72,162.98,190.75,185.62,192.17,,27,965,33,26.76,
25.06.23 16:25:55,45.8,195.87,194.51,210.37,216.22,214.87,182.68,221.47,199.24,209.2,206.57,197.71,194.25,185.36,166.78,196.38,190.82,186.2,202.21,195.85,182.59,166.98,185.7,183.29,188.53,,27,965,33,26.76,
25.06.23 16:26:10,46.05,203.59,192.88,213.42,201.84,212.08,176.86,204.81,194.26,206.96,201.06,190.02,190.02,185.9,158.85,190.26,189.77,187.26,211.42,188.39,179.59,178.39,189.69,181.75,189.83,,27,965,33,26.79,
25.06.23 16:26:25,46.3,208.32,199.14,210.92,210.64,215.43,174.49,204.26,205.32,219.98,199.14,194.25,197.71,185.1,162.68,195.31,200.9,198.57,207.22,198.81,187,177.37,205.1,187.18,190.35,,27,965,33,26.79,
25.06.23 16:26:40,46.55,200.55,190.18,205.95,205.95,210.13,173.18,210.31,191.4,210.05,188.84,187.39,185.82,181.38,145.79,181.59,193.99,185.93,198.35,191.04,175.24,173.04,185.96,176.62,180.06,,27,965,33,26.79,
25.06.23 16:26:55,46.8,202.2,197.23,210.37,209.53,215.43,175.54,202.9,196.09,214.57,196.68,199.31,192.66,177.68,165.24,187.36,195.84,185.4,197.25,190.51,182.32,165.23,190.49,178.41,187.76,,27,965,33,26.8,
25.06.23 16:27:10,47.05,200.27,193.96,203.48,212.31,206.53,180.29,209.48,197.13,215.42,196.68,190.28,192.13,182.97,156.57,189.47,197.96,193.97,206.94,186.27,191.15,174.05,188.09,180.72,186.98,,27,965,33,26.82,
25.06.23 16:27:25,47.3,195.87,196.41,213.42,209.26,215.99,183.75,209.76,195.3,214,196.14,186.87,198.51,188.57,152.03,194.78,195.57,185.13,198.62,193.71,184.52,174.56,198.29,184.07,187.5,,27,965,33,26.83,
25.06.23 16:27:40,47.55,200.82,201.89,206.22,213.7,218.24,177.38,207,200.55,214.85,202.98,202,194.25,180.05,161.4,198.53,202.51,196.95,197.25,186.27,182.59,176.09,199.1,180.97,191.39,,27,965,33,26.83,
25.06.23 16:27:56,47.82,201.1,190.99,207.6,205.12,214.59,175.54,210.86,197.13,217.41,198.32,191.07,188.7,187.24,157.58,203.93,195.84,191.55,210.3,200.43,185.89,167.73,193.43,175.34,189.31,,27,965,33,26.85,
25.06.23 16:28:11,48.07,202.2,203.82,207.6,217.34,226.19,196.68,214.19,201.08,222.56,212.7,197.18,196.11,186.97,164.73,202.3,203.58,189.13,207.78,202.87,189.49,174.05,200.46,185.62,186.47,,27,965,33,26.85,
25.06.23 16:30:07,50,213.38,199.69,223.55,224.4,210.41,193.15,249.76,213.37,221.12,204.36,193.72,202.27,187.5,174.83,202.3,225.53,188.06,197.25,198.27,202.95,184.58,204.28,170.78,190.87,,27,965,33,27.05,
25.06.23 16:30:22,50.25,203.31,195.59,213.98,232.12,219.66,172.14,207.55,200.29,215.98,199.96,203.62,189.75,176.37,148.03,190.26,204.12,215.7,201.1,187.86,170.38,182.51,174.16,200.08,193.99,,27,965,33,27.1,
25.06.23 16:30:37,50.5,184.76,185.08,208.98,231.54,205.98,189.1,230.55,191.14,210.33,195.05,201.19,189.49,169.84,161.4,206.37,198.76,190.47,184.48,188.92,170.38,164.98,188.89,171.29,200.3,,27,965,33,27.14,
25.06.23 16:30:52,50.75,203.59,224.33,225.82,239.95,221.35,193.42,205.36,210.67,207.52,218.61,207.95,212.32,181.38,168.85,212.12,226.93,195.59,219.07,245.74,184.79,158.52,199.65,200.08,196.61,,27,965,33,27.19,
25.06.23 16:31:07,51,216.78,195.05,196.94,208.15,216.56,184.55,212.8,192.95,207.8,184.56,197.44,198.78,193.42,148.28,202.84,200.1,183.28,183.94,216.06,211.81,172.53,201.01,202.22,170.22,,27,965,33,27.25,
25.06.23 16:31:22,51.25,234.64,206.58,223.55,233.27,225.62,166.16,238.91,206.92,212.87,210.47,197.18,185.82,187.77,173,215.71,217.2,198.03,225.09,223.62,199.27,191.36,195.32,193.99,180.57,,27,965,33,27.29,
25.06.23 16:31:37,51.5,198.89,200.51,226.1,226.67,218.81,181.09,247.1,212.56,214.57,209.07,201.73,177.52,189.38,155.56,219.04,187.42,229.88,205.82,175.56,193.66,174.31,191.29,185.1,205.08,,27,965,33,27.33,
25.06.23 16:31:52,51.75,179.15,187.49,226.39,225.82,211.24,181.62,202.9,218.8,222.84,199.69,191.6,195.31,174.27,139.86,221,203.85,183.28,225.38,225.88,199.27,177.62,192.9,186.14,202.95,,27,965,33,27.38,
25.06.23 16:32:07,52,221.62,205.75,203.48,222.98,213.19,176.59,220.9,194.78,228.33,197.5,185.82,194.51,182.44,146.78,193.71,208.72,175.65,206.38,213.84,195.9,159.75,185.7,177.9,169.97,,27,965,33,27.41,
25.06.23 16:32:22,52.25,200.55,206.86,223.83,218.74,209.85,178.44,249.17,200.82,221.41,195.59,190.02,213.97,170.62,135.46,197.72,213.9,187,203.32,203.69,189.76,174.82,201.55,172.8,177.27,,27,965,33,27.46,
25.06.23 16:32:37,52.5,178.35,200.79,221.56,228.67,205.7,181.88,220.34,194,228.62,201.33,195.04,199.85,173.48,152.53,182.38,197.96,196.4,214.53,224.19,196.74,157.77,184.64,196.1,183.9,,27,965,33,27.49,965D6-(E1);
25.06.23 16:32:52,52.75,207.77,180.56,222.98,244.93,216.28,184.01,247.4,213.37,235.34,232.65,212.87,214.52,197.5,173.78,211.57,209.53,202.67,228.85,230.71,208.08,207.6,210.89,209.75,222.7,,27,965,33,27.54,
25.06.23 16:33:07,53,205.81,191.8,195.32,218.46,201.58,175.54,210.31,191.66,186.62,180.04,205.78,191.6,193.97,164.98,207.46,194.78,177.22,205.54,218.29,179.31,193.99,210.89,177.9,206.95,,27,965,33,27.57,
25.06.23 16:33:22,53.25,183.95,185.88,205.12,213.98,235.69,184.55,234.57,197.4,218.26,198.87,207.95,199.05,163.64,142.33,182.12,193.19,196.13,188.25,195.85,189.49,179.68,195.32,171.03,177.77,,27,965,33,27.61,
25.06.23 16:33:37,53.5,209.72,235.88,207.05,226.39,212.36,168.75,231.7,192.95,225.73,213.26,188.18,199.31,168.02,153.79,206.64,213.08,201.03,198.35,229,193.66,172.53,199.37,187.44,184.67,,27,965,33,27.65,
25.06.23 16:33:52,53.75,215.93,185.35,214.82,239.07,208.47,170.31,239.2,212.56,222.27,215.79,213.69,223.39,171.14,156.82,182.12,218.3,195.86,195.33,191.31,200.12,182.51,179.37,200.35,206.15,,27,965,33,27.68,
25.06.23 16:34:07,54,215.93,186.15,208.15,217.9,211.24,180.82,240.66,190.88,213.72,202.71,195.58,188.7,184.83,169.11,188.15,202.78,181.16,196.15,191.57,170.38,155.31,197.75,182,192.95,,27,965,33,27.72,
25.06.23 16:34:22,54.25,217.06,210.76,242.58,258.33,247.73,195.87,248.87,207.72,224.57,220.31,209.59,229.3,181.38,167.81,213.5,219.68,198.03,203.32,206.14,209.51,181.99,202.1,207.32,195.56,,27,965,33,27.76,
25.06.23 16:34:37,54.5,196.15,198.87,201.29,228.1,209.85,159.99,216.42,201.35,226.59,197.23,201.19,194.51,161.85,137.41,207.46,190.56,212.06,196.15,199.89,193.94,182.51,194.51,174.83,180.32,,27,965,33,27.79,
25.06.23 16:34:52,54.75,198.89,190.45,203.2,219.59,206.53,187.49,210.03,194,233.58,234.39,192.92,191.6,190.46,163.96,212.67,199.56,197.22,183.67,202.06,189.49,167.99,208.13,178.41,172.72,,27,965,33,27.83,
25.06.23 16:35:07,55,195.33,205.2,232.12,237.62,214.87,176.07,248.58,189.32,233.29,206.85,195.84,206.59,193.7,173.78,223.8,208.45,198.3,224.23,215.23,199.27,162.23,196.94,205.97,201.63,,27,965,33,27.86,
25.06.23 16:35:22,55.25,209.16,216.66,219.87,238.78,215.71,175.02,226.84,203.2,225.73,207.68,193.19,209.59,179.53,162.42,222.12,209.26,193.7,206.94,206.69,200.97,174.56,212,200.88,184.15,,27,965,33,27.9,
25.06.23 16:35:37,55.5,187.72,198.6,221.56,225.53,202.68,171.09,242.12,212.29,188.78,194.51,182.43,212.32,174.53,164.21,208.56,208.18,196.13,194.78,195.85,179.86,171.01,200.19,202.75,179.55,,27,965,33,27.96,
25.06.23 16:35:52,55.75,192.87,201.61,199.38,218.74,213.19,146.11,220.62,183.16,198.08,192.34,207.95,188.97,178.47,169.11,197.45,203.58,179.32,220.5,183.64,186.17,156.54,188.62,189.53,194.26,,27,965,33,28,
