#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,End of File
1,06/08/2023 11:30:00,26.188,,
2,06/08/2023 11:40:00,26.349,,
3,06/08/2023 11:50:00,26.542,,
4,06/08/2023 12:00:00,26.724,,
5,06/08/2023 12:10:00,26.949,,
6,06/08/2023 12:20:00,27.100,,
7,06/08/2023 12:30:00,27.218,,
8,06/08/2023 12:40:00,27.336,,
9,06/08/2023 12:41:32,,Logged,Logged
